,f,c
2017-01-01T05:05:00Z,39.45,4.138888889
2017-01-01T05:10:00Z,39.55,4.194444444
2017-01-01T05:15:00Z,39.5,4.166666667
2017-01-01T05:20:00Z,39.55,4.194444444
2017-01-01T05:25:00Z,39.55,4.194444444
2017-01-01T05:30:00Z,39.64,4.244444444
2017-01-01T05:35:00Z,39.55,4.194444444
2017-01-01T05:40:00Z,39.64,4.244444444
2017-01-01T05:45:00Z,39.6,4.222222222
2017-01-01T05:50:00Z,39.64,4.244444444
2017-01-01T05:55:00Z,39.69,4.272222222
2017-01-01T06:00:00Z,39.74,4.3
2017-01-01T06:05:00Z,39.74,4.3
2017-01-01T06:10:00Z,39.78,4.322222222
2017-01-01T06:15:00Z,39.78,4.322222222
2017-01-01T06:20:00Z,39.74,4.3
2017-01-01T06:25:00Z,39.78,4.322222222
2017-01-01T06:30:00Z,39.83,4.35
2017-01-01T06:35:00Z,39.88,4.377777778
2017-01-01T06:40:00Z,39.83,4.35
2017-01-01T06:45:00Z,39.31,4.061111111
2017-01-01T06:50:00Z,39.22,4.011111111
2017-01-01T06:55:00Z,39.27,4.038888889
2017-01-01T07:00:00Z,39.31,4.061111111
2017-01-01T07:05:00Z,39.08,3.933333333
2017-01-01T07:10:00Z,38.98,3.877777778
2017-01-01T07:15:00Z,38.32,3.511111111
2017-01-01T07:20:00Z,38.23,3.461111111
2017-01-01T07:25:00Z,38.04,3.355555556
2017-01-01T07:30:00Z,37.66,3.144444444
2017-01-01T07:35:00Z,37.85,3.25
2017-01-01T07:40:00Z,38.13,3.405555556
2017-01-01T07:45:00Z,38.75,3.75
2017-01-01T07:50:00Z,38.61,3.672222222
2017-01-01T07:55:00Z,38.61,3.672222222
2017-01-01T08:00:00Z,38.42,3.566666667
2017-01-01T08:05:00Z,38.13,3.405555556
2017-01-01T08:10:00Z,37.8,3.222222222
2017-01-01T08:15:00Z,37.7,3.166666667
2017-01-01T08:20:00Z,37.61,3.116666667
2017-01-01T08:25:00Z,37.56,3.088888889
2017-01-01T08:30:00Z,37.46,3.033333333
2017-01-01T08:35:00Z,37.46,3.033333333
2017-01-01T08:40:00Z,37.46,3.033333333
2017-01-01T08:45:00Z,37.32,2.955555556
2017-01-01T08:50:00Z,37.61,3.116666667
2017-01-01T08:55:00Z,37.75,3.194444444
2017-01-01T09:00:00Z,37.8,3.222222222
2017-01-01T09:05:00Z,37.46,3.033333333
2017-01-01T09:10:00Z,37.18,2.877777778
2017-01-01T09:15:00Z,37.08,2.822222222
2017-01-01T09:20:00Z,36.94,2.744444444
2017-01-01T09:25:00Z,36.79,2.661111111
2017-01-01T09:30:00Z,36.7,2.611111111
2017-01-01T09:35:00Z,36.55,2.527777778
2017-01-01T09:40:00Z,36.41,2.45
2017-01-01T09:45:00Z,36.27,2.372222222
2017-01-01T09:50:00Z,36.27,2.372222222
2017-01-01T09:55:00Z,36.07,2.261111111
2017-01-01T10:00:00Z,36.12,2.288888889
2017-01-01T10:05:00Z,35.98,2.211111111
2017-01-01T10:10:00Z,36.02,2.233333333
2017-01-01T10:15:00Z,35.78,2.1
2017-01-01T10:20:00Z,35.78,2.1
2017-01-01T10:25:00Z,35.83,2.127777778
2017-01-01T10:30:00Z,35.83,2.127777778
2017-01-01T10:35:00Z,35.73,2.072222222
2017-01-01T10:40:00Z,35.69,2.05
2017-01-01T10:45:00Z,35.69,2.05
2017-01-01T10:50:00Z,35.69,2.05
2017-01-01T10:55:00Z,35.64,2.022222222
2017-01-01T11:00:00Z,35.64,2.022222222
2017-01-01T11:05:00Z,35.44,1.911111111
2017-01-01T11:10:00Z,35.35,1.861111111
2017-01-01T11:15:00Z,35.25,1.805555556
2017-01-01T11:20:00Z,35.01,1.672222222
2017-01-01T11:25:00Z,35.01,1.672222222
2017-01-01T11:30:00Z,35.01,1.672222222
2017-01-01T11:35:00Z,34.81,1.561111111
2017-01-01T11:40:00Z,34.71,1.505555556
2017-01-01T11:45:00Z,34.52,1.4
2017-01-01T11:50:00Z,34.37,1.316666667
2017-01-01T11:55:00Z,34.22,1.233333333
2017-01-01T12:00:00Z,34.22,1.233333333
2017-01-01T12:05:00Z,34.08,1.155555556
2017-01-01T12:10:00Z,34.03,1.127777778
2017-01-01T12:15:00Z,34.03,1.127777778
2017-01-01T12:20:00Z,34.03,1.127777778
2017-01-01T12:25:00Z,34.03,1.127777778
2017-01-01T12:30:00Z,34.03,1.127777778
2017-01-01T12:35:00Z,33.88,1.044444444
2017-01-01T12:40:00Z,33.63,0.905555556
2017-01-01T12:45:00Z,33.44,0.8
2017-01-01T12:50:00Z,33.44,0.8
2017-01-01T12:55:00Z,33.48,0.822222222
2017-01-01T13:00:00Z,33.68,0.933333333
2017-01-01T13:05:00Z,33.93,1.072222222
2017-01-01T13:10:00Z,34.03,1.127777778
2017-01-01T13:15:00Z,34.22,1.233333333
2017-01-01T13:20:00Z,34.42,1.344444444
2017-01-01T13:25:00Z,34.52,1.4
2017-01-01T13:30:00Z,34.47,1.372222222
2017-01-01T13:35:00Z,34.37,1.316666667
2017-01-01T13:40:00Z,34.96,1.644444444
2017-01-01T13:45:00Z,35.35,1.861111111
2017-01-01T13:50:00Z,35.54,1.966666667
2017-01-01T13:55:00Z,35.83,2.127777778
2017-01-01T14:00:00Z,35.88,2.155555556
2017-01-01T14:05:00Z,35.44,1.911111111
2017-01-01T14:10:00Z,35.35,1.861111111
2017-01-01T14:15:00Z,35.39,1.883333333
2017-01-01T14:20:00Z,35.54,1.966666667
2017-01-01T14:25:00Z,35.73,2.072222222
2017-01-01T14:30:00Z,35.73,2.072222222
2017-01-01T14:35:00Z,35.83,2.127777778
2017-01-01T14:40:00Z,36.17,2.316666667
2017-01-01T14:45:00Z,36.02,2.233333333
2017-01-01T14:50:00Z,35.93,2.183333333
2017-01-01T14:55:00Z,36.55,2.527777778
2017-01-01T15:00:00Z,36.6,2.555555556
2017-01-01T15:05:00Z,37.8,3.222222222
2017-01-01T15:10:00Z,38.7,3.722222222
2017-01-01T15:15:00Z,38.32,3.511111111
2017-01-01T15:20:00Z,38.04,3.355555556
2017-01-01T15:25:00Z,39.03,3.905555556
2017-01-01T15:30:00Z,39.74,4.3
2017-01-01T15:35:00Z,40.25,4.583333333
2017-01-01T15:40:00Z,41.14,5.077777778
2017-01-01T15:45:00Z,41.65,5.361111111
2017-01-01T15:50:00Z,41.74,5.411111111
2017-01-01T15:55:00Z,41.37,5.205555556
2017-01-01T16:00:00Z,40.44,4.688888889
2017-01-01T16:05:00Z,40.63,4.794444444
2017-01-01T16:10:00Z,41.42,5.233333333
2017-01-01T16:15:00Z,39.74,4.3
2017-01-01T16:20:00Z,39.83,4.35
2017-01-01T16:25:00Z,39.97,4.427777778
2017-01-01T16:30:00Z,40.44,4.688888889
2017-01-01T16:35:00Z,40.53,4.738888889
2017-01-01T16:40:00Z,41.23,5.127777778
2017-01-01T16:45:00Z,41.74,5.411111111
2017-01-01T16:50:00Z,41.32,5.177777778
2017-01-01T16:55:00Z,40.81,4.894444444
2017-01-01T17:00:00Z,40.81,4.894444444
2017-01-01T17:05:00Z,39.69,4.272222222
2017-01-01T17:10:00Z,39.78,4.322222222
2017-01-01T17:15:00Z,40.3,4.611111111
2017-01-01T17:20:00Z,40.86,4.922222222
2017-01-01T17:25:00Z,41.88,5.488888889
2017-01-01T17:30:00Z,42.34,5.744444444
2017-01-01T17:35:00Z,43.03,6.127777778
2017-01-01T17:40:00Z,43.03,6.127777778
2017-01-01T17:45:00Z,42.8,6
2017-01-01T17:50:00Z,43.72,6.511111111
2017-01-01T17:55:00Z,41.51,5.283333333
2017-01-01T18:00:00Z,42.98,6.1
2017-01-01T18:05:00Z,41.69,5.383333333
2017-01-01T18:10:00Z,41.55,5.305555556
2017-01-01T18:15:00Z,41.42,5.233333333
2017-01-01T18:20:00Z,44.26,6.811111111
2017-01-01T18:25:00Z,43.85,6.583333333
2017-01-01T18:30:00Z,43.12,6.177777778
2017-01-01T18:35:00Z,44.08,6.711111111
2017-01-01T18:40:00Z,43.21,6.227777778
2017-01-01T18:45:00Z,43.03,6.127777778
2017-01-01T18:50:00Z,44.08,6.711111111
2017-01-01T18:55:00Z,44.54,6.966666667
2017-01-01T19:00:00Z,45.35,7.416666667
2017-01-01T19:05:00Z,44.9,7.166666667
2017-01-01T19:10:00Z,44.17,6.761111111
2017-01-01T19:15:00Z,44.13,6.738888889
2017-01-01T19:20:00Z,45.58,7.544444444
2017-01-01T19:25:00Z,44.49,6.938888889
2017-01-01T19:30:00Z,45.08,7.266666667
2017-01-01T19:35:00Z,44.45,6.916666667
2017-01-01T19:40:00Z,44.26,6.811111111
2017-01-01T19:45:00Z,45.62,7.566666667
2017-01-01T19:50:00Z,45.49,7.494444444
2017-01-01T19:55:00Z,45.85,7.694444444
2017-01-01T20:00:00Z,46.39,7.994444444
2017-01-01T20:05:00Z,46.39,7.994444444
2017-01-01T20:10:00Z,46.62,8.122222222
2017-01-01T20:15:00Z,45.94,7.744444444
2017-01-01T20:20:00Z,46.8,8.222222222
2017-01-01T20:25:00Z,46.48,8.044444444
2017-01-01T20:30:00Z,47.15,8.416666667
2017-01-01T20:35:00Z,48.36,9.088888889
2017-01-01T20:40:00Z,46.3,7.944444444
2017-01-01T20:45:00Z,45.35,7.416666667
2017-01-01T20:50:00Z,45.04,7.244444444
2017-01-01T20:55:00Z,44.76,7.088888889
2017-01-01T21:00:00Z,44.49,6.938888889
2017-01-01T21:05:00Z,44.36,6.866666667
2017-01-01T21:10:00Z,44.72,7.066666667
2017-01-01T21:15:00Z,45.26,7.366666667
2017-01-01T21:20:00Z,44.9,7.166666667
2017-01-01T21:25:00Z,44.31,6.838888889
2017-01-01T21:30:00Z,44.17,6.761111111
2017-01-01T21:35:00Z,44.04,6.688888889
2017-01-01T21:40:00Z,43.9,6.611111111
2017-01-01T21:45:00Z,43.72,6.511111111
2017-01-01T21:50:00Z,43.58,6.433333333
2017-01-01T21:55:00Z,43.4,6.333333333
2017-01-01T22:00:00Z,43.3,6.277777778
2017-01-01T22:05:00Z,43.17,6.205555556
2017-01-01T22:10:00Z,42.98,6.1
2017-01-01T22:15:00Z,42.85,6.027777778
2017-01-01T22:20:00Z,42.66,5.922222222
2017-01-01T22:25:00Z,42.06,5.588888889
2017-01-01T22:30:00Z,42.02,5.566666667
2017-01-01T22:35:00Z,41.55,5.305555556
2017-01-01T22:40:00Z,41.46,5.255555556
2017-01-01T22:45:00Z,41.51,5.283333333
2017-01-01T22:50:00Z,41.55,5.305555556
2017-01-01T22:55:00Z,41.32,5.177777778
2017-01-01T23:00:00Z,41.09,5.05
2017-01-01T23:05:00Z,40.9,4.944444444
2017-01-01T23:10:00Z,41.18,5.1
2017-01-01T23:15:00Z,40.81,4.894444444
2017-01-01T23:20:00Z,40.44,4.688888889
2017-01-01T23:25:00Z,40.3,4.611111111
2017-01-01T23:30:00Z,40.06,4.477777778
2017-01-01T23:35:00Z,39.88,4.377777778
2017-01-01T23:40:00Z,39.92,4.4
2017-01-01T23:45:00Z,39.97,4.427777778
2017-01-01T23:50:00Z,40.11,4.505555556
2017-01-01T23:55:00Z,40.3,4.611111111
2017-01-02T00:00:00Z,40.3,4.611111111
2017-01-02T00:05:00Z,40.44,4.688888889
2017-01-02T00:10:00Z,40.49,4.716666667
2017-01-02T00:15:00Z,40.44,4.688888889
2017-01-02T00:20:00Z,40.39,4.661111111
2017-01-02T00:25:00Z,40.3,4.611111111
2017-01-02T00:30:00Z,40.39,4.661111111
2017-01-02T00:35:00Z,40.25,4.583333333
2017-01-02T00:40:00Z,40.25,4.583333333
2017-01-02T00:45:00Z,40.2,4.555555556
2017-01-02T00:50:00Z,40.25,4.583333333
2017-01-02T00:55:00Z,40.11,4.505555556
2017-01-02T01:00:00Z,40.02,4.455555556
2017-01-02T01:05:00Z,39.78,4.322222222
2017-01-02T01:10:00Z,39.55,4.194444444
2017-01-02T01:15:00Z,39.41,4.116666667
2017-01-02T01:20:00Z,39.45,4.138888889
2017-01-02T01:25:00Z,39.55,4.194444444
2017-01-02T01:30:00Z,39.55,4.194444444
2017-01-02T01:35:00Z,39.45,4.138888889
2017-01-02T01:40:00Z,39.31,4.061111111
2017-01-02T01:45:00Z,39.03,3.905555556
2017-01-02T01:50:00Z,39.03,3.905555556
2017-01-02T01:55:00Z,39.03,3.905555556
2017-01-02T02:00:00Z,38.89,3.827777778
2017-01-02T02:05:00Z,38.7,3.722222222
2017-01-02T02:10:00Z,38.61,3.672222222
2017-01-02T02:15:00Z,38.7,3.722222222
2017-01-02T02:20:00Z,38.75,3.75
2017-01-02T02:25:00Z,38.65,3.694444444
2017-01-02T02:30:00Z,38.46,3.588888889
2017-01-02T02:35:00Z,38.7,3.722222222
2017-01-02T02:40:00Z,38.56,3.644444444
2017-01-02T02:45:00Z,38.42,3.566666667
2017-01-02T02:50:00Z,38.56,3.644444444
2017-01-02T02:55:00Z,38.7,3.722222222
2017-01-02T03:00:00Z,38.79,3.772222222
2017-01-02T03:05:00Z,38.75,3.75
2017-01-02T03:10:00Z,38.61,3.672222222
2017-01-02T03:15:00Z,38.51,3.616666667
2017-01-02T03:20:00Z,38.46,3.588888889
2017-01-02T03:25:00Z,38.42,3.566666667
2017-01-02T03:30:00Z,38.23,3.461111111
2017-01-02T03:35:00Z,38.04,3.355555556
2017-01-02T03:40:00Z,37.8,3.222222222
2017-01-02T03:45:00Z,37.99,3.327777778
2017-01-02T03:50:00Z,37.75,3.194444444
2017-01-02T03:55:00Z,37.51,3.061111111
2017-01-02T04:00:00Z,37.61,3.116666667
2017-01-02T04:05:00Z,37.51,3.061111111
2017-01-02T04:10:00Z,37.37,2.983333333
2017-01-02T04:15:00Z,37.18,2.877777778
2017-01-02T04:20:00Z,37.18,2.877777778
2017-01-02T04:25:00Z,37.13,2.85
2017-01-02T04:30:00Z,36.99,2.772222222
2017-01-02T04:35:00Z,36.99,2.772222222
2017-01-02T04:40:00Z,37.13,2.85
2017-01-02T04:45:00Z,37.27,2.927777778
2017-01-02T04:50:00Z,37.18,2.877777778
2017-01-02T04:55:00Z,37.18,2.877777778
2017-01-02T05:00:00Z,37.13,2.85
2017-01-02T05:05:00Z,37.03,2.794444444
2017-01-02T05:10:00Z,36.94,2.744444444
2017-01-02T05:15:00Z,36.89,2.716666667
2017-01-02T05:20:00Z,37.13,2.85
2017-01-02T05:25:00Z,37.23,2.905555556
2017-01-02T05:30:00Z,37.46,3.033333333
2017-01-02T05:35:00Z,37.18,2.877777778
2017-01-02T05:40:00Z,37.03,2.794444444
2017-01-02T05:45:00Z,37.46,3.033333333
2017-01-02T05:50:00Z,37.37,2.983333333
2017-01-02T05:55:00Z,37.51,3.061111111
2017-01-02T06:00:00Z,37.56,3.088888889
2017-01-02T06:05:00Z,37.56,3.088888889
2017-01-02T06:10:00Z,37.51,3.061111111
2017-01-02T06:15:00Z,37.61,3.116666667
2017-01-02T06:20:00Z,37.56,3.088888889
2017-01-02T06:25:00Z,37.51,3.061111111
2017-01-02T06:30:00Z,37.56,3.088888889
2017-01-02T06:35:00Z,37.37,2.983333333
2017-01-02T06:40:00Z,37.23,2.905555556
2017-01-02T06:45:00Z,37.27,2.927777778
2017-01-02T06:50:00Z,37.18,2.877777778
2017-01-02T06:55:00Z,37.18,2.877777778
2017-01-02T07:00:00Z,37.13,2.85
2017-01-02T07:05:00Z,37.13,2.85
2017-01-02T07:10:00Z,37.18,2.877777778
2017-01-02T07:15:00Z,37.08,2.822222222
2017-01-02T07:20:00Z,37.37,2.983333333
2017-01-02T07:25:00Z,37.51,3.061111111
2017-01-02T07:30:00Z,37.37,2.983333333
2017-01-02T07:35:00Z,37.32,2.955555556
2017-01-02T07:40:00Z,37.23,2.905555556
2017-01-02T07:45:00Z,37.37,2.983333333
2017-01-02T07:50:00Z,37.51,3.061111111
2017-01-02T07:55:00Z,37.66,3.144444444
2017-01-02T08:00:00Z,37.75,3.194444444
2017-01-02T08:05:00Z,37.7,3.166666667
2017-01-02T08:10:00Z,37.51,3.061111111
2017-01-02T08:15:00Z,37.46,3.033333333
2017-01-02T08:20:00Z,37.56,3.088888889
2017-01-02T08:25:00Z,37.7,3.166666667
2017-01-02T08:30:00Z,37.89,3.272222222
2017-01-02T08:35:00Z,37.99,3.327777778
2017-01-02T08:40:00Z,37.94,3.3
2017-01-02T08:45:00Z,37.99,3.327777778
2017-01-02T08:50:00Z,37.94,3.3
2017-01-02T08:55:00Z,38.04,3.355555556
2017-01-02T09:00:00Z,38.27,3.483333333
2017-01-02T09:05:00Z,38.18,3.433333333
2017-01-02T09:10:00Z,38.32,3.511111111
2017-01-02T09:15:00Z,38.42,3.566666667
2017-01-02T09:20:00Z,38.42,3.566666667
2017-01-02T09:25:00Z,38.46,3.588888889
2017-01-02T09:30:00Z,38.7,3.722222222
2017-01-02T09:35:00Z,38.89,3.827777778
2017-01-02T09:40:00Z,39.41,4.116666667
2017-01-02T09:45:00Z,39.83,4.35
2017-01-02T09:50:00Z,39.88,4.377777778
2017-01-02T09:55:00Z,40.49,4.716666667
2017-01-02T10:00:00Z,41.28,5.155555556
2017-01-02T10:05:00Z,41.46,5.255555556
2017-01-02T10:10:00Z,41.65,5.361111111
2017-01-02T10:15:00Z,41.83,5.461111111
2017-01-02T10:20:00Z,41.79,5.438888889
2017-01-02T10:25:00Z,41.79,5.438888889
2017-01-02T10:30:00Z,41.69,5.383333333
2017-01-02T10:35:00Z,41.74,5.411111111
2017-01-02T10:40:00Z,41.79,5.438888889
2017-01-02T10:45:00Z,41.88,5.488888889
2017-01-02T10:50:00Z,41.92,5.511111111
2017-01-02T10:55:00Z,42.02,5.566666667
2017-01-02T11:00:00Z,42.06,5.588888889
2017-01-02T11:05:00Z,42.16,5.644444444
2017-01-02T11:10:00Z,42.25,5.694444444
2017-01-02T11:15:00Z,42.29,5.716666667
2017-01-02T11:20:00Z,42.43,5.794444444
2017-01-02T11:25:00Z,42.48,5.822222222
2017-01-02T11:30:00Z,42.66,5.922222222
2017-01-02T11:35:00Z,42.52,5.844444444
2017-01-02T11:40:00Z,42.66,5.922222222
2017-01-02T11:45:00Z,42.66,5.922222222
2017-01-02T11:50:00Z,42.71,5.95
2017-01-02T11:55:00Z,42.66,5.922222222
2017-01-02T12:00:00Z,42.57,5.872222222
2017-01-02T12:05:00Z,42.62,5.9
2017-01-02T12:10:00Z,42.57,5.872222222
2017-01-02T12:15:00Z,42.62,5.9
2017-01-02T12:20:00Z,42.66,5.922222222
2017-01-02T12:25:00Z,42.66,5.922222222
2017-01-02T12:30:00Z,42.8,6
2017-01-02T12:35:00Z,42.85,6.027777778
2017-01-02T12:40:00Z,42.8,6
2017-01-02T12:45:00Z,42.94,6.077777778
2017-01-02T12:50:00Z,42.94,6.077777778
2017-01-02T12:55:00Z,43.03,6.127777778
2017-01-02T13:00:00Z,43.17,6.205555556
2017-01-02T13:05:00Z,42.98,6.1
2017-01-02T13:10:00Z,43.08,6.155555556
2017-01-02T13:15:00Z,43.08,6.155555556
2017-01-02T13:20:00Z,43.21,6.227777778
2017-01-02T13:25:00Z,43.26,6.255555556
2017-01-02T13:30:00Z,43.3,6.277777778
2017-01-02T13:35:00Z,43.21,6.227777778
2017-01-02T13:40:00Z,43.35,6.305555556
2017-01-02T13:45:00Z,43.44,6.355555556
2017-01-02T13:50:00Z,43.44,6.355555556
2017-01-02T13:55:00Z,43.4,6.333333333
2017-01-02T14:00:00Z,43.4,6.333333333
2017-01-02T14:05:00Z,43.35,6.305555556
2017-01-02T14:10:00Z,43.53,6.405555556
2017-01-02T14:15:00Z,43.67,6.483333333
2017-01-02T14:20:00Z,43.58,6.433333333
2017-01-02T14:25:00Z,43.72,6.511111111
2017-01-02T14:30:00Z,43.85,6.583333333
2017-01-02T14:35:00Z,43.99,6.661111111
2017-01-02T14:40:00Z,44.04,6.688888889
2017-01-02T14:45:00Z,44.17,6.761111111
2017-01-02T14:50:00Z,43.94,6.633333333
2017-01-02T14:55:00Z,44.08,6.711111111
2017-01-02T15:00:00Z,44.08,6.711111111
2017-01-02T15:05:00Z,44.13,6.738888889
2017-01-02T15:10:00Z,44.17,6.761111111
2017-01-02T15:15:00Z,44.26,6.811111111
2017-01-02T15:20:00Z,44.45,6.916666667
2017-01-02T15:25:00Z,44.22,6.788888889
2017-01-02T15:30:00Z,44.49,6.938888889
2017-01-02T15:35:00Z,44.49,6.938888889
2017-01-02T15:40:00Z,44.49,6.938888889
2017-01-02T15:45:00Z,44.67,7.038888889
2017-01-02T15:50:00Z,44.85,7.138888889
2017-01-02T15:55:00Z,44.9,7.166666667
2017-01-02T16:00:00Z,44.9,7.166666667
2017-01-02T16:05:00Z,44.81,7.116666667
2017-01-02T16:10:00Z,45.17,7.316666667
2017-01-02T16:15:00Z,44.85,7.138888889
2017-01-02T16:20:00Z,45.13,7.294444444
2017-01-02T16:25:00Z,45.17,7.316666667
2017-01-02T16:30:00Z,45.17,7.316666667
2017-01-02T16:35:00Z,45.26,7.366666667
2017-01-02T16:40:00Z,45.4,7.444444444
2017-01-02T16:45:00Z,45.4,7.444444444
2017-01-02T16:50:00Z,45.62,7.566666667
2017-01-02T16:55:00Z,45.71,7.616666667
2017-01-02T17:00:00Z,45.67,7.594444444
2017-01-02T17:05:00Z,45.85,7.694444444
2017-01-02T17:10:00Z,45.99,7.772222222
2017-01-02T17:15:00Z,46.08,7.822222222
2017-01-02T17:20:00Z,46.08,7.822222222
2017-01-02T17:25:00Z,46.26,7.922222222
2017-01-02T17:30:00Z,46.17,7.872222222
2017-01-02T17:35:00Z,46.48,8.044444444
2017-01-02T17:40:00Z,46.71,8.172222222
2017-01-02T17:45:00Z,46.48,8.044444444
2017-01-02T17:50:00Z,46.48,8.044444444
2017-01-02T17:55:00Z,46.57,8.094444444
2017-01-02T18:00:00Z,46.48,8.044444444
2017-01-02T18:05:00Z,46.62,8.122222222
2017-01-02T18:10:00Z,46.93,8.294444444
2017-01-02T18:15:00Z,46.93,8.294444444
2017-01-02T18:20:00Z,46.89,8.272222222
2017-01-02T18:25:00Z,46.75,8.194444444
2017-01-02T18:30:00Z,46.93,8.294444444
2017-01-02T18:35:00Z,46.89,8.272222222
2017-01-02T18:40:00Z,46.93,8.294444444
2017-01-02T18:45:00Z,46.89,8.272222222
2017-01-02T18:50:00Z,47.06,8.366666667
2017-01-02T18:55:00Z,47.06,8.366666667
2017-01-02T19:00:00Z,47.02,8.344444444
2017-01-02T19:05:00Z,47.02,8.344444444
2017-01-02T19:10:00Z,46.93,8.294444444
2017-01-02T19:15:00Z,47.11,8.394444444
2017-01-02T19:20:00Z,46.89,8.272222222
2017-01-02T19:25:00Z,47.06,8.366666667
2017-01-02T19:30:00Z,47.2,8.444444444
2017-01-02T19:35:00Z,47.2,8.444444444
2017-01-02T19:40:00Z,47.38,8.544444444
2017-01-02T19:45:00Z,47.11,8.394444444
2017-01-02T19:50:00Z,47.29,8.494444444
2017-01-02T19:55:00Z,47.38,8.544444444
2017-01-02T20:00:00Z,47.42,8.566666667
2017-01-02T20:05:00Z,47.38,8.544444444
2017-01-02T20:10:00Z,47.33,8.516666667
2017-01-02T20:15:00Z,47.29,8.494444444
2017-01-02T20:20:00Z,47.24,8.466666667
2017-01-02T20:25:00Z,47.15,8.416666667
2017-01-02T20:30:00Z,47.33,8.516666667
2017-01-02T20:35:00Z,47.2,8.444444444
2017-01-02T20:40:00Z,47.29,8.494444444
2017-01-02T20:45:00Z,47.24,8.466666667
2017-01-02T20:50:00Z,47.24,8.466666667
2017-01-02T20:55:00Z,47.15,8.416666667
2017-01-02T21:00:00Z,47.15,8.416666667
2017-01-02T21:05:00Z,47.02,8.344444444
2017-01-02T21:10:00Z,47.06,8.366666667
2017-01-02T21:15:00Z,47.11,8.394444444
2017-01-02T21:20:00Z,47.11,8.394444444
2017-01-02T21:25:00Z,47.11,8.394444444
2017-01-02T21:30:00Z,47.06,8.366666667
2017-01-02T21:35:00Z,47.2,8.444444444
2017-01-02T21:40:00Z,47.06,8.366666667
2017-01-02T21:45:00Z,47.15,8.416666667
2017-01-02T21:50:00Z,47.15,8.416666667
2017-01-02T21:55:00Z,47.24,8.466666667
2017-01-02T22:00:00Z,47.24,8.466666667
2017-01-02T22:05:00Z,47.24,8.466666667
2017-01-02T22:10:00Z,47.15,8.416666667
2017-01-02T22:15:00Z,47.2,8.444444444
2017-01-02T22:20:00Z,47.2,8.444444444
2017-01-02T22:25:00Z,47.15,8.416666667
2017-01-02T22:30:00Z,47.2,8.444444444
2017-01-02T22:35:00Z,47.2,8.444444444
2017-01-02T22:40:00Z,47.11,8.394444444
2017-01-02T22:45:00Z,47.02,8.344444444
2017-01-02T22:50:00Z,47.02,8.344444444
2017-01-02T22:55:00Z,47.02,8.344444444
2017-01-02T23:00:00Z,47.06,8.366666667
2017-01-02T23:05:00Z,46.93,8.294444444
2017-01-02T23:10:00Z,46.8,8.222222222
2017-01-02T23:15:00Z,46.8,8.222222222
2017-01-02T23:20:00Z,46.84,8.244444444
2017-01-02T23:25:00Z,46.62,8.122222222
2017-01-02T23:30:00Z,46.57,8.094444444
2017-01-02T23:35:00Z,46.48,8.044444444
2017-01-02T23:40:00Z,46.53,8.072222222
2017-01-02T23:45:00Z,46.62,8.122222222
2017-01-02T23:50:00Z,46.48,8.044444444
2017-01-02T23:55:00Z,46.48,8.044444444
2017-01-03T00:00:00Z,46.57,8.094444444
2017-01-03T00:05:00Z,46.48,8.044444444
2017-01-03T00:10:00Z,46.53,8.072222222
2017-01-03T00:15:00Z,46.39,7.994444444
2017-01-03T00:20:00Z,46.35,7.972222222
2017-01-03T00:25:00Z,46.35,7.972222222
2017-01-03T00:30:00Z,46.3,7.944444444
2017-01-03T00:35:00Z,46.21,7.894444444
2017-01-03T00:40:00Z,46.26,7.922222222
2017-01-03T00:45:00Z,46.39,7.994444444
2017-01-03T00:50:00Z,46.44,8.022222222
2017-01-03T00:55:00Z,46.57,8.094444444
2017-01-03T01:00:00Z,46.57,8.094444444
2017-01-03T01:05:00Z,46.48,8.044444444
2017-01-03T01:10:00Z,46.53,8.072222222
2017-01-03T01:15:00Z,46.48,8.044444444
2017-01-03T01:20:00Z,46.48,8.044444444
2017-01-03T01:25:00Z,46.48,8.044444444
2017-01-03T01:30:00Z,46.53,8.072222222
2017-01-03T01:35:00Z,46.48,8.044444444
2017-01-03T01:40:00Z,46.48,8.044444444
2017-01-03T01:45:00Z,46.48,8.044444444
2017-01-03T01:50:00Z,46.57,8.094444444
2017-01-03T01:55:00Z,46.53,8.072222222
2017-01-03T02:00:00Z,46.48,8.044444444
2017-01-03T02:05:00Z,46.44,8.022222222
2017-01-03T02:10:00Z,46.44,8.022222222
2017-01-03T02:15:00Z,46.44,8.022222222
2017-01-03T02:20:00Z,46.39,7.994444444
2017-01-03T02:25:00Z,46.48,8.044444444
2017-01-03T02:30:00Z,46.39,7.994444444
2017-01-03T02:35:00Z,46.35,7.972222222
2017-01-03T02:40:00Z,46.26,7.922222222
2017-01-03T02:45:00Z,46.17,7.872222222
2017-01-03T02:50:00Z,46.08,7.822222222
2017-01-03T02:55:00Z,46.08,7.822222222
2017-01-03T03:00:00Z,46.03,7.794444444
2017-01-03T03:05:00Z,45.99,7.772222222
2017-01-03T03:10:00Z,45.9,7.722222222
2017-01-03T03:15:00Z,45.81,7.672222222
2017-01-03T03:20:00Z,45.71,7.616666667
2017-01-03T03:25:00Z,45.58,7.544444444
2017-01-03T03:30:00Z,45.53,7.516666667
2017-01-03T03:35:00Z,45.4,7.444444444
2017-01-03T03:40:00Z,45.31,7.394444444
2017-01-03T03:45:00Z,45.17,7.316666667
2017-01-03T03:50:00Z,45.08,7.266666667
2017-01-03T03:55:00Z,44.99,7.216666667
