,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s
1/01/2017 1:00,0,0,2.428240741,88.11666667,4.217592592,240.75,1.631696
1/01/2017 2:00,0,0,2.342592593,87.46666667,4.234722222,251.25,1.806786667
1/01/2017 3:00,0,0,2.135648148,90.46666667,3.55,281.3333333,1.192106667
1/01/2017 4:00,0,0,1.836111111,91.18333333,3.132407407,247.1666667,0.528997333
1/01/2017 5:00,0,0,0.87037037,88.45833333,2.585185185,299.0833333,0.16764
1/01/2017 6:00,0,0,-0.193981481,84.8,2.097222222,306.0833333,0
1/01/2017 7:00,0,0,-1.228240741,81.65833333,1.57037037,305.6666667,0.022352
1/01/2017 8:00,0,0,-2.194444444,79.18333333,1.008333333,305.0833333,0
1/01/2017 9:00,31.55065677,120.5049405,-1.608333333,79.50833333,1.551851852,319.75,0
1/01/2017 10:00,80.34808569,40.3496545,-1.606944444,76.20833333,2.142592593,301.3333333,0
1/01/2017 11:00,89.93254637,646.0959326,-0.603703704,70.15833333,4.362037037,170.3333333,0
1/01/2017 12:00,83.87229875,799.6568506,-0.778240741,66.94166667,4.836574074,212.4166667,0.089408
1/01/2017 13:00,81.37587076,833.3810725,-0.378240741,66.01666667,5.459259259,239.5,0.320378667
1/01/2017 14:00,77.78792163,815.7048409,-0.328703704,62.5,6.30462963,242.1666667,0.275674667
1/01/2017 15:00,64.48825364,787.7039537,-0.281944445,58.775,7.241203704,184,0.301752
1/01/2017 16:00,48.70251187,606.6308945,-0.012962963,57.48333333,7.855555555,129.25,0.022352
1/01/2017 17:00,16.49335409,279.8542519,-0.054166667,61.85,6.743518519,127.0833333,0.022352
1/01/2017 18:00,0,0,0.05787037,67.65833333,5.565740741,116.4166667,0
1/01/2017 19:00,0,0,0.159722222,72.7,4.6375,98.25,0.022352
1/01/2017 20:00,0,0,0.221759259,73.16666667,4.60787037,86.25,0.022352
1/01/2017 21:00,0,0,0.06712963,75.1,4.075462963,75.58333333,0.130386667
1/01/2017 22:00,0,0,-0.27962963,75.275,3.685185185,55.16666667,0
1/01/2017 23:00,0,0,-0.537962963,75.31666667,3.411111111,57.41666667,0
2/01/2017 0:00,0,0,-0.754166667,76.98333333,2.881481482,88.25,0
2/01/2017 1:00,0,0,-0.693981481,77.15833333,2.906944444,41.66666667,0.044704
2/01/2017 2:00,0,0,-0.371296296,78.53333333,2.993981482,66.66666667,0
2/01/2017 3:00,0,0,0.582407407,84.2,2.985185185,55.25,0
2/01/2017 4:00,0,0,1.548611111,88.65,3.240277778,11.5,0
2/01/2017 5:00,0,0,3.06712963,93.675,3.994444445,166.8333333,0
2/01/2017 6:00,0,0,4.859259259,95.975,5.44537037,69.58333333,0
2/01/2017 7:00,0,0,5.407407407,97.03333333,5.835648148,84.16666667,0.022352
2/01/2017 8:00,0,0,5.627314815,97.4,6.002777778,82.08333333,0.063330667
2/01/2017 9:00,10.89272629,1.731747936,5.876388889,97.375,6.256944445,86.25,0.044704
2/01/2017 10:00,40.82889874,2.908372452,6.2625,97.84166667,6.574074074,73.5,0.040978667
2/01/2017 11:00,49.1400772,0.965103578,6.678240741,98.14166667,6.945370371,91.08333333,0.171365333
2/01/2017 12:00,70.04130784,1.249465587,7.128240741,98.25833333,7.377777778,113.5833333,0.134112
2/01/2017 13:00,67.03989151,0.900087472,7.680092593,98.15,7.945833333,82.16666667,0
2/01/2017 14:00,81.86030679,2.795701392,8.030555556,98.24166667,8.282407407,100,0.022352
2/01/2017 15:00,54.87417179,1.850997034,8.1875,98.35,8.425462963,75.08333333,0.063330667
2/01/2017 16:00,34.60199483,3.282849732,8.202314815,98.125,8.471759259,87.91666667,0.044704
2/01/2017 17:00,9.057513641,2.482003915,8.056944444,97.61666667,8.403240741,73.25,0.104309333
2/01/2017 18:00,0,0,7.924537037,96.73333333,8.406018518,79.5,0.022352
2/01/2017 19:00,0,0,7.430555556,95.275,8.135185185,79.75,0.126661333
2/01/2017 20:00,0,0,6.789814815,92.00833333,8.001851852,89.66666667,0.2794
2/01/2017 21:00,0,0,6.52962963,90.04166667,8.055555555,82.33333333,0.156464
2/01/2017 22:00,0,0,6.265740741,89.1,7.942129629,72.91666667,0.193717333
2/01/2017 23:00,0,0,5.714351852,88.55833333,7.475,85.75,0.152738667
3/01/2017 0:00,0,0,5.471759259,89.18333333,7.122685185,73.33333333,0.022352
3/01/2017 1:00,0,0,5.374074074,89.63333333,6.953703704,71.16666667,0.044704
3/01/2017 2:00,0,0,5.24537037,90.475,6.687037037,59.33333333,0
3/01/2017 3:00,0,0,5.415740741,90.3,6.8875,61.33333333,0
3/01/2017 4:00,0,0,5.72962963,89.90833333,7.268518519,67.75,0
3/01/2017 5:00,0,0,6.195833333,89.25,7.850462963,78,0
3/01/2017 6:00,0,0,6.510185185,91.69166667,7.768518518,79,0
3/01/2017 7:00,0,0,6.937962963,93.79166667,7.869444444,82.25,0
3/01/2017 8:00,0,0,7.102314815,95.33333333,7.79537037,73.58333333,0.044704
3/01/2017 9:00,6.629698319,0.819274112,7.003240741,96.54166667,7.508333333,65.91666667,0
3/01/2017 10:00,19.37681274,0.530552678,6.791203704,97.08333333,7.216666667,73,0.044704
3/01/2017 11:00,31.71518213,0.372330412,6.792592593,97.54166667,7.151851852,89.58333333,0.044704
3/01/2017 12:00,46.46700807,0.382175411,7.0125,98.125,7.281944445,120.3333333,0.104309333
3/01/2017 13:00,58.79010151,0.568239112,7.427777778,98.53333333,7.635648148,120.1666667,0.067056
3/01/2017 14:00,61.00516651,0.990875153,7.796759259,98.55833333,8,109.8333333,0.022352
3/01/2017 15:00,47.94346577,1.209620558,8.02962963,98.46666667,8.249074074,131.6666667,0
3/01/2017 16:00,25.82491503,1.407462183,8.200462963,98.64166667,8.39537037,133,0
3/01/2017 17:00,4.119960055,0.755203812,8.319444445,99.01666667,8.457407407,133,0
3/01/2017 18:00,0,0,8.349074074,99.35,8.437037037,133,0
3/01/2017 19:00,0,0,8.595833333,99.63333333,8.640740741,133,0
3/01/2017 20:00,0,0,9.017592593,99.925,9.016203704,213.3333333,0.104309333
3/01/2017 21:00,0,0,9.937037037,100,9.926388889,283.6666667,0.506645333
3/01/2017 22:00,0,0,9.865277778,99.98333333,9.857407408,284.5,0.406061333
3/01/2017 23:00,0,0,9.640277778,99.85833333,9.650925926,288.3333333,0.480568
4/01/2017 0:00,0,0,8.124537037,97.90833333,8.425462963,279.0833333,2.745570667
4/01/2017 1:00,0,0,6.189814815,95.99166667,6.776851852,268.6666667,0.994664
4/01/2017 2:00,0,0,5.902777778,95.00833333,6.640277778,279.0833333,1.721104
4/01/2017 3:00,0,0,5.830092593,95.59166667,6.475925926,279.25,1.598168
4/01/2017 4:00,0,0,6.150925926,96.86666667,6.606944444,280.75,1.654048
4/01/2017 5:00,0,0,5.422685185,93.4,6.409259259,282.9166667,2.726944
4/01/2017 6:00,0,0,4.347222222,92.2,5.509259259,282.3333333,2.771648
4/01/2017 7:00,0,0,3.488888889,91,4.828703704,282,3.058498667
4/01/2017 8:00,0,0,2.580092593,93.18333333,3.577777778,283.1666667,2.749296
4/01/2017 9:00,7.629788778,1.180528426,1.639814815,90.88333333,2.984722222,276.25,2.983992
4/01/2017 10:00,51.35200528,10.91902658,0.663425926,85.58333333,2.849074074,280.1666667,2.436368
4/01/2017 11:00,97.67744577,406.9445107,-1.521759259,70.95,3.268518518,279,3.691805333
4/01/2017 12:00,109.6413059,759.1077729,-4.99537037,56.95,2.700462963,282.25,4.842933333
4/01/2017 13:00,111.2250299,806.0305791,-5.668055556,55.04166667,2.446759259,280,4.194725333
4/01/2017 14:00,122.3932796,20.60087578,-6.005555556,59.70833333,0.947685185,280.5833333,4.485301333
4/01/2017 15:00,97.76284525,173.472986,-7.476851852,56.05,0.260648148,283.5,4.317661333
4/01/2017 16:00,38.23592993,945.629901,-7.918055556,54.35,0.205092593,282,3.796114667
4/01/2017 17:00,18.25110671,599.4594159,-8.900462963,53.80833333,-0.706018519,278.75,3.732784
4/01/2017 18:00,0,0,-10.12546296,53.525,-1.946296296,280.6666667,4.876461333
4/01/2017 19:00,0,0,-9.897685185,57.68333333,-2.710648148,280.3333333,4.194725333
4/01/2017 20:00,0,0,-10.36759259,58.74166667,-3.45462963,280.8333333,3.691805333
4/01/2017 21:00,0,0,-10.21388889,62.925,-4.209259259,283.3333333,3.01752
4/01/2017 22:00,0,0,-10.60185185,61.9,-4.398148148,281.3333333,2.753021333
4/01/2017 23:00,0,0,-10.95972222,61.43333333,-4.674537037,278.3333333,2.700866667
5/01/2017 0:00,0,0,-11.38148148,60.775,-4.97962963,278.3333333,3.192610667
5/01/2017 1:00,0,0,-11.50833333,61.35833333,-5.235648148,278.8333333,2.518325333
5/01/2017 2:00,0,0,-11.29305556,63.29166667,-5.418518519,272.1666667,2.287354667
5/01/2017 3:00,0,0,-11.80972222,61.275,-5.537037037,273,2.596557333
5/01/2017 4:00,0,0,-11.37268519,64.34166667,-5.710648148,270.6666667,1.78816
5/01/2017 5:00,0,0,-11.60555556,64.74166667,-6.04212963,280.25,1.817962667
5/01/2017 6:00,0,0,-11.86018519,64.35833333,-6.233333333,281.5,2.5146
5/01/2017 7:00,0,0,-11.75,65.54166667,-6.35462963,265,1.698752
5/01/2017 8:00,0,0,-11.3462963,67.05833333,-6.231481481,253.4166667,0.927608
5/01/2017 9:00,32.88222547,30.47304902,-10.78240741,68.175,-5.859259259,281.25,0.759968
5/01/2017 10:00,90.35501701,291.0185284,-10.76342593,67.5,-5.706481481,242.0833333,1.598168
5/01/2017 11:00,139.2590276,61.99348624,-10.65416667,66.38333333,-5.376851852,257,1.426802667
5/01/2017 12:00,135.8513671,15.46498248,-9.851851852,69.31666667,-5.105555556,266,1.404450667
5/01/2017 13:00,136.1271045,11.71805509,-9.475462963,72.575,-5.321296296,231.1666667,1.370922667
5/01/2017 14:00,136.3503746,24.45710834,-9.267592593,73.03333333,-5.188425926,219.3333333,1.139952
5/01/2017 15:00,71.7204979,4.3350653,-8.858333333,76.05,-5.293055556,225.75,1.009565333
5/01/2017 16:00,40.80062239,3.951143534,-7.758796296,81.58333333,-5.092592593,241.8333333,0.845650667
5/01/2017 17:00,9.560734493,3.702725836,-7.349537037,85.15,-5.233796296,250.5,0.428413333
5/01/2017 18:00,0,0,-6.783333333,88.95833333,-5.240740741,292,0
5/01/2017 19:00,0,0,-6.719907407,90.05,-5.337037037,212,0
5/01/2017 20:00,0,0,-6.59537037,90.65,-5.298148148,166.75,0
5/01/2017 21:00,0,0,-6.358333333,91.14166667,-5.129166667,229,0.11176
5/01/2017 22:00,0,0,-6.18740731,93.43,-5.282777838,276.3,0.294301335
5/01/2017 23:00,0,0,-7.169074074,91.81999872,-6.042685218,302.6166667,0.339005336
6/01/2017 0:00,0,0,-8.424537037,89.45,-6.97037037,319.9166667,0.156464
6/01/2017 1:00,0,0,-9.147222222,86.94166667,-7.334722222,300.8333333,0.365082667
6/01/2017 2:00,0,0,-9.505092593,85.95,-7.550925926,302.5,0.2794
6/01/2017 3:00,0,0,-10.35925926,84.83333333,-8.250925926,311.4166667,0.238421333
6/01/2017 4:00,0,0,-10.98796296,84.625,-8.859259259,298.9166667,0.216069333
6/01/2017 5:00,0,0,-12.19583333,82.48333333,-9.763425925,298.25,0.488018667
6/01/2017 6:00,0,0,-13.23703704,81.16666667,-10.62268519,293.9166667,0.298026667
6/01/2017 7:00,0,0,-13.67037037,81.79166667,-11.16481482,290.25,0.342730667
6/01/2017 8:00,0,0,-13.9212963,83.20833333,-11.63101852,284.6666667,0.208618667
6/01/2017 9:00,37.12768313,42.57958061,-13.81296296,83.06666667,-11.50046296,290.5,0.633306667
6/01/2017 10:00,93.59331393,54.54481504,-13.53472222,79.7,-10.69814815,285.25,0.629581333
6/01/2017 11:00,135.5828187,47.69177299,-13.64583333,73.51666667,-9.796759259,292.3333333,0.759968
6/01/2017 12:00,169.5122926,61.34909435,-13.49074074,68.8,-8.79537037,269.6666667,0.871728
6/01/2017 13:00,130.1425176,592.1010243,-13.4875,66.8,-8.416203704,280.3333333,0.905256
6/01/2017 14:00,121.5711564,605.7633587,-13.60648148,65.05,-8.199074074,259.75,0.797221333
6/01/2017 15:00,97.75661851,671.9858275,-14.25046296,62.15,-8.291203704,224.1666667,1.240536
6/01/2017 16:00,88.57046107,121.4052216,-14.50648148,62.4,-8.612037037,237.5,1.136226667
6/01/2017 17:00,25.91853601,197.6367204,-14.44351852,63.625,-8.793518518,239.6666667,0.845650667
6/01/2017 18:00,0,0,-14.60416667,64.56666667,-9.151388889,265.25,0.633306667
6/01/2017 19:00,0,0,-14.65185185,66.23333333,-9.525462963,251.5833333,0.696637333
6/01/2017 20:00,0,0,-14.75324074,67.03333333,-9.781944444,264.5,0.316653333
6/01/2017 21:00,0,0,-14.80046296,67.71666667,-9.960185184,258.5,0.406061333
6/01/2017 22:00,0,0,-14.74305556,68.95833333,-10.13101852,288.6666667,0.528997333
6/01/2017 23:00,0,0,-14.64768519,71.84166667,-10.54398148,315.0833333,0.130386667
7/01/2017 0:00,0,0,-15.05231482,71.95833333,-10.98472222,317.8333333,0.089408
7/01/2017 1:00,0,0,-15.00324074,73.29166667,-11.16111111,326.5,0
7/01/2017 2:00,0,0,-15.29074074,72.325,-11.29351852,315.4166667,0.044704
7/01/2017 3:00,0,0,-15.46388889,72.5,-11.50231482,308,0.067056
7/01/2017 4:00,0,0,-15.55509259,72.48333333,-11.59259259,319.9166667,0.044704
7/01/2017 5:00,0,0,-15.73194444,72.30833333,-11.7462963,290.4166667,0.197442667
7/01/2017 6:00,0,0,-15.67777778,74.1,-11.99490741,308.5,0.067056
7/01/2017 7:00,0,0,-15.35138889,75.15833333,-11.83333333,319.25,0
7/01/2017 8:00,0,0,-15.49166667,74.06666667,-11.79722222,321.5833333,0.022352
7/01/2017 9:00,30.54817539,17.77732379,-15.32222222,73.21666667,-11.47916667,290.5,0.063330667
7/01/2017 10:00,78.54529547,339.6435873,-14.32962963,74.65,-10.69537037,298.75,0.130386667
7/01/2017 11:00,138.2724971,321.3062093,-13.09722222,72.34166667,-9.023611111,308.4166667,0.104309333
7/01/2017 12:00,115.5014828,648.5718802,-12.93611111,70.11666667,-8.460185185,290.75,0.379984
7/01/2017 13:00,102.6114878,739.5680939,-13.49583333,68.675,-8.775925926,282.8333333,1.262888
7/01/2017 14:00,138.197825,73.1911646,-13.82777778,65.54166667,-8.529166666,294.4166667,0.778594667
7/01/2017 15:00,101.3812287,20.61452062,-13.69166667,65.95,-8.461111111,286.1666667,1.177205333
7/01/2017 16:00,80.80075819,135.5945237,-13.93842593,62.71666667,-8.081481481,294.1666667,1.072896
7/01/2017 17:00,28.34853988,75.90206062,-14.70740741,61.50833333,-8.639351852,284.3333333,1.654048
7/01/2017 18:00,0,0,-14.70277778,63.23333333,-8.989351852,291.1666667,1.393274667
7/01/2017 19:00,0,0,-15.66759259,62.10833333,-9.777777778,290.1666667,1.62052
7/01/2017 20:00,0,0,-16.08333333,62.39166667,-10.26944445,287.75,1.784434667
7/01/2017 21:00,0,0,-16.11388889,65.16666667,-10.84583333,287.5,2.287354667
7/01/2017 22:00,0,0,-16.11157407,67.35833333,-11.25787037,282.3333333,2.983992
7/01/2017 23:00,0,0,-15.92083333,69.63333333,-11.46574074,275,1.702477333
8/01/2017 0:00,0,0,-15.39166667,73.925,-11.66759259,245.8333333,1.277789333
8/01/2017 1:00,0,0,-15.27083333,76.75833333,-12.00925926,246.9166667,1.724829333
8/01/2017 2:00,0,0,-15.46851852,75.34166667,-11.98564815,265.0833333,2.861056
8/01/2017 3:00,0,0,-15.62314815,75.23333333,-12.125,282.1666667,2.559304
8/01/2017 4:00,0,0,-15.62731481,76.89166667,-12.39814815,282.75,2.875957333
8/01/2017 5:00,0,0,-15.38240741,78.25,-12.36435185,280.8333333,2.477346667
8/01/2017 6:00,0,0,-15.34490741,79.10833333,-12.4625,278.5833333,2.495973333
8/01/2017 7:00,0,0,-15.26064815,79.58333333,-12.44768519,279.0833333,2.577930667
8/01/2017 8:00,0,0,-15.44953704,79.3,-12.59583334,282.6666667,2.391664
8/01/2017 9:00,48.761089,990.0361228,-15.38657407,78.1,-12.34305556,281.5833333,2.499698667
8/01/2017 10:00,64.90447594,629.0989577,-15.39027778,73.9,-11.66111111,281.25,3.334173333
8/01/2017 11:00,100.4434765,588.6401102,-15.31527778,69.175,-10.75925926,281.3333333,3.442208
8/01/2017 12:00,137.4598796,433.9253581,-15.52592593,63.29166667,-9.863425926,283.6666667,3.375152
8/01/2017 13:00,175.9034402,332.986666,-15.61759259,59.625,-9.20462963,281.9166667,3.419856
8/01/2017 14:00,163.411723,251.036224,-15.84351852,57.09166667,-8.892592592,280.1666667,2.957914667
8/01/2017 15:00,122.8593471,417.1193028,-15.68287037,55.49166667,-8.361111111,288,2.581656
8/01/2017 16:00,59.6613135,601.505052,-16.01111111,54.54166667,-8.486111111,282.25,2.983992
8/01/2017 17:00,19.72949087,852.8281645,-16.36527778,54.93333333,-8.954166667,279.8333333,3.79984
8/01/2017 18:00,0,0,-16.24444444,57.40833333,-9.384722222,281.8333333,2.473621333
8/01/2017 19:00,0,0,-16.12453704,58.80833333,-9.568055555,286.6666667,1.613069333
8/01/2017 20:00,0,0,-16.28055556,58.775,-9.725462963,288.9166667,1.199557333
8/01/2017 21:00,0,0,-16.22037037,59.65833333,-9.851388889,287.0833333,1.113874667
8/01/2017 22:00,0,0,-16.51157407,61.2,-10.475,256.9166667,0.648208
8/01/2017 23:00,0,0,-16.83842593,63.24166667,-11.2337963,204.5833333,0.491744
9/01/2017 0:00,0,0,-16.98055556,64.79166667,-11.6837963,176.5833333,0.108034667
9/01/2017 1:00,0,0,-16.82777778,67.13333333,-11.96342593,166.3333333,0.044704
9/01/2017 2:00,0,0,-16.57037037,69.075,-12.04583333,169.5,0.022352
9/01/2017 3:00,0,0,-16.28703704,70.69166667,-12.03981481,154.25,0.063330667
9/01/2017 4:00,0,0,-16.27361111,72.48333333,-12.33657407,180.0833333,0.22352
9/01/2017 5:00,0,0,-15.49861111,72.43333333,-11.52685185,167.75,0.108034667
9/01/2017 6:00,0,0,-15.5462963,71.56666667,-11.42731482,170.25,0.908981333
9/01/2017 7:00,0,0,-15.19675926,72.45833333,-11.21898148,163.9166667,0.525272
9/01/2017 8:00,0,0,-14.86527778,72.36666667,-10.86018518,172.3333333,0.383709333
9/01/2017 9:00,21.40293151,7.78041555,-14.43240741,71.58333333,-10.27685185,158.0833333,0.897805333
9/01/2017 10:00,66.54231754,10.96570086,-13.59953704,71.56666667,-9.408333333,165.25,1.154853333
9/01/2017 11:00,120.7876902,24.40893345,-13.07268519,67.575,-8.130092592,167.5833333,0.514096
9/01/2017 12:00,166.5400337,40.52608677,-12.94722222,62.675,-7.028703704,172.5,0.856826667
9/01/2017 13:00,188.1279647,79.24777793,-12.54675926,57.1,-5.386574074,158.4166667,0.528997333
9/01/2017 14:00,173.7078464,267.2695213,-12.82685185,49.825,-3.878703704,177.3333333,1.326218667
9/01/2017 15:00,94.43543741,614.1026923,-12.85046296,44.35833333,-2.363425926,186.6666667,1.143677333
9/01/2017 16:00,88.80751542,180.0773275,-12.71342593,43.61666667,-1.984259259,199.0833333,1.035642667
9/01/2017 17:00,30.53810698,93.51252964,-12.20138889,44.5,-1.697222222,179.6666667,0.651933333
9/01/2017 18:00,0,0,-12.125,44.98333333,-1.760185185,199.6666667,0.584877333
9/01/2017 19:00,0,0,-12.3962963,45.41666667,-2.186574074,167.1666667,0.156464
9/01/2017 20:00,0,0,-12.43425926,45.95,-2.384722222,160.75,0.339005333
9/01/2017 21:00,0,0,-12.49305556,45.825,-2.411574074,151.25,0.420962667
9/01/2017 22:00,0,0,-12.26064815,47.03333333,-2.508333333,153.5833333,0.212344
9/01/2017 23:00,0,0,-11.89537037,48.85833333,-2.624537037,160.75,0.022352
10/01/2017 0:00,0,0,-11.82268519,49.275,-2.661111111,146.5,0.022352
10/01/2017 1:00,0,0,-11.85046296,48.33333333,-2.431018519,143,0
10/01/2017 2:00,0,0,-12.05277778,45.88333333,-1.94537037,147.25,0.484293333
10/01/2017 3:00,0,0,-12.2962963,42.94166667,-1.317592593,156.6666667,0.804672
10/01/2017 4:00,0,0,-11.90462963,42.90833333,-0.878703704,152.1666667,1.095248
10/01/2017 5:00,0,0,-10.85555556,46.75,-0.843055556,174.9166667,0.733890667
10/01/2017 6:00,0,0,-5.549074074,81.14166667,-2.735185185,184.75,0.443314667
10/01/2017 7:00,0,0,-4.183333333,89.50833333,-2.691666667,106,0.700362667
10/01/2017 8:00,0,0,-3.08287037,90.91666667,-1.791203704,123.6666667,0.715264
10/01/2017 9:00,21.77303208,5.970943935,-2.226388889,89.28333333,-0.678703704,140.75,0.398610667
10/01/2017 10:00,66.61261802,12.31271967,-1.922685185,84.66666667,0.359259259,144.5833333,0.316653333
10/01/2017 11:00,69.03467968,2.962912201,-1.981481482,76.825,1.651388889,140.75,0.44704
10/01/2017 12:00,66.47146564,0.955503865,-0.952314815,81.88333333,1.835648148,153.25,0.756242667
10/01/2017 13:00,71.47939716,1.06933496,1.046296296,91.375,2.307407407,164.0833333,0.886629333
10/01/2017 14:00,66.50622986,1.092617155,2.343981481,93.44166667,3.299074074,154.9166667,0.484293333
10/01/2017 15:00,56.61082617,1.836521852,3.628703704,93.26666667,4.616203704,146.1666667,0.592328
10/01/2017 16:00,47.62513193,5.321204986,4.733796296,87.89166667,6.595833333,162.6666667,1.717378667
10/01/2017 17:00,10.57713537,1.96706066,4.653703704,78.34166667,8.198148148,166.6666667,1.925997333
10/01/2017 18:00,0,0,4.799537037,73.56666667,9.27037037,184.9166667,2.302256
10/01/2017 19:00,0,0,5.405555556,73.175,9.975925925,184.4166667,1.944624
10/01/2017 20:00,0,0,5.685648148,72.8,10.34722222,187.25,2.432642667
10/01/2017 21:00,0,0,6.259722222,77.325,10.03611111,187.5833333,2.998893333
10/01/2017 22:00,0,0,5.984722222,74.54166667,10.30046296,194.5,3.457109333
10/01/2017 23:00,0,0,6.15462963,78.55833333,9.706944445,202.4166667,3.472010667
11/01/2017 0:00,0,0,6.681018519,81.70833333,9.648611111,210.9166667,4.466674667
11/01/2017 1:00,0,0,6.726851852,77.99166667,10.39027778,228.4166667,4.284133333
11/01/2017 2:00,0,0,6.766666667,80.2,10.0125,235.5,2.45872
11/01/2017 3:00,0,0,6.233333333,79.16666667,9.656944444,239.8333333,1.821688
11/01/2017 4:00,0,0,5.626388889,79.85,8.907407408,261.0833333,1.389549333
11/01/2017 5:00,0,0,3.802314815,75.46666667,7.868055555,249.5,0.886629333
11/01/2017 6:00,0,0,2.579166667,73.89166667,6.910185185,245.75,0.584877333
11/01/2017 7:00,0,0,1.67037037,72.68333333,6.206018519,231.4166667,0.592328
11/01/2017 8:00,0,0,1.530092593,74.8,5.643981481,198.8333333,0.149013333
11/01/2017 9:00,41.09350017,175.8418488,1.739351852,74.95,5.833333333,168.0833333,0
11/01/2017 10:00,93.74983916,62.94872664,2.219444329,74.25,6.462037204,161.1666667,0.022352
11/01/2017 11:00,153.7942654,144.4203767,3.077314815,72.30833333,7.74074074,138.0833333,0.044704
11/01/2017 12:00,177.9128692,195.3091997,4.136111111,70.11666667,9.293981482,141.5,0.216069333
11/01/2017 13:00,166.3290196,346.6395305,6.439814815,70.53333333,11.6087963,161.25,1.17348
11/01/2017 14:00,176.189438,169.3011924,6.599074074,64.41666667,13.15138889,161,1.680125333
11/01/2017 15:00,137.6285972,61.33930015,6.093518519,61.54166667,13.31712963,147.5,1.199557333
11/01/2017 16:00,58.2879063,11.13083325,5.777777778,60.26666667,13.30416667,154.5,1.031917333
11/01/2017 17:00,10.64832567,2.578988917,5.608796296,60.3,13.11203704,152.3333333,0.633306667
11/01/2017 18:00,0,0,7.269907407,74.96666667,11.60694445,165.1666667,1.430528
11/01/2017 19:00,0,0,8.400925926,89.26666667,10.08287037,154.25,0.655658667
11/01/2017 20:00,0,0,8.868055556,94.35,9.722685185,166,0.212344
11/01/2017 21:00,0,0,9.930092593,96.21666667,10.49583333,167.6666667,0.715264
11/01/2017 22:00,0,0,10.68518519,96.85,11.15416667,165.9166667,0.629581333
11/01/2017 23:00,0,0,11.6337963,95.15,12.37731482,183.5,1.154853333
12/01/2017 0:00,0,0,11.60046296,90.85,13.04814815,181.3333333,1.162304
12/01/2017 1:00,0,0,11.71666667,86.21666667,13.97222222,190.5,1.087797333
12/01/2017 2:00,0,0,11.95555556,80.73333333,15.23287037,212.0833333,2.115989333
12/01/2017 3:00,0,0,12.09907407,78.78333333,15.75555556,213.3333333,2.373037333
12/01/2017 4:00,0,0,12.29351837,78,16.11435185,208.0833333,2.432642667
12/01/2017 5:00,0,0,12.47083333,78.3,16.23657408,217.3333333,2.115989333
12/01/2017 6:00,0,0,12.67407407,77.60833333,16.58333333,211.8333333,2.775373333
12/01/2017 7:00,0,0,12.66064815,77.19166667,16.65462963,209.6666667,2.302256
12/01/2017 8:00,0,0,12.82592593,76.6,16.94675926,209.4166667,2.559304
12/01/2017 9:00,13.61765631,2.341898864,13.0912037,77.11666667,17.11898148,214.75,2.708317333
12/01/2017 10:00,61.24096846,10.6199363,13.35787037,77.94166667,17.22268518,221,2.730669333
12/01/2017 11:00,81.32915885,6.456659667,13.6087963,80.99166667,16.87962963,216.4166667,2.644986667
12/01/2017 12:00,149.362142,37.50596774,13.91296296,75.54166667,18.29907407,216.0833333,3.248490667
12/01/2017 13:00,100.6248886,4.31508474,13.75092593,73.41666667,18.57777778,220.3333333,4.105317333
12/01/2017 14:00,95.66227301,7.636917427,13.95925926,75.675,18.3087963,220,3.777488
12/01/2017 15:00,82.68632217,8.346640843,14.03240741,74.90833333,18.54814815,218.1666667,3.065949333
12/01/2017 16:00,31.5415491,2.008634759,14.40787037,84.29166667,17.09166667,242.6666667,2.745570667
12/01/2017 17:00,1.937954087,0.36242446,13.79907407,95.35833333,14.51851852,279.75,1.158578667
12/01/2017 18:00,0,0,12.39675926,96.53333333,12.92222222,280,0.528997333
12/01/2017 19:00,0,0,11.57638889,95.28333333,12.29537037,251.1666667,0.488018667
12/01/2017 20:00,0,0,10.65324074,92.98333333,11.73842593,286.5833333,1.322493333
12/01/2017 21:00,0,0,8.442592593,88.75833333,10.20509259,291.8333333,0.987213333
12/01/2017 22:00,0,0,5.954166667,89.55833333,7.554166667,309.75,0.823298667
12/01/2017 23:00,0,0,3.443981482,89.2,5.071759259,301.4166667,0.696637333
13/01/2017 0:00,0,0,1.902314815,87.75833333,3.740277778,302,0.603504
13/01/2017 1:00,0,0,1.132407407,88.01666667,2.920833333,304.0833333,0.424688
13/01/2017 2:00,0,0,0.874537037,88.625,2.561111111,305,0.134112
13/01/2017 3:00,0,0,0.791203704,88.4,2.512037037,309.6666667,0.260773333
13/01/2017 4:00,0,0,0.243518519,87.4,2.118981481,313.9166667,0.264498667
13/01/2017 5:00,0,0,-0.499074074,83.69166667,1.968518518,308.1666667,0.257048
13/01/2017 6:00,0,0,-0.961111111,81.75,1.824074074,310.75,0.339005333
13/01/2017 7:00,0,0,-2.110185185,78.075,1.286574074,309.25,0.443314667
13/01/2017 8:00,0,0,-3.0125,77.70833333,0.425,314.75,0.551349333
13/01/2017 9:00,44.07121349,224.1218888,-3.558333333,77.20833333,-0.047222222,307.1666667,0.320378667
13/01/2017 10:00,88.99302377,312.53714,-3.591666667,73.59166667,0.581018518,307.6666667,0.379984
13/01/2017 11:00,147.1180909,277.5978241,-3.593055556,69.41666667,1.386111111,314.1666667,0.298026667
13/01/2017 12:00,155.3739651,400.3082607,-3.362037037,66.35,2.260648148,285.9166667,0.443314667
