,f,c
2017-02-10T17:15:00Z,14.43,-9.761111111
2017-02-10T17:20:00Z,14.4,-9.777777778
2017-02-10T17:25:00Z,13.42,-10.32222222
2017-02-10T17:30:00Z,14.11,-9.938888889
2017-02-10T17:35:00Z,14.31,-9.827777778
2017-02-10T17:40:00Z,12.97,-10.57222222
2017-02-10T17:45:00Z,13.82,-10.1
2017-02-10T17:50:00Z,14.38,-9.788888889
2017-02-10T17:55:00Z,14.41,-9.772222222
2017-02-10T18:00:00Z,14.27,-9.85
2017-02-10T18:05:00Z,14.36,-9.8
2017-02-10T18:10:00Z,13.69,-10.17222222
2017-02-10T18:15:00Z,14.16,-9.911111111
2017-02-10T18:20:00Z,13.5,-10.27777778
2017-02-10T18:25:00Z,13.89,-10.06111111
2017-02-10T18:30:00Z,13.77,-10.12777778
2017-02-10T18:35:00Z,14.22,-9.877777778
2017-02-10T18:40:00Z,14.11,-9.938888889
2017-02-10T18:45:00Z,13.89,-10.06111111
2017-02-10T18:50:00Z,14.38,-9.788888889
2017-02-10T18:55:00Z,13.78,-10.12222222
2017-02-10T19:00:00Z,14.2,-9.888888889
2017-02-10T19:05:00Z,14.7,-9.611111111
2017-02-10T19:10:00Z,14.67,-9.627777778
2017-02-10T19:15:00Z,14.2,-9.888888889
2017-02-10T19:20:00Z,14.63,-9.65
2017-02-10T19:25:00Z,15.24,-9.311111111
2017-02-10T19:30:00Z,14.47,-9.738888889
2017-02-10T19:35:00Z,14.58,-9.677777778
2017-02-10T19:40:00Z,14.79,-9.561111111
2017-02-10T19:45:00Z,14.9,-9.5
2017-02-10T19:50:00Z,15.24,-9.311111111
2017-02-10T19:55:00Z,15.19,-9.338888889
2017-02-10T20:00:00Z,15.01,-9.438888889
2017-02-10T20:05:00Z,15.22,-9.322222222
2017-02-10T20:10:00Z,15.49,-9.172222222
2017-02-10T20:15:00Z,15.46,-9.188888889
2017-02-10T20:20:00Z,15.08,-9.4
2017-02-10T20:25:00Z,15.84,-8.977777778
2017-02-10T20:30:00Z,15.78,-9.011111111
2017-02-10T20:35:00Z,15.78,-9.011111111
2017-02-10T20:40:00Z,16.07,-8.85
2017-02-10T20:45:00Z,15.67,-9.072222222
2017-02-10T20:50:00Z,15.31,-9.272222222
2017-02-10T20:55:00Z,15.12,-9.377777778
2017-02-10T21:00:00Z,15.51,-9.161111111
2017-02-10T21:05:00Z,15.91,-8.938888889
2017-02-10T21:10:00Z,16.11,-8.827777778
2017-02-10T21:15:00Z,15.84,-8.977777778
2017-02-10T21:20:00Z,15.78,-9.011111111
2017-02-10T21:25:00Z,15.89,-8.95
2017-02-10T21:30:00Z,15.48,-9.177777778
2017-02-10T21:35:00Z,15.51,-9.161111111
2017-02-10T21:40:00Z,16.18,-8.788888889
2017-02-10T21:45:00Z,15.91,-8.938888889
2017-02-10T21:50:00Z,16.25,-8.75
2017-02-10T21:55:00Z,15.73,-9.038888889
2017-02-10T22:00:00Z,16.56,-8.577777778
2017-02-10T22:05:00Z,16.68,-8.511111111
2017-02-10T22:10:00Z,16.77,-8.461111111
2017-02-10T22:15:00Z,16.27,-8.738888889
2017-02-10T22:20:00Z,16.39,-8.672222222
2017-02-10T22:25:00Z,16.52,-8.6
2017-02-10T22:30:00Z,16.83,-8.427777778
2017-02-10T22:35:00Z,16.66,-8.522222222
2017-02-10T22:40:00Z,16.86,-8.411111111
2017-02-10T22:45:00Z,16.93,-8.372222222
2017-02-10T22:50:00Z,16.72,-8.488888889
2017-02-10T22:55:00Z,16.21,-8.772222222
2017-02-10T23:00:00Z,16.52,-8.6
2017-02-10T23:05:00Z,16.7,-8.5
2017-02-10T23:10:00Z,16.75,-8.472222222
2017-02-10T23:15:00Z,16.83,-8.427777778
2017-02-10T23:20:00Z,17.46,-8.077777778
2017-02-10T23:25:00Z,17.2,-8.222222222
2017-02-10T23:30:00Z,17.06,-8.3
2017-02-10T23:35:00Z,17.17,-8.238888889
2017-02-10T23:40:00Z,17.62,-7.988888889
2017-02-10T23:45:00Z,17.38,-8.122222222
2017-02-10T23:50:00Z,17.04,-8.311111111
2017-02-10T23:55:00Z,17.44,-8.088888889
2017-02-11T00:00:00Z,17.35,-8.138888889
2017-02-11T00:05:00Z,17.71,-7.938888889
2017-02-11T00:10:00Z,17.19,-8.227777778
2017-02-11T00:15:00Z,17.47,-8.072222222
2017-02-11T00:20:00Z,17.87,-7.85
2017-02-11T00:25:00Z,17.91,-7.827777778
2017-02-11T00:30:00Z,17.8,-7.888888889
2017-02-11T00:35:00Z,17.35,-8.138888889
2017-02-11T00:40:00Z,17.98,-7.788888889
2017-02-11T00:45:00Z,18.07,-7.738888889
2017-02-11T00:50:00Z,17.8,-7.888888889
2017-02-11T00:55:00Z,18.14,-7.7
2017-02-11T01:00:00Z,17.98,-7.788888889
2017-02-11T01:05:00Z,18.23,-7.65
2017-02-11T01:10:00Z,18.01,-7.772222222
2017-02-11T01:15:00Z,18.16,-7.688888889
2017-02-11T01:20:00Z,17.8,-7.888888889
2017-02-11T01:25:00Z,17.56,-8.022222222
2017-02-11T01:30:00Z,17.65,-7.972222222
2017-02-11T01:35:00Z,17.96,-7.8
2017-02-11T01:40:00Z,18.14,-7.7
2017-02-11T01:45:00Z,18.28,-7.622222222
2017-02-11T01:50:00Z,18.27,-7.627777778
2017-02-11T01:55:00Z,17.92,-7.822222222
2017-02-11T02:00:00Z,18.41,-7.55
2017-02-11T02:05:00Z,18.61,-7.438888889
2017-02-11T02:10:00Z,18.77,-7.35
2017-02-11T02:15:00Z,18.91,-7.272222222
2017-02-11T02:20:00Z,19.11,-7.161111111
2017-02-11T02:25:00Z,19,-7.222222222
2017-02-11T02:30:00Z,19.29,-7.061111111
2017-02-11T02:35:00Z,19.04,-7.2
2017-02-11T02:40:00Z,19.15,-7.138888889
2017-02-11T02:45:00Z,19.26,-7.077777778
2017-02-11T02:50:00Z,19.44,-6.977777778
2017-02-11T02:55:00Z,19.6,-6.888888889
2017-02-11T03:00:00Z,19.53,-6.927777778
2017-02-11T03:05:00Z,19.67,-6.85
2017-02-11T03:10:00Z,19.67,-6.85
2017-02-11T03:15:00Z,19.85,-6.75
2017-02-11T03:20:00Z,20.08,-6.622222222
2017-02-11T03:25:00Z,19.96,-6.688888889
2017-02-11T03:30:00Z,20.17,-6.572222222
2017-02-11T03:35:00Z,20.28,-6.511111111
2017-02-11T03:40:00Z,20.64,-6.311111111
2017-02-11T03:45:00Z,20.61,-6.327777778
2017-02-11T03:50:00Z,20.8,-6.222222222
2017-02-11T03:55:00Z,20.89,-6.172222222
2017-02-11T04:00:00Z,20.95,-6.138888889
2017-02-11T04:05:00Z,21.13,-6.038888889
2017-02-11T04:10:00Z,21.4,-5.888888889
2017-02-11T04:15:00Z,21.45,-5.861111111
2017-02-11T04:20:00Z,21.79,-5.672222222
2017-02-11T04:25:00Z,21.87,-5.627777778
2017-02-11T04:30:00Z,22.12,-5.488888889
2017-02-11T04:35:00Z,22.33,-5.372222222
2017-02-11T04:40:00Z,22.51,-5.272222222
2017-02-11T04:45:00Z,22.69,-5.172222222
2017-02-11T04:50:00Z,22.6,-5.222222222
2017-02-11T04:55:00Z,22.91,-5.05
2017-02-11T05:00:00Z,23.09,-4.95
2017-02-11T05:05:00Z,23.43,-4.761111111
2017-02-11T05:10:00Z,23.27,-4.85
2017-02-11T05:15:00Z,23.58,-4.677777778
2017-02-11T05:20:00Z,23.85,-4.527777778
2017-02-11T05:25:00Z,23.83,-4.538888889
2017-02-11T05:30:00Z,23.9,-4.5
2017-02-11T05:35:00Z,24.12,-4.377777778
2017-02-11T05:40:00Z,24.39,-4.227777778
2017-02-11T05:45:00Z,24.44,-4.2
2017-02-11T05:50:00Z,24.48,-4.177777778
2017-02-11T05:55:00Z,24.48,-4.177777778
2017-02-11T06:00:00Z,24.73,-4.038888889
2017-02-11T06:05:00Z,24.76,-4.022222222
2017-02-11T06:10:00Z,24.76,-4.022222222
2017-02-11T06:15:00Z,25.11,-3.827777778
2017-02-11T06:20:00Z,25.16,-3.8
2017-02-11T06:25:00Z,25.29,-3.727777778
2017-02-11T06:30:00Z,25.32,-3.711111111
2017-02-11T06:35:00Z,25.5,-3.611111111
2017-02-11T06:40:00Z,25.74,-3.477777778
2017-02-11T06:45:00Z,25.81,-3.438888889
2017-02-11T06:50:00Z,25.9,-3.388888889
2017-02-11T06:55:00Z,26.08,-3.288888889
2017-02-11T07:00:00Z,26.17,-3.238888889
2017-02-11T07:05:00Z,26.44,-3.088888889
2017-02-11T07:10:00Z,26.46,-3.077777778
2017-02-11T07:15:00Z,26.44,-3.088888889
2017-02-11T07:20:00Z,26.56,-3.022222222
2017-02-11T07:25:00Z,26.94,-2.811111111
2017-02-11T07:30:00Z,26.89,-2.838888889
2017-02-11T07:35:00Z,27.12,-2.711111111
2017-02-11T07:40:00Z,27.21,-2.661111111
2017-02-11T07:45:00Z,27.63,-2.427777778
2017-02-11T07:50:00Z,27.63,-2.427777778
2017-02-11T07:55:00Z,27.77,-2.35
2017-02-11T08:00:00Z,27.77,-2.35
2017-02-11T08:05:00Z,27.86,-2.3
2017-02-11T08:10:00Z,28.09,-2.172222222
2017-02-11T08:15:00Z,28.18,-2.122222222
2017-02-11T08:20:00Z,28.17,-2.127777778
2017-02-11T08:25:00Z,28.53,-1.927777778
2017-02-11T08:30:00Z,28.65,-1.861111111
2017-02-11T08:35:00Z,28.53,-1.927777778
2017-02-11T08:40:00Z,28.62,-1.877777778
2017-02-11T08:45:00Z,28.76,-1.8
2017-02-11T08:50:00Z,29.39,-1.45
2017-02-11T08:55:00Z,29.37,-1.461111111
2017-02-11T09:00:00Z,29.48,-1.4
2017-02-11T09:05:00Z,29.75,-1.25
2017-02-11T09:10:00Z,29.61,-1.327777778
2017-02-11T09:15:00Z,29.71,-1.272222222
2017-02-11T09:20:00Z,30.65,-0.75
2017-02-11T09:25:00Z,30.34,-0.922222222
2017-02-11T09:30:00Z,30.38,-0.9
2017-02-11T09:35:00Z,30.45,-0.861111111
2017-02-11T09:40:00Z,30.25,-0.972222222
2017-02-11T09:45:00Z,30.43,-0.872222222
2017-02-11T09:50:00Z,30.4,-0.888888889
2017-02-11T09:55:00Z,30.43,-0.872222222
2017-02-11T10:00:00Z,30.36,-0.911111111
2017-02-11T10:05:00Z,30.31,-0.938888889
2017-02-11T10:10:00Z,30.63,-0.761111111
2017-02-11T10:15:00Z,30.6,-0.777777778
2017-02-11T10:20:00Z,30.85,-0.638888889
2017-02-11T10:25:00Z,30.69,-0.727777778
2017-02-11T10:30:00Z,30.83,-0.65
2017-02-11T10:35:00Z,30.83,-0.65
2017-02-11T10:40:00Z,30.96,-0.577777778
2017-02-11T10:45:00Z,30.83,-0.65
2017-02-11T10:50:00Z,30.87,-0.627777778
2017-02-11T10:55:00Z,30.96,-0.577777778
2017-02-11T11:00:00Z,30.99,-0.561111111
2017-02-11T11:05:00Z,31.15,-0.472222222
2017-02-11T11:10:00Z,31.24,-0.422222222
2017-02-11T11:15:00Z,31.08,-0.511111111
2017-02-11T11:20:00Z,31.24,-0.422222222
2017-02-11T11:25:00Z,31.28,-0.4
2017-02-11T11:30:00Z,31.28,-0.4
2017-02-11T11:35:00Z,31.37,-0.35
2017-02-11T11:40:00Z,31.37,-0.35
2017-02-11T11:45:00Z,31.41,-0.327777778
2017-02-11T11:50:00Z,31.41,-0.327777778
2017-02-11T11:55:00Z,31.53,-0.261111111
2017-02-11T12:00:00Z,31.53,-0.261111111
2017-02-11T12:05:00Z,31.62,-0.211111111
2017-02-11T12:10:00Z,31.82,-0.1
2017-02-11T12:15:00Z,31.78,-0.122222222
2017-02-11T12:20:00Z,31.78,-0.122222222
2017-02-11T12:25:00Z,31.62,-0.211111111
2017-02-11T12:30:00Z,31.87,-0.072222222
2017-02-11T12:35:00Z,31.95,-0.027777778
2017-02-11T12:40:00Z,32,0
2017-02-11T12:45:00Z,32.13,0.072222222
2017-02-11T12:50:00Z,32.09,0.05
2017-02-11T12:55:00Z,32.13,0.072222222
2017-02-11T13:00:00Z,32.25,0.138888889
2017-02-11T13:05:00Z,32.32,0.177777778
2017-02-11T13:10:00Z,32.47,0.261111111
2017-02-11T13:15:00Z,32.72,0.4
2017-02-11T13:20:00Z,32.56,0.311111111
2017-02-11T13:25:00Z,32.68,0.377777778
2017-02-11T13:30:00Z,32.72,0.4
2017-02-11T13:35:00Z,33.01,0.561111111
2017-02-11T13:40:00Z,33.03,0.572222222
2017-02-11T13:45:00Z,33.24,0.688888889
2017-02-11T13:50:00Z,33.24,0.688888889
2017-02-11T13:55:00Z,33.33,0.738888889
2017-02-11T14:00:00Z,33.49,0.827777778
2017-02-11T14:05:00Z,33.71,0.95
2017-02-11T14:10:00Z,33.8,1
2017-02-11T14:15:00Z,33.8,1
2017-02-11T14:20:00Z,33.93,1.072222222
2017-02-11T14:25:00Z,34,1.111111111
2017-02-11T14:30:00Z,34.25,1.25
2017-02-11T14:35:00Z,34.3,1.277777778
2017-02-11T14:40:00Z,34.59,1.438888889
2017-02-11T14:45:00Z,34.63,1.461111111
2017-02-11T14:50:00Z,34.75,1.527777778
2017-02-11T14:55:00Z,34.97,1.65
2017-02-11T15:00:00Z,34.84,1.577777778
2017-02-11T15:05:00Z,35.06,1.7
2017-02-11T15:10:00Z,35.22,1.788888889
2017-02-11T15:15:00Z,35.51,1.95
2017-02-11T15:20:00Z,35.55,1.972222222
2017-02-11T15:25:00Z,35.83,2.127777778
2017-02-11T15:30:00Z,36.28,2.377777778
2017-02-11T15:35:00Z,36.23,2.35
2017-02-11T15:40:00Z,36.36,2.422222222
2017-02-11T15:45:00Z,36.36,2.422222222
2017-02-11T15:50:00Z,36.95,2.75
2017-02-11T15:55:00Z,37.02,2.788888889
2017-02-11T16:00:00Z,37.06,2.811111111
2017-02-11T16:05:00Z,37.54,3.077777778
2017-02-11T16:10:00Z,38.03,3.35
2017-02-11T16:15:00Z,37.65,3.138888889
2017-02-11T16:20:00Z,38.21,3.45
2017-02-11T16:25:00Z,38.01,3.338888889
2017-02-11T16:30:00Z,38.39,3.55
2017-02-11T16:35:00Z,38.59,3.661111111
2017-02-11T16:40:00Z,38.39,3.55
2017-02-11T16:45:00Z,38.14,3.411111111
2017-02-11T16:50:00Z,38.61,3.672222222
2017-02-11T16:55:00Z,38.68,3.711111111
2017-02-11T17:00:00Z,39.69,4.272222222
2017-02-11T17:05:00Z,39,3.888888889
2017-02-11T17:10:00Z,40.01,4.45
2017-02-11T17:15:00Z,40.1,4.5
2017-02-11T17:20:00Z,40.19,4.55
2017-02-11T17:25:00Z,40.62,4.788888889
2017-02-11T17:30:00Z,39.38,4.1
2017-02-11T17:35:00Z,39.47,4.15
2017-02-11T17:40:00Z,39.6,4.222222222
2017-02-11T17:45:00Z,39.99,4.438888889
2017-02-11T17:50:00Z,40.23,4.572222222
2017-02-11T17:55:00Z,40.03,4.461111111
2017-02-11T18:00:00Z,40.64,4.8
2017-02-11T18:05:00Z,40.48,4.711111111
2017-02-11T18:10:00Z,41.09,5.05
2017-02-11T18:15:00Z,41.2,5.111111111
2017-02-11T18:20:00Z,41.02,5.011111111
2017-02-11T18:25:00Z,40.35,4.638888889
2017-02-11T18:30:00Z,40.87,4.927777778
2017-02-11T18:35:00Z,40.55,4.75
2017-02-11T18:40:00Z,41.22,5.122222222
2017-02-11T18:45:00Z,41.29,5.161111111
2017-02-11T18:50:00Z,40.84,4.911111111
2017-02-11T18:55:00Z,41.27,5.15
2017-02-11T19:00:00Z,40.93,4.961111111
2017-02-11T19:05:00Z,41.02,5.011111111
2017-02-11T19:10:00Z,41.52,5.288888889
2017-02-11T19:15:00Z,41.27,5.15
2017-02-11T19:20:00Z,41.85,5.472222222
2017-02-11T19:25:00Z,41.99,5.55
2017-02-11T19:30:00Z,41.59,5.327777778
2017-02-11T19:35:00Z,41.34,5.188888889
2017-02-11T19:40:00Z,41.79,5.438888889
2017-02-11T19:45:00Z,42.12,5.622222222
2017-02-11T19:50:00Z,42.3,5.722222222
2017-02-11T19:55:00Z,42.4,5.777777778
2017-02-11T20:00:00Z,42.13,5.627777778
2017-02-11T20:05:00Z,42.12,5.622222222
2017-02-11T20:10:00Z,42.84,6.022222222
2017-02-11T20:15:00Z,42.73,5.961111111
2017-02-11T20:20:00Z,42.87,6.038888889
2017-02-11T20:25:00Z,42.48,5.822222222
2017-02-11T20:30:00Z,43.02,6.122222222
2017-02-11T20:35:00Z,42.49,5.827777778
2017-02-11T20:40:00Z,42.64,5.911111111
2017-02-11T20:45:00Z,42.8,6
2017-02-11T20:50:00Z,42.98,6.1
2017-02-11T20:55:00Z,43.07,6.15
2017-02-11T21:00:00Z,43.18,6.211111111
2017-02-11T21:05:00Z,43.3,6.277777778
2017-02-11T21:10:00Z,43.07,6.15
2017-02-11T21:15:00Z,43.09,6.161111111
2017-02-11T21:20:00Z,43.09,6.161111111
2017-02-11T21:25:00Z,43.18,6.211111111
2017-02-11T21:30:00Z,43.02,6.122222222
2017-02-11T21:35:00Z,42.94,6.077777778
2017-02-11T21:40:00Z,43.03,6.127777778
2017-02-11T21:45:00Z,43.07,6.15
2017-02-11T21:50:00Z,43.07,6.15
2017-02-11T21:55:00Z,42.98,6.1
2017-02-11T22:00:00Z,43.03,6.127777778
2017-02-11T22:05:00Z,42.94,6.077777778
2017-02-11T22:10:00Z,42.94,6.077777778
2017-02-11T22:15:00Z,42.94,6.077777778
2017-02-11T22:20:00Z,43.07,6.15
2017-02-11T22:25:00Z,42.94,6.077777778
2017-02-11T22:30:00Z,42.98,6.1
2017-02-11T22:35:00Z,42.98,6.1
2017-02-11T22:40:00Z,43.18,6.211111111
2017-02-11T22:45:00Z,43.11,6.172222222
2017-02-11T22:50:00Z,43.09,6.161111111
2017-02-11T22:55:00Z,43.02,6.122222222
2017-02-11T23:00:00Z,42.96,6.088888889
2017-02-11T23:05:00Z,43.05,6.138888889
2017-02-11T23:10:00Z,43.09,6.161111111
2017-02-11T23:15:00Z,43.05,6.138888889
2017-02-11T23:20:00Z,43,6.111111111
2017-02-11T23:25:00Z,43.12,6.177777778
2017-02-11T23:30:00Z,43.2,6.222222222
2017-02-11T23:35:00Z,43.23,6.238888889
2017-02-11T23:40:00Z,43.27,6.261111111
2017-02-11T23:45:00Z,43.07,6.15
2017-02-11T23:50:00Z,43.23,6.238888889
2017-02-11T23:55:00Z,43.27,6.261111111
2017-02-12T00:00:00Z,43.34,6.3
2017-02-12T00:05:00Z,43.38,6.322222222
2017-02-12T00:10:00Z,43.39,6.327777778
2017-02-12T00:15:00Z,43.23,6.238888889
2017-02-12T00:20:00Z,43.34,6.3
2017-02-12T00:25:00Z,43.47,6.372222222
2017-02-12T00:30:00Z,43.61,6.45
2017-02-12T00:35:00Z,43.56,6.422222222
2017-02-12T00:40:00Z,43.39,6.327777778
2017-02-12T00:45:00Z,43.5,6.388888889
2017-02-12T00:50:00Z,43.47,6.372222222
2017-02-12T00:55:00Z,43.41,6.338888889
2017-02-12T01:00:00Z,43.29,6.272222222
2017-02-12T01:05:00Z,43.39,6.327777778
2017-02-12T01:10:00Z,43.02,6.122222222
2017-02-12T01:15:00Z,43.2,6.222222222
2017-02-12T01:20:00Z,43.83,6.572222222
2017-02-12T01:25:00Z,43.25,6.25
2017-02-12T01:30:00Z,43.86,6.588888889
2017-02-12T01:35:00Z,43.72,6.511111111
2017-02-12T01:40:00Z,43.43,6.35
2017-02-12T01:45:00Z,43.09,6.161111111
2017-02-12T01:50:00Z,42.98,6.1
2017-02-12T01:55:00Z,42.94,6.077777778
2017-02-12T02:00:00Z,43.18,6.211111111
2017-02-12T02:05:00Z,42.96,6.088888889
2017-02-12T02:10:00Z,43.41,6.338888889
2017-02-12T02:15:00Z,43.59,6.438888889
2017-02-12T02:20:00Z,43.7,6.5
2017-02-12T02:25:00Z,43.77,6.538888889
2017-02-12T02:30:00Z,43.86,6.588888889
2017-02-12T02:35:00Z,43.65,6.472222222
2017-02-12T02:40:00Z,43.65,6.472222222
2017-02-12T02:45:00Z,43.36,6.311111111
2017-02-12T02:50:00Z,43.38,6.322222222
2017-02-12T02:55:00Z,43.38,6.322222222
2017-02-12T03:00:00Z,43.38,6.322222222
2017-02-12T03:05:00Z,43.38,6.322222222
2017-02-12T03:10:00Z,43.25,6.25
2017-02-12T03:15:00Z,43.25,6.25
2017-02-12T03:20:00Z,43.16,6.2
2017-02-12T03:25:00Z,43.25,6.25
2017-02-12T03:30:00Z,42.96,6.088888889
2017-02-12T03:35:00Z,43.21,6.227777778
2017-02-12T03:40:00Z,43.27,6.261111111
2017-02-12T03:45:00Z,43.29,6.272222222
2017-02-12T03:50:00Z,43.12,6.177777778
2017-02-12T03:55:00Z,43.14,6.188888889
2017-02-12T04:00:00Z,43.47,6.372222222
2017-02-12T04:05:00Z,43.61,6.45
2017-02-12T04:10:00Z,43.61,6.45
2017-02-12T04:15:00Z,43.56,6.422222222
2017-02-12T04:20:00Z,43.59,6.438888889
2017-02-12T04:25:00Z,43.63,6.461111111
2017-02-12T04:30:00Z,43.79,6.55
2017-02-12T04:35:00Z,43.93,6.627777778
2017-02-12T04:40:00Z,44.26,6.811111111
2017-02-12T04:45:00Z,44.4,6.888888889
2017-02-12T04:50:00Z,44.4,6.888888889
2017-02-12T04:55:00Z,44.53,6.961111111
2017-02-12T05:00:00Z,44.47,6.927777778
2017-02-12T05:05:00Z,44.47,6.927777778
2017-02-12T05:10:00Z,44.33,6.85
2017-02-12T05:15:00Z,44.51,6.95
2017-02-12T05:20:00Z,44.56,6.977777778
2017-02-12T05:25:00Z,44.53,6.961111111
2017-02-12T05:30:00Z,44.62,7.011111111
2017-02-12T05:35:00Z,44.44,6.911111111
2017-02-12T05:40:00Z,44.35,6.861111111
2017-02-12T05:45:00Z,44.19,6.772222222
2017-02-12T05:50:00Z,44.11,6.727777778
2017-02-12T05:55:00Z,44.04,6.688888889
2017-02-12T06:00:00Z,43.9,6.611111111
2017-02-12T06:05:00Z,43.59,6.438888889
2017-02-12T06:10:00Z,43.63,6.461111111
2017-02-12T06:15:00Z,43.61,6.45
2017-02-12T06:20:00Z,43.56,6.422222222
2017-02-12T06:25:00Z,43.5,6.388888889
2017-02-12T06:30:00Z,43.48,6.377777778
2017-02-12T06:35:00Z,43.61,6.45
2017-02-12T06:40:00Z,43.7,6.5
2017-02-12T06:45:00Z,43.66,6.477777778
2017-02-12T06:50:00Z,43.57,6.427777778
2017-02-12T06:55:00Z,43.52,6.4
2017-02-12T07:00:00Z,43.54,6.411111111
2017-02-12T07:05:00Z,43.54,6.411111111
2017-02-12T07:10:00Z,43.5,6.388888889
2017-02-12T07:15:00Z,43.3,6.277777778
2017-02-12T07:20:00Z,43.3,6.277777778
2017-02-12T07:25:00Z,43.41,6.338888889
2017-02-12T07:30:00Z,43.39,6.327777778
2017-02-12T07:35:00Z,43.59,6.438888889
2017-02-12T07:40:00Z,43.47,6.372222222
2017-02-12T07:45:00Z,43.66,6.477777778
2017-02-12T07:50:00Z,43.54,6.411111111
2017-02-12T07:55:00Z,43.66,6.477777778
2017-02-12T08:00:00Z,43.77,6.538888889
2017-02-12T08:05:00Z,43.72,6.511111111
2017-02-12T08:10:00Z,43.79,6.55
2017-02-12T08:15:00Z,43.81,6.561111111
2017-02-12T08:20:00Z,44.01,6.672222222
2017-02-12T08:25:00Z,44.08,6.711111111
2017-02-12T08:30:00Z,44.26,6.811111111
2017-02-12T08:35:00Z,44.4,6.888888889
2017-02-12T08:40:00Z,44.44,6.911111111
2017-02-12T08:45:00Z,44.62,7.011111111
2017-02-12T08:50:00Z,44.69,7.05
2017-02-12T08:55:00Z,44.87,7.15
2017-02-12T09:00:00Z,45.25,7.361111111
2017-02-12T09:05:00Z,45.54,7.522222222
2017-02-12T09:10:00Z,45.21,7.338888889
2017-02-12T09:15:00Z,45.25,7.361111111
2017-02-12T09:20:00Z,45.34,7.411111111
2017-02-12T09:25:00Z,45.46,7.477777778
2017-02-12T09:30:00Z,45.39,7.438888889
2017-02-12T09:35:00Z,45.5,7.5
2017-02-12T09:40:00Z,45.54,7.522222222
2017-02-12T09:45:00Z,45.66,7.588888889
2017-02-12T09:50:00Z,45.57,7.538888889
2017-02-12T09:55:00Z,45.88,7.711111111
2017-02-12T10:00:00Z,45.95,7.75
2017-02-12T10:05:00Z,45.93,7.738888889
2017-02-12T10:10:00Z,46.24,7.911111111
2017-02-12T10:15:00Z,46.24,7.911111111
2017-02-12T10:20:00Z,46.18,7.877777778
2017-02-12T10:25:00Z,46.18,7.877777778
2017-02-12T10:30:00Z,46.17,7.872222222
2017-02-12T10:35:00Z,46.44,8.022222222
2017-02-12T10:40:00Z,46.44,8.022222222
2017-02-12T10:45:00Z,46.72,8.177777778
2017-02-12T10:50:00Z,47.26,8.477777778
2017-02-12T10:55:00Z,47.7,8.722222222
2017-02-12T11:00:00Z,47.62,8.677777778
2017-02-12T11:05:00Z,47.75,8.75
2017-02-12T11:10:00Z,47.95,8.861111111
2017-02-12T11:15:00Z,48.29,9.05
2017-02-12T11:20:00Z,48.58,9.211111111
2017-02-12T11:25:00Z,48.67,9.261111111
2017-02-12T11:30:00Z,48.83,9.35
2017-02-12T11:35:00Z,49.08,9.488888889
2017-02-12T11:40:00Z,49.37,9.65
2017-02-12T11:45:00Z,49.33,9.627777778
2017-02-12T11:50:00Z,49.41,9.672222222
2017-02-12T11:55:00Z,48.97,9.427777778
2017-02-12T12:00:00Z,49.17,9.538888889
2017-02-12T12:05:00Z,48.94,9.411111111
2017-02-12T12:10:00Z,48.7,9.277777778
2017-02-12T12:15:00Z,48.65,9.25
2017-02-12T12:20:00Z,48.54,9.188888889
2017-02-12T12:25:00Z,49.28,9.6
2017-02-12T12:30:00Z,50.52,10.28888889
2017-02-12T12:35:00Z,50.14,10.07777778
2017-02-12T12:40:00Z,51.31,10.72777778
2017-02-12T12:45:00Z,51.28,10.71111111
2017-02-12T12:50:00Z,51.21,10.67222222
2017-02-12T12:55:00Z,51.46,10.81111111
2017-02-12T13:00:00Z,51.67,10.92777778
2017-02-12T13:05:00Z,52.09,11.16111111
2017-02-12T13:10:00Z,52.47,11.37222222
2017-02-12T13:15:00Z,52.39,11.32777778
2017-02-12T13:20:00Z,52.95,11.63888889
2017-02-12T13:25:00Z,53.24,11.8
2017-02-12T13:30:00Z,53.91,12.17222222
2017-02-12T13:35:00Z,53.96,12.2
2017-02-12T13:40:00Z,54.16,12.31111111
2017-02-12T13:45:00Z,54.48,12.48888889
2017-02-12T13:50:00Z,54.72,12.62222222
2017-02-12T13:55:00Z,55.18,12.87777778
2017-02-12T14:00:00Z,55.53,13.07222222
2017-02-12T14:05:00Z,55.6,13.11111111
2017-02-12T14:10:00Z,55.83,13.23888889
2017-02-12T14:15:00Z,56.01,13.33888889
2017-02-12T14:20:00Z,56.17,13.42777778
2017-02-12T14:25:00Z,56.32,13.51111111
2017-02-12T14:30:00Z,56.53,13.62777778
2017-02-12T14:35:00Z,56.64,13.68888889
2017-02-12T14:40:00Z,56.68,13.71111111
2017-02-12T14:45:00Z,56.75,13.75
2017-02-12T14:50:00Z,56.8,13.77777778
2017-02-12T14:55:00Z,57.09,13.93888889
2017-02-12T15:00:00Z,57.24,14.02222222
2017-02-12T15:05:00Z,57.4,14.11111111
2017-02-12T15:10:00Z,57.4,14.11111111
2017-02-12T15:15:00Z,57.49,14.16111111
2017-02-12T15:20:00Z,57.33,14.07222222
2017-02-12T15:25:00Z,57.27,14.03888889
2017-02-12T15:30:00Z,57.38,14.1
2017-02-12T15:35:00Z,57.4,14.11111111
2017-02-12T15:40:00Z,57.51,14.17222222
2017-02-12T15:45:00Z,57.54,14.18888889
2017-02-12T15:50:00Z,56.44,13.57777778
