,c
01/30/17 10:00 AM,63.9082431475
01/30/17 11:00 AM,45.0751397233
01/30/17 12:00 PM,49.7737786108
01/30/17 01:00 PM,40.8360472692
01/30/17 02:00 PM,42.6953449525
01/30/17 03:00 PM,42.9860014817
01/30/17 04:00 PM,51.1831139808
01/30/17 05:00 PM,47.7958119908
01/30/17 06:00 PM,55.7484825933
01/30/17 07:00 PM,54.8535419908
01/30/17 08:00 PM,49.3346592125
01/30/17 09:00 PM,38.4125599567
01/30/17 10:00 PM,34.1806640975
01/30/17 11:00 PM,36.6240339758
01/31/17 12:00 AM,37.7431803708
01/31/17 01:00 AM,39.2771469442
01/31/17 02:00 AM,40.4448200942
01/31/17 03:00 AM,40.9000173158
01/31/17 04:00 AM,41.5455016675
01/31/17 05:00 AM,42.3494621292
01/31/17 06:00 AM,41.8459765742
01/31/17 07:00 AM,41.5327961117
01/31/17 08:00 AM,58.8789655083
01/31/17 09:00 AM,63.7643625467
01/31/17 10:00 AM,59.8756672675
01/31/17 11:00 AM,39.0881727925
01/31/17 12:00 PM,39.3872247683
01/31/17 01:00 PM,51.37716389
01/31/17 02:00 PM,41.0541135642
01/31/17 03:00 PM,47.7348573875
01/31/17 04:00 PM,37.3781609017
01/31/17 05:00 PM,38.33402863
01/31/17 06:00 PM,49.9598072233
01/31/17 07:00 PM,39.8796976858
01/31/17 08:00 PM,45.0230499983
01/31/17 09:00 PM,31.3135709058
01/31/17 10:00 PM,33.1623113108
01/31/17 11:00 PM,34.6650863058
02/01/17 12:00 AM,35.5405861108
02/01/17 01:00 AM,36.1732543067
02/01/17 02:00 AM,36.8260189992
02/01/17 03:00 AM,36.7910265867
02/01/17 04:00 AM,37.0498586392
02/01/17 05:00 AM,37.389365695
02/01/17 06:00 AM,37.7318927367
02/01/17 07:00 AM,38.0374866617
02/01/17 08:00 AM,58.255881295
02/01/17 09:00 AM,62.8727127308
02/01/17 10:00 AM,47.80009551
02/01/17 11:00 AM,39.6155941667
02/01/17 12:00 PM,39.4729283792
02/01/17 01:00 PM,38.2351903283
02/01/17 02:00 PM,38.9592312033
02/01/17 03:00 PM,39.1725695825
02/01/17 04:00 PM,38.1607594342
02/01/17 05:00 PM,38.4146823617
02/01/17 06:00 PM,47.962669445
02/01/17 07:00 PM,38.2347556475
02/01/17 08:00 PM,48.0115485475
02/01/17 09:00 PM,31.9514763742
02/01/17 10:00 PM,32.6294224267
02/01/17 11:00 PM,34.1469152133
02/02/17 12:00 AM,35.4441988617
02/02/17 01:00 AM,36.2538275525
02/02/17 02:00 AM,37.0363015092
02/02/17 03:00 AM,37.3904574575
02/02/17 04:00 AM,37.6307647358
02/02/17 05:00 AM,38.173582435
02/02/17 06:00 AM,38.0946692142
02/02/17 07:00 AM,38.4969037958
02/02/17 08:00 AM,61.0324918508
02/02/17 09:00 AM,64.51929324
02/02/17 10:00 AM,44.266456805
02/02/17 11:00 AM,40.1340028825
02/02/17 12:00 PM,40.3197331483
02/02/17 01:00 PM,41.0852538892
02/02/17 02:00 PM,40.0017815742
02/02/17 03:00 PM,37.9777254533
02/02/17 04:00 PM,37.204562505
02/02/17 05:00 PM,38.8163681483
02/02/17 06:00 PM,41.5756561108
02/02/17 07:00 PM,56.3383912492
02/02/17 08:00 PM,47.7704641667
02/02/17 09:00 PM,39.12734949
02/02/17 10:00 PM,33.6506897725
02/02/17 11:00 PM,36.2358043883
02/03/17 12:00 AM,37.9945019442
02/03/17 01:00 AM,39.1396491192
02/03/17 02:00 AM,40.1851403233
02/03/17 03:00 AM,40.9409927775
02/03/17 04:00 AM,41.553910555
02/03/17 05:00 AM,42.20852847
02/03/17 06:00 AM,42.7785177308
02/03/17 07:00 AM,43.1830988892
02/03/17 08:00 AM,60.2136400467
02/03/17 09:00 AM,66.5458695825
02/03/17 10:00 AM,65.2928645375
02/03/17 11:00 AM,51.7206993067
02/03/17 12:00 PM,42.7675127317
02/03/17 01:00 PM,44.5208357425
02/03/17 02:00 PM,44.8296410642
02/03/17 03:00 PM,45.152514585
02/03/17 04:00 PM,45.262215695
02/03/17 05:00 PM,55.1069622225
02/03/17 06:00 PM,55.0769095367
02/03/17 07:00 PM,52.6278479175
02/03/17 08:00 PM,55.4270912967
02/03/17 09:00 PM,34.5334630833
02/03/17 10:00 PM,36.2947806258
02/03/17 11:00 PM,38.4860236575
02/04/17 12:00 AM,39.9848094442
02/04/17 01:00 AM,41.5400846758
02/04/17 02:00 AM,42.6231424525
02/04/17 03:00 AM,43.6521961117
02/04/17 04:00 AM,44.3984953717
02/04/17 05:00 AM,44.66099287
02/04/17 06:00 AM,45.3778874067
02/04/17 07:00 AM,45.5906525917
02/04/17 08:00 AM,45.7324602308
02/04/17 09:00 AM,62.3399287492
02/04/17 10:00 AM,66.1824701383
02/04/17 11:00 AM,49.5451100933
02/04/17 12:00 PM,32.5735099717
02/04/17 01:00 PM,43.96731
02/04/17 02:00 PM,40.6679075925
02/04/17 03:00 PM,39.4282424067
02/04/17 04:00 PM,40.7438064342
02/04/17 05:00 PM,42.5198215733
02/04/17 06:00 PM,50.3344893983
02/04/17 07:00 PM,47.7771803708
02/04/17 08:00 PM,37.7834665508
02/04/17 09:00 PM,34.6128707867
02/04/17 10:00 PM,36.4612569458
02/04/17 11:00 PM,37.8186100642
02/05/17 12:00 AM,38.5916167592
02/05/17 01:00 AM,39.2316089342
02/05/17 02:00 AM,39.6720677775
02/05/17 03:00 AM,39.7212501392
02/05/17 04:00 AM,40.1065491675
02/05/17 05:00 AM,40.3518967592
02/05/17 06:00 AM,40.15806926
02/05/17 07:00 AM,39.885622315
02/05/17 08:00 AM,39.9976425933
02/05/17 09:00 AM,57.6910331025
02/05/17 10:00 AM,61.4333854175
02/05/17 11:00 AM,52.7625030092
02/05/17 12:00 PM,38.0908016658
02/05/17 01:00 PM,43.2406589808
02/05/17 02:00 PM,33.2564876433
02/05/17 03:00 PM,33.1404211158
02/05/17 04:00 PM,33.3490268708
02/05/17 05:00 PM,34.0415578058
02/05/17 06:00 PM,43.832294305
02/05/17 07:00 PM,35.7849415367
02/05/17 08:00 PM,30.5723454317
02/05/17 09:00 PM,31.7673884533
02/05/17 10:00 PM,32.72229076
02/05/17 11:00 PM,33.6707995642
02/06/17 12:00 AM,34.6111654492
02/06/17 01:00 AM,35.1489159767
02/06/17 02:00 AM,35.8508258842
02/06/17 03:00 AM,36.2720971767
02/06/17 04:00 AM,37.0039947817
02/06/17 05:00 AM,37.8113892967
02/06/17 06:00 AM,38.3378802308
02/06/17 07:00 AM,38.7171222692
02/06/17 08:00 AM,58.6869752325
02/06/17 09:00 AM,61.0544451842
02/06/17 10:00 AM,36.5854146283
02/06/17 11:00 AM,27.5270298108
02/06/17 12:00 PM,24.4789919392
02/06/17 01:00 PM,23.2869715592
02/06/17 02:00 PM,22.8314136867
02/06/17 03:00 PM,22.757760125
02/06/17 04:00 PM,22.8750284867
02/06/17 05:00 PM,23.0241055925
02/06/17 06:00 PM,22.9377483383
02/06/17 07:00 PM,22.8511747842
02/06/17 08:00 PM,22.4993803942
02/06/17 09:00 PM,22.0556539775
02/06/17 10:00 PM,21.6592166608
02/06/17 11:00 PM,21.3948643525
02/07/17 12:00 AM,21.2040272308
02/07/17 01:00 AM,21.003028515
02/07/17 02:00 AM,20.79646713
02/07/17 03:00 AM,20.6721646017
02/07/17 04:00 AM,20.6160562317
02/07/17 05:00 AM,20.5879763892
02/07/17 06:00 AM,20.5759578325
02/07/17 07:00 AM,20.6055060183
02/07/17 08:00 AM,20.6788649575
02/07/17 09:00 AM,20.7789969583
02/07/17 10:00 AM,20.8667354167
02/07/17 11:00 AM,21.05145837
02/07/17 12:00 PM,21.3114979033
02/07/17 01:00 PM,21.5064603842
02/07/17 02:00 PM,21.6032969625
02/07/17 03:00 PM,21.666438185
02/07/17 04:00 PM,21.7519424025
02/07/17 05:00 PM,22.0334786425
02/07/17 06:00 PM,22.2797652317
02/07/17 07:00 PM,22.3726309958
02/07/17 08:00 PM,22.467770115
02/07/17 09:00 PM,22.4907715008
02/07/17 10:00 PM,22.4746009258
02/07/17 11:00 PM,22.46103287
02/08/17 12:00 AM,22.4547629625
02/08/17 01:00 AM,22.4097673342
02/08/17 02:00 AM,22.3787791675
02/08/17 03:00 AM,22.3422222583
02/08/17 04:00 AM,22.3113618458
02/08/17 05:00 AM,21.9027782508
02/08/17 06:00 AM,21.47675948
02/08/17 07:00 AM,21.32224887
02/08/17 08:00 AM,21.2463060742
02/08/17 09:00 AM,21.0520645658
02/08/17 10:00 AM,20.730379935
02/08/17 11:00 AM,20.5878237917
02/08/17 12:00 PM,21.3024946558
02/08/17 01:00 PM,22.1906354383
02/08/17 02:00 PM,45.2394825925
02/08/17 03:00 PM,58.3061209258
02/08/17 04:00 PM,50.6133793992
02/08/17 05:00 PM,34.7165230642
02/08/17 06:00 PM,27.2424712642
02/08/17 07:00 PM,23.6795854683
02/08/17 08:00 PM,21.6593155425
02/08/17 09:00 PM,20.3593414658
02/08/17 10:00 PM,19.5114921425
02/08/17 11:00 PM,18.8623261008
02/09/17 12:00 AM,18.2756281842
02/09/17 01:00 AM,17.7598578742
02/09/17 02:00 AM,17.278496995
02/09/17 03:00 AM,16.8027500267
02/09/17 04:00 AM,16.4101260567
02/09/17 05:00 AM,16.0224732358
02/09/17 06:00 AM,15.6499904642
02/09/17 07:00 AM,15.287418015
02/09/17 08:00 AM,14.9055195292
02/09/17 09:00 AM,18.3047688525
02/09/17 10:00 AM,50.5700682408
02/09/17 11:00 AM,62.1131364817
02/09/17 12:00 PM,67.3549904158
02/09/17 01:00 PM,69.1218493525
02/09/17 02:00 PM,65.2966318508
02/09/17 03:00 PM,65.4520886567
02/09/17 04:00 PM,48.2252345833
02/09/17 05:00 PM,56.1265426842
02/09/17 06:00 PM,51.4450883342
02/09/17 07:00 PM,55.17323875
02/09/17 08:00 PM,61.7600217125
02/09/17 09:00 PM,41.78174412
02/09/17 10:00 PM,35.0561937742
02/09/17 11:00 PM,38.2213938425
02/10/17 12:00 AM,40.0072863433
02/10/17 01:00 AM,41.575419075
02/10/17 02:00 AM,42.34272588
02/10/17 03:00 AM,42.5435567575
02/10/17 04:00 AM,42.7947474533
02/10/17 05:00 AM,43.5092606483
02/10/17 06:00 AM,43.9377806475
02/10/17 07:00 AM,44.3107018983
02/10/17 08:00 AM,59.2423451858
02/10/17 09:00 AM,66.5353938875
02/10/17 10:00 AM,52.2185212025
02/10/17 11:00 AM,32.4449350467
02/10/17 12:00 PM,32.095951195
02/10/17 01:00 PM,34.2138680108
02/10/17 02:00 PM,46.8641616667
02/10/17 03:00 PM,50.4666465267
02/10/17 04:00 PM,49.1995478242
02/10/17 05:00 PM,45.9221300917
02/10/17 06:00 PM,51.7060700917
02/10/17 07:00 PM,45.09326264
02/10/17 08:00 PM,50.0984032867
02/10/17 09:00 PM,36.489362545
02/10/17 10:00 PM,32.8240557875
02/10/17 11:00 PM,34.7982547042
02/11/17 12:00 AM,35.7604284117
02/11/17 01:00 AM,36.5976222358
02/11/17 02:00 AM,36.8990555692
02/11/17 03:00 AM,37.0793152692
02/11/17 04:00 AM,36.9139057442
02/11/17 05:00 AM,36.987594385
02/11/17 06:00 AM,36.7035523883
02/11/17 07:00 AM,36.6075591983
02/11/17 08:00 AM,36.4295939025
02/11/17 09:00 AM,59.53053963
02/11/17 10:00 AM,47.3087405092
02/11/17 11:00 AM,34.0960780608
02/11/17 12:00 PM,26.6500830683
02/11/17 01:00 PM,24.1932107958
02/11/17 02:00 PM,23.2123502217
02/11/17 03:00 PM,22.7731374867
02/11/17 04:00 PM,22.635797685
02/11/17 05:00 PM,22.5745032083
02/11/17 06:00 PM,22.3078759075
02/11/17 07:00 PM,37.4904521192
02/11/17 08:00 PM,28.8922583475
02/11/17 09:00 PM,26.8392188975
02/11/17 10:00 PM,27.7755481342
02/11/17 11:00 PM,28.2405412683
02/12/17 12:00 AM,28.7891593008
02/12/17 01:00 AM,29.236554175
02/12/17 02:00 AM,29.7370206533
02/12/17 03:00 AM,29.9405396108
02/12/17 04:00 AM,30.28044448
02/12/17 05:00 AM,30.5620296308
02/12/17 06:00 AM,30.684422505
02/12/17 07:00 AM,30.8510621542
02/12/17 08:00 AM,30.8774409908
02/12/17 09:00 AM,45.38387037
02/12/17 10:00 AM,39.3032882308
02/12/17 11:00 AM,29.0194342258
02/12/17 12:00 PM,24.9293236067
02/12/17 01:00 PM,23.296173375
02/12/17 02:00 PM,29.7749479167
02/12/17 03:00 PM,32.4792304158
02/12/17 04:00 PM,25.31937507
02/12/17 05:00 PM,33.8759211158
02/12/17 06:00 PM,38.1650942325
02/12/17 07:00 PM,39.9086944442
02/12/17 08:00 PM,31.5549919867
02/12/17 09:00 PM,35.182168825
02/12/17 10:00 PM,39.8844164683
02/12/17 11:00 PM,43.7798755092
02/13/17 12:00 AM,46.1500212042
02/13/17 01:00 AM,47.3644540267
02/13/17 02:00 AM,48.346077685
02/13/17 03:00 AM,48.8309406025
02/13/17 04:00 AM,48.87835463
02/13/17 05:00 AM,46.56204051
02/13/17 06:00 AM,44.3182661583
02/13/17 07:00 AM,43.8941149992
02/13/17 08:00 AM,62.6316476383
02/13/17 09:00 AM,66.088539445
02/13/17 10:00 AM,64.0491709258
02/13/17 11:00 AM,44.4299483333
02/13/17 12:00 PM,42.7066527792
02/13/17 01:00 PM,37.6371549017
02/13/17 02:00 PM,27.1350564958
02/13/17 03:00 PM,23.4066668758
02/13/17 04:00 PM,34.79398417
02/13/17 05:00 PM,29.5796488842
02/13/17 06:00 PM,41.8822417133
02/13/17 07:00 PM,42.6070941658
02/13/17 08:00 PM,43.0768066192
02/13/17 09:00 PM,32.2115595117
02/13/17 10:00 PM,31.8469599208
02/13/17 11:00 PM,32.9330576825
02/14/17 12:00 AM,34.1451598992
02/14/17 01:00 AM,34.8006684408
02/14/17 02:00 AM,35.3252608833
02/14/17 03:00 AM,35.9806858758
02/14/17 04:00 AM,36.4985696708
02/14/17 05:00 AM,37.0478443517
02/14/17 06:00 AM,37.3028977358
02/14/17 07:00 AM,37.522326055
02/14/17 08:00 AM,60.0741222225
02/14/17 09:00 AM,59.3939701383
02/14/17 10:00 AM,42.2561716217
02/14/17 11:00 AM,34.2027691708
02/14/17 12:00 PM,26.1374564075
02/14/17 01:00 PM,23.5430708183
02/14/17 02:00 PM,22.5357525283
02/14/17 03:00 PM,22.1494185175
02/14/17 04:00 PM,22.033888575
02/14/17 05:00 PM,22.0128429858
02/14/17 06:00 PM,31.249344675
02/14/17 07:00 PM,32.8228536333
02/14/17 08:00 PM,32.2195472367
02/14/17 09:00 PM,29.5521322392
02/14/17 10:00 PM,31.2682638283
02/14/17 11:00 PM,32.3231755517
02/15/17 12:00 AM,33.0290734125
02/15/17 01:00 AM,33.402753745
02/15/17 02:00 AM,33.6320856208
02/15/17 03:00 AM,33.1786916708
02/15/17 04:00 AM,33.4050095417
02/15/17 05:00 AM,33.5876000092
02/15/17 06:00 AM,33.9036404592
02/15/17 07:00 AM,34.1327176483
02/15/17 08:00 AM,55.6428512967
02/15/17 09:00 AM,50.6475965733
02/15/17 10:00 AM,37.8848902325
02/15/17 11:00 AM,36.30068988
02/15/17 12:00 PM,32.570097685
02/15/17 01:00 PM,37.5376761158
02/15/17 02:00 PM,38.6677565742
02/15/17 03:00 PM,39.500713935
02/15/17 04:00 PM,40.3250299992
02/15/17 05:00 PM,40.7493681492
02/15/17 06:00 PM,41.7138289358
02/15/17 07:00 PM,42.4985227783
02/15/17 08:00 PM,43.2283423142
02/15/17 09:00 PM,33.2308535975
02/15/17 10:00 PM,33.3677580567
02/15/17 11:00 PM,34.8843563092
02/16/17 12:00 AM,35.91208837
02/16/17 01:00 AM,36.7515675842
02/16/17 02:00 AM,37.5581212725
02/16/17 03:00 AM,37.632835945
02/16/17 04:00 AM,38.3423613975
02/16/17 05:00 AM,38.7077400467
02/16/17 06:00 AM,39.2842738892
02/16/17 07:00 AM,39.2991265292
02/16/17 08:00 AM,60.051821435
02/16/17 09:00 AM,65.86411676
02/16/17 10:00 AM,56.3694316658
02/16/17 11:00 AM,45.43017551
02/16/17 12:00 PM,45.0347660642
02/16/17 01:00 PM,44.0767571767
02/16/17 02:00 PM,44.2582264342
02/16/17 03:00 PM,43.5835070833
02/16/17 04:00 PM,43.0987873608
02/16/17 05:00 PM,42.5391778708
02/16/17 06:00 PM,43.8250244908
02/16/17 07:00 PM,44.541025555
02/16/17 08:00 PM,48.592198425
02/16/17 09:00 PM,37.9379561567
02/16/17 10:00 PM,33.0217789408
02/16/17 11:00 PM,35.3804398375
02/17/17 12:00 AM,36.75767001
02/17/17 01:00 AM,37.8861981475
02/17/17 02:00 AM,38.6031176842
02/17/17 03:00 AM,38.5590686567
02/17/17 04:00 AM,39.0503965275
02/17/17 05:00 AM,39.08661338
02/17/17 06:00 AM,38.8771786117
02/17/17 07:00 AM,39.3726302775
02/17/17 08:00 AM,61.4352439342
02/17/17 09:00 AM,58.1827006942
02/17/17 10:00 AM,33.7384733058
02/17/17 11:00 AM,26.0985917117
02/17/17 12:00 PM,23.3777510625
02/17/17 01:00 PM,22.3851744725
02/17/17 02:00 PM,22.0878615192
02/17/17 03:00 PM,22.19492731
02/17/17 04:00 PM,22.4719238658
02/17/17 05:00 PM,22.6980993892
02/17/17 06:00 PM,22.6331521708
02/17/17 07:00 PM,27.7110488067
02/17/17 08:00 PM,31.6947481442
02/17/17 09:00 PM,28.7395108883
02/17/17 10:00 PM,30.40163081
02/17/17 11:00 PM,31.1765320875
02/18/17 12:00 AM,31.8497081942
02/18/17 01:00 AM,32.3428125333
02/18/17 02:00 AM,32.7243879767
02/18/17 03:00 AM,33.0664105833
02/18/17 04:00 AM,33.3003574083
02/18/17 05:00 AM,33.5889282308
02/18/17 06:00 AM,33.648812075
02/18/17 07:00 AM,33.5407591717
02/18/17 08:00 AM,33.2205328467
02/18/17 09:00 AM,43.3404742467
02/18/17 10:00 AM,29.743279225
02/18/17 11:00 AM,25.7251912175
02/18/17 12:00 PM,24.5063034575
02/18/17 01:00 PM,24.1574652317
02/18/17 02:00 PM,24.181653745
02/18/17 03:00 PM,24.4050290983
02/18/17 04:00 PM,24.641161335
02/18/17 05:00 PM,24.7665243608
02/18/17 06:00 PM,24.6617210175
02/18/17 07:00 PM,24.2136011575
02/18/17 08:00 PM,23.6621039308
02/18/17 09:00 PM,23.210583625
02/18/17 10:00 PM,22.8318495375
02/18/17 11:00 PM,22.4787543992
02/19/17 12:00 AM,22.1142219658
02/19/17 01:00 AM,21.7169146442
02/19/17 02:00 AM,26.4938477325
02/19/17 03:00 AM,27.7033525817
02/19/17 04:00 AM,28.0300226708
02/19/17 05:00 AM,28.666914195
02/19/17 06:00 AM,29.1603547967
02/19/17 07:00 AM,29.3438240792
02/19/17 08:00 AM,29.6949846983
02/19/17 09:00 AM,33.0633486108
02/19/17 10:00 AM,31.4012512033
02/19/17 11:00 AM,26.9714770367
02/19/17 12:00 PM,24.1563871767
02/19/17 01:00 PM,23.6323231475
02/19/17 02:00 PM,23.6564245367
02/19/17 03:00 PM,23.6877861108
02/19/17 04:00 PM,23.7791287958
02/19/17 05:00 PM,23.8532505367
02/19/17 06:00 PM,23.9033087775
02/19/17 07:00 PM,23.8765499442
02/19/17 08:00 PM,23.8161439442
02/19/17 09:00 PM,23.6530463375
02/19/17 10:00 PM,23.2857021392
02/19/17 11:00 PM,22.8648345367
02/20/17 12:00 AM,21.9891728908
02/20/17 01:00 AM,23.5888809717
02/20/17 02:00 AM,27.0438084083
02/20/17 03:00 AM,27.2123907408
02/20/17 04:00 AM,28.2212038792
02/20/17 05:00 AM,28.6960175925
02/20/17 06:00 AM,29.1843048933
02/20/17 07:00 AM,29.93022649
02/20/17 08:00 AM,33.8085650083
02/20/17 09:00 AM,32.4731562492
02/20/17 10:00 AM,31.3363365417
02/20/17 11:00 AM,27.2123053008
02/20/17 12:00 PM,24.2895963617
02/20/17 01:00 PM,23.6902863667
02/20/17 02:00 PM,23.706234065
02/20/17 03:00 PM,23.9632569225
02/20/17 04:00 PM,24.2201166958
02/20/17 05:00 PM,24.4211345417
02/20/17 06:00 PM,24.2704765317
02/20/17 07:00 PM,23.8038476383
02/20/17 08:00 PM,23.2282108533
02/20/17 09:00 PM,22.697528515
02/20/17 10:00 PM,22.2604495133
02/20/17 11:00 PM,21.9009882317
02/21/17 12:00 AM,21.56776669
02/21/17 01:00 AM,24.0998323517
02/21/17 02:00 AM,27.0964124725
02/21/17 03:00 AM,27.3291185183
02/21/17 04:00 AM,27.2089971983
02/21/17 05:00 AM,27.7694771525
02/21/17 06:00 AM,27.9899689308
02/21/17 07:00 AM,28.4491338242
02/21/17 08:00 AM,32.1877904817
02/21/17 09:00 AM,30.533869825
02/21/17 10:00 AM,25.6473964817
02/21/17 11:00 AM,23.4208856058
02/21/17 12:00 PM,23.07469384
02/21/17 01:00 PM,23.15934062
02/21/17 02:00 PM,23.2879491333
02/21/17 03:00 PM,23.440114815
02/21/17 04:00 PM,23.5619083342
02/21/17 05:00 PM,23.6122108942
02/21/17 06:00 PM,34.7352188975
02/21/17 07:00 PM,30.1091353608
02/21/17 08:00 PM,27.2851606208
02/21/17 09:00 PM,25.4933905267
02/21/17 10:00 PM,24.7701446775
02/21/17 11:00 PM,24.5556834108
02/22/17 12:00 AM,24.1631768525
02/22/17 01:00 AM,24.0031986892
02/22/17 02:00 AM,23.9046484217
02/22/17 03:00 AM,23.80552311
02/22/17 04:00 AM,23.7413560775
02/22/17 05:00 AM,23.6809749583
02/22/17 06:00 AM,23.613947945
02/22/17 07:00 AM,23.5368025058
02/22/17 08:00 AM,23.0415877
02/22/17 09:00 AM,22.2669395925
02/22/17 10:00 AM,22.48696781
02/22/17 11:00 AM,22.6566317358
02/22/17 12:00 PM,22.7871090042
02/22/17 01:00 PM,22.8619513842
02/22/17 02:00 PM,22.9295972775
02/22/17 03:00 PM,23.1218226667
02/22/17 04:00 PM,23.3438420108
02/22/17 05:00 PM,23.5792905458
02/22/17 06:00 PM,23.7678416617
02/22/17 07:00 PM,23.8578829017
02/22/17 08:00 PM,23.9652560183
02/22/17 09:00 PM,23.8938731483
02/22/17 10:00 PM,23.872898325
02/22/17 11:00 PM,24.2634036725
02/23/17 12:00 AM,24.6124689767
02/23/17 01:00 AM,24.4138639208
02/23/17 02:00 AM,24.30568958
02/23/17 03:00 AM,24.2592050933
02/23/17 04:00 AM,24.1973039817
02/23/17 05:00 AM,24.082127065
02/23/17 06:00 AM,23.9719157417
02/23/17 07:00 AM,23.8926126992
02/23/17 08:00 AM,23.8080127358
02/23/17 09:00 AM,23.7111699083
02/23/17 10:00 AM,23.6149097325
02/23/17 11:00 AM,23.62615251
02/23/17 12:00 PM,23.676853065
02/23/17 01:00 PM,23.7499060192
02/23/17 02:00 PM,23.9601849383
02/23/17 03:00 PM,17.04303693
02/23/17 04:00 PM,17.6213605142
02/23/17 05:00 PM,18.573258115
02/23/17 06:00 PM,20.4963343417
02/23/17 07:00 PM,21.4876548367
02/23/17 08:00 PM,22.14282018
02/23/17 09:00 PM,22.5326645183
02/23/17 10:00 PM,22.7076760042
02/23/17 11:00 PM,22.9098921308
02/24/17 12:00 AM,23.0676530425
02/24/17 01:00 AM,23.3139273042
02/24/17 02:00 AM,23.5725637408
02/24/17 03:00 AM,24.063112875
02/24/17 04:00 AM,24.1636972175
02/24/17 05:00 AM,24.0625414308
02/24/17 06:00 AM,24.0209481017
02/24/17 07:00 AM,24.0067155183
02/24/17 08:00 AM,23.8997902783
02/24/17 09:00 AM,23.7667324075
02/24/17 10:00 AM,23.7181707033
02/24/17 11:00 AM,23.8182566483
02/24/17 12:00 PM,23.934459485
02/24/17 01:00 PM,24.0472729258
02/24/17 02:00 PM,24.4248527967
02/24/17 03:00 PM,24.9166985633
02/24/17 04:00 PM,25.2875676392
02/24/17 05:00 PM,25.4057349167
02/24/17 06:00 PM,25.3955865733
02/24/17 07:00 PM,25.3361996158
02/24/17 08:00 PM,25.2221083333
02/24/17 09:00 PM,25.1345637075
02/24/17 10:00 PM,25.0531018608
02/24/17 11:00 PM,25.0019245375
02/25/17 12:00 AM,25.0459664583
02/25/17 01:00 AM,25.31734463
02/25/17 02:00 AM,25.321268055
02/25/17 03:00 AM,25.2020499483
02/25/17 04:00 AM,25.1219305692
02/25/17 05:00 AM,25.0383166392
02/25/17 06:00 AM,24.8937199292
02/25/17 07:00 AM,24.6539122767
02/25/17 08:00 AM,24.47687176
02/25/17 09:00 AM,23.8247608233
02/25/17 10:00 AM,22.2770019667
02/25/17 11:00 AM,21.7675527733
02/25/17 12:00 PM,21.5251634267
02/25/17 01:00 PM,21.351088515
02/25/17 02:00 PM,21.2976250008
02/25/17 03:00 PM,21.3250518475
02/25/17 04:00 PM,21.2583791117
02/25/17 05:00 PM,20.9412372217
02/25/17 06:00 PM,30.151326125
02/25/17 07:00 PM,35.5200437192
02/25/17 08:00 PM,29.0749392258
02/25/17 09:00 PM,30.1635614167
02/25/17 10:00 PM,31.55699006
02/25/17 11:00 PM,32.7289467608
02/26/17 12:00 AM,33.6121136167
02/26/17 01:00 AM,34.4525462592
02/26/17 02:00 AM,35.34417743
02/26/17 03:00 AM,35.9326038233
02/26/17 04:00 AM,36.41451875
02/26/17 05:00 AM,36.6810606892
02/26/17 06:00 AM,37.165475
02/26/17 07:00 AM,37.4884375933
02/26/17 08:00 AM,37.7739971183
02/26/17 09:00 AM,56.7791751383
02/26/17 10:00 AM,60.7209558342
02/26/17 11:00 AM,41.7155715742
02/26/17 12:00 PM,40.4857787958
02/26/17 01:00 PM,37.1965830508
02/26/17 02:00 PM,26.8496035508
02/26/17 03:00 PM,23.5797041617
02/26/17 04:00 PM,27.8686771433
02/26/17 05:00 PM,27.0423778767
02/26/17 06:00 PM,33.9650616075
02/26/17 07:00 PM,36.1463985842
02/26/17 08:00 PM,29.8804638983
02/26/17 09:00 PM,30.7171777267
02/26/17 10:00 PM,32.2410250558
02/26/17 11:00 PM,33.1014310125
02/27/17 12:00 AM,34.4900650417
02/27/17 01:00 AM,35.077303005
02/27/17 02:00 AM,35.2375302067
02/27/17 03:00 AM,35.426981945
02/27/17 04:00 AM,35.2014224675
02/27/17 05:00 AM,35.3967486158
02/27/17 06:00 AM,35.4691141292
02/27/17 07:00 AM,35.231558135
02/27/17 08:00 AM,56.2240793975
02/27/17 09:00 AM,46.5313462967
02/27/17 10:00 AM,33.5410157725
02/27/17 11:00 AM,32.2422957958
02/27/17 12:00 PM,31.3256541433
02/27/17 01:00 PM,29.3781463292
02/27/17 02:00 PM,24.6340943242
02/27/17 03:00 PM,27.7005161842
02/27/17 04:00 PM,34.6166910142
02/27/17 05:00 PM,26.4956817217
02/27/17 06:00 PM,32.1993324942
02/27/17 07:00 PM,32.651721995
02/27/17 08:00 PM,32.5935715125
02/27/17 09:00 PM,28.3867944458
02/27/17 10:00 PM,29.072040955
02/27/17 11:00 PM,29.68593725
02/28/17 12:00 AM,30.2847819458
02/28/17 01:00 AM,30.5975511158
02/28/17 02:00 AM,30.623077505
02/28/17 03:00 AM,30.0544863425
02/28/17 04:00 AM,30.5943921817
02/28/17 05:00 AM,31.0647632075
02/28/17 06:00 AM,31.5681957458
02/28/17 07:00 AM,32.2122162033
02/28/17 08:00 AM,48.4025231483
02/28/17 09:00 AM,33.2049354633
02/28/17 10:00 AM,27.8003624625
02/28/17 11:00 AM,23.9571149075
02/28/17 12:00 PM,22.7732073533
02/28/17 01:00 PM,22.2648554583
02/28/17 02:00 PM,22.0799910133
02/28/17 03:00 PM,22.0538736017
02/28/17 04:00 PM,22.0015673142
02/28/17 05:00 PM,27.4046371892
02/28/17 06:00 PM,26.0500386067
