Time,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s,,
2017-01-01T07:05:00Z,0,0,2.288888889,89,3.933333333,295,1.028192,,
2017-01-01T07:10:00Z,0,0,2.361111111,89.8,3.877777778,302,0.491744,,
2017-01-01T07:15:00Z,0,0,2.088888889,90.4,3.511111111,299,1.519936,,
2017-01-01T07:20:00Z,0,0,2.15,91.1,3.461111111,281,1.743456,,
2017-01-01T07:25:00Z,0,0,2.127777778,91.7,3.355555556,285,0.759968,,
2017-01-01T07:30:00Z,0,0,2.061111111,92.6,3.144444444,229,1.743456,,
2017-01-01T07:35:00Z,0,0,2.172222222,92.6,3.25,279,0.491744,,
2017-01-01T07:40:00Z,0,0,2.227777778,92,3.405555556,268,0.759968,,
2017-01-01T07:45:00Z,0,0,2.311111111,90.3,3.75,279,2.279904,,
2017-01-01T07:50:00Z,0,0,2.027777778,89,3.672222222,281,1.743456,,
2017-01-01T07:55:00Z,0,0,1.961111111,88.6,3.672222222,279,1.251712,,
2017-01-01T08:00:00Z,0,0,1.85,88.5,3.566666667,299,0.491744,,
2017-01-01T08:05:00Z,0,0,1.772222222,89,3.405555556,212,0.491744,,
2017-01-01T08:10:00Z,0,0,1.711111111,89.8,3.222222222,233,1.028192,,
2017-01-01T08:15:00Z,0,0,1.772222222,90.5,3.166666667,243,1.028192,,
2017-01-01T08:20:00Z,0,0,1.777777778,90.9,3.116666667,230,1.028192,,
2017-01-01T08:25:00Z,0,0,1.788888889,91.2,3.088888889,230,0.759968,,
2017-01-01T08:30:00Z,0,0,1.772222222,91.4,3.033333333,248,0.491744,,
2017-01-01T08:35:00Z,0,0,1.822222222,91.7,3.033333333,284,0.268224,,
2017-01-01T08:40:00Z,0,0,1.827777778,91.8,3.033333333,241,0.268224,,
2017-01-01T08:45:00Z,0,0,1.788888889,92,2.955555556,230,0.491744,,
2017-01-01T08:50:00Z,0,0,1.988888889,92.3,3.116666667,272,0,,
2017-01-01T08:55:00Z,0,0,2.022222222,92,3.194444444,257,0.491744,,
2017-01-01T09:00:00Z,0,0,1.988888889,91.6,3.222222222,286,0,,
2017-01-01T09:05:00Z,0,0,1.65,90.6,3.033333333,279,1.251712,,
2017-01-01T09:10:00Z,0,0,1.427777778,90.2,2.877777778,291,0.491744,,
2017-01-01T09:15:00Z,0,0,1.272222222,89.5,2.822222222,295,0.268224,,
2017-01-01T09:20:00Z,0,0,1.188888889,89.5,2.744444444,302,0,,
2017-01-01T09:25:00Z,0,0,1.1,89.4,2.661111111,302,0,,
2017-01-01T09:30:00Z,0,0,0.95,88.8,2.611111111,293,0,,
2017-01-01T09:35:00Z,0,0,0.788888889,88.3,2.527777778,300,0,,
2017-01-01T09:40:00Z,0,0,0.627777778,87.8,2.45,305,0,,
2017-01-01T09:45:00Z,0,0,0.488888889,87.4,2.372222222,295,0,,
2017-01-01T09:50:00Z,0,0,0.45,87.1,2.372222222,313,0,,
2017-01-01T09:55:00Z,0,0,0.261111111,86.6,2.261111111,309,0,,
2017-01-01T10:00:00Z,0,0,0.238888889,86.3,2.288888889,305,0,,
2017-01-01T10:05:00Z,0,0,0.061111111,85.7,2.211111111,320,0,,
2017-01-01T10:10:00Z,0,0,0.027777778,85.3,2.233333333,307,0,,
2017-01-01T10:15:00Z,0,0,-0.172222222,84.9,2.1,309,0,,
2017-01-01T10:20:00Z,0,0,-0.188888889,84.8,2.1,321,0,,
2017-01-01T10:25:00Z,0,0,-0.177777778,84.7,2.127777778,295,0,,
2017-01-01T10:30:00Z,0,0,-0.177777778,84.7,2.127777778,316,0,,
2017-01-01T10:35:00Z,0,0,-0.261111111,84.5,2.072222222,299,0,,
2017-01-01T10:40:00Z,0,0,-0.272222222,84.6,2.05,305,0,,
2017-01-01T10:45:00Z,0,0,-0.261111111,84.7,2.05,291,0,,
2017-01-01T10:50:00Z,0,0,-0.261111111,84.7,2.05,295,0,,
2017-01-01T10:55:00Z,0,0,-0.322222222,84.5,2.022222222,312,0,,
2017-01-01T11:00:00Z,0,0,-0.322222222,84.5,2.022222222,303,0,,
2017-01-01T11:05:00Z,0,0,-0.572222222,83.6,1.911111111,298,0,,
2017-01-01T11:10:00Z,0,0,-0.688888889,83.2,1.861111111,317,0,,
2017-01-01T11:15:00Z,0,0,-0.772222222,83,1.805555556,303,0,,
2017-01-01T11:20:00Z,0,0,-0.988888889,82.5,1.672222222,295,0.268224,,
2017-01-01T11:25:00Z,0,0,-1.088888889,81.9,1.672222222,292,0,,
2017-01-01T11:30:00Z,0,0,-1.172222222,81.4,1.672222222,307,0,,
2017-01-01T11:35:00Z,0,0,-1.361111111,80.9,1.561111111,302,0,,
2017-01-01T11:40:00Z,0,0,-1.377777778,81.1,1.505555556,300,0,,
2017-01-01T11:45:00Z,0,0,-1.472222222,81.2,1.4,316,0,,
2017-01-01T11:50:00Z,0,0,-1.522222222,81.4,1.316666667,334,0,,
2017-01-01T11:55:00Z,0,0,-1.75,80.5,1.233333333,309,0,,
2017-01-01T12:00:00Z,0,0,-1.972222222,79.2,1.233333333,295,0,,
2017-01-01T12:05:00Z,0,0,-2,79.5,1.155555556,286,0,,
2017-01-01T12:10:00Z,0,0,-2.088888889,79.1,1.127777778,307,0,,
2017-01-01T12:15:00Z,0,0,-2.211111111,78.4,1.127777778,288,0,,
2017-01-01T12:20:00Z,0,0,-2.277777778,78,1.127777778,288,0,,
2017-01-01T12:25:00Z,0,0,-2.3,77.9,1.127777778,288,0,,
2017-01-01T12:30:00Z,0,0,-2.311111111,77.8,1.127777778,291,0,,
2017-01-01T12:35:00Z,0,0,-2.261111111,78.6,1.044444444,291,0,,
2017-01-01T12:40:00Z,0,0,-2.238888889,79.5,0.905555556,298,0,,
2017-01-01T12:45:00Z,0,0,-2.261111111,80,0.8,355,0,,
2017-01-01T12:50:00Z,0,0,-2.211111111,80.3,0.8,338,0,,
2017-01-01T12:55:00Z,0,0,-2.161111111,80.4,0.822222222,307,0,,
2017-01-01T13:00:00Z,0,0,-2.011111111,80.7,0.933333333,324,0,,
2017-01-01T13:05:00Z,8.018846735,8.695223405,-1.861111111,80.8,1.072222222,319,0,,
2017-01-01T13:10:00Z,10.11470253,7.685683477,-1.872222222,80.4,1.127777778,321,0,,
2017-01-01T13:15:00Z,14.17017767,10.32033772,-1.827777778,80,1.233333333,321,0,,
2017-01-01T13:20:00Z,17.9193723,11.8465542,-1.638888889,80.5,1.344444444,321,0,,
2017-01-01T13:25:00Z,22.34953481,14.30469098,-1.588888889,80.5,1.4,321,0,,
2017-01-01T13:30:00Z,28.16714322,19.52793099,-1.677777778,80.1,1.372222222,321,0,,
2017-01-01T13:35:00Z,32.98318982,22.22780683,-1.7,80.3,1.316666667,321,0,,
2017-01-01T13:40:00Z,38.39921679,26.20296204,-1.377777778,80.3,1.644444444,321,0,,
2017-01-01T13:45:00Z,48.79012623,49.35201761,-1.288888889,79.6,1.861111111,321,0,,
2017-01-01T13:50:00Z,61.13539772,172.4154119,-1.427777778,78.2,1.966666667,321,0,,
2017-01-01T13:55:00Z,50.70951764,494.5045016,-1.477777778,77,2.127777778,329,0,,
2017-01-01T14:00:00Z,45.85065579,608.976165,-1.561111111,76.4,2.155555556,300,0,,
2017-01-01T14:05:00Z,75.89907053,198.1062829,-1.9,75.8,1.911111111,298,0,,
2017-01-01T14:10:00Z,62.17958395,25.55119412,-1.95,75.8,1.861111111,305,0,,
2017-01-01T14:15:00Z,58.44160253,15.40743274,-1.822222222,76.4,1.883333333,288,0,,
2017-01-01T14:20:00Z,61.91168335,15.26738798,-1.688888889,76.7,1.966666667,274,0,,
2017-01-01T14:25:00Z,68.68535984,18.46027011,-1.6,76.6,2.072222222,312,0,,
2017-01-01T14:30:00Z,76.49591999,23.36543184,-1.588888889,76.7,2.072222222,307,0,,
2017-01-01T14:35:00Z,84.64335446,29.73242974,-1.5,76.9,2.127777778,284,0,,
2017-01-01T14:40:00Z,92.25196366,36.38658316,-1.322222222,76.9,2.316666667,306,0,,
2017-01-01T14:45:00Z,98.85703199,41.94988793,-1.538888889,76.1,2.233333333,320,0,,
2017-01-01T14:50:00Z,104.4142068,45.60202841,-1.638888889,75.8,2.183333333,314,0,,
2017-01-01T14:55:00Z,91.98815744,20.02316531,-1.272222222,76,2.527777778,305,0,,
2017-01-01T15:00:00Z,88.4090937,14.34375979,-1.461111111,74.8,2.555555556,303,0,,
2017-01-01T15:05:00Z,130.503162,118.2009183,-0.85,74.6,3.222222222,303,0,,
2017-01-01T15:10:00Z,108.1881503,468.770878,-0.677777778,72.9,3.722222222,223,0,,
2017-01-01T15:15:00Z,84.30619869,657.4207575,-1.072222222,71.9,3.511111111,156,0,,
2017-01-01T15:20:00Z,83.70499308,677.0127544,-1.127777778,72.4,3.355555556,143,0,,
2017-01-01T15:25:00Z,82.88084901,696.6137057,-0.577777778,72.5,3.905555556,153,0,,
2017-01-01T15:30:00Z,83.90370825,703.2622908,-0.372222222,71.6,4.3,143,0,,
2017-01-01T15:35:00Z,85.14574362,707.8237301,-0.372222222,70.2,4.583333333,119,0,,
2017-01-01T15:40:00Z,84.20682962,724.9057403,-0.088888889,69.2,5.077777778,108,0,,
2017-01-01T15:45:00Z,83.42393456,739.9856299,-0.022222222,68.2,5.361111111,45,0,,
2017-01-01T15:50:00Z,83.90580782,746.7317929,-0.2,67.1,5.411111111,319,0,,
2017-01-01T15:55:00Z,84.75908048,750.6906032,-0.722222222,65.5,5.205555556,190,0,,
2017-01-01T16:00:00Z,84.26209904,761.7323895,-1.161111111,65.8,4.688888889,142,0,,
2017-01-01T16:05:00Z,83.80189535,771.8353238,-0.911111111,66.5,4.794444444,133,0,,
2017-01-01T16:10:00Z,83.80332968,778.7088185,-0.411111111,66.9,5.233333333,97,0,,
2017-01-01T16:15:00Z,83.85424038,784.7299165,-1.422222222,66.3,4.3,166,0,,
2017-01-01T16:20:00Z,84.32047585,787.9601506,-0.927777778,68.5,4.35,282,0,,
2017-01-01T16:25:00Z,84.58196998,791.8074774,-0.927777778,68.1,4.427777778,264,0,,
2017-01-01T16:30:00Z,83.97187249,799.7981626,-0.75,67.8,4.688888889,218,0,,
2017-01-01T16:35:00Z,83.1830569,808.1992471,-0.961111111,66.5,4.738888889,206,0,,
2017-01-01T16:40:00Z,82.83227423,813.787917,-0.611111111,66.4,5.127777778,198,0,,
2017-01-01T16:45:00Z,84.33040333,809.2863067,-0.438888889,65.9,5.411111111,204,0.268224,,
2017-01-01T16:50:00Z,85.24354094,807.4733802,-0.538888889,66.5,5.177777778,240,0.268224,,
2017-01-01T16:55:00Z,83.52946768,818.8000827,-0.85,66.3,4.894444444,295,0.268224,,
2017-01-01T17:00:00Z,83.01505818,823.4954245,-0.588888889,67.6,4.894444444,246,0.268224,,
2017-01-01T17:05:00Z,82.92218642,825.6138688,-1.227777778,67.4,4.272222222,260,1.028192,,
2017-01-01T17:10:00Z,82.38284017,829.6200675,-1.088888889,67.8,4.322222222,227,0.268224,,
2017-01-01T17:15:00Z,82.34544655,830.6658134,-0.738888889,68.2,4.611111111,229,0.491744,,
2017-01-01T17:20:00Z,82.51509787,830.271212,-0.6,67.4,4.922222222,225,0.491744,,
2017-01-01T17:25:00Z,83.61557755,824.7512959,-0.138888889,67,5.488888889,211,0,,
2017-01-01T17:30:00Z,81.80772695,833.6834461,-0.172222222,65.7,5.744444444,194,0,,
2017-01-01T17:35:00Z,79.6104851,844.2799092,-0.011111111,64.7,6.127777778,136,0,,
2017-01-01T17:40:00Z,81.29118336,834.6114656,-0.038888889,64.6,6.127777778,211,0.268224,,
2017-01-01T17:45:00Z,83.30527717,822.8329026,-0.222222222,64.3,6,307,0.268224,,
2017-01-01T17:50:00Z,80.1304115,837.355632,0.388888889,64.9,6.511111111,299,0,,
2017-01-01T17:55:00Z,76.13011518,856.0151719,-0.861111111,64.5,5.283333333,279,0.759968,,
2017-01-01T18:00:00Z,80.45410126,830.8720846,0.172222222,65.7,6.1,296,0.268224,,
2017-01-01T18:05:00Z,86.86326482,794.3945549,-0.872222222,64,5.383333333,248,1.028192,,
2017-01-01T18:10:00Z,83.26663563,809.5900585,-0.75,64.9,5.305555556,279,0.491744,,
2017-01-01T18:15:00Z,80.12710398,822.2548818,-0.722222222,65.4,5.233333333,278,0.759968,,
2017-01-01T18:20:00Z,81.97769525,808.01562,0.661111111,64.8,6.811111111,272,0,,
2017-01-01T18:25:00Z,80.88951011,808.9959283,-0.188888889,61.9,6.583333333,275,0,,
2017-01-01T18:30:00Z,76.37494193,828.3622343,-0.377777778,62.8,6.177777778,206,0.268224,,
2017-01-01T18:35:00Z,75.1190063,829.731753,-0.138888889,61.6,6.711111111,188,0,,
2017-01-01T18:40:00Z,77.79850533,808.6412338,-0.638888889,61.4,6.227777778,260,0.268224,,
2017-01-01T18:45:00Z,75.83562438,812.9982363,-0.577777778,62.1,6.127777778,257,0.491744,,
2017-01-01T18:50:00Z,73.04135522,821.8934619,-0.111111111,61.7,6.711111111,265,0,,
2017-01-01T18:55:00Z,72.07948398,819.9142641,-0.188888889,60.3,6.966666667,201,0,,
2017-01-01T19:00:00Z,70.0819326,823.6658637,-0.038888889,59.1,7.416666667,177,0,,
2017-01-01T19:05:00Z,70.2144504,814.1960371,-0.461111111,58.3,7.166666667,212,0,,
2017-01-01T19:10:00Z,70.59927395,802.435707,-0.627777778,59.2,6.761111111,213,0.268224,,
2017-01-01T19:15:00Z,71.22022822,788.3471232,-0.5,59.9,6.738888889,153,0.759968,,
2017-01-01T19:20:00Z,69.24835351,789.9111311,0.222222222,59.7,7.544444444,135,0,,
2017-01-01T19:25:00Z,65.74089732,801.2510257,-0.561111111,58.8,6.938888889,204,0.268224,,
2017-01-01T19:30:00Z,64.03593316,800.5883714,-0.177777778,59.1,7.266666667,160,0.268224,,
2017-01-01T19:35:00Z,62.39330552,799.0687142,-0.888888889,57.5,6.916666667,257,0.759968,,
2017-01-01T19:40:00Z,62.93797873,781.5361559,-0.588888889,59.2,6.811111111,251,0.759968,,
2017-01-01T19:45:00Z,63.24306379,764.4072902,0.077777778,59,7.566666667,206,0,,
2017-01-01T19:50:00Z,59.87073181,773.4682405,-0.177777778,58.2,7.494444444,135,0.268224,,
2017-01-01T19:55:00Z,57.19539377,777.3364306,0.077777778,58.5,7.694444444,133,0.268224,,
2017-01-01T20:00:00Z,57.15943354,759.9012175,0.222222222,57.9,7.994444444,149,0,,
2017-01-01T20:05:00Z,54.25990509,764.6707543,0.011111111,57,7.994444444,140,0,,
2017-01-01T20:10:00Z,51.14489612,771.3376158,0.172222222,57.2,8.122222222,125,0,,
2017-01-01T20:15:00Z,52.44521164,738.4738396,-0.227777778,57,7.744444444,145,0,,
2017-01-01T20:20:00Z,50.0864926,736.7942326,0.377777778,57.7,8.222222222,128,0,,
2017-01-01T20:25:00Z,46.60717024,745.6715368,0.1,57.2,8.044444444,108,0,,
2017-01-01T20:30:00Z,44.37391538,742.3054108,0.4,57,8.416666667,108,0,,
2017-01-01T20:35:00Z,42.62579206,733.0666155,0.811111111,56.1,9.088888889,95,0,,
2017-01-01T20:40:00Z,41.21741554,718.6621381,-0.411111111,55.5,7.944444444,136,0.268224,,
2017-01-01T20:45:00Z,40.11014205,698.6356659,-0.372222222,57.7,7.416666667,117,0,,
2017-01-01T20:50:00Z,54.57364369,465.9239128,-0.388888889,58.3,7.244444444,178,0,,
2017-01-01T20:55:00Z,63.27280831,139.1756642,-0.35,59.1,7.088888889,149,0,,
2017-01-01T21:00:00Z,43.71274976,24.8533478,-0.277777778,60,6.938888889,122,0,,
2017-01-01T21:05:00Z,34.31376138,14.51647514,-0.238888889,60.5,6.866666667,122,0,,
2017-01-01T21:10:00Z,35.11319023,23.02468069,0.038888889,60.9,7.066666667,121,0,,
2017-01-01T21:15:00Z,43.08649983,140.8205374,0.211111111,60.4,7.366666667,118,0,,
2017-01-01T21:20:00Z,25.9326952,568.6794337,-0.022222222,60.2,7.166666667,118,0,,
2017-01-01T21:25:00Z,18.15950392,680.5731974,-0.238888889,60.6,6.838888889,118,0,,
2017-01-01T21:30:00Z,17.31684147,620.6237165,-0.127777778,61.4,6.761111111,129,0.268224,,
2017-01-01T21:35:00Z,15.02326092,590.4049713,-0.072222222,62,6.688888889,114,0,,
2017-01-01T21:40:00Z,8.974496109,719.6080111,-0.05,62.4,6.611111111,129,0,,
2017-01-01T21:45:00Z,0,0,-0.038888889,62.9,6.511111111,157,0,,
2017-01-01T21:50:00Z,0,0,-0.05,63.2,6.433333333,135,0,,
2017-01-01T21:55:00Z,0,0,-0.061111111,63.6,6.333333333,132,0,,
2017-01-01T22:00:00Z,0,0,0,64.1,6.277777778,132,0,,
2017-01-01T22:05:00Z,0,0,0.022222222,64.5,6.205555556,132,0,,
2017-01-01T22:10:00Z,0,0,0,64.9,6.1,114,0,,
2017-01-01T22:15:00Z,0,0,-0.011111111,65.2,6.027777778,128,0,,
2017-01-01T22:20:00Z,0,0,0,65.7,5.922222222,133,0,,
2017-01-01T22:25:00Z,0,0,-0.027777778,67.1,5.588888889,128,0,,
2017-01-01T22:30:00Z,0,0,0.027777778,67.5,5.566666667,119,0,,
2017-01-01T22:35:00Z,0,0,0.011111111,68.6,5.305555556,119,0,,
2017-01-01T22:40:00Z,0,0,0.061111111,69.1,5.255555556,119,0,,
2017-01-01T22:45:00Z,0,0,0.138888889,69.4,5.283333333,108,0,,
2017-01-01T22:50:00Z,0,0,0.227777778,69.7,5.305555556,101,0,,
2017-01-01T22:55:00Z,0,0,0.122222222,69.8,5.177777778,98,0,,
2017-01-01T23:00:00Z,0,0,0.122222222,70.4,5.05,98,0,,
2017-01-01T23:05:00Z,0,0,0.172222222,71.2,4.944444444,98,0,,
2017-01-01T23:10:00Z,0,0,0.3,71.1,5.1,97,0,,
2017-01-01T23:15:00Z,0,0,0.122222222,71.2,4.894444444,110,0,,
2017-01-01T23:20:00Z,0,0,0,71.6,4.688888889,98,0,,
2017-01-01T23:25:00Z,0,0,0.077777778,72.4,4.611111111,98,0,,
2017-01-01T23:30:00Z,0,0,0.027777778,72.8,4.477777778,98,0,,
2017-01-01T23:35:00Z,0,0,0.061111111,73.5,4.377777778,98,0,,
2017-01-01T23:40:00Z,0,0,0.161111111,73.9,4.4,98,0,,
2017-01-01T23:45:00Z,0,0,0.222222222,74.1,4.427777778,98,0,,
2017-01-01T23:50:00Z,0,0,0.261111111,73.9,4.505555556,98,0,,
2017-01-01T23:55:00Z,0,0,0.322222222,73.7,4.611111111,94,0.268224,,
2017-01-02T00:00:00Z,0,0,0.188888889,73,4.611111111,94,0,,
2017-01-02T00:05:00Z,0,0,0.272222222,73,4.688888889,94,0,,
2017-01-02T00:10:00Z,0,0,0.261111111,72.8,4.716666667,88,0,,
2017-01-02T00:15:00Z,0,0,0.227777778,72.8,4.688888889,73,0,,
2017-01-02T00:20:00Z,0,0,0.222222222,72.9,4.661111111,73,0,,
2017-01-02T00:25:00Z,0,0,0.172222222,72.9,4.611111111,77,0,,
2017-01-02T00:30:00Z,0,0,0.277777778,73.2,4.661111111,83,0.268224,,
2017-01-02T00:35:00Z,0,0,0.188888889,73.1,4.583333333,95,0,,
2017-01-02T00:40:00Z,0,0,0.238888889,73.4,4.583333333,84,0,,
2017-01-02T00:45:00Z,0,0,0.2,73.3,4.555555556,86,0,,
2017-01-02T00:50:00Z,0,0,0.238888889,73.4,4.583333333,84,0,,
2017-01-02T00:55:00Z,0,0,0.172222222,73.4,4.505555556,100,0,,
2017-01-02T01:00:00Z,0,0,0.188888889,73.8,4.455555556,98,0,,
2017-01-02T01:05:00Z,0,0,0.122222222,74.1,4.322222222,98,0,,
2017-01-02T01:10:00Z,0,0,0.111111111,74.7,4.194444444,98,0,,
2017-01-02T01:15:00Z,0,0,0.122222222,75.2,4.116666667,86,0,,
2017-01-02T01:20:00Z,0,0,0.172222222,75.3,4.138888889,84,0.268224,,
2017-01-02T01:25:00Z,0,0,0.138888889,74.9,4.194444444,65,0.759968,,
2017-01-02T01:30:00Z,0,0,0.088888889,74.6,4.194444444,66,0.268224,,
2017-01-02T01:35:00Z,0,0,0.077777778,74.8,4.138888889,79,0,,
2017-01-02T01:40:00Z,0,0,0.05,75.1,4.061111111,70,0,,
2017-01-02T01:45:00Z,0,0,-0.038888889,75.4,3.905555556,83,0.268224,,
2017-01-02T01:50:00Z,0,0,0.011111111,75.7,3.905555556,69,0,,
2017-01-02T01:55:00Z,0,0,0.027777778,75.8,3.905555556,80,0,,
2017-01-02T02:00:00Z,0,0,-0.077777778,75.6,3.827777778,29,0,,
2017-01-02T02:05:00Z,0,0,-0.172222222,75.7,3.722222222,11,0,,
2017-01-02T02:10:00Z,0,0,-0.161111111,76,3.672222222,13,0,,
2017-01-02T02:15:00Z,0,0,-0.111111111,76,3.722222222,77,0,,
2017-01-02T02:20:00Z,0,0,-0.161111111,75.6,3.75,77,0,,
2017-01-02T02:25:00Z,0,0,-0.261111111,75.3,3.694444444,62,0,,
2017-01-02T02:30:00Z,0,0,-0.377777778,75.2,3.588888889,37,0,,
2017-01-02T02:35:00Z,0,0,-0.238888889,75.3,3.722222222,62,0,,
2017-01-02T02:40:00Z,0,0,-0.35,75.1,3.644444444,76,0,,
2017-01-02T02:45:00Z,0,0,-0.411111111,75.2,3.566666667,65,0,,
2017-01-02T02:50:00Z,0,0,-0.35,75.1,3.644444444,58,0,,
2017-01-02T02:55:00Z,0,0,-0.372222222,74.6,3.722222222,44,0,,
2017-01-02T03:00:00Z,0,0,-0.388888889,74.2,3.772222222,80,0,,
2017-01-02T03:05:00Z,0,0,-0.422222222,74.2,3.75,77,0,,
2017-01-02T03:10:00Z,0,0,-0.45,74.4,3.672222222,27,0,,
2017-01-02T03:15:00Z,0,0,-0.45,74.7,3.616666667,55,0,,
2017-01-02T03:20:00Z,0,0,-0.438888889,74.9,3.588888889,56,0,,
2017-01-02T03:25:00Z,0,0,-0.45,75,3.566666667,51,0,,
2017-01-02T03:30:00Z,0,0,-0.55,75,3.461111111,51,0,,
2017-01-02T03:35:00Z,0,0,-0.577777778,75.4,3.355555556,51,0,,
2017-01-02T03:40:00Z,0,0,-0.65,75.7,3.222222222,51,0,,
2017-01-02T03:45:00Z,0,0,-0.488888889,76,3.327777778,48,0,,
2017-01-02T03:50:00Z,0,0,-0.622222222,76,3.194444444,59,0,,
2017-01-02T03:55:00Z,0,0,-0.727777778,76.1,3.061111111,105,0,,
2017-01-02T04:00:00Z,0,0,-0.627777778,76.4,3.116666667,58,0,,
2017-01-02T04:05:00Z,0,0,-0.7,76.3,3.061111111,41,0,,
2017-01-02T04:10:00Z,0,0,-0.761111111,76.4,2.983333333,81,0,,
2017-01-02T04:15:00Z,0,0,-0.811111111,76.7,2.877777778,34,0,,
2017-01-02T04:20:00Z,0,0,-0.738888889,77.1,2.877777778,343,0,,
2017-01-02T04:25:00Z,0,0,-0.738888889,77.2,2.85,355,0,,
2017-01-02T04:30:00Z,0,0,-0.788888889,77.4,2.772222222,6,0,,
2017-01-02T04:35:00Z,0,0,-0.788888889,77.4,2.772222222,6,0,,
2017-01-02T04:40:00Z,0,0,-0.727777778,77.3,2.85,4,0,,
2017-01-02T04:45:00Z,0,0,-0.672222222,77.2,2.927777778,20,0,,
2017-01-02T04:50:00Z,0,0,-0.75,77,2.877777778,49,0,,
2017-01-02T04:55:00Z,0,0,-0.772222222,76.9,2.877777778,55,0,,
2017-01-02T05:00:00Z,0,0,-0.8,76.9,2.85,65,0,,
2017-01-02T05:05:00Z,0,0,-0.827777778,77,2.794444444,51,0,,
2017-01-02T05:10:00Z,0,0,-0.861111111,77.1,2.744444444,77,0.268224,,
2017-01-02T05:15:00Z,0,0,-0.861111111,77.3,2.716666667,62,0.268224,,
2017-01-02T05:20:00Z,0,0,-0.672222222,77.6,2.85,51,0,,
2017-01-02T05:25:00Z,0,0,-0.672222222,77.3,2.905555556,49,0,,
2017-01-02T05:30:00Z,0,0,-0.538888889,77.3,3.033333333,48,0,,
2017-01-02T05:35:00Z,0,0,-0.75,77,2.877777778,46,0,,
2017-01-02T05:40:00Z,0,0,-0.8,77.2,2.794444444,11,0,,
2017-01-02T05:45:00Z,0,0,-0.561111111,77.2,3.033333333,4,0,,
2017-01-02T05:50:00Z,0,0,-0.672222222,76.9,2.983333333,42,0,,
2017-01-02T05:55:00Z,0,0,-0.55,77.1,3.061111111,13,0,,
2017-01-02T06:00:00Z,0,0,-0.561111111,76.9,3.088888889,46,0,,
2017-01-02T06:05:00Z,0,0,-0.577777778,76.8,3.088888889,59,0,,
2017-01-02T06:10:00Z,0,0,-0.638888889,76.6,3.061111111,45,0,,
2017-01-02T06:15:00Z,0,0,-0.572222222,76.7,3.116666667,67,0,,
2017-01-02T06:20:00Z,0,0,-0.6,76.7,3.088888889,66,0,,
2017-01-02T06:25:00Z,0,0,-0.55,77.1,3.061111111,67,0,,
2017-01-02T06:30:00Z,0,0,-0.388888889,77.9,3.088888889,69,0,,
2017-01-02T06:35:00Z,0,0,-0.438888889,78.2,2.983333333,80,0,,
2017-01-02T06:40:00Z,0,0,-0.388888889,78.9,2.905555556,95,0,,
2017-01-02T06:45:00Z,0,0,-0.25,79.6,2.927777778,100,0,,
2017-01-02T06:50:00Z,0,0,-0.161111111,80.4,2.877777778,53,0,,
2017-01-02T06:55:00Z,0,0,0.011111111,81.4,2.877777778,44,0,,
2017-01-02T07:00:00Z,0,0,0.1,82.1,2.85,55,0,,
2017-01-02T07:05:00Z,0,0,0.222222222,82.8,2.85,81,0,,
2017-01-02T07:10:00Z,0,0,0.338888889,83.4,2.877777778,81,0,,
