Time,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s,,
2017-01-17T01:55:00Z,0,0,2.322222222,88.9,3.983333333,62,0,,
2017-01-17T02:00:00Z,0,0,2.261111111,89,3.905555556,62,0,,
2017-01-17T02:05:00Z,0,0,2.238888889,89.2,3.855555556,62,0,,
2017-01-17T02:10:00Z,0,0,2.3,89.4,3.877777778,62,0,,
2017-01-17T02:15:00Z,0,0,2.311111111,89.5,3.877777778,62,0,,
2017-01-17T02:20:00Z,0,0,2.4,89.7,3.933333333,62,0,,
2017-01-17T02:25:00Z,0,0,2.327777778,89.6,3.877777778,62,0,,
2017-01-17T02:30:00Z,0,0,2.45,89.7,3.983333333,62,0,,
2017-01-17T02:35:00Z,0,0,2.377777778,89.6,3.933333333,62,0,,
2017-01-17T02:40:00Z,0,0,2.477777778,89.9,3.983333333,62,0,,
2017-01-17T02:45:00Z,0,0,2.488888889,89.8,4.011111111,62,0,,
2017-01-17T02:50:00Z,0,0,2.438888889,89.8,3.955555556,62,0,,
2017-01-17T02:55:00Z,0,0,2.5,90,3.983333333,62,0,,
2017-01-17T03:00:00Z,0,0,2.511111111,89.9,4.011111111,62,0,,
2017-01-17T03:05:00Z,0,0,2.561111111,89.9,4.061111111,62,0,,
2017-01-17T03:10:00Z,0,0,2.672222222,90.1,4.138888889,62,0,,
2017-01-17T03:15:00Z,0,0,2.722222222,90.1,4.194444444,60,0,,
2017-01-17T03:20:00Z,0,0,2.822222222,90.1,4.3,60,0,,
2017-01-17T03:25:00Z,0,0,2.761111111,89.9,4.272222222,60,0,,
2017-01-17T03:30:00Z,0,0,2.788888889,89.6,4.35,60,0,,
2017-01-17T03:35:00Z,0,0,2.722222222,89.3,4.322222222,59,0,,
2017-01-17T03:40:00Z,0,0,2.777777778,89.2,4.4,58,0,,
2017-01-17T03:45:00Z,0,0,2.838888889,89.1,4.477777778,58,0,,
2017-01-17T03:50:00Z,0,0,2.811111111,88.9,4.477777778,58,0,,
2017-01-17T03:55:00Z,0,0,2.777777778,89,4.427777778,58,0,,
2017-01-17T04:00:00Z,0,0,2.75,89,4.4,58,0,,
2017-01-17T04:05:00Z,0,0,2.761111111,88.9,4.427777778,58,0,,
2017-01-17T04:10:00Z,0,0,2.922222222,88.9,4.583333333,58,0,,
2017-01-17T04:15:00Z,0,0,2.888888889,88.6,4.611111111,58,0,,
2017-01-17T04:20:00Z,0,0,2.85,88.5,4.583333333,59,0,,
2017-01-17T04:25:00Z,0,0,2.777777778,88.4,4.533333333,62,0,,
2017-01-17T04:30:00Z,0,0,2.677777778,88.4,4.427777778,62,0,,
2017-01-17T04:35:00Z,0,0,2.711111111,88.6,4.427777778,62,0,,
2017-01-17T04:40:00Z,0,0,2.877777778,88.7,4.583333333,62,0,,
2017-01-17T04:45:00Z,0,0,2.827777778,88.5,4.555555556,62,0,,
2017-01-17T04:50:00Z,0,0,2.8,88.5,4.533333333,62,0,,
2017-01-17T04:55:00Z,0,0,2.822222222,88.6,4.533333333,62,0,,
2017-01-17T05:00:00Z,0,0,2.861111111,88.7,4.555555556,62,0,,
2017-01-17T05:05:00Z,0,0,2.827777778,88.7,4.533333333,62,0,,
2017-01-17T05:10:00Z,0,0,2.811111111,88.7,4.505555556,62,0,,
2017-01-17T05:15:00Z,0,0,2.872222222,88.8,4.555555556,62,0,,
2017-01-17T05:20:00Z,0,0,2.811111111,88.7,4.505555556,62,0,,
2017-01-17T05:25:00Z,0,0,2.922222222,88.9,4.583333333,62,0,,
2017-01-17T05:30:00Z,0,0,2.972222222,88.9,4.638888889,62,0,,
2017-01-17T05:35:00Z,0,0,2.938888889,88.9,4.611111111,62,0,,
2017-01-17T05:40:00Z,0,0,2.988888889,88.9,4.661111111,62,0,,
2017-01-17T05:45:00Z,0,0,3.011111111,89,4.661111111,62,0,,
2017-01-17T05:50:00Z,0,0,3.011111111,89,4.661111111,62,0,,
2017-01-17T05:55:00Z,0,0,2.972222222,89.1,4.611111111,62,0,,
2017-01-17T06:00:00Z,0,0,3.072222222,89.4,4.661111111,62,0,,
2017-01-17T06:05:00Z,0,0,3.138888889,89.5,4.716666667,62,0,,
2017-01-17T06:10:00Z,0,0,3.088888889,89.5,4.661111111,62,0,,
2017-01-17T06:15:00Z,0,0,3.15,89.6,4.716666667,62,0,,
2017-01-17T06:20:00Z,0,0,3.127777778,89.6,4.688888889,62,0,,
2017-01-17T06:25:00Z,0,0,3.138888889,89.7,4.688888889,62,0,,
2017-01-17T06:30:00Z,0,0,3.038888889,89.7,4.583333333,62,0,,
2017-01-17T06:35:00Z,0,0,3.138888889,90,4.638888889,62,0,,
2017-01-17T06:40:00Z,0,0,3.177777778,90.1,4.661111111,62,0,,
2017-01-17T06:45:00Z,0,0,3.261111111,90.1,4.738888889,62,0,,
2017-01-17T06:50:00Z,0,0,3.25,89.9,4.766666667,62,0,,
2017-01-17T06:55:00Z,0,0,3.227777778,89.9,4.738888889,62,0,,
2017-01-17T07:00:00Z,0,0,3.272222222,90,4.766666667,62,0,,
2017-01-17T07:05:00Z,0,0,3.327777778,90.2,4.794444444,62,0,,
2017-01-17T07:10:00Z,0,0,3.338888889,90.1,4.816666667,62,0,,
2017-01-17T07:15:00Z,0,0,3.272222222,90.2,4.738888889,62,0,,
2017-01-17T07:20:00Z,0,0,3.45,90.5,4.866666667,62,0,,
2017-01-17T07:25:00Z,0,0,3.388888889,90.3,4.844444444,62,0,,
2017-01-17T07:30:00Z,0,0,3.4,90.2,4.866666667,62,0,,
2017-01-17T07:35:00Z,0,0,3.45,90.2,4.922222222,60,0,,
2017-01-17T07:40:00Z,0,0,3.45,90.2,4.922222222,60,0,,
2017-01-17T07:45:00Z,0,0,3.438888889,90.3,4.894444444,59,0,,
2017-01-17T07:50:00Z,0,0,3.4,90.7,4.794444444,58,0,,
2017-01-17T07:55:00Z,0,0,3.45,91,4.794444444,59,0,,
2017-01-17T08:00:00Z,0,0,3.538888889,91.4,4.816666667,59,0,,
2017-01-17T08:05:00Z,0,0,3.422222222,91.6,4.661111111,77,0,,
2017-01-17T08:10:00Z,0,0,3.477777778,92,4.661111111,80,0,,
2017-01-17T08:15:00Z,0,0,3.572222222,92.3,4.716666667,80,0,,
2017-01-17T08:20:00Z,0,0,3.577777778,92.5,4.688888889,80,0,,
2017-01-17T08:25:00Z,0,0,3.6,92.8,4.661111111,79,0,,
2017-01-17T08:30:00Z,0,0,3.572222222,93.1,4.583333333,79,0,,
2017-01-17T08:35:00Z,0,0,3.588888889,93.4,4.555555556,72,0,,
2017-01-17T08:40:00Z,0,0,3.577777778,93.7,4.505555556,53,0,,
2017-01-17T08:45:00Z,0,0,3.672222222,94.1,4.533333333,69,0,,
2017-01-17T08:50:00Z,0,0,3.627777778,94.2,4.477777778,65,0,,
2017-01-17T08:55:00Z,0,0,3.661111111,94.4,4.477777778,62,0,,
2017-01-17T09:00:00Z,0,0,3.772222222,94.6,4.555555556,62,0,,
2017-01-17T09:05:00Z,0,0,3.761111111,94.7,4.533333333,62,0,,
2017-01-17T09:10:00Z,0,0,3.861111111,95,4.583333333,62,0,,
2017-01-17T09:15:00Z,0,0,3.772222222,95.1,4.477777778,66,0,,
2017-01-17T09:20:00Z,0,0,3.822222222,95.3,4.505555556,72,0,,
2017-01-17T09:25:00Z,0,0,4.011111111,95.7,4.638888889,72,0,,
2017-01-17T09:30:00Z,0,0,4.122222222,95.9,4.716666667,72,0,,
2017-01-17T09:35:00Z,0,0,4.211111111,96,4.794444444,72,0,,
2017-01-17T09:40:00Z,0,0,4.411111111,96.3,4.944444444,72,0,,
2017-01-17T09:45:00Z,0,0,4.711111111,96.6,5.205555556,72,0,,
2017-01-17T09:50:00Z,0,0,4.75,96.5,5.255555556,72,0,,
2017-01-17T09:55:00Z,0,0,4.788888889,96.6,5.283333333,72,0,,
2017-01-17T10:00:00Z,0,0,4.8,96.7,5.283333333,10,0,,
2017-01-17T10:05:00Z,0,0,5.572222222,97.2,5.972222222,42,0,,
2017-01-17T10:10:00Z,0,0,5.55,96.9,6,133,0,,
2017-01-17T10:15:00Z,0,0,5.522222222,96.9,5.972222222,133,0,,
2017-01-17T10:20:00Z,0,0,5.677777778,97.1,6.1,133,0,,
2017-01-17T10:25:00Z,0,0,5.522222222,96.9,5.972222222,133,0,,
2017-01-17T10:30:00Z,0,0,5.25,96.8,5.716666667,192,0,,
2017-01-17T10:35:00Z,0,0,5.311111111,97,5.744444444,206,0,,
2017-01-17T10:40:00Z,0,0,5.172222222,96.9,5.616666667,206,0,,
2017-01-17T10:45:00Z,0,0,5.222222222,97.1,5.644444444,206,0,,
2017-01-17T10:50:00Z,0,0,5.311111111,97.2,5.716666667,206,0,,
2017-01-17T10:55:00Z,0,0,5.361111111,97.2,5.772222222,206,0,,
2017-01-17T11:00:00Z,0,0,5.627777778,97.3,6.027777778,206,0,,
2017-01-17T11:05:00Z,0,0,5.611111111,97.3,6,206,0,,
2017-01-17T11:10:00Z,0,0,5.8,97.4,6.177777778,206,0,,
2017-01-17T11:15:00Z,0,0,6.238888889,97.6,6.583333333,206,0,,
2017-01-17T11:20:00Z,0,0,6.361111111,97.6,6.711111111,205,0,,
2017-01-17T11:25:00Z,0,0,5.911111111,97.1,6.333333333,205,0,,
2017-01-17T11:30:00Z,0,0,5.972222222,97.5,6.333333333,205,0,,
2017-01-17T11:35:00Z,0,0,6.111111111,97.6,6.461111111,206,0,,
2017-01-17T11:40:00Z,0,0,6.077777778,97.7,6.405555556,206,0,,
2017-01-17T11:45:00Z,0,0,6.188888889,97.8,6.511111111,206,0,,
2017-01-17T11:50:00Z,0,0,6.388888889,97.8,6.711111111,206,0,,
2017-01-17T11:55:00Z,0,0,6.338888889,97.8,6.661111111,205,0,,
2017-01-17T12:00:00Z,0,0,6.488888889,97.9,6.788888889,205,0,,
2017-01-17T12:05:00Z,0,0,6.7,98,6.988888889,205,0,,
2017-01-17T12:10:00Z,0,0,6.8,98,7.088888889,205,0,,
2017-01-17T12:15:00Z,0,0,6.827777778,98,7.116666667,160,0,,
2017-01-17T12:20:00Z,0,0,7.177777778,98.2,7.444444444,119,0,,
2017-01-17T12:25:00Z,0,0,7.411111111,98.2,7.672222222,173,0.268224,,
2017-01-17T12:30:00Z,0,0,7.561111111,98.2,7.822222222,163,0.268224,,
2017-01-17T12:35:00Z,0,0,7.711111111,98.2,7.972222222,185,0.268224,,
2017-01-17T12:40:00Z,0,0,7.8,98.1,8.072222222,135,0,,
2017-01-17T12:45:00Z,0,0,8.038888889,98.2,8.294444444,170,0,,
2017-01-17T12:50:00Z,0,0,8.311111111,98.2,8.566666667,163,0,,
2017-01-17T12:55:00Z,0,0,8.8,98.3,9.038888889,199,0.268224,,
2017-01-17T13:00:00Z,1.433961695,0.894003142,8.761111111,97.9,9.066666667,240,0,,
2017-01-17T13:05:00Z,1.300654206,0.67239177,8.877777778,97.9,9.188888889,149,0,,
2017-01-17T13:10:00Z,1.472859235,0.591401903,9.327777778,98.1,9.605555556,133,0.268224,,
2017-01-17T13:15:00Z,2.562435665,0.650618637,9.411111111,97.8,9.733333333,124,0,,
2017-01-17T13:20:00Z,3.246713708,0.629321192,9.522222222,97.7,9.855555556,125,0,,
2017-01-17T13:25:00Z,2.528328882,0.469567717,9.461111111,97.5,9.827777778,131,0,,
2017-01-17T13:30:00Z,3.306735161,0.464210532,9.488888889,97.5,9.855555556,131,0,,
2017-01-17T13:35:00Z,5.012175243,0.518402439,9.45,97.4,9.827777778,131,0,,
2017-01-17T13:40:00Z,6.29396835,0.530241822,9.411111111,97.3,9.805555556,132,0,,
2017-01-17T13:45:00Z,7.189346511,0.51001793,9.788888889,97.4,10.17222222,139,0.268224,,
2017-01-17T13:50:00Z,9.894564012,0.59921818,9.8,97.3,10.2,139,0,,
2017-01-17T13:55:00Z,16.09407902,0.970913591,10.07222222,97.3,10.46666667,159,0,,
2017-01-17T14:00:00Z,21.84203819,1.388842199,10.06111111,97.1,10.49444444,157,0,,
2017-01-17T14:05:00Z,23.02402154,1.284517487,9.95,97,10.39444444,139,0,,
2017-01-17T14:10:00Z,20.08792564,0.846440679,10.16111111,97.1,10.58888889,142,0,,
2017-01-17T14:15:00Z,20.94899639,0.778302536,10.27222222,97,10.71111111,163,0,,
2017-01-17T14:20:00Z,26.78489991,1.053353761,10.4,97.1,10.83333333,184,0,,
2017-01-17T14:25:00Z,33.45981345,1.45735358,10.57222222,97.2,10.97777778,171,0,,
2017-01-17T14:30:00Z,36.72171496,1.553261426,10.65,97.1,11.07777778,163,0.268224,,
2017-01-17T14:35:00Z,33.48305429,1.077493052,10.85,97.3,11.25,163,0,,
2017-01-17T14:40:00Z,30.7974174,0.783287715,10.98888889,97.3,11.39444444,180,0.491744,,
2017-01-17T14:45:00Z,29.87612667,0.646192766,11.12222222,97.3,11.51666667,183,0.759968,,
2017-01-17T14:50:00Z,30.62643935,0.598747661,11.31111111,97.3,11.71111111,185,0.759968,,
2017-01-17T14:55:00Z,41.47304512,1.033190865,11.71111111,97.4,12.1,194,0.491744,,
2017-01-17T15:00:00Z,110.1615002,26.31325905,11.91111111,97.1,12.33888889,183,1.028192,,
2017-01-17T15:05:00Z,142.1172877,133.6494711,12.02777778,96.8,12.51111111,178,0.491744,,
2017-01-17T15:10:00Z,144.9572477,109.6258968,12.17222222,96.5,12.7,198,0.491744,,
2017-01-17T15:15:00Z,150.6393082,130.4861533,12.07777778,96.2,12.65555556,183,0.759968,,
2017-01-17T15:20:00Z,143.8250593,60.09759781,12.01111111,95.9,12.62777778,163,0.759968,,
2017-01-17T15:25:00Z,76.26987797,3.018630992,12.33888889,96,12.94444444,156,1.028192,,
2017-01-17T15:30:00Z,110.2283084,11.25014223,12.65,95.7,13.30555556,174,0.491744,,
2017-01-17T15:35:00Z,162.7753896,244.0671891,12.5,94.9,13.28333333,183,1.519936,,
2017-01-17T15:40:00Z,167.6564614,227.8397867,12.42222222,94.6,13.25555556,192,1.743456,,
2017-01-17T15:45:00Z,139.2745188,24.21078957,12.46111111,94.5,13.30555556,190,1.519936,,
2017-01-17T15:50:00Z,107.6051248,6.705667606,12.57222222,94.3,13.45,174,1.251712,,
2017-01-17T15:55:00Z,124.0835944,11.34766775,12.67777778,94.1,13.59444444,163,1.251712,,
2017-01-17T16:00:00Z,130.5403833,13.11937873,12.75,93.8,13.71111111,180,1.251712,,
2017-01-17T16:05:00Z,125.8104129,10.1907989,12.72777778,93.4,13.76111111,190,1.028192,,
2017-01-17T16:10:00Z,116.2039654,6.668742071,12.81111111,93.3,13.85555556,170,1.743456,,
2017-01-17T16:15:00Z,102.5337847,3.727954925,13.1,92.9,14.21666667,194,1.743456,,
2017-01-17T16:20:00Z,175.2838791,46.3542805,13.01111111,92.2,14.23888889,184,1.519936,,
2017-01-17T16:25:00Z,193.3730132,96.89811342,12.95,92,14.21666667,194,1.743456,,
2017-01-17T16:30:00Z,150.3843582,16.88404857,12.97222222,91.8,14.26666667,194,2.01168,,
2017-01-17T16:35:00Z,112.5597469,4.318071332,13,91.6,14.33888889,175,1.743456,,
2017-01-17T16:40:00Z,118.6428019,5.135188594,13.08888889,91.4,14.45555556,190,1.743456,,
2017-01-17T16:45:00Z,147.5762995,13.22566364,13.17222222,91,14.6,171,1.251712,,
2017-01-17T16:50:00Z,177.8837968,34.6584549,13.22777778,90.7,14.72222222,161,1.743456,,
2017-01-17T16:55:00Z,196.456696,66.59507262,13.27777778,90.4,14.81666667,173,1.743456,,
2017-01-17T17:00:00Z,199.3967374,72.27744369,13.22777778,90,14.83888889,178,1.519936,,
2017-01-17T17:05:00Z,195.6092384,58.97741627,13.35,90,14.96111111,183,1.519936,,
2017-01-17T17:10:00Z,190.0329703,46.30450665,13.41111111,89.4,15.12777778,208,1.519936,,
2017-01-17T17:15:00Z,210.3366969,180.3969565,13.5,89.2,15.24444444,202,1.028192,,
2017-01-17T17:20:00Z,200.6417483,282.2999012,13.27777778,88.9,15.07777778,197,1.519936,,
2017-01-17T17:25:00Z,188.506062,41.91707974,13.32777778,89.2,15.07777778,209,1.251712,,
2017-01-17T17:30:00Z,123.3298598,4.855571567,13.32777778,89.3,15.05555556,216,1.251712,,
2017-01-17T17:35:00Z,123.4550199,4.887074357,13.43888889,89.4,15.15,195,1.519936,,
2017-01-17T17:40:00Z,106.6351734,2.690569914,13.52222222,89.2,15.27222222,197,1.028192,,
2017-01-17T17:45:00Z,97.82216049,1.949251443,13.51111111,89,15.29444444,237,1.028192,,
2017-01-17T17:50:00Z,85.19989669,1.199476296,13.52222222,88.8,15.34444444,153,0.491744,,
2017-01-17T17:55:00Z,93.31446371,1.691863934,13.46111111,88.7,15.29444444,251,1.028192,,
2017-01-17T18:00:00Z,86.48314373,1.317737849,13.42777778,88.8,15.24444444,209,1.028192,,
2017-01-17T18:05:00Z,46.04154566,0.219402535,13.47777778,88.7,15.31666667,194,0.491744,,
2017-01-17T18:10:00Z,70.4045215,0.707647799,13.52222222,88.5,15.38888889,213,0.491744,,
2017-01-17T18:15:00Z,92.28968467,1.829063372,13.52222222,88,15.48333333,236,1.028192,,
2017-01-17T18:20:00Z,86.12418404,1.485341904,13.55,87.6,15.58333333,209,1.028192,,
2017-01-17T18:25:00Z,78.68183845,1.138405207,13.66111111,86.9,15.81666667,239,1.519936,,
2017-01-17T18:30:00Z,96.11145736,2.432282131,13.93888889,85.7,16.32222222,237,2.01168,,
2017-01-17T18:35:00Z,196.1065043,120.8737126,14.11111111,84.6,16.7,225,1.251712,,
2017-01-17T18:40:00Z,173.6046595,361.4257591,14.21111111,82.5,17.2,212,1.251712,,
2017-01-17T18:45:00Z,112.8109594,675.828063,13.95,81.2,17.17777778,226,1.743456,,
2017-01-17T18:50:00Z,55.99737375,964.0740805,13.77777778,80.8,17.08333333,216,2.01168,,
2017-01-17T18:55:00Z,86.77688327,793.8605577,13.61111111,80.4,16.98888889,227,2.279904,,
2017-01-17T19:00:00Z,82.60187733,808.5825798,14.02222222,80.5,17.38888889,219,1.251712,,
2017-01-17T19:05:00Z,82.16208719,803.2839758,13.8,79.5,17.36666667,206,1.743456,,
2017-01-17T19:10:00Z,86.39100576,771.9927984,13.57777778,79.2,17.2,201,0.759968,,
2017-01-17T19:15:00Z,141.3618449,453.0655429,13.47222222,79.7,16.98888889,225,1.743456,,
2017-01-17T19:20:00Z,169.9564808,123.678769,13.46111111,80,16.91666667,215,1.028192,,
2017-01-17T19:25:00Z,152.8139516,53.85030709,13.32777778,80.4,16.7,220,1.743456,,
2017-01-17T19:30:00Z,124.9769068,19.94370565,13.26111111,80.9,16.53333333,236,2.01168,,
2017-01-17T19:35:00Z,69.11466719,2.159491821,13.3,81,16.55555556,237,1.743456,,
2017-01-17T19:40:00Z,56.50993356,1.297987022,13.27222222,80.6,16.60555556,229,2.279904,,
2017-01-17T19:45:00Z,86.56198725,6.031109268,13.22222222,80.2,16.62777778,222,2.771648,,
2017-01-17T19:50:00Z,90.80911968,8.28366247,13.13888889,79.8,16.62777778,232,2.503424,,
2017-01-17T19:55:00Z,74.77496574,4.573004602,13.13888889,79.9,16.60555556,237,1.743456,,
2017-01-17T20:00:00Z,75.11627781,5.336266349,13.5,79.7,17.01111111,219,2.01168,,
2017-01-17T20:05:00Z,124.0500406,63.23668464,13.67222222,78.2,17.48888889,219,2.01168,,
2017-01-17T20:10:00Z,56.07018838,814.939303,13.42777778,77,17.48888889,229,2.503424,,
2017-01-17T20:15:00Z,86.18522143,989.8115656,13.47777778,76.8,17.58333333,236,2.503424,,
2017-01-17T20:20:00Z,45.67097531,991.8079619,13.07777778,77.1,17.10555556,218,2.279904,,
2017-01-17T20:25:00Z,71.0313601,638.1550353,13.01111111,78.4,16.77222222,225,2.279904,,
2017-01-17T20:30:00Z,100.2353364,59.95452859,13,79.3,16.58333333,216,2.01168,,
2017-01-17T20:35:00Z,42.06583123,2.583533607,13.01111111,79.8,16.48888889,218,2.279904,,
2017-01-17T20:40:00Z,34.91976652,1.892234443,13.01111111,80.2,16.41666667,215,1.743456,,
2017-01-17T20:45:00Z,38.15564714,2.839430301,13.01111111,80.2,16.41666667,233,2.279904,,
2017-01-17T20:50:00Z,48.92246439,7.26084206,13.01111111,80.2,16.41666667,236,2.771648,,
2017-01-17T20:55:00Z,56.51548878,15.30280222,13.02777778,80.3,16.41666667,237,1.743456,,
2017-01-17T21:00:00Z,55.60477533,18.86460172,12.97222222,80,16.41666667,241,2.279904,,
2017-01-17T21:05:00Z,44.89792803,11.39023842,12.95,80,16.38888889,240,1.251712,,
2017-01-17T21:10:00Z,38.08366776,8.732876192,12.93888889,80.2,16.34444444,240,1.519936,,
2017-01-17T21:15:00Z,30.39538777,5.878350338,12.93888889,80.2,16.34444444,233,2.279904,,
2017-01-17T21:20:00Z,19.1799616,2.475294186,12.88888889,80.4,16.25,240,2.771648,,
2017-01-17T21:25:00Z,16.54451481,2.350034794,12.88888889,80.9,16.15555556,236,1.743456,,
2017-01-17T21:30:00Z,17.15486548,3.340086637,12.92777778,81.5,16.08333333,246,1.743456,,
2017-01-17T21:35:00Z,15.7718096,3.795368874,12.92777778,81.6,16.05555556,232,2.503424,,
2017-01-17T21:40:00Z,11.62662166,2.817685396,12.92777778,82,15.98888889,229,1.519936,,
2017-01-17T21:45:00Z,7.147756009,1.72183651,12.83888889,83.4,15.62777778,226,1.251712,,
2017-01-17T21:50:00Z,4.746498634,1.372665101,12.91111111,85.6,15.29444444,236,1.028192,,
2017-01-17T21:55:00Z,5.486027392,2.422292445,13.02777778,86.9,15.17222222,234,0.759968,,
2017-01-17T22:00:00Z,11.05133663,26.36126313,13.11111111,87.4,15.17222222,234,0.759968,,
2017-01-17T22:05:00Z,0,0,13.17222222,87.6,15.2,229,0.759968,,
2017-01-17T22:10:00Z,0,0,13.17222222,87.2,15.27222222,229,1.028192,,
2017-01-17T22:15:00Z,0,0,13.07777778,87.2,15.17222222,233,0,,
2017-01-17T22:20:00Z,0,0,13.13888889,87.3,15.22222222,277,0,,
2017-01-17T22:25:00Z,0,0,13.2,87.1,15.31666667,271,0.491744,,
2017-01-17T22:30:00Z,0,0,12.93888889,86.7,15.12777778,289,0.268224,,
2017-01-17T22:35:00Z,0,0,12.75,86.8,14.91111111,302,0,,
2017-01-17T22:40:00Z,0,0,12.71111111,87.1,14.81666667,330,0,,
2017-01-17T22:45:00Z,0,0,12.6,87,14.72222222,310,0,,
2017-01-17T22:50:00Z,0,0,12.57222222,87.1,14.67222222,333,0,,
2017-01-17T22:55:00Z,0,0,12.48888889,87.2,14.57777778,303,0,,
2017-01-17T23:00:00Z,0,0,12.42222222,87.2,14.50555556,293,0,,
2017-01-17T23:05:00Z,0,0,12.37222222,87.3,14.43333333,307,0,,
2017-01-17T23:10:00Z,0,0,12.35,87.5,14.38333333,300,0,,
2017-01-17T23:15:00Z,0,0,12.26111111,87.8,14.23888889,288,0.491744,,
2017-01-17T23:20:00Z,0,0,12.08888889,88.7,13.90555556,292,0.268224,,
2017-01-17T23:25:00Z,0,0,11.98888889,91.1,13.4,293,0.491744,,
2017-01-17T23:30:00Z,0,0,12.21111111,91.7,13.52222222,274,1.028192,,
2017-01-17T23:35:00Z,0,0,12.16111111,91.8,13.45,277,0,,
2017-01-17T23:40:00Z,0,0,12.21111111,92,13.47222222,225,0,,
2017-01-17T23:45:00Z,0,0,12.17222222,92,13.42777778,211,0,,
2017-01-17T23:50:00Z,0,0,12.12222222,92.3,13.32777778,211,0,,
2017-01-17T23:55:00Z,0,0,12.17222222,92.6,13.32777778,211,0,,
2017-01-18T00:00:00Z,0,0,12.1,92.9,13.21111111,211,0,,
2017-01-18T00:05:00Z,0,0,12.18888889,93.3,13.23333333,222,0,,
2017-01-18T00:10:00Z,0,0,12.22777778,92.8,13.35555556,279,0,,
2017-01-18T00:15:00Z,0,0,12.28888889,92.6,13.45,298,0.491744,,
2017-01-18T00:20:00Z,0,0,12.27777778,92.1,13.52222222,281,0,,
2017-01-18T00:25:00Z,0,0,12.23888889,91.6,13.57222222,271,0,,
2017-01-18T00:30:00Z,0,0,12.22222222,91.2,13.61666667,267,0,,
2017-01-18T00:35:00Z,0,0,12.07777778,90.9,13.52222222,277,0.268224,,
2017-01-18T00:40:00Z,0,0,12.08888889,90,13.68888889,275,0.759968,,
2017-01-18T00:45:00Z,0,0,11.86111111,90,13.45,288,0,,
2017-01-18T00:50:00Z,0,0,11.87777778,90.3,13.42777778,244,0.268224,,
2017-01-18T00:55:00Z,0,0,11.77222222,90.5,13.28333333,237,0.268224,,
2017-01-18T01:00:00Z,0,0,11.67222222,91,13.08888889,239,0,,
2017-01-18T01:05:00Z,0,0,11.65,91.6,12.96666667,275,0,,
2017-01-18T01:10:00Z,0,0,11.87222222,90.8,13.32777778,274,0.759968,,
2017-01-18T01:15:00Z,0,0,11.68888889,89.3,13.4,271,0.759968,,
2017-01-18T01:20:00Z,0,0,11.57222222,88.7,13.37777778,274,0.268224,,
2017-01-18T01:25:00Z,0,0,11.37777778,88.6,13.21111111,282,0,,
2017-01-18T01:30:00Z,0,0,11.32222222,88.8,13.11111111,263,0,,
2017-01-18T01:35:00Z,0,0,11.25,89.2,12.96666667,234,0.268224,,
2017-01-18T01:40:00Z,0,0,11.22222222,89.3,12.92222222,236,0.268224,,
2017-01-18T01:45:00Z,0,0,11.1,89.6,12.75,223,0,,
2017-01-18T01:50:00Z,0,0,11.02777778,89.9,12.62777778,233,0,,
2017-01-18T01:55:00Z,0,0,11.06111111,89.5,12.72777778,256,0,,
2017-01-18T02:00:00Z,0,0,10.87777778,88,12.8,247,0.759968,,
2017-01-18T02:05:00Z,0,0,10.68888889,86.8,12.82222222,254,0.268224,,
2017-01-18T02:10:00Z,0,0,10.46111111,85.6,12.8,247,0.491744,,
2017-01-18T02:15:00Z,0,0,10.37777778,83.7,13.06666667,267,1.251712,,
2017-01-18T02:20:00Z,0,0,10.16111111,82.7,13.01666667,272,0.759968,,
2017-01-18T02:25:00Z,0,0,10.06111111,82.3,12.99444444,288,0.759968,,
2017-01-18T02:30:00Z,0,0,9.961111111,81.9,12.96666667,291,1.028192,,
2017-01-18T02:35:00Z,0,0,9.877777778,81.7,12.92222222,292,0.491744,,
2017-01-18T02:40:00Z,0,0,9.877777778,81.7,12.92222222,260,0.759968,,
2017-01-18T02:45:00Z,0,0,9.861111111,81.1,13.01666667,277,1.251712,,
2017-01-18T02:50:00Z,0,0,9.711111111,80.9,12.89444444,274,0.268224,,
2017-01-18T02:55:00Z,0,0,9.722222222,81.2,12.85,251,0,,
2017-01-18T03:00:00Z,0,0,9.688888889,81.3,12.8,284,0,,
2017-01-18T03:05:00Z,0,0,9.638888889,81.3,12.75,212,0,,
2017-01-18T03:10:00Z,0,0,9.622222222,81.3,12.72777778,216,0,,
2017-01-18T03:15:00Z,0,0,9.577777778,81.2,12.7,233,0.268224,,
2017-01-18T03:20:00Z,0,0,9.5,81.3,12.60555556,248,0.268224,,
2017-01-18T03:25:00Z,0,0,9.461111111,81.6,12.51111111,219,0,,
2017-01-18T03:30:00Z,0,0,9.522222222,81.9,12.51111111,233,0,,
2017-01-18T03:35:00Z,0,0,9.422222222,81.5,12.48333333,268,1.251712,,
2017-01-18T03:40:00Z,0,0,9.25,81.2,12.36666667,248,0.268224,,
2017-01-18T03:45:00Z,0,0,9.272222222,81.6,12.31666667,284,0.268224,,
2017-01-18T03:50:00Z,0,0,9.25,81.6,12.29444444,289,0,,
2017-01-18T03:55:00Z,0,0,9.15,81.2,12.26666667,268,0.491744,,
2017-01-18T04:00:00Z,0,0,9.088888889,81,12.24444444,263,0.491744,,
2017-01-18T04:05:00Z,0,0,9.022222222,81.1,12.14444444,293,0.268224,,
