,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
5/02/2017 9:00,16.64234255,1.237933704,47.35,2.917592593,57.6910331025,1
5/02/2017 10:00,45.53330848,1.151761378,53.05833333,3.351851852,61.4333854175,1
5/02/2017 11:00,78.43688386,1.300877373,56.44166667,3.411111111,52.7625030092,1
5/02/2017 12:00,113.609071,2.120651303,59.76666667,3.528240741,38.0908016658,1
5/02/2017 13:00,176.8031801,392.2666454,58.15833333,4.89212963,43.2406589808,1
5/02/2017 14:00,182.8201521,395.3008372,53.49166667,6.275462963,33.2564876433,1
5/02/2017 15:00,179.6820404,103.168997,52.15,6.785648148,33.1404211158,1
5/02/2017 16:00,105.6120397,34.0549099,52.075,7.343518518,33.3490268708,1
5/02/2017 17:00,35.89817043,5.221620331,52.86666667,7.741203703,34.0415578058,1
5/02/2017 18:00,4.629005767,2.630195278,54.775,7.798148148,43.832294305,1
5/02/2017 19:00,0,0,56.40833333,7.570833333,35.7849415367,1
5/02/2017 20:00,0,0,57.475,7.336111111,30.5723454317,1
5/02/2017 21:00,0,0,58.74166667,6.827777778,31.7673884533,1
5/02/2017 22:00,0,0,61.01666667,6.023611111,32.72229076,1
5/02/2017 23:00,0,0,64.05833333,4.543981482,33.6707995642,1
6/02/2017 0:00,0,0,65.70833333,3.228240741,34.6111654492,1
6/02/2017 1:00,0,0,67.18333333,2.538425926,35.1489159767,1
6/02/2017 2:00,0,0,69.69166667,2.027314815,35.8508258842,1
6/02/2017 3:00,0,0,72.51666667,1.346759259,36.2720971767,1
6/02/2017 4:00,0,0,75.35833333,0.688425926,37.0039947817,1
6/02/2017 5:00,0,0,77,0.262962963,37.8113892967,1
6/02/2017 6:00,0,0,78.4,-0.088888889,38.3378802308,1
6/02/2017 7:00,0,0,79.46666667,-0.341203704,38.7171222692,1
6/02/2017 8:00,8.178093728,66.55130395,80.7,-0.386574074,58.6869752325,1
6/02/2017 9:00,54.02907236,490.4990738,77.375,1.006018519,61.0544451842,1
6/02/2017 10:00,89.83219148,615.5349209,69.80833333,3.787962963,36.5854146283,1
6/02/2017 11:00,106.2383588,724.1157742,64.525,5.368055556,27.5270298108,1
6/02/2017 12:00,119.7915364,753.93953,60.44166667,6.873611111,24.4789919392,1
6/02/2017 13:00,118.6832263,786.5999145,55.58333333,8.921296296,23.2869715592,1
6/02/2017 14:00,111.3778405,792.5518878,51.425,10.8162037,22.8314136867,1
6/02/2017 15:00,105.2026645,738.3066149,49.25833333,12.2162037,22.757760125,1
6/02/2017 16:00,79.86276567,707.6384021,47.91666667,13.18657407,22.8750284867,1
6/02/2017 17:00,37.58345636,746.9007998,47.75833333,13.38287037,23.0241055925,1
6/02/2017 18:00,8.574429087,14.86643165,51.65,12.15462963,22.9377483383,1
6/02/2017 19:00,0,0,54.175,11.36203704,22.8511747842,1
6/02/2017 20:00,0,0,57.2,10.34398148,22.4993803942,1
6/02/2017 21:00,0,0,61.90833333,9.14212963,22.0556539775,1
6/02/2017 22:00,0,0,67.30833333,8.047685185,21.6592166608,1
6/02/2017 23:00,0,0,72.64166667,8.231944444,21.3948643525,1
7/02/2017 0:00,0,0,87.36666667,7.539351852,21.2040272308,1
7/02/2017 1:00,0,0,91.79166667,7.277314815,21.003028515,1
7/02/2017 2:00,0,0,92.1,7.271759259,20.79646713,1
7/02/2017 3:00,0,0,91.00833333,7.910185185,20.6721646017,1
7/02/2017 4:00,0,0,89.4,8.788888889,20.6160562317,1
7/02/2017 5:00,0,0,91.45833333,10.22777778,20.5879763892,1
7/02/2017 6:00,0,0,95.80833333,11.49814815,20.5759578325,1
7/02/2017 7:00,0,0,97.04166667,11.66944444,20.6055060183,1
7/02/2017 8:00,1.830138263,0.486736236,97.63333333,11.82361111,20.6788649575,1
7/02/2017 9:00,12.095159,0.924113579,98.21666667,11.9962963,20.7789969583,1
7/02/2017 10:00,27.44201708,0.353325339,98.25833333,12.40046296,20.8667354167,1
7/02/2017 11:00,74.53745376,1.80643799,96.69166667,13.14166667,21.05145837,1
7/02/2017 12:00,127.2232194,4.352297443,92.28333333,14.23981482,21.3114979033,0.5833333333
7/02/2017 13:00,156.3568733,27.26822381,84.225,15.25462963,21.5064603842,0
7/02/2017 14:00,209.2853559,54.90009968,75.2,16.83935185,21.6032969625,0
7/02/2017 15:00,142.5295858,41.87119806,69.975,17.92592593,21.666438185,0
7/02/2017 16:00,55.4325973,1.889901374,67.9,17.83703704,21.7519424025,0
7/02/2017 17:00,24.43851513,1.713097046,66.15833333,17.64675926,22.0334786425,0
7/02/2017 18:00,2.597065222,0.745888487,77.35833333,15.76712963,22.2797652317,0
7/02/2017 19:00,0,0,85.16666667,14.72777778,22.3726309958,0
7/02/2017 20:00,0,0,89.43333333,14.14907407,22.467770115,0
7/02/2017 21:00,0,0,84.83333333,14.64074074,22.4907715008,0
7/02/2017 22:00,0,0,85.34166667,14.64490741,22.4746009258,0
7/02/2017 23:00,0,0,92.49166667,13.52314815,22.46103287,0
8/02/2017 0:00,0,0,92.18333333,13.56990741,22.4547629625,0
8/02/2017 1:00,0,0,88.85,13.80185185,22.4097673342,0
8/02/2017 2:00,0,0,86.78333333,13.82916667,22.3787791675,0
8/02/2017 3:00,0,0,83.675,13.66898148,22.3422222583,0
8/02/2017 4:00,0,0,77.55833333,12.65138889,22.3113618458,0
8/02/2017 5:00,0,0,77.925,12.05555556,21.9027782508,0.9166666667
8/02/2017 6:00,0,0,75.775,11.4,21.47675948,1
8/02/2017 7:00,0,0,74.15833333,10.72268519,21.32224887,1
8/02/2017 8:00,2.417595195,0.694242117,77.65,9.584722222,21.2463060742,1
8/02/2017 9:00,23.31352275,3.106040227,85.95,6.633333333,21.0520645658,1
8/02/2017 10:00,55.50766289,2.45682957,84.00833333,6.019444445,20.730379935,1
8/02/2017 11:00,95.35974187,2.78648106,82.575,5.97037037,20.5878237917,1
8/02/2017 12:00,95.67705676,0.901730719,83.14166667,5.823148148,21.3024946558,1
8/02/2017 13:00,110.4837816,1.18131396,83.63333333,5.333333333,22.1906354383,1
8/02/2017 14:00,90.83426958,0.972226549,81.66666667,5.279166667,45.2394825925,1
8/02/2017 15:00,121.1736261,5.711467849,78.06666667,5.727314815,58.3061209258,0.8333333333
8/02/2017 16:00,74.2718467,5.232542017,76.38333333,5.645833333,50.6133793992,0
8/02/2017 17:00,34.25027224,10.50650529,77.69166667,4.925,34.7165230642,0
8/02/2017 18:00,3.490065136,1.042608179,82.94166667,3.950462963,27.2424712642,0.0833333333
8/02/2017 19:00,0,0,89.55833333,2.733796296,23.6795854683,0
8/02/2017 20:00,0,0,93.61666667,1.701388889,21.6593155425,0
8/02/2017 21:00,0,0,94.075,1.5,20.3593414658,0
8/02/2017 22:00,0,0,95.18333333,0.525462963,19.5114921425,0
8/02/2017 23:00,0,0,97.65833333,-0.151388889,18.8623261008,0
9/02/2017 0:00,0,0,99.10833333,-0.800925926,18.2756281842,0
9/02/2017 1:00,0,0,99.7,-1.254166667,17.7598578742,0
9/02/2017 2:00,0,0,99.56666667,-1.923611111,17.278496995,0
9/02/2017 3:00,0,0,99.35,-2.433333333,16.8027500267,0
9/02/2017 4:00,0,0,98.475,-2.82962963,16.4101260567,0
9/02/2017 5:00,0,0,97.4,-3.094444445,16.0224732358,0
9/02/2017 6:00,0,0,95.24166667,-3.7,15.6499904642,0
9/02/2017 7:00,0,0,91.675,-4.399074074,15.287418015,0
9/02/2017 8:00,0.80353061,0.263742148,85.725,-4.445370371,14.9055195292,0
9/02/2017 9:00,7.354335339,0.38713869,86.85,-4.427777778,18.3047688525,0
9/02/2017 10:00,14.26292143,0.140715296,85.475,-4.141666667,50.5700682408,1
9/02/2017 11:00,30.41370308,0.101593703,82.66666667,-3.794444445,62.1131364817,1
9/02/2017 12:00,40.64652288,0.078143429,80.925,-3.821296297,67.3549904158,1
9/02/2017 13:00,54.50178114,0.206472196,77.5,-4.549074074,69.1218493525,1
9/02/2017 14:00,58.67768197,0.409659026,69.3,-4.147222222,65.2966318508,1
9/02/2017 15:00,65.9423431,1.764527304,64.05833333,-4.253240741,65.4520886567,1
9/02/2017 16:00,42.99966169,1.288711658,69.5,-4.861111111,48.2252345833,1
9/02/2017 17:00,13.02638818,0.705876065,80.15,-5.81712963,56.1265426842,1
9/02/2017 18:00,3.372865234,1.294383214,75.71666667,-6.005555555,51.4450883342,1
9/02/2017 19:00,0,0,70.21666667,-6.502777778,55.17323875,1
9/02/2017 20:00,0,0,68.64166667,-6.738425926,61.7600217125,1
9/02/2017 21:00,0,0,67.38333333,-6.89537037,41.78174412,1
9/02/2017 22:00,0,0,69.56666667,-7.023148148,35.0561937742,1
9/02/2017 23:00,0,0,69.14642929,-7.083399417,38.2213938425,1
10/02/2017 0:00,0,0,70.1202375,-7.126322778,40.0072863433,1
10/02/2017 1:00,0,0,74.36666667,-7.164351852,41.575419075,1
10/02/2017 2:00,0,0,73.15,-7.273148148,42.34272588,1
10/02/2017 3:00,0,0,69.70833333,-7.4375,42.5435567575,1
10/02/2017 4:00,0,0,70.2,-7.60787037,42.7947474533,1
10/02/2017 5:00,0,0,72.05,-7.896759259,43.5092606483,1
10/02/2017 6:00,0,0,74.80833333,-8.133333333,43.9377806475,1
10/02/2017 7:00,0,0,75.96666667,-8.590277778,44.3107018983,1
10/02/2017 8:00,8.500066467,189.3318053,77.18333333,-8.788425926,59.2423451858,1
10/02/2017 9:00,44.35362176,630.2613681,75.15,-8.248148148,66.5353938875,1
10/02/2017 10:00,86.5571659,674.2884412,69.80833333,-6.410185185,52.2185212025,1
10/02/2017 11:00,105.412062,751.7955736,63.55,-5.039351852,32.4449350467,1
10/02/2017 12:00,197.4410008,444.531559,61.86666667,-4.629166667,32.095951195,1
10/02/2017 13:00,239.9776028,256.5600591,63.69166667,-4.172222222,34.2138680108,1
10/02/2017 14:00,213.4922757,49.12721027,63.65833333,-4.138425926,46.8641616667,1
10/02/2017 15:00,75.21526751,0.829271945,65.16666667,-3.981481482,50.4666465267,1
10/02/2017 16:00,87.030566,6.734193921,66.45,-3.816666667,49.1995478242,1
10/02/2017 17:00,62.04845179,30.61054051,64.275,-3.140740741,45.9221300917,1
10/02/2017 18:00,12.44731216,26.41727944,64.46666667,-2.781481481,51.7060700917,1
10/02/2017 19:00,0,0,64.24166667,-2.411574074,45.09326264,1
10/02/2017 20:00,0,0,64.46666667,-2.106944444,50.0984032867,1
10/02/2017 21:00,0,0,60.95,-1.190277778,36.489362545,1
10/02/2017 22:00,0,0,57.78333333,0.190740741,32.8240557875,1
10/02/2017 23:00,0,0,56.06666667,1.288888889,34.7982547042,1
11/02/2017 0:00,0,0,56.76666667,2.219444444,35.7604284117,1
11/02/2017 1:00,0,0,57.3,3.201388889,36.5976222358,1
11/02/2017 2:00,0,0,58.50833333,3.747222222,36.8990555692,1
11/02/2017 3:00,0,0,59.33333333,4.494907407,37.0793152692,1
11/02/2017 4:00,0,0,61.175,4.980555556,36.9139057442,1
11/02/2017 5:00,0,0,60.59166667,6.063425926,36.987594385,1
11/02/2017 6:00,0,0,59.08333333,6.74212963,36.7035523883,1
11/02/2017 7:00,0,0,59.54166667,6.955092593,36.6075591983,1
11/02/2017 8:00,9.355392233,15.13601283,60.39166667,7.097222222,36.4295939025,1
11/02/2017 9:00,65.8520027,41.7896098,60.51666667,7.643518519,59.53053963,1
11/02/2017 10:00,136.5640145,59.98592842,59.39166667,8.743981481,47.3087405092,1
11/02/2017 11:00,171.4212147,290.0053897,58.04166667,10.1625,34.0960780608,1
11/02/2017 12:00,229.4469941,279.7611125,57.675,11.5625,26.6500830683,1
11/02/2017 13:00,219.8369508,403.0891481,58.44166667,12.31759259,24.1932107958,1
11/02/2017 14:00,225.6916152,326.8843589,59.175,12.71111111,23.2123502217,1
11/02/2017 15:00,180.0434634,325.6976024,59.38333333,13.1625,22.7731374867,1
11/02/2017 16:00,126.9127533,386.3302934,58.95,13.85787037,22.635797685,1
11/02/2017 17:00,76.43943823,85.6381894,61.61666667,13.35972222,22.5745032083,1
11/02/2017 18:00,14.37669235,37.19384999,64.28333333,12.67824074,22.3078759075,1
11/02/2017 19:00,0,0,66.64166667,12.21111111,37.4904521192,1
11/02/2017 20:00,0,0,68.61666667,11.92083334,28.8922583475,1
11/02/2017 21:00,0,0,73.775,10.77407408,26.8392188975,1
11/02/2017 22:00,0,0,77.18333333,10.19861111,27.7755481342,1
11/02/2017 23:00,0,0,78.79166667,9.735648148,28.2405412683,1
12/02/2017 0:00,0,0,83.73333333,9.262962963,28.7891593008,1
12/02/2017 1:00,0,0,86.44166667,8.986574074,29.236554175,1
12/02/2017 2:00,0,0,85.975,8.638425926,29.7370206533,1
12/02/2017 3:00,0,0,86.81666667,8.455555556,29.9405396108,1
12/02/2017 4:00,0,0,91.175,8.196296296,30.28044448,1
12/02/2017 5:00,0,0,94.80833333,8.289351852,30.5620296308,1
12/02/2017 6:00,0,0,96.51666667,8.621296296,30.684422505,1
12/02/2017 7:00,0,0,97.925,9.625462963,30.8510621542,1
12/02/2017 8:00,2.102696766,0.447005633,98.85,10.23935185,30.8774409908,1
12/02/2017 9:00,20.15894601,1.061005738,99.28333333,12.18194444,45.38387037,1
12/02/2017 10:00,40.12492949,1.014517358,98.9,13.74953704,39.3032882308,1
12/02/2017 11:00,48.92306352,0.261974771,97.66666667,14.23240741,29.0194342258,1
12/02/2017 12:00,121.0722155,15.18177359,95.675,12.85555556,24.9293236067,1
12/02/2017 13:00,142.4413443,6.035275163,92.54166667,10.06157407,23.296173375,1
12/02/2017 14:00,41.04914803,0.071643625,92,8.118981481,29.7749479167,1
12/02/2017 15:00,162.367847,86.00095061,88.10833333,8.751851852,32.4792304158,1
12/02/2017 16:00,123.1568792,40.00344678,80.25833333,9.545833333,25.31937507,1
12/02/2017 17:00,42.00043671,8.627778623,73.975,8.441203704,33.8759211158,1
12/02/2017 18:00,2.768542858,0.585113268,75.55,7.827314815,38.1650942325,1
12/02/2017 19:00,0,0,77.29166667,7.684722222,39.9086944442,1
12/02/2017 20:00,0,0,82.925,6.485185185,31.5549919867,1
12/02/2017 21:00,0,0,62.13333333,5.143981481,35.182168825,1
12/02/2017 22:00,0,0,56.86666667,4.406944445,39.8844164683,1
12/02/2017 23:00,0,0,53.775,3.427777778,43.7798755092,1
13/02/2017 0:00,0,0,57.19166667,2.810185185,46.1500212042,1
13/02/2017 1:00,0,0,70.675,1.278703704,47.3644540267,1
13/02/2017 2:00,0,0,69.79166667,0.770833333,48.346077685,1
13/02/2017 3:00,0,0,66.50833333,0.518055556,48.8309406025,1
13/02/2017 4:00,0,0,84.60833333,-0.864814815,48.87835463,1
13/02/2017 5:00,0,0,84.675,-0.674074074,46.56204051,1
13/02/2017 6:00,0,0,80.075,-1.038888889,44.3182661583,1
13/02/2017 7:00,0,0,72.98333333,-0.793518518,43.8941149992,1
13/02/2017 8:00,4.157387512,1.118649397,71.1,-0.568055556,62.6316476383,1
13/02/2017 9:00,39.1059431,4.958176239,70.85,-0.368981481,66.088539445,1
13/02/2017 10:00,61.01307796,1.899726993,70.63333333,-0.160648148,64.0491709258,1
13/02/2017 11:00,171.61996,26.75134063,64.40833333,0.528240741,44.4299483333,1
13/02/2017 12:00,244.7698343,89.74845701,61.28333333,1.262037037,42.7066527792,1
13/02/2017 13:00,164.8739476,683.7441166,58.3,2.530092593,37.6371549017,1
13/02/2017 14:00,100.8861029,936.9778185,54.35833333,3.531481481,27.1350564958,1
13/02/2017 15:00,92.17847674,863.9388065,53.25833333,4.247222222,23.4066668758,1
13/02/2017 16:00,71.43956806,803.3023667,52.55,4.426388889,34.79398417,1
13/02/2017 17:00,45.57568596,722.934724,52.69166667,4.338425926,29.5796488842,1
13/02/2017 18:00,12.67542511,316.410208,54.59166667,3.560648148,41.8822417133,1
13/02/2017 19:00,0,0,56.525,3.133333333,42.6070941658,1
13/02/2017 20:00,0,0,58.2,2.743981482,43.0768066192,1
13/02/2017 21:00,0,0,59.99166667,2.230555556,32.2115595117,1
13/02/2017 22:00,0,0,62.425,1.401851852,31.8469599208,1
13/02/2017 23:00,0,0,69.125,0.418055556,32.9330576825,1
14/02/2017 0:00,0,0,70.925,0.061574074,34.1451598992,1
14/02/2017 1:00,0,0,69.33333333,-0.130555556,34.8006684408,1
14/02/2017 2:00,0,0,71.1,-0.241666667,35.3252608833,1
14/02/2017 3:00,0,0,69.96666667,-0.225462963,35.9806858758,1
14/02/2017 4:00,0,0,68.65833333,-0.033333333,36.4985696708,1
14/02/2017 5:00,0,0,70.79166667,-0.373611111,37.0478443517,1
14/02/2017 6:00,0,0,70.28333333,-0.146759259,37.3028977358,1
14/02/2017 7:00,0,0,69.80833333,0.05,37.522326055,1
14/02/2017 8:00,11.13820776,11.46370363,70.55,0.17037037,60.0741222225,1
14/02/2017 9:00,77.46094195,58.87512197,69.04166667,0.938425926,59.3939701383,1
14/02/2017 10:00,130.9767831,46.64020805,64.74166667,2.170833333,42.2561716217,1
14/02/2017 11:00,139.1966056,546.8345651,58.36666667,4.578703704,34.2027691708,1
14/02/2017 12:00,106.4754544,843.6474478,53.425,6.391666667,26.1374564075,1
14/02/2017 13:00,109.065738,855.9136994,50.1,7.386574074,23.5430708183,1
14/02/2017 14:00,108.7720332,837.07443,50.425,8.143055555,22.5357525283,1
14/02/2017 15:00,104.9367892,780.9505607,46.13333333,9.525925926,22.1494185175,1
14/02/2017 16:00,106.8571188,610.5548964,44.7,9.743055555,22.033888575,1
14/02/2017 17:00,64.14017564,545.8881704,46.625,9.511111111,22.0128429858,1
14/02/2017 18:00,11.4450044,344.6791298,47.76666667,8.892592593,31.249344675,1
14/02/2017 19:00,0,0,55.15833333,7.901851852,32.8228536333,1
14/02/2017 20:00,0,0,59.83333333,7.11712963,32.2195472367,1
14/02/2017 21:00,0,0,59.475,6.454166667,29.5521322392,1
14/02/2017 22:00,0,0,59.44166667,5.931944444,31.2682638283,1
14/02/2017 23:00,0,0,60.225,5.671759259,32.3231755517,1
15/02/2017 0:00,0,0,61.875,5.716666667,33.0290734125,1
15/02/2017 1:00,0,0,62.64166667,5.932407407,33.402753745,1
15/02/2017 2:00,0,0,62.76666667,6.106481482,33.6320856208,1
15/02/2017 3:00,0,0,62.71666667,6.322685186,33.1786916708,1
15/02/2017 4:00,0,0,64.08333333,6.009259259,33.4050095417,1
15/02/2017 5:00,0,0,66.13333333,5.612962963,33.5876000092,1
15/02/2017 6:00,0,0,68.31666705,5.227623338,33.9036404592,1
15/02/2017 7:00,0,0,72.975,4.258950509,34.1327176483,1
15/02/2017 8:00,2.977426053,0.595616826,80.94166667,2.186111111,55.6428512967,1
15/02/2017 9:00,62.31800358,35.65163708,72.76666667,1.802777778,50.6475965733,1
15/02/2017 10:00,130.4903521,55.73062137,70.625,1.656018519,37.8848902325,1
15/02/2017 11:00,184.6940931,166.9357954,65.2,1.727777778,36.30068988,1
15/02/2017 12:00,151.2730885,315.8574791,59.325,1.968981482,32.570097685,1
15/02/2017 13:00,198.396335,24.65657989,63.35,1.358333333,37.5376761158,1
15/02/2017 14:00,110.7007419,3.967109829,67.375,0.886111111,38.6677565742,1
15/02/2017 15:00,87.32526326,1.109884158,70.39166667,0.623611111,39.500713935,1
15/02/2017 16:00,32.05415201,0.325074937,72.24166667,0.431944755,40.3250299992,1
15/02/2017 17:00,23.67078824,1.06611552,72.475,0.3,40.7493681492,1
15/02/2017 18:00,4.733761032,0.903597161,73.20833333,0.019907407,41.7138289358,1
15/02/2017 19:00,0,0,78.70833333,-0.706481482,42.4985227783,1
15/02/2017 20:00,0,0,80.80833333,-0.778240741,43.2283423142,1
15/02/2017 21:00,0,0,85.95,-1.718981481,33.2308535975,1
15/02/2017 22:00,0,0,89.3,-2.331018519,33.3677580567,1
15/02/2017 23:00,0,0,84.05,-2.243981481,34.8843563092,1
16/02/2017 0:00,0,0,83.15476293,-2.463624389,35.91208837,1
16/02/2017 1:00,0,0,83.59523829,-2.482208977,36.7515675842,1
16/02/2017 2:00,0,0,87.78333333,-2.825,37.5581212725,1
16/02/2017 3:00,0,0,84.98333333,-2.743518519,37.632835945,1
16/02/2017 4:00,0,0,84.775,-2.82962963,38.3423613975,1
16/02/2017 5:00,0,0,84.3,-2.922685185,38.7077400467,1
16/02/2017 6:00,0,0,81.58333333,-2.845370371,39.2842738892,1
16/02/2017 7:00,0,0,79.36666667,-3.036111111,39.2991265292,1
16/02/2017 8:00,6.048510708,1.622877986,76.69166667,-3.452314815,60.051821435,1
16/02/2017 9:00,52.81393832,9.105839945,74.39166667,-3.259259259,65.86411676,1
16/02/2017 10:00,104.0579525,9.520324217,75.44166667,-3.425462963,56.3694316658,1
16/02/2017 11:00,113.6470537,3.214259658,75.68333333,-3.192592593,45.43017551,1
16/02/2017 12:00,165.6627628,6.242436019,77.89166667,-2.931018519,45.0347660642,1
16/02/2017 13:00,173.5958422,6.238691397,71.79166667,-2.493518519,44.0767571767,1
16/02/2017 14:00,158.5859909,5.355354151,71.64166667,-2.316203704,44.2582264342,1
16/02/2017 15:00,126.7945159,4.257114851,71.825,-2.131018519,43.5835070833,1
16/02/2017 16:00,121.7879088,40.4216756,73.18333333,-2.118981482,43.0987873608,1
16/02/2017 17:00,59.72334171,12.38377612,72.33333333,-1.96712963,42.5391778708,1
16/02/2017 18:00,13.1163702,8.591388153,70.51666667,-1.84212963,43.8250244908,1
16/02/2017 19:00,0,0,72.36666667,-2.184722222,44.541025555,1
16/02/2017 20:00,0,0,74.075,-2.544444444,48.592198425,1
16/02/2017 21:00,0,0,75.61666667,-2.812962963,37.9379561567,1
16/02/2017 22:00,0,0,76.775,-3.140740741,33.0217789408,1
16/02/2017 23:00,0,0,80.15833333,-3.562962963,35.3804398375,1
17/02/2017 0:00,0,0,82.85833333,-3.999537037,36.75767001,1
17/02/2017 1:00,0,0,83.68333333,-4.260185185,37.8861981475,1
17/02/2017 2:00,0,0,83.44166667,-3.8375,38.6031176842,1
17/02/2017 3:00,0,0,82.64166667,-3.526388889,38.5590686567,1
17/02/2017 4:00,0,0,82.51666667,-3.414351852,39.0503965275,1
17/02/2017 5:00,0,0,82.73333333,-3.230555556,39.08661338,1
17/02/2017 6:00,0,0,78.925,-2.888425926,38.8771786117,1
17/02/2017 7:00,0,0,76.25,-2.543981482,39.3726302775,1
17/02/2017 8:00,13.15612094,233.5838036,74.9,-2.001851852,61.4352439342,1
17/02/2017 9:00,65.24295655,568.7172741,69.49166667,-0.253703704,58.1827006942,1
17/02/2017 10:00,121.344438,508.3300387,64.125,1.535185185,33.7384733058,1
17/02/2017 11:00,177.8166562,456.0993144,57.7,4.12037037,26.0985917117,1
17/02/2017 12:00,156.335292,666.5099312,51.375,6.693981482,23.3777510625,1
17/02/2017 13:00,120.0260202,827.3926154,47.09166667,8.840740741,22.3851744725,1
17/02/2017 14:00,150.6654056,699.2333442,45.06666667,10.18240741,22.0878615192,1
17/02/2017 15:00,120.2350018,834.9713665,43.73333333,11.27777778,22.19492731,1
17/02/2017 16:00,116.751731,581.0471211,43.00833333,11.84722222,22.4719238658,1
17/02/2017 17:00,74.50165951,391.5006572,43.68333333,11.99351852,22.6980993892,1
17/02/2017 18:00,22.04422856,160.2420079,47.55,10.99444444,22.6331521708,1
17/02/2017 19:00,0,0,57.75,8.586574074,27.7110488067,1
17/02/2017 20:00,0,0,58.875,7.99537037,31.6947481442,1
17/02/2017 21:00,0,0,64.05833333,6.93287037,28.7395108883,1
17/02/2017 22:00,0,0,66.99166667,6.223611111,30.40163081,1
17/02/2017 23:00,0,0,71.39166667,5.371759259,31.1765320875,1
18/02/2017 0:00,0,0,73.75833333,4.805555556,31.8497081942,1
18/02/2017 1:00,0,0,75.61666667,4.783333333,32.3428125333,1
18/02/2017 2:00,0,0,74.275,5.150462963,32.7243879767,1
18/02/2017 3:00,0,0,77.93333333,4.459722222,33.0664105833,1
18/02/2017 4:00,0,0,77.475,5.247685185,33.3003574083,1
18/02/2017 5:00,0,0,67.45833333,8.16712963,33.5889282308,1
18/02/2017 6:00,0,0,66.50833333,8.064351852,33.648812075,1
18/02/2017 7:00,0,0,66.21666667,8.096296296,33.5407591717,1
18/02/2017 8:00,15.43519982,139.4737096,63.475,8.788425926,33.2205328467,1
18/02/2017 9:00,61.2903618,602.9269259,56.825,10.72453704,43.3404742467,1
18/02/2017 10:00,91.92207793,703.9859943,50.89166667,12.9125,29.743279225,1
18/02/2017 11:00,130.2993988,684.2472256,47.16666667,14.28101852,25.7251912175,1
18/02/2017 12:00,152.3355402,687.5028577,43.93333333,15.87546296,24.5063034575,1
18/02/2017 13:00,147.016249,734.839768,40.65833333,17.22222222,24.1574652317,1
18/02/2017 14:00,110.4293671,848.2371204,38.24166667,18.50972222,24.181653745,1
18/02/2017 15:00,171.0491527,493.8644344,36.81666667,19.28935185,24.4050290983,1
18/02/2017 16:00,102.8252188,597.720637,35.7,19.76203704,24.641161335,1
18/02/2017 17:00,87.87488597,320.4690675,36.2,19.19259259,24.7665243608,1
18/02/2017 18:00,22.14318622,183.2190945,38.78333333,17.89907408,24.6617210175,1
18/02/2017 19:00,0,0,41.19166667,16.63194445,24.2136011575,1
18/02/2017 20:00,0,0,43.93333333,15.56851852,23.6621039308,1
18/02/2017 21:00,0,0,47.63333333,14.92175926,23.210583625,1
18/02/2017 22:00,0,0,51.04166667,14.10648148,22.8318495375,1
18/02/2017 23:00,0,0,56.695,13.17962963,22.4787543992,1
19/02/2017 0:00,0,0,68.76333293,11.70740741,22.1142219658,1
19/02/2017 1:00,0,0,74.35833333,10.77777778,21.7169146442,1
19/02/2017 2:00,0,0,77.38333333,10.44305556,26.4938477325,1
19/02/2017 3:00,0,0,79.05,10.14722222,27.7033525817,1
19/02/2017 4:00,0,0,80.65,9.784722223,28.0300226708,1
19/02/2017 5:00,0,0,83.625,9.165277778,28.666914195,1
19/02/2017 6:00,0,0,85.99166667,8.669444445,29.1603547967,1
19/02/2017 7:00,0,0,87.725,8.481481481,29.3438240792,1
19/02/2017 8:00,14.20492216,10.52467681,88.66666667,8.401851852,29.6949846983,1
19/02/2017 9:00,68.67780092,19.09813653,88.13333333,9.0625,33.0633486108,1
19/02/2017 10:00,146.7895547,41.78667616,84.44166667,10.15648148,31.4012512033,1
19/02/2017 11:00,193.9108919,296.3385191,79.11666667,11.34907407,26.9714770367,1
19/02/2017 12:00,128.06984,783.6474392,71.46666667,13.25601852,24.1563871767,1
19/02/2017 13:00,128.5175443,805.0858353,64.425,15.15416667,23.6323231475,0.5833333333
19/02/2017 14:00,120.0782425,815.4904659,54.51666667,16.22685185,23.6564245367,0
19/02/2017 15:00,110.6061196,783.2287767,46.94166667,17.3712963,23.6877861108,0
19/02/2017 16:00,89.43633598,739.5517197,40.40833333,18.34722222,23.7791287958,0
19/02/2017 17:00,58.90606809,644.7711533,38.50833333,18.29907408,23.8532505367,0
19/02/2017 18:00,18.5575718,331.7324158,40.84166667,17.43472222,23.9033087775,0
19/02/2017 19:00,0,0,42.45833333,16.30416667,23.8765499442,0
19/02/2017 20:00,0,0,53.61666667,14.55925926,23.8161439442,0
19/02/2017 21:00,0,0,60.275,13.55046296,23.6530463375,0
19/02/2017 22:00,0,0,62.61666667,12.60092593,23.2857021392,0
19/02/2017 23:00,0,0,72.01666667,11.20740741,22.8648345367,0.9166666667
20/02/2017 0:00,0,0,77.00833333,10.46527778,21.9891728908,1
20/02/2017 1:00,0,0,81.01666667,9.499074074,23.5888809717,1
20/02/2017 2:00,0,0,83.55833333,8.952314815,27.0438084083,1
20/02/2017 3:00,0,0,86.29166667,8.171759259,27.2123907408,1
20/02/2017 4:00,0,0,88.15833333,7.226388889,28.2212038792,1
20/02/2017 5:00,0,0,90.75,6.023148148,28.6960175925,1
