# iw north average temp C,iw heating energy kWh,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s,Mull SWT C,Heat Mode
1.913263475000000113e+01,2.093672481000000118e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.977314814999999726e+00,6.806666667000000359e+01,-4.997685184999999919e+00,1.907500000000000000e+02,2.123440000000000050e-01,2.996584205499999953e+01,1.000000000000000000e+00
2.195930977000000084e+01,1.985941320999999959e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.851388888999999871e+00,6.896666666999999507e+01,1.657407409999999970e-01,4.800000000000000000e+01,0.000000000000000000e+00,3.341364468670000321e+01,1.000000000000000000e+00
2.285300027999999983e+01,0.000000000000000000e+00,1.103356804000000011e+02,5.640867054000000280e+01,1.133611110999999916e+01,7.204999999999999716e+01,1.636759259000000100e+01,2.355000000000000000e+02,4.325111999999999846e+00,2.766860471329999882e+01,0.000000000000000000e+00
2.279625422999999884e+01,2.731158037999999877e+01,1.821672068000000309e+02,3.217166882999999871e+02,-4.166666667000000324e+00,7.400000000000000000e+01,-3.148148200000000507e-02,2.875833332999999925e+02,2.872231999999999896e+00,4.108525388920000410e+01,1.000000000000000000e+00
1.993443887999999831e+01,3.654001931999999897e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.098796296000000083e+01,8.462500000000000000e+01,-8.859259258999999886e+00,2.989166667000000075e+02,2.160693330000000023e-01,4.375814152670000112e+01,1.000000000000000000e+00
1.968925095000000169e+01,8.634428982000001085e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.468981481999999783e+00,5.695833333000000209e+01,5.367592593000000356e+00,8.800000000000000000e+01,0.000000000000000000e+00,2.569930550920000201e+01,1.000000000000000000e+00
2.618863492999999920e+01,0.000000000000000000e+00,1.990457801000000018e+02,3.210562156000000300e+02,1.121666667000000039e+01,5.530833333000000351e+01,2.046157407000000106e+01,2.579166667000000075e+02,2.119714666999999775e+00,2.445974216169999949e+01,0.000000000000000000e+00
2.170630188999999888e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.994444443999999983e+00,8.173333332999999357e+01,7.916666666000000241e+00,5.375000000000000000e+01,5.327226670000000386e-01,2.269292989750000089e+01,0.000000000000000000e+00
2.156579130000000077e+01,1.633173923000000016e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.111111109999999957e-01,8.147499999999999432e+01,3.702777778000000186e+00,8.300000000000000000e+01,6.593839999999999701e-01,2.050797076829999810e+01,1.000000000000000000e+00
1.912885580000000019e+01,3.689305407999999886e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.056018518999999323e+00,8.007500000000000284e+01,-1.038888889000000093e+00,2.972500000000000000e+02,2.849879999999999747e+00,4.431826615829999838e+01,1.000000000000000000e+00
2.066770422000000096e+01,5.337439797999999769e+01,8.392427383000000418e+01,7.696254799999999174e-02,1.036898148000000042e+01,9.740000000000000568e+01,1.075231480999999967e+01,9.341666666999999791e+01,6.407573329999999290e-01,3.309430776880000025e+01,7.500000000000000000e-01
2.146613036000000108e+01,7.427917001000000141e+01,2.977426053000000294e+00,5.956168259999999881e-01,-7.458333329999999872e-01,8.094166667000000359e+01,2.186111110999999774e+00,2.935833332999999925e+02,2.916936000000000195e+00,5.564285129670000174e+01,1.000000000000000000e+00
2.294602384999999956e+01,2.191855582999999896e+01,7.147939716000000487e+01,1.069334959999999946e+00,1.046296295999999959e+00,9.137500000000000000e+01,2.307407406999999910e+00,1.640833333000000209e+02,8.866293330000000195e-01,4.632226124920000387e+01,1.000000000000000000e+00
2.170610750999999894e+01,5.077766200000000119e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.914814814999999726e+00,6.921666666999999507e+01,-4.113888889000000049e+00,3.017500000000000000e+02,2.473621333000000089e+00,3.199925043500000044e+01,1.000000000000000000e+00
2.202918487000000169e+01,1.819033901999999969e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.374074074000000145e+00,8.963333332999999925e+01,6.953703703999999597e+00,7.116666666999999791e+01,4.470400000000000068e-02,3.316037105499999882e+01,1.000000000000000000e+00
1.884214921999999959e+01,4.807611751000000311e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.519675926000000032e+01,7.245833333000000209e+01,-1.121898148000000006e+01,1.639166666999999791e+02,5.252720000000000722e-01,5.021330328670000398e+01,1.000000000000000000e+00
2.331673002999999866e+01,2.717402093999999657e+00,1.202350017999999920e+02,8.349713665000000447e+02,-6.027777779999999863e-01,4.373333333000000067e+01,1.127777777999999920e+01,1.505833333000000209e+02,6.072293329999999267e-01,2.219492731000000063e+01,1.000000000000000000e+00
2.216095723000000106e+01,1.693429059999999930e+00,3.425027224000000103e+01,1.050650528999999977e+01,1.361111111000000040e+00,7.769166667000000359e+01,4.924999999999999822e+00,1.235000000000000000e+02,1.262888000000000011e+00,3.471652306420000400e+01,0.000000000000000000e+00
1.834137000999999856e+01,2.759447692999999902e+01,2.289785766000000056e+00,4.567190596000000546e+00,-1.092962963000000087e+01,6.657500000000000284e+01,-5.702777777999999742e+00,2.964166667000000075e+02,5.699760000000000382e-01,3.489873352250000238e+01,1.000000000000000000e+00
2.371253804999999915e+01,1.457697039000000139e+00,1.285175442999999973e+02,8.050858352999998715e+02,8.487962962999999306e+00,6.442499999999999716e+01,1.515416667000000039e+01,2.522500000000000000e+02,2.078736000000000139e+00,2.363232314749999929e+01,5.833333333000000342e-01
2.234919092000000163e+01,1.425264533000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.104629629999999985e+01,9.073333332999999357e+01,1.250601851999999958e+01,2.277500000000000000e+02,0.000000000000000000e+00,2.711684351829999784e+01,4.166666667000000213e-01
1.898630288000000021e+01,1.746778089000000023e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.489814814999999903e+00,9.773333332999999357e+01,1.811574074000000145e+00,1.315000000000000000e+02,2.235200000000000034e-02,3.055695113999999890e+01,1.000000000000000000e+00
2.286612165000000019e+01,1.386729986999999831e+00,1.985829673000000071e+02,1.707423943000000293e+02,2.545370370000000104e+00,5.454999999999999716e+01,1.136898148000000042e+01,1.774166666999999791e+02,5.327226670000000386e-01,2.160006355499999842e+01,5.833333333000000342e-01
2.116407686000000155e+01,8.255153694000000542e+01,1.368383543000000024e+01,2.151679311999999733e+00,-5.283796296000000225e+00,6.915833333000000493e+01,-3.226851849999999855e-01,4.566666666999999791e+01,3.241040000000000032e-01,6.312616740749999877e+01,1.000000000000000000e+00
2.140807948000000138e+01,2.213900377999999947e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.365277778000000275e+00,9.214166667000000643e+01,3.518055555000000112e+00,3.466666666999999791e+01,0.000000000000000000e+00,3.626489070750000110e+01,1.000000000000000000e+00
2.117357681000000014e+01,2.689393770999999944e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.103240741000000025e+00,8.277500000000000568e+01,4.874999999999999889e-01,2.771666667000000075e+02,2.369311999999999863e+00,3.723737879920000182e+01,1.000000000000000000e+00
2.267153466999999978e+01,2.847255399999999881e+00,3.313812281999999527e+02,1.180596919999999983e+02,2.292592593000000178e+00,5.891666666999999791e+01,9.948611110999999951e+00,1.962500000000000000e+02,6.556586670000000838e-01,2.139521618999999930e+01,1.000000000000000000e+00
2.471282959999999917e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.206111111000000058e+01,7.940833333000000493e+01,1.559444444000000018e+01,2.284166666999999791e+02,1.341119999999999812e-01,2.439449842670000024e+01,0.000000000000000000e+00
2.211403355999999931e+01,1.141258778999999990e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.606481480000000017e-01,5.947500000000000142e+01,6.454166667000000857e+00,2.116666666999999791e+02,1.709927999999999892e+00,2.955213223920000232e+01,1.000000000000000000e+00
1.848933758000000083e+01,2.605010473000000104e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.270555556000000053e+01,5.777499999999999858e+01,-5.714814815000000436e+00,7.783333333000000209e+01,1.974426669999999884e-01,3.394497448079999913e+01,1.000000000000000000e+00
2.274535492000000048e+01,2.314144461000000064e+01,2.768542857999999995e+00,5.851132679999999642e-01,3.784722222000000080e+00,7.554999999999999716e+01,7.827314815000000259e+00,2.783333332999999925e+02,4.485301332999999779e+00,3.816509423250000310e+01,1.000000000000000000e+00
2.280065843999999942e+01,5.990552229000000040e+01,6.647146564000000524e+01,9.555038649999999523e-01,-9.523148150000000367e-01,8.188333332999999925e+01,1.835648148000000202e+00,1.532500000000000000e+02,7.562426669999999795e-01,5.291286499920000352e+01,1.000000000000000000e+00
2.226984768000000159e+01,1.142893854000000076e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.627314815000000081e+00,8.065000000000000568e+01,9.784722222999999275e+00,2.218333333000000209e+02,1.244261333000000080e+00,2.803002267079999754e+01,1.000000000000000000e+00
2.081899127000000149e+01,8.181358950000000618e+01,1.801787505000000067e+01,1.808329561999999946e+00,-4.976388888999999871e+00,8.016666666999999791e+01,-2.013425926000000032e+00,2.785000000000000000e+02,1.441704000000000097e+00,6.234615374829999723e+01,1.000000000000000000e+00
2.320266974999999832e+01,2.774080500000000171e+00,1.372928045999999824e+02,8.276472251999999798e+02,-4.193518518999999500e+00,3.082499999999999929e+01,1.258379629999999949e+01,2.742500000000000000e+02,5.848773332999999575e+00,2.243806046329999759e+01,1.000000000000000000e+00
2.072782687000000124e+01,3.088948408999999984e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.424537037000000339e+00,8.945000000000000284e+01,-6.970370370000000371e+00,3.199166667000000075e+02,1.564640000000000197e-01,3.975213935330000226e+01,1.000000000000000000e+00
2.275305585999999991e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.028842593000000072e+01,7.704999999999999716e+01,1.424629630000000091e+01,2.545000000000000000e+02,4.537455999999999712e+00,2.343418128669999945e+01,0.000000000000000000e+00
2.291299099000000083e+01,3.009631441999999879e+01,2.123260401000000002e+02,2.900831645000000094e+02,-1.080694444999999959e+01,5.817499999999999716e+01,-3.789351851999999798e+00,2.882500000000000000e+02,1.411901333000000092e+00,4.276751273170000189e+01,1.000000000000000000e+00
2.076403930000000031e+01,2.968425202999999968e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.138148147999999971e+01,6.077499999999999858e+01,-4.979629629999999807e+00,2.783333332999999925e+02,3.192610666999999847e+00,3.870737031920000248e+01,1.000000000000000000e+00
2.401034943000000155e+01,0.000000000000000000e+00,3.368918172000000055e+01,1.592915171000000019e+00,1.332731481000000073e+01,9.691666666999999791e+01,1.379074074000000039e+01,1.694166666999999791e+02,1.303866669999999839e-01,2.406893050749999929e+01,0.000000000000000000e+00
2.208471100999999948e+01,1.487796872000000015e+01,1.305271858999999957e+01,2.805827113000000317e+00,4.038888888999999871e+00,8.568333332999999641e+01,6.252314815000000081e+00,1.416666666999999791e+02,3.948853329999999495e-01,3.219933249420000010e+01,1.000000000000000000e+00
2.462216010000000210e+01,0.000000000000000000e+00,1.675601411999999755e+02,2.820691435000000169e+01,1.200833332999999925e+01,7.502500000000000568e+01,1.643518518999999856e+01,1.453333333000000209e+02,1.341120000000000090e+00,2.418259875920000113e+01,0.000000000000000000e+00
2.257081433000000104e+01,5.666578144000000350e+01,1.156657854000000043e+02,9.359357878000000142e+01,-6.912499999999999645e+00,7.455833332999999641e+01,-3.029629630000000073e+00,2.807500000000000000e+02,2.823802666999999822e+00,6.390824314750000212e+01,1.000000000000000000e+00
2.158783949000000035e+01,1.867827327999999909e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.541666670000000794e-01,7.427500000000000568e+01,5.150462962999999839e+00,1.900000000000000000e+02,0.000000000000000000e+00,3.272438797670000099e+01,1.000000000000000000e+00
2.072782687000000124e+01,3.088948408999999984e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.424537037000000339e+00,8.945000000000000284e+01,-6.970370370000000371e+00,3.199166667000000075e+02,1.564640000000000197e-01,3.975213935330000226e+01,1.000000000000000000e+00
2.270880796000000146e+01,3.636940606000000287e+01,1.513792633000000194e+02,1.659585474000000005e+01,-4.749537036999999629e+00,6.883333333000000209e+01,2.976851850000000188e-01,2.314166666999999791e+02,3.065949333000000276e+00,4.261294574080000075e+01,1.000000000000000000e+00
2.266217242999999826e+01,2.862705838000000114e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.409722222000000080e+00,7.435833332999999357e+01,1.077777777999999920e+01,2.085000000000000000e+02,1.326218667000000018e+00,2.171691464419999917e+01,1.000000000000000000e+00
2.289209706000000111e+01,2.852632592999999872e+01,1.203915035999999787e+02,5.626726244999999693e+01,-6.054629629999999985e+00,8.311666667000000075e+01,-3.569444444999999799e+00,2.807500000000000000e+02,3.062224000000000057e+00,4.507513972329999774e+01,1.000000000000000000e+00
2.035469928999999922e+01,2.448554166999999993e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.146759258999999531e+00,6.056666666999999649e+01,-1.514814815000000037e+00,2.870000000000000000e+02,4.302760000000000140e+00,3.445254625919999825e+01,1.000000000000000000e+00
2.071326966000000169e+01,2.864658659999999912e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.347222222000000080e+00,4.386666667000000075e+01,9.312500000000000000e+00,2.464166666999999791e+02,1.575815999999999883e+00,1.984371268920000020e+01,1.000000000000000000e+00
1.977315031999999917e+01,4.022559677999999650e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.592083333000000067e+01,6.963333332999999925e+01,-1.146574073999999932e+01,2.750000000000000000e+02,1.702477333000000037e+00,4.455686249920000108e+01,1.000000000000000000e+00
2.198067816000000008e+01,6.533655122999999776e+01,1.194968080000000099e-01,7.450026199999999765e-02,7.658333332999999854e+00,9.812500000000000000e+01,7.928703704000000130e+00,1.764166666999999791e+02,8.940800000000000136e-02,5.513355361250000186e+01,1.000000000000000000e+00
2.064877918999999906e+01,3.178808108000000132e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.185046295999999977e+01,4.833333333000000209e+01,-2.431018519000000211e+00,1.430000000000000000e+02,0.000000000000000000e+00,4.087412101920000396e+01,1.000000000000000000e+00
2.274029948000000090e+01,2.934789581000000425e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.763888890000000931e-01,5.192499999999999716e+01,1.043055556000000017e+01,6.258333333000000209e+01,4.097866700000000334e-02,2.156776668999999913e+01,1.000000000000000000e+00
1.967866121000000135e+01,3.555995615999999870e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.202083333000000032e+01,6.970833333000000209e+01,-7.437500000000000000e+00,2.740000000000000000e+02,2.704591999999999885e+00,4.254355675749999932e+01,1.000000000000000000e+00
2.266217242999999826e+01,2.862705838000000114e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.409722222000000080e+00,7.435833332999999357e+01,1.077777777999999920e+01,2.085000000000000000e+02,1.326218667000000018e+00,2.171691464419999917e+01,1.000000000000000000e+00
2.271694111000000049e+01,7.226613269000000628e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.212500000000000000e+01,4.498333333000000067e+01,-1.760185185000000097e+00,1.996666666999999791e+02,5.848773329999999993e-01,5.812468273079999648e+01,1.000000000000000000e+00
2.014813548000000054e+01,3.569981795999999719e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.190462963000000052e+01,4.290833332999999783e+01,-8.787037040000000854e-01,1.521666666999999791e+02,1.095247999999999999e+00,4.373880634329999850e+01,1.000000000000000000e+00
2.215760728000000057e+01,1.718029712999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.471759258999999709e+00,8.918333332999999641e+01,7.122685184999999919e+00,7.333333333000000209e+01,2.235200000000000034e-02,3.244973451829999789e+01,1.000000000000000000e+00
2.231612580000000179e+01,3.811004848000000056e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.188703703999999917e+01,9.233333333000000209e+01,1.308657406999999928e+01,1.805000000000000000e+02,1.553463999999999956e+00,2.612377384670000069e+01,1.000000000000000000e+00
2.229502459000000059e+01,5.104590928999999555e+00,1.725310549000000151e+02,6.418312387999999657e+01,5.133267342999999983e+00,7.352500000000000568e+01,9.645833332999998788e+00,1.325833332999999925e+02,2.879150510000000329e-01,2.780036246250000076e+01,1.000000000000000000e+00
2.333445913999999988e+01,6.499350007999999512e+00,1.647034385000000043e+02,1.026075890999999984e+02,1.077175925999999961e+01,8.686666667000000075e+01,1.289907406999999928e+01,3.691666666999999791e+01,0.000000000000000000e+00,2.895650856920000038e+01,1.000000000000000000e+00
2.289782986999999892e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.801851852000000420e+00,8.159999999999999432e+01,1.183796296000000048e+01,9.783333333000000209e+01,1.281514666999999941e+00,2.334296041079999995e+01,0.000000000000000000e+00
2.232657208999999909e+01,3.441504290999999682e+01,1.585859908999999845e+02,5.355354151000000229e+00,-6.745370369999999838e+00,7.164166667000000643e+01,-2.316203703999999863e+00,2.822500000000000000e+02,3.647101333000000167e+00,4.425822643419999736e+01,1.000000000000000000e+00
2.198663209000000052e+01,4.004783089000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.084398148000000006e+01,5.726666666999999933e+01,-3.622685184999999919e+00,2.970833332999999925e+02,1.970701333000000055e+00,4.609964735999999874e+01,1.000000000000000000e+00
2.262881581999999980e+01,4.195715446999999898e+01,1.089272629000000059e+01,1.731747935999999877e+00,5.876388888999999338e+00,9.737500000000000000e+01,6.256944445000000243e+00,8.625000000000000000e+01,4.470400000000000068e-02,5.611773518580000086e+01,1.000000000000000000e+00
2.109517862999999949e+01,1.841053574000000026e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.105092593000000178e+00,9.414166667000000643e+01,3.957870370000000193e+00,9.400000000000000000e+01,2.235200000000000034e-02,3.221221620330000235e+01,1.000000000000000000e+00
2.298769784999999999e+01,2.289081485000000171e+01,1.601405170999999825e+02,2.291684783999999979e+02,-6.896759258999999531e+00,5.734166667000000217e+01,5.574074079999999931e-01,2.678333332999999925e+02,1.057994667000000000e+00,3.929340416499999833e+01,1.000000000000000000e+00
2.081055689999999814e+01,6.076879871999999949e+01,1.700279814999999815e+02,1.129678730999999914e+02,-3.721759258999999709e+00,7.152500000000000568e+01,8.430555559999999282e-01,2.835000000000000000e+02,3.330448000000000519e+00,5.997526078579999620e+01,1.000000000000000000e+00
2.422224526999999838e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.299537036999999984e+01,7.611666667000000075e+01,1.722083333999999866e+01,1.558333333000000209e+02,4.842933329999999925e-01,2.306765304250000170e+01,0.000000000000000000e+00
2.284962236999999874e+01,3.846604995999999943e+01,3.053810697999999846e+01,9.351252963999999679e+01,-1.220138889000000049e+01,4.450000000000000000e+01,-1.697222221999999947e+00,1.796666666999999791e+02,6.519333330000000037e-01,5.420805990750000092e+01,1.000000000000000000e+00
2.165071713000000031e+01,2.125770633000000132e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.626388888999999338e+00,7.984999999999999432e+01,8.907407407999999194e+00,2.610833332999999925e+02,1.389549333000000164e+00,3.556300476330000038e+01,1.000000000000000000e+00
2.406452738000000124e+01,0.000000000000000000e+00,5.491616178000000303e+01,6.395418310000000606e-01,1.358055556000000053e+01,9.712500000000000000e+01,1.401203703999999917e+01,1.209166667000000075e+02,2.980266669999999674e-01,2.393563507920000077e+01,0.000000000000000000e+00
2.183110551000000044e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.022916666999999968e+01,9.974166667000000075e+01,1.025648147999999971e+01,2.895000000000000000e+02,7.450666670000000158e-01,2.378843424000000084e+01,0.000000000000000000e+00
2.269870135000000033e+01,0.000000000000000000e+00,1.259650381999999951e+02,8.867883899999999819e-01,4.756481481000000677e+00,5.410000000000000142e+01,1.386898148000000042e+01,2.092500000000000000e+02,1.553463999999999956e+00,2.317113930080000017e+01,8.333333330000000649e-02
2.228966605000000101e+01,0.000000000000000000e+00,4.151359650999999928e+01,1.827422189999999835e-01,7.317129630000000162e+00,6.870833333000000209e+01,1.292916667000000075e+01,2.096666666999999791e+02,1.426802666999999802e+00,2.282744446330000088e+01,0.000000000000000000e+00
2.089046275999999835e+01,2.760915845999999974e+01,2.564760984000000121e+02,4.576736728000000198e+01,-9.142129629999999452e+00,6.481666667000000359e+01,-3.474537036999999717e+00,3.110000000000000000e+02,1.076621333000000069e+00,3.697694307500000122e+01,1.000000000000000000e+00
1.969134621999999979e+01,2.925717426000000287e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.264814815000000259e+00,9.258333333000000209e+01,5.366203704000000130e+00,2.342500000000000000e+02,8.009466670000000565e-01,1.872441079080000037e+01,1.000000000000000000e+00
1.888018021999999974e+01,8.137242320999999379e+01,1.213777576000000025e+01,1.701378443000000074e+00,-4.209722221999999903e+00,7.294166667000000359e+01,6.388888900000000426e-02,2.803333332999999925e+02,4.407069332999999922e+00,5.674431689829999925e+01,1.000000000000000000e+00
2.164313534000000061e+01,4.024827564999999652e+01,1.868992955999999950e+01,1.904764730000000073e-01,-1.267592593000000045e+00,8.697499999999999432e+01,6.643518520000000205e-01,1.205000000000000000e+02,6.333066670000000453e-01,4.213371333330000112e+01,1.000000000000000000e+00
1.823337839999999943e+01,2.894923263000000091e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.198148147999999935e+01,6.216666666999999791e+01,-5.910648147999999935e+00,8.758333333000000209e+01,2.756746669999999844e-01,3.572484257920000061e+01,1.000000000000000000e+00
2.211571997000000067e+01,1.816644176999999871e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.830092592999999823e+00,9.559166666999999507e+01,6.475925926000000388e+00,2.792500000000000000e+02,1.598168000000000033e+00,3.252387153250000296e+01,1.000000000000000000e+00
2.102824233999999848e+01,2.596610220999999896e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.892592593000000267e+00,8.024166667000000075e+01,-9.175925929999999564e-01,3.900000000000000000e+01,0.000000000000000000e+00,3.816738793079999681e+01,1.000000000000000000e+00
2.153723297000000159e+01,0.000000000000000000e+00,6.961176097999999257e+00,1.443381491999999877e+00,4.892592592999999823e+00,8.175000000000000000e+01,7.810185184999999919e+00,9.091666666999999791e+01,6.184053330000000015e-01,2.253618610999999916e+01,0.000000000000000000e+00
2.496608781000000121e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.159351851999999994e+01,7.886666667000000075e+01,1.521990740999999936e+01,2.260000000000000000e+02,0.000000000000000000e+00,2.433183101670000070e+01,0.000000000000000000e+00
2.081899127000000149e+01,8.181358950000000618e+01,1.801787505000000067e+01,1.808329561999999946e+00,-4.976388888999999871e+00,8.016666666999999791e+01,-2.013425926000000032e+00,2.785000000000000000e+02,1.441704000000000097e+00,6.234615374829999723e+01,1.000000000000000000e+00
2.230470388999999898e+01,2.065347726999999978e+01,2.259267873999999949e+02,4.841709445000000187e+02,-6.596296296000000225e+00,4.610000000000000142e+01,3.947222221999999725e+00,1.840833333000000209e+02,1.721104000000000189e+00,3.447725575829999656e+01,1.000000000000000000e+00
2.174604736999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.092592589999999753e-01,5.720833333000000209e+01,8.159722222000000968e+00,7.758333333000000209e+01,1.244261333000000080e+00,2.230840833330000095e+01,0.000000000000000000e+00
2.281664523999999972e+01,4.148163356999999962e+01,8.857046106999999324e+01,1.214052216000000044e+02,-1.450648147999999971e+01,6.239999999999999858e+01,-8.612037037000000339e+00,2.375000000000000000e+02,1.136226667000000079e+00,5.052489939920000239e+01,1.000000000000000000e+00
1.933840299999999957e+01,4.037224020000000357e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.476851850000000521e-01,9.407500000000000284e+01,1.500000000000000000e+00,1.760000000000000000e+02,9.052559999999999496e-01,2.035934146580000004e+01,0.000000000000000000e+00
2.330319567000000092e+01,3.007703989999999994e+00,2.198369507999999826e+02,4.030891480999999885e+02,4.410185184999999564e+00,5.844166666999999649e+01,1.231759259000000029e+01,2.676666667000000075e+02,2.197946667000000076e+00,2.419321079579999889e+01,1.000000000000000000e+00
2.435826400999999919e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.312361111000000058e+01,7.568333332999999641e+01,1.744166667000000004e+01,1.490000000000000000e+02,5.699760000000000382e-01,2.290989213079999942e+01,0.000000000000000000e+00
2.077175145000000001e+01,2.869677465999999910e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.010231482000000014e+01,4.484166667000000217e+01,4.939814810000000000e-01,1.751666666999999791e+02,1.303866669999999839e-01,4.015806925999999777e+01,1.000000000000000000e+00
2.244683685000000040e+01,1.100841109999999823e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.327777777999999742e+00,8.355833332999999641e+01,8.952314814999999371e+00,2.462500000000000000e+02,2.793999999999999817e-01,2.704380840829999855e+01,1.000000000000000000e+00
2.272569338999999999e+01,2.405173466999999832e+01,9.815626776999999947e+01,7.770804032999999222e+00,3.464351852000000065e+00,9.475000000000000000e+01,4.230555556000000550e+00,2.935833332999999925e+02,1.013290666999999923e+00,3.827888722080000150e+01,1.000000000000000000e+00
2.265935345999999839e+01,0.000000000000000000e+00,1.266249591999999922e+02,2.585299278999999828e+01,7.453703703999999597e+00,6.192499999999999716e+01,1.466018518999999998e+01,1.674166666999999791e+02,6.742853329999999312e-01,2.248696780999999945e+01,0.000000000000000000e+00
2.267972838000000024e+01,1.940526849999999826e+01,6.385899904000000049e+01,3.778066635000000062e+00,3.275462963000000283e+00,8.552500000000000568e+01,5.504629630000000162e+00,2.787500000000000000e+02,2.160693333000000216e+00,3.509567422170000128e+01,1.000000000000000000e+00
2.138831502000000029e+01,5.086464954000000205e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.269305555999999946e+01,5.056666666999999649e+01,-3.943981481999999872e+00,2.850833332999999925e+02,4.388442666999999631e+00,3.278986527080000002e+01,1.000000000000000000e+00
2.078011078000000111e+01,2.854358189999999595e+01,2.005831014000000039e+02,5.588099053999999910e+01,-1.042361110999999951e+01,4.948333333000000067e+01,-1.203240740999999892e+00,3.002500000000000000e+02,1.721104000000000189e+00,3.185425017580000073e+01,1.000000000000000000e+00
2.304334657000000064e+01,2.368644362999999942e+01,1.574966512999999964e+02,2.518578378999999856e+01,-2.555555555999999839e+00,7.043333332999999641e+01,2.265277778000000186e+00,3.108333332999999854e+01,0.000000000000000000e+00,4.006905851670000374e+01,1.000000000000000000e+00
2.331964735000000033e+01,7.598428461000000134e+00,8.137587075999999797e+01,8.333810724999999593e+02,-3.782407409999999914e-01,6.601666667000000643e+01,5.459259258999999531e+00,2.395000000000000000e+02,3.203786670000000059e-01,2.976170325420000040e+01,1.000000000000000000e+00
2.076420534000000018e+01,2.436946780000000246e+01,1.972588647999999978e+02,2.219514669000000140e+02,-1.193564815000000046e+01,5.014166666999999933e+01,-3.014814814999999815e+00,2.946666667000000075e+02,2.976541333000000122e+00,3.135825114170000205e+01,1.000000000000000000e+00
1.968925095000000169e+01,8.634428982000001085e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.468981481999999783e+00,5.695833333000000209e+01,5.367592593000000356e+00,8.800000000000000000e+01,0.000000000000000000e+00,2.569930550920000201e+01,1.000000000000000000e+00
2.338614935000000017e+01,7.352037692999999763e+00,1.144648165999999918e+02,7.044084582000000410e+02,3.653009258999999620e+00,7.719166667000000359e+01,7.379861111000000307e+00,1.911666666999999791e+02,8.568266700000000125e-01,3.056707221750000159e+01,1.000000000000000000e+00
