# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityLow,elecEquipDensityHigh,infilRate
2.339750950916459971e+01,3.618213247524579984e-02,3.796736796999999797e+01,2.349487031999999864e+00,7.172685184999999741e+00,6.311666667000000075e+01,1.406666667000000004e+01,1.601666666999999791e+02,1.117599999999999844e-01,2.226693959250000177e+01,1.666666666999999935e-01,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.402103260796160100e+01,5.713020166642950315e-01,8.125218021999999962e+01,7.559082618999999781e+00,1.169999999999999929e+01,9.006666667000000359e+01,1.327731481000000002e+01,2.275000000000000000e+02,2.309706669999999906e-01,2.968754646749999893e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.086695950088499885e+01,1.169136756783919928e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.099907407000000070e+01,4.372500000000000142e+01,-1.398148150000000089e-01,1.776666666999999791e+02,2.793999999999999817e-01,4.035189675920000241e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.290794121994640165e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158796296000000048e+01,8.850833332999999925e+01,1.343240740999999971e+01,1.610000000000000000e+02,0.000000000000000000e+00,2.390934259249999982e+01,0.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.246100939058059964e+01,1.402228919978409927e+01,2.657111959999999939e+01,9.618246240000000169e-01,-1.308333332999999987e+00,7.634166666999999507e+01,2.425462963000000194e+00,8.633333333000000209e+01,0.000000000000000000e+00,4.673757611079999919e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.221826499504579999e+01,9.917827015796120138e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.082175926000000032e+01,9.209166666999999507e+01,1.205324073999999968e+01,2.440000000000000000e+02,0.000000000000000000e+00,3.071281798080000058e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.243742214116389988e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.083333333000000032e+01,7.674166667000000075e+01,1.486435185000000025e+01,6.175000000000000000e+01,8.940800000000000136e-02,2.376096272170000034e+01,0.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.071054825990820092e+01,6.826822641623439658e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.438425925999999855e+00,8.909999999999999432e+01,-2.888888888999999960e+00,1.198333332999999925e+02,6.556586670000000838e-01,4.234946212919999908e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.172277168321189933e+01,7.230338273728800225e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.462037036999999984e+00,7.532500000000000284e+01,7.541203703999999952e+00,2.783333332999999925e+02,2.682240000000000180e+00,3.212944236749999760e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.102178531805349948e+01,4.648806024627120115e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.201388888999999516e+00,6.765833333000000493e+01,-2.020833333000000120e+00,2.795833332999999925e+02,2.514600000000000168e+00,3.641451874999999916e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.346837524163440136e+01,1.324926488166989991e+00,1.232138361000000089e+02,6.586641150000000380e+02,-3.423148148000000113e+00,6.335833333000000067e+01,2.848148147999999935e+00,2.630833332999999925e+02,4.582160000000000122e-01,3.639497012830000244e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.131154631315530068e+01,3.296459690873419834e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.239351852000000420e+00,6.460833332999999357e+01,-3.533333333000000298e+00,2.980000000000000000e+02,3.613573329999999473e-01,3.913964911920000134e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.155852735962750089e+01,2.245612460676090105e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.167592593000000178e+00,8.979999999999999716e+01,4.697222221999999725e+00,6.200000000000000000e+01,0.000000000000000000e+00,3.410042987829999817e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.227536125786560106e+01,1.771423013934539981e+01,1.648755569000000207e+02,1.850834944000000064e+02,-6.202777777999999742e+00,7.851666667000000643e+01,-2.924074073999999968e+00,2.865833332999999925e+02,2.749295999999999740e+00,4.977377861080000088e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.265501106457680081e+01,4.316305372923759931e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.666203703999999952e+00,7.738333332999999925e+01,1.044305555999999946e+01,2.225000000000000000e+02,1.527386666999999809e+00,2.649384773250000080e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.076392835583450136e+01,7.671200515456469970e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.134259258999999354e+00,4.150000000000000000e+01,4.857870371000000631e+00,8.300000000000000000e+01,0.000000000000000000e+00,2.172139242579999774e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.415933613962080173e+01,3.420077309694489753e-01,1.037984397999999970e+02,8.787786962999999787e+02,-4.923611111000000484e+00,2.819999999999999929e+01,1.306388888999999942e+01,2.645000000000000000e+02,5.811519999999999797e+00,2.234592081999999991e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.302862134345430078e+01,3.486192587647090058e+00,6.113603172999999913e+01,1.238218368000000069e+00,-4.448148148000000468e+00,7.231666667000000359e+01,-6.342592599999999359e-02,2.785000000000000000e+02,2.935562666999999681e+00,5.015569379669999961e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.048250069415669827e+01,1.390668410490430107e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.980555556000000550e+00,7.362500000000000000e+01,-3.966666666999999702e+00,3.030000000000000000e+02,0.000000000000000000e+00,3.400711713999999830e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.204391997952729909e+01,2.224947373387169969e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.466666667000000146e+00,8.599166667000000075e+01,8.669444444999999888e+00,2.232500000000000000e+02,1.173479999999999857e+00,2.916035479670000186e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.138664939960219868e+01,2.401798582694619988e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.006018518999999500e+00,7.316666666999999791e+01,2.351851849999999911e-01,2.831666667000000075e+02,3.125554666999999842e+00,3.549815526420000111e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.168423067284939876e+01,3.643574056120310045e-01,2.454896862000000013e+01,6.023649201000000630e+02,-1.085509258999999993e+01,4.210000000000000142e+01,5.407407410000000247e-01,2.885833332999999925e+02,1.281514666999999941e+00,3.505717237000000353e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.114861515504290068e+01,7.874156252257749955e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.150925926000000210e+00,9.686666667000000075e+01,6.606944443999999805e+00,2.807500000000000000e+02,1.654047999999999963e+00,3.303461437499999676e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.247015429671689901e+01,8.726530011939249931e+00,1.302993987999999774e+02,6.842472255999999788e+02,3.182870369999999838e+00,4.716666666999999791e+01,1.428101851999999994e+01,2.281666666999999791e+02,2.715768000000000182e+00,2.572519121750000082e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.168247961935350077e+01,2.533044023378570042e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.185185189999999888e-01,7.054166666999999791e+01,4.256018518000000306e+00,2.659166667000000075e+02,1.952074666999999986e+00,3.554058611079999963e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.167951773040979901e+01,2.849289481444549921e+01,9.707350796999999432e+01,5.018974309999999939e+00,-5.395833332999999676e+00,7.482500000000000284e+01,-1.512962963000000105e+00,2.508333333000000209e+02,2.224024000000000001e+00,6.229507402750000011e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.710170407368130086e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.260694443999999947e+01,6.829166666999999791e+01,1.854074074000000039e+01,9.358333333000000209e+01,4.023360000000000269e-01,2.471886388829999959e+01,0.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.214005393844220038e+01,2.065684976978220178e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.004120370000000051e+01,6.418333332999999641e+01,-4.287037037000000161e+00,2.896666667000000075e+02,1.445429333000000094e+00,5.262784791749999869e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.248478700062640101e+01,1.365608379214230084e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.140740741000000114e+00,7.829166666999999791e+01,-8.365740740000000564e-01,2.561666667000000075e+02,1.616794666999999963e+00,5.151982976920000112e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.229500989821769963e+01,1.098552590063600043e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.769444444999999977e+00,8.595000000000000284e+01,-1.718981480999999922e+00,2.976666667000000075e+02,2.332058667000000085e+00,3.323085359750000123e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.224431468647539845e+01,8.400987612041950214e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.769444444999999977e+00,8.595000000000000284e+01,-1.718981480999999922e+00,2.976666667000000075e+02,2.332058667000000085e+00,3.323085359750000123e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.250023808018140059e+01,3.799788018207329809e+00,2.053857905000000130e+02,1.587005813999999937e+01,-8.262037037000000694e+00,7.474166667000000075e+01,-4.453703703999999597e+00,3.020833332999999925e+02,3.833368000000000109e+00,5.032819023169999895e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.279407565813970038e+01,8.387141577654919189e+00,7.607772961999999950e+01,1.589883129999999944e+01,3.794907406999999733e+00,8.742499999999999716e+01,5.714814815000000436e+00,2.794166667000000075e+02,1.445429333000000094e+00,3.521902429579999705e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.608231377991959832e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.246203704000000023e+01,6.866666666999999791e+01,1.830138888999999836e+01,2.186666666999999791e+02,6.109546670000000068e-01,2.293953425999999851e+01,0.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.119462194436700031e+01,3.669829844205890090e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.049999999999999822e+00,7.251666667000000643e+01,1.346759259000000153e+00,2.410000000000000000e+02,2.756746669999999844e-01,3.627209717670000089e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.175952779724410036e+01,3.330029028087159837e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.347685184999999564e+00,7.611666667000000075e+01,-6.629629630000000162e-01,6.166666666999999791e+01,0.000000000000000000e+00,3.590612046829999571e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.200607940596770007e+01,2.881272250818450176e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.122824074000000039e+01,9.704166666999999791e+01,1.166944443999999947e+01,1.935833333000000209e+02,4.470400000000000068e-02,2.060550601829999806e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.118741687700820009e+01,7.449999511705340360e+00,2.102696765999999773e+00,4.470056329999999578e-01,1.007870370000000015e+01,9.884999999999999432e+01,1.023935185000000025e+01,2.107500000000000000e+02,1.974426669999999884e-01,3.087744099080000026e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.586890274358680131e+01,0.000000000000000000e+00,7.520811369999999840e+01,1.964269308000000080e+02,1.122546295999999977e+01,5.608333333000000209e+01,2.024537036999999984e+01,2.829166667000000075e+02,1.519935999999999954e+00,2.465022777829999967e+01,0.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.222831004951029854e+01,3.467516039238620063e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.800462962999999306e+00,6.505833332999999641e+01,-1.064351851999999932e+00,2.809166667000000075e+02,4.399618666999999483e+00,3.361211361670000031e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.477439811616499910e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.660648147999999935e+00,8.499166667000000075e+01,1.005879630000000091e+01,3.089166667000000075e+02,2.346959999999999713e+00,1.964681827329999919e+01,0.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.254596627231060069e+01,1.110203092966900051e+01,6.947524056999999686e+01,1.248855146999999999e+00,2.099537036999999717e+00,9.073333332999999357e+01,3.469907406999999999e+00,2.657500000000000000e+02,1.713653333000000112e+00,4.773485738749999996e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.319076012260309838e+01,1.860496728915350007e+00,4.557568596000000127e+01,7.229347240000000738e+02,-4.468981482000000227e+00,5.269166666999999649e+01,4.338425926000000210e+00,2.863333332999999925e+02,3.017520000000000202e+00,2.957964888420000094e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.058707074042339968e+01,2.931687351565719912e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.712500000000000355e+00,4.577499999999999858e+01,5.002777778000000453e+00,7.025000000000000000e+01,0.000000000000000000e+00,2.351213668249999955e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.178867730463259988e+01,4.208122783997469973e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.615277777999999387e+00,9.549166667000000075e+01,1.029398147999999935e+01,1.562500000000000000e+02,5.513493329999999970e-01,2.728506778830000101e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.220280670901529874e+01,2.116400312682320095e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.393055556000000195e+00,7.718333332999999641e+01,1.019861110999999987e+01,8.900000000000000000e+01,0.000000000000000000e+00,2.777554813420000102e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.290224532177320071e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.069861110999999987e+01,7.698333332999999357e+01,1.467453704000000059e+01,8.450000000000000000e+01,1.080346669999999870e-01,2.371851430999999977e+01,0.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.208484807575520037e+01,1.361373740452840053e+01,3.810744351999999679e+01,6.225724169000000074e+02,-8.248148148000000290e+00,4.565833332999999783e+01,2.270370370000000193e+00,2.896666667000000075e+02,3.185159999999999769e+00,3.892951546249999950e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.238669875680810151e+01,1.312472438391299967e+01,4.082889873999999963e+01,2.908372452000000052e+00,6.262500000000000178e+00,9.784166666999999507e+01,6.574074073999999435e+00,7.350000000000000000e+01,4.097866700000000334e-02,3.681797224000000313e+01,1.000000000000000000e+00,4.668032472693522394e-01,2.370305248398345839e+02,6.358550739189415708e+02,1.617795504386869698e+00,9.314097886351316191e+00,2.023044038228382746e+01,4.706724224764804315e-02
2.339377580086830122e+01,1.021360649458040015e+01,1.035724783000000002e+02,7.938713892999999189e+00,3.766666666999999968e+00,7.375833332999999925e+01,8.160185184999999564e+00,3.070000000000000000e+02,1.154853332999999926e+00,3.251158881919999999e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.340918664996030074e+01,3.211064189320970153e-01,2.333925389999999993e+02,1.594434194000000105e+02,-4.995370369999999838e+00,7.205833332999999641e+01,-5.615740740000000342e-01,3.020000000000000000e+02,4.194725333000000056e+00,3.842858849830000167e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.398157851376469907e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.028842593000000072e+01,7.704999999999999716e+01,1.424629630000000091e+01,2.545000000000000000e+02,4.537455999999999712e+00,2.343418128669999945e+01,0.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.132032160693750100e+01,5.528546065078200344e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.550925929999999564e-01,7.451666667000000643e+01,3.754166666999999791e+00,2.778333332999999925e+02,2.853605332999999966e+00,3.419879512920000053e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.259264210215239999e+01,3.948980568615579889e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.921296299999999846e-01,7.546666666999999507e+01,5.008333333999999581e+00,1.913333333000000209e+02,2.793999999999999817e-01,1.872454398580000046e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.359604403994460142e+01,6.854350213021600524e-01,8.732526325999999983e+01,1.109884158000000065e+00,-4.143055556000000195e+00,7.039166667000000643e+01,6.236111109999999957e-01,2.813333332999999925e+02,3.796114666999999887e+00,3.950071393500000028e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.014378641418869975e+01,1.891980562312010150e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.682777778000000168e+01,6.713333332999999925e+01,-1.196342592999999965e+01,1.663333333000000209e+02,4.470400000000000068e-02,4.737915310079999642e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
1.981449505027250169e+01,5.468488471008979834e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.189351851999999710e+00,8.121666666999999507e+01,-6.497685184999999919e+00,3.109166667000000075e+02,1.303866667000000090e+00,3.229489074079999966e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.025840634675639862e+01,3.411041018783039647e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.082870370000000193e+00,9.091666666999999791e+01,-1.791203703999999952e+00,1.236666667000000075e+02,7.152640000000000109e-01,5.930681004750000085e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.233701373939549839e+01,1.912573431057520068e+01,6.088715932000000208e+01,6.664038202999999605e+00,-4.379629630000000162e+00,7.799166667000000075e+01,-1.027314814999999992e+00,5.475000000000000000e+01,0.000000000000000000e+00,5.475118384249999792e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.098124525756029968e+01,9.721858102406919500e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.939814810000000112e-01,8.479999999999999716e+01,2.097222222000000080e+00,3.060833332999999925e+02,0.000000000000000000e+00,3.829729458250000107e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
2.163841164133679840e+01,8.430192693074199939e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.849074073999999790e+00,9.117499999999999716e+01,8.196296295999999870e+00,2.916666667000000146e+01,0.000000000000000000e+00,3.028044447999999988e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
2.339989590615289927e+01,4.920503497331830123e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.124537036999999629e+00,3.454166666999999791e+01,6.395833332999999676e+00,1.170833332999999925e+02,3.129280000000000395e-01,2.000072136249999843e+01,1.000000000000000000e+00,3.209583952475748847e-02,3.432146396573123752e+02,9.223069813967083519e+02,1.180345093083905672e+00,1.451145140343675166e+01,3.231852567394417264e+01,1.893638914955763641e-01
1.953028434671109892e+01,2.010857072045579841e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.567777777999999955e+01,7.409999999999999432e+01,-1.199490740999999971e+01,3.085000000000000000e+02,6.705599999999999061e-02,4.752134958330000103e+01,1.000000000000000000e+00,2.549149989663098137e-01,1.463778371325867056e+02,3.609535430858327345e+02,1.516871624518970396e+00,2.033693204016606160e+01,4.077337059179863843e+01,2.603465181339091883e-01
