# # iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityLow,elecEquipDensityHigh,infilRate
2.027061466295300107e+01,1.089812665144959958e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.129999999999999716e+01,-5.375000000000000000e+00,3.998480944420000327e+01,1.000000000000000000e+00,4.270722630728554514e-01,1.327129730141888899e+02,8.070204293519356042e+02,1.656466121518306300e+00,1.064924018797453975e+01,3.082900323791178465e+01,1.294841001042796869e-01
1.883887934486709881e+01,1.095452047604939949e+01,1.311637019999999865e+01,8.591388152999998695e+00,7.051666667000000643e+01,-1.842129630000000073e+00,4.382502449079999707e+01,1.000000000000000000e+00,4.710933250070588052e-01,3.066627133788401807e+02,7.058611365037452288e+02,1.232201589879194925e+00,1.348738196517514076e+01,2.241496665012562417e+01,2.107482693713076671e-01
2.169432102955330066e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.754166666999999791e+01,1.053888889000000084e+01,2.141665369829999932e+01,0.000000000000000000e+00,4.723946797981131568e-02,2.275157554747983681e+02,6.895871517322082127e+02,1.394993868245554935e+00,5.308729576380222248e+00,3.642436176120907021e+01,1.256342624715815204e-01
2.276228629180900143e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.944166667000000359e+01,1.301574074000000003e+01,2.295926276830000035e+01,0.000000000000000000e+00,1.430463803107928922e-01,1.595250880820073576e+02,2.798321469522647931e+02,1.713818327673206632e+00,1.174411689029106753e+01,3.258307220987131814e+01,2.263503854886867173e-01
2.595660684034579901e+01,0.000000000000000000e+00,5.198804146999999887e+01,4.835717757000000283e+00,9.059166666999999507e+01,1.439722221999999974e+01,2.371116990830000049e+01,0.000000000000000000e+00,8.681336831911870555e-02,3.651296409611846912e+02,6.558798056161551813e+02,1.699284656311277120e+00,1.050022433031889868e+01,4.620515103701633564e+01,5.100193835154142458e-02
1.783412531545519997e+01,3.664081783830110073e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.467499999999999716e+01,-6.740740740000000786e-01,4.656204051000000277e+01,1.000000000000000000e+00,3.416756011577225527e-01,7.291369955297096794e+01,3.003923418120639894e+02,1.126087609500872722e+00,1.935918549327675464e+01,4.523964477026024156e+01,2.445644277342619854e-01
2.129422547527559928e+01,9.758874180658439812e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.402499999999999858e+01,-3.516203703999999597e+00,3.097657774920000051e+01,1.000000000000000000e+00,1.499050784166090222e-01,6.715965521538049643e+01,6.688470096880887468e+02,1.596217521582029786e+00,1.412877877537298410e+01,3.718856872470817621e+01,2.994172074165752373e-01
2.853104471721560031e+01,0.000000000000000000e+00,1.065495072999999877e+02,1.225643851999999896e+02,4.444166666999999649e+01,2.439768519000000069e+01,2.540573491670000195e+01,0.000000000000000000e+00,2.578160086144033469e-01,1.579970707809399642e+02,3.653739645108546483e+02,1.589562746372921831e+00,1.302158831899338054e+01,4.152653638023448934e+01,1.277845882401938415e-01
2.240254587800319896e+01,9.168510713643609478e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.768333332999999641e+01,2.112037036999999895e+00,3.269539355669999736e+01,1.000000000000000000e+00,4.314166757270016528e-01,1.897283769311752053e+02,9.443143951017214022e+02,1.672899401123266294e+00,1.719165065352243715e+01,4.402542822003007927e+01,2.896050610671280778e-01
2.306919956604830091e+01,8.138128976890429911e+00,1.300649457999999754e+02,9.606795497000000239e+01,6.225833332999999925e+01,1.201527777999999991e+01,2.315613287000000042e+01,1.000000000000000000e+00,4.921196963250554779e-01,9.117483126991410813e+01,4.915734943242795225e+02,1.282096018753124733e+00,1.816129201167400709e+01,2.154249380335307862e+01,9.019781222861962544e-02
1.961959487328969942e+01,6.776020969419279893e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.713333332999999925e+01,1.820370370000000015e+00,3.383276809750000069e+01,1.000000000000000000e+00,8.363078157350323227e-02,2.745091329843532435e+02,3.734942825754494606e+02,1.290558126759037805e+00,2.317804443749013643e+01,2.664856242469689107e+01,2.331298898427036359e-01
2.117979188894859988e+01,1.396819087342040078e+01,1.778166561999999828e+02,4.560993143999999120e+02,5.770000000000000284e+01,4.120370369999999838e+00,2.609859171169999925e+01,1.000000000000000000e+00,4.024700773982051727e-01,2.342264844232875589e+02,6.119347744640879228e+02,1.539798871100606314e+00,1.219136141943475238e+01,2.475065916163605806e+01,1.470103639630886694e-01
2.374749256218940019e+01,1.161423946438629962e+01,1.254072388999999959e+02,5.317300911000000241e+00,8.379166666999999791e+01,5.243518518999999323e+00,3.482529022170000133e+01,1.000000000000000000e+00,2.933187848955542965e-02,2.789678086395956598e+02,3.919935909477170526e+02,1.346812533995156214e+00,2.042032770052126622e+01,3.969167775638788243e+01,3.389636463327314747e-02
2.234736777587140111e+01,9.065835786183230383e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.621666666999999507e+01,8.096296296000000225e+00,3.354075917170000309e+01,1.000000000000000000e+00,3.535205065049241702e-01,3.986375538508053751e+02,7.144371296106229465e+02,1.603528989702393659e+00,1.502583230544768966e+01,4.289191357506663849e+01,2.724162463041516213e-01
2.325822233374789860e+01,9.024527973832000782e+00,2.094902568000000258e+02,2.562129031999999995e+01,6.868333332999999641e+01,-7.185185190000000777e-01,4.048577879580000172e+01,1.000000000000000000e+00,4.908962079626261188e-01,2.783490848969104832e+02,7.616563352387146324e+02,1.716201841436380882e+00,1.783038638581318835e+01,2.858203421484120810e+01,1.837330731990621524e-01
2.099236656329160056e+01,1.204659987605560012e+01,1.947341479000000097e+00,6.285588879999999268e-01,4.489166666999999933e+01,2.227314815000000170e+00,3.999764259330000016e+01,1.000000000000000000e+00,1.170128332062347620e-01,2.464498959914174918e+02,7.414315547514042919e+02,1.705111502651856625e+00,6.188954035898673212e+00,4.481092128376353401e+01,3.487048245761428106e-02
1.982664766245509824e+01,3.819814657535180125e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.650000000000000000e+01,3.951388888999999960e+00,2.650713044079999747e+01,1.000000000000000000e+00,1.965396256721642920e-01,1.252750652416119550e+02,3.187367326127706519e+02,1.145800582382166644e+00,2.412725168701789258e+01,3.373866765177142923e+01,6.502908181503906648e-02
2.576181084297899915e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.820833333000000209e+01,1.141666666999999968e+01,2.267147310670000238e+01,0.000000000000000000e+00,2.599128701296245514e-01,3.515835022083576860e+02,3.297957893389998389e+02,1.332995539041547772e+00,7.510373260759116931e+00,3.864804765443995649e+01,2.356051922076802529e-01
2.038599970415929974e+01,9.204732032700860600e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.674166667000000075e+01,-6.051851852000000420e+00,3.500035985170000430e+01,1.000000000000000000e+00,2.144002194503074055e-01,1.614212521456423133e+02,5.106439542920652457e+02,1.498524975847641549e+00,1.460962960517514553e+01,4.714942149926224602e+01,1.757068456826271774e-01
2.153033699875249951e+01,1.196872173443910015e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.881666667000000359e+01,-5.031018518999999856e+00,3.143190371420000062e+01,1.000000000000000000e+00,5.616644873697684837e-02,3.323968820935970143e+02,6.666535186007500897e+02,1.697483604774706389e+00,1.558783428165107843e+01,2.534619639852718365e+01,1.812020023391283374e-01
2.133239037960930062e+01,1.612703880362219877e+01,9.374983915999999340e+01,6.294872663999999673e+01,7.425000000000000000e+01,6.462037203999999591e+00,3.714014786079999908e+01,1.000000000000000000e+00,2.908661603665664841e-01,2.935787857531955183e+02,8.142319003159074100e+02,1.678890917068951438e+00,2.328296495512146080e+01,4.378219962144419242e+01,1.693487436378894595e-01
2.188636089964559872e+01,8.444282710003159664e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.945833333000000209e+01,-1.630092593000000090e+00,3.955070439749999878e+01,1.000000000000000000e+00,3.021931361280417172e-01,3.939444599318366613e+02,3.416099618633961654e+02,1.512424018503990775e+00,2.336613054945743073e+01,3.039256490178706827e+01,1.377948194468177345e-01
2.137420170889379989e+01,0.000000000000000000e+00,1.008791024000000078e+02,1.877913850000000195e+02,8.007500000000000284e+01,1.681157407999999975e+01,2.437978739829999952e+01,0.000000000000000000e+00,3.729676158752457948e-01,3.610234453870704669e+02,8.857360237979713702e+02,1.301907501440083381e+00,1.927247764040086508e+01,2.831412627521627101e+01,2.022163222000841754e-01
1.890626226235940166e+01,8.117216211297959561e+00,1.974410008000000118e+02,4.445315589999999588e+02,6.186666667000000075e+01,-4.629166666999999791e+00,3.209595119499999782e+01,1.000000000000000000e+00,3.416756011577225527e-01,7.291369955297096794e+01,3.003923418120639894e+02,1.126087609500872722e+00,1.935918549327675464e+01,4.523964477026024156e+01,2.445644277342619854e-01
2.057889249893069916e+01,1.147517014199519991e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.829166666999999791e+01,1.706018518000000039e+00,3.703630150920000119e+01,1.000000000000000000e+00,2.195741459178415511e-01,3.318359408615292523e+02,7.837499937268571557e+02,1.678012785487429825e+00,8.861011911174397682e+00,2.424881195744373841e+01,1.359241099208108317e-01
2.161945280002570158e+01,4.139515337701049624e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.004166666999999791e+01,8.055555554999999757e+00,3.441991644920000226e+01,1.000000000000000000e+00,3.265911913776923803e-01,1.433289383358246312e+02,4.183841841459631041e+02,1.204938231498279499e+00,1.728561842413096628e+01,4.114273546953113225e+01,1.539071266905735758e-01
1.799750878587019898e+01,1.642058593149440071e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.230833332999999641e+01,-1.174629630000000091e+01,4.716175287000000083e+01,1.000000000000000000e+00,1.411081293973565076e-02,1.313219217797341116e+02,8.890366652375073500e+02,1.535346332429829985e+00,1.956094433031522328e+01,3.919191725131209836e+01,2.117942216109943432e-01
2.398150265000219861e+01,1.272960779449399915e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.515833332999999783e+01,7.901851852000000065e+00,3.282285363329999939e+01,1.000000000000000000e+00,3.535205065049241702e-01,3.986375538508053751e+02,7.144371296106229465e+02,1.603528989702393659e+00,1.502583230544768966e+01,4.289191357506663849e+01,2.724162463041516213e-01
2.049804906351869960e+01,0.000000000000000000e+00,9.566227301000000693e+01,7.636917427000000202e+00,7.567499999999999716e+01,1.830879630000000091e+01,2.158899024420000146e+01,0.000000000000000000e+00,2.649423702395806712e-01,2.756680984880716210e+02,3.651787338493236348e+02,1.315401796565506709e+00,5.143246457641772906e+00,3.990296867580815388e+01,2.098263289513335739e-01
2.194531565429430131e+01,3.234236800736260076e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.736666667000000075e+01,7.539351852000000243e+00,2.120402723079999774e+01,1.000000000000000000e+00,1.965396256721642920e-01,1.252750652416119550e+02,3.187367326127706519e+02,1.145800582382166644e+00,2.412725168701789258e+01,3.373866765177142923e+01,6.502908181503906648e-02
2.095997878966700156e+01,1.397033025626410030e+01,2.003125406999999925e+01,2.218645228000000191e+00,6.966666666999999791e+01,8.499999999999999778e-01,4.264599671250000057e+01,1.000000000000000000e+00,3.084478807680403611e-01,3.614950838549005425e+02,7.524025532171453960e+02,1.452743796115865793e+00,1.748619323200721709e+01,2.589006249356746281e+01,1.216349911839320203e-01
1.837178355472359925e+01,1.340885079829219961e+01,2.294469941000000119e+02,2.797611125000000243e+02,5.767499999999999716e+01,1.156250000000000000e+01,2.665008306829999896e+01,1.000000000000000000e+00,2.005637608223604651e-01,1.421445282819011311e+02,7.738083495933231006e+02,1.400613331901011005e+00,9.190012977525087834e+00,2.126638024964723428e+01,2.945354135433030929e-01
2.502478985525030097e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.805833332999999641e+01,7.712962962999999839e+00,2.171646411829999934e+01,6.666666666999999658e-01,7.569713521756665786e-02,3.746820040318275460e+02,3.471393680855020420e+02,1.708433125029561239e+00,2.242026343716951331e+01,4.815999163052212850e+01,2.570852544398310457e-01
2.548660691676530021e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.988333332999999925e+01,1.394999999999999929e+01,2.431431944420000235e+01,0.000000000000000000e+00,4.992727792928417507e-01,3.105531246027227326e+02,6.955867886866440131e+02,1.304851033231410939e+00,1.314576615984198327e+01,3.723634720049748381e+01,2.451238155934817309e-01
2.460927937303819846e+01,7.394663243756410154e+00,2.359502254000000221e+02,2.482546705000000031e+02,5.596666667000000217e+01,1.046481481000000002e+01,2.150159742749999836e+01,1.000000000000000000e+00,2.908661603665664841e-01,2.935787857531955183e+02,8.142319003159074100e+02,1.678890917068951438e+00,2.328296495512146080e+01,4.378219962144419242e+01,1.693487436378894595e-01
2.278751541828109950e+01,1.323669265961330055e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.862500000000000000e+01,2.561111110999999774e+00,3.427408383000000214e+01,1.000000000000000000e+00,1.675134537071465771e-02,1.181134179128046071e+02,2.108596908855363949e+02,1.689416929838851056e+00,1.697391267634356993e+01,4.606631504439613423e+01,1.229090181735431053e-01
2.215455210613290049e+01,1.044477051370640019e+01,3.155065676999999980e+01,1.205049405000000036e+02,7.950833332999999925e+01,1.551851851999999976e+00,6.127494060250000274e+01,1.000000000000000000e+00,8.833024369941254450e-02,2.069592808654924170e+02,5.153519956084878686e+02,1.649712372064200849e+00,1.211453523927608700e+01,2.069652644249924833e+01,1.871022528114932304e-01
2.126635229431299834e+01,7.102266747872690189e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.515000000000000568e+01,1.237731482000000049e+01,3.162973305419999903e+01,1.000000000000000000e+00,4.224732005433494142e-01,3.004815810552813673e+02,2.060875510825153185e+02,1.421441530135750586e+00,2.014966834100734516e+01,3.338481025227775945e+01,2.164490134566910695e-01
2.249794172703569828e+01,1.085680881417039956e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.209166666999999507e+01,1.205324073999999968e+01,3.071281798080000058e+01,1.000000000000000000e+00,4.844911906786754097e-01,3.996051760766940220e+02,5.080927898529322420e+02,1.593590242043387395e+00,5.046325241950199825e+00,2.177350186300656532e+01,2.501641441844600078e-02
2.104367285872029925e+01,1.291337272876659981e+01,1.244731215999999918e+01,2.641727944000000150e+01,6.446666666999999507e+01,-2.781481481000000144e+00,5.170607009169999913e+01,1.000000000000000000e+00,4.224732005433494142e-01,3.004815810552813673e+02,2.060875510825153185e+02,1.421441530135750586e+00,2.014966834100734516e+01,3.338481025227775945e+01,2.164490134566910695e-01
2.350438274092330104e+01,7.676216452640090004e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.063928543999999476e+01,6.180557039999999835e-01,2.956906853670000146e+01,1.000000000000000000e+00,2.506664473762039158e-01,1.860213180650614220e+02,5.752336677505834359e+02,1.546653228575797900e+00,1.421902368077270395e+01,3.981368811308768585e+01,4.097909642635367417e-02
1.825905207965639931e+01,1.102484581162629951e+01,6.481970891999999651e+01,4.888890348000000330e+00,6.828333333000000493e+01,7.703703699999999710e-01,4.961848842580000252e+01,1.000000000000000000e+00,4.321869039075883906e-02,2.640960292341865170e+02,6.025144783870172205e+02,1.186957956519505419e+00,1.007085393340581092e+01,2.033541107014750438e+01,1.032354235682727689e-01
1.844198840474039969e+01,5.007097318982349776e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.101666666999999933e+01,6.023611111000000129e+00,3.272229075999999992e+01,1.000000000000000000e+00,4.153092520771210494e-01,2.458291091642995241e+02,9.292701409799633439e+02,1.197946281882814601e+00,1.447021819698199252e+01,4.760890532976749512e+01,9.746914941057256698e-02
2.413580368296920042e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.156666547000000378e+01,1.302638913999999914e+01,2.397191574170000194e+01,0.000000000000000000e+00,2.362441202961060305e-01,1.079383632937158382e+02,8.411817292914870450e+02,1.218239209560597169e+00,1.962935349415461417e+01,3.509284341646456085e+01,1.414242760971318180e-01
1.951590830641589847e+01,1.140499155365860062e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.181999872000000096e+01,-6.042685217999999914e+00,3.764208855670000275e+01,1.000000000000000000e+00,9.016976550275017377e-02,1.262146465030590861e+02,2.531014852793467753e+02,1.562267459765956712e+00,1.982527572158400631e+01,4.248015551658973976e+01,1.823457864449287980e-01
1.848292702660339870e+01,9.403451279952889763e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.724166667000000075e+01,1.325925926000000032e+00,3.763076473579999970e+01,1.000000000000000000e+00,4.340171334489901223e-01,1.503692315690996679e+02,4.308453419152743891e+02,1.466442016572294893e+00,5.601511298819996654e+00,3.748126699298516940e+01,1.986344378621754114e-01
1.919007246333579886e+01,3.946599038956149830e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.298333332999999357e+01,-7.935185179999999505e-01,4.389411499919999926e+01,1.000000000000000000e+00,1.965396256721642920e-01,1.252750652416119550e+02,3.187367326127706519e+02,1.145800582382166644e+00,2.412725168701789258e+01,3.373866765177142923e+01,6.502908181503906648e-02
1.925181383180889938e+01,1.130959598374870012e+01,1.828201521000000014e+02,3.953008371999999895e+02,5.349166667000000075e+01,6.275462962999999839e+00,3.325648764329999807e+01,1.000000000000000000e+00,2.167788036671306484e-01,2.881193027343114181e+02,2.701377991698321921e+02,1.250653637292088227e+00,1.668543847913993972e+01,4.875404374514728545e+01,1.390893893158907935e-01
2.092814835476360003e+01,1.175485274082440057e+01,1.735958421999999928e+02,6.238691397000000194e+00,7.179166666999999791e+01,-2.493518519000000211e+00,4.407675717669999926e+01,1.000000000000000000e+00,4.588762315591816687e-01,2.656998302683305155e+02,7.302635532094583368e+02,1.348898506349310633e+00,1.833296559929044278e+01,3.626090644802279428e+01,2.469134059619995381e-01
1.888291754046170112e+01,9.130372126436689939e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.515000000000000568e+01,1.237731482000000049e+01,3.162973305419999903e+01,1.000000000000000000e+00,4.004518020712058424e-01,6.226520703808391488e+01,9.551939143617929631e+02,1.451606588196307834e+00,8.224110399044825215e+00,4.222193646397476385e+01,2.637276002979210277e-01
2.648564181342580071e+01,4.321547218639049781e+00,9.279866583000000446e+01,8.683770532999999432e+02,3.132499999999999929e+01,4.007870370000000015e+00,2.646923594500000121e+01,1.000000000000000000e+00,2.044777136185834954e-01,1.105357376272473715e+02,6.439279353400978607e+02,1.364143958930962741e+00,2.066034637586834322e+01,3.905573089384613183e+01,1.924273111753144194e-02
2.260375207422530153e+01,2.592380859714329944e+01,4.557568596000000127e+01,7.229347240000000738e+02,5.269166666999999649e+01,4.338425926000000210e+00,2.957964888420000094e+01,1.000000000000000000e+00,1.268134297211613148e-03,2.414030473584625440e+02,9.226953569421157226e+02,1.529276353222271512e+00,7.994571525409757129e+00,4.305383197017386010e+01,7.875263051689015970e-02
2.514785586086840041e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.602499999999999858e+01,1.997546296000000154e+01,2.504596645830000057e+01,0.000000000000000000e+00,3.573507029357278486e-01,2.397768573501828655e+02,4.861453475241322622e+02,1.300010020652806464e+00,1.256950810275611730e+01,2.801339252860169182e+01,2.642402978145705350e-01
1.882703391366559842e+01,4.315394566041169888e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.874166667000000075e+01,6.827777777999999742e+00,3.176738845330000061e+01,1.000000000000000000e+00,2.239999641944165620e-01,1.046793846358696953e+02,3.312277845935551568e+02,1.165042784470079917e+00,2.432345882251996372e+01,3.078200075670445557e+01,1.075380854383843447e-02
2.287758019164800061e+01,9.222025831459710332e+00,6.435634142000000679e+01,8.097504617999999255e+02,4.548333333000000067e+01,2.769907406999999822e+00,3.837648876250000285e+01,1.000000000000000000e+00,2.549707102890266253e-01,1.939469925210629242e+02,6.977905402254725686e+02,1.322361135364574780e+00,1.577914387979604527e+01,3.828150266155547854e+01,1.568708422685338028e-02
2.004275198493780152e+01,1.135468116166770081e+01,1.129721290000000096e+02,6.806567069999999831e+02,5.976666666999999933e+01,-2.734722221999999814e+00,3.760325631330000107e+01,1.000000000000000000e+00,2.072102801072786549e-01,1.011417426235707921e+02,4.839189480666707937e+02,1.335524050062510737e+00,1.524597218949133648e+01,3.946325756803797447e+01,2.891344392089219006e-01
2.218151645267139926e+01,1.015561387594359921e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.008333333000000209e+01,-4.146759258999999531e+00,4.683807199079999606e+01,1.000000000000000000e+00,2.820387408311637589e-01,2.672728469736210286e+02,9.955031661114311419e+02,1.307448289386363038e+00,1.003482573682997625e+01,3.203783186572992747e+01,4.709481059749586612e-02
2.252284473758900063e+01,1.382658308419379978e+01,5.135200528000000020e+01,1.091902658000000059e+01,8.558333333000000209e+01,2.849074073999999790e+00,3.813549288080000110e+01,1.000000000000000000e+00,2.084649886802565910e-01,1.227183681538905660e+02,6.380344153143696531e+02,1.634360366919016760e+00,1.030447192473382145e+01,2.756016753409882014e+01,1.437050198235255982e-01
2.178111153525129851e+01,3.450604681531769913e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.806666667000000359e+01,-4.997685184999999919e+00,2.996584205499999953e+01,1.000000000000000000e+00,2.426580777389588384e-01,1.704738438989290046e+02,7.593777877111031103e+02,1.159173956347274936e+00,2.399595537229708242e+01,4.077016140350956164e+01,1.268373507278655887e-01
2.204062104591359983e+01,5.885131608640620016e+00,5.905662628999999697e+01,7.718366154999999935e+02,4.023333333000000067e+01,1.395370369999999971e+00,3.103712162500000105e+01,1.000000000000000000e+00,1.020143679142576087e-01,2.718410689456740101e+02,6.346189745525996386e+02,1.319243775661076867e+00,1.398310977933953936e+01,2.926668216186980231e+01,1.180023647059141312e-01
2.381675592275909992e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.373333332999999357e+01,7.960648147999999757e+00,2.277613358329999826e+01,0.000000000000000000e+00,8.168893665470136622e-02,3.335627291612037197e+02,4.441553284474330212e+02,1.184852735009469082e+00,1.231633747835296688e+01,2.021896859083806675e+01,1.636700420901647871e-02
2.217093270244820147e+01,3.125592401184750013e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.242499999999999716e+01,1.401851851999999843e+00,3.184695992079999982e+01,1.000000000000000000e+00,1.965396256721642920e-01,1.252750652416119550e+02,3.187367326127706519e+02,1.145800582382166644e+00,2.412725168701789258e+01,3.373866765177142923e+01,6.502908181503906648e-02
2.291328590188179959e+01,1.024954994451050005e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.247499999999999432e+01,5.254629630000000162e+00,3.357339343579999991e+01,1.000000000000000000e+00,1.319526490450098066e-01,7.815655815507155069e+01,4.740753028636333966e+02,1.411894073376380287e+00,1.811508149447031357e+01,2.875888212003912514e+01,1.961731047751947843e-01
1.761651410430100029e+01,1.179640240273399954e+01,5.891763057999999553e+00,4.142924387000000053e+01,6.993333332999999641e+01,-8.362962962999999306e+00,4.573246023080000100e+01,1.000000000000000000e+00,1.813647055689108709e-02,3.202357287054215362e+02,9.059039255102968582e+02,1.361090226917718526e+00,1.890548163019380823e+01,3.538200167704377463e+01,2.670286784684228198e-01
1.987355614751239941e+01,6.902033674205759972e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.015833333000000493e+01,-3.562962962999999927e+00,3.538043983749999910e+01,1.000000000000000000e+00,4.588762315591816687e-01,2.656998302683305155e+02,7.302635532094583368e+02,1.348898506349310633e+00,1.833296559929044278e+01,3.626090644802279428e+01,2.469134059619995381e-01
2.045063645871960034e+01,1.552442097206749949e+01,1.695122925999999950e+02,6.134909435000000144e+01,6.879999999999999716e+01,-8.795370370000000548e+00,4.022398610169999955e+01,1.000000000000000000e+00,4.538068932542761447e-01,2.892717759055345823e+02,8.782623499579393638e+02,1.578042375574427947e+00,2.361525575416691680e+01,2.376885568399628923e+01,7.033348965156049903e-02
1.599112841244919991e+01,8.638841862041720887e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.963333332999999925e+01,-1.146574073999999932e+01,4.455686249920000108e+01,1.000000000000000000e+00,2.770784375154705104e-01,3.351128126422165678e+02,5.876957150786122384e+02,1.326247685370058216e+00,1.068526291077213664e+01,3.355070658759285607e+01,1.056230505266742004e-01
2.176423251811129944e+01,8.869882019011340546e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.934999999999999432e+01,8.437037036999999629e+00,4.121882537999999840e+01,1.000000000000000000e+00,1.068183797995657380e-01,6.409596803545703381e+01,5.816957129633043451e+02,1.252587335967392690e+00,2.122485947814315921e+01,3.448533124896674451e+01,2.195156900096302266e-01
2.029864234509900101e+01,9.112289356969149878e+00,2.366695959999999843e+02,1.263849210000000056e+01,8.011666667000000075e+01,-5.911574073999999790e+00,5.352837319420000028e+01,1.000000000000000000e+00,3.977065365396962870e-01,3.805902968580190304e+02,8.313203737434547520e+02,1.131064087784364069e+00,1.866109517090714576e+01,4.996730064571298868e+01,1.004644673522607223e-01
2.511352386900810174e+01,0.000000000000000000e+00,1.889206010000000049e+02,6.155879578999999922e+02,5.129999999999999716e+01,2.332685185000000061e+01,2.404727292579999798e+01,0.000000000000000000e+00,4.024700773982051727e-01,2.342264844232875589e+02,6.119347744640879228e+02,1.539798871100606314e+00,1.219136141943475238e+01,2.475065916163605806e+01,1.470103639630886694e-01
2.611123113487359859e+01,6.986696590634849713e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.454166666999999791e+01,6.395833332999999676e+00,2.000072136249999843e+01,1.000000000000000000e+00,1.330822888756988676e-01,9.938852255850498807e+01,4.488203418550330639e+02,1.652440003007854097e+00,6.002396432612773225e+00,3.155613919226114916e+01,1.076066167407767477e-01
2.393120426228690079e+01,8.028620913578309981e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.920833333000000209e+01,6.497222222000000436e+00,3.005448634249999884e+01,1.000000000000000000e+00,1.904892292110034746e-01,3.923280091959163087e+02,6.372004941234388298e+02,1.585065558328363711e+00,1.286221431802687221e+01,4.910842495041163858e+01,6.227623174191339317e-02
2.363163899584199967e+01,1.214749211252430072e+01,1.223932795999999854e+02,2.060087577999999908e+01,5.970833333000000209e+01,9.476851849999999855e-01,3.771260415329999915e+01,1.000000000000000000e+00,1.566679383083869337e-01,3.271934444923894034e+02,6.457004936181208450e+02,1.485345953870868652e+00,1.754269052753904390e+01,4.744690376704626544e+01,2.363548404922518331e-01
2.668008700359940022e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.475000000000000000e+01,2.022962963000000158e+01,2.522210833329999957e+01,0.000000000000000000e+00,1.419234943906137747e-01,9.798532205471049394e+01,5.360882753281526902e+02,1.161050006203094842e+00,2.298271340975353993e+01,3.600943644720213399e+01,2.831438512483052672e-01
2.331661286831720048e+01,9.992644521615480002e+00,5.837402203999999983e+01,3.856173640000000180e+00,7.517499999999999716e+01,8.996296297000000664e+00,5.305375958329999975e+01,1.000000000000000000e+00,1.885667963603202268e-01,2.022484412178723687e+02,2.660853347585049846e+02,1.695547965585431971e+00,2.096420671005640557e+01,2.918800977090844029e+01,1.570851503078877776e-01
2.579665990304410172e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.866666666999999791e+01,1.830138888999999836e+01,2.293953425999999851e+01,0.000000000000000000e+00,2.207220893143643226e-01,2.356826388026322832e+02,2.887797212468711336e+02,1.256652684056432046e+00,1.224489124665549511e+01,2.467415087192419421e+01,1.770398800009757578e-01
