55039.26,4.4012,29.5659,1.487
42011.17,3.94,49.7604,1.1739
36590.65,6.8352,88.1868,1.7534
27095.88,8.3261,151.5389,1.4796
11850.44,12.4728,204.6129,1.3634
10185.36,13.8489,123.875,1.3667
17793.05,10.5567,72.8132,1.1494
29783.49,7.8151,40.3764,0.9177
59729.06,5.1073,22.8737,1.2648
57592.3,4.4012,29.5659,1.487
52018.85,3.94,49.7604,1.1739
56723.35,6.8352,88.1868,1.7534
37692.1,8.3261,151.5389,1.4796
13565.6,12.4728,204.6129,1.3634
12905.8,13.8489,123.875,1.3667
27595.21,10.5567,72.8132,1.1494
39802.43,7.8151,40.3764,0.9177
57592.3,5.1073,22.8737,1.2648
47337.97,4.4012,29.5659,1.487
53287.33,3.94,49.7604,1.1739
37472.01,6.8352,88.1868,1.7534
27750.59,8.3261,151.5389,1.4796
18698.18,12.4728,204.6129,1.3634
9709.6,13.8489,123.875,1.3667
13998.2,10.5567,72.8132,1.1494
49652.59,7.8151,40.3764,0.9177
51640.88,5.1073,22.8737,1.2648
