Date/Time,EMS:IW North Zone Average Temperature [C](TimeStep),CMU DISTRICTHEATING:District Heating Hot Water Energy [J](Hourly) 
 01/23  21:00:00,23.3755411654878,0.0 
 01/23  22:00:00,22.9689700402508,0.0 
 01/23  23:00:00,22.644261374238,0.0 
 01/23  24:00:00,22.3259866747333,0.0 
 01/24  01:00:00,22.0394611535698,0.0 
 01/24  02:00:00,21.8458124399755,0.0 
 01/24  03:00:00,21.7021442577547,0.0 
 01/24  04:00:00,21.5596738493446,0.0 
 01/24  05:00:00,21.4127625193887,0.0 
 01/24  06:00:00,21.264086844414,0.0 
 01/24  07:00:00,21.1133200215539,0.0 
 01/24  08:00:00,20.9662231494046,0.0 
 01/24  09:00:00,20.8306768507495,1056594364.52504 
 01/24  10:00:00,21.016053368873,720423960.451096 
 01/24  11:00:00,21.9105220945243,67116257.6739019 
 01/24  12:00:00,22.9029894575963,0.0 
 01/24  13:00:00,23.3674859687263,0.0 
 01/24  14:00:00,23.4410467525808,0.0 
 01/24  15:00:00,23.4986906409261,0.0 
 01/24  16:00:00,23.6902184857622,0.0 
 01/24  17:00:00,23.7686843038007,0.0 
 01/24  18:00:00,23.7221788760915,0.0 
 01/24  19:00:00,23.581522351632,0.0 
 01/24  20:00:00,23.2215964381416,0.0 
 01/24  21:00:00,22.8513429055903,0.0 
 01/24  22:00:00,22.5510085495121,0.0 
 01/24  23:00:00,22.3132929418882,0.0 
 01/24  24:00:00,22.1106814962874,0.0 
 01/25  01:00:00,21.8464339206317,0.0 
 01/25  02:00:00,21.6670564715853,0.0 
 01/25  03:00:00,21.5326817630072,0.0 
 01/25  04:00:00,21.3966844590718,0.0 
 01/25  05:00:00,21.2555106697294,0.0 
 01/25  06:00:00,21.1121600592679,0.0 
 01/25  07:00:00,20.9630899980692,0.0 
 01/25  08:00:00,20.8132168096915,0.0 
 01/25  09:00:00,20.6739896734941,1116604002.08479 
 01/25  10:00:00,20.8454018281115,753386792.496933 
 01/25  11:00:00,21.7469213595157,59826267.5150621 
 01/25  12:00:00,22.8905715365337,0.0 
 01/25  13:00:00,23.5990828099285,0.0 
 01/25  14:00:00,23.9606317721038,0.0 
 01/25  15:00:00,24.362976623836,0.0 
 01/25  16:00:00,24.4265442331942,0.0 
 01/25  17:00:00,24.2792512430429,0.0 
 01/25  18:00:00,23.9623276668405,0.0 
 01/25  19:00:00,23.5491766647339,0.0 
 01/25  20:00:00,22.9525057860589,0.0 
 01/25  21:00:00,22.4961377594756,0.0 
 01/25  22:00:00,22.1546589010001,0.0 
 01/25  23:00:00,21.837000348993,0.0 
 01/25  24:00:00,21.5180381768665,0.0 
 01/26  01:00:00,21.251010753415,0.0 
 01/26  02:00:00,21.1086047557588,0.0 
 01/26  03:00:00,21.0091254578337,0.0 
 01/26  04:00:00,21.3607163716282,0.0 
 01/26  05:00:00,21.6515413873262,0.0 
 01/26  06:00:00,21.7307367817548,0.0 
 01/26  07:00:00,21.7469720233789,0.0 
 01/26  08:00:00,21.7123920431967,0.0 
 01/26  09:00:00,21.6276046382411,808481385.063693 
 01/26  10:00:00,21.7753769988346,201716791.205457 
 01/26  11:00:00,22.3991194727075,140970312.378102 
 01/26  12:00:00,23.0377887713712,0.0 
 01/26  13:00:00,23.3952009294619,0.0 
 01/26  14:00:00,23.3787148620377,0.0 
 01/26  15:00:00,23.316396462676,0.0 
 01/26  16:00:00,23.5153921784138,0.0 
 01/26  17:00:00,23.5976096406309,0.0 
 01/26  18:00:00,23.5444929967628,0.0 
 01/26  19:00:00,23.3580203825168,0.0 
 01/26  20:00:00,22.9414874496967,0.0 
 01/26  21:00:00,22.4285334168888,0.0 
 01/26  22:00:00,22.0621019213957,0.0 
 01/26  23:00:00,21.7483595251154,0.0 
 01/26  24:00:00,21.40112907222,0.0 
 01/27  01:00:00,21.0755906964481,0.0 
 01/27  02:00:00,20.8091504676024,0.0 
 01/27  03:00:00,20.5413143195964,0.0 
 01/27  04:00:00,20.3214235398487,0.0 
 01/27  05:00:00,20.1537834984331,1046437709.82277 
 01/27  06:00:00,20.0803727080805,736718935.900615 
 01/27  07:00:00,20.324456699498,443926074.524165 
 01/27  08:00:00,20.6986080088792,297432745.075714 
 01/27  09:00:00,21.0907063469185,235979349.648873 
 01/27  10:00:00,21.6549732281029,206628293.398077 
 01/27  11:00:00,22.4598347621234,0.0 
 01/27  12:00:00,23.1920427079992,0.0 
 01/27  13:00:00,23.5341698944587,0.0 
 01/27  14:00:00,23.5023140085496,0.0 
 01/27  15:00:00,23.5743900419948,0.0 
 01/27  16:00:00,23.7823363139212,0.0 
 01/27  17:00:00,23.8106793770317,0.0 
 01/27  18:00:00,23.7260170507638,0.0 
 01/27  19:00:00,23.5289778145569,0.0 
 01/27  20:00:00,23.1073542944244,0.0 
 01/27  21:00:00,22.5768235411124,0.0 
 01/27  22:00:00,22.1947614307173,0.0 
 01/27  23:00:00,21.8783786960363,0.0 
 01/27  24:00:00,21.539979687189,0.0 
 01/28  01:00:00,21.2156365907654,0.0 
 01/28  02:00:00,20.9321772927845,0.0 
 01/28  03:00:00,20.6477503058853,0.0 
 01/28  04:00:00,20.3679237838412,0.0 
 01/28  05:00:00,20.1450830763473,937251010.193509 
 01/28  06:00:00,20.0722887738787,668799546.226722 
 01/28  07:00:00,20.2931753980855,413386488.961649 
 01/28  08:00:00,20.6131827372068,0.0 
 01/28  09:00:00,20.8848337496302,0.0 
 01/28  10:00:00,20.9007023977829,357218920.866028 
 01/28  11:00:00,20.8870868255266,303155099.215448 
 01/28  12:00:00,20.9191602254049,250805564.696683 
 01/28  13:00:00,21.1471589740988,221194128.871036 
 01/28  14:00:00,21.5184640325865,204354561.572271 
 01/28  15:00:00,22.0418421443163,0.0 
 01/28  16:00:00,22.4170074865183,0.0 
 01/28  17:00:00,22.5096705630543,16187707.7885154 
 01/28  18:00:00,22.5242662304096,75422223.4962698 
 01/28  19:00:00,22.4852066512554,114450566.691226 
 01/28  20:00:00,22.4321799316871,118851907.968389 
 01/28  21:00:00,22.3296526426464,0.0 
 01/28  22:00:00,22.2379927719066,0.0 
 01/28  23:00:00,22.1321604664264,0.0 
 01/28  24:00:00,22.0035889834582,0.0 
 01/29  01:00:00,21.8643347767584,0.0 
 01/29  02:00:00,21.6256950920691,0.0 
 01/29  03:00:00,21.3682917053321,0.0 
 01/29  04:00:00,21.1045719268874,0.0 
 01/29  05:00:00,20.8438012547686,0.0 
 01/29  06:00:00,20.587438987281,0.0 
 01/29  07:00:00,20.3298593185663,827441940.413914 
 01/29  08:00:00,20.2028266359929,557163929.720322 
 01/29  09:00:00,20.2304852799494,364184814.36557 
 01/29  10:00:00,20.2907803831428,262325862.696499 
 01/29  11:00:00,20.3710375194928,220664848.688181 
 01/29  12:00:00,20.7446673405037,204848674.736185 
 01/29  13:00:00,21.2671959733045,195550876.878913 
 01/29  14:00:00,21.7556471616151,0.0 
 01/29  15:00:00,22.261593472748,0.0 
 01/29  16:00:00,22.4730379972786,11837975.136959 
 01/29  17:00:00,22.4949796060765,78173693.9385976 
 01/29  18:00:00,22.4534502132437,120161140.523284 
 01/29  19:00:00,22.395037137144,129160895.664587 
 01/29  20:00:00,22.2745930786664,123527721.425051 
 01/29  21:00:00,22.1839074325806,0.0 
 01/29  22:00:00,22.0802041766674,0.0 
 01/29  23:00:00,21.9582615488239,0.0 
 01/29  24:00:00,21.8234591638091,0.0 
 01/30  01:00:00,21.6759023998168,0.0 
 01/30  02:00:00,21.5452041785285,0.0 
 01/30  03:00:00,21.3982585964734,0.0 
 01/30  04:00:00,21.2400114588133,0.0 
 01/30  05:00:00,21.0670503471801,0.0 
 01/30  06:00:00,20.8812496510898,0.0 
 01/30  07:00:00,20.6910874168073,0.0 
 01/30  08:00:00,20.4966960243274,0.0 
 01/30  09:00:00,20.317100488539,838171152.120919 
 01/30  10:00:00,20.4161533092741,590258601.872242 
 01/30  11:00:00,21.0209487088034,388595329.478242 
 01/30  12:00:00,21.8447892154156,68673670.4045663 
 01/30  13:00:00,22.3997253144819,70077827.0547378 
 01/30  14:00:00,22.6131190049316,98724648.8399175 
 01/30  15:00:00,22.9490211077423,0.0 
 01/30  16:00:00,23.3623617208393,0.0 
 01/30  17:00:00,23.5495910896514,0.0 
 01/30  18:00:00,23.5326378947409,0.0 
 01/30  19:00:00,23.2464758851377,0.0 
 01/30  20:00:00,22.7278565982716,0.0 
 01/30  21:00:00,22.1978986266967,0.0 
 01/30  22:00:00,21.798983293068,0.0 
 01/30  23:00:00,21.4487308486283,0.0 
 01/30  24:00:00,21.0622577386511,0.0 
 01/31  01:00:00,20.7051819385998,0.0 
 01/31  02:00:00,20.4279664299707,862092493.607168 
 01/31  03:00:00,20.2798679308828,578542189.872528 
 01/31  04:00:00,20.3053791215667,364614566.101173 
 01/31  05:00:00,20.3783702666995,244616282.605651 
 01/31  06:00:00,20.4604218063547,188842031.075634 
 01/31  07:00:00,20.5450601503924,167558337.894548 
 01/31  08:00:00,20.6601627978193,0.0 
 01/31  09:00:00,20.7849169142187,237370028.211978 
 01/31  10:00:00,21.2558073559953,235590203.108369 
 01/31  11:00:00,22.1154623680951,0.0 
 01/31  12:00:00,22.9303689959576,0.0 
 01/31  13:00:00,23.455615229759,0.0 
 01/31  14:00:00,23.5463749769648,0.0 
 01/31  15:00:00,23.5450880348237,0.0 
 01/31  16:00:00,23.6995160905068,0.0 
 01/31  17:00:00,23.744941149318,0.0 
 01/31  18:00:00,23.6959717358343,0.0 
 01/31  19:00:00,23.5711294363071,0.0 
 01/31  20:00:00,23.2213023004417,0.0 
 01/31  21:00:00,22.7768774618847,0.0 
 01/31  22:00:00,22.4666803189611,0.0 
 01/31  23:00:00,22.2004601439779,0.0 
 01/31  24:00:00,21.9245911575811,0.0 
 02/01  01:00:00,21.6627876600724,0.0 
 02/01  02:00:00,21.4827640362198,0.0 
 02/01  03:00:00,21.3261637814222,0.0 
 02/01  04:00:00,21.1044165614784,0.0 
 02/01  05:00:00,20.8752244135444,0.0 
 02/01  06:00:00,20.6102512414659,0.0 
 02/01  07:00:00,20.3477814620977,1032317042.56991 
 02/01  08:00:00,20.2619858881189,703405201.379926 
 02/01  09:00:00,20.5701199038735,446467633.954712 
 02/01  10:00:00,21.2781064368552,301942794.719312 
 02/01  11:00:00,22.1976445629571,0.0 
 02/01  12:00:00,22.8392478981466,0.0 
 02/01  13:00:00,23.2091522918253,0.0 
 02/01  14:00:00,23.2972657450141,0.0 
 02/01  15:00:00,23.3881613771785,0.0 
 02/01  16:00:00,23.5602390149212,0.0 
 02/01  17:00:00,23.6198081566479,0.0 
 02/01  18:00:00,23.6031919054622,0.0 
 02/01  19:00:00,23.52668025196,0.0 
 02/01  20:00:00,23.1701218962884,0.0 
 02/01  21:00:00,22.7116769792592,0.0 
 02/01  22:00:00,22.378575937818,0.0 
 02/01  23:00:00,22.0840134333587,0.0 
 02/01  24:00:00,21.7741708817567,0.0 
 02/02  01:00:00,21.4881653905895,0.0 
 02/02  02:00:00,21.2640175905202,0.0 
 02/02  03:00:00,21.0672308300282,0.0 
 02/02  04:00:00,20.8917923453603,0.0 
 02/02  05:00:00,20.6797323954128,0.0 
 02/02  06:00:00,20.5110748839628,0.0 
 02/02  07:00:00,20.3430237938231,0.0 
 02/02  08:00:00,20.1653159939582,994947524.14644 
 02/02  09:00:00,20.0929205108409,719385105.418244 
 02/02  10:00:00,20.6062033446364,447970252.16711 
 02/02  11:00:00,21.7032447826019,2083504.34138609 
 02/02  12:00:00,22.5703852211892,33559128.9201024 
 02/02  13:00:00,23.2457545786627,0.0 
 02/02  14:00:00,23.3474061896534,0.0 
 02/02  15:00:00,23.3556988107936,0.0 
 02/02  16:00:00,23.8397512374477,0.0 
 02/02  17:00:00,24.1496355374975,0.0 
 02/02  18:00:00,24.1912162869098,0.0 
 02/02  19:00:00,24.0490713514969,0.0 
 02/02  20:00:00,23.499275171835,0.0 
 02/02  21:00:00,22.94708477979,0.0 
 02/02  22:00:00,22.5513091374213,0.0 
 02/02  23:00:00,22.1995627125849,0.0 
 02/02  24:00:00,21.8110453961864,0.0 
 02/03  01:00:00,21.4286189229512,0.0 
 02/03  02:00:00,21.1086607899923,0.0 
 02/03  03:00:00,20.7947327281741,0.0 
 02/03  04:00:00,20.4813310546753,986731795.244877 
 02/03  05:00:00,20.3171529054704,669033354.324441 
 02/03  06:00:00,20.5094584912334,0.0 
 02/03  07:00:00,20.7356310480428,0.0 
 02/03  08:00:00,20.7192150827092,0.0 
 02/03  09:00:00,20.646542207035,527937184.118228 
 02/03  10:00:00,20.8636478032329,408853629.214967 
 02/03  11:00:00,21.5047594101717,299335351.605634 
 02/03  12:00:00,22.3907050483792,51877355.2391098 
 02/03  13:00:00,23.2506599145995,0.0 
 02/03  14:00:00,23.5532056526676,0.0 
 02/03  15:00:00,23.6313833394526,0.0 
 02/03  16:00:00,23.7951393454987,0.0 
 02/03  17:00:00,23.8433656717062,0.0 
 02/03  18:00:00,23.7513732189167,0.0 
 02/03  19:00:00,23.5615021286944,0.0 
 02/03  20:00:00,23.0711963696929,0.0 
 02/03  21:00:00,22.4618058487067,0.0 
 02/03  22:00:00,22.0191697023921,0.0 
 02/03  23:00:00,21.6342569806984,0.0 
 02/03  24:00:00,21.2237370874691,0.0 
 02/04  01:00:00,20.8267864265806,0.0 
 02/04  02:00:00,20.4610230893442,904750919.349691 
 02/04  03:00:00,20.2349633608324,604993649.529435 
 02/04  04:00:00,20.2104285273317,391812543.950333 
 02/04  05:00:00,20.3780931964524,269960242.557292 
 02/04  06:00:00,20.5794563480556,201163809.763352 
 02/04  07:00:00,20.6126746820889,0.0 
 02/04  08:00:00,20.5754091792375,0.0 
 02/04  09:00:00,20.4973612727838,0.0 
 02/04  10:00:00,20.3899620651572,345833771.529945 
 02/04  11:00:00,20.5438524236459,299343702.213629 
 02/04  12:00:00,21.1420067185046,245435581.486417 
 02/04  13:00:00,21.8482396192964,1323103.73756268 
 02/04  14:00:00,22.318301875217,12821879.2453221 
 02/04  15:00:00,22.5313178858045,41183678.6160306 
 02/04  16:00:00,22.6789303179223,84462074.2731535 
 02/04  17:00:00,22.7844838475317,0.0 
 02/04  18:00:00,22.8626278850314,0.0 
 02/04  19:00:00,22.8687305089147,0.0 
 02/04  20:00:00,22.7224459576242,0.0 
 02/04  21:00:00,22.5236879186712,0.0 
 02/04  22:00:00,22.3165578592824,0.0 
 02/04  23:00:00,22.0862149380625,0.0 
 02/04  24:00:00,21.8379427011198,0.0 
 02/05  01:00:00,21.5724868447705,0.0 
 02/05  02:00:00,21.2884118809618,0.0 
 02/05  03:00:00,20.9785804955814,0.0 
 02/05  04:00:00,20.6746980074959,0.0 
 02/05  05:00:00,20.399137105568,0.0 
 02/05  06:00:00,20.1853444947473,869684403.700074 
 02/05  07:00:00,20.1185551917238,624252800.79863 
 02/05  08:00:00,20.3503524426555,389578941.540893 
 02/05  09:00:00,20.7030214290919,270036076.858113 
 02/05  10:00:00,21.0844667883582,218413293.761603 
 02/05  11:00:00,21.4481180165879,196905491.589667 
 02/05  12:00:00,21.7882488782014,0.0 
 02/05  13:00:00,22.0879082619764,0.0 
 02/05  14:00:00,22.2561902319664,0.0 
 02/05  15:00:00,22.6528161148008,0.0 
 02/05  16:00:00,22.9845726463519,0.0 
 02/05  17:00:00,23.1033311447641,0.0 
 02/05  18:00:00,23.1330962770779,0.0 
 02/05  19:00:00,23.0810059589472,0.0 
 02/05  20:00:00,23.0105751132699,0.0 
 02/05  21:00:00,22.9305328626883,0.0 
 02/05  22:00:00,22.8385727717285,0.0 
 02/05  23:00:00,22.732179771793,0.0 
 02/05  24:00:00,22.6088856726316,0.0 
 02/06  01:00:00,22.4461870462999,0.0 
 02/06  02:00:00,22.2264823704214,0.0 
 02/06  03:00:00,22.026631356294,0.0 
 02/06  04:00:00,21.8748863593238,0.0 
 02/06  05:00:00,21.6782397597786,0.0 
 02/06  06:00:00,21.4453164793925,0.0 
 02/06  07:00:00,21.2645575890453,0.0 
 02/06  08:00:00,21.0786932944091,0.0 
 02/06  09:00:00,20.9022226606136,1003486575.58396 
 02/06  10:00:00,21.035458722747,684815561.968608 
 02/06  11:00:00,21.984845050257,39539828.613425 
 02/06  12:00:00,23.7909312111,0.0 
 02/06  13:00:00,24.8033398440158,0.0 
 02/06  14:00:00,24.9583624289787,0.0 
 02/06  15:00:00,25.1359893093395,0.0 
 02/06  16:00:00,25.6807577962524,0.0 
 02/06  17:00:00,25.7532406246732,0.0 
 02/06  18:00:00,25.5238141654383,0.0 
 02/06  19:00:00,25.2564510227333,0.0 
 02/06  20:00:00,24.6524498071706,0.0 
 02/06  21:00:00,24.0811168705118,0.0 
 02/06  22:00:00,23.6800623862249,0.0 
 02/06  23:00:00,23.7836041244244,0.0 
 02/06  24:00:00,23.8687812494538,0.0 
 02/07  01:00:00,23.8701486454242,0.0 
 02/07  02:00:00,23.8409374258832,0.0 
 02/07  03:00:00,23.7630532454587,0.0 
 02/07  04:00:00,23.6598521203382,0.0 
 02/07  05:00:00,23.5779111133469,0.0 
 02/07  06:00:00,23.5016024421237,0.0 
 02/07  07:00:00,23.4396021302631,0.0 
 02/07  08:00:00,23.1795019357681,0.0 
 02/07  09:00:00,22.8850437490082,0.0 
 02/07  10:00:00,22.7440632126285,0.0 
 02/07  11:00:00,22.8007924532127,0.0 
 02/07  12:00:00,22.9344580495493,0.0 
 02/07  13:00:00,23.0378465529197,0.0 
 02/07  14:00:00,22.9404283718565,0.0 
 02/07  15:00:00,22.9592636595507,0.0 
 02/07  16:00:00,23.3127572700315,0.0 
 02/07  17:00:00,23.6256617883712,0.0 
 02/07  18:00:00,23.7007503688107,0.0 
 02/07  19:00:00,23.64152935663,0.0 
 02/07  20:00:00,23.361562428694,0.0 
 02/07  21:00:00,23.0225121987576,0.0 
 02/07  22:00:00,22.7781082918145,0.0 
 02/07  23:00:00,22.6295917294668,0.0 
 02/07  24:00:00,22.4410335046285,0.0 
 02/08  01:00:00,22.1807685766076,0.0 
 02/08  02:00:00,22.0241886124768,0.0 
 02/08  03:00:00,21.9251967435603,0.0 
 02/08  04:00:00,21.8343390785638,0.0 
 02/08  05:00:00,21.7365786253085,0.0 
 02/08  06:00:00,21.5747905173814,0.0 
 02/08  07:00:00,21.3606285465709,0.0 
 02/08  08:00:00,21.1948761807733,0.0 
 02/08  09:00:00,21.0478118367487,0.0 
 02/08  10:00:00,21.3393782203414,119072019.605924 
 02/08  11:00:00,21.769795146096,458416044.721407 
 02/08  12:00:00,22.1849630145149,0.0 
 02/08  13:00:00,22.5926383362896,0.0 
 02/08  14:00:00,22.6302557103432,0.0 
 02/08  15:00:00,22.6268104792049,0.0 
 02/08  16:00:00,22.8505324773283,0.0 
 02/08  17:00:00,22.9934433519399,0.0 
 02/08  18:00:00,22.9507054728937,0.0 
 02/08  19:00:00,22.8063807024992,0.0 
 02/08  20:00:00,22.3881214738344,0.0 
 02/08  21:00:00,21.8341843926382,0.0 
 02/08  22:00:00,21.4103411293123,0.0 
 02/08  23:00:00,21.0518929511256,0.0 
 02/08  24:00:00,20.6535848611565,0.0 
 02/09  01:00:00,20.2704021899203,0.0 
 02/09  02:00:00,19.9691438378484,0.0 
 02/09  03:00:00,19.6814553397841,1144408034.53695 
 02/09  04:00:00,19.5498315231969,764303394.832863 
 02/09  05:00:00,19.8192058690734,0.0 
 02/09  06:00:00,20.1341097750161,0.0 
 02/09  07:00:00,20.2522158383974,0.0 
 02/09  08:00:00,20.2104252158879,554756706.421396 
 02/09  09:00:00,20.264913449688,429078576.748689 
 02/09  10:00:00,20.6917381936234,314869181.410774 
 02/09  11:00:00,21.4231891982962,58910046.6125034 
 02/09  12:00:00,21.9864760152692,87037725.6858943 
 02/09  13:00:00,22.3241308804283,0.0 
 02/09  14:00:00,22.3480351014906,0.0 
 02/09  15:00:00,22.3248876383072,0.0 
 02/09  16:00:00,22.4545421647629,0.0 
 02/09  17:00:00,22.4725082699224,0.0 
 02/09  18:00:00,22.317769754871,0.0 
 02/09  19:00:00,22.0460533641619,0.0 
 02/09  20:00:00,21.5285434755837,278033338.260838 
 02/09  21:00:00,20.9055433461028,0.0 
 02/09  22:00:00,20.6002501327756,0.0 
 02/09  23:00:00,20.2839343150601,0.0 
 02/09  24:00:00,19.9256250991511,0.0 
 02/10  01:00:00,19.5813551309555,820491874.096969 
 02/10  02:00:00,19.4363668183157,557165740.559666 
 02/10  03:00:00,19.4648993995767,356433029.713206 
 02/10  04:00:00,19.5304982419299,244804874.96187 
 02/10  05:00:00,19.5951248079084,192907477.860148 
 02/10  06:00:00,19.650110171697,172345313.070159 
 02/10  07:00:00,19.7225046021097,170034046.358113 
 02/10  08:00:00,19.9289295642813,182516740.757833 
 02/10  09:00:00,20.0943018638935,193140082.418312 
 02/10  10:00:00,20.4892992902592,194394052.536269 
 02/10  11:00:00,21.3398765538914,53582216.9211103 
 02/10  12:00:00,22.5317618640583,0.0 
 02/10  13:00:00,23.3554547904027,0.0 
 02/10  14:00:00,23.3060349863812,0.0 
 02/10  15:00:00,23.2104773229776,0.0 
 02/10  16:00:00,23.3593181666003,0.0 
 02/10  17:00:00,23.3910271729586,0.0 
 02/10  18:00:00,23.2115518613073,0.0 
 02/10  19:00:00,23.0043550320418,0.0 
 02/10  20:00:00,22.5447038916104,0.0 
 02/10  21:00:00,21.9997169364297,0.0 
 02/10  22:00:00,21.6146679043534,0.0 
 02/10  23:00:00,21.3032313823386,0.0 
 02/10  24:00:00,21.0257924977707,0.0 
 02/11  01:00:00,20.7899187158083,0.0 
 02/11  02:00:00,20.6205759573352,0.0 
 02/11  03:00:00,20.5116940739651,0.0 
 02/11  04:00:00,20.3996487457771,0.0 
 02/11  05:00:00,20.2938938128717,947636700.901715 
 02/11  06:00:00,20.2777887988273,672114701.655703 
 02/11  07:00:00,20.6003250331672,0.0 
 02/11  08:00:00,21.0068435357182,0.0 
 02/11  09:00:00,21.2363037695836,0.0 
 02/11  10:00:00,21.2860961527462,516102551.284137 
 02/11  11:00:00,21.4919317117026,397283250.280971 
 02/11  12:00:00,21.9809990358658,0.0 
 02/11  13:00:00,22.981101603224,0.0 
 02/11  14:00:00,22.8170504140179,0.0 
 02/11  15:00:00,22.1543893072561,0.0 
 02/11  16:00:00,21.7876112795035,0.0 
 02/11  17:00:00,21.6464236271603,0.0 
 02/11  18:00:00,21.5794424560119,0.0 
 02/11  19:00:00,21.4891755435343,0.0 
 02/11  20:00:00,21.2458140911214,0.0 
 02/11  21:00:00,21.0282187526404,0.0 
 02/11  22:00:00,20.8701712199746,0.0 
 02/11  23:00:00,20.6816725130972,0.0 
 02/11  24:00:00,20.4752496009959,323804783.113965 
 02/12  01:00:00,21.2194893711392,0.0 
 02/12  02:00:00,22.2189018237954,0.0 
 02/12  03:00:00,22.6535028120489,0.0 
 02/12  04:00:00,22.7440800210053,0.0 
 02/12  05:00:00,22.7509528609055,0.0 
 02/12  06:00:00,22.7394697756148,0.0 
 02/12  07:00:00,22.7216743621568,0.0 
 02/12  08:00:00,22.6963751076818,0.0 
 02/12  09:00:00,22.676113523268,0.0 
 02/12  10:00:00,22.6576879002623,0.0 
 02/12  11:00:00,22.2827392829491,0.0 
 02/12  12:00:00,21.9310381052813,0.0 
 02/12  13:00:00,21.7224949192133,0.0 
 02/12  14:00:00,21.583904394291,0.0 
 02/12  15:00:00,21.4157363284027,626889227.525925 
 02/12  16:00:00,21.6476730846668,466919442.535176 
 02/12  17:00:00,22.2417122015692,0.0 
 02/12  18:00:00,22.9803675037722,0.0 
 02/12  19:00:00,23.3061768091323,0.0 
 02/12  20:00:00,23.4270826670632,0.0 
 02/12  21:00:00,23.4072494971725,0.0 
 02/12  22:00:00,23.3756368638039,0.0 
 02/12  23:00:00,23.272014687703,0.0 
 02/12  24:00:00,23.111752651124,0.0 
 02/13  01:00:00,22.9122681077123,0.0 
 02/13  02:00:00,22.7188343421276,0.0 
 02/13  03:00:00,22.480946895207,0.0 
 02/13  04:00:00,22.2254609088913,0.0 
 02/13  05:00:00,21.9616925939893,0.0 
 02/13  06:00:00,21.6651767575116,0.0 
 02/13  07:00:00,21.3714557261688,0.0 
 02/13  08:00:00,21.0770611096135,0.0 
 02/13  09:00:00,20.8529685225991,953037702.649521 
 02/13  10:00:00,20.9921333900634,658962258.421991 
 02/13  11:00:00,21.6858647403477,423107254.454444 
 02/13  12:00:00,22.5639611389042,0.0 
 02/13  13:00:00,23.3130614144683,0.0 
 02/13  14:00:00,23.5912851706305,0.0 
 02/13  15:00:00,24.1313624541093,0.0 
 02/13  16:00:00,24.7288014126228,0.0 
 02/13  17:00:00,25.0597882167381,0.0 
 02/13  18:00:00,25.1895376292017,0.0 
 02/13  19:00:00,25.1092291084182,0.0 
 02/13  20:00:00,24.6418530203702,0.0 
 02/13  21:00:00,24.1215927856833,0.0 
 02/13  22:00:00,23.7423087690851,0.0 
 02/13  23:00:00,23.4046484386058,0.0 
 02/13  24:00:00,23.0153961257768,0.0 
 02/14  01:00:00,22.6201371061018,0.0 
 02/14  02:00:00,22.2920423590932,0.0 
 02/14  03:00:00,21.9797743760678,0.0 
 02/14  04:00:00,21.6754819564024,0.0 
 02/14  05:00:00,21.3760262802126,0.0 
 02/14  06:00:00,21.1344801581811,0.0 
 02/14  07:00:00,20.9088052318762,0.0 
 02/14  08:00:00,20.6095489188892,0.0 
 02/14  09:00:00,20.3914605220083,1092181328.30513 
 02/14  10:00:00,20.5529470221792,741896456.421798 
 02/14  11:00:00,21.470922335638,462429022.389907 
 02/14  12:00:00,22.7377340697914,0.0 
 02/14  13:00:00,24.3838880742749,0.0 
 02/14  14:00:00,24.9064406788087,0.0 
 02/14  15:00:00,25.0890646909817,0.0 
 02/14  16:00:00,25.6151438970456,0.0 
 02/14  17:00:00,26.0393541913902,0.0 
 02/14  18:00:00,26.2320638240738,0.0 
 02/14  19:00:00,26.2260975697409,0.0 
 02/14  20:00:00,25.7876596818635,0.0 
 02/14  21:00:00,25.3313921812485,0.0 
 02/14  22:00:00,25.0142465828168,0.0 
 02/14  23:00:00,24.6866371353624,0.0 
 02/14  24:00:00,24.3034940501577,0.0 
 02/15  01:00:00,24.0276288549185,0.0 
 02/15  02:00:00,23.8076395529401,0.0 
 02/15  03:00:00,23.6279716756546,0.0 
 02/15  04:00:00,23.4912109624277,0.0 
 02/15  05:00:00,23.353018534153,0.0 
 02/15  06:00:00,23.2020119525529,0.0 
 02/15  07:00:00,23.0379675785084,0.0 
 02/15  08:00:00,22.8647174604594,0.0 
 02/15  09:00:00,22.6461299064953,75047977.7412956 
 02/15  10:00:00,22.393113452894,647656976.390961 
 02/15  11:00:00,22.467168270647,482821735.741291 
 02/15  12:00:00,22.86252674858,0.0 
 02/15  13:00:00,23.4280710623652,0.0 
 02/15  14:00:00,23.5692058833903,0.0 
 02/15  15:00:00,23.5728566622236,0.0 
 02/15  16:00:00,23.7533745018719,0.0 
 02/15  17:00:00,23.8108363765504,0.0 
 02/15  18:00:00,23.620696034212,0.0 
 02/15  19:00:00,23.3469008230758,0.0 
 02/15  20:00:00,22.8435136177966,0.0 
 02/15  21:00:00,22.2075343096932,0.0 
 02/15  22:00:00,21.7529829151413,0.0 
 02/15  23:00:00,21.3470541363129,0.0 
 02/15  24:00:00,20.8900488154018,0.0 
 02/16  01:00:00,20.4722695817379,1050795501.90494 
 02/16  02:00:00,20.3043160866072,706396525.074704 
 02/16  03:00:00,20.5359603109255,0.0 
 02/16  04:00:00,20.8140461335157,0.0 
 02/16  05:00:00,20.8392798856864,0.0 
 02/16  06:00:00,20.7844199281361,0.0 
 02/16  07:00:00,20.7057748955505,0.0 
 02/16  08:00:00,20.6563667217267,594186516.054309 
 02/16  09:00:00,20.6524228750298,446789313.341954 
