# # iw north average temp C,iw heating energy kWh,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.071723004000000046e+01,3.748558898000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.260833333000000067e+01,-4.428240741000000646e+00,2.327035110579999966e+01,1.000000000000000000e+00
2.332707502999999960e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.968333332999999641e+01,1.529259258999999993e+01,2.400671551829999828e+01,0.000000000000000000e+00
1.954287749999999946e+01,1.274929861000000031e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.345833333000000209e+01,-1.332407407000000044e+00,2.060040672250000071e+01,1.000000000000000000e+00
2.303971114000000142e+01,1.705926905000000104e+01,1.649335409000000041e+01,2.798542519000000084e+02,6.185000000000000142e+01,6.743518518999999323e+00,3.221078310170000236e+01,1.000000000000000000e+00
2.388809704000000167e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.027499999999999858e+01,1.355046296000000083e+01,2.365304633750000107e+01,0.000000000000000000e+00
2.201562327999999980e+01,4.918065133000000344e+01,1.211736260999999928e+02,5.711467848999999930e+00,7.806666667000000359e+01,5.727314814999999726e+00,5.830612092580000194e+01,8.333333333000000342e-01
2.470307134999999832e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.245833333000000209e+01,1.630416667000000075e+01,2.387654994420000065e+01,0.000000000000000000e+00
2.241227110000000167e+01,1.132164780999999998e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.879166666999999791e+01,9.735648147999999225e+00,2.824054126829999944e+01,1.000000000000000000e+00
2.327297186999999923e+01,0.000000000000000000e+00,1.352387695000000178e+02,9.763531527000000665e+01,8.641666666999999791e+01,1.588240741000000078e+01,2.361490973249999925e+01,0.000000000000000000e+00
2.073957483999999951e+01,6.451729599999999287e+00,1.674485368999999935e+02,1.180708682999999981e+00,7.690000000000000568e+01,4.350462963000000016e+00,2.873308813919999949e+01,1.000000000000000000e+00
2.082362601000000168e+01,6.472638424999999529e+01,1.624948569000000020e+01,1.085687437000000033e+00,8.638333332999999925e+01,-5.898148149999999923e-01,6.103168694330000221e+01,1.000000000000000000e+00
2.379949359000000086e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.728333333000000493e+01,1.375601851999999958e+01,2.396659605170000162e+01,0.000000000000000000e+00
2.213048135000000016e+01,6.589606596999999510e+01,1.759034401999999773e+02,3.329866660000000138e+02,5.962500000000000000e+01,-9.204629629999999452e+00,6.552383356500000389e+01,1.000000000000000000e+00
2.185749828999999878e+01,1.926822565000000154e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.169166667000000359e+01,7.768518517999999595e+00,3.412091876080000219e+01,1.000000000000000000e+00
2.146910839999999610e+01,1.911338342999999895e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.187500000000000000e+01,5.716666667000000146e+00,3.302907341249999718e+01,1.000000000000000000e+00
2.119668357999999841e+01,2.506746170999999990e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.689166667000000643e+01,3.075925926000000032e+00,3.773189273669999722e+01,1.000000000000000000e+00
2.246281040999999945e+01,1.184135354999999912e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.495000000000000284e+01,1.053749999999999964e+01,3.042129445329999982e+01,1.000000000000000000e+00
2.430129189999999895e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.846666666999999507e+01,1.806111110999999880e+01,2.337990775500000140e+01,0.000000000000000000e+00
2.165071713000000031e+01,2.125770633000000132e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.984999999999999432e+01,8.907407407999999194e+00,3.556300476330000038e+01,1.000000000000000000e+00
2.599363693999999825e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.260000000000000142e+01,1.855879630000000091e+01,2.470998817579999951e+01,0.000000000000000000e+00
1.892712208000000018e+01,4.688313927000000092e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.243333332999999641e+01,-1.152685184999999990e+01,4.972100777829999885e+01,1.000000000000000000e+00
2.176592837000000102e+01,2.446407295999999931e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.343000000000000682e+01,-5.282777838000000337e+00,3.476616513500000138e+01,1.000000000000000000e+00
2.304479674999999972e+01,2.795209751999999881e+01,1.175728089000000125e+02,1.669851574000000127e+01,7.365000000000000568e+01,4.111111110000000290e-01,4.191250291749999946e+01,1.000000000000000000e+00
2.224933666000000088e+01,1.583884742999999951e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.500833332999999925e+01,6.640277777999999742e+00,3.193053474919999957e+01,1.000000000000000000e+00
2.388796626999999972e+01,0.000000000000000000e+00,1.638584985999999901e+02,9.390264886999999305e+01,7.053333333000000493e+01,1.628194444000000018e+01,2.399463264419999931e+01,0.000000000000000000e+00
2.215311539999999724e+01,7.979936708999999517e+00,1.024201024000000046e+02,1.062232611999999961e+02,8.642499999999999716e+01,7.201388888999999516e+00,3.320493546329999646e+01,1.000000000000000000e+00
2.199214651000000131e+01,0.000000000000000000e+00,1.006248885999999914e+02,4.315084739999999641e+00,7.341666666999999791e+01,1.857777778000000168e+01,2.154941949499999865e+01,0.000000000000000000e+00
2.317827077000000102e+01,0.000000000000000000e+00,3.036525550000000067e+02,3.684562166000000047e+02,6.516666666999999791e+01,1.147777778000000026e+01,2.424611947749999885e+01,8.333333330000000649e-02
2.147827287000000140e+01,8.040388638000000299e+01,6.585200269999999989e+01,4.178960980000000092e+01,6.051666666999999933e+01,7.643518518999999678e+00,5.953053962999999982e+01,1.000000000000000000e+00
2.493681476000000075e+01,0.000000000000000000e+00,1.580398882000000071e+02,1.356325241999999776e+02,6.680833332999999641e+01,1.826851852000000065e+01,2.545832132829999850e+01,0.000000000000000000e+00
1.954287749999999946e+01,1.274929861000000031e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.345833333000000209e+01,-1.332407407000000044e+00,2.060040672250000071e+01,1.000000000000000000e+00
2.145181330999999858e+01,2.341069282000000129e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.969166667000000359e+01,2.027314814999999992e+00,3.585082588419999894e+01,1.000000000000000000e+00
2.051382669999999919e+01,2.243243139999999869e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.587500000000000000e+01,2.519444444999999977e+00,3.520142246750000226e+01,1.000000000000000000e+00
2.350359229000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.199166741000000513e+01,1.502685164999999934e+01,2.402094810170000017e+01,0.000000000000000000e+00
2.299628036000000009e+01,2.748725834000000035e+01,6.088715932000000208e+01,6.664038202999999605e+00,7.799166667000000075e+01,-1.027314814999999992e+00,5.475118384249999792e+01,1.000000000000000000e+00
2.230133852999999888e+01,1.384355605999999916e+01,2.456932723999999979e+01,1.494318553000000049e+00,9.867499999999999716e+01,1.063009259000000029e+01,3.242569954580000058e+01,1.000000000000000000e+00
2.282082352999999841e+01,9.375257870000000437e+00,2.181893386999999862e+01,4.336664853999999991e+01,9.149166667000000075e+01,5.605555556000000550e+00,3.826173486999999795e+01,1.000000000000000000e+00
1.931517347000000129e+01,1.932452570999999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.267499999999999716e+01,-1.300925925999999899e+00,2.909221162420000084e+01,1.000000000000000000e+00
1.842108014000000082e+01,2.762961960999999889e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.109333333000000010e+01,-6.181388944000000052e+00,3.438088174579999645e+01,1.000000000000000000e+00
2.085666842999999915e+01,4.739051363000000094e+01,2.813717533000000159e+01,4.199012789999999606e-01,9.567499999999999716e+01,-1.085648147999999980e+00,6.086970509329999857e+01,1.000000000000000000e+00
2.273847857999999889e+01,5.051901270000000466e+01,9.048886152999999410e+01,1.202006951999999984e+01,9.334999999999999432e+01,-8.037037040000000188e-01,5.348370050670000353e+01,1.000000000000000000e+00
