# # cmbedY,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityAll,infilRate
2.256854244330680004e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.815833333000000493e+01,2.022685184999999830e+00,3.919987180580000086e+01,1.000000000000000000e+00,2.978988977722060554e-03,1.613986877933968174e+02,5.705359424306673191e+02,1.356989171448339748e+00,2.275924799480503680e+01,2.364101779333578068e-01
2.805347239315469920e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.068333332999999641e+01,1.885648147999999935e+01,2.148765483669999909e+01,0.000000000000000000e+00,1.888181856860437265e-03,7.950667939481145652e+01,2.163148706564732606e+02,1.551634042568908800e+00,4.181269483162942890e+01,1.390343461762539312e-01
2.224563382835789938e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.990000000000000568e+01,6.407407407000000887e+00,2.968593724999999850e+01,1.000000000000000000e+00,3.942048389115737107e-03,3.243641476354575843e+02,6.735000682014006088e+02,1.694114869919547406e+00,1.487320814795569035e+01,1.945721878265589677e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.345833333000000209e+01,1.213055555999999946e+01,2.377747251829999797e+01,0.000000000000000000e+00,2.178432533451950259e-03,3.737875334655872166e+02,6.997718233210871404e+02,1.350115990003270872e+00,2.644896455206381702e+01,6.795979001098895189e-02
3.067924882869759884e+01,1.155014827999999909e+02,6.485718802000000096e+02,7.011666667000000075e+01,-8.460185185000000274e+00,5.783343166670000102e+01,1.000000000000000000e+00,2.764608324393498604e-03,1.023439195861541577e+02,5.108906960337699275e+02,1.146931451283573988e+00,4.728878580097990181e+01,2.172407820490920155e-02
6.760931956043140012e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.597499999999999432e+01,8.638425926000000032e+00,2.973702065330000011e+01,1.000000000000000000e+00,4.486148946679022198e-03,9.093506799484333669e+01,4.614570568845211369e+02,1.345357309199376683e+00,4.986277333275406676e+01,2.908324382357228011e-01
0.000000000000000000e+00,1.017857705999999922e+02,1.006951536999999952e+00,9.525000000000000000e+01,1.457731481999999978e+01,2.382769444420000227e+01,0.000000000000000000e+00,3.026437752340316659e-03,1.071123193403137748e+02,6.776637469027416500e+02,1.687751782908740061e+00,4.567938777713596465e+01,1.326240305613263226e-01
2.106117017296449845e+01,2.468971142000000043e+02,5.140370893000000478e+02,4.029999999999999716e+01,5.478703703999999952e+00,2.641254997500000101e+01,1.000000000000000000e+00,3.195938486228119563e-03,7.743256536757387209e+01,9.868963921724576949e+02,1.518118310436190166e+00,7.931016410894072166e+00,5.859569096805614108e-02
3.689523129145229774e+01,6.113603172999999913e+01,1.238218368000000069e+00,7.231666667000000359e+01,-6.342592599999999359e-02,5.015569379669999961e+01,1.000000000000000000e+00,3.132931717722506251e-03,2.949798053555239221e+02,3.725066205790761273e+02,1.365637515276247882e+00,2.993382593415653048e+01,1.110616970840611478e-01
5.610643909023020015e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.647499999999999432e+01,1.098009258999999993e+01,1.989589486579999900e+01,1.000000000000000000e+00,1.124871825549989858e-03,1.840109828168360764e+02,6.965564310992132278e+02,1.658827970060677170e+00,2.031654811874730626e+01,1.506377994548613597e-01
2.584684375270609991e+01,5.972334170999999969e+01,1.238377612000000028e+01,7.233333333000000209e+01,-1.967129630000000073e+00,4.253917787079999613e+01,1.000000000000000000e+00,1.434036878386146015e-03,1.808028559579404373e+02,6.747201182351464013e+02,1.286188588120809273e+00,1.163307348709086497e+01,2.406376802042268226e-01
2.464383681145690019e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.392499999999999716e+01,1.379953704000000059e+01,2.428448101920000113e+01,0.000000000000000000e+00,1.162112756619086262e-03,1.311394752706946463e+02,4.055160976323883801e+02,1.409485204609556286e+00,2.375352248877081607e+01,8.678331185931845160e-02
2.600771259892569987e+01,2.180598794000000282e+02,1.414552101999999820e+02,6.947499999999999432e+01,-2.823611111000000395e+00,5.807574148079999787e+01,1.000000000000000000e+00,1.637954441067905782e-03,2.510622052160948670e+02,2.793687368441935632e+02,1.379858127328974948e+00,4.198018592757316014e+01,2.636883750768242995e-02
1.560818152834609940e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.773333332999999357e+01,1.811574074000000145e+00,3.055695113999999890e+01,1.000000000000000000e+00,2.701492730770574911e-03,1.768326777623440194e+02,9.556957718404948992e+02,1.486744402604403437e+00,3.704151815159322325e+01,1.708772666436381149e-01
5.925560584014210264e+01,2.834853988000000058e+01,7.590206062000000031e+01,6.150833332999999925e+01,-8.639351852000000775e+00,6.318119189829999982e+01,1.000000000000000000e+00,2.773928118840496629e-03,1.449569375043301989e+02,2.337979293784001698e+02,1.510122218763797708e+00,3.902761752913534821e+01,1.952422217703504159e-01
2.307405674044380106e+01,6.147882204999999800e+01,5.944142610000000548e-01,8.603333333000000493e+01,4.689814815000000081e+00,3.633611759170000255e+01,1.000000000000000000e+00,4.384239646342054375e-03,2.053098118381429344e+02,7.677526215841247677e+02,1.505574997292096651e+00,1.318695641345788161e+01,6.510036130497091900e-02
3.008661466367620108e+01,3.601917218999999726e+00,5.954888432000000620e+00,5.979166666999999791e+01,-2.870370400000000002e-02,5.359324699079999732e+01,1.000000000000000000e+00,4.070651933743093913e-03,3.965163471159507935e+02,6.654193946220116231e+02,1.194184323111706636e+00,1.189349488932475118e+01,3.477560080191488545e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.228333333000000493e+01,1.165972222000000080e+01,2.145832574499999978e+01,0.000000000000000000e+00,4.100286768089923123e-03,3.908687758549635305e+02,4.003007074684602458e+02,1.126372559935681306e+00,1.957547857208612285e+01,4.112963562045286736e-02
2.414416814539340095e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.080833332999999996e+01,6.775000000000000355e+00,2.052071252420000036e+01,1.000000000000000000e+00,4.535483307261393288e-03,9.003483175070238076e+01,6.425900457147025691e+02,1.673293149042967665e+00,2.849027012472181752e+01,1.408536707274490873e-01
2.031917533730430137e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.500833332999999925e+01,6.640277777999999742e+00,3.193053474919999957e+01,1.000000000000000000e+00,3.774485552575196270e-03,9.300520712248192012e+01,9.805437216133780112e+02,1.321000790888084531e+00,1.373837246454611005e+01,2.841480570188824051e-01
3.249945643138219875e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.665000000000000568e+01,1.029212962999999981e+01,2.808529649169999942e+01,1.000000000000000000e+00,4.962597824019753488e-03,3.189163076158270655e+02,6.456061661186272431e+02,1.155691649201318283e+00,2.874479009846527333e+01,2.722125333280720483e-01
2.476541887312989942e+01,2.454896862000000013e+01,6.023649201000000630e+02,4.210000000000000142e+01,5.407407410000000247e-01,3.505717237000000353e+01,1.000000000000000000e+00,1.637954441067905782e-03,2.510622052160948670e+02,2.793687368441935632e+02,1.379858127328974948e+00,4.198018592757316014e+01,2.636883750768242995e-02
2.130325730709530063e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.419166667000000359e+01,-2.740277778000000275e+00,3.237630417670000327e+01,1.000000000000000000e+00,2.304637223248723332e-03,2.229848778349333713e+02,9.229687627535159891e+02,1.549861627129690334e+00,4.225118931248970000e+01,2.258939377092121503e-01
1.791328167566259921e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.344166667000000359e+01,-3.837499999999999911e+00,3.860311768420000078e+01,1.000000000000000000e+00,4.401517683719139221e-03,3.419451642358214940e+02,8.447858237940555455e+02,1.447432455824233077e+00,3.561320033111525873e+01,2.062431047967796804e-01
2.379088556669870158e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.509999999999999432e+01,4.075462963000000549e+00,3.254210413919999922e+01,1.000000000000000000e+00,4.265073253149741055e-03,3.768961120149651265e+02,7.412139658190446880e+02,1.355402326605086527e+00,4.869668627015667539e+01,1.098731138953213116e-01
4.777644544804569904e+01,6.903467967999999644e+01,2.962912201000000412e+00,7.682500000000000284e+01,1.651388889000000137e+00,5.195154930420000028e+01,1.000000000000000000e+00,2.811248632831303551e-03,1.860515748558801761e+02,8.060939922901683303e+02,1.626049146236693499e+00,2.163435228395905341e+01,2.154713633176289778e-01
4.872054140478120132e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.640833333000000493e+01,1.327314815000000037e+00,2.970686311080000053e+01,1.000000000000000000e+00,4.100286768089923123e-03,3.908687758549635305e+02,4.003007074684602458e+02,1.126372559935681306e+00,1.957547857208612285e+01,4.112963562045286736e-02
2.001496762189459844e+01,1.563568732999999895e+02,2.726822380999999851e+01,8.422499999999999432e+01,1.525462963000000016e+01,2.150646038420000039e+01,0.000000000000000000e+00,4.311998588488278120e-03,1.987957835087470926e+02,8.856452105239803814e+02,1.208881207378966760e+00,8.535377343501851399e+00,5.041804448786649934e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.493333332999999641e+01,1.937870369999999909e+01,2.285074536999999850e+01,0.000000000000000000e+00,4.137754517479344529e-03,9.774521892951582913e+01,7.122639427201647777e+02,1.585711448768649667e+00,4.522203154273914549e+01,3.029107219312957705e-02
2.030757202867230049e+01,1.164294365999999883e+02,1.681593640999999906e+01,8.306666667000000359e+01,2.937500000000000000e+00,3.983174193579999667e+01,1.000000000000000000e+00,1.212908147594811544e-03,2.832250597552917952e+02,6.351985340801693383e+02,1.414717524037762297e+00,4.129322798722414944e+01,4.473632670073629525e-02
2.096985723435840221e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.046666667000000217e+01,6.045833332999999143e+00,2.111502327420000213e+01,1.000000000000000000e+00,4.084656865889373101e-03,1.457205740340635316e+02,2.963513621710319512e+02,1.281919950417324428e+00,2.825441592563410609e+01,2.038726443731086746e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.645000000000000284e+01,1.240046296000000048e+01,2.251317149579999821e+01,0.000000000000000000e+00,2.316021275454715166e-03,3.590095000169698665e+02,8.994632971956939400e+02,1.603462300107802996e+00,4.901727420152333536e+01,1.462350123865430451e-01
1.120322469747759975e+01,2.468165584999999851e+02,3.747308594999999798e+01,5.369166666999999649e+01,-2.151851852000000065e+00,3.494485939670000363e+01,1.000000000000000000e+00,4.186047079207034192e-03,3.869382172918867582e+02,2.276677075327272632e+02,1.135451952239066253e+00,4.689749814860273602e+01,1.246709984273525057e-01
9.099277796031810084e+00,1.830048424999999952e+02,4.383802754999999820e+02,6.583333333000000209e+01,6.791666670000000572e-01,2.865074927250000059e+01,1.000000000000000000e+00,2.178432533451950259e-03,3.737875334655872166e+02,6.997718233210871404e+02,1.350115990003270872e+00,2.644896455206381702e+01,6.795979001098895189e-02
2.333378306989250106e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.247499999999999432e+01,1.295879629999999949e+01,2.976206224999999961e+01,1.000000000000000000e+00,1.782776049989393940e-03,7.192935605542459143e+01,5.334407210858181543e+02,1.634357158036503499e+00,3.799324218149494214e+01,2.293845105887308555e-01
2.006653700867120094e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.962500000000000000e+01,1.301018518999999962e+01,2.382049535169999999e+01,0.000000000000000000e+00,1.222384710535572190e-03,1.582750963322515076e+02,3.706054710880927701e+02,1.252818352601767327e+00,8.619061097243468694e+00,1.765389456555177816e-01
2.943371207125399991e+01,1.735958421999999928e+02,6.238691397000000194e+00,7.179166666999999791e+01,-2.493518519000000211e+00,4.407675717669999926e+01,1.000000000000000000e+00,3.009133592041034026e-03,2.375262797888246382e+02,3.868448020091569788e+02,1.529662264804668936e+00,4.684978816387489786e+01,1.555901424318807125e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.022499999999999432e+01,8.500462963000000371e+00,2.125769355499999946e+01,0.000000000000000000e+00,2.846156668456454979e-03,3.039093601345094839e+02,4.921604534116270315e+02,1.383337490504677136e+00,3.367384901828994259e+01,1.051559520081235266e-01
