# # iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityAll,infilRate
2.084494282546240029e+01,3.693270179647460338e+01,1.907474731999999733e+02,4.473998595999999850e+01,7.318333332999999641e+01,-4.411574073999999790e+00,4.730527157499999902e+01,1.000000000000000000e+00,2.978988977722060554e-03,1.613986877933968174e+02,5.705359424306673191e+02,1.356989171448339748e+00,2.275924799480503680e+01,2.364101779333578068e-01
2.206809434425419880e+01,6.201165295132840072e+01,1.634117229999999950e+02,2.510362240000000327e+02,5.709166667000000217e+01,-8.892592591999999740e+00,6.574631763920000083e+01,1.000000000000000000e+00,1.982970199021753203e-03,3.856450167045089188e+02,5.497033301550590068e+02,1.374461211755275913e+00,3.264986395088166660e+01,2.731011188580416693e-01
2.110971163773760040e+01,1.443873174218330036e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.123333332999999357e+01,-1.249074074000000145e+00,3.860338421329999647e+01,1.000000000000000000e+00,4.343856177575143931e-03,2.331860605868434391e+02,4.483154123053179774e+02,1.294269510747706464e+00,1.725251289739627936e+01,1.217133699319646739e-01
2.166468007465759982e+01,7.305142106361969923e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.440833333000000493e+01,-8.166666670000000128e-01,3.272894676079999954e+01,1.000000000000000000e+00,3.146513360037239693e-03,1.506236308868141123e+02,3.907701885507648285e+02,1.167298923251585352e+00,2.221102034180806228e+01,2.166748949618570730e-01
2.074317197078870123e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.901666667000000643e+01,7.831481480999999967e+00,2.294308426419999947e+01,0.000000000000000000e+00,3.774485552575196270e-03,9.300520712248192012e+01,9.805437216133780112e+02,1.321000790888084531e+00,1.373837246454611005e+01,2.841480570188824051e-01
1.899666379834210161e+01,2.878628363339910123e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.150833332999999925e+01,9.101851850000000077e-01,4.969472421420000074e+01,1.000000000000000000e+00,2.629315525474593216e-03,2.196115707677751345e+02,8.283042498966913172e+02,1.199551786596803060e+00,6.161058059847917434e+00,2.810107246793843716e-01
2.086248417430899948e+01,2.561024165229930105e+01,2.768542857999999995e+00,5.851132679999999642e-01,7.554999999999999716e+01,7.827314815000000259e+00,3.816509423250000310e+01,1.000000000000000000e+00,2.860335235174262317e-03,3.405517615698001350e+02,9.861656342130639814e+02,1.481175809880918459e+00,6.979708600613565572e+00,1.835659688397189848e-01
2.575814665250729973e+01,0.000000000000000000e+00,1.486885331000000008e+02,2.985053316999999762e+00,7.338333332999999925e+01,1.930000000000000071e+01,2.396018493829999940e+01,0.000000000000000000e+00,1.663619922799967378e-03,1.399755536781139540e+02,2.899917024742358080e+02,1.652572587567856743e+00,2.615756186271092432e+01,2.784449653343072373e-01
1.618865399542950101e+01,3.079988996271309887e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.300000000000000000e+01,7.704166665999999886e+00,1.914814465829999790e+01,1.000000000000000000e+00,2.380913822252194844e-03,2.409175342082513680e+02,8.770206603539451180e+02,1.264392464341783651e+00,1.121028044499492538e+01,2.648375482080660426e-01
2.048947218086960120e+01,1.479345845940419935e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.131071335999999405e+01,-1.861108610000000163e-01,3.032460918920000026e+01,1.000000000000000000e+00,2.668893958826969517e-03,6.008467557858712382e+01,3.086903681562346264e+02,1.421220915698258480e+00,3.626722523793604580e+01,2.925084715555847370e-01
2.713190899854649984e+01,6.153521988099449835e+00,4.421154383999999737e+01,2.145647561999999731e+00,8.470833333000000209e+01,6.155092592999999113e+00,2.649568172170000224e+01,1.000000000000000000e+00,4.486148946679022198e-03,9.093506799484333669e+01,4.614570568845211369e+02,1.345357309199376683e+00,4.986277333275406676e+01,2.908324382357228011e-01
2.728746937236029879e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.602499999999999858e+01,1.997546296000000154e+01,2.504596645830000057e+01,0.000000000000000000e+00,4.910894691618668435e-03,2.139021338134693053e+02,6.311496698057580943e+02,1.642035051699113346e+00,3.666667558319045384e+01,2.150201639916197310e-02
2.512895724398159913e+01,3.272490390590380116e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.127499999999999858e+01,1.452314815000000037e+00,4.045514731579999790e+01,1.000000000000000000e+00,2.664177782246127460e-03,8.727218941029536836e+01,2.604158456231636478e+02,1.718848512471425449e+00,3.756974304607766868e+01,1.369798255245330276e-01
2.461592798964460016e+01,3.976925574200379998e+01,7.746094195000000582e+01,5.887512197000000214e+01,6.904166666999999791e+01,9.384259259999999658e-01,5.939397013829999850e+01,1.000000000000000000e+00,4.902832114948318422e-03,8.043235270021500583e+01,5.643680162618845770e+02,1.470629515581467484e+00,4.342374569596140788e+01,9.918701551452911713e-02
1.573557165570820082e+01,4.743617392771300345e+00,1.824236261000000070e+02,3.408428346000000175e+01,8.959999999999999432e+01,6.591203703999999775e+00,2.601076399080000101e+01,1.000000000000000000e+00,3.966094747129526518e-03,1.016163232634191615e+02,2.661603926336647419e+02,1.232870929868201015e+00,1.200001436586251202e+01,2.672364773317831288e-01
2.295480351611940151e+01,1.255797749749200065e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.983333333000000209e+01,7.117129629999999985e+00,3.221954723670000220e+01,1.000000000000000000e+00,1.484415372344395330e-03,3.313467290152538567e+02,5.946519059832612584e+02,1.332831917722178572e+00,1.954186376910347889e+01,2.177664601920810128e-01
2.819387598964549824e+01,0.000000000000000000e+00,3.045364168999999492e+02,2.694695233999999928e+01,5.535000000000000142e+01,2.188935185000000061e+01,2.394574616670000111e+01,0.000000000000000000e+00,4.804742688433187928e-03,2.792397417959107315e+02,3.445212517238312557e+02,1.683772224510351245e+00,2.855614639472060290e+01,5.799803550830302801e-02
2.563852566484600004e+01,3.234325944278479970e+00,1.327826270999999849e+02,8.381226891000000023e+02,2.875833332999999925e+01,1.151574074000000003e+01,2.388382630919999983e+01,1.000000000000000000e+00,1.073398532483167949e-03,3.240619831196445375e+02,7.116467737029744285e+02,1.329648284580795092e+00,3.016973617757175319e+01,2.339608900416844384e-01
2.201419976438160120e+01,1.960173860200760032e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.840000000000000568e+01,2.512037036999999806e+00,3.505293704999999704e+01,1.000000000000000000e+00,3.107832194565306183e-03,1.556481102563871559e+02,8.836760752369791589e+02,1.591088107115395722e+00,1.211014772713241427e+01,1.064541848868192087e-01
1.956647288292240106e+01,9.341050770686340599e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.056666666999999649e+01,-3.943981481999999872e+00,3.278986527080000002e+01,1.000000000000000000e+00,1.680268948463384607e-03,3.894334933356741999e+02,9.387722519767980884e+02,1.192133750622381694e+00,1.615836341904861939e+01,1.337907539363647480e-01
1.870841693839649977e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.218333332999999641e+01,1.356990741000000078e+01,2.245476296249999848e+01,0.000000000000000000e+00,3.029619258033161133e-03,2.034977745385193089e+02,2.871918847413335811e+02,1.274303606977726488e+00,9.058667913783013503e+00,2.696009342168160794e-01
3.078598872902599837e+01,0.000000000000000000e+00,3.321380565000000047e+02,2.043379281999999932e+02,5.352499999999999858e+01,2.266736111000000164e+01,2.418999010670000160e+01,0.000000000000000000e+00,1.301924354330412327e-03,6.756420762554566295e+01,3.470596812176551111e+02,1.544381766461613514e+00,4.541922293664007526e+01,7.127720470762845262e-02
2.387145625843360008e+01,2.362882858780659956e-01,8.574429087000000393e+00,1.486643165000000089e+01,5.164999999999999858e+01,1.215462963000000052e+01,2.293774833830000048e+01,1.000000000000000000e+00,1.189069578385521398e-03,1.929618361566191993e+02,3.183594968466316004e+02,1.237855520116008190e+00,2.057212691413140959e+01,3.800244910604915621e-02
2.255825791944609904e+01,2.712373373350590100e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.588333332999999925e+01,-1.945370370000000015e+00,4.215786439749999914e+01,1.000000000000000000e+00,4.804742688433187928e-03,2.792397417959107315e+02,3.445212517238312557e+02,1.683772224510351245e+00,2.855614639472060290e+01,5.799803550830302801e-02
2.490653186439449840e+01,1.564925184351599974e+01,1.642985749999999996e+02,1.131563139000000007e+01,4.781666666999999649e+01,7.821759258999999354e+00,3.132565414329999953e+01,1.000000000000000000e+00,1.782776049989393940e-03,7.192935605542459143e+01,5.334407210858181543e+02,1.634357158036503499e+00,3.799324218149494214e+01,2.293845105887308555e-01
2.620192897265919996e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,9.883333333999999581e+00,2.315176064829999802e+01,0.000000000000000000e+00,2.955581140569165342e-03,2.167660069396238498e+02,7.607655370505115116e+02,1.629346617039270972e+00,3.422931095934431767e+01,4.574171218993745847e-02
2.540697109183649971e+01,3.230950928623899898e+01,8.674457329999999899e+01,6.190435142000001179e+02,4.263333332999999925e+01,8.155555554999999401e+00,4.466529032249999887e+01,1.000000000000000000e+00,3.419628284425757763e-03,2.358612637929725508e+02,4.770447403467093750e+02,1.684897460507028377e+00,3.385090009187126014e+01,2.438144755572166089e-01
2.252016571414469936e+01,1.306131509364250043e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.955833332999999641e+01,7.554166667000000501e+00,2.935362157750000023e+01,1.000000000000000000e+00,1.124871825549989858e-03,1.840109828168360764e+02,6.965564310992132278e+02,1.658827970060677170e+00,2.031654811874730626e+01,1.506377994548613597e-01
2.062381674387350117e+01,4.753777792468490304e+01,8.703056600000000742e+01,6.734193921000000138e+00,6.645000000000000284e+01,-3.816666666999999791e+00,4.919954782420000328e+01,1.000000000000000000e+00,2.112366371224581527e-03,2.872460369901454555e+02,9.436885093119142311e+02,1.482660630179463368e+00,1.032162586839565677e+01,2.833623257728076772e-01
2.476001226586970105e+01,1.846521683656689916e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.398333333000000067e+01,5.694444500000000325e-02,4.720234305670000197e+01,1.000000000000000000e+00,4.633347772270412016e-03,1.606079800260424690e+02,4.201682165272542306e+02,1.121784792847453804e+00,3.993968360712926113e+01,2.230163753067932741e-01
2.455094759242950175e+01,1.569814629453039956e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.793333332999999641e+01,4.459722221999999903e+00,3.306641058329999794e+01,1.000000000000000000e+00,2.791686170390166206e-03,1.666094217036198302e+02,6.951573034884686422e+02,1.572144913355831175e+00,4.748954416904500420e+01,6.266082911402058586e-02
2.384968413319959879e+01,1.402814133657780005e+01,7.607772961999999950e+01,1.589883129999999944e+01,8.742499999999999716e+01,5.714814815000000436e+00,3.521902429579999705e+01,1.000000000000000000e+00,2.607816424690921533e-03,2.000335561940523235e+02,4.859010626174351728e+02,1.371648389230461840e+00,2.711456259940211666e+01,2.538334059199000570e-01
2.207217206709259827e+01,1.710280709938369981e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.900833332999999925e+01,-8.187037036999999629e+00,3.223048521169999958e+01,1.000000000000000000e+00,4.744696765690371854e-03,2.591213294409304808e+02,7.527371751380846945e+02,1.519599826431419665e+00,2.072033867980364619e+01,2.757823032767212079e-02
2.141713172132010001e+01,5.292434425752259841e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.768333333000000351e+01,-2.710648148000000202e+00,5.711793481499999814e+01,1.000000000000000000e+00,1.828680244605810062e-03,1.896613640601509587e+02,3.200605431666486993e+02,1.376355839710132756e+00,8.787311319488715355e+00,2.266350163183518396e-01
1.643335192293709923e+01,5.577213272642960185e+00,1.032908249000000112e+00,3.797553949999999956e-01,7.700000000000000000e+01,4.222685184999999564e+00,2.594696859829999980e+01,1.000000000000000000e+00,2.900611272649683634e-03,8.667891702683880339e+01,8.484923541320213189e+02,1.267381706407955777e+00,1.408893913380727625e+01,1.996389544914582148e-01
2.188082165135260126e+01,7.523680488588060378e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.055833332999999641e+01,3.260185185000000097e+00,3.172315028250000069e+01,1.000000000000000000e+00,3.569430546673996174e-03,7.126423413842229593e+01,7.243953126721776243e+02,1.204334207813646529e+00,1.907984759412734377e+01,8.218577550108101260e-02
1.652540094257539849e+01,1.341655338518670071e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.727499999999999858e+01,-3.313888888999999782e+00,2.730047995829999863e+01,1.000000000000000000e+00,3.851468991882149584e-03,1.418988358663517033e+02,2.152688120511188572e+02,1.422982062673728842e+00,1.879280734435810274e+01,2.655870881392305427e-01
2.226219804168439964e+01,9.697627528602239977e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.272499999999999432e+01,1.057638889000000049e+01,2.996565583750000172e+01,1.000000000000000000e+00,4.598909108323614818e-03,3.782880289617885410e+02,3.027836243979503479e+02,1.467987048814734408e+00,3.685754824716503464e+01,1.071751017543555312e-01
2.664759145816470109e+01,2.546788999906720008e+01,4.387961966999999674e+01,3.321112799999999948e-02,4.721666667000000217e+01,4.099074073999999790e+00,3.545858395749999659e+01,1.000000000000000000e+00,2.773928118840496629e-03,1.449569375043301989e+02,2.337979293784001698e+02,1.510122218763797708e+00,3.902761752913534821e+01,1.952422217703504159e-01
2.859212432801309944e+01,0.000000000000000000e+00,2.857599318000000039e+02,4.108589601000000471e+02,6.706666667000000359e+01,1.741481482000000014e+01,2.356162403579999776e+01,0.000000000000000000e+00,2.971933129464202766e-03,3.326870226663504582e+02,2.818632853790961690e+02,1.709027442900409088e+00,3.490476048835823519e+01,1.126588112232057570e-01
2.275332462282939971e+01,9.206537536881100436e+00,1.467895546999999681e+02,4.178667615999999896e+01,8.444166667000000359e+01,1.015648148000000006e+01,3.140125120329999930e+01,1.000000000000000000e+00,4.756687092051296167e-03,2.922907203745170364e+02,2.831846317816422811e+02,1.247873762848288104e+00,2.431696403175907761e+01,1.582253701431774184e-01
2.174422273947740081e+01,1.245975895746270012e+01,1.057197347000000036e+02,9.431537022999999635e+02,4.307500000000000284e+01,-4.907407400000000225e-02,3.068836530920000172e+01,1.000000000000000000e+00,4.744696765690371854e-03,2.591213294409304808e+02,7.527371751380846945e+02,1.519599826431419665e+00,2.072033867980364619e+01,2.757823032767212079e-02
2.599414085049640022e+01,2.586345194688329840e+01,2.655430567999999880e+02,2.232320665999999676e+02,5.257500000000000284e+01,-6.476851850000000521e-01,3.975344361079999800e+01,1.000000000000000000e+00,1.625064839087691322e-03,1.509332606336045046e+02,4.470903937673592736e+02,1.531343884069073402e+00,4.001551100168401831e+01,1.755013402629068409e-01
2.177517580597410074e+01,0.000000000000000000e+00,1.904481419999999900e+02,6.284349354999999804e+01,7.459166666999999507e+01,1.545833333000000032e+01,2.410552012920000209e+01,0.000000000000000000e+00,1.095603227237780574e-03,2.381450546451519585e+02,6.426907403317563876e+02,1.182613967761011020e+00,1.744623261364035471e+01,3.848161066139745706e-02
2.182542509841600165e+01,1.256774030521119911e+00,1.370017157999999995e+02,7.434612687000001188e+02,2.434166666999999862e+01,7.523611111000000129e+00,2.014427866500000164e+01,1.000000000000000000e+00,1.270471030214028775e-03,2.179504553998091012e+02,5.278352409151444817e+02,1.674673563847891122e+00,4.286133314729883637e+01,2.465156709163528193e-01
2.628571295179609990e+01,7.773960352814700547e-01,1.300649457999999754e+02,9.606795497000000239e+01,6.225833332999999925e+01,1.201527777999999991e+01,2.315613287000000042e+01,1.000000000000000000e+00,4.902832114948318422e-03,8.043235270021500583e+01,5.643680162618845770e+02,1.470629515581467484e+00,4.342374569596140788e+01,9.918701551452911713e-02
2.349718409571099897e+01,4.289726478996750103e+01,4.288049198000000217e+01,5.604841662000000042e+02,4.839166666999999933e+01,-2.900925926000000210e+00,4.796146726749999800e+01,1.000000000000000000e+00,3.311101855754676644e-03,1.083874289167217171e+02,7.448746248978784479e+02,1.388950743952012790e+00,3.447501573777068273e+01,1.238916765654990010e-01
2.550875921939449853e+01,5.252369151505369871e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.628333332999999783e+01,9.622222222000001324e+00,2.275132271329999867e+01,4.166666667000000213e-01,1.763220483284131702e-03,3.686797256468664727e+02,6.886998535677116706e+02,1.186770912366239772e+00,3.579341434619716011e+01,1.752236774842017009e-01
2.046349058680790023e+01,5.002361029543889970e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.479999999999999716e+01,5.643981480999999967e+00,5.518039986080000148e+01,1.000000000000000000e+00,1.994314492890140664e-03,3.283370215490436408e+02,6.179634592854847597e+02,1.341884507815815919e+00,1.593677681891989195e+01,2.612732144330984774e-01
2.099022083253939996e+01,2.636976194774370175e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.409999999999999432e+01,1.137824074000000074e+01,1.975492938920000086e+01,1.000000000000000000e+00,4.244695613987548022e-03,2.150841001774289225e+02,2.516372428423866836e+02,1.650839229517325757e+00,3.136928850135966940e+01,2.134463010051484422e-01
2.289737301220069909e+01,6.736320192941690266e+00,1.235601697999999828e+02,1.765788395000000151e+02,6.554166666999999791e+01,1.036111110999999951e+01,3.870538661999999874e+01,1.000000000000000000e+00,1.475015337410671111e-03,2.600191692491558797e+02,9.278925314289972448e+02,1.377402448896297482e+00,1.148410223736674673e+01,2.458722918976578159e-02
2.201245439264310022e+01,1.011543263018650052e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.272499999999999432e+01,1.057638889000000049e+01,2.996565583750000172e+01,1.000000000000000000e+00,3.413181625559653064e-03,3.302035384345828675e+02,5.904616674832329863e+02,1.418514303057685444e+00,2.647334862710205527e+01,1.542990342537312876e-01
2.131817647521269876e+01,4.001352473050069847e+01,1.311637019999999865e+01,8.591388152999998695e+00,7.051666667000000643e+01,-1.842129630000000073e+00,4.382502449079999707e+01,1.000000000000000000e+00,1.696740055562385606e-03,2.960210799658342467e+02,8.227363034928872594e+02,1.561319732498515744e+00,5.128699788720134656e+00,1.378430940493717283e-01
2.369524310143999912e+01,8.457207326415860038e+00,1.974410008000000118e+02,4.445315589999999588e+02,6.186666667000000075e+01,-4.629166666999999791e+00,3.209595119499999782e+01,1.000000000000000000e+00,4.981758881653996530e-03,3.607272081586766603e+02,7.210235211896541614e+02,1.286960949677451893e+00,2.891831927023043392e+01,1.171845863013184358e-01
2.350335642848130036e+01,6.590173246553369779e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.978333333000000493e+01,1.237962963000000016e+01,2.498060969000000142e+01,4.166666667000000213e-01,1.248249253220104927e-03,3.818065951513153777e+02,3.247051448808083478e+02,1.294822894977739169e+00,2.370655611780917482e+01,9.739371739722244015e-02
1.973339901551599951e+01,4.001583767246000178e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.156666667000000359e+01,-1.142731481999999943e+01,4.956087106500000061e+01,1.000000000000000000e+00,1.384594961176735268e-03,3.106135933919736658e+02,3.846492806468238541e+02,1.396889834913769946e+00,3.432387245735871772e+01,2.212050126309585973e-01
2.502203119319710112e+01,2.584351500596410034e+01,1.674048351000000139e+02,3.548894162999999935e+01,5.618333333000000351e+01,-3.150925926000000210e+00,4.515251458499999870e+01,1.000000000000000000e+00,2.831463449703757948e-03,2.645390930305287611e+02,8.458643622781205522e+02,1.318945704676229624e+00,3.886686213613005236e+01,1.979843369165388001e-01
2.145798497162200036e+01,1.572654271849270025e+01,1.757423760000000001e+00,1.081847581999999903e+02,4.912500000000000000e+01,-3.573148148000000024e+00,5.289660606329999837e+01,1.000000000000000000e+00,3.700023993497415179e-03,2.234299384050674746e+02,4.297037068002537694e+02,1.134096282204311468e+00,1.697510866838112165e+01,4.224529818693539829e-02
2.068735955504590152e+01,2.908661100807540034e+00,2.954615901000000235e+02,2.182349290999999596e+02,6.656666667000000359e+01,7.147685185000000274e+00,2.336956508749999983e+01,1.000000000000000000e+00,3.045963891885638750e-03,3.443891900964683259e+02,7.910683602110804031e+02,1.176947110772784910e+00,1.848356210884116990e+01,1.555315284418539237e-02
2.211990572303690072e+01,1.892165864854840152e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.734999999999999432e+01,1.651851851999999843e+00,3.739045745749999838e+01,1.000000000000000000e+00,1.982970199021753203e-03,3.856450167045089188e+02,5.497033301550590068e+02,1.374461211755275913e+00,3.264986395088166660e+01,2.731011188580416693e-01
2.809423941207819908e+01,0.000000000000000000e+00,4.105337481999999483e+00,3.708631958000000228e+00,5.466666666999999791e+01,2.168194443999999876e+01,2.285952361080000017e+01,0.000000000000000000e+00,1.625064839087691322e-03,1.509332606336045046e+02,4.470903937673592736e+02,1.531343884069073402e+00,4.001551100168401831e+01,1.755013402629068409e-01
1.614786088680190090e+01,2.837130082462190117e+01,1.161104212000000047e+02,3.797063861999999972e+02,4.895000000000000284e+01,-1.066666667000000013e+00,2.720546178580000074e+01,1.000000000000000000e+00,3.029619258033161133e-03,2.034977745385193089e+02,2.871918847413335811e+02,1.274303606977726488e+00,9.058667913783013503e+00,2.696009342168160794e-01
1.955010064413630033e+01,3.685325303979539768e+01,8.561925002999998924e+00,3.251061556999999880e+01,8.054999999999999716e+01,3.114351851999999976e+00,5.588791939829999933e+01,1.000000000000000000e+00,3.311101855754676644e-03,1.083874289167217171e+02,7.448746248978784479e+02,1.388950743952012790e+00,3.447501573777068273e+01,1.238916765654990010e-01
2.069354215092349847e+01,1.215045035477790059e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.350833332999999925e+01,-2.700462963000000105e+00,4.044384694499999711e+01,1.000000000000000000e+00,4.070651933743093913e-03,3.965163471159507935e+02,6.654193946220116231e+02,1.194184323111706636e+00,1.189349488932475118e+01,3.477560080191488545e-02
2.525504206256919915e+01,2.332577887395869964e-01,1.623530011999999942e+02,5.667575281000000587e+02,4.217499999999999716e+01,1.669120369999999909e+01,2.396325692250000117e+01,1.000000000000000000e+00,2.362093007872034193e-03,9.419342025621321568e+01,4.935310209485064661e+02,1.152580896869020100e+00,2.729812423146262290e+01,1.683415929784823628e-01
2.221607004449120026e+01,3.358287691713800172e+01,1.836392635999999925e+02,3.474890873999999741e+00,8.146666666999999507e+01,-4.432870370999999921e+00,4.782948643419999968e+01,1.000000000000000000e+00,4.401517683719139221e-03,3.419451642358214940e+02,8.447858237940555455e+02,1.447432455824233077e+00,3.561320033111525873e+01,2.062431047967796804e-01
2.506261394531779985e+01,7.836143138287679832e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.201666667000000643e+01,1.296898148000000006e+01,2.824966255080000010e+01,1.000000000000000000e+00,2.320702546091215224e-03,3.223592260843597614e+02,4.686350207809580866e+02,1.457986245232571809e+00,4.150503728490247113e+01,5.695776886874363842e-02
2.637599740744629884e+01,0.000000000000000000e+00,2.096440102999999944e+00,3.465949309999999950e-01,9.529999999999999716e+01,1.307268518999999962e+01,2.447687176000000164e+01,0.000000000000000000e+00,2.345071490342004634e-03,1.043857938980802373e+02,5.792237280964961883e+02,1.154895729918101521e+00,3.612454214392975871e+01,6.910929795560023792e-02
2.319079839951670152e+01,5.254712009325140265e+00,1.138396429000000012e+02,8.073455512000000454e+02,4.320833333000000209e+01,1.735648148000000113e+00,2.993043190579999902e+01,1.000000000000000000e+00,2.507955965598752078e-03,3.055450851443755482e+02,7.637645662007150804e+02,1.390745759931939496e+00,1.932381745323666422e+01,1.272593005666126931e-01
2.408059378330260003e+01,5.212438593937609710e+01,2.134922756999999649e+02,4.912721026999999907e+01,6.365833332999999783e+01,-4.138425926000000032e+00,4.686416166669999939e+01,1.000000000000000000e+00,2.409725346266097974e-03,3.145148880510639628e+02,5.410458543835266028e+02,1.697948317521181139e+00,2.170164003951856202e+01,2.874914806570508241e-02
2.352983235603879919e+01,1.390984422677659982e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.080833332999999996e+01,6.775000000000000355e+00,2.052071252420000036e+01,1.000000000000000000e+00,1.095603227237780574e-03,2.381450546451519585e+02,6.426907403317563876e+02,1.182613967761011020e+00,1.744623261364035471e+01,3.848161066139745706e-02
2.189075931286890153e+01,1.356171590491640089e+01,8.379180249999999219e+00,1.176373834999999923e+00,7.819166667000000359e+01,2.259722221999999725e+00,3.926326828670000424e+01,1.000000000000000000e+00,3.747887115177990502e-03,1.103407829176635175e+02,4.432893230436613408e+02,1.176674880201253437e+00,2.107586315101816865e+01,1.672960630659197645e-01
2.411015075965019960e+01,1.960368180367819946e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.898333332999999357e+01,7.310185184999999919e+00,3.221412490579999854e+01,1.000000000000000000e+00,1.369895070731332563e-03,1.476970469684061982e+02,5.283287792425419411e+02,1.501744504539866742e+00,4.821367979178583596e+01,3.177450116836207095e-02
2.089184303351899885e+01,2.581753764775610094e+01,2.655430567999999880e+02,2.232320665999999676e+02,5.257500000000000284e+01,-6.476851850000000521e-01,3.975344361079999800e+01,1.000000000000000000e+00,3.463070724556215323e-03,1.367787866834084411e+02,3.292774087580614832e+02,1.535710724166354790e+00,6.763231030479363248e+00,2.100091568236469863e-01
2.582816377491189996e+01,0.000000000000000000e+00,6.506031330999999795e+01,3.242854940999999940e+02,3.844166666999999649e+01,1.587314815000000046e+01,2.244450509329999832e+01,0.000000000000000000e+00,3.475888280495066304e-03,3.533975824871176883e+02,4.239875253001650890e+02,1.555724649937534121e+00,2.142999924489360097e+01,6.887481709400990193e-02
2.385019772170030095e+01,5.329671913227270075e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.414166667000000643e+01,3.957870370000000193e+00,3.221221620330000235e+01,1.000000000000000000e+00,2.764608324393498604e-03,1.023439195861541577e+02,5.108906960337699275e+02,1.146931451283573988e+00,4.728878580097990181e+01,2.172407820490920155e-02
2.889718057890230085e+01,7.547484716504530011e-01,1.372928045999999824e+02,8.276472251999999798e+02,3.082499999999999929e+01,1.258379629999999949e+01,2.243806046329999759e+01,1.000000000000000000e+00,2.773928118840496629e-03,1.449569375043301989e+02,2.337979293784001698e+02,1.510122218763797708e+00,3.902761752913534821e+01,1.952422217703504159e-01
2.013143217264060070e+01,7.050685166852119323e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.183333333000000209e+01,-5.290277778000000097e+00,4.220852846999999741e+01,1.000000000000000000e+00,1.003400967136317858e-03,1.879059577542038824e+02,4.398614882846920864e+02,1.436350886761003753e+00,1.993926520383053003e+01,9.487527971420021966e-02
2.168282069131759826e+01,6.170878779463000008e+00,1.029222397000000058e+02,9.205361895999999433e+02,4.104166666999999791e+01,4.375000000000000000e-01,2.596817775419999919e+01,1.000000000000000000e+00,1.003400967136317858e-03,1.879059577542038824e+02,4.398614882846920864e+02,1.436350886761003753e+00,1.993926520383053003e+01,9.487527971420021966e-02
2.278277381646470090e+01,0.000000000000000000e+00,1.575225438999999881e+02,6.049659993999999870e+02,4.614166666999999933e+01,2.462129630000000091e+01,2.491669856329999888e+01,0.000000000000000000e+00,2.860335235174262317e-03,3.405517615698001350e+02,9.861656342130639814e+02,1.481175809880918459e+00,6.979708600613565572e+00,1.835659688397189848e-01
2.549779367397249885e+01,1.582904356395570034e+01,1.003557546000000045e+01,1.033323219999999987e+00,9.045000000000000284e+01,4.536111111000000307e+00,3.659879029079999668e+01,1.000000000000000000e+00,4.350380366354912598e-03,3.670650251015160279e+02,4.646434705969660399e+02,1.533647308666801878e+00,4.034702776262556512e+01,1.778145393058523926e-01
2.434541727786340104e+01,9.732288655303500402e-01,1.370017157999999995e+02,7.434612687000001188e+02,2.434166666999999862e+01,7.523611111000000129e+00,2.014427866500000164e+01,1.000000000000000000e+00,3.320925789564223643e-03,2.769462905274693298e+02,5.616805697095890082e+02,1.669026499279397946e+00,4.267543006131149497e+01,1.189268603006191430e-02
