# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,intMass,mullSurfaceArea
1.905282712205400131e+01,1.938077136033169978e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.147500000000000142e+01,2.232870370000000104e+00,2.722708361169999947e+01,1.000000000000000000e+00,1.666930899240154189e-03,8.297049332480183921e+02,1.561933061076365981e+00
2.125698036227030130e+01,6.485211327816579718e+00,2.465311149000000341e+02,3.744862631000000306e+02,4.410000000000000142e+01,5.631944444000000161e+00,3.453489095829999656e+01,1.000000000000000000e+00,4.959133174065540745e-03,4.886642188549444086e+02,1.628542828334496928e+00
1.978079501073370139e+01,2.047405691323779919e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.806666667000000359e+01,-4.997685184999999919e+00,2.996584205499999953e+01,1.000000000000000000e+00,2.501477181317327252e-03,2.351491962964648792e+02,1.646420240953242242e+00
1.692365228858459858e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.847499999999999432e+01,-2.829629629999999896e+00,1.641012605670000113e+01,0.000000000000000000e+00,4.079838018235333943e-03,2.788414423420853723e+02,1.324827895461101024e+00
2.066051195190599898e+01,2.817807684520069955e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.248333332999999357e+01,-9.763425924999999950e+00,4.443388763829999988e+01,1.000000000000000000e+00,3.945316321809508656e-03,7.530390381654306111e+02,1.473907293623868409e+00
1.958772084783300116e+01,2.638666864856639904e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.790833333000000493e+01,-2.151851852000000065e+00,4.184597657420000161e+01,1.000000000000000000e+00,1.503044156861843214e-03,5.057844148581380068e+02,1.338992000647435177e+00
2.221397697730679965e+01,1.948674195509309826e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.531666667000000359e+01,3.411111111000000307e+00,3.495879316170000095e+01,1.000000000000000000e+00,1.045658280172825786e-03,5.656562573422372679e+02,1.370276172487654431e+00
2.310193431421090082e+01,1.667822067875029957e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.720000000000000284e+01,1.034398148000000006e+01,2.249938039419999924e+01,1.000000000000000000e+00,2.600844390544889556e-03,5.710262323931921173e+02,1.686818413972915209e+00
2.133371696164880049e+01,1.402684177736460036e+01,1.024201024000000046e+02,1.062232611999999961e+02,8.642499999999999716e+01,7.201388888999999516e+00,3.320493546329999646e+01,1.000000000000000000e+00,3.710917932117214352e-03,3.006195260650690670e+02,1.254655454713203611e+00
2.263833819668310099e+01,2.669475935093450047e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.994166667000000359e+01,1.946759259000000020e+00,1.986183821750000078e+01,1.000000000000000000e+00,3.062870993003629499e-03,3.923102495552407163e+02,1.250325318155250276e+00
1.759350254006159986e+01,3.112464538921819823e+01,5.336741331000000343e+01,5.127113555999999335e+02,6.741666666999999791e+01,-1.346759259000000153e+00,6.075189787080000059e+01,1.000000000000000000e+00,2.472611638702472848e-03,3.680942045646488623e+02,1.121050545372302309e+00
1.880307513504689965e+01,2.186236820312079843e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.127499999999999858e+01,-5.537037037000000161e+00,4.163566060080000142e+01,1.000000000000000000e+00,1.250777901932716672e-03,3.572318081173453947e+02,1.211002101835702227e+00
2.200022056298499962e+01,2.132117479898669998e+01,1.825110670999999840e+01,5.994594158999999536e+02,5.380833333000000351e+01,-7.060185190000000111e-01,4.755876097080000164e+01,1.000000000000000000e+00,4.715213892237987703e-03,3.046088599160056560e+02,1.152477235267045375e+00
1.930561689883349885e+01,6.052575701150400000e+00,3.490065136000000123e+00,1.042608179000000135e+00,8.294166667000000359e+01,3.950462963000000105e+00,2.724247126420000242e+01,8.333333330000000649e-02,4.331904037274719906e-03,8.503536485800256060e+02,1.125216302541091951e+00
2.280912477137160010e+01,1.063713176433249963e+01,7.778792162999999960e+01,8.157048409000000220e+02,6.250000000000000000e+01,6.304629629999999985e+00,2.978615093499999844e+01,1.000000000000000000e+00,1.054058187135463237e-03,5.559101561482079887e+02,1.423473734598105889e+00
1.998341293402350161e+01,1.946919312887400011e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.903333332999999783e+01,-4.569907406999999644e+00,3.314171467579999586e+01,1.000000000000000000e+00,4.269137410152603826e-03,5.072771727960666794e+02,1.516304455058021805e+00
2.111441892311369983e+01,1.999233245625610067e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.175000000000000000e+01,2.623148148000000290e+00,3.594592781419999739e+01,1.000000000000000000e+00,1.738324604510979761e-03,7.758028137834876361e+02,1.409195199586480873e+00
1.951016578484030006e+01,4.368748532405030005e+01,4.760800116000000060e+01,3.565494449999999915e+01,7.688333332999999925e+01,-6.034722222000000080e+00,5.269743078670000358e+01,1.000000000000000000e+00,1.399363874064365413e-03,8.538421537764178311e+02,1.303969540089957579e+00
2.224666177037699910e+01,1.006273682846440032e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.355833332999999641e+01,8.952314814999999371e+00,2.704380840829999855e+01,1.000000000000000000e+00,2.771140080745522309e-03,7.029781272969669317e+02,1.511382200086942795e+00
1.767581095648930045e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.847499999999999432e+01,-2.829629629999999896e+00,1.641012605670000113e+01,0.000000000000000000e+00,2.033353554147745382e-03,4.949232850003434692e+02,1.460083713831677565e+00
2.062643097279340054e+01,2.283254087262130128e+01,6.728658182000000210e+00,6.662623260000000158e-01,9.752500000000000568e+01,9.919444443999999805e+00,4.736765772999999768e+01,1.000000000000000000e+00,4.054683754934030118e-03,7.892506381004443483e+02,1.176788073886714914e+00
2.197297067543090066e+01,2.151639034329519973e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,3.514351851999999887e+00,3.614639858419999996e+01,1.000000000000000000e+00,2.140255407726712397e-03,6.106112857181506115e+02,1.483668624713499806e+00
2.198670421087069826e+01,3.285481026521829762e+01,1.468581351999999924e+02,2.027776211000000117e+01,5.517499999999999716e+01,4.944444450000000102e-01,4.097784171420000376e+01,1.000000000000000000e+00,3.573991216547814289e-03,9.536419673091216964e+02,1.708003011201696397e+00
1.812966883696600107e+01,1.126839911947040029e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.147500000000000142e+01,2.232870370000000104e+00,2.722708361169999947e+01,1.000000000000000000e+00,1.793874198435093216e-03,6.779810248109004078e+02,1.256827135279039664e+00
2.090339856712499866e+01,1.473578499672379927e+01,6.085320137000000074e+01,4.064510460000000380e-01,7.663333332999999925e+01,3.095370369999999927e+00,3.794400568999999734e+01,1.000000000000000000e+00,1.454394327502214496e-03,5.811584510184106875e+02,1.132123187129655317e+00
2.224844578577240028e+01,6.290702993243679941e+01,9.035501700999999741e+01,2.910185283999999797e+02,6.750000000000000000e+01,-5.706481480999999967e+00,6.568896777919999863e+01,1.000000000000000000e+00,2.824110447166687694e-03,8.388655343623561293e+02,1.433418476801477270e+00
2.380275692469340143e+01,1.119573062454890078e+01,1.045783394000000044e+02,5.562594861000000037e+02,5.876666666999999933e+01,3.456018518999999678e+00,3.214922347830000149e+01,1.000000000000000000e+00,3.945316321809508656e-03,7.530390381654306111e+02,1.473907293623868409e+00
1.949021732977099930e+01,2.677025024988350044e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.145833333000000209e+01,1.022777778000000026e+01,2.058797638920000139e+01,1.000000000000000000e+00,2.066312951128466621e-03,8.953543303189762810e+02,1.174526640518530396e+00
2.341309469654819964e+01,0.000000000000000000e+00,2.109104075999999850e+02,1.450193308999999999e+02,7.909166666999999507e+01,1.801342593000000036e+01,2.367685306499999953e+01,0.000000000000000000e+00,2.337100911097127372e-03,6.117607270239586796e+02,1.333537795445927321e+00
2.000937558292789831e+01,5.867398387616910327e+01,4.183950659999999822e+00,6.179555057000000851e+00,8.170000000000000284e+01,1.101851850000000049e-01,6.103249185079999961e+01,1.000000000000000000e+00,3.273017072719731739e-03,7.128430960958590958e+02,1.299352761217367425e+00
2.107846905175599872e+01,6.594829701825040047e+01,4.435362176000000289e+01,6.302613681000000270e+02,7.515000000000000568e+01,-8.248148148000000290e+00,6.653539388750000683e+01,1.000000000000000000e+00,4.149434484064597889e-03,8.693115801188215528e+02,1.451968266345358138e+00
2.412867626022359957e+01,0.000000000000000000e+00,1.308742273999999952e+02,7.161678262999998879e+02,5.789166666999999933e+01,1.963101852000000136e+01,2.312182266670000175e+01,0.000000000000000000e+00,4.620713192318432264e-03,6.238010383244992454e+02,1.565739603584830331e+00
1.892604924063829941e+01,6.902118619193060134e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.695833333000000209e+01,5.367592593000000356e+00,2.569930550920000201e+01,1.000000000000000000e+00,3.077345023309922996e-03,8.192828759718336187e+02,1.310680392296441177e+00
2.054454770486699999e+01,7.301055293110700006e+01,8.500066466999999903e+00,1.893318053000000134e+02,7.718333332999999641e+01,-8.788425926000000388e+00,5.924234518579999786e+01,1.000000000000000000e+00,4.959133174065540745e-03,4.886642188549444086e+02,1.628542828334496928e+00
2.172241561790560027e+01,2.519153500735350093e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.175000000000000000e+01,-1.722222219999999804e-01,3.890760842670000130e+01,1.000000000000000000e+00,2.899498796197193598e-03,9.871604652824584036e+02,1.558320944765660743e+00
2.252638932446949838e+01,3.586830713294550321e+01,1.825110670999999840e+01,5.994594158999999536e+02,5.380833333000000351e+01,-7.060185190000000111e-01,4.755876097080000164e+01,1.000000000000000000e+00,2.337100911097127372e-03,6.117607270239586796e+02,1.333537795445927321e+00
2.292642097934979972e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.492499999999999716e+01,1.509259259000000064e+01,2.416317685250000125e+01,0.000000000000000000e+00,3.896607368044072064e-03,5.282890390414623880e+02,1.530952251248803186e+00
2.091538788748420075e+01,1.946809264559109920e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925000000000000000e+01,7.850462962999999128e+00,3.369776615669999842e+01,1.000000000000000000e+00,1.054058187135463237e-03,5.559101561482079887e+02,1.423473734598105889e+00
1.816586832210670011e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.847499999999999432e+01,-2.829629629999999896e+00,1.641012605670000113e+01,0.000000000000000000e+00,2.981578657086646298e-03,7.465731353893902451e+02,1.288537379581617515e+00
2.231266974287790106e+01,9.115940846525519836e-01,1.506654055999999855e+02,6.992333442000000332e+02,4.506666666999999649e+01,1.018240740999999971e+01,2.208786151920000052e+01,1.000000000000000000e+00,4.516319399447717500e-03,9.341883952968534004e+02,1.405371993042900503e+00
2.179122376654310145e+01,5.683013183365670073e+01,3.910594310000000462e+01,4.958176239000000152e+00,7.084999999999999432e+01,-3.689814810000000000e-01,6.608853944499999500e+01,1.000000000000000000e+00,3.677223716595977299e-03,9.818076353639962690e+02,1.401634390632366278e+00
2.304979214991950087e+01,2.391973011662129878e+01,2.763745472000000092e+01,7.238239190000000933e-01,8.904166666999999791e+01,4.036574073999999790e+00,3.678659352670000260e+01,1.000000000000000000e+00,1.940617265906080958e-03,8.284167791107821586e+02,1.622588531414971058e+00
2.027235128778480089e+01,6.779899952829049781e+00,2.465311149000000341e+02,3.744862631000000306e+02,4.410000000000000142e+01,5.631944444000000161e+00,3.453489095829999656e+01,1.000000000000000000e+00,1.940617265906080958e-03,8.284167791107821586e+02,1.622588531414971058e+00
2.359258482750659880e+01,2.109542791201380041e+01,8.330441761999999528e+01,4.642123370000000193e+00,7.047499999999999432e+01,4.025462962999999839e+00,3.692416265749999837e+01,1.000000000000000000e+00,3.896607368044072064e-03,5.282890390414623880e+02,1.530952251248803186e+00
2.232228462243709899e+01,3.444846702138439909e+00,1.726512703000000215e+02,2.605721104000000423e+02,5.680833333000000351e+01,6.901388888999999693e+00,2.125837911170000183e+01,1.000000000000000000e+00,2.098314729567837128e-03,5.991815108319680121e+02,1.631869282795824105e+00
1.982153735730920019e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.483333333000000209e+01,1.464074074000000003e+01,2.249077150079999754e+01,0.000000000000000000e+00,2.388823211401294895e-03,7.698197341928917012e+02,1.169725440278085671e+00
2.008562343298000030e+01,1.645081399716530157e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.787500000000000000e+01,-3.419907406999999733e+00,4.154550166749999818e+01,1.000000000000000000e+00,4.783307651914193298e-03,5.322504204699995398e+02,1.294668379856303231e+00
1.764784295004690051e+01,1.734174731617369858e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.204999999999999716e+01,-7.896759258999999531e+00,4.350926064829999973e+01,1.000000000000000000e+00,3.476891578008076480e-03,3.504444953116412762e+02,1.213779008054978847e+00
2.201464644946589999e+01,1.667114713147849869e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.016666666999999791e+01,2.905092593000000001e+00,3.195147637420000208e+01,1.000000000000000000e+00,3.305187405624265308e-03,5.958215653069219115e+02,1.452484426114364346e+00
2.443047215246700077e+01,2.190508543278599873e+01,1.223044919000000021e+02,7.176595897000000335e+00,6.928333333000000493e+01,3.178703703999999686e+00,3.788469585330000200e+01,1.000000000000000000e+00,4.900272834760988419e-03,2.493807912712836696e+02,1.620320053753861345e+00
2.163134695743969971e+01,1.674477694152659879e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.230833332999999641e+01,1.093518519000000078e+00,3.968659113830000251e+01,1.000000000000000000e+00,3.908861491466197186e-03,9.979377182271136917e+02,1.277192807617466119e+00
2.258560165593819846e+01,2.968545082055369821e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.190833332999999783e+01,9.142129629999999452e+00,2.205565397750000045e+01,1.000000000000000000e+00,2.899498796197193598e-03,9.871604652824584036e+02,1.558320944765660743e+00
2.242813448908770013e+01,1.140477786338460042e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.629166666999999791e+01,8.171759258999999886e+00,2.721239074080000009e+01,1.000000000000000000e+00,2.943479578531246060e-03,8.790179046459691108e+02,1.650103628609362438e+00
1.888046101274689903e+01,1.477299274487489988e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.406666667000000359e+01,-2.239814814999999903e+00,4.004006199079999817e+01,1.000000000000000000e+00,3.782118074502092975e-03,2.296883770074401241e+02,1.245627664961086234e+00
2.154530882333000008e+01,1.981243308546070025e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.896666666999999507e+01,1.657407409999999970e-01,3.341364468670000321e+01,1.000000000000000000e+00,1.195941610239166335e-03,5.357811119060502278e+02,1.419012238895606792e+00
1.974108777940750059e+01,2.605525551451929900e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.402499999999999858e+01,-3.516203703999999597e+00,3.097657774920000051e+01,1.000000000000000000e+00,1.098791495898551393e-03,4.687530888885591480e+02,1.599730328285910996e+00
2.072028054802660080e+01,1.067927690146870034e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.054166666999999791e+01,4.256018518000000306e+00,3.554058611079999963e+01,1.000000000000000000e+00,4.179620708464085350e-03,7.844667240213268542e+02,1.252096314821288026e+00
2.182163264124369917e+01,2.284950873738619848e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.003333333000000493e+01,-7.347222220000000359e-01,3.953487453580000022e+01,1.000000000000000000e+00,4.088874920250394271e-03,4.008138066488626237e+02,1.547011102184445264e+00
2.256877740159109891e+01,6.239613209402899940e+01,1.052946378999999979e+02,3.465215919999999983e+01,7.871666666999999507e+01,-7.115740740000000564e-01,6.597992435170000647e+01,1.000000000000000000e+00,4.166260168266897566e-03,4.625054830731678521e+02,1.508291437489882370e+00
1.929006773665119923e+01,1.138458327583479957e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.850833332999999925e+01,3.747222221999999991e+00,3.689905556920000151e+01,1.000000000000000000e+00,3.140611686198701777e-03,7.234848303631168847e+02,1.204240530947763954e+00
2.298354601793780105e+01,1.480120487944799912e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.479166666999999791e+01,7.564814819999999829e-01,3.240349696829999715e+01,1.000000000000000000e+00,3.812344423019213037e-03,4.872582130794578461e+02,1.569511593023965146e+00
2.145580679393319912e+01,1.759956161612049996e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.404999999999999716e+01,-2.243981481000000056e+00,3.488435630920000108e+01,1.000000000000000000e+00,3.597401753233522934e-03,2.402638965633497605e+02,1.484864247168209861e+00
2.164938542422079948e+01,1.726774572202659996e+01,1.003495586000000017e+01,1.419355593999999998e+00,8.732500000000000284e+01,1.076666666999999933e+01,3.354129005579999756e+01,1.000000000000000000e+00,4.254241744774830969e-03,3.817085179986898993e+02,1.571338289240985731e+00
2.150268676590680172e+01,3.225786000520909802e+00,1.090657379999999819e+02,8.559136993999999277e+02,5.010000000000000142e+01,7.386574073999999435e+00,2.354307081829999859e+01,1.000000000000000000e+00,4.799365376794957096e-03,6.830928449229130592e+02,1.198996741333486771e+00
1.900911946507480010e+01,1.394972382472069938e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.994166667000000359e+01,7.379629629999999718e-01,3.809466921420000318e+01,1.000000000000000000e+00,4.443160572410318615e-03,2.720392648943754352e+02,1.298473705607168904e+00
1.962114348621749826e+01,6.659339554809910133e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.160833333000000067e+01,3.739351851999999976e+00,3.198763791580000060e+01,1.000000000000000000e+00,1.174980482939764082e-03,9.588028768583311603e+02,1.503227933479006406e+00
2.313218159442800115e+01,2.226228939755059955e+01,4.082889873999999963e+01,2.908372452000000052e+00,9.784166666999999507e+01,6.574074073999999435e+00,3.681797224000000313e+01,1.000000000000000000e+00,2.217401235600434915e-03,6.968441912136916017e+02,1.532459981335196453e+00
2.443536590935000063e+01,3.220581979442039966e+01,1.737078464000000224e+02,2.672695213000000081e+02,4.982500000000000284e+01,-3.878703703999999863e+00,4.786721060250000193e+01,1.000000000000000000e+00,4.990610258181336044e-03,3.609256133945857528e+02,1.537940689518400017e+00
2.099741598278869859e+01,1.331992837596360069e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.629166666999999791e+01,4.555555555999999839e+00,3.480291537080000097e+01,1.000000000000000000e+00,2.404616640503766823e-03,6.744330017513647135e+02,1.208430304524275911e+00
2.119049935987930056e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.220000000000000284e+01,1.009537062999999968e+01,2.140745578670000171e+01,0.000000000000000000e+00,3.531738956761595275e-03,6.444642757883545983e+02,1.296108751529592817e+00
2.223129085082879897e+01,3.077139299494190183e+00,1.596769361000000060e+02,1.162519104000000070e+01,7.041666666999999791e+01,9.281944445000000599e+00,2.135108851500000071e+01,1.000000000000000000e+00,4.886382991609324045e-03,2.442338427015962168e+02,1.693575374971676428e+00
2.384161785597409988e+01,4.538857672538480159e+01,8.857046106999999324e+01,1.214052216000000044e+02,6.239999999999999858e+01,-8.612037037000000339e+00,5.052489939920000239e+01,1.000000000000000000e+00,2.442789524484144815e-03,2.896970500762353140e+02,1.563429284289268084e+00
2.247197887812999895e+01,0.000000000000000000e+00,1.726743810000000323e+01,9.266577748000000270e+01,7.728333333000000493e+01,1.424305554999999934e+01,2.447916620420000200e+01,0.000000000000000000e+00,1.815557168281077636e-03,9.708375236242478650e+02,1.153888587956608758e+00
1.925136576157590085e+01,1.238314161550609960e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.079166666999999791e+01,-3.736111109999999957e-01,3.704784435170000023e+01,1.000000000000000000e+00,1.815557168281077636e-03,9.708375236242478650e+02,1.153888587956608758e+00
2.018045117764690133e+01,1.192063151437140078e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.063928543999999476e+01,6.180557039999999835e-01,2.956906853670000146e+01,1.000000000000000000e+00,1.580163400962148780e-03,8.007042208993009353e+02,1.225048359971201872e+00
2.011875482413099903e+01,2.808751758946889865e+01,1.247612002000000047e+02,5.800796924000000132e+01,4.710833333000000067e+01,4.843055556000000372e+00,4.247098321170000190e+01,1.000000000000000000e+00,1.133933318418064648e-03,3.714292241416585512e+02,1.354198527039010669e+00
2.107653983001490161e+01,1.526389013064810030e+01,6.778657517999999982e+01,2.225033594000000114e+00,8.405833332999999641e+01,-1.527777800000000054e-02,4.174057426000000248e+01,1.000000000000000000e+00,2.653136070797953387e-03,4.030750502306268572e+02,1.144187678269918740e+00
2.061880805986130127e+01,1.968008040282650128e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.759166666999999507e+01,6.473148147999999935e+00,3.530584640749999892e+01,1.000000000000000000e+00,1.195941610239166335e-03,5.357811119060502278e+02,1.419012238895606792e+00
2.164807305677179983e+01,3.005044139672600068e+01,2.094902568000000258e+02,2.562129031999999995e+01,6.868333332999999641e+01,-7.185185190000000777e-01,4.048577879580000172e+01,1.000000000000000000e+00,1.611525940209702348e-03,6.162788678842122181e+02,1.546037864655357641e+00
2.347466817984570042e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.792499999999999716e+01,1.837500005000000058e+01,2.306445138999999855e+01,0.000000000000000000e+00,3.701033821853415891e-03,6.618837240067060748e+02,1.591302908827435747e+00
2.344331499073199865e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.450000000000000000e+01,1.612037036999999984e+01,2.440416373580000098e+01,0.000000000000000000e+00,1.476862556024290639e-03,9.195885932692970073e+02,1.717653100509283215e+00
2.171035667409709902e+01,2.440949986451250098e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.012500000000000000e+01,3.811111111000000218e+00,3.485393989420000338e+01,1.000000000000000000e+00,1.358566912530894235e-03,7.820200558764962580e+02,1.603395645655965929e+00
2.095391764607749963e+01,1.123567174315260075e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.559166666999999507e+01,6.475925926000000388e+00,3.252387153250000296e+01,1.000000000000000000e+00,3.077345023309922996e-03,8.192828759718336187e+02,1.310680392296441177e+00
2.206875188110630148e+01,1.027236593877040072e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.497499999999999432e+01,8.895370371000000276e+00,3.110902132000000009e+01,1.000000000000000000e+00,4.909706005115319419e-03,5.835556891233379702e+02,1.541761373061722340e+00
2.139102119870419827e+01,2.092393700856549910e-01,8.574429087000000393e+00,1.486643165000000089e+01,5.164999999999999858e+01,1.215462963000000052e+01,2.293774833830000048e+01,1.000000000000000000e+00,1.793874198435093216e-03,6.779810248109004078e+02,1.256827135279039664e+00
1.910111432176420010e+01,1.478937075951649938e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.820000000000000284e+01,-1.107407406999999955e+00,3.833970837919999752e+01,1.000000000000000000e+00,2.513723456494702975e-03,4.550706166662036480e+02,1.240416988192909908e+00
2.206754982793160025e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.245833333000000209e+01,1.630416667000000075e+01,2.387654994420000065e+01,0.000000000000000000e+00,2.570637820708847419e-03,8.407888829042483394e+02,1.285141272014824310e+00
2.292039399522619902e+01,2.554294188398030130e+01,1.604486900999999932e+02,2.437640044000000117e+01,8.273333332999999357e+01,5.510648147999999580e+00,3.426171686080000001e+01,1.000000000000000000e+00,1.358566912530894235e-03,7.820200558764962580e+02,1.603395645655965929e+00
1.803526445975009906e+01,7.403663035750260235e+01,6.058799708000000095e+01,2.423582316000000105e+02,6.171666667000000217e+01,-5.102314814999999726e+00,6.088299800920000138e+01,1.000000000000000000e+00,1.155524991515096593e-03,6.361041785742959291e+02,1.471076246946815491e+00
2.161199997407100071e+01,3.073662026323919960e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.996666666999999507e+01,-2.254629630000000162e-01,3.598068587579999900e+01,1.000000000000000000e+00,1.486224621799151413e-03,5.139752457548245275e+02,1.596563259784854472e+00
1.984359697894180030e+01,2.199305914426529895e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.777499999999999858e+01,-4.529629629999999629e+00,3.171672735670000165e+01,1.000000000000000000e+00,1.155524991515096593e-03,6.361041785742959291e+02,1.471076246946815491e+00
2.328143721025550050e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.396666667000000217e+01,1.352870369999999767e+01,2.250856205579999880e+01,0.000000000000000000e+00,4.516319399447717500e-03,9.341883952968534004e+02,1.405371993042900503e+00
2.012340253705649928e+01,2.427777201596950007e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.543333332999999641e+01,-3.259722221999999725e+00,4.206248319579999873e+01,1.000000000000000000e+00,4.166260168266897566e-03,4.625054830731678521e+02,1.508291437489882370e+00
2.152782366067879849e+01,1.662913203051530076e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.653333332999999783e+01,2.137037036999999806e+00,3.449006504169999943e+01,1.000000000000000000e+00,3.896607368044072064e-03,5.282890390414623880e+02,1.530952251248803186e+00
1.985426629906070062e+01,1.667827414766179928e+01,1.054120620000000059e+02,7.517955736000000115e+02,6.354999999999999716e+01,-5.039351852000000243e+00,3.244493504670000306e+01,1.000000000000000000e+00,3.140611686198701777e-03,7.234848303631168847e+02,1.204240530947763954e+00
1.952330699739459874e+01,3.066106204922359879e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.090833332999999783e+01,-6.094907407000000887e+00,3.197341137420000123e+01,1.000000000000000000e+00,1.376537666660290933e-03,8.962139597157832895e+02,1.399201321489152106e+00
2.317025855081829988e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.544166667000000359e+01,1.211851852000000029e+01,2.370998959250000127e+01,0.000000000000000000e+00,2.959131865187268878e-03,6.072448987079814060e+02,1.715137080913690770e+00
2.073328373624839926e+01,2.551392797994549966e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.003333333000000493e+01,4.617129629999999985e+00,4.502304999829999588e+01,1.000000000000000000e+00,2.023033227771289713e-03,3.864218306181722937e+02,1.181571551567130118e+00
2.445703090874150121e+01,0.000000000000000000e+00,2.548371501999999964e+02,1.040481336999999940e+01,5.627499999999999858e+01,2.148842592999999823e+01,2.388300146250000111e+01,0.000000000000000000e+00,3.369379588423715606e-03,4.209020038979646756e+02,1.189592704361825293e+00
2.161437730716270167e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.503333333000000493e+01,1.399768519000000033e+01,2.360670141670000177e+01,0.000000000000000000e+00,4.341515614726502124e-03,8.726822957085345251e+02,1.389459261684068414e+00
2.299766787286840142e+01,1.033593080645509943e+01,6.120883134000000325e+01,1.732443480000000202e-01,9.795833333000000209e+01,1.009999999999999964e+01,3.003095529670000019e+01,1.666666666999999935e-01,4.099185229778447119e-03,2.474202227781878776e+02,1.381771806817550408e+00
2.260131112472020121e+01,1.632440182167950127e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.209166666999999507e+01,1.205324073999999968e+01,3.071281798080000058e+01,1.000000000000000000e+00,2.880634619600707519e-03,9.135368150378729979e+02,1.704580620852145678e+00
2.219487515624160068e+01,1.297468777294909970e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.673333332999999357e+01,8.406018517999999773e+00,3.428933489920000000e+01,1.000000000000000000e+00,3.961940236071850169e-03,4.371009642292863759e+02,1.271991819130311452e+00
2.304680990863479906e+01,1.081134531893270001e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.515000000000000568e+01,1.237731482000000049e+01,3.162973305419999903e+01,1.000000000000000000e+00,4.959133174065540745e-03,4.886642188549444086e+02,1.628542828334496928e+00
1.776144278512159858e+01,1.300356905236760063e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840833333000000493e+01,-1.526388889000000137e+00,4.119023694420000226e+01,1.000000000000000000e+00,1.768297744725728839e-03,2.256485381283634126e+02,1.140429346216620399e+00
