# IAT average C,Heating demand khw,Diffuse solar w/m2,Direct normal solar w/m2,OAH,OAT C,Pitched roof insul thickness m,Ext win U,Ext win SHGC,Infil rate ACH,Mullion surface metal thickness m
2.325580422279999837e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.439999999999999858e+01,9.880555555999999129e+00,1.642471063000000009e-01,2.971267678599999851e+00,5.831719823000000025e-01,4.800197979999999975e-01,5.286726700000000077e-03
2.374155850149999836e+01,1.181630765959999962e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.052500000000000568e+01,4.231944443999999805e+00,1.709319200999999955e-01,2.181053880299999914e+00,2.886834843000000150e-01,4.250177841000000178e-01,9.777703000000000436e-03
2.494115061760000174e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.611666667000000075e+01,1.722083333999999866e+01,1.729041802000000072e-01,1.713099785600000091e+00,6.269975803999999764e-01,4.508669204999999902e-01,1.880456100000000002e-03
2.641099354230000174e+01,0.000000000000000000e+00,7.915507798000000150e+01,7.487498468000000003e+02,4.236666667000000075e+01,1.515324073999999932e+01,1.195410343000000014e-01,1.968504962099999922e+00,4.328152613999999843e-01,3.790952167000000150e-01,7.572129300000000028e-03
2.300551406909999841e+01,0.000000000000000000e+00,2.744201707999999940e+01,3.533253390000000160e-01,9.825833332999999925e+01,1.240046296000000048e+01,1.907812305000000097e-01,2.156178182200000126e+00,3.378505391000000135e-01,2.202433484999999913e-01,3.101198099999999923e-03
2.705439294980000042e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.419166666999999649e+01,1.992546296000000083e+01,1.798470573000000017e-01,2.054668684000000134e+00,2.872113307999999976e-01,3.525913808999999732e-01,4.430200799999999862e-03
2.304933444810000154e+01,3.420964019200000195e+01,5.534943731999999983e+01,3.197981589999999841e+01,6.403333333000000493e+01,-3.692129630000000162e+00,8.444059249999999461e-02,2.218941766699999985e+00,5.655518480000000237e-01,3.740735526999999783e-01,1.264756400000000046e-03
2.499331813199999885e+01,0.000000000000000000e+00,8.641462919000000298e+00,4.411559784999999678e+00,6.953333333000000493e+01,1.717083333000000067e+01,8.895257650000000516e-02,2.697957628300000188e+00,3.147452258999999808e-01,1.580296962000000138e-01,1.945712899999999922e-03
2.320616870870000170e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.883333333000000209e+01,1.449305556000000017e+01,2.217936615999999972e-01,2.231267308000000060e+00,2.672733997999999778e-01,3.130527160000000086e-01,9.565676900000000260e-03
2.267769128020000124e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.066666666999999791e+01,1.012453703999999988e+01,2.957144639000000019e-01,1.838358894500000007e+00,3.388031736000000071e-01,2.453269049000000035e-01,2.638821999999999869e-03
2.305318369620000141e+01,7.572574613699999624e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.268333332999999641e+01,5.241203704000000130e+00,1.307259574999999896e-01,1.996569351500000034e+00,5.227466887999999701e-01,2.314860542999999937e-01,3.245784600000000027e-03
2.248903302500000123e+01,6.299594212799999760e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.101666667000000643e+01,3.826851851999999887e+00,2.482106849999999865e-01,1.596716837600000050e+00,5.160950117999999476e-01,1.758341411000000076e-01,4.737173400000000041e-03
2.416983781140000076e+01,1.053851064410000049e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925833332999999925e+01,4.278703703999999775e+00,2.270279970000000092e-01,1.500544355199999957e+00,3.169316588000000157e-01,1.596416647999999994e-01,5.311000800000000022e-03
2.052947364810000153e+01,1.714958693139999824e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.166666666999999791e+01,-4.046759258999999886e+00,9.506234080000000586e-02,2.795418506199999875e+00,4.057577645000000066e-01,2.216428085999999908e-01,8.758979700000000743e-03
2.131821920719999852e+01,9.746763657100000700e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.795833333000000209e+01,-1.721296296000000003e+00,2.340857471999999995e-01,2.451573649999999827e+00,3.128874684999999878e-01,2.971710771000000140e-01,2.472984299999999788e-03
2.267394447990000117e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.723333332999999357e+01,1.356435184999999954e+01,6.241245139999999914e-02,2.097205473799999886e+00,4.032936328999999764e-01,4.078596553000000124e-01,5.099244799999999578e-03
2.119011549729999899e+01,1.473284252060000021e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.128333333000000493e+01,1.840740741000000069e+00,8.343900880000000575e-02,2.743624018899999850e+00,4.858433460000000093e-01,1.590751163999999940e-01,2.972279999999999887e-03
2.286062423290000112e+01,3.278511689060000123e+01,7.172049789999999803e+01,4.335065300000000121e+00,7.604999999999999716e+01,-5.293055555999999662e+00,1.175088922000000063e-01,1.580415398500000013e+00,2.758501022000000025e-01,3.054921478000000024e-01,3.419235999999999977e-03
2.114000681779999979e+01,4.727140305380000029e+01,1.574966512999999964e+02,2.518578378999999856e+01,7.043333332999999641e+01,2.265277778000000186e+00,5.474099260000000328e-02,1.730888988400000050e+00,4.738663100000000128e-01,3.576582220000000256e-01,1.439927099999999951e-03
2.061300977340000173e+01,4.996003955049999945e+01,4.183950659999999822e+00,6.179555056999999962e+00,8.170000000000000284e+01,1.101851850000000049e-01,1.803566467999999923e-01,2.595543433100000019e+00,2.874992177999999843e-01,4.711868433999999994e-01,7.024923199999999826e-03
2.251155594240000113e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.312500000000000000e+01,1.170972221999999974e+01,8.746397579999999616e-02,1.911509316899999922e+00,4.708022251999999797e-01,1.946992015000000020e-01,2.326292499999999940e-03
2.437908718039999911e+01,0.000000000000000000e+00,8.007143528000000288e+01,3.486871380000000045e+02,7.633333333000000209e+01,1.460509258999999993e+01,7.375513640000000426e-02,2.588981498599999931e+00,5.892280827000000443e-01,3.857705929999999950e-01,2.466691400000000159e-03
2.136739414779999890e+01,0.000000000000000000e+00,2.417595195000000086e+00,6.942421170000000474e-01,7.765000000000000568e+01,9.584722221999999903e+00,2.474259987999999910e-01,2.538157551599999895e+00,4.081474672000000026e-01,1.666540279000000013e-01,2.581017899999999993e-03
2.008427568560000154e+01,2.063323471460000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.204999999999999716e+01,-7.896759259000000419e+00,8.225377470000000413e-02,2.613824877199999897e+00,4.577192078000000275e-01,2.988112430000000042e-01,1.992921400000000065e-03
2.332409411080000083e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.940833333000000493e+01,1.559444444000000018e+01,1.941712545000000012e-01,2.322875924899999944e+00,3.336732641999999860e-01,4.881561804999999810e-01,5.394359300000000149e-03
2.380938974620000081e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.925833332999999925e+01,1.079722222000000009e+01,1.404012433000000060e-01,2.543202563199999933e+00,2.853480017000000202e-01,4.841381350000000250e-01,2.841476500000000068e-03
2.227026617880000003e+01,4.410490392930000070e+01,1.136470537000000007e+02,3.214259658000000019e+00,7.568333332999999641e+01,-3.192592593000000090e+00,5.063196910000000023e-02,2.229476725200000065e+00,5.329709177000000464e-01,3.547031411000000078e-01,8.856405799999999759e-03
2.203041582319999847e+01,5.233813322299999626e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.567499999999999716e+01,-4.170370370999999743e+00,1.126449650999999941e-01,2.479097209299999882e+00,4.111524567000000019e-01,2.850958861999999816e-01,4.454776100000000169e-03
2.499914200810000153e+01,0.000000000000000000e+00,1.637786428000000072e+01,3.900782720000000037e+00,7.930833332999999641e+01,1.322129630000000056e+01,9.965538000000000174e-02,2.308416913499999890e+00,6.182331717000000282e-01,4.982369798999999877e-01,6.172012200000000226e-03
2.092049553980000098e+01,1.917974066389999876e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.369166667000000359e+01,1.968518517999999995e+00,9.333121590000000023e-02,1.651875247200000008e+00,5.798282702999999483e-01,4.904508309000000232e-01,5.813434400000000273e-03
2.167182424430000154e+01,6.343837915299999963e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.614166667000000643e+01,8.564814819999999607e-01,1.829257891000000136e-01,2.058343527999999978e+00,5.883779619000000238e-01,2.120123510999999961e-01,9.919336699999999757e-03
2.362725585920000171e+01,0.000000000000000000e+00,4.139266548999999884e+01,4.311691890000000082e-01,9.316666666999999791e+01,1.291111111000000022e+01,2.427010048999999892e-01,1.517339145700000058e+00,3.803044884999999820e-01,1.605114884000000131e-01,5.922421899999999635e-03
2.226728171239999909e+01,1.719343066760000127e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.650833332999999925e+01,5.180555559999999726e-01,2.092910191000000031e-01,2.344355352700000061e+00,4.780826724000000194e-01,2.956630893000000149e-01,2.385702200000000030e-03
2.133725657180000113e+01,0.000000000000000000e+00,1.034414713999999975e+02,6.541014728000000105e+02,8.109999999999999432e+01,1.486388889000000013e+01,2.942454361999999879e-01,1.736911103600000006e+00,4.743997229999999954e-01,3.496036656000000020e-01,4.768773700000000261e-03
2.332310617919999984e+01,7.753680967200000218e+00,2.212550746999999944e+02,1.900690192000000138e+02,5.859166667000000217e+01,8.840740740999999403e+00,1.894341324999999909e-01,1.743646772499999997e+00,5.306541803000000002e-01,4.487201956999999908e-01,7.872339600000000104e-03
2.657389203070000150e+01,0.000000000000000000e+00,1.671695178000000004e+00,7.724118660000000025e-01,5.681666666999999649e+01,1.067129629999999985e+01,1.841072111000000011e-01,1.680762501500000061e+00,4.156699944000000202e-01,2.698401590999999766e-01,9.099594699999999717e-03
2.093628604910000135e+01,8.975372460199999125e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.970000000000000284e+01,9.625925926000000743e+00,7.835742830000000381e-02,1.531468466299999998e+00,5.483463785000000090e-01,4.306397913000000188e-01,8.329470300000000813e-03
2.266112226119999917e+01,3.638479279540000277e+01,4.299966169000000349e+01,1.288711657999999982e+00,6.950000000000000000e+01,-4.861111110999999596e+00,6.926540000000000474e-02,2.943573513100000039e+00,3.874019808999999981e-01,3.939548889000000220e-01,8.446518499999999818e-03
2.298913267980000086e+01,1.470648588949999969e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.690833333000000493e+01,2.085648148000000202e+00,1.123670732000000005e-01,2.356970484100000096e+00,6.438860717000000067e-01,3.028030252000000200e-01,8.102321699999999807e-03
2.404409871929999909e+01,1.543369962629999925e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.778333332999999783e+01,1.907407409999999914e-01,2.458874698000000081e-01,2.737929526199999852e+00,5.385111997000000539e-01,2.080485991999999895e-01,9.226336300000000448e-03
2.782432812549999923e+01,1.794692840540000134e+01,1.247612002000000047e+02,5.800796924000000132e+01,4.710833333000000067e+01,4.843055556000000372e+00,1.563201261999999925e-01,2.965225238699999988e+00,6.384616697999999646e-01,2.462333921000000037e-01,8.169618700000000691e-03
2.112187523949999957e+01,2.178318413290000066e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.692499999999999716e+01,8.426851852000000420e+00,1.139385515999999932e-01,1.821312787999999960e+00,4.890523699000000057e-01,4.722206694000000149e-01,1.129746000000000049e-03
2.132629162960000002e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.528333333000000493e+01,1.229537037000000055e+01,1.273466567000000049e-01,1.805722874500000019e+00,4.018276861000000255e-01,4.172706541000000269e-01,7.279588000000000031e-03
2.339550826400000005e+01,1.682407828270000039e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.001666666999999933e+01,2.218055555999999928e+00,6.047038140000000200e-02,2.017390290499999850e+00,5.980898378000000237e-01,4.170294308999999977e-01,7.497572299999999759e-03
2.260042391369999848e+01,0.000000000000000000e+00,1.904481419999999900e+02,6.284349354999999804e+01,7.459166666999999507e+01,1.545833333000000032e+01,2.763950517000000051e-01,2.338280828799999878e+00,5.961706367000000339e-01,2.361488469999999951e-01,3.314304000000000121e-03
2.736060383770000115e+01,1.275838254089999957e+01,1.049367892000000069e+02,7.809505606999999827e+02,4.613333332999999925e+01,9.525925925999999322e+00,2.763950517000000051e-01,2.338280828799999878e+00,5.961706367000000339e-01,2.361488469999999951e-01,3.314304000000000121e-03
2.051817175000000049e+01,1.244684703459999930e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.970000000000000284e+01,-1.254166667000000013e+00,7.375513640000000426e-02,2.588981498599999931e+00,5.892280827000000443e-01,3.857705929999999950e-01,2.466691400000000159e-03
2.265315212610000017e+01,2.075420070010000018e+01,8.561680259999999709e-01,4.298598430000000192e-01,7.003333333000000493e+01,3.350925925999999944e+00,1.692458646999999983e-01,1.764099383400000054e+00,3.987124341000000127e-01,3.692405595000000096e-01,6.728220699999999839e-03
2.343099879469999891e+01,1.873820752179999971e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.815000000000000568e+01,-1.019907407999999904e+00,1.772060833999999918e-01,2.201874229600000010e+00,4.681876314999999789e-01,4.102225715000000217e-01,4.341560799999999790e-03
2.375063544720000053e+01,0.000000000000000000e+00,6.435539393999999902e+01,2.523392657000000128e+01,6.456666667000000359e+01,1.352407408000000011e+01,2.245343293000000018e-01,2.348049143899999969e+00,3.721017989000000026e-01,4.443614096999999874e-01,2.653298299999999783e-03
2.061848768080000127e+01,9.770957657100000304e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.302500000000000568e+01,2.150462962999999839e+00,1.123670732000000005e-01,2.356970484100000096e+00,6.438860717000000067e-01,3.028030252000000200e-01,8.102321699999999807e-03
2.812455458270000008e+01,1.878323723540000145e+01,4.711155289999999773e+00,1.147741754000000043e+02,3.305833333000000351e+01,1.129629629999999940e+00,5.063196910000000023e-02,2.229476725200000065e+00,5.329709177000000464e-01,3.547031411000000078e-01,8.856405799999999759e-03
2.775430404300000120e+01,2.197861829449999860e+01,1.868992955999999950e+01,1.904764730000000073e-01,8.697499999999999432e+01,6.643518520000000205e-01,2.427010048999999892e-01,1.517339145700000058e+00,3.803044884999999820e-01,1.605114884000000131e-01,5.922421899999999635e-03
2.312373527999999823e+01,1.103916225679999918e+01,1.840994715000000070e+01,2.516820644000000016e+02,6.004999999999999716e+01,9.367129629000000790e+00,2.367174358999999950e-01,2.777099163099999934e+00,4.489486223999999970e-01,3.458565357999999756e-01,8.048774899999999732e-03
2.095129976850000020e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.503333333000000493e+01,1.399768519000000033e+01,8.444059249999999461e-02,2.218941766699999985e+00,5.655518480000000237e-01,3.740735526999999783e-01,1.264756400000000046e-03
2.643053552749999824e+01,2.331845696499999931e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.527499999999999858e+01,-6.736111110000000401e-01,1.841072111000000011e-01,1.680762501500000061e+00,4.156699944000000202e-01,2.698401590999999766e-01,9.099594699999999717e-03
2.177695026039999959e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.503333333000000493e+01,1.399768519000000033e+01,2.536734861000000119e-01,2.861912118799999849e+00,4.127296357999999943e-01,4.126926625999999820e-01,1.416568399999999913e-03
2.354811538219999889e+01,0.000000000000000000e+00,2.135181190000000129e+02,7.510424193000000059e+01,4.978333332999999783e+01,1.346296296000000048e+01,2.034157467999999913e-01,1.890756036800000039e+00,3.513981040999999972e-01,2.063733036000000021e-01,3.649790500000000149e-03
2.225968468700000003e+01,1.001507895730000008e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.334166666999999507e+01,2.204166666999999968e+00,2.125716001999999882e-01,1.633236437399999907e+00,2.695256784000000239e-01,4.606268003999999805e-01,3.172785300000000117e-03
2.326462051160000044e+01,2.968490823149999969e+01,6.113603172999999913e+01,1.238218368000000069e+00,7.231666667000000359e+01,-6.342592599999999359e-02,2.340857471999999995e-01,2.451573649999999827e+00,3.128874684999999878e-01,2.971710771000000140e-01,2.472984299999999788e-03
2.551639029720000096e+01,3.241055362809999707e+01,7.778792162999999960e+01,8.157048409000000220e+02,6.250000000000000000e+01,6.304629629999999985e+00,6.581280740000000629e-02,2.493437629899999841e+00,5.178984830999999733e-01,2.909582224000000217e-01,8.596986100000000505e-03
2.318437703060000032e+01,0.000000000000000000e+00,4.012492948999999953e+01,1.014517357999999980e+00,9.890000000000000568e+01,1.374953703999999988e+01,2.154954547000000054e-01,2.031450784600000059e+00,6.374844865000000027e-01,3.837598159000000231e-01,2.255282400000000083e-03
2.568134783080000005e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.669500000000000028e+01,1.317962963000000087e+01,2.070021864999999905e-01,2.483915187700000082e+00,6.494820891999999457e-01,2.592376458999999800e-01,3.554536400000000203e-03
2.170582012499999891e+01,1.906202563329999933e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.559999999999999432e+01,6.116666666999999613e+00,5.298022279999999723e-02,1.674799145699999992e+00,3.996932898000000178e-01,1.737296446000000105e-01,8.579797099999999718e-03
2.038272258079999943e+01,4.173877749009999860e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.389166667000000643e+01,6.910185184999999564e+00,6.581280740000000629e-02,2.493437629899999841e+00,5.178984830999999733e-01,2.909582224000000217e-01,8.596986100000000505e-03
2.356349993930000153e+01,3.301493631209999791e+01,1.836392635999999925e+02,3.474890874000000185e+00,8.146666666999999507e+01,-4.432870370999999921e+00,1.458792087999999931e-01,2.774043759500000039e+00,5.322761185000000062e-01,4.219366126999999911e-01,5.751272699999999787e-03
2.477897625579999996e+01,1.498296414930000076e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.055833332999999641e+01,3.260185185000000097e+00,2.592779103999999779e-01,2.114395998400000032e+00,5.946326252000000423e-01,4.546476999999999880e-01,9.285908100000000304e-03
2.218596866700000092e+01,4.462364333160000029e+01,1.856623552000000075e+02,1.688862514999999860e+02,6.104999999999999716e+01,-4.675925925999999677e+00,1.960622508000000042e-01,2.549802414599999789e+00,5.277352019000000061e-01,3.063688694000000212e-01,3.030540700000000209e-03
1.999449629580000121e+01,1.632914454819999861e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.419166667000000359e+01,1.833796296000000048e+00,2.573767296000000204e-01,2.807861778799999986e+00,3.617386029999999919e-01,4.283426632999999817e-01,1.043689599999999976e-03
2.357974356369999924e+01,2.276277197759999993e+01,9.505755876999999998e+01,8.989216738000000078e+02,4.038333332999999925e+01,1.329629629999999896e+00,1.504058771000000017e-01,2.141637148700000104e+00,6.103658682000000502e-01,3.614421937000000251e-01,4.190277000000000064e-03
2.087373398009999903e+01,9.567838054099999212e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.500833332999999925e+01,5.388888889000000404e+00,1.325681985999999923e-01,2.067871562100000116e+00,6.485460597000000105e-01,4.218055104000000277e-01,7.680557900000000056e-03
2.199708839890000078e+01,4.357218660590000070e+01,6.088715932000000208e+01,6.664038202999999605e+00,7.799166667000000075e+01,-1.027314814999999992e+00,2.552468495999999920e-01,1.778480614800000081e+00,3.861542841999999753e-01,2.515276690000000093e-01,7.381497300000000421e-03
