IAT average C,Heating demand khw,Diffuse solar w/m2,Direct normal solar w/m2,OAH,OAT C
23.29726976,20.11861736,176.4380457,215.4398084,65.63333333,1.751851852
23.28825588,21.06268375,188.7134158,116.4397356,63.79166667,1.830092593
23.26306401,19.94154744,138.9986503,46.83440748,60.3,1.816203704
23.15623675,22.90052504,95.49688378,68.76622523,56.7,1.891666667
23.01869884,23.94876694,37.38876987,188.0504073,57.24166667,1.827314815
22.80673176,26.3219378,0,0,59.18333333,1.649074074
22.6411305,27.40246531,0,0,61.275,1.452314815
22.4055355,10.19720374,0,0,64.79166667,0.756481482
21.95930977,19.85941321,0,0,68.96666667,0.165740741
21.67459529,22.45880531,0,0,70.06666667,-0.139814815
21.43715056,23.1641318,0,0,76.11666667,-0.662962963
21.23254652,25.90566232,0,0,78.15,-1.019907408
21.10833889,25.4948364,0,0,78.63333333,-0.628703704
21.02824234,25.96610221,0,0,80.24166667,-0.917592593
20.96255423,26.57130389,0,0,81.23333333,-1.249074074
20.86992165,27.53684159,0,0,82.69166667,-1.974537037
20.77025459,28.35900982,0,0,83.05,-2.3
20.67522075,29.07903288,0,0,83.30833333,-2.619907408
20.61238494,29.63035735,0,0,83.50833333,-2.700462963
20.93941395,76.44523448,0,0,82.53333333,-2.468981482
22.06271529,65.73942619,24.60342911,9.623400488,81.30833333,-1.828240741
22.99628036,27.48725834,60.88715932,6.664038203,77.99166667,-1.027314815
23.04479675,27.95209752,117.5728089,16.69851574,73.65,0.411111111
23.04334657,23.68644363,157.4966513,25.18578379,70.43333333,2.265277778
23.08774473,21.33660117,122.3044919,7.176595897,69.28333333,3.178703704
23.02011489,20.60200644,104.9364304,5.501580788,69.8,3.625925926
22.98483625,20.52696776,83.30441762,4.64212337,70.475,4.025462963
22.88143562,22.21922096,42.15857242,2.804161025,75.68333333,3.968518519
22.68629726,42.36917581,15.61349378,3.348684737,84.33333333,3.544444445
22.8592697,14.68742515,0,0,84.825,3.688888889
22.71611518,29.65395374,0,0,84.75,3.951851852
22.75899819,18.76996698,0,0,86.73333333,3.968981482
22.58527718,9.336315578,0,0,88.31666667,4.071759259
22.31381809,17.09935176,0,0,89.675,3.940277778
22.12985094,17.80620192,0,0,89.51666667,4.318518519
21.99934757,18.41106967,0,0,88.60833333,4.52962963
21.91464584,18.69897174,0,0,88.91666667,4.599074074
21.89439877,18.52026467,0,0,89.8,4.697222222
21.93698518,18.57167274,0,0,90.44166667,4.839351852
21.78204419,19.81537397,0,0,93.225,4.589814815
21.68599655,20.88831623,0,0,95.86666667,4.851851852
21.65446003,19.82684485,0,0,97.04166667,5.85462963
21.66560724,20.85899378,0,0,97.59166667,6.473148148
21.98067816,65.33655123,0.119496808,0.074500262,98.125,7.928703704
22.97426148,20.91950874,6.728658182,0.666262326,97.525,9.919444444
23.20966567,9.597147052,36.45374624,3.118783382,97.18333333,11.2412037
23.33647566,9.116635495,133.3310468,81.28486431,95.275,13.11203704
23.48408691,1.335952628,151.3421243,31.41115276,91.725,14.36064815
23.46563226,0,141.7805361,52.37395048,89.15833333,15.1787037
23.47063787,0,98.12929077,311.0380746,84.61666667,16.37083333
23.80399306,0,100.8791024,187.791385,80.075,16.81157408
23.91110797,0,63.2855913,300.5540436,78.95833333,16.79953704
23.76993564,0,18.50719795,6.054832669,82.50833333,15.90648148
23.39688761,0,0,0,87.125,14.95972222
23.1465679,0,0,0,90.64166667,13.675
22.89381922,0,0,0,91.35833333,13.43425926
22.67011154,0,0,0,89.44166667,13.01574074
22.43009641,0,0,0,82.575,12.92268519
22.27314008,13.44894898,0,0,81.39166667,12.48148148
22.33258668,12.75764681,0,0,82.54166667,11.7212963
22.32113066,14.01035851,0,0,81.04166667,10.80787037
22.28279527,13.13433123,0,0,80.66666667,10.12453704
22.29689689,13.93983345,0,0,82.1,9.590740741
22.23536409,14.39682038,0,0,84.975,8.895370371
22.12961269,14.3164019,0,0,86.925,8.426851852
22.10084424,15.89520604,0,0,94.45833333,7.396296296
21.94781105,17.13751921,0,0,96.30833333,6.773148148
22.20868268,65.81419697,0.560060314,0.510648114,93.86666667,6.002314815
22.82082353,9.37525787,21.81893387,43.36664854,91.49166667,5.605555556
22.68025584,19.20634265,76.07772962,15.8988313,87.425,5.714814815
22.67972838,19.4052685,63.85899904,3.778066635,85.525,5.50462963
22.74565086,19.56926608,96.51590144,7.863819289,85.53333333,5.163888889
22.69981404,21.35292253,91.08642584,2.101974072,85.8,4.862962963
22.64600906,21.80459323,61.47882205,0.594414261,86.03333333,4.689814815
22.5895965,21.51863308,46.39117691,0.716037995,84.69166667,4.752777778
22.59657772,22.08358214,41.47899458,2.408827145,83.5,4.747222222
22.64571818,21.15544773,22.20561177,8.11891789,83.675,4.631944444
22.56881736,22.48987784,0,0,83.04166667,4.802777778
22.52940437,22.5589088,0,0,84.29166667,4.748611111
22.56160642,43.29118282,0,0,86.1,4.516666667
22.87532722,4.954943226,0,0,88.06666667,4.390740741
22.53253332,12.53238258,0,0,89.25833333,4.278703704
22.21144245,16.72706159,0,0,90.525,4.231944444
21.99813299,18.59662523,0,0,92.69166667,3.905555556
21.85443269,19.60583226,0,0,91.18333333,3.947222222
21.76089001,19.4090995,0,0,91.01666667,3.826851852
21.74952499,18.98989748,0,0,91.54166667,3.716203704
21.6847649,19.80556278,0,0,91.51666667,3.635185185
21.61560804,20.55855178,0,0,90.125,3.811111111
21.57828689,20.29482247,0,0,90.1,3.785185185
21.54838421,21.48328116,0,0,90.36666667,3.741666667
21.85918741,74.47332806,0.284081527,0.149424498,89.96666667,3.750462963
22.82639911,22.20330123,10.89050376,1.272647055,89.2,3.910185185
22.85845261,19.08119171,27.63745472,0.723823919,89.04166667,4.036574074
22.77728003,21.49037465,59.25618243,1.116744706,88.05833333,4.268981482
22.9470856,18.22037285,92.28083635,2.169146267,86.775,4.574074074
23.02932857,17.2435893,125.4072389,5.317300911,83.79166667,5.243518519
23.1198622,16.92850833,160.4486901,24.37640044,82.73333333,5.510648148
23.28214902,12.67352629,160.9267102,164.394954,79.34166667,6.366666667
23.40573695,5.048642745,98.10363775,67.08012941,79.70833333,6.031481481
23.28589834,17.41971108,44.47686333,157.8835279,79.45,6.090740741
