2.325022129746820099e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065046296000000048e+01,9.312500000000000000e+01,1.170972221999999974e+01,2.260833333000000209e+02,0.000000000000000000e+00,6.621134223686123144e-02,4.682991594483840864e-02,1.720003834013218991e-01,1.590810932510116071e+00,4.812508140697321357e-01,7.300920688290510441e+01,2.946164544516861605e-01,5.905827253395570103e-02,6.200304572891354379e-03,8.510188828489889445e+00,7.852040000490098315e+00,1.522139026417238661e+01
2.520465665571629899e+01,0.000000000000000000e+00,2.340750441999999865e+01,2.417283405999999957e+01,1.077824073999999932e+01,6.009166667000000217e+01,1.866064815000000010e+01,2.373333333000000209e+02,9.462346670000000293e-01,8.871463138606242027e-02,3.379180960187356392e-02,8.984045410588159530e-02,2.192051595566640643e+00,5.558128526956529480e-01,9.437761643307854342e+01,2.145947671199070483e-01,4.956490223535364725e-02,2.044124404911635499e-03,5.102382041924975908e+00,6.091683060012837103e+00,2.698054469687714629e+01
2.019299580336560140e+01,3.725224371860389994e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.535138889000000084e+01,7.515833333000000493e+01,-1.183333333000000032e+01,3.192500000000000000e+02,0.000000000000000000e+00,8.825672101934282920e-02,4.721584738943639115e-02,1.410931195375498826e-01,1.693673322625807387e+00,3.826299343997218161e-01,7.270115234696078232e+01,3.275874242107098544e-01,3.266424837716686708e-02,7.743209491013915320e-03,1.698672590907666091e+01,6.379685543515705604e+00,2.619436888180096545e+01
2.059163072443190146e+01,1.444281153926310068e+01,6.585200269999999989e+01,4.178960980000000092e+01,5.004629629999999274e-01,6.051666666999999933e+01,7.643518518999999678e+00,2.121666666999999791e+02,4.060613329999999688e-01,5.900264148992256930e-02,3.223822610025909446e-02,2.892917608637335936e-01,2.364655499025391627e+00,6.099080815491291219e-01,1.765642382007220945e+01,4.341852545987776590e-01,2.513215768542922945e-02,5.777237591354005865e-03,1.174040815943111760e+01,1.336810409343563322e+01,2.763601878646503351e+01
2.432046537620220050e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.902777779999999419e-01,4.033333333000000209e+01,1.207499999999999929e+01,2.926666667000000075e+02,2.954189332999999973e+00,5.114833839102105040e-02,2.838067881134642007e-02,2.616270137066528667e-01,2.886171557832603263e+00,4.097098848218289069e-01,2.056354593557067290e+01,4.401001158012113335e-01,3.027868119466656238e-02,4.785287382790567520e-03,1.324663273503894700e+01,6.909610811005030051e+00,1.551324886899231537e+01
1.814374928874530113e+01,4.470614892787580175e+01,1.134141462999999987e+02,8.331819767999999158e+02,-1.265324073999999932e+01,3.491666666999999791e+01,1.147685185000000052e+00,8.375000000000000000e+01,7.376159999999999384e-01,7.699104051799977866e-02,2.485722363029661125e-02,8.895257652100198309e-02,2.697957628339811897e+00,3.147452258847073248e-01,1.571793000807238272e+00,1.580296961523444677e-01,2.334818898279851507e-02,1.945712861238652058e-03,1.561106756696102238e+01,1.107878823438156246e+01,1.699088613832787686e+01
2.221675667182400105e+01,1.240327292756120059e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.548611111000000040e+00,8.865000000000000568e+01,3.240277778000000275e+00,1.150000000000000000e+01,0.000000000000000000e+00,5.637324916303864536e-02,4.069549205002054998e-02,1.619143691691245501e-01,2.628337583374914743e+00,5.119267441818835529e-01,9.281925243992465369e+01,2.235096734246768690e-01,4.206866471100016713e-02,2.131331272003487640e-03,5.837795502548881466e+00,5.840830396818241788e+00,2.684196378281031770e+01
2.449510939574729917e+01,2.334177036046479969e+01,1.064754544000000038e+02,8.436474478000000090e+02,-2.385185185000000097e+00,5.342499999999999716e+01,6.391666667000000857e+00,2.460833333000000209e+02,3.021245332999999977e+00,8.499118272731187584e-02,2.581278777157449550e-02,2.803967791869251824e-01,2.750824063830044963e+00,3.600191791623574833e-01,2.699633067718325918e+01,2.003162274655797825e-01,4.371538512134449939e-02,4.997956469602272446e-03,1.312715055668913422e+01,1.203326048248866442e+01,2.929714908517282268e+01
2.259598673781859901e+01,1.254895074275740008e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.202777777999999964e+00,8.614166667000000643e+01,8.564814820000000717e-01,2.792500000000000000e+02,2.939287999999999901e+00,6.137300435019379247e-02,1.621695827274182572e-02,2.631596168777076694e-01,1.867984558841889964e+00,4.520768116810238713e-01,7.949010702382383897e+01,4.143560030657301718e-01,6.875964793808694853e-02,7.547491867020204685e-03,1.411099911920278061e+01,1.029228503759699365e+01,2.296593349093459935e+01
2.508231868817830090e+01,2.480454895988290076e+01,2.868795466999999917e+02,3.084793771999999876e+02,-7.460185185000000274e+00,5.386666667000000075e+01,8.245370370000000282e-01,2.890000000000000000e+02,3.274567999999999923e+00,8.957970325916229937e-02,4.631025335126320169e-02,1.325681985765380655e-01,2.067871562147805431e+00,6.485460596688392698e-01,7.501183471028265615e+01,4.218055104020725921e-01,2.069909479958881651e-02,7.680557890612027885e-03,5.606373814003628553e+00,1.041847440158817051e+01,2.227664073745174989e+01
