# # cmbedY,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.278259763999999876e+01,1.363503746000000092e+02,2.445710834000000133e+01,7.303333333000000493e+01,-5.188425925999999855e+00,4.774548212919999912e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.865833333000000493e+01,1.475092592000000025e+01,2.262093685170000157e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.185000000000000142e+01,1.354537037000000055e+01,2.380552310999999932e+01,0.000000000000000000e+00
1.844333323000000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.795833333000000209e+01,-1.721296296000000003e+00,3.305146967169999783e+01,1.000000000000000000e+00
1.684897618000000108e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.887500000000000000e+01,7.995370369999999838e+00,3.169474814420000186e+01,1.000000000000000000e+00
2.284538098999999889e+01,8.880751542000000143e+01,1.800773274999999956e+02,4.361666667000000075e+01,-1.984259259000000108e+00,4.689656194500000197e+01,1.000000000000000000e+00
1.288741704999999982e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.410833332999999357e+01,1.122870370000000051e+01,3.058259292580000022e+01,1.000000000000000000e+00
2.724319842999999963e+00,1.506654055999999855e+02,6.992333442000000332e+02,4.506666666999999649e+01,1.018240740999999971e+01,2.208786151920000052e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.267499999999999716e+01,1.320972221999999974e+01,2.389261269920000075e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.611666667000000075e+01,1.722083333999999866e+01,2.306765304250000170e+01,0.000000000000000000e+00
4.117905224999999803e+01,1.355828186999999900e+02,4.769177298999999692e+01,7.351666667000000643e+01,-9.796759258999999886e+00,5.919528606329999576e+01,1.000000000000000000e+00
2.307137033000000059e+01,8.899302376999999353e+01,3.125371399999999653e+02,7.359166666999999507e+01,5.810185179999999283e-01,3.907748277750000199e+01,1.000000000000000000e+00
2.005050598000000051e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.995000000000000284e+01,-5.953240741000000114e+00,4.318309888920000361e+01,1.000000000000000000e+00
1.908119170999999881e+01,2.763745472000000092e+01,7.238239190000000933e-01,8.904166666999999791e+01,4.036574073999999790e+00,3.678659352670000260e+01,1.000000000000000000e+00
2.938609324000000100e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.372500000000000142e+01,-1.398148150000000089e-01,4.035189675920000241e+01,1.000000000000000000e+00
2.286235847000000021e+01,8.881121143999999390e+01,3.489518821000000326e+00,8.997499999999999432e+01,2.114351851999999976e+00,3.961559416669999933e+01,1.000000000000000000e+00
2.164313534000000061e+01,1.868992955999999950e+01,1.904764730000000073e-01,8.697499999999999432e+01,6.643518520000000205e-01,4.213371333330000112e+01,1.000000000000000000e+00
2.338935928000000075e+01,1.269127533000000057e+02,3.863302934000000164e+02,5.895000000000000284e+01,1.385787037000000055e+01,2.263579768500000000e+01,1.000000000000000000e+00
1.002988138000000085e+01,4.762513193000000200e+01,5.321204986000000581e+00,8.789166667000000643e+01,6.595833332999999854e+00,4.185455413329999885e+01,1.000000000000000000e+00
2.137247519999999668e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.853333333000000493e+01,2.993981481999999694e+00,3.647477338750000087e+01,1.000000000000000000e+00
2.200252880000000033e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.717499999999999716e+01,-3.643055556000000195e+00,4.602804763750000205e+01,1.000000000000000000e+00
2.677672787999999926e+01,1.678019288999999858e+01,3.130105200000000282e-02,7.766666666999999791e+01,2.781018518999999856e+00,3.895923120329999989e+01,1.000000000000000000e+00
4.257571290000000119e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.934999999999999432e+01,-2.433333333000000209e+00,1.680275002670000006e+01,0.000000000000000000e+00
2.570474846999999841e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.803333333000000493e+01,-4.272685185000000274e+00,3.474549192749999804e+01,1.000000000000000000e+00
3.007703989999999994e+00,2.198369507999999826e+02,4.030891480999999885e+02,5.844166666999999649e+01,1.231759259000000029e+01,2.419321079579999889e+01,1.000000000000000000e+00
2.323357753000000159e+01,1.906220298999999940e+01,1.213807676000000058e+01,7.738333332999999925e+01,1.574259258999999922e+01,2.389979027829999936e+01,0.000000000000000000e+00
2.245692522999999952e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.108333333000000209e+01,1.045138889000000049e+01,2.989023450830000073e+01,9.166666666999999658e-01
2.289782986999999892e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.159999999999999432e+01,1.183796296000000048e+01,2.334296041079999995e+01,0.000000000000000000e+00
1.982062064000000134e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.084166666999999507e+01,-4.837037036999999984e+00,2.064573358000000169e+01,1.000000000000000000e+00
2.005050598000000051e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.995000000000000284e+01,-5.953240741000000114e+00,4.318309888920000361e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.412500000000000000e+01,1.477453704000000023e+01,2.406254143079999963e+01,0.000000000000000000e+00
2.469857469000000094e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.689166667000000643e+01,-4.631481481000000677e+00,3.251948106169999875e+01,1.000000000000000000e+00
2.066305007000000060e+01,1.197107841999999920e+02,6.690959567000001016e+02,4.277499999999999858e+01,-1.473148148000000157e+00,3.742183539330000031e+01,1.000000000000000000e+00
3.331470223000000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.934999999999999432e+01,8.437037036999999629e+00,4.121882537999999840e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.800000000000000000e+01,1.611435184999999848e+01,2.410877037579999893e+01,0.000000000000000000e+00
