# # cmbedY,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,intMass,mullSurfaceArea,infilRate
2.259370429246429879e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.704999999999999716e+01,1.424629630000000091e+01,2.343418128669999945e+01,0.000000000000000000e+00,1.852672079947059042e-03,2.309456351406304293e+02,1.316587711206065547e+00,1.620800857636898462e-01
7.400600225141399591e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.393333333000000351e+01,1.204907406999999964e+01,2.674258749999999907e+01,1.000000000000000000e+00,4.668157456647922636e-03,9.663344649991581718e+02,1.664155607507000756e+00,1.966222573818453279e-01
2.181815764997429952e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.881666667000000359e+01,2.930555559999999948e-01,3.770606867579999744e+01,1.000000000000000000e+00,2.848425659497415795e-03,5.680983693012983622e+02,1.437444582624876066e+00,1.127058747979942654e-01
8.143160850655329241e+00,1.968250364000000161e+02,2.342197000000000173e+01,8.197499999999999432e+01,3.520370370000000193e+00,3.103997823919999988e+01,1.000000000000000000e+00,1.386057098445714038e-03,3.589153223838914641e+02,1.530741305761307292e+00,2.988015018462736316e-02
2.294895037959059891e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.765833333000000493e+01,5.565740740999999936e+00,3.447552287919999969e+01,1.000000000000000000e+00,1.314364256880376503e-03,6.053405229034708555e+02,1.419874789594514741e+00,1.651989451004340359e-01
2.204088022616030074e+01,1.363503746000000092e+02,2.445710834000000133e+01,7.303333333000000493e+01,-5.188425925999999855e+00,4.774548212919999912e+01,1.000000000000000000e+00,3.971616373253205115e-03,8.507972317014980490e+02,1.191701401481943146e+00,3.047969168225339587e-02
6.262705680632389971e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.296666667000000217e+01,4.097685184999999564e+00,2.827825225420000166e+01,1.000000000000000000e+00,1.705303850815381283e-03,2.762135249710030394e+02,1.145096020222331479e+00,8.562612416474325860e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.906666666999999649e+01,7.712037037000000872e+00,2.186302175920000224e+01,0.000000000000000000e+00,1.007834901992795329e-03,5.108218341874638782e+02,1.318994543124151653e+00,7.631498832405850252e-02
2.056991144623329859e+01,8.549068220000000906e+01,5.812059087999999747e+02,2.595833332999999854e+01,8.696759259000000242e+00,2.051658055500000089e+01,1.000000000000000000e+00,2.025161363499594289e-03,6.872019483038718590e+02,1.166248429674733078e+00,9.589893604747196099e-02
2.037646028454039993e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.386666667000000075e+01,-7.354166667000000324e+00,2.400169955999999871e+01,1.000000000000000000e+00,3.118381579780752852e-03,9.559626649184283451e+02,1.284683070185703047e+00,5.168379711611700150e-02
2.154962995698059913e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.759999999999999432e+01,1.047731482000000014e+01,2.969335814749999969e+01,1.000000000000000000e+00,2.452784613572336989e-03,5.296502641649249199e+02,1.615336974457153962e+00,6.341252844369421604e-02
1.337005128825460076e+01,1.107007418999999970e+02,3.967109828999999976e+00,6.737500000000000000e+01,8.861111109999999513e-01,3.866775657419999845e+01,1.000000000000000000e+00,4.192541607993731032e-03,5.575855349147209381e+02,1.168772045008633409e+00,1.227486786180246175e-01
2.111199470786090160e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.644166667000000359e+01,8.986574073999999968e+00,2.923655417499999842e+01,1.000000000000000000e+00,3.918437708401811478e-03,7.848282899680697255e+02,1.323596989912111832e+00,8.658620977929618046e-02
2.141812686332270133e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.030833332999999641e+01,-3.438888888999999782e+00,3.662403397579999620e+01,1.000000000000000000e+00,2.615663267023798748e-03,9.039064238561555840e+02,1.516247440060730423e+00,2.749208736563168998e-01
1.979863844006689888e+01,1.936321863999999948e+02,6.955032202000001007e+02,5.085000000000000142e+01,1.450462963000000016e+01,2.356135253749999947e+01,0.000000000000000000e+00,4.810520510015204101e-03,5.905856677629296883e+02,1.295331485446845621e+00,2.728219563180581120e-01
0.000000000000000000e+00,1.331019831000000124e+02,8.921533933000000616e+02,5.516666666999999791e+01,1.312592592999999930e+01,2.201806368920000168e+01,0.000000000000000000e+00,4.389305166543653464e-03,4.967797970007531490e+02,1.357419951208637121e+00,8.894318750939890494e-02
1.608001061381790109e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.063928543999999476e+01,6.180557039999999835e-01,2.956906853670000146e+01,1.000000000000000000e+00,3.483576256310813666e-03,6.567901777541849242e+02,1.605429515442930777e+00,5.381917602134865530e-02
3.315010246143800288e+01,1.716199600000000203e+02,2.675134063000000140e+01,6.440833333000000493e+01,5.282407410000000691e-01,4.442994833329999693e+01,1.000000000000000000e+00,2.904950149537445687e-03,3.459000597639321768e+02,1.591683661259200466e+00,1.804895251542102119e-01
6.716543012604700102e+00,4.421154383999999737e+01,2.145647561999999731e+00,8.470833333000000209e+01,6.155092592999999113e+00,2.649568172170000224e+01,1.000000000000000000e+00,2.086801249556238195e-03,2.572849548898909688e+02,1.544181418477225787e+00,1.414988420278936315e-02
1.899199150056940155e+01,4.167500236000000058e+01,3.005665048000000183e+02,8.604999999999999716e+01,-2.172685185000000185e+00,5.904772902749999730e+01,1.000000000000000000e+00,1.892446491050586363e-03,3.263146605268157145e+02,1.256526648626056897e+00,2.662624995382661952e-01
2.343874851997809827e+01,8.574429087000000393e+00,1.486643165000000089e+01,5.164999999999999858e+01,1.215462963000000052e+01,2.293774833830000048e+01,1.000000000000000000e+00,4.668157456647922636e-03,9.663344649991581718e+02,1.664155607507000756e+00,1.966222573818453279e-01
2.273074346604349927e+01,9.048886152999999410e+01,1.202006951999999984e+01,9.334999999999999432e+01,-8.037037040000000188e-01,5.348370050670000353e+01,1.000000000000000000e+00,3.059996505574557636e-03,6.291593778063286209e+02,1.273584743968561250e+00,2.800357492266295628e-02
1.076156834133259910e+00,1.437669235000000079e+01,3.719384998999999681e+01,6.428333333000000493e+01,1.267824073999999968e+01,2.230787590750000149e+01,1.000000000000000000e+00,2.049039644090431492e-03,5.160831528495831435e+02,1.560361348708395157e+00,7.687925119218914916e-02
2.919927181002909933e+01,5.669719229999999754e+01,1.537142169999999863e-01,9.770833333000000209e+01,1.083425925999999961e+01,1.412245854180000038e+01,2.500000000000000000e-01,4.128856512705126811e-03,3.766787590739298821e+02,1.685505483026585871e+00,1.248582286618637877e-01
2.468166147221300122e+01,1.511439623000000267e+02,1.368241826000000003e+02,5.560833333000000067e+01,2.044305556000000124e+01,2.459316064829999959e+01,0.000000000000000000e+00,1.469357019681489206e-03,8.182166782658181319e+02,1.366013701173444561e+00,1.063051430966369532e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.185000000000000142e+01,1.354537037000000055e+01,2.380552310999999932e+01,0.000000000000000000e+00,1.236237578138504791e-03,2.954380730542202400e+02,1.388848289315375961e+00,1.415438962264566336e-01
2.173516172948939840e+01,1.311637019999999865e+01,8.591388152999998695e+00,7.051666667000000643e+01,-1.842129630000000073e+00,4.382502449079999707e+01,1.000000000000000000e+00,1.439445968135550378e-03,2.598403197750888012e+02,1.372218768662630595e+00,2.146465315697053122e-01
1.654941965425379991e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.850833332999999925e+01,3.747222221999999991e+00,3.689905556920000151e+01,1.000000000000000000e+00,2.012794352896863682e-03,9.777420887184571257e+02,1.293024177805299768e+00,7.046420300450340068e-02
1.206225371593230022e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.160833332999999357e+01,1.270833332999999898e+00,3.166230402249999898e+01,1.000000000000000000e+00,3.471523460772572671e-03,4.575430251066195524e+02,1.410954524508872820e+00,5.347503773207338412e-02
6.428211450116499748e+01,6.101307795999999684e+01,1.899726993000000030e+00,7.063333332999999925e+01,-1.606481480000000184e-01,6.404917092579999860e+01,1.000000000000000000e+00,4.550005064018198056e-03,7.735886529925556943e+02,1.612027448396120555e+00,2.492578192181084118e-01
2.248343013462260132e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.245833333000000209e+01,-1.121898148000000006e+01,5.021330328670000398e+01,1.000000000000000000e+00,4.984773294855060141e-03,3.184305630821503996e+02,1.280766098000922337e+00,7.332814202524759462e-02
2.491329658109789946e+01,4.105337481999999483e+00,3.708631958000000228e+00,5.466666666999999791e+01,2.168194443999999876e+01,2.285952361080000017e+01,0.000000000000000000e+00,4.598761706292645718e-03,3.207428636283347032e+02,1.422059473369152949e+00,2.356391500992579269e-01
2.367361790253940157e+01,4.870251187000000215e+01,6.066308945000000676e+02,5.748333333000000067e+01,7.855555554999999579e+00,3.130601662420000153e+01,1.000000000000000000e+00,1.658029236137629949e-03,3.671868875213640422e+02,1.488353596742550300e+00,1.141890228826274861e-02
2.149962769918600003e+01,2.308420790000000125e+02,2.050251056999999832e+02,6.636666667000000075e+01,1.198657406999999964e+01,2.395711490749999939e+01,1.000000000000000000e+00,4.537371093701718372e-03,9.352700661756073259e+02,1.179989941229288020e+00,1.781272887438974939e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.361666667000000075e+01,1.504259258999999993e+01,2.503831663920000139e+01,0.000000000000000000e+00,1.625988893081296502e-03,6.194269113606153496e+02,1.639751193928631334e+00,2.512856404920749687e-01
2.062936113149480022e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.916666666999999791e+01,9.656944444000000516e+00,3.560017725920000231e+01,1.000000000000000000e+00,1.852672079947059042e-03,2.309456351406304293e+02,1.316587711206065547e+00,1.620800857636898462e-01
1.106587082235230035e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.546666666999999507e+01,-8.433796296000000581e+00,3.433814726420000341e+01,1.000000000000000000e+00,1.497062010253701492e-03,4.399208479854462439e+02,1.258857637895262283e+00,2.000126570295154282e-01
2.268944992226819934e+01,2.096440102999999944e+00,3.465949309999999950e-01,9.529999999999999716e+01,1.307268518999999962e+01,2.447687176000000164e+01,0.000000000000000000e+00,2.341247769665821387e-03,6.305814556023376554e+02,1.583038224660973547e+00,4.508093640978984296e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.884999999999999432e+01,1.380185185000000025e+01,2.240976733420000144e+01,0.000000000000000000e+00,1.711351242983328398e-03,9.195228094544969508e+02,1.163701617972258129e+00,3.128587233641166171e-02
2.499396176797250035e+01,2.419289745000000096e+02,3.658573426000000381e+02,5.004999999999999716e+01,8.888888899999999871e-02,3.845032908329999799e+01,1.000000000000000000e+00,2.586134024190871010e-03,5.774057553736722639e+02,1.409440114994397808e+00,6.583102928611803129e-02
2.310209461911620110e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.209999999999999432e+01,1.458657406999999928e+01,2.441386392080000078e+01,0.000000000000000000e+00,4.108161119853676393e-03,7.893883443799644510e+02,1.440562030262353854e+00,1.334855991740805659e-01
1.525827838168689965e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840000000000000568e+01,-8.888888899999999871e-02,3.833788023079999618e+01,1.000000000000000000e+00,4.037910939761508652e-03,9.546240629179376356e+02,1.226437256355088046e+00,2.252679144562485386e-02
2.389612000258370017e+01,1.713416054999999858e+02,1.986936334000000137e+00,6.232500000000000284e+01,1.787222222000000116e+01,2.433897592579999980e+01,0.000000000000000000e+00,1.597935879944447799e-03,4.150599889109504375e+02,1.581997051913690999e+00,2.939388239002346803e-01
7.551974927217490574e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,-8.316203703999999419e+00,4.559065259169999962e+01,1.000000000000000000e+00,1.460660121897446257e-03,9.249179186301425943e+02,1.699000576490977465e+00,2.819684361333356093e-01
0.000000000000000000e+00,2.443851512999999898e+01,1.713097045999999901e+00,6.615833333000000493e+01,1.764675925999999961e+01,2.203347864250000043e+01,0.000000000000000000e+00,4.078316321891510207e-03,7.670330395394494190e+02,1.341712760883644107e+00,2.804956853868963984e-01
2.156984352948969885e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.845833333000000209e+01,2.585185184999999830e+00,3.801227913920000390e+01,1.000000000000000000e+00,1.236237578138504791e-03,2.954380730542202400e+02,1.388848289315375961e+00,1.415438962264566336e-01
1.492418354209720022e+01,1.284187210999999884e+00,3.968799863999999733e+00,9.749166667000000075e+01,9.072685184999999208e+00,2.914088379500000059e+01,1.000000000000000000e+00,3.238270291481656210e-03,2.092161283525825581e+02,1.695905739752761043e+00,2.465932252760111021e-01
2.033865063393909978e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.900833332999999925e+01,-8.187037036999999629e+00,3.223048521169999958e+01,1.000000000000000000e+00,2.586134024190871010e-03,5.774057553736722639e+02,1.409440114994397808e+00,6.583102928611803129e-02
2.182461985111930147e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.790833333000000493e+01,8.425462962999999306e+00,3.114876666749999856e+01,1.000000000000000000e+00,2.848425659497415795e-03,5.680983693012983622e+02,1.437444582624876066e+00,1.127058747979942654e-01
5.176323364414510309e+01,1.115526755999999953e+00,3.476398045999999908e+01,5.289166666999999933e+01,-3.792592593000000178e+00,4.419482870329999713e+01,1.000000000000000000e+00,1.638410448303543026e-03,3.600932384042500871e+02,1.706002153086286999e+00,2.583439723781976727e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.180833332999999641e+01,1.530601852000000029e+01,2.263583629249999873e+01,0.000000000000000000e+00,3.436001538390674216e-03,8.452604674981239441e+02,1.219229010415731507e+00,1.746717134654330872e-01
6.679205465031169631e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.046666667000000217e+01,6.045833332999999143e+00,2.111502327420000213e+01,1.000000000000000000e+00,3.703251172442418703e-03,8.285120264813529047e+02,1.709718062125539895e+00,2.840746736188670130e-01
2.348915855086769966e+01,1.814300793000000169e+02,7.211147837999999410e+02,3.688333332999999925e+01,1.186944444999999959e+01,2.269889307249999888e+01,1.000000000000000000e+00,2.292426555402274704e-03,6.030346213077508537e+02,1.629031692046471136e+00,5.462092826985590066e-02
1.900297166515940006e+01,3.712768313000000120e+01,4.257958061000000072e+01,8.306666667000000359e+01,-1.150046296000000012e+01,6.659923597169999709e+01,1.000000000000000000e+00,3.658760112258528478e-03,7.521081822631390423e+02,1.131462503166986489e+00,9.672905133677735245e-02
2.408076131657950114e+01,3.175736708000000021e+02,8.873422368999999321e+01,5.641666666999999791e+01,-4.041666670000000350e-01,4.176920976830000143e+01,1.000000000000000000e+00,3.120874168752915331e-03,6.235314881598560532e+02,1.368764898487480064e+00,2.339099693625845966e-01
2.664590114572009938e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.008333333000000209e+01,2.041203703999999952e+00,3.625382755249999889e+01,1.000000000000000000e+00,1.269541520864374533e-03,3.159445062085518430e+02,1.504247683342905484e+00,2.595464945044714256e-01
2.244357990691910132e+01,3.157881950000000160e+01,3.777040835000000243e+02,7.567499999999999716e+01,1.568611111000000058e+01,2.423683425920000190e+01,0.000000000000000000e+00,4.896822471752274725e-03,6.405995570414484064e+02,1.272296484362102964e+00,1.156027737857268228e-01
2.261757195338520177e+01,4.288049198000000217e+01,5.604841662000000042e+02,4.839166666999999933e+01,-2.900925926000000210e+00,4.796146726749999800e+01,1.000000000000000000e+00,2.165475167158929966e-03,9.708996118820086849e+02,1.661082883544951594e+00,7.820524883309212805e-02
2.283945677630320148e+01,9.458780086999999526e+01,8.460080444999999827e+01,5.152499999999999858e+01,5.501851852000000598e+00,2.094123722169999979e+01,1.000000000000000000e+00,3.059996505574557636e-03,6.291593778063286209e+02,1.273584743968561250e+00,2.800357492266295628e-02
2.195057630990759989e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.674166667000000075e+01,1.486435185000000025e+01,2.376096272170000034e+01,0.000000000000000000e+00,2.870121904276308131e-03,9.824687917001429014e+02,1.559286913418147957e+00,1.826168055082913189e-01
1.502688701037440033e+01,1.330100767000000133e+02,1.005784577999999918e+01,9.488333332999999925e+01,1.075787036999999913e+01,3.313872147250000211e+01,1.000000000000000000e+00,2.150818078431962835e-03,5.371408417390964587e+02,1.318000552832910621e+00,9.787611096860887594e-02
2.318811038930190094e+01,5.626506822999999713e+00,1.464818729000000097e+00,9.594166667000000359e+01,1.361481481000000038e+01,2.419108450079999884e+01,0.000000000000000000e+00,1.367350156576283655e-03,5.237447313752736591e+02,1.526312543065545091e+00,9.350333496781974840e-02
0.000000000000000000e+00,1.352397276999999747e+02,5.214076826000000437e+02,4.420000000000000284e+01,2.489629630000000304e+01,2.528756763920000239e+01,0.000000000000000000e+00,2.806136892833304558e-03,8.784809863107464025e+02,1.653466892810816713e+00,2.360190630963111477e-02
2.111623962939129839e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.261666667000000075e+01,1.016944443999999947e+01,3.355971294919999792e+01,1.000000000000000000e+00,3.667660470385333219e-03,8.326443634527042832e+02,1.344981033874490750e+00,9.487620908632071748e-02
8.933520967373860255e-01,1.372928045999999824e+02,8.276472251999999798e+02,3.082499999999999929e+01,1.258379629999999949e+01,2.243806046329999759e+01,1.000000000000000000e+00,1.585580070708691568e-03,2.411374684103782613e+02,1.493692091513911580e+00,8.135252868450341956e-02
2.038599524692029874e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.243333332999999641e+01,-1.152685184999999990e+01,4.972100777829999885e+01,1.000000000000000000e+00,4.499762195844964410e-03,4.730491890103701280e+02,1.536526449766676405e+00,2.063040626991000381e-01
2.153359381303500086e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.806666667000000359e+01,1.890277778000000186e+00,3.194489980999999901e+01,1.000000000000000000e+00,3.027789450478718478e-03,7.089627542421532098e+02,1.222964924375917084e+00,1.338677887668465738e-01
1.880910059673340129e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.763333332999999925e+01,3.743055556000000283e+00,2.848695233750000000e+01,1.000000000000000000e+00,4.139993468211851033e-03,5.130713579434107032e+02,1.627100936851385127e+00,5.764068884280060950e-02
2.240953093378789873e+01,7.004130784000000176e+01,1.249465586999999989e+00,9.825833332999999925e+01,7.377777777999999564e+00,3.670192589330000033e+01,1.000000000000000000e+00,1.497062010253701492e-03,4.399208479854462439e+02,1.258857637895262283e+00,2.000126570295154282e-01
1.454330675658810001e+01,1.574966512999999964e+02,2.518578378999999856e+01,7.043333332999999641e+01,2.265277778000000186e+00,4.006905851670000374e+01,1.000000000000000000e+00,3.925420329110636958e-03,7.230110565593307683e+02,1.198860752837701105e+00,6.842576909438516375e-02
2.166890623076109890e+01,8.764126604000000498e+01,2.792976315000000209e+00,9.329999999999999716e+01,1.283287037000000019e+01,2.813543731000000037e+01,5.000000000000000000e-01,4.532611918844395293e-03,8.812361718995508681e+02,1.697197119043470703e+00,2.228890966872830448e-01
3.995216878185320297e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.007500000000000284e+01,-1.038888889000000093e+00,4.431826615829999838e+01,1.000000000000000000e+00,1.675439034404855188e-03,2.919202032411939740e+02,1.686611673154965851e+00,3.822028405362299514e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.531666666999999649e+01,1.078611111000000022e+01,2.273624490750000149e+01,0.000000000000000000e+00,3.447601791758532659e-03,4.552468185672074696e+02,1.509748873791419088e+00,1.282922389513636852e-01
2.329549925649559938e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.392499999999999716e+01,1.379953704000000059e+01,2.428448101920000113e+01,0.000000000000000000e+00,1.367350156576283655e-03,5.237447313752736591e+02,1.526312543065545091e+00,9.350333496781974840e-02
1.482827526400130047e+00,1.437669235000000079e+01,3.719384998999999681e+01,6.428333333000000493e+01,1.267824073999999968e+01,2.230787590750000149e+01,1.000000000000000000e+00,2.710317998212594028e-03,5.420392821917571382e+02,1.609045265410323777e+00,2.971046738876080839e-01
2.334164922426889888e+01,1.737078464000000224e+02,2.672695213000000081e+02,4.982500000000000284e+01,-3.878703703999999863e+00,4.786721060250000193e+01,1.000000000000000000e+00,1.711351242983328398e-03,9.195228094544969508e+02,1.163701617972258129e+00,3.128587233641166171e-02
1.320447238706769966e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.429999999999999716e+01,4.604166667000000324e+00,3.958413923919999888e+01,1.000000000000000000e+00,4.779690522735645201e-03,3.699682635842580112e+02,1.158252563201813468e+00,2.505331428322526977e-01
1.998776579922650143e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.220000000000000284e+01,1.009537062999999968e+01,2.140745578670000171e+01,0.000000000000000000e+00,4.147111617661717112e-03,3.100262289733286707e+02,1.618141513071331916e+00,1.931012020996539236e-01
1.902193540803510174e+01,6.594234310000000221e+01,1.764527304000000019e+00,6.405833332999999641e+01,-4.253240740999999936e+00,6.545208865669999909e+01,1.000000000000000000e+00,1.130583448430549963e-03,5.222167856402792268e+02,1.139732713516237839e+00,2.386670687681820280e-01
2.605628049789180167e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.450000000000000000e+01,1.612037036999999984e+01,2.440416373580000098e+01,0.000000000000000000e+00,3.508522663920202265e-03,3.013409584295827131e+02,1.278082937424182663e+00,2.463848068661451951e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.529999999999999716e+01,1.180509258999999922e+01,2.366182784669999961e+01,0.000000000000000000e+00,1.934088313568629435e-03,3.287869091893903715e+02,1.571572137531349167e+00,1.444426779083072265e-01
2.226166086852709824e+01,1.269127533000000057e+02,3.863302934000000164e+02,5.895000000000000284e+01,1.385787037000000055e+01,2.263579768500000000e+01,1.000000000000000000e+00,2.687835991545544853e-03,3.931710419040971374e+02,1.405494979021656432e+00,1.052209244538257205e-01
2.095860961867949968e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.069166667000000359e+01,-1.203981480999999931e+01,4.906929282419999794e+01,1.000000000000000000e+00,2.904950149537445687e-03,3.459000597639321768e+02,1.591683661259200466e+00,1.804895251542102119e-01
2.782660421999170097e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.874166667000000075e+01,-3.454629629999999896e+00,4.811199337829999934e+01,1.000000000000000000e+00,4.960509278682728902e-03,4.100615498050078713e+02,1.374201875836074560e+00,1.046819764535230207e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.829999999999999716e+01,1.623657408000000046e+01,2.275724136579999879e+01,0.000000000000000000e+00,2.364428052990825285e-03,2.155904227804984430e+02,1.659045652520132474e+00,2.591730854628634395e-01
1.672032039612669863e+01,1.164294365999999883e+02,1.681593640999999906e+01,8.306666667000000359e+01,2.937500000000000000e+00,3.983174193579999667e+01,1.000000000000000000e+00,1.705303850815381283e-03,2.762135249710030394e+02,1.145096020222331479e+00,8.562612416474325860e-02
2.255135481193520164e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.983333333000000209e+01,7.117129629999999985e+00,3.221954723670000220e+01,1.000000000000000000e+00,4.638212089544390196e-03,6.543862860402080059e+02,1.440383818967531759e+00,2.745252384804272028e-01
2.390052358720529924e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.248333332999999357e+01,-9.763425924999999950e+00,4.443388763829999988e+01,1.000000000000000000e+00,4.766283376614981020e-03,4.282799162420939183e+02,1.413971493381880995e+00,3.398113576125512403e-02
2.062526435719570017e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.918333333000000351e+01,1.649074074000000056e+00,3.947888129670000268e+01,1.000000000000000000e+00,4.537371093701718372e-03,9.352700661756073259e+02,1.179989941229288020e+00,1.781272887438974939e-01
2.070006887757899960e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.823333332999999357e+01,-8.333333330000000094e-01,4.032967527830000165e+01,1.000000000000000000e+00,3.947283022515024782e-03,9.279000243803911872e+02,1.292258997002649235e+00,2.283171975819186794e-01
2.023262469025860000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.681666667000000359e+01,8.455555556000000195e+00,2.994053961079999837e+01,1.000000000000000000e+00,1.099764225723750492e-03,6.004846862189458534e+02,1.498398530710828513e+00,1.963287994670071257e-01
2.387229989669080155e+01,1.183295092000000048e+00,5.398061020000000099e-01,7.040000000000000568e+01,8.384259259999999880e-01,5.355717263830000263e+01,1.000000000000000000e+00,1.531284611953689055e-03,6.795028561248464030e+02,1.548888603744717374e+00,4.325475346705422164e-02
1.252564405101539968e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.298333332999999357e+01,-7.935185179999999505e-01,4.389411499919999926e+01,1.000000000000000000e+00,2.587200655995830142e-03,9.971669047252670453e+02,1.137342840126306376e+00,1.953353404790968140e-01
6.228431673760770337e+00,1.064754544000000038e+02,8.436474478000000090e+02,5.342499999999999716e+01,6.391666667000000857e+00,2.613745640750000021e+01,1.000000000000000000e+00,3.798540430933049217e-03,9.329271578197684676e+02,1.251855506955083186e+00,1.852382751398718441e-01
1.915121757092559918e+01,1.161104212000000047e+02,3.797063861999999972e+02,4.895000000000000284e+01,-1.066666667000000013e+00,2.720546178580000074e+01,1.000000000000000000e+00,4.722158776022705035e-03,3.511754335990665368e+02,1.414608811043623904e+00,1.664724213646371909e-01
2.125527145122849859e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.895833333000000209e+01,-5.240740741000000646e+00,5.228813148169999891e+01,1.000000000000000000e+00,2.386022720868180048e-03,9.169691141552955287e+02,1.376313157466728221e+00,2.897827557718877234e-01
2.123209162373670011e+01,2.471091634999999656e+02,2.060655086999999810e+02,6.387500000000000000e+01,3.222222220000000026e-01,3.719658305080000105e+01,1.000000000000000000e+00,2.914521689132143923e-03,5.006911042559101475e+02,1.299483829066165663e+00,1.322080730235835611e-01
2.214001112039980157e+01,8.125218021999999962e+01,7.559082618999999781e+00,9.006666667000000359e+01,1.327731481000000002e+01,2.968754646749999893e+01,1.000000000000000000e+00,4.078316321891510207e-03,7.670330395394494190e+02,1.341712760883644107e+00,2.804956853868963984e-01
2.215634326765200157e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.788333332999999925e+01,8.218055554999999401e+00,1.910891784670000249e+01,1.000000000000000000e+00,2.193673549807309206e-03,7.100447435211788161e+02,1.228776111116994807e+00,1.215991746738540324e-01
2.136499081204820172e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.037500000000000000e+01,-1.175925925999999899e+00,3.889043217500000083e+01,1.000000000000000000e+00,3.306431697746124200e-03,8.831505608723554133e+02,1.579668323770454741e+00,2.267329554163327043e-01
2.209910504719919899e+01,2.202167694999999981e+01,4.874670027999999888e+02,4.206666666999999649e+01,4.204166666999999968e+00,3.396506160749999736e+01,1.000000000000000000e+00,2.277047668954995489e-03,6.936437370357975851e+02,1.208109479524780427e+00,4.032175305522749803e-02
2.301406889651239851e+01,9.651590143999999327e+01,7.863819288999999380e+00,8.553333333000000493e+01,5.163888888999999871e+00,3.501343170000000526e+01,1.000000000000000000e+00,2.870121904276308131e-03,9.824687917001429014e+02,1.559286913418147957e+00,1.826168055082913189e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.958333333000000209e+01,1.325925926000000032e+01,2.408212706500000166e+01,0.000000000000000000e+00,2.772013107394531023e-03,9.423638355271089040e+02,1.380585203587330501e+00,1.640895294243233105e-01
2.276402054504940153e+01,9.707350796999999432e+01,5.018974309999999939e+00,7.482500000000000284e+01,-1.512962963000000105e+00,6.229507402750000011e+01,1.000000000000000000e+00,4.255687009393358672e-03,5.493702702334533114e+02,1.428035967299972286e+00,2.061150746709764781e-01
8.544998153134899610e+01,1.315612093999999921e+01,2.335838035999999818e+02,7.490000000000000568e+01,-2.001851851999999710e+00,6.143524393420000251e+01,1.000000000000000000e+00,1.597935879944447799e-03,4.150599889109504375e+02,1.581997051913690999e+00,2.939388239002346803e-01
