# # iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,intMass,mullSurfaceArea,infilRate
2.198658426344369943e+01,1.534438695104340056e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.016666666999999791e+01,2.905092593000000001e+00,3.195147637420000208e+01,1.000000000000000000e+00,4.626627773952131026e-03,6.430342098359487863e+02,1.494749238332789165e+00,2.794851206178539105e-01
2.258827912210010069e+01,8.100068919405190471e+00,4.557568596000000127e+01,7.229347240000000738e+02,5.269166666999999649e+01,4.338425926000000210e+00,2.957964888420000094e+01,1.000000000000000000e+00,3.971616373253205115e-03,8.507972317014980490e+02,1.191701401481943146e+00,3.047969168225339587e-02
2.114547407617670061e+01,1.961375307911389854e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.990833333000000493e+01,7.268518518999999678e+00,3.380941180500000343e+01,1.000000000000000000e+00,2.710317998212594028e-03,5.420392821917571382e+02,1.609045265410323777e+00,2.971046738876080839e-01
2.178644352333279954e+01,4.398685146156110193e+01,5.336741331000000343e+01,5.127113555999999335e+02,6.741666666999999791e+01,-1.346759259000000153e+00,6.075189787080000059e+01,1.000000000000000000e+00,2.728238875768560119e-03,3.982661048848825658e+02,1.339252835768103500e+00,3.914501042940056463e-02
1.919866394818910038e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.754166666999999791e+01,1.053888889000000084e+01,2.141665369829999932e+01,0.000000000000000000e+00,4.147111617661717112e-03,3.100262289733286707e+02,1.618141513071331916e+00,1.931012020996539236e-01
2.331508382323439932e+01,1.942160850269640093e+01,4.447686333000000047e+01,1.578835279000000185e+02,7.945000000000000284e+01,6.090740741000000291e+00,3.227887339749999995e+01,1.000000000000000000e+00,2.144286548538170203e-03,7.825607637831085412e+02,1.707757693969767621e+00,3.568385991339531604e-02
2.442403371943390056e+01,0.000000000000000000e+00,1.467233234000000266e+02,4.479779329999999948e-01,9.650000000000000000e+01,1.453333332999999961e+01,2.385900918000000104e+01,0.000000000000000000e+00,3.558977504341923753e-03,2.023414877105826406e+02,1.474307767735408170e+00,1.696649596409801342e-01
2.253387910806059935e+01,2.951228290110280028e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.933333333000000209e+01,-1.462499999999999911e+00,3.886023212919999992e+01,1.000000000000000000e+00,1.486797160627755660e-03,4.233720556596413189e+02,1.641185407299496690e+00,1.453660971616490827e-01
2.214224146618409961e+01,4.204742916412290299e+01,1.115526755999999953e+00,3.476398045999999908e+01,5.289166666999999933e+01,-3.792592593000000178e+00,4.419482870329999713e+01,1.000000000000000000e+00,1.837276316949970493e-03,4.049892491016989879e+02,1.544344237699302624e+00,7.542611606499191601e-02
2.094265295734410159e+01,3.306266595414540177e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.436666667000000075e+01,-7.164351852000000243e+00,4.157541907499999922e+01,1.000000000000000000e+00,2.969466051096743189e-03,9.145501043476036784e+02,1.619998084014943274e+00,1.538110156527011940e-01
2.170298841933299983e+01,3.102512892121470145e+01,4.335590202000000204e+01,1.833118941000000035e+01,5.866666666999999791e+01,1.819444439999999830e-01,4.632670148169999891e+01,1.000000000000000000e+00,2.410868984183883734e-03,4.688278277131037157e+02,1.335639081427556052e+00,1.021902036341341830e-01
2.247943434141729924e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.807500073999999302e+01,1.287037048000000006e+01,2.368097495829999843e+01,0.000000000000000000e+00,2.012794352896863682e-03,9.777420887184571257e+02,1.293024177805299768e+00,7.046420300450340068e-02
2.283055500854850095e+01,1.785666060456380100e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.190833332999999783e+01,9.142129629999999452e+00,2.205565397750000045e+01,1.000000000000000000e+00,4.047036061234993154e-03,6.123538360916219290e+02,1.446562592415741921e+00,1.264505687341711537e-01
2.344822100206220128e+01,3.096655248076989864e+01,1.793338804999999923e+02,3.033094438999999625e+02,6.636249999999999716e+01,-1.509027778000000097e+00,4.558863874920000114e+01,1.000000000000000000e+00,3.984294276101854257e-03,6.884399455253512770e+02,1.471197551397200876e+00,8.310275764942735843e-02
2.005868177047929990e+01,8.263990478702550035e+01,4.331711338000000211e+01,1.198043617999999988e+01,8.616666666999999791e+01,-8.210185185000000274e+00,6.064484796250000187e+01,1.000000000000000000e+00,1.486797160627755660e-03,4.233720556596413189e+02,1.641185407299496690e+00,1.453660971616490827e-01
1.968062243608460093e+01,1.660299173012969831e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.436666667000000075e+01,-7.164351852000000243e+00,4.157541907499999922e+01,1.000000000000000000e+00,2.356144795910630058e-03,3.362914550797347033e+02,1.201342978217951663e+00,1.605309213677735131e-02
2.060208698957280049e+01,1.650696537238719941e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.885833332999999357e+01,7.556481481000000500e+00,3.223060687579999950e+01,1.000000000000000000e+00,2.321121255020723063e-03,2.509342815209327568e+02,1.456164032380497186e+00,2.048688500391779299e-01
2.120421916135460094e+01,8.383530156562780178e+01,9.630863629999999453e-01,5.484929029999999761e-01,8.444166667000000359e+01,3.560648148000000290e+00,5.859003629419999726e+01,1.000000000000000000e+00,1.781464319824298953e-03,5.957030745319588050e+02,1.718418101108737162e+00,2.886271828006232720e-01
2.112963547843540013e+01,2.813499133483449910e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.104166666999999791e+01,-1.204629629999999896e+00,3.886712907500000114e+01,1.000000000000000000e+00,3.502091702430740021e-03,4.920747048114934046e+02,1.711132012133297131e+00,1.291657029429929271e-01
2.113288168725649996e+01,1.899649222060689979e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.664166667000000643e+01,1.221111110999999916e+01,3.749045211920000042e+01,1.000000000000000000e+00,3.211707716114104057e-03,8.254862240236132038e+02,1.326257425746066643e+00,1.377876294615077435e-01
2.172730695348949936e+01,1.411953297984969957e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.820000000000000284e+01,7.254166667000000679e+00,3.168220839250000154e+01,1.000000000000000000e+00,4.165921385012424233e-03,6.825900008270232320e+02,1.600883096230164115e+00,9.984445361932824115e-02
2.078791895132469847e+01,1.712409155747230116e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.718333332999999641e+01,2.538425925999999944e+00,3.514891597670000323e+01,1.000000000000000000e+00,4.340612620999413987e-03,7.300805418201390466e+02,1.541035271841781462e+00,2.998413111874880244e-01
2.213213709821659947e+01,2.031255420390969846e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.918333333000000351e+01,1.649074074000000056e+00,3.947888129670000268e+01,1.000000000000000000e+00,4.756321983004579632e-03,5.278658087567680468e+02,1.396925454058941529e+00,2.422088668869427641e-01
2.015474487460139841e+01,2.052214971010990041e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.689166667000000643e+01,3.075925926000000032e+00,3.773189273669999722e+01,1.000000000000000000e+00,1.610287810713308294e-03,5.072074908894314831e+02,1.387033217170336119e+00,2.031784460183815866e-01
2.228665444817839969e+01,5.041656057632440024e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.703333333000000493e+01,-9.781944444000000516e+00,5.806630004670000034e+01,1.000000000000000000e+00,3.216982488879388535e-03,9.464084172496154679e+02,1.466285972666017123e+00,1.896432746525341662e-01
2.288121527293629853e+01,3.472984752657980323e+01,1.471800285999999858e+02,2.777808071999999697e+02,7.835416666999999791e+01,9.212972699999999460e-02,4.013400288249999903e+01,1.000000000000000000e+00,1.134505924263686915e-03,2.476334184606370741e+02,1.614110242168923959e+00,1.763488423387737369e-01
2.223675652245420054e+01,1.547379728728829917e+01,1.642985749999999996e+02,1.131563139000000007e+01,4.781666666999999649e+01,7.821759258999999354e+00,3.132565414329999953e+01,1.000000000000000000e+00,2.241881468928946276e-03,8.142194827201988119e+02,1.528959142675854643e+00,2.156394928025553714e-01
1.994357240055990133e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.910833332999999357e+01,-8.009259259999998992e-01,1.827562818420000212e+01,0.000000000000000000e+00,4.091309303554037380e-03,7.014619636920560879e+02,1.546689360619299070e+00,1.137805286907227487e-01
2.119767930837549841e+01,5.718269771910180310e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.533333333000000209e+01,7.795370369999999660e+00,5.445405365749999760e+01,1.000000000000000000e+00,1.007834901992795329e-03,5.108218341874638782e+02,1.318994543124151653e+00,7.631498832405850252e-02
2.022858558878769841e+01,7.868205374201500035e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.320833333000000209e+01,-1.163101851999999958e+01,6.145567249999999859e+01,1.000000000000000000e+00,2.904950149537445687e-03,3.459000597639321768e+02,1.591683661259200466e+00,1.804895251542102119e-01
2.324165596438299985e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.079166666999999791e+01,1.394675926000000032e+01,2.489371992919999954e+01,0.000000000000000000e+00,3.971616373253205115e-03,8.507972317014980490e+02,1.191701401481943146e+00,3.047969168225339587e-02
1.829208198891069870e+01,1.482631601351890005e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.934166666999999507e+01,3.474074073999999790e+00,2.814855117999999834e+01,1.000000000000000000e+00,4.668157456647922636e-03,9.663344649991581718e+02,1.664155607507000756e+00,1.966222573818453279e-01
2.286484264691960178e+01,8.344642145917459786e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.621666666999999507e+01,1.397222222000000080e+01,3.097925576420000127e+01,5.833333333000000342e-01,1.531284611953689055e-03,6.795028561248464030e+02,1.548888603744717374e+00,4.325475346705422164e-02
2.481212956208380049e+01,2.264580437185220063e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.395000000000000284e+01,-5.203703699999999710e-01,3.641315223579999838e+01,1.000000000000000000e+00,1.386057098445714038e-03,3.589153223838914641e+02,1.530741305761307292e+00,2.988015018462736316e-02
1.968503287393999912e+01,1.237272396633690086e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.692499999999999716e+01,4.145370370000000193e+00,3.531630189330000036e+01,1.000000000000000000e+00,1.400856977980812889e-03,3.524017696641705015e+02,1.183812872622075574e+00,1.112106594822980660e-01
1.721584198308919866e+01,2.911563796695340045e+01,1.836392635999999925e+02,3.474890873999999741e+00,8.146666666999999507e+01,-4.432870370999999921e+00,4.782948643419999968e+01,1.000000000000000000e+00,1.333713919099272643e-03,7.638494612878871521e+02,1.194295436831174229e+00,2.719126411845341207e-01
2.315058276690760053e+01,3.394008008981950297e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.726666666999999933e+01,-3.622685184999999919e+00,4.609964735999999874e+01,1.000000000000000000e+00,3.447601791758532659e-03,4.552468185672074696e+02,1.509748873791419088e+00,1.282922389513636852e-01
2.372551467755770105e+01,0.000000000000000000e+00,2.111964250999999848e+01,1.325208562000000079e+01,6.775833332999999925e+01,1.960231480999999931e+01,2.049633434169999902e+01,0.000000000000000000e+00,4.165921385012424233e-03,6.825900008270232320e+02,1.600883096230164115e+00,9.984445361932824115e-02
2.274963324272799881e+01,3.382865180304450092e+01,6.641082312999999715e+01,1.638555919000000083e+00,7.241666666999999791e+01,3.411111111000000307e+00,3.855806263920000276e+01,1.000000000000000000e+00,1.877059016574952064e-03,9.061730711556226652e+02,1.700088246924905011e+00,2.376169486045298096e-01
2.142680939923580041e+01,4.069164754653009908e+01,1.194968080000000099e-01,7.450026199999999765e-02,9.812500000000000000e+01,7.928703704000000130e+00,5.513355361250000186e+01,1.000000000000000000e+00,3.508522663920202265e-03,3.013409584295827131e+02,1.278082937424182663e+00,2.463848068661451951e-02
2.064346534809110167e+01,1.158573517236369987e+01,9.286259103999999809e+01,7.188375678999999536e+02,4.849166667000000075e+01,-7.361111109999999291e-01,4.229717815250000257e+01,1.000000000000000000e+00,2.710317998212594028e-03,5.420392821917571382e+02,1.609045265410323777e+00,2.971046738876080839e-01
2.246158187096730074e+01,1.331576815311260020e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.234999999999999432e+01,1.034907407000000035e+01,2.910054143079999989e+01,1.000000000000000000e+00,1.721812408906632594e-03,8.717458500918360187e+02,1.681936977420485313e+00,1.917035191591142662e-01
2.016704361084600095e+01,6.426142802785779651e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.226666667000000643e+01,2.375462962999999927e+00,3.353895744420000113e+01,1.000000000000000000e+00,4.816335557574463744e-03,3.710624394286463144e+02,1.154711258451081690e+00,1.886896128130552408e-01
2.176375120612999936e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.483333333000000209e+01,1.464074074000000003e+01,2.249077150079999754e+01,0.000000000000000000e+00,2.292426555402274704e-03,6.030346213077508537e+02,1.629031692046471136e+00,5.462092826985590066e-02
2.036417768706740006e+01,2.069422696957019880e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.434166666999999507e+01,-5.710648147999999757e+00,4.240957532499999871e+01,1.000000000000000000e+00,4.244838413733553403e-03,5.535734269063768807e+02,1.350437318408463927e+00,1.792694347009006761e-01
2.279383904741759892e+01,2.706712855911840165e+01,1.824446877999999970e+02,2.594688188000000082e+02,6.865000000000000568e+01,-2.637962963000000105e+00,4.083604726920000161e+01,1.000000000000000000e+00,2.453403657592432164e-03,7.219212064655229142e+02,1.553991119542489141e+00,1.714176341335522658e-01
2.070553568364140062e+01,4.246373653081369604e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.577500000000000568e+01,1.140000000000000036e+01,2.147675947999999835e+01,1.000000000000000000e+00,4.550005064018198056e-03,7.735886529925556943e+02,1.612027448396120555e+00,2.492578192181084118e-01
2.258600982500379928e+01,2.038573238481350103e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.487500000000000000e+01,3.168055556000000106e+00,3.738936569500000218e+01,1.000000000000000000e+00,4.165921385012424233e-03,6.825900008270232320e+02,1.600883096230164115e+00,9.984445361932824115e-02
2.051022341536350169e+01,2.845845310706069853e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.436666667000000075e+01,-7.164351852000000243e+00,4.157541907499999922e+01,1.000000000000000000e+00,2.416715696813650886e-03,5.063679046408387876e+02,1.445952811830135687e+00,1.008431921075684939e-01
2.335741757735279833e+01,0.000000000000000000e+00,1.850719794999999834e+01,6.054832668999999612e+00,8.250833332999999925e+01,1.590648148000000006e+01,2.355846990750000103e+01,0.000000000000000000e+00,4.960509278682728902e-03,4.100615498050078713e+02,1.374201875836074560e+00,1.046819764535230207e-01
2.329179126156889978e+01,0.000000000000000000e+00,8.115568582000000220e+01,6.005697423000000157e+01,6.883333333000000209e+01,1.748425926000000175e+01,2.383142895829999830e+01,0.000000000000000000e+00,1.269541520864374533e-03,3.159445062085518430e+02,1.504247683342905484e+00,2.595464945044714256e-01
1.799276586048360116e+01,1.326474674356050087e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.018333332999999641e+01,-5.630092592999999646e+00,3.475213722249999648e+01,1.000000000000000000e+00,1.543085168328602822e-03,8.693292390766536073e+02,1.218470273526814696e+00,2.430168258823972305e-01
2.444470104487670170e+01,0.000000000000000000e+00,7.111849135999999305e+01,5.193835406000000603e+02,5.690833332999999783e+01,1.940833333000000138e+01,2.357929054579999928e+01,0.000000000000000000e+00,4.626627773952131026e-03,6.430342098359487863e+02,1.494749238332789165e+00,2.794851206178539105e-01
2.308897396257710000e+01,3.990172765118229847e+01,6.938068239999999776e+01,4.498385100000000247e-01,8.657500000000000284e+01,3.840277777999999920e+00,5.137716388999999850e+01,1.000000000000000000e+00,4.598761706292645718e-03,3.207428636283347032e+02,1.422059473369152949e+00,2.356391500992579269e-01
1.643315592781889833e+01,3.607097983675969743e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.958333333000000209e+01,-1.244768518999999962e+01,5.146179124999999743e+01,1.000000000000000000e+00,1.852672079947059042e-03,2.309456351406304293e+02,1.316587711206065547e+00,1.620800857636898462e-01
2.234307756359050146e+01,8.635068355606240686e+01,1.052946378999999979e+02,3.465215919999999983e+01,7.871666666999999507e+01,-7.115740740000000564e-01,6.597992435170000647e+01,1.000000000000000000e+00,2.144286548538170203e-03,7.825607637831085412e+02,1.707757693969767621e+00,3.568385991339531604e-02
2.200000881425550148e+01,2.561870605399570167e+01,1.678019288999999858e+01,3.130105200000000282e-02,7.766666666999999791e+01,2.781018518999999856e+00,3.895923120329999989e+01,1.000000000000000000e+00,1.767783039842306305e-03,8.982802930747897108e+02,1.459298597235314077e+00,2.201947446446833601e-01
2.026989388848160090e+01,1.540307877058799946e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.969166667000000359e+01,2.027314814999999992e+00,3.585082588419999894e+01,1.000000000000000000e+00,4.638212089544390196e-03,6.543862860402080059e+02,1.440383818967531759e+00,2.745252384804272028e-01
2.267112181288230133e+01,3.355067609308480314e+01,4.999208789000000053e+01,3.970197301000000323e+01,4.910833333000000067e+01,4.368055555999999839e+00,4.055209796169999947e+01,1.000000000000000000e+00,1.585580070708691568e-03,2.411374684103782613e+02,1.493692091513911580e+00,8.135252868450341956e-02
2.189477303091780058e+01,2.083963028828339858e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.881666667000000359e+01,-1.189814815000000081e+00,3.984606879670000268e+01,1.000000000000000000e+00,4.458664439250167692e-03,5.679876862271748905e+02,1.491336760251026128e+00,3.257412585136327393e-02
2.026237141177060153e+01,4.499312101263590336e+01,2.779973310999999825e+01,4.669545999999999419e-01,8.715000000000000568e+01,-1.872222221999999991e+00,5.751061305420000025e+01,1.000000000000000000e+00,2.364428052990825285e-03,2.155904227804984430e+02,1.659045652520132474e+00,2.591730854628634395e-01
2.199201633133959888e+01,6.090567842046009872e+01,6.661261801999999932e+01,1.231271966999999989e+01,8.466666666999999791e+01,3.592592589999999975e-01,6.518573930499999847e+01,1.000000000000000000e+00,1.469357019681489206e-03,8.182166782658181319e+02,1.366013701173444561e+00,1.063051430966369532e-01
2.257595561302440146e+01,1.334960209284290045e+01,2.209223289999999906e+02,8.370128214000000355e+01,8.600833332999999925e+01,1.408981482000000085e+01,3.199742076000000068e+01,5.833333333000000342e-01,2.636769704523195170e-03,4.167017811658172377e+02,1.622662233252380570e+00,1.692828453994610627e-01
2.425548413403329917e+01,3.144717526545549902e+01,7.147939716000000487e+01,1.069334959999999946e+00,9.137500000000000000e+01,2.307407406999999910e+00,4.632226124920000387e+01,1.000000000000000000e+00,4.128856512705126811e-03,3.766787590739298821e+02,1.685505483026585871e+00,1.248582286618637877e-01
1.930239425405450149e+01,3.623846677830989904e+01,3.041370308000000122e+01,1.015937030000000074e-01,8.266666666999999791e+01,-3.794444444999999888e+00,6.211313648170000334e+01,1.000000000000000000e+00,4.329924470694817944e-03,2.428325818644280787e+02,1.156416989580218102e+00,5.073274792433000308e-02
2.274921673940020028e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.648333332999999357e+01,1.713935185000000061e+01,2.253266451829999895e+01,0.000000000000000000e+00,1.196566619609172166e-03,8.234718410506983446e+02,1.212540052894881759e+00,1.814903487228091694e-01
2.000850073867569989e+01,4.324202633294289910e+01,1.210973695000000134e+02,7.973527129999999907e-01,8.175000000000000000e+01,-4.128703703999999419e+00,4.790181009329999995e+01,1.000000000000000000e+00,3.049978914840730145e-03,2.806373069399963356e+02,1.588495573676658834e+00,2.784637260050865093e-01
2.024297662139570164e+01,1.314339533128330073e+00,1.370017157999999995e+02,7.434612687000001188e+02,2.434166666999999862e+01,7.523611111000000129e+00,2.014427866500000164e+01,1.000000000000000000e+00,1.158962013591483334e-03,3.555724271839590642e+02,1.534381991602795425e+00,1.613198226202016139e-01
2.052492306653359933e+01,2.967494082801500177e+00,2.333989632999999912e+02,9.673476692000001265e+00,5.568333333000000351e+01,1.333796296000000048e+01,2.404430578670000074e+01,1.000000000000000000e+00,1.610287810713308294e-03,5.072074908894314831e+02,1.387033217170336119e+00,2.031784460183815866e-01
2.501978940449059863e+01,3.706594811122200017e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.582500000000000284e+01,1.134537036999999948e+01,2.303784262920000003e+01,1.000000000000000000e+00,2.539537790657770289e-03,3.919471020223894584e+02,1.489563152888647490e+00,3.461009146572197048e-02
2.397462276421750005e+01,0.000000000000000000e+00,2.177837896999999998e+02,1.438999343000000124e+02,5.238333332999999925e+01,2.325833332999999925e+01,2.504338613420000215e+01,0.000000000000000000e+00,3.937161369209025985e-03,9.394787273159812457e+02,1.356066344344258212e+00,2.086492078895337277e-01
2.284947113444809830e+01,6.064585627193469719e+01,5.281393831999999833e+01,9.105839944999999602e+00,7.439166667000000643e+01,-3.259259258999999798e+00,6.586411676000000170e+01,1.000000000000000000e+00,4.405907739878772537e-03,9.608120377049306171e+02,1.498155789825151185e+00,6.495283742205516797e-02
2.172651532002609898e+01,1.062027341101670075e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.845000000000000284e+01,-1.657870369999999927e+00,3.461287078670000028e+01,1.000000000000000000e+00,4.417560721440082216e-03,4.522278657635135346e+02,1.276128413575490228e+00,6.908096855546322357e-02
2.062947802027370159e+01,1.725430002994200152e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.676666666999999933e+01,2.219444444000000072e+00,3.576042841169999775e+01,1.000000000000000000e+00,4.373315535075909810e-03,2.853609739816519095e+02,1.461813783991471771e+00,2.709913464357697199e-01
2.234207977702140013e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.579166666999999791e+01,1.248240741000000043e+01,2.131293215250000017e+01,0.000000000000000000e+00,3.647457823293083663e-03,9.519595979417092622e+02,1.213744289336847304e+00,1.632318473286504812e-01
2.270760463233920134e+01,2.712135638775039936e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.735833332999999357e+01,-1.125787036999999913e+01,4.212905115830000113e+01,1.000000000000000000e+00,4.941631753317464980e-03,7.971769063399715378e+02,1.603901127022791639e+00,1.469931273799283677e-01
1.906558535402820098e+01,2.381581830449220050e+01,1.369228781999999978e+00,3.802340988999999727e+00,6.777500000000000568e+01,-8.292129629999999807e+00,3.492183842000000027e+01,1.000000000000000000e+00,2.615663267023798748e-03,9.039064238561555840e+02,1.516247440060730423e+00,2.749208736563168998e-01
2.393840909310529952e+01,1.920938179343169949e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.732500000000000284e+01,1.003611111000000022e+01,3.636722866249999697e+01,1.000000000000000000e+00,3.558977504341923753e-03,2.023414877105826406e+02,1.474307767735408170e+00,1.696649596409801342e-01
2.274358573671189987e+01,3.005317214567480022e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.096666667000000217e+01,-5.838425926000000210e+00,4.154008467579999575e+01,1.000000000000000000e+00,3.011370173799968533e-03,3.828021908253442689e+02,1.563343703657126715e+00,8.971546212490258410e-02
2.196213963347300080e+01,1.483218224149879916e+01,2.333925389999999993e+02,1.594434194000000105e+02,7.205833332999999641e+01,-5.615740740000000342e-01,3.842858849830000167e+01,1.000000000000000000e+00,1.130583448430549963e-03,5.222167856402792268e+02,1.139732713516237839e+00,2.386670687681820280e-01
2.172290990611130113e+01,5.755866507025920242e+01,1.004434765000000027e+02,5.886401102000000947e+02,6.917499999999999716e+01,-1.075925926000000032e+01,6.545259884169999509e+01,1.000000000000000000e+00,3.613228331834915461e-03,5.846417560546944969e+02,1.407070010788874947e+00,8.047945137651407732e-02
2.263823368754620091e+01,2.019976643872530175e+00,1.674008323000000189e+02,3.586525678999999514e+02,6.419166667000000359e+01,1.111203704000000059e+01,2.381551782420000052e+01,1.000000000000000000e+00,4.756321983004579632e-03,5.278658087567680468e+02,1.396925454058941529e+00,2.422088668869427641e-01
2.150070857988880135e+01,1.237701358748300073e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.808333333000000209e+01,4.713425926000000210e+00,3.358756338919999962e+01,1.000000000000000000e+00,3.573283274562777476e-03,8.624031180153806417e+02,1.393406621629508013e+00,1.385911337832926304e-01
2.139736643710239861e+01,9.153540278447360734e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.484166666999999507e+01,-5.831018517999999595e+00,3.041104269499999901e+01,1.000000000000000000e+00,4.313712134200614091e-03,9.681887331781605326e+02,1.296809219186881634e+00,1.547143171886814494e-01
1.998713490170700169e+01,5.082975236397079755e+01,3.976353410000000110e+01,7.150462914999999953e+01,6.364166666999999933e+01,-2.881018518999999944e+00,5.824968620420000320e+01,1.000000000000000000e+00,2.110068533349270230e-03,9.293581757478563077e+02,1.261240541079304833e+00,1.735372318683275905e-01
