,,f,c
2017-01-01T05:05:00Z,,70.36174837,21.31208243
2017-01-01T05:10:00Z,,70.34175333,21.30097407
2017-01-01T05:15:00Z,,70.34517,21.30287222
2017-01-01T05:20:00Z,,70.31841971,21.28801095
2017-01-01T05:25:00Z,,70.30503227,21.28057348
2017-01-01T05:30:00Z,,70.31347778,21.28526543
2017-01-01T05:35:00Z,,70.29634831,21.27574906
2017-01-01T05:40:00Z,,70.278479,21.26582167
2017-01-01T05:45:00Z,,70.28849,21.27138333
2017-01-01T05:50:00Z,,70.26897079,21.26053933
2017-01-01T05:55:00Z,,70.25163491,21.25090828
2017-01-01T06:00:00Z,,70.25501602,21.25278668
2017-01-01T06:05:00Z,,70.2517,21.25094444
2017-01-01T06:10:00Z,,70.22400889,21.23556049
2017-01-01T06:15:00Z,,70.22900613,21.23833674
2017-01-01T06:20:00Z,,70.23534444,21.24185802
2017-01-01T06:25:00Z,,70.22571288,21.23650715
2017-01-01T06:30:00Z,,70.24081222,21.24489568
2017-01-01T06:35:00Z,,70.24681622,21.24823123
2017-01-01T06:40:00Z,,70.2374588,21.24303267
2017-01-01T06:45:00Z,,70.22789729,21.23772072
2017-01-01T06:50:00Z,,70.23043222,21.23912901
2017-01-01T06:55:00Z,,70.2064048,21.22578044
2017-01-01T07:00:00Z,,70.17186388,21.20659104
2017-01-01T07:05:00Z,,70.14750831,21.19306017
2017-01-01T07:10:00Z,,70.13193781,21.1844099
2017-01-01T07:15:00Z,,70.11124276,21.17291264
2017-01-01T07:20:00Z,,70.11194947,21.17330526
2017-01-01T07:25:00Z,,70.08999222,21.16110679
2017-01-01T07:30:00Z,,70.08481333,21.15822963
2017-01-01T07:35:00Z,,70.05674448,21.14263582
2017-01-01T07:40:00Z,,70.04002114,21.13334508
2017-01-01T07:45:00Z,,70.00163444,21.11201914
2017-01-01T07:50:00Z,,69.97243333,21.0957963
2017-01-01T07:55:00Z,,69.96238978,21.09021654
2017-01-01T08:00:00Z,,69.96502656,21.09168142
2017-01-01T08:05:00Z,,69.96040382,21.08911323
2017-01-01T08:10:00Z,,69.97674713,21.09819285
2017-01-01T08:15:00Z,,69.96586622,21.0921479
2017-01-01T08:20:00Z,,69.94962944,21.08312747
2017-01-01T08:25:00Z,,69.93887333,21.07715185
2017-01-01T08:30:00Z,,69.95290782,21.08494879
2017-01-01T08:35:00Z,,69.96597201,21.09220667
2017-01-01T08:40:00Z,,69.94693889,21.08163272
2017-01-01T08:45:00Z,,69.95745599,21.08747555
2017-01-01T08:50:00Z,,69.94774007,21.08207781
2017-01-01T08:55:00Z,,69.94287556,21.07937531
2017-01-01T09:00:00Z,,69.94728667,21.08182593
2017-01-01T09:05:00Z,,69.95536062,21.08631146
2017-01-01T09:10:00Z,,69.95301111,21.08500617
2017-01-01T09:15:00Z,,69.93835616,21.07686453
2017-01-01T09:20:00Z,,69.94170712,21.07872618
2017-01-01T09:25:00Z,,69.93276098,21.0737561
2017-01-01T09:30:00Z,,69.94325889,21.07958827
2017-01-01T09:35:00Z,,69.93791012,21.07661673
2017-01-01T09:40:00Z,,69.92019759,21.06677644
2017-01-01T09:45:00Z,,69.91144951,21.0619164
2017-01-01T09:50:00Z,,69.88720996,21.04844998
2017-01-01T09:55:00Z,,69.8752529,21.04180717
2017-01-01T10:00:00Z,,69.87493728,21.04163182
2017-01-01T10:05:00Z,,69.87101908,21.03945504
2017-01-01T10:10:00Z,,69.85762507,21.03201393
2017-01-01T10:15:00Z,,69.83281444,21.01823025
2017-01-01T10:20:00Z,,69.80869604,21.00483114
2017-01-01T10:25:00Z,,69.81086167,21.00603426
2017-01-01T10:30:00Z,,69.80216,21.0012
2017-01-01T10:35:00Z,,69.79681889,20.99823272
2017-01-01T10:40:00Z,,69.79579931,20.99766628
2017-01-01T10:45:00Z,,69.80044731,21.00024851
2017-01-01T10:50:00Z,,69.7789116,20.98828422
2017-01-01T10:55:00Z,,69.78179071,20.98988373
2017-01-01T11:00:00Z,,69.7817454,20.98985856
2017-01-01T11:05:00Z,,69.78925621,20.99403123
2017-01-01T11:10:00Z,,69.76702066,20.98167814
2017-01-01T11:15:00Z,,69.75269601,20.97372001
2017-01-01T11:20:00Z,,69.75310398,20.97394665
2017-01-01T11:25:00Z,,69.72992,20.96106667
2017-01-01T11:30:00Z,,69.73956222,20.96642346
2017-01-01T11:35:00Z,,69.74582444,20.96990247
2017-01-01T11:40:00Z,,69.72767826,20.95982125
2017-01-01T11:45:00Z,,69.71160444,20.95089136
2017-01-01T11:50:00Z,,69.71119291,20.95066273
2017-01-01T11:55:00Z,,69.69544889,20.94191605
2017-01-01T12:00:00Z,,69.6997323,20.94429572
2017-01-01T12:05:00Z,,69.69068937,20.93927187
2017-01-01T12:10:00Z,,69.68322888,20.93512715
2017-01-01T12:15:00Z,,69.6712256,20.92845867
2017-01-01T12:20:00Z,,69.65182556,20.91768086
2017-01-01T12:25:00Z,,69.65284269,20.91824594
2017-01-01T12:30:00Z,,69.63748169,20.90971205
2017-01-01T12:35:00Z,,69.62961111,20.90533951
2017-01-01T12:40:00Z,,69.61761504,20.89867502
2017-01-01T12:45:00Z,,69.61315778,20.89619877
2017-01-01T12:50:00Z,,69.60582336,20.89212409
2017-01-01T12:55:00Z,,69.61073181,20.89485101
2017-01-01T13:00:00Z,,69.60773667,20.89318704
2017-01-01T13:05:00Z,,69.60981276,20.89434042
2017-01-01T13:10:00Z,,69.6306621,20.90592339
2017-01-01T13:15:00Z,,69.67501111,20.93056173
2017-01-01T13:20:00Z,,69.81314324,21.0073018
2017-01-01T13:25:00Z,,69.97567178,21.09759543
2017-01-01T13:30:00Z,,70.12901412,21.18278562
2017-01-01T13:35:00Z,,70.29749,21.27638333
2017-01-01T13:40:00Z,,70.49023269,21.3834626
2017-01-01T13:45:00Z,,70.69140674,21.49522597
2017-01-01T13:50:00Z,,70.91411017,21.61895009
2017-01-01T13:55:00Z,,71.14529001,21.74738334
2017-01-01T14:00:00Z,,71.38208543,21.87893635
2017-01-01T14:05:00Z,,71.59146042,21.99525579
2017-01-01T14:10:00Z,,71.79713778,22.10952099
2017-01-01T14:15:00Z,,71.96984709,22.2054706
2017-01-01T14:20:00Z,,72.14544617,22.30302565
2017-01-01T14:25:00Z,,72.29482382,22.38601323
2017-01-01T14:30:00Z,,72.44904667,22.47169259
2017-01-01T14:35:00Z,,72.62328556,22.56849198
2017-01-01T14:40:00Z,,72.79612222,22.66451235
2017-01-01T14:45:00Z,,72.94836511,22.74909173
2017-01-01T14:50:00Z,,73.10857904,22.83809947
2017-01-01T14:55:00Z,,73.26948667,22.92749259
2017-01-01T15:00:00Z,,73.39779933,22.99877741
2017-01-01T15:05:00Z,,73.53327126,23.07403959
2017-01-01T15:10:00Z,,73.64140982,23.13411657
2017-01-01T15:15:00Z,,73.75062889,23.19479383
2017-01-01T15:20:00Z,,73.82393289,23.23551827
2017-01-01T15:25:00Z,,73.90511602,23.28062001
2017-01-01T15:30:00Z,,73.96460107,23.31366726
2017-01-01T15:35:00Z,,73.99587111,23.33103951
2017-01-01T15:40:00Z,,74.01704222,23.34280123
2017-01-01T15:45:00Z,,74.04735333,23.35964074
2017-01-01T15:50:00Z,,74.08180667,23.37878148
2017-01-01T15:55:00Z,,74.08513667,23.38063148
2017-01-01T16:00:00Z,,74.08009044,23.37782802
2017-01-01T16:05:00Z,,74.05899288,23.36610715
2017-01-01T16:10:00Z,,74.03371667,23.35206481
2017-01-01T16:15:00Z,,74.01603379,23.34224099
2017-01-01T16:20:00Z,,74.00434778,23.33574877
2017-01-01T16:25:00Z,,73.95775616,23.30986453
2017-01-01T16:30:00Z,,73.94051718,23.30028732
2017-01-01T16:35:00Z,,73.94131602,23.30073112
2017-01-01T16:40:00Z,,73.92490474,23.29161375
2017-01-01T16:45:00Z,,73.92126889,23.28959383
2017-01-01T16:50:00Z,,73.91152458,23.28418032
2017-01-01T16:55:00Z,,73.91039622,23.28355346
2017-01-01T17:00:00Z,,73.90179378,23.27877432
2017-01-01T17:05:00Z,,73.90796333,23.28220185
2017-01-01T17:10:00Z,,73.91721444,23.28734136
2017-01-01T17:15:00Z,,73.94524277,23.30291265
2017-01-01T17:20:00Z,,73.95291937,23.30717743
2017-01-01T17:25:00Z,,73.96927897,23.31626609
2017-01-01T17:30:00Z,,73.98427111,23.32459506
2017-01-01T17:35:00Z,,73.99345778,23.32969877
2017-01-01T17:40:00Z,,74.01665284,23.34258491
2017-01-01T17:45:00Z,,74.01347042,23.3408169
2017-01-01T17:50:00Z,,74.01680003,23.34266669
2017-01-01T17:55:00Z,,73.99250727,23.3291707
2017-01-01T18:00:00Z,,73.99460444,23.3303358
2017-01-01T18:05:00Z,,73.97319648,23.31844249
2017-01-01T18:10:00Z,,73.97028444,23.31682469
2017-01-01T18:15:00Z,,73.94520778,23.30289321
2017-01-01T18:20:00Z,,73.92379,23.29099444
2017-01-01T18:25:00Z,,73.88583721,23.26990956
2017-01-01T18:30:00Z,,73.87390111,23.2632784
2017-01-01T18:35:00Z,,73.85949222,23.25527346
2017-01-01T18:40:00Z,,73.8635238,23.25751322
2017-01-01T18:45:00Z,,73.87892019,23.26606677
2017-01-01T18:50:00Z,,73.91230556,23.2846142
2017-01-01T18:55:00Z,,73.91781657,23.28767587
2017-01-01T19:00:00Z,,73.96346383,23.31303546
2017-01-01T19:05:00Z,,73.98309844,23.32394358
2017-01-01T19:10:00Z,,74.00031933,23.33351074
2017-01-01T19:15:00Z,,74.01745566,23.34303092
2017-01-01T19:20:00Z,,74.02702536,23.34834742
2017-01-01T19:25:00Z,,74.00621111,23.33678395
2017-01-01T19:30:00Z,,73.98135598,23.32297554
2017-01-01T19:35:00Z,,73.97018498,23.31676943
2017-01-01T19:40:00Z,,73.92952067,23.29417815
2017-01-01T19:45:00Z,,73.89216723,23.27342624
2017-01-01T19:50:00Z,,73.86734619,23.25963677
2017-01-01T19:55:00Z,,73.82285444,23.23491914
2017-01-01T20:00:00Z,,73.79782444,23.22101358
2017-01-01T20:05:00Z,,73.7724327,23.20690706
2017-01-01T20:10:00Z,,73.76940778,23.20522654
2017-01-01T20:15:00Z,,73.76779889,23.20433272
2017-01-01T20:20:00Z,,73.78215903,23.21231057
2017-01-01T20:25:00Z,,73.79429509,23.21905283
2017-01-01T20:30:00Z,,73.79240823,23.21800457
2017-01-01T20:35:00Z,,73.80620668,23.22567038
2017-01-01T20:40:00Z,,73.79883,23.22157222
2017-01-01T20:45:00Z,,73.80259827,23.2236657
2017-01-01T20:50:00Z,,73.7960755,23.22004194
2017-01-01T20:55:00Z,,73.78203938,23.2122441
2017-01-01T21:00:00Z,,73.75556062,23.19753368
2017-01-01T21:05:00Z,,73.73245056,23.18469475
2017-01-01T21:10:00Z,,73.67021723,23.15012069
2017-01-01T21:15:00Z,,73.62804012,23.12668896
2017-01-01T21:20:00Z,,73.59853286,23.11029603
2017-01-01T21:25:00Z,,73.53885556,23.07714198
2017-01-01T21:30:00Z,,73.51275333,23.06264074
2017-01-01T21:35:00Z,,73.46946987,23.03859437
2017-01-01T21:40:00Z,,73.41927667,23.01070926
2017-01-01T21:45:00Z,,73.3624294,22.97912744
2017-01-01T21:50:00Z,,73.30210606,22.94561448
2017-01-01T21:55:00Z,,73.24229948,22.9123886
2017-01-01T22:00:00Z,,73.18132941,22.87851634
2017-01-01T22:05:00Z,,73.09724833,22.83180463
2017-01-01T22:10:00Z,,73.04181659,22.80100922
2017-01-01T22:15:00Z,,72.98662889,22.77034938
2017-01-01T22:20:00Z,,72.92019272,22.7334404
2017-01-01T22:25:00Z,,72.86119606,22.70066448
2017-01-01T22:30:00Z,,72.79310446,22.66283581
2017-01-01T22:35:00Z,,72.73853502,22.63251946
2017-01-01T22:40:00Z,,72.700021,22.61112278
2017-01-01T22:45:00Z,,72.64492889,22.58051605
2017-01-01T22:50:00Z,,72.60798778,22.55999321
2017-01-01T22:55:00Z,,72.56535111,22.53630617
2017-01-01T23:00:00Z,,72.49954667,22.49974815
2017-01-01T23:05:00Z,,72.47328044,22.4851558
2017-01-01T23:10:00Z,,72.48946592,22.49414773
2017-01-01T23:15:00Z,,72.53663,22.52035
2017-01-01T23:20:00Z,,72.58902707,22.54945948
2017-01-01T23:25:00Z,,72.70135322,22.6118629
2017-01-01T23:30:00Z,,72.81199502,22.67333057
2017-01-01T23:35:00Z,,72.9376206,22.74312256
2017-01-01T23:40:00Z,,73.05022491,22.80568051
2017-01-01T23:45:00Z,,73.12886272,22.84936818
2017-01-01T23:50:00Z,,73.18810889,22.88228272
2017-01-01T23:55:00Z,,73.19540778,22.88633765
2017-01-02T00:00:00Z,,73.18355676,22.87975375
2017-01-02T00:05:00Z,,73.1448072,22.85822622
2017-01-02T00:10:00Z,,73.09647603,22.83137557
2017-01-02T00:15:00Z,,73.05302604,22.80723669
2017-01-02T00:20:00Z,,72.982634,22.76813
2017-01-02T00:25:00Z,,72.903029,22.723905
2017-01-02T00:30:00Z,,72.83222902,22.68457168
2017-01-02T00:35:00Z,,72.75249599,22.64027555
2017-01-02T00:40:00Z,,72.64995786,22.58330992
2017-01-02T00:45:00Z,,72.56152934,22.53418297
2017-01-02T00:50:00Z,,72.44776788,22.47098215
2017-01-02T00:55:00Z,,72.34413894,22.41341052
2017-01-02T01:00:00Z,,72.26557179,22.3697621
2017-01-02T01:05:00Z,,72.17713044,22.32062802
2017-01-02T01:10:00Z,,72.11184542,22.28435857
2017-01-02T01:15:00Z,,72.04453722,22.24696512
2017-01-02T01:20:00Z,,71.98014933,22.21119407
2017-01-02T01:25:00Z,,71.93346778,22.18525988
2017-01-02T01:30:00Z,,71.87798773,22.15443763
2017-01-02T01:35:00Z,,71.81625667,22.12014259
2017-01-02T01:40:00Z,,71.76013271,22.08896262
2017-01-02T01:45:00Z,,71.70735931,22.05964406
2017-01-02T01:50:00Z,,71.67011938,22.03895521
2017-01-02T01:55:00Z,,71.63002067,22.01667815
2017-01-02T02:00:00Z,,71.57200778,21.98444877
2017-01-02T02:05:00Z,,71.51939264,21.95521814
2017-01-02T02:10:00Z,,71.47399401,21.92999667
2017-01-02T02:15:00Z,,71.45231446,21.91795248
2017-01-02T02:20:00Z,,71.42236891,21.90131606
2017-01-02T02:25:00Z,,71.36394158,21.86885643
2017-01-02T02:30:00Z,,71.32591111,21.8477284
2017-01-02T02:35:00Z,,71.28872778,21.82707099
2017-01-02T02:40:00Z,,71.26370268,21.81316815
2017-01-02T02:45:00Z,,71.22710711,21.79283728
2017-01-02T02:50:00Z,,71.20381723,21.77989846
2017-01-02T02:55:00Z,,71.17935889,21.76631049
2017-01-02T03:00:00Z,,71.17417667,21.76343148
2017-01-02T03:05:00Z,,71.12392661,21.73551478
2017-01-02T03:10:00Z,,71.09247889,21.71804383
2017-01-02T03:15:00Z,,71.08311222,21.71284012
2017-01-02T03:20:00Z,,71.05411667,21.69673148
2017-01-02T03:25:00Z,,71.03443111,21.68579506
2017-01-02T03:30:00Z,,71.00467157,21.66926198
2017-01-02T03:35:00Z,,71.0028089,21.66822717
2017-01-02T03:40:00Z,,70.98087333,21.65604074
2017-01-02T03:45:00Z,,70.96240444,21.64578025
2017-01-02T03:50:00Z,,70.93678936,21.63154964
2017-01-02T03:55:00Z,,70.91451889,21.61917716
2017-01-02T04:00:00Z,,70.89932381,21.61073545
2017-01-02T04:05:00Z,,70.86952403,21.59418002
2017-01-02T04:10:00Z,,70.84011556,21.57784198
2017-01-02T04:15:00Z,,70.81164559,21.56202533
2017-01-02T04:20:00Z,,70.80364,21.55757778
2017-01-02T04:25:00Z,,70.77355222,21.54086235
2017-01-02T04:30:00Z,,70.74696944,21.52609414
2017-01-02T04:35:00Z,,70.74118449,21.52288027
2017-01-02T04:40:00Z,,70.72170894,21.51206052
2017-01-02T04:45:00Z,,70.70117439,21.50065244
2017-01-02T04:50:00Z,,70.68302826,21.49057125
2017-01-02T04:55:00Z,,70.67050987,21.48361659
2017-01-02T05:00:00Z,,70.64877721,21.4715429
2017-01-02T05:05:00Z,,70.62759556,21.45977531
2017-01-02T05:10:00Z,,70.61118599,21.45065888
2017-01-02T05:15:00Z,,70.58455726,21.43586514
2017-01-02T05:20:00Z,,70.59559617,21.44199787
2017-01-02T05:25:00Z,,70.59478333,21.4415463
2017-01-02T05:30:00Z,,70.57984509,21.43324727
2017-01-02T05:35:00Z,,70.56434444,21.4246358
2017-01-02T05:40:00Z,,70.56207319,21.42337399
2017-01-02T05:45:00Z,,70.55296828,21.41831571
2017-01-02T05:50:00Z,,70.5429139,21.41272994
2017-01-02T05:55:00Z,,70.5384784,21.41026578
2017-01-02T06:00:00Z,,70.51372884,21.39651602
2017-01-02T06:05:00Z,,70.49212333,21.38451296
2017-01-02T06:10:00Z,,70.49304956,21.38502753
2017-01-02T06:15:00Z,,70.48914889,21.38286049
2017-01-02T06:20:00Z,,70.5,21.38888889
2017-01-02T06:25:00Z,,70.50424321,21.39124623
2017-01-02T06:30:00Z,,70.50343571,21.39079762
2017-01-02T06:35:00Z,,70.50423614,21.3912423
2017-01-02T06:40:00Z,,70.47098556,21.37276975
2017-01-02T06:45:00Z,,70.45161713,21.36200952
2017-01-02T06:50:00Z,,70.45570556,21.36428086
2017-01-02T06:55:00Z,,70.40308877,21.33504931
2017-01-02T07:00:00Z,,70.37783044,21.32101691
2017-01-02T07:05:00Z,,70.33692882,21.29829379
2017-01-02T07:10:00Z,,70.31070842,21.2837269
2017-01-02T07:15:00Z,,70.28485391,21.26936328
2017-01-02T07:20:00Z,,70.28161359,21.2675631
2017-01-02T07:25:00Z,,70.28675606,21.27042003
2017-01-02T07:30:00Z,,70.28793057,21.27107254
2017-01-02T07:35:00Z,,70.28530824,21.26961569
2017-01-02T07:40:00Z,,70.28145168,21.26747315
2017-01-02T07:45:00Z,,70.26954957,21.26086087
2017-01-02T07:50:00Z,,70.25047222,21.25026235
2017-01-02T07:55:00Z,,70.26228,21.25682222
2017-01-02T08:00:00Z,,70.26488957,21.25827198
2017-01-02T08:05:00Z,,70.24367781,21.24648767
2017-01-02T08:10:00Z,,70.24503614,21.2472423
2017-01-02T08:15:00Z,,70.24134043,21.24518913
2017-01-02T08:20:00Z,,70.23167659,21.23982033
2017-01-02T08:25:00Z,,70.2130323,21.22946239
2017-01-02T08:30:00Z,,70.19940316,21.22189064
2017-01-02T08:35:00Z,,70.18198774,21.21221541
2017-01-02T08:40:00Z,,70.18548277,21.21415709
2017-01-02T08:45:00Z,,70.18875347,21.21597415
2017-01-02T08:50:00Z,,70.17955313,21.21086285
2017-01-02T08:55:00Z,,70.19596444,21.21998025
2017-01-02T09:00:00Z,,70.18815333,21.21564074
2017-01-02T09:05:00Z,,70.17186068,21.20658927
2017-01-02T09:10:00Z,,70.15129778,21.19516543
2017-01-02T09:15:00Z,,70.1476389,21.19313272
2017-01-02T09:20:00Z,,70.16464556,21.20258086
2017-01-02T09:25:00Z,,70.16255732,21.20142073
2017-01-02T09:30:00Z,,70.16123158,21.20068421
2017-01-02T09:35:00Z,,70.17608828,21.20893793
2017-01-02T09:40:00Z,,70.17724608,21.20958115
2017-01-02T09:45:00Z,,70.19133222,21.21740679
2017-01-02T09:50:00Z,,70.18242778,21.21245988
2017-01-02T09:55:00Z,,70.18716778,21.21509321
2017-01-02T10:00:00Z,,70.18031444,21.2112858
2017-01-02T10:05:00Z,,70.17940444,21.21078025
2017-01-02T10:10:00Z,,70.18293993,21.21274441
2017-01-02T10:15:00Z,,70.17205736,21.20669853
2017-01-02T10:20:00Z,,70.16962507,21.20534726
2017-01-02T10:25:00Z,,70.19922934,21.22179408
2017-01-02T10:30:00Z,,70.19175556,21.21764198
2017-01-02T10:35:00Z,,70.17912222,21.21062346
2017-01-02T10:40:00Z,,70.18753222,21.21529568
2017-01-02T10:45:00Z,,70.19115333,21.21730741
2017-01-02T10:50:00Z,,70.18393934,21.21329964
2017-01-02T10:55:00Z,,70.17239512,21.20688618
2017-01-02T11:00:00Z,,70.17980157,21.21100087
2017-01-02T11:05:00Z,,70.19041957,21.21689976
2017-01-02T11:10:00Z,,70.18714891,21.21508273
2017-01-02T11:15:00Z,,70.18580556,21.21433642
2017-01-02T11:20:00Z,,70.19334401,21.21852445
2017-01-02T11:25:00Z,,70.20722111,21.22623395
2017-01-02T11:30:00Z,,70.21817889,21.2323216
2017-01-02T11:35:00Z,,70.22573508,21.23651949
2017-01-02T11:40:00Z,,70.22573333,21.23651852
2017-01-02T11:45:00Z,,70.22662601,21.23701445
2017-01-02T11:50:00Z,,70.23507554,21.24170864
2017-01-02T11:55:00Z,,70.24440444,21.24689136
2017-01-02T12:00:00Z,,70.25263222,21.25146235
2017-01-02T12:05:00Z,,70.25734104,21.25407836
2017-01-02T12:10:00Z,,70.31337,21.28520556
2017-01-02T12:15:00Z,,70.37172333,21.31762407
2017-01-02T12:20:00Z,,70.46240464,21.36800258
2017-01-02T12:25:00Z,,70.56450823,21.4247268
2017-01-02T12:30:00Z,,70.70315386,21.50175214
2017-01-02T12:35:00Z,,70.85293284,21.58496269
2017-01-02T12:40:00Z,,71.0105348,21.67251933
2017-01-02T12:45:00Z,,71.18840119,21.77133399
2017-01-02T12:50:00Z,,71.39068843,21.8837158
2017-01-02T12:55:00Z,,71.58131448,21.98961915
2017-01-02T13:00:00Z,,71.77109941,22.09505523
2017-01-02T13:05:00Z,,71.94743556,22.19301975
2017-01-02T13:10:00Z,,72.10863224,22.28257347
2017-01-02T13:15:00Z,,72.24423383,22.35790769
2017-01-02T13:20:00Z,,72.39148396,22.43971331
2017-01-02T13:25:00Z,,72.54493451,22.52496362
2017-01-02T13:30:00Z,,72.69357449,22.60754138
2017-01-02T13:35:00Z,,72.8322167,22.68456483
2017-01-02T13:40:00Z,,72.96213388,22.75674104
2017-01-02T13:45:00Z,,73.10041603,22.83356446
2017-01-02T13:50:00Z,,73.22518556,22.90288086
2017-01-02T13:55:00Z,,73.33396156,22.96331198
2017-01-02T14:00:00Z,,73.39821336,22.99900742
2017-01-02T14:05:00Z,,73.45499381,23.03055212
2017-01-02T14:10:00Z,,73.48372219,23.04651233
2017-01-02T14:15:00Z,,73.48212662,23.0456259
2017-01-02T14:20:00Z,,73.47130879,23.03961599
2017-01-02T14:25:00Z,,73.45348556,23.0297142
2017-01-02T14:30:00Z,,73.41711276,23.00950709
2017-01-02T14:35:00Z,,73.37965333,22.9886963
2017-01-02T14:40:00Z,,73.31470671,22.95261484
2017-01-02T14:45:00Z,,73.26226389,22.92347994
2017-01-02T14:50:00Z,,73.19288376,22.88493542
2017-01-02T14:55:00Z,,73.12606114,22.84781175
2017-01-02T15:00:00Z,,73.04467496,22.8025972
2017-01-02T15:05:00Z,,72.99458222,22.7747679
2017-01-02T15:10:00Z,,72.94590281,22.74772378
2017-01-02T15:15:00Z,,72.90081003,22.72267224
2017-01-02T15:20:00Z,,72.8579971,22.69888728
2017-01-02T15:25:00Z,,72.84958729,22.69421516
2017-01-02T15:30:00Z,,72.83212224,22.68451236
2017-01-02T15:35:00Z,,72.80614333,22.67007963
2017-01-02T15:40:00Z,,72.78604778,22.65891543
2017-01-02T15:45:00Z,,72.74807162,22.63781757
2017-01-02T15:50:00Z,,72.74882556,22.63823642
2017-01-02T15:55:00Z,,72.79467773,22.66370985
2017-01-02T16:00:00Z,,72.90591949,22.72551083
2017-01-02T16:05:00Z,,73.00937787,22.7829877
2017-01-02T16:10:00Z,,73.09419607,22.83010893
2017-01-02T16:15:00Z,,73.17093271,22.8727404
2017-01-02T16:20:00Z,,73.20954556,22.89419198
2017-01-02T16:25:00Z,,73.22762511,22.90423617
2017-01-02T16:30:00Z,,73.24237277,22.91242931
2017-01-02T16:35:00Z,,73.25154998,22.91752777
2017-01-02T16:40:00Z,,73.24201889,22.91223272
2017-01-02T16:45:00Z,,73.22303943,22.90168857
2017-01-02T16:50:00Z,,73.19262667,22.88479259
2017-01-02T16:55:00Z,,73.15850908,22.86583838
2017-01-02T17:00:00Z,,73.11343556,22.84079753
2017-01-02T17:05:00Z,,73.06531232,22.8140624
2017-01-02T17:10:00Z,,73.04642066,22.80356703
2017-01-02T17:15:00Z,,73.02036889,22.78909383
2017-01-02T17:20:00Z,,73.0007094,22.77817189
2017-01-02T17:25:00Z,,72.99361554,22.77423086
2017-01-02T17:30:00Z,,73.00283053,22.7793503
2017-01-02T17:35:00Z,,72.97772448,22.76540249
2017-01-02T17:40:00Z,,72.98192946,22.76773859
2017-01-02T17:45:00Z,,72.98897898,22.77165499
2017-01-02T17:50:00Z,,72.98851006,22.77139448
2017-01-02T17:55:00Z,,72.97799847,22.7655547
2017-01-02T18:00:00Z,,72.95905556,22.75503086
2017-01-02T18:05:00Z,,72.947305,22.74850278
2017-01-02T18:10:00Z,,72.94543889,22.74746605
2017-01-02T18:15:00Z,,72.9101821,22.72787894
2017-01-02T18:20:00Z,,72.89251173,22.71806207
2017-01-02T18:25:00Z,,72.89489658,22.71938699
2017-01-02T18:30:00Z,,72.89171821,22.71762123
2017-01-02T18:35:00Z,,72.87461938,22.70812188
2017-01-02T18:40:00Z,,72.88572111,22.71428951
2017-01-02T18:45:00Z,,72.85628111,22.69793395
2017-01-02T18:50:00Z,,72.85022273,22.69456819
2017-01-02T18:55:00Z,,72.83824842,22.68791579
2017-01-02T19:00:00Z,,72.82242599,22.67912555
2017-01-02T19:05:00Z,,72.81629284,22.67571825
2017-01-02T19:10:00Z,,72.82717788,22.68176549
2017-01-02T19:15:00Z,,72.81994264,22.67774591
2017-01-02T19:20:00Z,,72.82283667,22.6793537
2017-01-02T19:25:00Z,,72.83274444,22.68485802
2017-01-02T19:30:00Z,,72.83105222,22.6839179
2017-01-02T19:35:00Z,,72.84211544,22.69006414
2017-01-02T19:40:00Z,,72.85042731,22.69468184
2017-01-02T19:45:00Z,,72.86249778,22.70138765
2017-01-02T19:50:00Z,,72.85841717,22.69912065
2017-01-02T19:55:00Z,,72.86875111,22.70486173
2017-01-02T20:00:00Z,,72.89434444,22.71908025
2017-01-02T20:05:00Z,,72.88712609,22.71507005
2017-01-02T20:10:00Z,,72.88317,22.71287222
2017-01-02T20:15:00Z,,72.87571779,22.7087321
2017-01-02T20:20:00Z,,72.88845333,22.71580741
2017-01-02T20:25:00Z,,72.87961394,22.71089664
2017-01-02T20:30:00Z,,72.88717711,22.7150984
2017-01-02T20:35:00Z,,72.87199939,22.70666633
2017-01-02T20:40:00Z,,72.88710889,22.71506049
2017-01-02T20:45:00Z,,72.87594889,22.70886049
2017-01-02T20:50:00Z,,72.87686156,22.70936753
2017-01-02T20:55:00Z,,72.85563778,22.69757654
2017-01-02T21:00:00Z,,72.85472438,22.6970691
2017-01-02T21:05:00Z,,72.83451444,22.68584136
2017-01-02T21:10:00Z,,72.82278556,22.67932531
2017-01-02T21:15:00Z,,72.80676213,22.67042341
2017-01-02T21:20:00Z,,72.80242667,22.66801481
2017-01-02T21:25:00Z,,72.79544934,22.66413852
2017-01-02T21:30:00Z,,72.80553789,22.66974327
2017-01-02T21:35:00Z,,72.79710211,22.66505673
2017-01-02T21:40:00Z,,72.79554154,22.66418975
2017-01-02T21:45:00Z,,72.7817162,22.656509
2017-01-02T21:50:00Z,,72.77130832,22.65072685
2017-01-02T21:55:00Z,,72.78110444,22.65616914
2017-01-02T22:00:00Z,,72.78880222,22.66044568
2017-01-02T22:05:00Z,,72.78450447,22.65805804
2017-01-02T22:10:00Z,,72.79759612,22.66533118
2017-01-02T22:15:00Z,,72.79371397,22.66317443
2017-01-02T22:20:00Z,,72.79456769,22.66364872
2017-01-02T22:25:00Z,,72.79423333,22.66346296
2017-01-02T22:30:00Z,,72.80294043,22.66830024
2017-01-02T22:35:00Z,,72.80107511,22.66726395
2017-01-02T22:40:00Z,,72.782676,22.65704222
