,F,C,sim results
2017-02-22T06:45:00Z,73.148,22.86,
2017-02-22T06:50:00Z,73.16164,22.86757778,
2017-02-22T06:55:00Z,73.184,22.88,
2017-02-22T07:00:00Z,73.184,22.88,
2017-02-22T07:05:00Z,73.16772,22.87095556,
2017-02-22T07:10:00Z,73.184,22.88,
2017-02-22T07:15:00Z,73.256,22.92,
2017-02-22T07:20:00Z,73.256,22.92,
2017-02-22T07:25:00Z,73.256,22.92,
2017-02-22T07:30:00Z,73.2635,22.92416667,
2017-02-22T07:35:00Z,73.2494049,22.91633606,
2017-02-22T07:40:00Z,73.1920242,22.88445789,
2017-02-22T07:45:00Z,73.13506,22.85281111,
2017-02-22T07:50:00Z,73.148,22.86,
2017-02-22T07:55:00Z,73.13,22.85,
2017-02-22T08:00:00Z,73.03838,22.7991,
2017-02-22T08:05:00Z,73.004,22.78,
2017-02-22T08:10:00Z,72.968,22.76,
2017-02-22T08:15:00Z,72.968,22.76,
2017-02-22T08:20:00Z,72.95991,22.75550556,
2017-02-22T08:25:00Z,72.8965759,22.72031994,
2017-02-22T08:30:00Z,72.9307556,22.73930867,
2017-02-22T08:35:00Z,72.8823853,22.71243628,
2017-02-22T08:40:00Z,72.781456,22.65636444,
2017-02-22T08:45:00Z,72.76946,22.6497,
2017-02-22T08:50:00Z,72.7515945,22.63977472,
2017-02-22T08:55:00Z,72.72152,22.62306667,
2017-02-22T09:00:00Z,72.7211456,22.62285867,
2017-02-22T09:05:00Z,72.68253,22.60140556,
2017-02-22T09:10:00Z,72.71296,22.61831111,
2017-02-22T09:15:00Z,72.644,22.58,
2017-02-22T09:20:00Z,72.644,22.58,
2017-02-22T09:25:00Z,72.6038361,22.55768672,
2017-02-22T09:30:00Z,72.5522842,22.52904678,
2017-02-22T09:35:00Z,72.536,22.52,
2017-02-22T09:40:00Z,72.536,22.52,
2017-02-22T09:45:00Z,72.536,22.52,
2017-02-22T09:50:00Z,72.4659348,22.48107489,
2017-02-22T09:55:00Z,72.48064,22.48924444,
2017-02-22T10:00:00Z,72.4534149,22.47411939,
2017-02-22T10:05:00Z,72.428,22.46,
2017-02-22T10:10:00Z,72.428,22.46,
2017-02-22T10:15:00Z,72.428,22.46,
2017-02-22T10:20:00Z,72.42253,22.45696111,
2017-02-22T10:25:00Z,72.40849,22.44916111,
2017-02-22T10:30:00Z,72.32,22.4,
2017-02-22T10:35:00Z,72.29971,22.38872778,
2017-02-22T10:40:00Z,72.32,22.4,
2017-02-22T10:45:00Z,72.248,22.36,
2017-02-22T10:50:00Z,72.24365,22.35758333,
2017-02-22T10:55:00Z,72.2374344,22.35413022,
2017-02-22T11:00:00Z,72.21327,22.34070556,
2017-02-22T11:05:00Z,72.1679153,22.3155085,
2017-02-22T11:10:00Z,72.16672,22.31484444,
2017-02-22T11:15:00Z,72.104,22.28,
2017-02-22T11:20:00Z,72.104,22.28,
2017-02-22T11:25:00Z,72.068,22.26,
2017-02-22T11:30:00Z,72.0567,22.25372222,
2017-02-22T11:35:00Z,72.068,22.26,
2017-02-22T11:40:00Z,72.068,22.26,
2017-02-22T11:45:00Z,71.996,22.22,
2017-02-22T11:50:00Z,71.996,22.22,
2017-02-22T11:55:00Z,71.996,22.22,
2017-02-22T12:00:00Z,71.924,22.18,
2017-02-22T12:05:00Z,71.9816,22.212,
2017-02-22T12:10:00Z,71.924,22.18,
2017-02-22T12:15:00Z,71.924,22.18,
2017-02-22T12:20:00Z,71.924,22.18,
2017-02-22T12:25:00Z,71.852,22.14,
2017-02-22T12:30:00Z,71.82753,22.12640556,
2017-02-22T12:35:00Z,71.852,22.14,
2017-02-22T12:40:00Z,71.83926,22.13292222,
2017-02-22T12:45:00Z,71.83451,22.13028333,
2017-02-22T12:50:00Z,71.83716,22.13175556,
2017-02-22T12:55:00Z,71.8290939,22.12727439,
2017-02-22T13:00:00Z,71.804,22.11333333,
2017-02-22T13:05:00Z,71.79299,22.10721667,
2017-02-22T13:10:00Z,71.78,22.1,
2017-02-22T13:15:00Z,71.8075943,22.11533017,
2017-02-22T13:20:00Z,71.78,22.1,
2017-02-22T13:25:00Z,71.78,22.1,
2017-02-22T13:30:00Z,71.75201,22.08445,
2017-02-22T13:35:00Z,71.81371,22.11872778,
2017-02-22T13:40:00Z,71.78,22.1,
2017-02-22T13:45:00Z,71.78,22.1,
2017-02-22T13:50:00Z,71.81181,22.11767222,
2017-02-22T13:55:00Z,71.816,22.12,
2017-02-22T14:00:00Z,71.8246,22.12477778,
2017-02-22T14:05:00Z,71.852,22.14,
2017-02-22T14:10:00Z,71.852,22.14,
2017-02-22T14:15:00Z,71.8778839,22.15437994,
2017-02-22T14:20:00Z,71.90916,22.17175556,
2017-02-22T14:25:00Z,71.924,22.18,
2017-02-22T14:30:00Z,71.924,22.18,
2017-02-22T14:35:00Z,71.93,22.18333333,
2017-02-22T14:40:00Z,71.996,22.22,
2017-02-22T14:45:00Z,72.02101,22.23389444,
2017-02-22T14:50:00Z,72.0663452,22.25908067,
2017-02-22T14:55:00Z,72.068,22.26,
2017-02-22T15:00:00Z,72.146,22.30333333,
2017-02-22T15:05:00Z,72.20573,22.33651667,
2017-02-22T15:10:00Z,72.212,22.34,
2017-02-22T15:15:00Z,72.28442,22.38023333,
2017-02-22T15:20:00Z,72.3157349,22.3976305,
2017-02-22T15:25:00Z,72.392,22.44,
2017-02-22T15:30:00Z,72.464,22.48,
2017-02-22T15:35:00Z,72.51832,22.51017778,
2017-02-22T15:40:00Z,72.56601,22.53667222,
2017-02-22T15:45:00Z,72.68266,22.60147778,
2017-02-22T15:50:00Z,72.752,22.64,
2017-02-22T15:55:00Z,72.824,22.68,
2017-02-22T16:00:00Z,72.86,22.7,
2017-02-22T16:05:00Z,72.932,22.74,
2017-02-22T16:10:00Z,72.9932,22.774,
2017-02-22T16:15:00Z,73.069,22.81611111,
2017-02-22T16:20:00Z,73.148,22.86,
2017-02-22T16:25:00Z,73.17639,22.87577222,
2017-02-22T16:30:00Z,73.24302,22.91278889,
2017-02-22T16:35:00Z,73.328,22.96,
2017-02-22T16:40:00Z,73.388,22.99333333,
2017-02-22T16:45:00Z,73.41292,23.00717778,
2017-02-22T16:50:00Z,73.472,23.04,
2017-02-22T16:55:00Z,73.52462,23.06923333,
2017-02-22T17:00:00Z,73.62059,23.12255,
2017-02-22T17:05:00Z,73.63926,23.13292222,
2017-02-22T17:10:00Z,73.688,23.16,
2017-02-22T17:15:00Z,73.7528,23.196,
2017-02-22T17:20:00Z,73.84329,23.24627222,
2017-02-22T17:25:00Z,73.832,23.24,
2017-02-22T17:30:00Z,73.904,23.28,
2017-02-22T17:35:00Z,74.00649,23.33693889,
2017-02-22T17:40:00Z,74.0999451,23.38885839,
2017-02-22T17:45:00Z,74.156,23.42,
2017-02-22T17:50:00Z,74.228,23.46,
2017-02-22T17:55:00Z,74.30001,23.50000556,
2017-02-22T18:00:00Z,74.3701553,23.53897517,
2017-02-22T18:05:00Z,74.4739761,23.59665339,
2017-02-22T18:10:00Z,74.552,23.64,
2017-02-22T18:15:00Z,74.64661,23.69256111,
2017-02-22T18:20:00Z,74.72347,23.73526111,
2017-02-22T18:25:00Z,74.77761,23.76533889,
2017-02-22T18:30:00Z,74.8429947,23.80166372,
2017-02-22T18:35:00Z,74.8647461,23.81374783,
2017-02-22T18:40:00Z,74.91202,23.84001111,
2017-02-22T18:45:00Z,75.02,23.9,
2017-02-22T18:50:00Z,75.10398,23.94665556,
2017-02-22T18:55:00Z,75.19681,23.99822778,
2017-02-22T19:00:00Z,75.34401,24.08000556,
2017-02-22T19:05:00Z,75.44207,24.13448333,
2017-02-22T19:10:00Z,75.5165,24.17583333,
2017-02-22T19:15:00Z,75.63975,24.24430556,
2017-02-22T19:20:00Z,75.71264,24.2848,
2017-02-22T19:25:00Z,75.7788239,24.32156883,
2017-02-22T19:30:00Z,75.848,24.36,
2017-02-22T19:35:00Z,75.92,24.4,
2017-02-22T19:40:00Z,75.992,24.44,
2017-02-22T19:45:00Z,76.1180344,24.51001911,
2017-02-22T19:50:00Z,76.17083,24.53935,
2017-02-22T19:55:00Z,76.28,24.6,
2017-02-22T20:00:00Z,76.33394,24.62996667,
2017-02-22T20:05:00Z,76.388,24.66,
2017-02-22T20:10:00Z,76.46514,24.70285556,
2017-02-22T20:15:00Z,76.604,24.78,
2017-02-22T20:20:00Z,76.67599,24.81999444,
2017-02-22T20:25:00Z,76.72059,24.84477222,
2017-02-22T20:30:00Z,76.81095,24.89497222,
2017-02-22T20:35:00Z,76.856,24.92,
2017-02-22T20:40:00Z,76.9928,24.996,
2017-02-22T20:45:00Z,77.0324554,25.01803078,
2017-02-22T20:50:00Z,77.10457,25.05809444,
2017-02-22T20:55:00Z,77.20894,25.11607778,
2017-02-22T21:00:00Z,77.27772,25.15428889,
2017-02-22T21:05:00Z,77.324,25.18,
2017-02-22T21:10:00Z,77.396,25.22,
2017-02-22T21:15:00Z,77.49448,25.27471111,
2017-02-22T21:20:00Z,77.612,25.34,
2017-02-22T21:25:00Z,77.66835,25.37130556,
2017-02-22T21:30:00Z,77.756,25.42,
2017-02-22T21:35:00Z,77.79112,25.43951111,
2017-02-22T21:40:00Z,77.88362,25.4909,
2017-02-22T21:45:00Z,77.92616,25.51453333,
2017-02-22T21:50:00Z,77.98801,25.54889444,
2017-02-22T21:55:00Z,78.044,25.58,
2017-02-22T22:00:00Z,78.044,25.58,
2017-02-22T22:05:00Z,78.0729752,25.59609733,
2017-02-22T22:10:00Z,78.04737,25.58187222,
2017-02-22T22:15:00Z,78.08,25.6,
2017-02-22T22:20:00Z,78.008,25.56,
2017-02-22T22:25:00Z,78.008,25.56,
2017-02-22T22:30:00Z,77.9938049,25.55211383,
2017-02-22T22:35:00Z,78.008,25.56,
2017-02-22T22:40:00Z,77.9402847,25.52238039,
2017-02-22T22:45:00Z,77.94594,25.52552222,
2017-02-22T22:50:00Z,77.9,25.5,
2017-02-22T22:55:00Z,77.8334,25.463,
2017-02-22T23:00:00Z,77.9,25.5,
2017-02-22T23:05:00Z,77.828,25.46,
2017-02-22T23:10:00Z,77.828,25.46,
2017-02-22T23:15:00Z,77.756,25.42,
2017-02-22T23:20:00Z,77.684,25.38,
2017-02-22T23:25:00Z,77.684,25.38,
2017-02-22T23:30:00Z,77.5826645,25.3237025,
2017-02-22T23:35:00Z,77.612,25.34,
2017-02-22T23:40:00Z,77.504,25.28,
2017-02-22T23:45:00Z,77.504,25.28,
2017-02-22T23:50:00Z,77.4456558,25.24758656,
2017-02-22T23:55:00Z,77.45499,25.25277222,
2017-02-23T00:00:00Z,77.396,25.22,
2017-02-23T00:05:00Z,77.349,25.19388889,
2017-02-23T00:10:00Z,77.324,25.18,
2017-02-23T00:15:00Z,77.252,25.14,
2017-02-23T00:20:00Z,77.216,25.12,
2017-02-23T00:25:00Z,77.179985,25.09999167,
2017-02-23T00:30:00Z,77.14939,25.08299444,
2017-02-23T00:35:00Z,77.036,25.02,
2017-02-23T00:40:00Z,77.00297,25.00165,
2017-02-23T00:45:00Z,76.93959,24.96643889,
2017-02-23T00:50:00Z,76.91982,24.95545556,
2017-02-23T00:55:00Z,76.8467,24.91483333,
2017-02-23T01:00:00Z,76.784,24.88,
2017-02-23T01:05:00Z,76.70133,24.83407222,
2017-02-23T01:10:00Z,76.6400146,24.80000811,
2017-02-23T01:15:00Z,76.620224,24.78901333,
2017-02-23T01:20:00Z,76.604,24.78,
2017-02-23T01:25:00Z,76.56271,24.75706111,
2017-02-23T01:30:00Z,76.496,24.72,
2017-02-23T01:35:00Z,76.39545,24.66413889,
2017-02-23T01:40:00Z,76.388,24.66,
2017-02-23T01:45:00Z,76.28,24.6,
2017-02-23T01:50:00Z,76.2664642,24.59248011,
2017-02-23T01:55:00Z,76.2427444,24.57930244,
2017-02-23T02:00:00Z,76.172,24.54,
2017-02-23T02:05:00Z,76.172,24.54,
2017-02-23T02:10:00Z,76.08078,24.48932222,
2017-02-23T02:15:00Z,76.05079,24.47266111,
2017-02-23T02:20:00Z,75.99799,24.44332778,
2017-02-23T02:25:00Z,75.992,24.44,
2017-02-23T02:30:00Z,75.98001,24.43333889,
2017-02-23T02:35:00Z,75.88548,24.38082222,
2017-02-23T02:40:00Z,75.848,24.36,
2017-02-23T02:45:00Z,75.79836,24.33242222,
2017-02-23T02:50:00Z,75.76802,24.31556667,
2017-02-23T02:55:00Z,75.7354,24.29744444,
2017-02-23T03:00:00Z,75.704,24.28,
2017-02-23T03:05:00Z,75.632,24.24,
2017-02-23T03:10:00Z,75.64489,24.24716111,
2017-02-23T03:15:00Z,75.56765,24.20425,
2017-02-23T03:20:00Z,75.524,24.18,
2017-02-23T03:25:00Z,75.524,24.18,
2017-02-23T03:30:00Z,75.524,24.18,
2017-02-23T03:35:00Z,75.524,24.18,
2017-02-23T03:40:00Z,75.4424,24.13466667,
2017-02-23T03:45:00Z,75.39468,24.10815556,
2017-02-23T03:50:00Z,75.38,24.1,
2017-02-23T03:55:00Z,75.38,24.1,
2017-02-23T04:00:00Z,75.36349,24.09082778,
2017-02-23T04:05:00Z,75.28571,24.04761667,
2017-02-23T04:10:00Z,75.29,24.05,
2017-02-23T04:15:00Z,75.2073,24.00405556,
2017-02-23T04:20:00Z,75.164,23.98,
2017-02-23T04:25:00Z,75.092,23.94,
2017-02-23T04:30:00Z,75.0742645,23.93014694,
2017-02-23T04:35:00Z,75.092,23.94,
2017-02-23T04:40:00Z,75.02,23.9,
2017-02-23T04:45:00Z,74.93883,23.85490556,
2017-02-23T04:50:00Z,74.91527,23.84181667,
2017-02-23T04:55:00Z,74.876,23.82,
2017-02-23T05:00:00Z,74.804,23.78,
2017-02-23T05:05:00Z,74.796814,23.77600778,
2017-02-23T05:10:00Z,74.732,23.74,
2017-02-23T05:15:00Z,74.732,23.74,
2017-02-23T05:20:00Z,74.66,23.7,
2017-02-23T05:25:00Z,74.60213,23.66785,
2017-02-23T05:30:00Z,74.588,23.66,
2017-02-23T05:35:00Z,74.588,23.66,
2017-02-23T05:40:00Z,74.552,23.64,
2017-02-23T05:45:00Z,74.552,23.64,
2017-02-23T05:50:00Z,74.516,23.62,
2017-02-23T05:55:00Z,74.44969,23.58316111,
2017-02-23T06:00:00Z,74.37201,23.54000556,
2017-02-23T06:05:00Z,74.36896,23.53831111,
2017-02-23T06:10:00Z,74.33853,23.52140556,
2017-02-23T06:15:00Z,74.35763,23.53201667,
2017-02-23T06:20:00Z,74.28429,23.49127222,
2017-02-23T06:25:00Z,74.28046,23.48914444,
2017-02-23T06:30:00Z,74.29999,23.49999444,
2017-02-23T06:35:00Z,74.22582,23.45878889,
2017-02-23T06:40:00Z,74.17503,23.43057222,
2017-02-23T06:45:00Z,74.177,23.43166667,
2017-02-23T06:50:00Z,74.12,23.4,
2017-02-23T06:55:00Z,74.12,23.4,
2017-02-23T07:00:00Z,74.11498,23.39721111,
2017-02-23T07:05:00Z,74.048,23.36,
2017-02-23T07:10:00Z,74.04888,23.36048889,
2017-02-23T07:15:00Z,74.04798,23.35998889,
2017-02-23T07:20:00Z,74.048,23.36,
2017-02-23T07:25:00Z,74.048,23.36,
2017-02-23T07:30:00Z,74.05739,23.36521667,
2017-02-23T07:35:00Z,74.1080246,23.393347,
2017-02-23T07:40:00Z,74.12,23.4,
2017-02-23T07:45:00Z,74.12,23.4,
2017-02-23T07:50:00Z,74.12,23.4,
2017-02-23T07:55:00Z,74.114,23.39666667,
2017-02-23T08:00:00Z,74.09565,23.38647222,
2017-02-23T08:05:00Z,74.048,23.36,
2017-02-23T08:10:00Z,74.048,23.36,
2017-02-23T08:15:00Z,73.9447,23.30261111,
2017-02-23T08:20:00Z,73.904,23.28,
2017-02-23T08:25:00Z,73.904,23.28,
2017-02-23T08:30:00Z,73.84353,23.24640556,
2017-02-23T08:35:00Z,73.832,23.24,
2017-02-23T08:40:00Z,73.73717,23.18731667,
2017-02-23T08:45:00Z,73.7348,23.186,
2017-02-23T08:50:00Z,73.6987152,23.16595289,
2017-02-23T08:55:00Z,73.688,23.16,
2017-02-23T09:00:00Z,73.61601,23.12000556,
2017-02-23T09:05:00Z,73.616,23.12,
2017-02-23T09:10:00Z,73.58,23.1,
2017-02-23T09:15:00Z,73.5456543,23.08091906,
2017-02-23T09:20:00Z,73.4938354,23.05213078,
2017-02-23T09:25:00Z,73.472,23.04,
2017-02-23T09:30:00Z,73.472,23.04,
2017-02-23T09:35:00Z,73.4,23,
2017-02-23T09:40:00Z,73.36451,22.98028333,
2017-02-23T09:45:00Z,73.3748,22.986,
2017-02-23T09:50:00Z,73.328,22.96,
2017-02-23T09:55:00Z,73.328,22.96,
2017-02-23T10:00:00Z,73.29201,22.94000556,
2017-02-23T10:05:00Z,73.256,22.92,
2017-02-23T10:10:00Z,73.256,22.92,
2017-02-23T10:15:00Z,73.256,22.92,
2017-02-23T10:20:00Z,73.328,22.96,
2017-02-23T10:25:00Z,73.328,22.96,
2017-02-23T10:30:00Z,73.343,22.96833333,
2017-02-23T10:35:00Z,73.328,22.96,
2017-02-23T10:40:00Z,73.3583145,22.97684139,
2017-02-23T10:45:00Z,73.28642,22.9369,
2017-02-23T10:50:00Z,73.25601,22.92000556,
2017-02-23T10:55:00Z,73.256,22.92,
2017-02-23T11:00:00Z,73.184,22.88,
2017-02-23T11:05:00Z,73.17994,22.87774444,
2017-02-23T11:10:00Z,73.14952,22.86084444,
2017-02-23T11:15:00Z,73.148,22.86,
2017-02-23T11:20:00Z,73.148,22.86,
2017-02-23T11:25:00Z,73.2189,22.89938889,
2017-02-23T11:30:00Z,73.184,22.88,
2017-02-23T11:35:00Z,73.184,22.88,
2017-02-23T11:40:00Z,73.2496948,22.91649711,
2017-02-23T11:45:00Z,73.23142,22.90634444,
2017-02-23T11:50:00Z,73.18401,22.88000556,
2017-02-23T11:55:00Z,73.184,22.88,
2017-02-23T12:00:00Z,73.1759,22.8755,
2017-02-23T12:05:00Z,73.17953,22.87751667,
2017-02-23T12:10:00Z,73.112,22.84,
2017-02-23T12:15:00Z,73.112,22.84,
2017-02-23T12:20:00Z,73.04,22.8,
2017-02-23T12:25:00Z,73.01227,22.78459444,
2017-02-23T12:30:00Z,73.0071259,22.78173661,
2017-02-23T12:35:00Z,72.968,22.76,
2017-02-23T12:40:00Z,72.932,22.74,
2017-02-23T12:45:00Z,72.9206848,22.73371378,
2017-02-23T12:50:00Z,72.923,22.735,
2017-02-23T12:55:00Z,72.86,22.7,
2017-02-23T13:00:00Z,72.88824,22.71568889,
2017-02-23T13:05:00Z,72.83423,22.68568333,
2017-02-23T13:10:00Z,72.824,22.68,
2017-02-23T13:15:00Z,72.81866,22.67703333,
2017-02-23T13:20:00Z,72.788,22.66,
2017-02-23T13:25:00Z,72.788,22.66,
2017-02-23T13:30:00Z,72.78314,22.6573,
2017-02-23T13:35:00Z,72.752,22.64,
2017-02-23T13:40:00Z,72.7758255,22.65323639,
2017-02-23T13:45:00Z,72.82398,22.67998889,
2017-02-23T13:50:00Z,72.8058243,22.66990239,
2017-02-23T13:55:00Z,72.788,22.66,
2017-02-23T14:00:00Z,72.85999,22.69999444,
2017-02-23T14:05:00Z,72.79022,22.66123333,
2017-02-23T14:10:00Z,72.8528,22.696,
2017-02-23T14:15:00Z,72.884,22.71333333,
2017-02-23T14:20:00Z,72.896,22.72,
2017-02-23T14:25:00Z,72.91564,22.73091111,
2017-02-23T14:30:00Z,72.968,22.76,
2017-02-23T14:35:00Z,72.968,22.76,
2017-02-23T14:40:00Z,73.03625,22.79791667,
2017-02-23T14:45:00Z,73.04,22.8,
2017-02-23T14:50:00Z,73.04,22.8,
2017-02-23T14:55:00Z,73.04002,22.80001111,
2017-02-23T15:00:00Z,73.18816,22.88231111,
2017-02-23T15:05:00Z,73.20523,22.89179444,
2017-02-23T15:10:00Z,73.29201,22.94000556,
2017-02-23T15:15:00Z,73.42746,23.01525556,
2017-02-23T15:20:00Z,73.472,23.04,
2017-02-23T15:25:00Z,73.616,23.12,
2017-02-23T15:30:00Z,73.67936,23.1552,
2017-02-23T15:35:00Z,73.78534,23.21407778,
2017-02-23T15:40:00Z,73.87895,23.26608333,
2017-02-23T15:45:00Z,73.94,23.3,
2017-02-23T15:50:00Z,74.012,23.34,
2017-02-23T15:55:00Z,74.1307449,23.40596939,
2017-02-23T16:00:00Z,74.228,23.46,
2017-02-23T16:05:00Z,74.23857,23.46587222,
2017-02-23T16:10:00Z,74.34562,23.52534444,
2017-02-23T16:15:00Z,74.40799,23.55999444,
2017-02-23T16:20:00Z,74.4605,23.58916667,
2017-02-23T16:25:00Z,74.516,23.62,
2017-02-23T16:30:00Z,74.588,23.66,
2017-02-23T16:35:00Z,74.65668,23.69815556,
2017-02-23T16:40:00Z,74.7325745,23.74031917,
2017-02-23T16:45:00Z,74.76629,23.75905,
2017-02-23T16:50:00Z,74.804,23.78,
2017-02-23T16:55:00Z,74.948,23.86,
2017-02-23T17:00:00Z,75.02,23.9,
2017-02-23T17:05:00Z,75.12157,23.95642778,
2017-02-23T17:10:00Z,75.18383,23.99101667,
2017-02-23T17:15:00Z,75.236,24.02,
2017-02-23T17:20:00Z,75.32961,24.07200556,
2017-02-23T17:25:00Z,75.39768,24.10982222,
2017-02-23T17:30:00Z,75.452,24.14,
2017-02-23T17:35:00Z,75.5315247,24.18418039,
2017-02-23T17:40:00Z,75.596,24.22,
2017-02-23T17:45:00Z,75.62715,24.23730556,
2017-02-23T17:50:00Z,75.70401,24.28000556,
2017-02-23T17:55:00Z,75.75548,24.3086,
2017-02-23T18:00:00Z,75.7465439,24.3036355,
2017-02-23T18:05:00Z,75.848,24.36,
2017-02-23T18:10:00Z,75.85869,24.36593889,
2017-02-23T18:15:00Z,75.92,24.4,
2017-02-23T18:20:00Z,75.92,24.4,
2017-02-23T18:25:00Z,75.9865,24.43694444,
2017-02-23T18:30:00Z,75.92,24.4,
2017-02-23T18:35:00Z,75.8480148,24.36000822,
2017-02-23T18:40:00Z,75.92,24.4,
2017-02-23T18:45:00Z,75.92,24.4,
2017-02-23T18:50:00Z,75.992,24.44,
2017-02-23T18:55:00Z,75.95747,24.42081667,
2017-02-23T19:00:00Z,76.02609,24.45893889,
2017-02-23T19:05:00Z,76.0365448,24.46474711,
2017-02-23T19:10:00Z,76.064,24.48,
2017-02-23T19:15:00Z,76.13834,24.5213,
2017-02-23T19:20:00Z,76.19541,24.55300556,
2017-02-23T19:25:00Z,76.136,24.52,
2017-02-23T19:30:00Z,76.0787048,24.48816933,
2017-02-23T19:35:00Z,76.064,24.48,
2017-02-23T19:40:00Z,75.992,24.44,
2017-02-23T19:45:00Z,75.98097,24.43387222,
2017-02-23T19:50:00Z,75.9943161,24.44128672,
2017-02-23T19:55:00Z,76.04921,24.47178333,
2017-02-23T20:00:00Z,76.02801,24.46000556,
2017-02-23T20:05:00Z,76.064,24.48,
2017-02-23T20:10:00Z,76.064,24.48,
2017-02-23T20:15:00Z,76.064,24.48,
2017-02-23T20:20:00Z,76.136,24.52,
2017-02-23T20:25:00Z,76.136,24.52,
2017-02-23T20:30:00Z,76.208,24.56,
2017-02-23T20:35:00Z,76.208,24.56,
2017-02-23T20:40:00Z,76.2828445,24.60158028,
2017-02-23T20:45:00Z,76.34,24.63333333,
2017-02-23T20:50:00Z,76.3768158,24.65378656,
2017-02-23T20:55:00Z,76.424,24.68,
2017-02-23T21:00:00Z,76.424,24.68,
2017-02-23T21:05:00Z,76.48543,24.71412778,
2017-02-23T21:10:00Z,76.496,24.72,
2017-02-23T21:15:00Z,76.49601,24.72000556,
2017-02-23T21:20:00Z,76.532,24.74,
2017-02-23T21:25:00Z,76.604,24.78,
2017-02-23T21:30:00Z,76.604,24.78,
2017-02-23T21:35:00Z,76.6313553,24.79519739,
2017-02-23T21:40:00Z,76.65955,24.81086111,
2017-02-23T21:45:00Z,76.68333,24.82407222,
2017-02-23T21:50:00Z,76.676,24.82,
2017-02-23T21:55:00Z,76.676,24.82,
2017-02-23T22:00:00Z,76.712,24.84,
2017-02-23T22:05:00Z,76.712,24.84,
2017-02-23T22:10:00Z,76.712,24.84,
2017-02-23T22:15:00Z,76.6976,24.832,
2017-02-23T22:20:00Z,76.676,24.82,
2017-02-23T22:25:00Z,76.6736,24.81866667,
2017-02-23T22:30:00Z,76.6607,24.8115,
2017-02-23T22:35:00Z,76.676,24.82,
2017-02-23T22:40:00Z,76.6505661,24.80587006,
2017-02-23T22:45:00Z,76.604,24.78,
2017-02-23T22:50:00Z,76.6653442,24.81408011,
2017-02-23T22:55:00Z,76.58709,24.77060556,
2017-02-23T23:00:00Z,76.604,24.78,
2017-02-23T23:05:00Z,76.532,24.74,
2017-02-23T23:10:00Z,76.532,24.74,
2017-02-23T23:15:00Z,76.507225,24.72623611,
2017-02-23T23:20:00Z,76.496,24.72,
2017-02-23T23:25:00Z,76.4894562,24.71636456,
2017-02-23T23:30:00Z,76.424,24.68,
2017-02-23T23:35:00Z,76.40054,24.66696667,
2017-02-23T23:40:00Z,76.4599838,24.699991,
2017-02-23T23:45:00Z,76.36011,24.64450556,
2017-02-23T23:50:00Z,76.352,24.64,
2017-02-23T23:55:00Z,76.28,24.6,
2017-02-24T00:00:00Z,76.30829,24.61571667,
2017-02-24T00:05:00Z,76.25974,24.58874444,
2017-02-24T00:10:00Z,76.2622452,24.59013622,
2017-02-24T00:15:00Z,76.208,24.56,
2017-02-24T00:20:00Z,76.208,24.56,
2017-02-24T00:25:00Z,76.13602,24.52001111,
2017-02-24T00:30:00Z,76.136,24.52,
2017-02-24T00:35:00Z,76.0764847,24.48693594,
2017-02-24T00:40:00Z,76.064,24.48,
2017-02-24T00:45:00Z,76.064,24.48,
2017-02-24T00:50:00Z,76.04998,24.47221111,
2017-02-24T00:55:00Z,75.992,24.44,
2017-02-24T01:00:00Z,75.992,24.44,
2017-02-24T01:05:00Z,75.92,24.4,
2017-02-24T01:10:00Z,75.92,24.4,
2017-02-24T01:15:00Z,75.8642,24.369,
2017-02-24T01:20:00Z,75.848,24.36,
2017-02-24T01:25:00Z,75.82742,24.34856667,
2017-02-24T01:30:00Z,75.776,24.32,
2017-02-24T01:35:00Z,75.776,24.32,
2017-02-24T01:40:00Z,75.7325439,24.29585772,
2017-02-24T01:45:00Z,75.7283859,24.29354772,
2017-02-24T01:50:00Z,75.68979,24.27210556,
2017-02-24T01:55:00Z,75.63202,24.24001111,
2017-02-24T02:00:00Z,75.632,24.24,
2017-02-24T02:05:00Z,75.608,24.22666667,
2017-02-24T02:10:00Z,75.54631,24.19239444,
2017-02-24T02:15:00Z,75.55153,24.19529444,
2017-02-24T02:20:00Z,75.56,24.2,
2017-02-24T02:25:00Z,75.50133,24.16740556,
2017-02-24T02:30:00Z,75.4592056,24.14400311,
2017-02-24T02:35:00Z,75.45143,24.13968333,
2017-02-24T02:40:00Z,75.416,24.12,
2017-02-24T02:45:00Z,75.416,24.12,
2017-02-24T02:50:00Z,75.344,24.08,
2017-02-24T02:55:00Z,75.344,24.08,
2017-02-24T03:00:00Z,75.308,24.06,
2017-02-24T03:05:00Z,75.308,24.06,
2017-02-24T03:10:00Z,75.308,24.06,
2017-02-24T03:15:00Z,75.2,24,
2017-02-24T03:20:00Z,75.2,24,
2017-02-24T03:25:00Z,75.2,24,
2017-02-24T03:30:00Z,75.17396,23.98553333,
2017-02-24T03:35:00Z,75.18344,23.9908,
2017-02-24T03:40:00Z,75.144455,23.96914167,
2017-02-24T03:45:00Z,75.092,23.94,
2017-02-24T03:50:00Z,75.092,23.94,
2017-02-24T03:55:00Z,75.05599,23.91999444,
2017-02-24T04:00:00Z,75.02704,23.90391111,
2017-02-24T04:05:00Z,75.02,23.9,
2017-02-24T04:10:00Z,74.99917,23.88842778,
2017-02-24T04:15:00Z,74.948,23.86,
