# # iw north average temp C,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.206274519000000112e+01,9.286259103999999809e+01,7.188375678999999536e+02,4.849166667000000075e+01,-7.361111110000000401e-01,4.229717815250000257e+01,1.000000000000000000e+00
1.994854627000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.382500000000000284e+01,-2.379629630000000162e+00,3.668106068920000240e+01,1.000000000000000000e+00
2.427341978000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.361666667000000075e+01,1.455925925999999926e+01,2.381614394420000025e+01,0.000000000000000000e+00
2.243319749000000130e+01,1.467895546999999965e+02,4.178667615999999896e+01,8.444166667000000359e+01,1.015648148000000006e+01,3.140125120329999930e+01,1.000000000000000000e+00
2.172785524000000024e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.348333332999999357e+01,6.939351851999999710e+00,2.156221687580000079e+01,1.000000000000000000e+00
2.211292100000000005e+01,9.566227301000000693e+01,7.636917427000000202e+00,7.567499999999999716e+01,1.830879630000000091e+01,2.158899024420000146e+01,0.000000000000000000e+00
2.227804868999999854e+01,3.205415201000000280e+01,3.250749370000000082e-01,7.224166667000000075e+01,4.319447550000000136e-01,4.032502999919999809e+01,1.000000000000000000e+00
2.139057423999999941e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.030833332999999641e+01,-3.438888888999999782e+00,3.662403397580000330e+01,1.000000000000000000e+00
2.282105908999999855e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.035000000000000142e+01,-4.344907408000000082e+00,5.542709129669999868e+01,1.000000000000000000e+00
2.074432151999999974e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.086666667000000075e+01,-9.541666669999999684e-01,3.987807574079999995e+01,1.000000000000000000e+00
2.245612153000000077e+01,2.401367203000000075e+02,1.878780236000000059e+02,5.337500000000000000e+01,-1.133796296000000092e+00,3.605000567999999816e+01,1.000000000000000000e+00
2.269705005000000142e+01,7.143956805999999915e+01,8.033023666999999932e+02,5.254999999999999716e+01,4.426388889000000049e+00,3.479398417000000165e+01,1.000000000000000000e+00
2.241316946999999971e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.209166666999999507e+01,1.205324073999999968e+01,3.071281798080000058e+01,1.000000000000000000e+00
2.155433998000000173e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.812500000000000000e+01,2.414351851999999798e+00,3.593381615669999718e+01,1.000000000000000000e+00
2.435826400999999919e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.568333332999999641e+01,1.744166667000000004e+01,2.290989213079999942e+01,0.000000000000000000e+00
2.207167730000000105e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.516666666999999791e+01,1.472777778000000026e+01,2.237263099580000159e+01,0.000000000000000000e+00
1.912885580000000019e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.007500000000000284e+01,-1.038888889000000093e+00,4.431826615829999838e+01,1.000000000000000000e+00
2.290573812999999959e+01,1.824446877999999970e+02,2.594688188000000082e+02,6.865000000000000568e+01,-2.637962963000000105e+00,4.083604726920000161e+01,1.000000000000000000e+00
2.218968187999999842e+01,2.367078824000000026e+01,1.066115520000000094e+00,7.247499999999999432e+01,2.999999999999999889e-01,4.074936814920000216e+01,1.000000000000000000e+00
2.363840748999999875e+01,8.215280717999999638e+01,5.446761347999999998e+02,9.317499999999999716e+01,1.150416667000000004e+01,3.368826867580000339e+01,1.000000000000000000e+00
2.042912577999999968e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.588333332999999925e+01,-1.945370370000000015e+00,4.215786439749999914e+01,1.000000000000000000e+00
1.936143685000000048e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.367976249999999538e+01,2.015145106999999935e+00,2.863282703750000024e+01,1.000000000000000000e+00
2.165209738000000073e+01,1.757423760000000001e+00,1.081847582000000045e+02,4.912500000000000000e+01,-3.573148148000000024e+00,5.289660606329999837e+01,1.000000000000000000e+00
2.291137143999999992e+01,1.535971112000000005e+02,5.070069765000000075e+02,8.328333333000000493e+01,1.010879629999999985e+01,2.721230530080000065e+01,1.000000000000000000e+00
2.145500200000000035e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.476666667000000643e+01,-1.031944444999999932e+00,3.559055092580000235e+01,1.000000000000000000e+00
1.872154203999999922e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.635833333000000067e+01,-4.567592592999999646e+00,3.151571414749999889e+01,1.000000000000000000e+00
2.004977433000000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.155833333000000351e+01,-2.827314814999999815e+00,1.857415706080000106e+01,1.000000000000000000e+00
1.801939906999999863e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.552500000000000568e+01,-4.265277777999999742e+00,3.464298863500000181e+01,1.000000000000000000e+00
2.192869775999999860e+01,1.615424477999999908e+02,1.098430733000000004e+02,6.565000000000000568e+01,1.377129629999999949e+01,2.112771944500000032e+01,0.000000000000000000e+00
1.944610223999999832e+01,1.644723211999999890e+01,1.038964243999999981e+00,9.821666666999999507e+01,2.629629630000000162e+00,5.565748513919999851e+01,1.000000000000000000e+00
2.277735574000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.727500000000000568e+01,9.523611110999999241e+00,2.876867709249999905e+01,1.000000000000000000e+00
2.119642238000000134e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.175000000000000000e+01,1.824074074000000101e+00,3.692718911419999728e+01,1.000000000000000000e+00
1.926225003000000058e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.508333333000000209e+01,-3.774074074000000056e+00,2.947296316750000145e+01,1.000000000000000000e+00
2.286612165000000019e+01,1.985829673000000071e+02,1.707423943000000008e+02,5.454999999999999716e+01,1.136898148000000042e+01,2.160006355499999842e+01,5.833333333000000342e-01
2.077025459000000041e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.304999999999999716e+01,-2.299999999999999822e+00,3.960940402920000025e+01,1.000000000000000000e+00
2.005272245000000098e+01,1.228910065000000031e+02,3.655083871000000073e+01,7.131666667000000359e+01,-5.111111110999999596e+00,5.660001814750000193e+01,1.000000000000000000e+00
2.138863557999999898e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.025833332999999925e+01,6.036111111000000307e+00,3.059755111580000175e+01,1.000000000000000000e+00
1.966268197000000129e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.620000000000000284e+01,4.435185184999999919e+00,2.816438721829999992e+01,1.000000000000000000e+00
2.283766302000000081e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.206666666999999649e+01,1.246064815000000081e+01,2.222694745500000124e+01,1.000000000000000000e+00
2.200240086999999889e+01,6.435539393999999902e+01,2.523392657000000128e+01,6.456666667000000359e+01,1.352407408000000011e+01,2.112920950000000175e+01,0.000000000000000000e+00
1.878690998000000079e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.689166667000000643e+01,-1.239814815000000081e+01,4.973288310169999704e+01,1.000000000000000000e+00
2.324630881999999943e+01,1.663290196000000094e+02,3.466395304999999780e+02,7.053333333000000493e+01,1.160879629999999985e+01,3.145926251330000056e+01,1.000000000000000000e+00
1.826126938000000166e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.243333333000000351e+01,-5.926851852000000420e+00,3.566401111999999785e+01,1.000000000000000000e+00
2.333647566000000140e+01,1.333310467999999958e+02,8.128486431000000323e+01,9.527500000000000568e+01,1.311203704000000059e+01,3.074737665330000169e+01,1.000000000000000000e+00
2.255657622000000018e+01,3.367842866000000157e+01,1.360873555999999951e+01,9.715000000000000568e+01,3.203240741000000114e+00,5.983921736079999931e+01,1.000000000000000000e+00
2.280748226000000045e+01,8.379180249999999219e+00,1.176373834999999923e+00,7.819166667000000359e+01,2.259722222000000169e+00,3.926326828669999713e+01,1.000000000000000000e+00
2.280298385000000039e+01,8.714849443999999323e+01,2.048172253999999803e+00,6.705833332999999641e+01,2.589351852000000065e+00,3.926455032500000186e+01,1.000000000000000000e+00
2.156601732000000027e+01,9.039355529999999472e-01,8.988977270000000352e-01,9.784999999999999432e+01,2.958333333000000120e+00,5.893149643419999961e+01,1.000000000000000000e+00
2.259709477999999905e+01,1.361271045000000015e+02,1.171805509000000001e+01,7.257500000000000284e+01,-5.321296295999999870e+00,5.476096574000000317e+01,1.000000000000000000e+00
2.090009218000000146e+01,4.435362176000000289e+01,6.302613681000000270e+02,7.515000000000000568e+01,-8.248148148000000290e+00,6.653539388750000683e+01,1.000000000000000000e+00
2.332707502999999960e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.968333332999999641e+01,1.529259258999999993e+01,2.400671551829999828e+01,0.000000000000000000e+00
2.262359057000000107e+01,5.836708335000000147e+01,4.518292950000000197e-01,9.267499999999999716e+01,6.301388889000000049e+00,4.320471156079999986e+01,1.000000000000000000e+00
2.293858660000000071e+01,1.027308569000000062e+02,3.215482352000000077e+01,7.519166667000000359e+01,1.518518520000000094e-01,4.426645680499999713e+01,1.000000000000000000e+00
2.253991600000000162e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.165833333000000493e+01,1.024907407000000070e+01,2.992727571749999882e+01,1.000000000000000000e+00
2.180289232000000155e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.689999999999999858e+01,2.954166666999999968e+00,2.988046389830000038e+01,1.000000000000000000e+00
1.884214921999999959e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.245833333000000209e+01,-1.121898148000000006e+01,5.021330328669999687e+01,1.000000000000000000e+00
2.681617917000000162e+01,2.177837896999999998e+02,1.438999343000000124e+02,5.238333332999999925e+01,2.325833332999999925e+01,2.504338613419999859e+01,0.000000000000000000e+00
2.289139987000000076e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.230833332999999641e+01,1.093518519000000078e+00,3.968659113830000251e+01,1.000000000000000000e+00
2.266588198999999904e+01,9.057513640999999893e+00,2.482003914999999949e+00,9.761666667000000075e+01,8.403240740999999403e+00,3.441691861999999702e+01,1.000000000000000000e+00
2.123254651999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.815000000000000568e+01,-1.019907407999999904e+00,3.715738393080000179e+01,1.000000000000000000e+00
2.066753777999999997e+01,7.624646948000000179e+01,4.628633540000000046e-01,9.884999999999999432e+01,3.812962962999999927e+00,3.713527578749999947e+01,1.000000000000000000e+00
2.082595936999999964e+01,8.970717274000000430e+01,5.959822401999999784e+02,4.841666666999999791e+01,-2.489351851999999976e+00,3.407449152579999918e+01,1.000000000000000000e+00
2.257391177999999954e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.153333332999999783e+01,8.762499999999999289e+00,2.170093156420000113e+01,1.000000000000000000e+00
2.286518659000000042e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.004999999999999716e+01,-5.337037036999999984e+00,5.427104893500000315e+01,1.000000000000000000e+00
2.147125288999999881e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.939166667000000643e+01,6.288888888999999871e+00,3.028478194579999894e+01,1.000000000000000000e+00
2.119668357999999841e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.689166667000000643e+01,3.075925926000000032e+00,3.773189273669999722e+01,1.000000000000000000e+00
2.277440329999999946e+01,2.136436385000000087e+02,1.008804810999999972e+02,4.548333333000000067e+01,5.292592593000000178e+00,2.537073869920000035e+01,1.000000000000000000e+00
2.220123802999999896e+01,3.753807704999999828e+01,4.217243899999999907e-02,9.183333333000000209e+01,1.290277777999999920e+01,2.281367916579999999e+01,0.000000000000000000e+00
1.918660150999999914e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.237500000000000000e+01,1.241666667000000057e+00,2.899647242169999828e+01,1.000000000000000000e+00
1.967144272000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.773333333000000067e+01,6.262500000000000178e+00,2.743490344079999943e+01,1.000000000000000000e+00
2.180703747000000092e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.373333332999999357e+01,7.960648147999999757e+00,2.277613358329999826e+01,0.000000000000000000e+00
2.276826044999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.279999999999999716e+01,1.034722222000000080e+01,4.029869295830000198e+01,1.000000000000000000e+00
2.211797500999999855e+01,2.471091634999999940e+02,2.060655087000000094e+02,6.387500000000000000e+01,3.222222220000000026e-01,3.719658305080000105e+01,1.000000000000000000e+00
2.055786606999999933e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.848333332999999357e+01,9.205555556000000195e+00,1.957331500920000167e+01,1.000000000000000000e+00
2.459494779999999992e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.829999999999999716e+01,1.525462963000000016e+01,2.426340367250000085e+01,0.000000000000000000e+00
2.120114912000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.724166667000000075e+01,1.325925926000000032e+00,3.763076473579999970e+01,1.000000000000000000e+00
1.998743715000000165e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.474166667000000075e+01,-6.042129629999999807e+00,4.282970375000000018e+01,1.000000000000000000e+00
2.044106637999999876e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.409999999999999432e+01,1.137824074000000074e+01,1.975492938920000086e+01,1.000000000000000000e+00
2.153783930999999896e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.842499999999999716e+01,2.368055555000000201e+00,3.607994280580000179e+01,1.000000000000000000e+00
2.345585201000000097e+01,2.558235644000000093e+02,2.312462821000000019e+02,4.569166666999999649e+01,1.608842592999999965e+01,2.307469383999999835e+01,8.333333330000000649e-02
2.153723297000000159e+01,6.961176098000000145e+00,1.443381492000000099e+00,8.175000000000000000e+01,7.810185184999999919e+00,2.253618610999999916e+01,0.000000000000000000e+00
2.283412296999999924e+01,1.392590275999999960e+02,6.199348624000000285e+01,6.638333332999999925e+01,-5.376851851999999710e+00,5.426037888919999830e+01,1.000000000000000000e+00
2.232113066000000146e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.104166666999999791e+01,1.080787036999999984e+01,3.090927404580000015e+01,1.000000000000000000e+00
1.859072328999999968e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.900833332999999925e+01,-8.187037036999999629e+00,3.223048521169999958e+01,1.000000000000000000e+00
2.115727336000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.078333333000000493e+01,-3.384259258999999798e+00,3.774318037079999755e+01,1.000000000000000000e+00
2.274297818000000149e+01,5.966131349999999856e+01,6.015050519999999779e+02,5.454166666999999791e+01,-8.486111110999999596e+00,5.956598972249999946e+01,1.000000000000000000e+00
1.904844105000000098e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.402499999999999858e+01,-3.516203704000000041e+00,3.097657774920000051e+01,1.000000000000000000e+00
2.336178771999999881e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.194166666999999649e+01,1.368611111000000058e+01,2.390464842169999926e+01,0.000000000000000000e+00
2.013125172000000163e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.837500000000000000e+01,3.965740740999999847e+00,2.136253188999999963e+01,1.000000000000000000e+00
2.098770650000000160e+01,2.207708241999999998e+01,3.865683478999999867e+00,8.470833333000000209e+01,-1.300925925999999899e+00,6.273618916579999905e+01,1.000000000000000000e+00
2.159251692999999861e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.421666666999999507e+01,1.333796296000000048e+00,2.907493922580000145e+01,1.000000000000000000e+00
2.050158762999999951e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.471666667000000217e+01,3.653703704000000219e+00,3.523155813500000022e+01,1.000000000000000000e+00
2.414382525999999984e+01,3.339158051000000000e+02,2.470655658999999957e+02,6.081666666999999649e+01,1.881620369999999909e+01,2.452255833250000094e+01,0.000000000000000000e+00
2.230133852999999888e+01,2.456932723999999979e+01,1.494318553000000049e+00,9.867499999999999716e+01,1.063009259000000029e+01,3.242569954580000058e+01,1.000000000000000000e+00
2.303946089000000086e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.194166666999999649e+01,1.061990740999999971e+01,2.190098823170000131e+01,1.000000000000000000e+00
2.171899871000000104e+01,1.425295858000000067e+02,4.187119805999999755e+01,6.997499999999999432e+01,1.792592592999999823e+01,2.166643818500000052e+01,0.000000000000000000e+00
2.076546021000000053e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.149166667000000075e+01,-1.375462962999999927e+00,3.974407893419999738e+01,1.000000000000000000e+00
2.339451432999999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.156666547000000378e+01,1.302638913999999914e+01,2.397191574169999839e+01,0.000000000000000000e+00
2.221430077999999853e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.446666666999999507e+01,-2.106944443999999805e+00,5.009840328669999820e+01,1.000000000000000000e+00
2.088329743999999977e+01,1.253773790999999989e+02,8.483261691000000155e+02,3.094999999999999929e+01,3.225925925999999944e+00,2.177254911169999829e+01,1.000000000000000000e+00
2.245075642999999843e+01,1.235601697999999971e+02,1.765788394999999866e+02,6.554166666999999791e+01,1.036111110999999951e+01,3.870538661999999874e+01,1.000000000000000000e+00
2.255393162000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.121666666999999507e+01,8.006481480999999789e+00,2.171032731500000068e+01,0.000000000000000000e+00
2.576516214999999832e+01,6.904493137999999419e+01,2.660563025999999809e+02,5.100833332999999925e+01,2.295879629999999949e+01,2.249938060579999899e+01,0.000000000000000000e+00
2.333292137000000110e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.316666666999999791e+01,1.064074074000000003e+01,2.226044951329999932e+01,1.000000000000000000e+00
1.978626180999999917e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.001666666999999933e+01,2.218055555999999928e+00,2.008071060170000166e+01,1.000000000000000000e+00
2.072179754000000074e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.704999999999999716e+01,1.088749999999999929e+01,2.008544669999999854e+01,1.000000000000000000e+00
2.420260462999999973e+01,2.705170635000000061e+02,2.888287306999999942e+02,6.335000000000000142e+01,1.813657407000000177e+01,2.454196751830000167e+01,0.000000000000000000e+00
1.875596774999999994e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.697499999999999432e+01,-2.585648148000000202e+00,3.177798954580000057e+01,1.000000000000000000e+00
2.268025584000000094e+01,7.607772961999999950e+01,1.589883129999999944e+01,8.742499999999999716e+01,5.714814815000000436e+00,3.521902429579999705e+01,1.000000000000000000e+00
2.287532721999999907e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.806666667000000359e+01,4.390740741000000114e+00,3.666506485170000218e+01,1.000000000000000000e+00
2.301572497000000084e+01,1.258582705000000033e+02,7.230894184999999652e+02,4.328333332999999783e+01,-5.583333339999999589e-01,4.066790759250000065e+01,1.000000000000000000e+00
2.161040630999999834e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.798333332999999357e+01,1.222175926000000068e+01,2.139580715330000160e+01,0.000000000000000000e+00
1.994854627000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.382500000000000284e+01,-2.379629630000000162e+00,3.668106068920000240e+01,1.000000000000000000e+00
