# # iwNorthAvgTemp,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,elecEquipDensityHigh,elecEquipDensityLow,mullMetalConductivity,intMass,infilRate
2.556008746419999866e+01,1.386963098999999886e+02,6.260060862999999927e+02,5.263333332999999925e+01,-3.685185189999999888e-01,3.743870286580000339e+01,1.000000000000000000e+00,4.184303081080000197e+01,1.500998498689999927e+01,2.813652580562999788e+02,4.786786837398000216e+02,5.741275939999999911e-02
2.636749203890000004e+01,7.164698232000000644e+01,6.940723832999999843e+00,9.257500000000000284e+01,1.303240740999999936e+01,2.729135343500000133e+01,1.000000000000000000e+00,3.692077017689999963e+01,2.342381601510000166e+01,3.470005787136000208e+02,9.574951442473000043e+02,7.450276070000000361e-02
2.379940635190000009e+01,5.661082617000000283e+01,1.836521851999999955e+00,9.326666667000000643e+01,4.616203704000000130e+00,4.822656675999999720e+01,1.000000000000000000e+00,2.110556650650000066e+01,1.248477314219999990e+01,3.600347985262999941e+02,4.542758011897000188e+02,1.212037960999999969e-01
2.194096355900000006e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.322499999999999432e+01,4.589814815000000436e+00,3.451297389500000179e+01,1.000000000000000000e+00,4.229611572080000315e+01,9.887015449399999767e+00,1.094551353905000042e+02,4.132129752851000148e+02,1.381215564999999923e-01
1.963021237430000099e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.405833332999999641e+01,3.353703703999999952e+00,2.160522363919999833e+01,1.000000000000000000e+00,3.782375058129999701e+01,7.322835132399999836e+00,6.962810210249999443e+01,6.155226661092000313e+02,2.187083454000000038e-01
2.600040875779999894e+01,1.144500440000000019e+01,3.446791297999999983e+02,4.776666666999999933e+01,8.892592592999999823e+00,3.124934467499999968e+01,1.000000000000000000e+00,4.546425900460000236e+01,2.022660303500000012e+01,1.479327844000000027e+02,3.561078722977999860e+02,2.382196199999999930e-01
2.031221228709999949e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.596666666999999507e+01,-8.590277778000000808e+00,4.431070189830000317e+01,1.000000000000000000e+00,3.623777048150000013e+01,2.001324003979999944e+01,1.830896545379999907e+02,8.801157101920999821e+02,2.738436651000000222e-01
2.416833039659999827e+01,1.556800767000000008e+02,6.710816125999999713e+02,5.451666666999999933e+01,-2.065277778000000009e+00,2.584672921749999830e+01,1.000000000000000000e+00,3.578465787409999876e+01,2.049607752520000048e+01,1.368432127652999952e+02,4.285129139250000208e+02,6.080021900000000257e-02
2.359806294919999914e+01,1.034573299999999989e+02,6.996382845000000295e+00,8.277500000000000568e+01,3.614814814999999903e+00,3.908817279250000354e+01,1.000000000000000000e+00,3.905052099619999950e+01,8.659777040799999881e+00,2.333207214367999995e+02,6.511573853735000057e+02,1.316768809999999956e-01
2.199136795429999935e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.559166666999999507e+01,6.475925926000000388e+00,3.252387153250000296e+01,1.000000000000000000e+00,4.121013230230000346e+01,2.099787350949999976e+01,1.739845463892000055e+02,3.028347159822000094e+02,2.578733524999999860e-01
2.069585365980000091e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.534166666999999507e+01,-1.198564814999999939e+01,4.796845972250000045e+01,1.000000000000000000e+00,2.431850387760000132e+01,1.180334095599999955e+01,9.672749181000000362e+01,2.978441352753000047e+02,4.402079679999999773e-02
2.419325869580000088e+01,4.733761032000000313e+00,9.035971609999999821e-01,7.320833333000000209e+01,1.990740699999999849e-02,4.171382893580000228e+01,1.000000000000000000e+00,2.639665130519999892e+01,2.263854187260000117e+01,3.574238768564999873e+02,9.140037830922000239e+02,2.227859825999999877e-01
2.227232848179999891e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.740833332999999783e+01,-9.384722222000000613e+00,6.634505268499999886e+01,1.000000000000000000e+00,2.249168036540000060e+01,2.269999925709999999e+01,3.252235631904000002e+02,6.349195122520000041e+02,2.538624224000000096e-01
2.194357906950000014e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.676666666999999933e+01,2.219444444000000072e+00,3.576042841169999775e+01,1.000000000000000000e+00,3.009016542000000172e+01,5.708042067500000094e+00,3.039052935108999804e+02,5.927724894980999579e+02,8.229014070000000014e-02
2.490773865239999907e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.697499999999999432e+01,-5.824074080000000153e-01,3.155699006000000040e+01,1.000000000000000000e+00,2.854115382310000015e+01,2.399471795839999899e+01,3.507748138259000257e+02,3.790802793546999965e+02,3.647120429999999719e-02
2.072699566440000041e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.218333332999999641e+01,1.356990741000000078e+01,2.245476296249999848e+01,0.000000000000000000e+00,3.289423476550000203e+01,5.512381526999999615e+00,9.435432829849999337e+01,2.196528263685999889e+02,1.374673721000000126e-01
2.428476209869999991e+01,1.665400337000000093e+02,4.052608676999999915e+01,6.267499999999999716e+01,-7.028703703999999775e+00,6.548593958329999509e+01,1.000000000000000000e+00,4.193851310939999877e+01,1.071371896489999997e+01,2.404962485201999982e+02,4.350876274020000096e+02,5.294537299999999697e-02
2.170790276199999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.990833332999999783e+01,-2.010648148000000024e+00,2.925491756919999986e+01,1.000000000000000000e+00,3.125490930440000170e+01,7.917362707899999741e+00,7.848289161680000348e+01,7.182999145421000549e+02,2.496891262000000000e-01
2.147679897529999948e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.933333333000000209e+01,4.494907407000000354e+00,3.707931526920000209e+01,1.000000000000000000e+00,2.748136323649999824e+01,1.394230270879999978e+01,3.299802379293000172e+02,9.512297784963000140e+02,2.324400027000000091e-01
2.522147140839999935e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.329999999999999716e+01,9.370833333000000209e+00,2.296816156079999871e+01,0.000000000000000000e+00,4.239907097249999879e+01,1.015685856069999993e+01,3.969423516515000188e+02,8.778675820373000533e+02,2.850348335999999816e-01
2.493493654279999916e+01,2.096440102999999944e+00,3.465949309999999950e-01,9.529999999999999716e+01,1.307268518999999962e+01,2.447687176000000164e+01,0.000000000000000000e+00,3.135446323869999929e+01,1.278715742259999999e+01,2.950012066785000115e+02,8.540939543035000270e+02,4.155939410000000084e-02
2.474586261709999846e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.927500000000000568e+01,1.145092593000000036e+01,2.568054818579999932e+01,0.000000000000000000e+00,4.101309013040000195e+01,1.561283665470000059e+01,3.645750111895999908e+02,6.647556635501999835e+02,2.938804225000000159e-01
2.295816384140000110e+01,6.048510708000000236e+00,1.622877985999999995e+00,7.669166667000000359e+01,-3.452314814999999815e+00,6.005182143500000080e+01,1.000000000000000000e+00,4.767872386930000062e+01,1.950203428209999856e+01,8.368345755459999680e+01,4.877621727170999861e+02,4.938075289999999812e-02
2.304978414019999988e+01,8.080075818999999626e+01,1.355945236999999963e+02,6.271666667000000217e+01,-8.081481481000000855e+00,5.773247944500000273e+01,1.000000000000000000e+00,3.098498464420000076e+01,5.217493679600000434e+00,8.139875054060000537e+01,9.850075957968000466e+02,2.796234189999999981e-02
2.325135760879999935e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.355833333000000351e+01,-1.105555556000000106e+00,2.254143696830000110e+01,1.000000000000000000e+00,3.019390080000000154e+01,1.558849097390000082e+01,8.450200367120000067e+01,7.473369789030000447e+02,2.515904072999999852e-01
2.292402289229999823e+01,9.248658930000000566e+01,1.132217325999999957e+02,5.520000000000000284e+01,1.047268517999999915e+01,3.053386982500000002e+01,1.000000000000000000e+00,3.227197168979999731e+01,1.241752213240000025e+01,2.020376871178999920e+02,5.135584106426999824e+02,2.902054262000000051e-01
2.281259743320000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.620000000000000284e+01,4.435185184999999919e+00,2.816438721829999992e+01,1.000000000000000000e+00,3.705334030449999716e+01,1.237977438659999940e+01,3.611755349536999802e+02,5.914667913147000036e+02,6.944355920000000459e-02
2.258836073910000053e+01,6.113603172999999913e+01,1.238218368000000069e+00,7.231666667000000359e+01,-6.342592599999999359e-02,5.015569379669999961e+01,1.000000000000000000e+00,4.011318375020000104e+01,6.820153633600000376e+00,1.542436035428000025e+02,9.032804354229000410e+02,2.966335447999999819e-01
2.222905748439999840e+01,8.561680259999999709e-01,4.298598430000000192e-01,7.003333333000000493e+01,3.350925925999999944e+00,5.846859323999999702e+01,1.000000000000000000e+00,3.104195579969999841e+01,8.094756990600000535e+00,2.542194233337000071e+02,6.346212810777000186e+02,9.217759220000000531e-02
2.071857982750000104e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.808333333000000209e+01,4.713425926000000210e+00,3.358756338919999962e+01,1.000000000000000000e+00,2.494582022699999868e+01,8.211323139199999233e+00,1.837607609131000004e+02,6.881623320840000133e+02,2.647988600000000248e-01
2.431603878210000147e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.792499999999999716e+01,9.625462963000000371e+00,3.085106215420000098e+01,1.000000000000000000e+00,4.390139312120000170e+01,1.639001175190000126e+01,3.979311634447000188e+02,8.248874780861000318e+02,2.197784059999999956e-02
2.561654639090000174e+01,1.108391203000000047e+02,2.480892695999999944e+02,2.970833332999999854e+01,1.423750000000000071e+01,2.312043214750000075e+01,0.000000000000000000e+00,4.011318375020000104e+01,6.820153633600000376e+00,1.542436035428000025e+02,9.032804354229000410e+02,2.966335447999999819e-01
2.300929786909999919e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.033333333000000209e+01,1.207499999999999929e+01,2.313363842580000096e+01,1.666666666999999935e-01,4.112191942729999994e+01,6.152999902100000362e+00,1.554399710872000071e+02,5.463793239901999641e+02,1.166782861000000004e-01
2.106568972179999832e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.059166667000000217e+01,6.063425925999999855e+00,3.698759438500000130e+01,1.000000000000000000e+00,3.833680863509999881e+01,1.300382140119999974e+01,1.930072183974000097e+02,6.260530090844999904e+02,2.177385122999999922e-01
2.216873079369999999e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.686666667000000075e+01,4.406944444999999710e+00,3.988441646830000309e+01,1.000000000000000000e+00,4.367870204830000347e+01,6.307956493199999848e+00,3.492388730477999843e+02,3.717082671814000037e+02,1.982163486999999891e-01
2.391781494760000015e+01,1.642985749999999996e+02,1.131563139000000007e+01,4.781666666999999649e+01,7.821759259000000242e+00,3.132565414329999953e+01,1.000000000000000000e+00,4.091058210759999980e+01,1.743899994619999916e+01,1.036967778613000064e+02,8.974442249459999630e+02,2.197447070999999919e-01
2.199351541409999911e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.434166666999999507e+01,-5.710648147999999757e+00,4.240957532499999871e+01,1.000000000000000000e+00,4.316252734180000061e+01,6.655716325600000260e+00,1.958438227521999977e+02,8.517552482876000113e+02,1.415134140000000040e-01
2.406682245020000011e+01,1.234916082000000017e+02,1.459988631999999953e+01,8.686666667000000075e+01,3.641666666999999968e+00,3.938722476830000119e+01,1.000000000000000000e+00,2.529653096659999889e+01,1.310346121679999953e+01,2.674024440289999802e+02,2.185566052954000043e+02,1.392555105000000126e-01
2.640300117609999830e+01,1.037984397999999970e+02,8.787786962999999787e+02,2.819999999999999929e+01,1.306388888999999942e+01,2.234592081999999991e+01,1.000000000000000000e+00,2.892388965139999968e+01,1.325393923220000048e+01,3.782669320614999720e+02,6.772505107724999789e+02,1.146562770000000009e-01
2.470131841650000126e+01,1.658227291999999977e+02,4.404312362000000007e+02,5.882500000000000284e+01,-6.818981481999999872e+00,4.867184324000000117e+01,1.000000000000000000e+00,2.148578994020000010e+01,1.590120164470000041e+01,3.074355450558999792e+02,5.281675254514999551e+02,3.330725589999999903e-02
2.116211018719999970e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.561666667000000075e+01,4.783333332999999854e+00,3.234281253329999828e+01,1.000000000000000000e+00,2.151198236229999949e+01,6.682342536300000191e+00,2.377792586004999862e+02,9.961147812153999439e+02,2.001340926000000076e-01
2.220975997140000047e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.877499999999999858e+01,-9.725462963000000016e+00,4.150666996249999841e+01,1.000000000000000000e+00,3.387903877570000333e+01,6.389273518299999566e+00,3.001689180322999846e+02,9.615920973047000189e+02,1.698866777999999966e-01
2.310003028259999880e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.007500000000000284e+01,-1.038888889000000093e+00,4.431826615829999838e+01,1.000000000000000000e+00,3.567352085000000272e+01,1.648265807900000013e+01,2.230734173193000061e+02,8.033054938238000204e+02,1.978742699999999979e-02
2.205774186180000029e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.160833333000000067e+01,3.739351851999999976e+00,3.198763791580000060e+01,1.000000000000000000e+00,3.689029788020000211e+01,5.080957617700000206e+00,1.409623745835999955e+02,7.270898580332999472e+02,1.846250785000000116e-01
2.521920072629999865e+01,1.234916082000000017e+02,1.459988631999999953e+01,8.686666667000000075e+01,3.641666666999999968e+00,3.938722476830000119e+01,1.000000000000000000e+00,4.834397034220000222e+01,2.282587983290000011e+01,1.876650866260999919e+02,5.080554210532999946e+02,1.969432211000000099e-01
2.671458059249999906e+01,2.031635789999999986e+02,6.662031690999999967e+01,6.967499999999999716e+01,1.258750000000000036e+01,2.113872685169999954e+01,0.000000000000000000e+00,4.229611572080000315e+01,9.887015449399999767e+00,1.094551353905000042e+02,4.132129752851000148e+02,1.381215564999999923e-01
2.202510418070000142e+01,3.589817043000000041e+01,5.221620330999999560e+00,5.286666667000000075e+01,7.741203703000000047e+00,3.404155780579999657e+01,1.000000000000000000e+00,4.649441038989999697e+01,1.283115167290000080e+01,1.728069658400999913e+02,4.585602217411000083e+02,2.588539067000000249e-01
2.306313940000000073e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.669500000000000028e+01,1.317962963000000087e+01,2.247875439919999963e+01,1.000000000000000000e+00,2.515459207589999835e+01,9.364899628599999915e+00,3.988708613928000091e+02,6.914253306498000029e+02,1.678363593999999959e-01
2.505015742049999972e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.650000000000000000e+01,7.541666670000000128e-01,2.831302639500000140e+01,1.000000000000000000e+00,4.327940434029999750e+01,7.559006112599999661e+00,2.471019612652999911e+02,5.387163247257999501e+02,1.540289259000000022e-01
2.351396302199999866e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925000000000000000e+01,7.850462963000000016e+00,3.369776615669999842e+01,1.000000000000000000e+00,4.330014467130000355e+01,1.698104055479999985e+01,2.155267872178000061e+02,5.161954677262000359e+02,6.708788520000000255e-02
2.391431462010000075e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.806666667000000359e+01,1.890277777999999964e+00,3.194489980999999901e+01,1.000000000000000000e+00,3.471104484290000158e+01,1.862028268510000117e+01,3.287648658584000145e+02,5.236971724485999857e+02,2.264733280000000015e-01
2.169115994510000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.451666667000000643e+01,3.754166666999999791e+00,3.419879512920000053e+01,1.000000000000000000e+00,4.649441038989999697e+01,1.283115167290000080e+01,1.728069658400999913e+02,4.585602217411000083e+02,2.588539067000000249e-01
2.271337274209999890e+01,1.978757651999999894e+02,7.571028615999999545e+01,8.239166667000000643e+01,6.722222222000000080e+00,3.062151951419999918e+01,1.000000000000000000e+00,3.975674434999999818e+01,1.047103317989999915e+01,1.665447218777999865e+02,7.687288727540000082e+02,2.423644070000000039e-02
2.377235095420000022e+01,1.329480943000000082e+02,3.940918735000000197e+02,7.445833333000000209e+01,4.802777778000000275e+00,3.429533944420000324e+01,1.000000000000000000e+00,3.502443672809999953e+01,2.462544169739999944e+01,3.565380774010000096e+02,6.605453658088999873e+02,7.358931500000000236e-02
2.158326029459999873e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840833333000000493e+01,-1.120833332999999987e+00,3.887627921419999666e+01,1.000000000000000000e+00,4.356209286100000355e+01,1.508585818389999922e+01,2.846045207980000100e+02,4.097166632501999857e+02,2.780502063999999995e-01
2.309430144750000125e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.925833332999999925e+01,1.079722222000000009e+01,3.309043685329999818e+01,1.000000000000000000e+00,3.833680863509999881e+01,1.300382140119999974e+01,1.930072183974000097e+02,6.260530090844999904e+02,2.177385122999999922e-01
2.305049813280000137e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.293333332999999641e+01,-1.787500000000000089e+00,3.963540416579999714e+01,1.000000000000000000e+00,3.469615252519999871e+01,1.712939015579999946e+01,1.232079406503000030e+02,4.157588464597999973e+02,2.525326170000000148e-02
2.466270451000000108e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.288333332999999925e+01,6.824074079999999931e-01,4.399197949170000044e+01,1.000000000000000000e+00,4.829731350069999962e+01,1.786666548499999863e+01,1.465431835164000063e+02,7.530326229687000250e+02,2.348881724999999920e-01
2.685179877459999886e+01,1.899417867999999885e+02,6.070765924999999470e+02,6.431666667000000359e+01,1.107916666999999933e+01,2.201641851830000007e+01,0.000000000000000000e+00,3.730664213939999740e+01,1.106666638729999974e+01,3.354459548559000268e+02,3.057827656237000156e+02,9.927745999999999793e-02
2.303752600099999981e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.934999999999999432e+01,1.390787036999999948e+01,2.240258956579999960e+01,0.000000000000000000e+00,3.276721815999999876e+01,1.941340697140000060e+01,1.494497956662999911e+02,8.471700904151000486e+02,1.992569106000000034e-01
2.275415487360000100e+01,8.703056599999999321e+01,6.734193921000000138e+00,6.645000000000000284e+01,-3.816666666999999791e+00,4.919954782420000328e+01,1.000000000000000000e+00,3.218424681820000188e+01,9.076860455500000313e+00,1.820797136065000075e+02,4.510652508465000210e+02,2.284211545000000010e-01
2.224880642349999960e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.561666667000000075e+01,4.783333332999999854e+00,3.234281253329999828e+01,1.000000000000000000e+00,3.098498464420000076e+01,5.217493679600000434e+00,8.139875054060000537e+01,9.850075957968000466e+02,2.796234189999999981e-02
2.374598350400000157e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.647499999999999432e+01,1.098009258999999993e+01,1.989589486579999900e+01,1.000000000000000000e+00,3.742964106590000029e+01,2.290607620780000175e+01,2.503650877961999868e+02,5.968483924803000491e+02,9.659117489999999306e-02
2.511520158929999980e+01,2.548470877999999971e+02,5.100417387000000247e+01,4.566666666999999791e+01,1.717314814999999939e+01,2.315934061999999827e+01,0.000000000000000000e+00,3.546272357320000168e+01,1.173300170579999957e+01,1.211396750540999960e+02,3.393699300287000256e+02,1.542303198999999958e-01
2.393584186140000014e+01,1.706043328999999886e+01,2.299584864999999922e+00,6.712500000000000000e+01,1.175601851999999958e+01,3.081176389330000021e+01,1.000000000000000000e+00,2.070030921480000075e+01,1.156217240319999995e+01,1.324934358812000141e+02,2.337609593861000121e+02,1.506018255000000083e-01
2.710648207910000096e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.391666666999999791e+01,1.800740740999999900e+01,2.385788290169999826e+01,0.000000000000000000e+00,3.608320942849999824e+01,2.380901573890000122e+01,2.593514248238000164e+02,4.960791274610999722e+02,1.614722893999999964e-01
2.720017819610000132e+01,2.700786259000000200e+02,1.072086618000000016e+02,6.171666667000000217e+01,1.743564814999999868e+01,2.286195138420000106e+01,0.000000000000000000e+00,3.165141798000000151e+01,2.073930147780000155e+01,1.620494169586000055e+02,2.111026694015999965e+02,1.291000395999999939e-01
2.439005039799999963e+01,9.331380864000000486e+01,4.123666245999999802e+01,7.655833332999999641e+01,1.305555559999999893e-01,5.985078930579999934e+01,1.000000000000000000e+00,2.920594281700000039e+01,2.470509278249999952e+01,3.556758631629999741e+02,7.770417063211999675e+02,2.703929286000000265e-01
2.093225437859999971e+01,6.048510708000000236e+00,1.622877985999999995e+00,7.669166667000000359e+01,-3.452314814999999815e+00,6.005182143500000080e+01,1.000000000000000000e+00,4.927413394199999885e+01,1.200570218690000068e+01,3.195275967209000214e+02,3.131056072214000210e+02,2.655306284999999766e-01
2.756244696219999923e+01,1.381429567000000134e+02,6.908474797000000081e+02,5.996666667000000217e+01,2.119490740999999900e+01,2.381825664830000022e+01,0.000000000000000000e+00,4.546425900460000236e+01,2.022660303500000012e+01,1.479327844000000027e+02,3.561078722977999860e+02,2.382196199999999930e-01
2.251717198440000089e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.546666667000000217e+01,3.121296296000000137e+00,3.546911412920000117e+01,1.000000000000000000e+00,2.805961359410000000e+01,1.335864838260000020e+01,3.908609655518000068e+02,5.266952367220000042e+02,5.715779320000000108e-02
2.136562666640000074e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.754166666999999791e+01,1.053888889000000084e+01,2.141665369829999932e+01,0.000000000000000000e+00,4.649441038989999697e+01,1.283115167290000080e+01,1.728069658400999913e+02,4.585602217411000083e+02,2.588539067000000249e-01
2.144240891720000164e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.954166666999999791e+01,6.955092592999999823e+00,3.660755919830000238e+01,1.000000000000000000e+00,4.688498132800000207e+01,1.640052450729999833e+01,1.853064263294999989e+02,5.629665506027999982e+02,2.555724621000000085e-01
2.295092881549999930e+01,2.454896862000000013e+01,6.023649200999999493e+02,4.210000000000000142e+01,5.407407410000000247e-01,3.505717237000000353e+01,1.000000000000000000e+00,3.648213032240000331e+01,1.208801503910000008e+01,7.983218919220000487e+01,7.966483244147999585e+02,2.008034664999999996e-01
2.048053798489999977e+01,1.968250363999999877e+02,2.342197000000000173e+01,8.197499999999999432e+01,3.520370370000000193e+00,3.103997823919999988e+01,1.000000000000000000e+00,2.515459207589999835e+01,9.364899628599999915e+00,3.988708613928000091e+02,6.914253306498000029e+02,1.678363593999999959e-01
2.373601371259999837e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.646666667000000217e+01,-1.216203703999999997e+00,4.004066310169999809e+01,1.000000000000000000e+00,2.872781185790000080e+01,1.451906896799999913e+01,3.677828804226999750e+02,6.853532095726000080e+02,1.605598289999999873e-01
2.401524221400000059e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.479999999999999716e+01,2.097222222000000080e+00,3.829729458250000107e+01,1.000000000000000000e+00,2.029516109780000122e+01,1.805678481420000026e+01,3.032990852661999952e+02,2.251517053018999945e+02,1.336747020000000029e-02
2.488984924949999922e+01,1.383515696999999989e+02,5.849002579000000424e+00,6.991666666999999791e+01,1.982175926000000032e+01,1.704303692999999953e+01,3.333333332999999787e-01,2.265828704830000007e+01,1.220307417469999933e+01,3.450286457220000216e+02,5.329748150709000356e+02,1.762130071999999936e-01
2.569462941080000107e+01,1.138396429000000012e+02,8.073455512000000454e+02,4.320833333000000209e+01,1.735648147999999891e+00,2.993043190579999902e+01,1.000000000000000000e+00,3.083052029199999922e+01,2.105711272539999968e+01,2.120335677006999902e+02,5.609993635475000247e+02,1.830845412999999866e-01
2.488955133849999868e+01,5.828790630000000306e+01,1.113083325000000023e+01,6.026666666999999933e+01,1.330416667000000075e+01,3.111155624079999882e+01,1.000000000000000000e+00,4.817579100790000268e+01,1.273119863129999985e+01,1.192390728377999949e+02,6.284171541069999876e+02,1.163240054999999940e-01
2.187298606730000117e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.302500000000000568e+01,2.150462962999999839e+00,3.540374299500000177e+01,1.000000000000000000e+00,2.583251953730000139e+01,1.657003800149999861e+01,1.216460516398000067e+02,3.877776315276000219e+02,1.694186061999999882e-01
2.368982750130000170e+01,9.108642584000000397e+01,2.101974071999999971e+00,8.579999999999999716e+01,4.862962963000000194e+00,3.585941075830000102e+01,1.000000000000000000e+00,3.412273359400000317e+01,1.531855171239999969e+01,2.561717154386000175e+02,2.803947022926000159e+02,2.912837127999999831e-01
2.121875185129999863e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.570833333000000209e+01,3.228240741000000025e+00,3.461116544920000138e+01,1.000000000000000000e+00,4.029624687249999937e+01,1.858051361640000110e+01,1.346518712415000039e+02,4.415255731437999884e+02,2.452941197000000073e-01
2.268470245729999846e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.695000000000000284e+01,1.073240741000000043e+01,3.101273018499999878e+01,1.000000000000000000e+00,2.404599956119999860e+01,1.265332132460000025e+01,9.575874602449999884e+01,3.099313204253999743e+02,2.097366239999999896e-02
2.138729297360000103e+01,6.048510708000000236e+00,1.622877985999999995e+00,7.669166667000000359e+01,-3.452314814999999815e+00,6.005182143500000080e+01,1.000000000000000000e+00,2.414577474320000050e+01,1.296981254359999980e+01,1.394858118019000131e+02,3.194425537815000098e+02,1.851610440000000038e-02
