# iw north average temp C,iw heating energy kWh,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.394575310999999829e+01,0.000000000000000000e+00,8.641462919000000298e+00,4.411559784999999678e+00,6.953333333000000493e+01,1.717083333000000067e+01,2.384519196749999992e+01,0.000000000000000000e+00
2.269216463000000061e+01,2.660483577000000111e+01,1.309767831000000058e+02,4.664020804999999825e+01,6.474166667000000075e+01,2.170833333000000032e+00,4.225617162169999830e+01,1.000000000000000000e+00
2.253253331999999887e+01,1.253238258000000016e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925833332999999925e+01,4.278703703999999775e+00,3.002860065750000018e+01,1.000000000000000000e+00
2.226175397000000089e+01,2.249414271999999926e+01,2.487105575000000215e+02,4.250589289000000122e+02,5.705833333000000351e+01,1.875462963000000149e+00,3.747477384670000333e+01,1.000000000000000000e+00
1.977844829000000004e+01,3.093373368999999595e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.474166667000000075e+01,1.175000000000000044e+00,1.874705165170000143e+01,1.000000000000000000e+00
2.277791209000000094e+01,2.172455738000000025e+01,1.471800285999999858e+02,2.777808071999999697e+02,7.835416666999999791e+01,9.212972699999999460e-02,4.013400288249999903e+01,1.000000000000000000e+00
2.192869775999999860e+01,0.000000000000000000e+00,1.615424478000000192e+02,1.098430733000000004e+02,6.565000000000000568e+01,1.377129630000000127e+01,2.112771944500000032e+01,0.000000000000000000e+00
2.291983645999999908e+01,4.423085345999999873e+01,9.775661850999999558e+01,6.719858275000000276e+02,6.214999999999999858e+01,-8.291203703999999064e+00,5.018012671420000004e+01,1.000000000000000000e+00
2.121255019000000175e+01,7.087248234000000480e+01,5.721014698999999837e+01,4.687867454999999950e+01,6.542499999999999716e+01,-5.932407407000000354e+00,6.654586958250000350e+01,1.000000000000000000e+00
2.071723004000000046e+01,3.748558898000000195e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.260833333000000067e+01,-4.428240741000000646e+00,2.327035110579999966e+01,1.000000000000000000e+00
2.464433315000000135e+01,0.000000000000000000e+00,7.081006080000000225e+01,1.802786465999999876e+01,4.895833333000000209e+01,1.869074073999999897e+01,2.361221089420000041e+01,0.000000000000000000e+00
2.305897580999999974e+01,9.090725273000000328e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.379999999999999716e+01,1.147314815000000010e+01,2.730352868079999951e+01,1.000000000000000000e+00
