# # iwNorthAvgTemp,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s,Mull SWT C,Heat Mode,pitchedRoofInsuThickness,mullSurfaceMetalThickness,extWinU,extWinSHGC,intMass,infilRate
1.773151167879380097e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.431481481999999694e+00,6.581666667000000359e+01,2.324537036999999806e+00,7.891666666999999791e+01,1.303866669999999839e-01,2.882803010329999793e+01,1.000000000000000000e+00,1.592819619551255061e-01,4.203255112182549200e-03,2.579711732799982116e+00,3.071474076856194890e-01,5.864742967363181947e+01,4.105161728847919050e-02
2.014250917674009855e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.060046295999999977e+01,6.170833333000000209e+01,-4.352314814999999726e+00,2.805000000000000000e+02,3.688080000000000247e+00,3.427210325330000273e+01,1.000000000000000000e+00,9.552860674377106065e-02,8.115022465015333045e-03,1.910112715814882511e+00,5.084995375639786985e-01,9.742708500298995489e+01,6.047939507164640238e-02
2.218307124492299920e+01,1.840994715000000070e+01,2.516820643999999731e+02,2.011111110999999951e+00,6.004999999999999716e+01,9.367129628999999014e+00,1.099166667000000075e+02,8.195733299999999333e-02,3.218779048169999868e+01,1.000000000000000000e+00,1.751082104589801736e-01,4.328733216437538438e-03,2.226694317183198990e+00,5.833106679410234863e-01,6.534543705216378839e+01,9.836340985380723212e-02
1.844967799213160120e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.868981481999999916e+00,6.117499999999999716e+01,4.980555556000000550e+00,1.417500000000000000e+02,4.470400000000000068e-02,3.691390574420000092e+01,1.000000000000000000e+00,7.683880442191756699e-02,3.882629225138568667e-03,1.581752608425839979e+00,3.846569545922757793e-01,3.780956407244462270e+01,1.697660139781178093e-02
2.579668246049839908e+01,9.286259103999999809e+01,7.188375678999999536e+02,-1.025324074000000074e+01,4.849166667000000075e+01,-7.361111109999999291e-01,9.225000000000000000e+01,7.152640000000000109e-01,4.229717815250000257e+01,1.000000000000000000e+00,2.450396017163077866e-01,5.259615920434052364e-03,1.954486296047760030e+00,4.134608178584936455e-01,5.723842014758145069e+01,4.945743967774410971e-02
2.055926921521410122e+01,3.154154910000000456e+01,2.008634758999999992e+00,1.440787036999999948e+01,8.429166666999999791e+01,1.709166666999999862e+01,2.426666666999999791e+02,2.745570666999999965e+00,2.163436782830000027e+01,0.000000000000000000e+00,1.321443886026628656e-01,5.745119280919271272e-03,2.138441487818643072e+00,6.319659945408816482e-01,6.573313354733278402e+01,6.818744746673341406e-02
2.638526306148600042e+01,8.283785300000000973e+01,9.809547409999999079e-01,1.210324074000000039e+01,9.049166667000000075e+01,1.361574073999999968e+01,3.096666667000000075e+02,1.594442666999999814e+00,1.354314072730000085e+01,5.833333333000000342e-01,1.981855960576249243e-01,7.880526237570156800e-03,1.830454015992247552e+00,4.291601450359922021e-01,6.394068583069539358e+01,1.019468475405876234e-01
2.132679749174160122e+01,1.253389565999999888e+02,9.671093457000001337e+00,8.386111110999999951e+00,7.079166666999999791e+01,1.357592593000000036e+01,1.895833333000000209e+02,2.570479999999999876e+00,2.200156731419999900e+01,1.000000000000000000e+00,1.358710379036897065e-01,4.386834013618261079e-03,2.848386753101811664e+00,4.828941237923799479e-01,3.073870827708996245e+01,2.901824386714781379e-01
2.213108283400989862e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.084259258999999975e+00,4.661666667000000075e+01,8.701388889000000404e+00,2.784166667000000075e+02,1.531112000000000029e+00,1.934892150419999979e+01,1.000000000000000000e+00,8.687149842023376978e-02,6.506616958063675057e-03,1.812687951478618054e+00,5.200517526128040080e-01,8.904036484817419250e+01,1.637133303151364350e-01
2.401911294082979964e+01,1.007498152999999945e+02,3.305214786000000071e+00,-1.587499999999999911e+00,9.101666667000000643e+01,-2.935185189999999777e-01,2.886666667000000075e+02,0.000000000000000000e+00,4.688491199079999916e+01,1.000000000000000000e+00,2.263466222916515336e-01,3.312549245780328951e-03,2.134310099721148823e+00,2.857151899332170952e-01,9.612980464466517105e+01,1.068844193317164681e-01
1.798643131220289959e+01,1.759034401999999773e+02,3.329866660000000138e+02,-1.561759258999999922e+01,5.962500000000000000e+01,-9.204629629999999452e+00,2.819166667000000075e+02,3.419855999999999785e+00,6.552383356500000389e+01,1.000000000000000000e+00,1.358710379036897065e-01,4.386834013618261079e-03,2.848386753101811664e+00,4.828941237923799479e-01,3.073870827708996245e+01,2.901824386714781379e-01
1.848466598997969967e+01,1.623678469999999834e+02,8.600095061000000385e+01,6.899074073999999612e+00,8.810833332999999357e+01,8.751851851999999710e+00,2.850833332999999925e+02,2.555578666999999804e+00,3.247923041579999648e+01,1.000000000000000000e+00,1.097061834168712030e-01,3.370724589942067275e-03,2.005087383601766859e+00,4.803464853669126011e-01,9.441382056456903626e+01,2.562508522758568108e-01
1.676856232566879967e+01,2.744959801000000539e+02,4.407494246000000544e+02,-7.052777777999999387e+00,4.497500000000000142e+01,3.786574073999999790e+00,8.208333333000000209e+01,8.829040000000001331e-01,2.819983686579999826e+01,1.000000000000000000e+00,8.337224531422270102e-02,2.528012893874610669e-03,2.950792635523435514e+00,3.581945182362363811e-01,8.898980337320844569e+01,1.482241062170334411e-01
2.040602607677690017e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.230740740999999971e+01,8.361666667000000075e+01,1.504259258999999993e+01,2.455833333000000209e+02,1.452879999999999949e+00,2.503831663920000139e+01,0.000000000000000000e+00,1.245817809649813479e-01,6.992321451021592596e-03,2.664937756004345903e+00,3.328468410021369617e-01,9.884038271922402430e+01,2.215363757026201086e-01
1.514846916987490033e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.165165344999999952e+01,7.012023750000000177e+01,-7.126322777999999580e+00,2.718571421000000328e+02,2.435303628999999859e+00,4.000728634330000233e+01,1.000000000000000000e+00,5.434062291947080320e-02,7.367497490179596327e-03,1.941350232939876630e+00,4.667441107061449657e-01,3.144361371546675343e+01,1.960176735294998362e-01
1.972786577415919851e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.149675925999999926e+01,8.723333332999999357e+01,1.356435184999999954e+01,1.782500000000000000e+02,5.476239999999999997e-01,2.419730398169999930e+01,0.000000000000000000e+00,9.004005218845831382e-02,5.634550407717408768e-03,2.893956489038335800e+00,4.897887112651842512e-01,3.061848314993942566e+01,1.667613190761124964e-01
2.205385693406149983e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.930092592999999468e+00,9.621666666999999507e+01,1.049583332999999996e+01,1.676666666999999791e+02,7.152640000000000109e-01,3.226003823579999619e+01,1.000000000000000000e+00,1.700955823015915525e-01,4.366108226019083279e-03,1.964604723866415048e+00,3.595548777262525530e-01,8.062213486394571760e+01,6.522965366324236236e-02
2.231180182775069909e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240740740999999758e+00,6.424166667000000075e+01,-2.411574074000000234e+00,1.336666667000000075e+02,0.000000000000000000e+00,4.509326263999999895e+01,1.000000000000000000e+00,2.832247294795410819e-01,9.192524680124009723e-03,2.500980729687760196e+00,6.115620277555913198e-01,3.888280942537691942e+01,2.707445577859592944e-01
2.251673770606250002e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.197546295999999977e+01,8.175833332999999925e+01,1.505879630000000091e+01,2.367500000000000000e+02,1.080346669999999870e-01,2.431422196749999998e+01,0.000000000000000000e+00,1.618264058312349207e-01,3.267685087683078887e-03,2.329653874158532645e+00,2.900044055097442119e-01,6.344221654772749730e+01,1.649278771511591274e-02
1.848633511714430000e+01,2.620538204000000064e+02,3.947421583999999939e+02,-1.279259258999999993e+01,5.126666666999999933e+01,-4.233796296000000403e+00,2.916666667000000075e+02,2.976541333000000122e+00,3.389555417999999776e+01,1.000000000000000000e+00,2.331073729741305334e-01,6.796358657166300284e-03,2.978416630146213606e+00,5.102694364706568120e-01,9.821989050249560194e+01,1.791244390157705757e-01
1.619445789035649952e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.194351851999999958e+01,6.243333333000000351e+01,-5.926851852000000420e+00,7.950000000000000000e+01,5.438986670000000023e-01,3.566401111999999785e+01,1.000000000000000000e+00,2.346710848039575414e-01,5.942295878839108474e-03,1.623390172855535996e+00,2.991690327406465455e-01,5.214659276825405954e+01,2.303186777947092423e-01
2.139322827975610153e+01,9.228083635000000129e+01,2.169146266999999906e+00,2.562500000000000000e+00,8.677500000000000568e+01,4.574074073999999435e+00,2.016666666999999791e+02,1.303866669999999839e-01,3.577471944420000227e+01,1.000000000000000000e+00,1.804702873895147053e-01,3.805085481000821356e-03,2.021602572771166173e+00,2.936665549057322910e-01,5.780443194008336150e+01,2.792935240126785956e-01
2.273292058669250082e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.166111111000000022e+01,8.526666667000000643e+01,1.408194443999999912e+01,1.523333333000000209e+02,7.115386670000000136e-01,2.425920509330000030e+01,0.000000000000000000e+00,1.500273156255351736e-01,5.519779683581206228e-03,2.353205015556295798e+00,6.293259296814126547e-01,9.085790577177048988e+01,1.520264603659827740e-01
1.876571885730340128e+01,5.097707538999999954e+00,1.116444657999999990e+01,-1.133148148000000077e+01,6.659999999999999432e+01,-6.125000000000000000e+00,2.858333332999999925e+02,1.341120000000000090e+00,6.021364004670000014e+01,1.000000000000000000e+00,2.711562249811181879e-01,4.241278233306946047e-03,2.709354726405679425e+00,4.504778532468600716e-01,7.703902172176969998e+01,1.113787023399768067e-01
1.835949784500240156e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.070370370000000015e+01,8.553333333000000493e+01,-8.704629629999999452e+00,2.814166667000000075e+02,4.656666666999999649e+00,3.934009874920000271e+01,1.000000000000000000e+00,2.473166283503416274e-01,8.172069995652753507e-03,1.791574790552574514e+00,4.807176201423807305e-01,4.354164233231640679e+01,2.149742167738508958e-01
2.444624780293889899e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.217592589999999864e-01,7.316666666999999791e+01,4.607870369999999660e+00,8.625000000000000000e+01,2.235200000000000034e-02,3.194809426169999966e+01,1.000000000000000000e+00,2.301028585381698632e-01,3.446799921148868510e-03,1.724209312676499462e+00,3.038068511951530493e-01,4.108046805688256597e+01,4.772532432722072226e-02
1.965322969756919846e+01,5.711294151999999968e+01,1.371865651000000019e+00,2.562500000000000000e+00,5.526666666999999933e+01,1.118657407999999975e+01,1.262500000000000000e+02,8.568266699999999014e-02,2.159441507000000016e+01,0.000000000000000000e+00,1.101088564258319580e-01,6.472826066669355900e-03,1.710974704139891500e+00,4.208191153771747572e-01,7.543237056702861310e+01,2.732338379330825906e-01
2.496229130696560006e+01,1.856623551999999790e+02,1.688862514999999860e+02,-1.104027778000000026e+01,6.104999999999999716e+01,-4.675925926000000565e+00,2.794166667000000075e+02,1.344845333000000087e+00,5.172069930669999849e+01,1.000000000000000000e+00,1.299950761745256034e-01,4.993143345492384935e-03,1.529625683928955482e+00,5.389095273918946827e-01,7.211256594389291763e+01,7.703791877650895126e-02
1.977931074845420056e+01,3.992927522000000007e+00,4.680335539999999628e-01,1.375509259000000029e+01,9.192499999999999716e+01,1.504212962999999981e+01,2.003333333000000209e+02,3.233589333000000288e+00,2.246307440249999843e+01,0.000000000000000000e+00,2.205971083507203279e-01,6.728909211774238702e-03,2.273532985162844078e+00,3.972197000083245721e-01,5.252062348686290960e+01,1.014045988876837029e-01
1.891640555930460010e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.233148148000000077e+01,5.317499999999999716e+01,-4.225462963000000016e+00,2.842500000000000000e+02,3.516714667000000016e+00,2.268216369829999834e+01,1.000000000000000000e+00,1.648641037600723780e-01,3.293433968616829230e-03,2.805146214633756241e+00,3.648935201748642609e-01,5.146691565663455492e+01,1.508335041321212378e-01
1.633914345493510112e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.489814814999999903e+00,9.773333332999999357e+01,1.811574074000000145e+00,1.315000000000000000e+02,2.235200000000000034e-02,3.055695113999999890e+01,1.000000000000000000e+00,5.049099152431506948e-02,5.963050843636446413e-03,1.515725830958994047e+00,5.286830105842518224e-01,7.827309628782884943e+01,4.357865998323644935e-02
1.725299723657060014e+01,1.004434765000000027e+02,5.886401102000000947e+02,-1.531527778000000062e+01,6.917499999999999716e+01,-1.075925926000000032e+01,2.813333332999999925e+02,3.442208000000000379e+00,6.545259884169999509e+01,1.000000000000000000e+00,9.799944270200250385e-02,6.181923700263945547e-03,2.901454493555958081e+00,5.877985974954539339e-01,8.784874440546747110e+01,1.045806244581749256e-01
1.849999325084980129e+01,1.644723211999999890e+01,1.038964243999999981e+00,2.377314815000000081e+00,9.821666666999999507e+01,2.629629630000000162e+00,1.790000000000000000e+02,1.750906670000000054e-01,5.565748513919999851e+01,1.000000000000000000e+00,1.347994972458442520e-01,5.071553659025810831e-03,2.145966279558313872e+00,3.529458537285031783e-01,4.653238964320664195e+01,4.605603047745637085e-02
2.401475811008020145e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.893518519999999761e-01,7.959999999999999432e+01,2.168055556000000106e+00,3.175000000000000000e+02,0.000000000000000000e+00,4.740629425920000273e+01,1.000000000000000000e+00,2.954805313431742575e-01,4.037365031648476599e-03,1.608700743179692694e+00,4.237634647184777004e-01,8.224816551950638654e+01,8.811492158884237647e-02
2.093725175054199994e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.782870369999999927e+00,9.768333332999999641e+01,2.112037036999999895e+00,4.616666666999999791e+01,6.705599999999999061e-02,3.269539355669999736e+01,1.000000000000000000e+00,2.089933026031377539e-01,7.676086963026200818e-03,2.812797558328576031e+00,5.913267728431569337e-01,7.945036842368662633e+01,1.175401106750488950e-01
2.139705099252039844e+01,1.825110670999999840e+01,5.994594158999999536e+02,-8.900462962999998950e+00,5.380833333000000351e+01,-7.060185190000000111e-01,2.787500000000000000e+02,3.732783999999999658e+00,4.755876097080000164e+01,1.000000000000000000e+00,2.145546194377591642e-01,5.049771393718160278e-03,2.161022339895488642e+00,4.187497622730004809e-01,6.731382909581679996e+01,1.366421605853529175e-01
2.464994765148249911e+01,1.642985749999999996e+02,1.131563139000000007e+01,-2.552314814999999903e+00,4.781666666999999649e+01,7.821759258999999354e+00,2.082500000000000000e+02,1.613069333000000105e+00,3.132565414329999953e+01,1.000000000000000000e+00,1.948134353786704631e-01,5.310493180259798739e-03,1.508438094133939256e+00,4.859878757144943107e-01,3.460388373826850028e+01,1.404953236914495973e-01
1.986544095344810046e+01,4.200043671000000245e+01,8.627778622999999314e+00,4.079166666999999968e+00,7.397499999999999432e+01,8.441203703999999419e+00,2.854166667000000075e+02,5.088805332999999820e+00,3.387592111579999710e+01,1.000000000000000000e+00,1.260041184481822119e-01,7.331335230113587495e-03,1.932172835584867077e+00,4.886282326926359998e-01,4.969309025000423219e+01,1.450903649560588426e-01
1.755311204957060056e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.006018518999999500e+00,7.316666666999999791e+01,2.351851849999999911e-01,2.831666667000000075e+02,3.125554666999999842e+00,3.549815526420000111e+01,1.000000000000000000e+00,7.128771593466458334e-02,6.401432456109162027e-03,2.643100242047101922e+00,4.713649529437898278e-01,6.789933735853246333e+01,5.595391629571413311e-02
2.083701813253239976e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.939814809999999001e-01,7.715833333000000493e+01,2.906944443999999628e+00,4.166666666999999791e+01,4.470400000000000068e-02,3.614031637499999761e+01,1.000000000000000000e+00,2.922536036126777703e-01,6.964606901021796158e-03,2.838934275683202557e+00,4.247881355381804558e-01,7.318542559800418701e+01,9.186082903657667720e-02
2.168528989253620054e+01,1.034573299999999989e+02,6.996382845000000295e+00,9.587962959999999368e-01,8.277500000000000568e+01,3.614814814999999903e+00,2.352500000000000000e+02,2.898309333000000265e+00,3.908817279250000354e+01,1.000000000000000000e+00,1.218726915491692708e-01,7.966649122700248525e-03,1.873009801914282679e+00,5.756305151832838973e-01,6.775759058116564404e+01,2.839002590113466895e-01
2.050335169949280001e+01,6.641082312999999715e+01,1.638555919000000083e+00,-1.074074074000000101e+00,7.241666666999999791e+01,3.411111111000000307e+00,2.684166667000000075e+02,2.857330666999999824e+00,3.855806263920000276e+01,1.000000000000000000e+00,6.266987748710668715e-02,9.219254001184243319e-03,2.058415461050898454e+00,6.200012987738584558e-01,5.750638876976052671e+01,1.651335855879884629e-01
2.147384869086679871e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.582870370000000193e+00,7.092499999999999716e+01,6.157407400000000641e-02,3.033333332999999854e+01,0.000000000000000000e+00,3.414515989920000294e+01,1.000000000000000000e+00,1.700955823015915525e-01,4.366108226019083279e-03,1.964604723866415048e+00,3.595548777262525530e-01,8.062213486394571760e+01,6.522965366324236236e-02
2.292338348056339825e+01,6.741839379999998982e+01,6.440649410000000019e-01,2.888425926000000032e+00,9.079166666999999791e+01,4.255092593000000534e+00,2.955000000000000000e+02,6.593839999999999701e-01,3.696868997749999863e+01,1.000000000000000000e+00,2.163596121670964267e-01,4.653567974521502504e-03,1.779836407157189271e+00,5.603380330418283872e-01,8.308099734904756417e+01,1.985992232158549087e-01
2.689115256877149918e+01,5.009745111000000151e+01,1.308756832000000081e+01,1.281666667000000004e+01,5.597500000000000142e+01,2.198472221999999832e+01,7.800000000000000000e+01,8.940800000000000136e-02,2.516331083329999885e+01,0.000000000000000000e+00,1.926107138574886801e-01,8.232639371253396010e-03,2.520795849874275518e+00,5.249563338376619370e-01,5.561894440669566109e+01,2.018604579908442609e-01
2.150797298013689840e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.330092592999999823e+00,8.631666667000000359e+01,9.490277777999999387e+00,3.095833332999999925e+02,1.672674666999999893e+00,2.035896809669999996e+01,0.000000000000000000e+00,1.453736079023131844e-01,9.805816904735023196e-03,2.255401879525602116e+00,4.649626437562273118e-01,9.934838178492198324e+01,2.780192163911964776e-01
1.977241732086499937e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.629629630000000162e+00,5.850833332999999925e+01,3.747222221999999991e+00,1.670833333000000209e+02,1.713653330000000086e-01,3.689905556920000151e+01,1.000000000000000000e+00,2.054558263885306046e-01,4.459383545692020140e-03,2.711651998110440331e+00,4.524481731358618863e-01,5.580135571769481828e+01,1.534246627715626574e-02
1.884699091721709863e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.583333329999999428e-01,8.573333332999999357e+01,1.411111110999999863e+00,2.794166667000000075e+02,6.340517332999999311e+00,2.050815719420000249e+01,1.000000000000000000e+00,1.218726915491692708e-01,7.966649122700248525e-03,1.873009801914282679e+00,5.756305151832838973e-01,6.775759058116564404e+01,2.839002590113466895e-01
1.604532373817259838e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.546388888999999978e+01,7.250000000000000000e+01,-1.150231482000000049e+01,3.080000000000000000e+02,6.705599999999999061e-02,4.592354698999999840e+01,1.000000000000000000e+00,1.144389186737497094e-01,2.203690808562799516e-03,1.532229001525130752e+00,4.792260905411850347e-01,4.868748927547544980e+01,2.682902113450337245e-01
1.930205536799429922e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.572222222000000613e+00,8.772499999999999432e+01,8.481481480999999434e+00,2.441666666999999791e+02,1.098973332999999997e+00,2.934382407920000091e+01,1.000000000000000000e+00,2.551183620154510168e-01,7.509886686506420626e-03,2.915597004830147831e+00,3.639526155953018982e-01,9.810515173176902692e+01,8.538337586822408731e-02
2.057681594479739928e+01,4.200043671000000245e+01,8.627778622999999314e+00,4.079166666999999968e+00,7.397499999999999432e+01,8.441203703999999419e+00,2.854166667000000075e+02,5.088805332999999820e+00,3.387592111579999710e+01,1.000000000000000000e+00,2.091841211287042701e-01,2.993181014797913035e-03,1.669641237334171580e+00,5.403673572945119075e-01,5.289717274061717234e+01,2.629552231293963427e-01
2.053282848752199996e+01,3.490065136000000123e+00,1.042608179000000135e+00,1.312962962999999927e+00,8.294166667000000359e+01,3.950462963000000105e+00,8.616666666999999791e+01,8.232986669999999840e-01,2.724247126420000242e+01,8.333333330000000649e-02,9.342442214477994500e-02,7.155384392992197688e-03,1.545656153152421997e+00,3.162239683331110052e-01,5.409638665942871683e+01,2.146141627004036906e-02
1.910983307760360006e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.349074073999998902e+00,9.934999999999999432e+01,8.437037036999999629e+00,1.330000000000000000e+02,0.000000000000000000e+00,4.121882537999999840e+01,1.000000000000000000e+00,1.394902927200745157e-01,4.564860328813055354e-03,2.872456451742308570e+00,3.923024678896461781e-01,7.987210271001146111e+01,1.308245218550538047e-01
1.767178408460620176e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.579166667000000857e+00,7.484166666999999507e+01,-5.831018517999999595e+00,3.020000000000000000e+02,1.572090666999999886e+00,3.041104269499999901e+01,1.000000000000000000e+00,8.488033048501444910e-02,8.407227796882098259e-03,2.014338924161035216e+00,2.675642045059007379e-01,7.390464088639993179e+01,2.389244295531970375e-01
2.023087785482940149e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.781018517999999773e+00,6.603333333000000493e+01,1.296250000000000036e+01,1.710000000000000000e+02,0.000000000000000000e+00,2.361394794499999961e+01,0.000000000000000000e+00,6.425653058544818219e-02,3.601247555164326531e-03,1.690064987897486493e+00,5.610029781873848709e-01,8.806865094519058346e+01,2.394797744989650146e-01
1.867618954340320059e+01,1.136090710000000001e+02,2.120651303000000265e+00,-3.553703703999999686e+00,5.976666666999999933e+01,3.528240741000000291e+00,2.729166667000000075e+02,2.719493332999999957e+00,3.809080166580000082e+01,1.000000000000000000e+00,1.430968463083558406e-01,8.827660850102119969e-03,2.291399288034916992e+00,2.794440058082463541e-01,6.740672105039824658e+01,2.224322148604463423e-01
1.879055414596140139e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.415740741000000469e+00,9.029999999999999716e+01,6.887500000000000178e+00,6.133333333000000209e+01,0.000000000000000000e+00,3.362831368999999881e+01,1.000000000000000000e+00,1.176997273625516455e-01,6.884965427841760986e-03,1.819021333207708535e+00,3.739904367841455635e-01,7.309036689769317263e+01,1.722429077529780417e-01
1.801299330944409860e+01,1.896228519999999946e+02,4.392235630999999785e+01,-5.997685184999999919e+00,6.364999999999999858e+01,8.888888899999999871e-02,2.705833332999999925e+02,1.382098666999999947e+00,4.165328986080000107e+01,1.000000000000000000e+00,1.033348414318140257e-01,7.022005280868977815e-03,2.511046711431776934e+00,3.077212085799289065e-01,5.366624086479133382e+01,2.066732038055780207e-01
2.309410976794260151e+01,1.868992955999999950e+01,1.904764730000000073e-01,-1.267592593000000045e+00,8.697499999999999432e+01,6.643518520000000205e-01,1.205000000000000000e+02,6.333066670000000453e-01,4.213371333330000112e+01,1.000000000000000000e+00,2.312406974086677058e-01,7.466824142553415630e-03,2.449410607911121751e+00,6.471873427611949392e-01,7.752848554817575177e+01,2.821631317046155440e-01
1.817598893746470168e+01,2.768542857999999995e+00,5.851132679999999642e-01,3.784722222000000080e+00,7.554999999999999716e+01,7.827314815000000259e+00,2.783333332999999925e+02,4.485301332999999779e+00,3.816509423250000310e+01,1.000000000000000000e+00,7.507215832973675174e-02,9.594521505826372060e-03,2.031539750599685945e+00,4.087308033878366276e-01,9.713419558001868381e+01,1.902103919846155899e-01
2.157694138829549857e+01,1.028252188000000018e+02,5.977206370000000106e+02,4.161111111000000307e+00,3.570000000000000284e+01,1.976203703999999917e+01,2.624166667000000075e+02,2.685965332999999955e+00,2.464116133499999961e+01,1.000000000000000000e+00,1.112847888325234902e-01,7.181193865817028094e-03,2.321266551131771827e+00,5.526800511932985494e-01,8.573862335043189375e+01,2.181678610438123334e-01
2.234872294626190126e+01,1.828201521000000014e+02,3.953008371999999895e+02,-2.467592593000000001e+00,5.349166667000000075e+01,6.275462962999999839e+00,2.652500000000000000e+02,3.129280000000000062e+00,3.325648764329999807e+01,1.000000000000000000e+00,2.227407907056765946e-01,4.776867573082205568e-03,2.297362637543460373e+00,5.708074144139486661e-01,6.131319292748593597e+01,7.024505299402529490e-02
2.000274314057449843e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.315740740999999936e+00,9.009999999999999432e+01,3.785185185000000008e+00,2.523333333000000209e+02,2.980266669999999674e-01,3.500168894829999999e+01,1.000000000000000000e+00,2.394723400707578498e-01,8.090788169077437614e-03,1.997840785769162908e+00,6.007157106746532360e-01,7.356886433169078998e+01,2.263994779435353488e-01
1.941423384258740015e+01,2.035192289000000017e+02,1.834050828000000308e+02,1.225509259000000029e+01,6.849166667000000075e+01,1.812916667000000004e+01,1.931666666999999791e+02,8.046720000000000539e-01,2.577280138829999956e+01,0.000000000000000000e+00,7.128771593466458334e-02,6.401432456109162027e-03,2.643100242047101922e+00,4.713649529437898278e-01,6.789933735853246333e+01,5.595391629571413311e-02
2.204578204368640115e+01,1.615424478000000192e+02,1.098430733000000004e+02,7.468055556000000372e+00,6.565000000000000568e+01,1.377129630000000127e+01,8.375000000000000000e+01,1.132501332999999999e+00,2.112771944500000032e+01,0.000000000000000000e+00,1.058503673094055991e-01,3.079572027859018082e-03,2.939789955436286295e+00,4.450278200010882035e-01,6.633988592040222443e+01,1.948754093708829072e-01
1.938091924469280158e+01,2.978151240000000257e+02,3.809369345999999723e+01,1.505092593000000090e+00,6.498333332999999357e+01,7.663888888999999871e+00,2.344166666999999791e+02,1.057994667000000000e+00,2.205497540329999850e+01,1.000000000000000000e+00,1.046585593887821714e-01,4.971316745741742593e-03,2.367400113976487752e+00,3.393300180525862797e-01,3.414466108756680285e+01,9.785474200274310586e-02
1.888042670295979875e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.052777778000000275e+00,5.377499999999999858e+01,3.427777778000000275e+00,2.887500000000000000e+02,6.023863999999999663e+00,4.377987550920000359e+01,1.000000000000000000e+00,2.428556822781253177e-01,8.147839466314726886e-03,2.760127393013152464e+00,4.556789716989536609e-01,9.062780165547499678e+01,2.190869342652467799e-01
2.165971877471210050e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.786111111000000307e+00,8.292499999999999716e+01,6.485185184999999741e+00,2.788333332999999925e+02,3.982381333000000190e+00,3.155499198669999927e+01,1.000000000000000000e+00,2.403670083897500587e-01,9.068468670537774279e-03,1.698504724881576111e+00,4.349358634070236151e-01,9.343902512229246327e+01,1.756411242384584570e-01
2.042284958119919835e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.159814814999999832e+00,6.876333293000000424e+01,1.170740741000000007e+01,2.299499999999999886e+02,2.462445333000000236e+00,2.211422196579999877e+01,1.000000000000000000e+00,7.783238483611093494e-02,3.992202063101826098e-03,1.862023895498184256e+00,4.621460883228954430e-01,4.813070012533769670e+01,7.206134727160275200e-02
2.094210936029439907e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.200185184999999954e+01,7.546666666999999507e+01,-8.433796296000000581e+00,2.941666667000000075e+02,3.069674666999999690e+00,3.433814726420000341e+01,1.000000000000000000e+00,1.830453280303386276e-01,2.773119162548604022e-03,2.362393582176083306e+00,6.456070357835576035e-01,6.098540169917927756e+01,5.448464100437457047e-02
2.227437243280730073e+01,7.204683583999999996e+01,2.092031069999999993e-01,5.314351851999999710e+00,5.732500000000000284e+01,1.359999999999999964e+01,2.047500000000000000e+02,1.173479999999999857e+00,2.295963399080000045e+01,0.000000000000000000e+00,2.378778029963828922e-01,3.349784795516919881e-03,2.862084006980651019e+00,5.023080094004290785e-01,6.979627223485498178e+01,1.321879440622096280e-01
