# # iw north average temp C,iw heating energy kWh,diffuse solar w/m2,direct solar w/m2,dew point temp C,OAH %,OAT C,wind direction from north,wind speed m/s,Mull SWT C,Heat Mode
2.386463741000000027e+01,2.541106038000000122e+00,7.986276567000000171e+01,7.076384021000001212e+02,2.404166666999999702e+00,4.791666666999999791e+01,1.318657407000000070e+01,2.310000000000000000e+02,1.300141333000000010e+00,2.287502848669999977e+01,1.000000000000000000e+00
2.090009218000000146e+01,7.421193092000000036e+01,4.435362176000000289e+01,6.302613681000000270e+02,-1.187638888999999942e+01,7.515000000000000568e+01,-8.248148148000000290e+00,2.334166666999999791e+02,1.389549333000000164e+00,6.653539388750000683e+01,1.000000000000000000e+00
2.231468667000000039e+01,3.160663723000000047e+01,1.671654290000000174e+02,2.038136393999999996e+02,-9.734259258999999886e+00,5.630833333000000351e+01,-2.205092593000000267e+00,2.921666667000000075e+02,3.878071999999999964e+00,4.090544745829999584e+01,1.000000000000000000e+00
2.228279527000000115e+01,1.313433123000000080e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.963425926000000210e+00,8.066666666999999791e+01,1.012453703999999988e+01,2.820000000000000000e+02,2.395389333000000232e+00,3.093785213079999963e+01,1.000000000000000000e+00
2.212864233999999897e+01,5.449626128999999963e+01,7.521526751000000388e+01,8.292719450000000103e-01,-9.554629630000000873e+00,6.516666666999999791e+01,-3.981481481999999961e+00,1.660000000000000000e+02,1.192106667000000009e+00,5.046664652670000351e+01,1.000000000000000000e+00
2.556444215999999869e+01,0.000000000000000000e+00,1.889206010000000049e+02,6.155879578999999922e+02,1.272314815000000010e+01,5.129999999999999716e+01,2.332685185000000061e+01,2.216666666999999791e+02,3.315546667000000003e+00,2.404727292579999798e+01,0.000000000000000000e+00
2.339748189000000167e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.135833333000000067e+01,8.962500000000000000e+01,1.301018518999999962e+01,1.355000000000000000e+02,0.000000000000000000e+00,2.382049535169999999e+01,0.000000000000000000e+00
2.000927696000000111e+01,2.866276403999999722e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.418518518999999589e+00,4.839999999999999858e+01,6.848148147999999935e+00,1.877500000000000000e+02,4.619413329999999540e-01,1.880744886579999786e+01,1.000000000000000000e+00
1.944901272999999975e+01,3.723335800000000262e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.205740740999999971e+01,7.204999999999999716e+01,-7.896759258999999531e+00,2.750000000000000000e+02,2.577930666999999954e+00,4.350926064829999973e+01,1.000000000000000000e+00
2.129397626000000088e+01,2.046168524999999860e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.297839070000000039e-01,6.831666705000000661e+01,5.227623337999999897e+00,2.786666667000000075e+02,2.633810689000000149e+00,3.390364045919999825e+01,1.000000000000000000e+00
2.352070228999999912e+01,2.613063031999999897e+00,1.167517310000000066e+02,5.810471211000000267e+02,-3.180555560000000170e-01,4.300833332999999925e+01,1.184722222000000080e+01,2.116666666999999791e+02,8.270239999999999814e-01,2.247192386580000090e+01,1.000000000000000000e+00
2.243659303000000094e+01,1.352066109000000083e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.666203703999999952e+00,7.738333332999999925e+01,1.044305555999999946e+01,2.225000000000000000e+02,1.527386666999999809e+00,2.649384773250000080e+01,1.000000000000000000e+00
2.048080531000000093e+01,2.337542780000000064e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.808333332999999321e+00,4.537500000000000000e+01,2.836574073999999612e+00,1.525000000000000000e+02,5.699760000000000382e-01,3.539674861579999998e+01,1.000000000000000000e+00
2.136588353000000140e+01,2.584010211000000012e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.334722221999999903e+00,7.750833332999999925e+01,-9.000000000000000222e-01,2.832500000000000000e+02,2.730669333000000254e+00,3.666804393670000195e+01,1.000000000000000000e+00
1.801939906999999863e+01,2.510035749000000038e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.944907407000000532e+00,7.552500000000000568e+01,-4.265277777999999742e+00,3.030000000000000000e+02,0.000000000000000000e+00,3.464298863500000181e+01,1.000000000000000000e+00
2.088329743999999977e+01,3.100985618000000166e+00,1.253773790999999989e+02,8.483261691000000155e+02,-1.229537037000000055e+01,3.094999999999999929e+01,3.225925926000000388e+00,8.133333333000000209e+01,6.109546670000000068e-01,2.177254911170000184e+01,1.000000000000000000e+00
2.067521431000000121e+01,2.943799293000000006e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.395833333000000120e+00,8.295833333000000209e+01,-8.648148150000000145e-01,2.653333332999999925e+02,7.413413329999999357e-01,4.023534236079999715e+01,1.000000000000000000e+00
2.272245613000000120e+01,2.868479263000000046e+01,7.629788777999999105e+00,1.180528425999999964e+00,1.639814815000000037e+00,9.088333332999999925e+01,2.984722221999999814e+00,2.762500000000000000e+02,2.983991999999999756e+00,5.287123342670000170e+01,1.000000000000000000e+00
2.583500154000000038e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041249999999999964e+01,5.419166666999999649e+01,1.992546296000000083e+01,1.527500000000000000e+02,1.285239999999999938e+00,2.500192453749999899e+01,0.000000000000000000e+00
2.058307570999999925e+01,5.097908961999999988e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.190925926000000068e+01,5.499166667000000075e+01,-4.217592593000000001e+00,3.163333332999999925e+02,1.013290666999999923e+00,3.089972855829999787e+01,1.000000000000000000e+00
2.025094467999999992e+01,3.462848477000000003e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.229629629999999985e+01,4.294166666999999649e+01,-1.317592592999999868e+00,1.566666666999999791e+02,8.046720000000000539e-01,4.313908458419999903e+01,1.000000000000000000e+00
2.308234218000000126e+01,2.724319842999999963e+00,1.506654055999999855e+02,6.992333442000000332e+02,-1.194444444000000161e+00,4.506666666999999649e+01,1.018240740999999971e+01,1.192500000000000000e+02,3.166533329999999813e-01,2.208786151920000052e+01,1.000000000000000000e+00
1.875596774999999994e+01,2.412287785999999912e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.081944445000000421e+00,7.697499999999999432e+01,-2.585648148000000202e+00,2.832500000000000000e+02,2.030306667000000065e+00,3.177798954580000057e+01,1.000000000000000000e+00
2.333580077999999958e+01,1.636119925999999936e+01,1.376285971999999731e+02,6.133930014999999969e+01,6.093518518999999856e+00,6.154166666999999791e+01,1.331712963000000016e+01,1.475000000000000000e+02,1.199557333000000003e+00,3.106301485499999870e+01,1.000000000000000000e+00
2.476774679000000035e+01,0.000000000000000000e+00,1.186901699000000008e+02,2.779888203000000431e+02,1.153287036999999948e+01,7.306666667000000359e+01,1.635324074000000039e+01,1.161666667000000075e+02,1.825413333000000193e+00,2.407654868999999920e+01,0.000000000000000000e+00
2.220710284000000101e+01,1.301018147999999997e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.694907406999999866e+00,6.074166667000000075e+01,8.857870371000000631e+00,7.691666666999999791e+01,6.705599999999999061e-02,2.844913382420000048e+01,1.000000000000000000e+00
2.137861055000000121e+01,0.000000000000000000e+00,2.092853559000000132e+02,5.490009967999999674e+01,1.243703703999999988e+01,7.520000000000000284e+01,1.683935184999999990e+01,2.080833333000000209e+02,1.888743999999999978e+00,2.160329696249999998e+01,0.000000000000000000e+00
2.296635102000000117e+01,2.882463754999999850e+01,1.896228519999999946e+02,4.392235630999999785e+01,-5.997685184999999919e+00,6.364999999999999858e+01,8.888888899999999871e-02,2.705833332999999925e+02,1.382098666999999947e+00,4.165328986080000107e+01,1.000000000000000000e+00
2.085748071000000081e+01,2.101565250000000162e+00,1.272232194000000192e+02,4.352297443000000321e+00,1.301898148000000077e+01,9.228333333000000493e+01,1.423981481999999943e+01,1.912500000000000000e+02,1.098973332999999997e+00,2.131149790329999760e+01,5.833333333000000342e-01
2.211828094999999905e+01,5.831995133000000209e+01,4.553330848000000231e+01,1.151761378000000002e+00,-5.304166666999999613e+00,5.305833333000000351e+01,3.351851851999999798e+00,2.545000000000000000e+02,2.600282666999999659e+00,6.143338541749999848e+01,1.000000000000000000e+00
2.192672254000000009e+01,1.514066378000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.324074074000000323e+00,9.792499999999999716e+01,9.625462963000000371e+00,1.686666666999999791e+02,0.000000000000000000e+00,3.085106215420000098e+01,1.000000000000000000e+00
2.063606156000000169e+01,3.848954073000000164e+01,2.620538204000000064e+02,3.947421583999999939e+02,-1.279259258999999993e+01,5.126666666999999933e+01,-4.233796296000000403e+00,2.916666667000000075e+02,2.976541333000000122e+00,3.389555417999999776e+01,1.000000000000000000e+00
2.245354569999999939e+01,1.335742757999999952e+01,6.882592979999999727e+01,2.365543700000000138e-02,1.001388889000000049e+01,9.701666667000000643e+01,1.045740741000000007e+01,8.391666666999999791e+01,2.346960000000000157e-01,3.189374108830000054e+01,1.000000000000000000e+00
2.208774976000000123e+01,3.901106372999999650e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.285185184999999564e+00,6.075000000000000000e+01,-2.751851851999999710e+00,2.972500000000000000e+02,2.477346666999999947e+00,4.435397347250000166e+01,1.000000000000000000e+00
2.298769784999999999e+01,2.289081485000000171e+01,1.601405170999999825e+02,2.291684783999999979e+02,-6.896759258999999531e+00,5.734166667000000217e+01,5.574074079999999931e-01,2.678333332999999925e+02,1.057994667000000000e+00,3.929340416499999833e+01,1.000000000000000000e+00
2.256160642000000038e+01,4.329118282000000306e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.398611111000000129e+00,8.609999999999999432e+01,4.516666666999999968e+00,2.366666666999999791e+02,7.972213329999999765e-01,4.656088833420000128e+01,1.000000000000000000e+00
2.280239372999999858e+01,3.505645364000000086e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.147222221999999903e+00,7.783333333000000209e+01,-7.606481480000000239e-01,2.814166667000000075e+02,2.775373333000000109e+00,4.637327874999999722e+01,1.000000000000000000e+00
2.431726898000000148e+01,0.000000000000000000e+00,2.445401180000000068e+02,3.572521676000000639e+02,1.173842593000000001e+01,7.420833333000000209e+01,1.632777778000000168e+01,2.748333332999999925e+02,2.197946667000000076e+00,2.333806227250000020e+01,0.000000000000000000e+00
2.154721053000000097e+01,2.163505928000000011e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.166203703999999952e+00,8.692499999999999716e+01,4.145370370000000193e+00,2.830833332999999925e+02,1.028191999999999995e+00,3.531630189330000036e+01,1.000000000000000000e+00
2.124055251000000055e+01,2.109853873999999863e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.836418380000000017e-01,7.297499999999999432e+01,4.258950508999999940e+00,2.871666667000000075e+02,3.058498644999999794e+00,3.413271764830000166e+01,1.000000000000000000e+00
2.602074955999999872e+01,0.000000000000000000e+00,1.611622126000000037e+02,7.542524720999999772e+02,1.134675926000000068e+01,5.553333332999999783e+01,2.053935184999999919e+01,2.575833332999999925e+02,2.201672000000000295e+00,2.424087989419999900e+01,0.000000000000000000e+00
2.091073932999999840e+01,2.647912532999999868e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.194444444000000161e+00,7.918333332999999641e+01,1.008333332999999943e+00,3.050833332999999925e+02,0.000000000000000000e+00,3.873030541749999855e+01,1.000000000000000000e+00
2.163145971000000145e+01,2.237936055000000124e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.509259259999999436e-01,8.306666667000000359e+01,1.717592593000000223e+00,2.801666667000000075e+02,3.166533333000000283e+00,3.473589300919999800e+01,1.000000000000000000e+00
2.546733124000000004e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.160138889000000084e+01,7.450000000000000000e+01,1.612037036999999984e+01,2.260000000000000000e+02,0.000000000000000000e+00,2.440416373580000098e+01,0.000000000000000000e+00
2.080101237999999952e+01,2.282991554999999906e+01,8.037815593999999919e+01,8.569071379000000661e+02,-1.054074074000000039e+01,3.975833332999999925e+01,1.678703704000000130e+00,3.038333332999999925e+02,1.430528000000000022e+00,2.408332026420000105e+01,1.000000000000000000e+00
1.936143685000000048e+01,1.585072684999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.101124254999999996e+00,9.367976249999999538e+01,2.015145106999999935e+00,2.985952378000000067e+02,1.255969520000000061e+00,2.863282703750000024e+01,1.000000000000000000e+00
2.079056720999999897e+01,2.518802963999999989e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.101388888999999871e+00,6.865833333000000493e+01,-3.333333299999999971e-02,1.893333333000000209e+02,0.000000000000000000e+00,3.649856967080000203e+01,1.000000000000000000e+00
1.970219511999999895e+01,1.858719483000000139e+01,0.000000000000000000e+00,0.000000000000000000e+00,-5.712500000000000355e+00,4.577499999999999858e+01,5.002777778000000453e+00,7.025000000000000000e+01,0.000000000000000000e+00,2.351213668249999955e+01,1.000000000000000000e+00
1.756547345999999976e+01,2.820480537999999981e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.124675925999999926e+01,7.894166667000000359e+01,-8.237500000000000711e+00,2.805833332999999925e+02,3.684354667000000028e+00,3.689557341670000312e+01,1.000000000000000000e+00
2.211572277000000142e+01,3.897963493999999862e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.615277777999999387e+00,9.549166667000000075e+01,1.029398147999999935e+01,1.562500000000000000e+02,5.513493329999999970e-01,2.728506778830000101e+01,1.000000000000000000e+00
2.268218500000000049e+01,9.336706848000000392e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.717592589999999975e-01,8.016666666999999791e+01,2.905092593000000001e+00,2.492500000000000000e+02,3.203786670000000059e-01,3.195147637420000208e+01,1.000000000000000000e+00
1.898918643000000017e+01,1.749034894000000051e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.800925929999999564e-01,9.379166666999999791e+01,1.874074074000000145e+00,2.975000000000000000e+02,8.158479999999999066e-01,3.040469793079999761e+01,1.000000000000000000e+00
2.118409817999999945e+01,3.002363166000000305e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.021759259000000064e+01,9.726666667000000643e+01,1.062175925999999926e+01,1.549166666999999791e+02,3.390053329999999643e-01,2.080065969999999709e+01,1.000000000000000000e+00
2.126825631000000172e+01,2.495029608000000110e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.532407409999999137e-01,7.487500000000000000e+01,3.168055556000000106e+00,2.329166666999999791e+02,9.723120000000000651e-01,3.738936569500000218e+01,1.000000000000000000e+00
2.030235301000000092e+01,3.315196991999999909e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.505092592999998757e+00,8.595000000000000284e+01,-7.550925926000000565e+00,3.025000000000000000e+02,2.793999999999999817e-01,4.183455643579999617e+01,1.000000000000000000e+00
2.461011978000000155e+01,0.000000000000000000e+00,1.332220330000000104e+02,7.012268884000000071e+02,3.200000000000000178e+00,4.394166666999999649e+01,1.540185184999999990e+01,2.888333332999999925e+02,3.006343999999999905e+00,2.322833500000000129e+01,0.000000000000000000e+00
1.853846129000000076e+01,2.144124266000000034e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.130694444000000054e+01,6.068333333000000351e+01,-4.880092593000000534e+00,7.408333333000000209e+01,0.000000000000000000e+00,3.281338473249999765e+01,1.000000000000000000e+00
2.373695385999999985e+01,0.000000000000000000e+00,2.700786258999999632e+02,1.072086618000000016e+02,1.002731481000000002e+01,6.171666667000000217e+01,1.743564814999999868e+01,2.409166666999999791e+02,1.132501332999999999e+00,2.286195138420000106e+01,0.000000000000000000e+00
2.334835325999999966e+01,2.814482391999999944e+00,2.204422856000000053e+01,1.602420079000000044e+02,2.629629629999999940e-01,4.754999999999999716e+01,1.099444444000000054e+01,1.177500000000000000e+02,1.266613330000000148e-01,2.263315217079999897e+01,1.000000000000000000e+00
1.884214921999999959e+01,4.807611751000000311e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.519675926000000032e+01,7.245833333000000209e+01,-1.121898148000000006e+01,1.639166666999999791e+02,5.252720000000000722e-01,5.021330328670000398e+01,1.000000000000000000e+00
2.189095353000000088e+01,2.181355250000000012e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.078703703999999597e+00,6.932500000000000284e+01,9.000000000000000222e-01,2.825000000000000000e+02,3.278293333000000143e+00,3.407595304170000361e+01,1.000000000000000000e+00
2.447701414999999869e+01,0.000000000000000000e+00,9.737270349000000635e+01,5.630763201000000606e+00,7.468055556000000372e+00,4.781666666999999649e+01,1.874444443999999876e+01,2.276666666999999791e+02,9.648613329999999877e-01,2.356190833420000175e+01,0.000000000000000000e+00
2.330071128999999885e+01,9.553960218000000282e+00,6.448825363999999638e+01,7.877039537000000564e+02,-2.819444449999999880e-01,5.877499999999999858e+01,7.241203704000000130e+00,1.840000000000000000e+02,3.017520000000000202e-01,2.772355966250000137e+01,1.000000000000000000e+00
2.211797500999999855e+01,1.748020813000000118e+01,2.471091634999999656e+02,2.060655086999999810e+02,-5.714814815000000436e+00,6.387500000000000000e+01,3.222222220000000026e-01,2.772500000000000000e+02,2.894584000000000046e+00,3.719658305080000105e+01,1.000000000000000000e+00
2.168286859000000177e+01,2.956181737000000087e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.256481480999999789e+00,3.080833332999999996e+01,6.775000000000000355e+00,1.057500000000000000e+02,2.756746669999999844e-01,2.052071252420000036e+01,1.000000000000000000e+00
2.520377504000000002e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.343333332999999996e+01,7.068333332999999641e+01,1.885648147999999935e+01,1.860000000000000000e+02,5.513493329999999970e-01,2.148765483669999909e+01,0.000000000000000000e+00
2.441543186000000176e+01,0.000000000000000000e+00,5.449351199999999951e-01,2.172184799999999916e-01,1.104120370000000051e+01,8.954999999999999716e+01,1.270462962999999945e+01,1.361666666999999791e+02,5.289973329999999585e-01,2.390850722329999911e+01,0.000000000000000000e+00
1.813012471000000048e+01,2.921055680999999993e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.376851852000000065e+01,6.079166666999999791e+01,-7.502777777999999564e+00,8.316666666999999791e+01,8.940800000000000136e-02,3.599194696330000198e+01,1.000000000000000000e+00
2.082083334000000008e+01,2.813926159000000027e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.912037036999999717e+00,8.175000000000000000e+01,-1.722222219999999804e-01,2.685833332999999925e+02,1.341120000000000090e+00,3.890760842670000130e+01,1.000000000000000000e+00
2.281734879000000049e+01,2.950755867000000165e+01,3.167685360000000117e+01,8.977187974999999653e+00,1.576388888999999960e+00,8.433333333000000209e+01,3.975462963000000016e+00,1.669166666999999791e+02,2.235200000000000034e-02,5.330630393330000061e+01,1.000000000000000000e+00
2.197163663999999983e+01,3.924334668000000192e+01,6.192954497000000202e+01,3.017834819999999918e-01,-5.822685185000000097e+00,8.525833332999999925e+01,-3.702777778000000186e+00,3.018333332999999925e+02,2.771647999999999890e+00,4.747112458329999640e+01,1.000000000000000000e+00
2.004977433000000175e+01,3.105178596000000457e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.141527778000000026e+01,5.155833333000000351e+01,-2.827314814999999815e+00,2.060000000000000000e+02,1.490133333000000171e+00,1.857415706079999751e+01,1.000000000000000000e+00
2.216070314999999979e+01,4.194165112999999678e+01,2.134922756999999649e+02,4.912721026999999907e+01,-1.000231480999999967e+01,6.365833332999999783e+01,-4.138425926000000032e+00,1.689166666999999791e+02,1.844040000000000123e+00,4.686416166669999939e+01,1.000000000000000000e+00
2.270200333000000015e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.133518519000000069e+01,8.819166667000000359e+01,1.323240741000000043e+01,1.713333333000000209e+02,0.000000000000000000e+00,2.350693495920000231e+01,0.000000000000000000e+00
2.277728003000000001e+01,2.149037464999999969e+01,5.925618243000000263e+01,1.116744705999999976e+00,2.469907406999999999e+00,8.805833332999999641e+01,4.268981482000000049e+00,1.945000000000000000e+02,4.097866700000000334e-02,3.696695134670000016e+01,1.000000000000000000e+00
2.092288390999999947e+01,2.052552086000000031e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.785648147999999935e+00,4.741666666999999791e+01,2.243981481999999694e+00,1.646666666999999791e+02,5.923279999999999657e-01,3.310143101250000086e+01,1.000000000000000000e+00
2.138187934000000112e+01,2.692262777999999912e+00,8.549068220000000906e+01,5.812059087999999747e+02,-9.752777777999998676e+00,2.595833332999999854e+01,8.696759259000000242e+00,1.198333332999999925e+02,6.109546670000000068e-01,2.051658055500000089e+01,1.000000000000000000e+00
2.087734667999999871e+01,3.465269793999999681e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.699074069999999825e-01,9.489166667000000643e+01,8.972222220000000137e-01,7.550000000000000000e+01,1.303866669999999839e-01,2.338280992170000161e+01,1.000000000000000000e+00
2.547120380999999867e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.122592593000000072e+01,7.530833332999999641e+01,1.556064815000000046e+01,8.775000000000000000e+01,4.246880000000000099e-01,2.460112825919999935e+01,0.000000000000000000e+00
1.921270791999999972e+01,2.757318052999999836e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.215833332999999961e+01,5.478333332999999783e+01,-4.433333333999999404e+00,2.850000000000000000e+02,2.764197333000000256e+00,2.841353886079999924e+01,1.000000000000000000e+00
2.145797728000000149e+01,1.920374513999999877e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.630092593000000090e+00,7.747499999999999432e+01,5.247685184999999919e+00,1.846666666999999791e+02,2.346960000000000157e-01,3.330035740830000179e+01,1.000000000000000000e+00
2.232209830000000039e+01,4.224637741999999641e+00,4.727351248999999811e+00,1.933353480999999929e+00,1.104675925999999997e+01,9.862500000000000000e+01,1.124166667000000075e+01,2.967500000000000000e+02,1.322493332999999938e+00,3.166246994999999842e+01,3.333333332999999787e-01
2.106442139999999696e+01,2.756553760999999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.220370370000000371e+00,6.820000000000000284e+01,-1.107407406999999955e+00,3.032500000000000000e+02,1.937173330000000193e-01,3.833970837919999752e+01,1.000000000000000000e+00
2.080140092999999979e+01,2.795982181000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.056481481000000500e+00,4.554999999999999716e+01,1.424074073999999968e+00,2.074166666999999791e+02,1.110149333000000071e+00,3.988562231499999911e+01,1.000000000000000000e+00
2.010163745999999918e+01,6.419398277999999891e+01,5.336741331000000343e+01,5.127113555999999335e+02,-6.627777777999999564e+00,6.741666666999999791e+01,-1.346759259000000153e+00,2.031666666999999791e+02,2.756746669999999844e-01,6.075189787080000059e+01,1.000000000000000000e+00
2.085666842999999915e+01,4.739051363000000094e+01,2.813717533000000159e+01,4.199012789999999606e-01,-1.691666666999999791e+00,9.567499999999999716e+01,-1.085648147999999980e+00,2.840000000000000000e+02,0.000000000000000000e+00,6.086970509329999857e+01,1.000000000000000000e+00
2.213705381000000116e+01,2.429500382999999886e+01,6.435634142000000679e+01,8.097504617999999255e+02,-7.839814815000000436e+00,4.548333333000000067e+01,2.769907406999999822e+00,2.961666667000000075e+02,3.129280000000000062e+00,3.837648876250000285e+01,1.000000000000000000e+00
2.302005438999999853e+01,0.000000000000000000e+00,1.359628455000000145e+02,8.936793148000000429e+02,4.493981481999999694e+00,5.070833333000000209e+01,1.459398148000000006e+01,1.672500000000000000e+02,8.829040000000001331e-01,2.212031692249999892e+01,0.000000000000000000e+00
2.224366662999999988e+01,1.453097671999999996e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.996759259000000064e+00,9.820000000000000284e+01,7.254166667000000679e+00,2.120000000000000000e+02,0.000000000000000000e+00,3.168220839250000154e+01,1.000000000000000000e+00
2.172874610999999945e+01,6.457150577999999541e+01,1.382724970999999812e+02,3.213062093000000345e+02,-1.309722222000000080e+01,7.234166666999999507e+01,-9.023611111000001017e+00,3.084166667000000075e+02,1.043093330000000041e-01,6.538032351830000266e+01,1.000000000000000000e+00
1.971208093999999988e+01,2.923161246000000268e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.856481479999999684e-01,7.775833332999999925e+01,3.910648147999999935e+00,2.872500000000000000e+02,1.013290666999999923e+00,1.945596928249999991e+01,1.000000000000000000e+00
2.324262621000000095e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.158796296000000003e+00,4.138333332999999925e+01,1.150324074000000074e+01,2.849166667000000075e+02,2.227749333000000220e+00,2.288708958420000172e+01,0.000000000000000000e+00
2.018736481999999910e+01,7.966439501000000689e+01,4.484736568999999662e+01,5.766962329000000409e+02,-1.236805556000000017e+01,6.779166666999999791e+01,-7.438425925999999855e+00,2.421666666999999791e+02,1.009565333000000065e+00,6.233992874919999849e+01,1.000000000000000000e+00
2.338614935000000017e+01,7.352037692999999763e+00,1.144648165999999918e+02,7.044084582000000410e+02,3.653009258999999620e+00,7.719166667000000359e+01,7.379861111000000307e+00,1.911666666999999791e+02,8.568266700000000125e-01,3.056707221750000159e+01,1.000000000000000000e+00
2.089761099999999772e+01,3.877592123999999973e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.205555556000000195e+00,3.539999999999999858e+01,5.946759258999999354e+00,7.458333333000000209e+01,4.470400000000000068e-02,2.600585460579999975e+01,1.000000000000000000e+00
2.397895495999999937e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.522222222000000791e+00,5.740833332999999783e+01,1.591111111000000022e+01,1.358333333000000209e+02,3.427306670000000444e-01,2.477014467749999937e+01,0.000000000000000000e+00
2.168302225000000050e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.266064815000000010e+01,7.719166667000000359e+01,1.665462962999999874e+01,2.096666666999999791e+02,2.302256000000000302e+00,2.183111852249999885e+01,0.000000000000000000e+00
2.289162685999999880e+01,2.154905991000000043e+01,9.533746963000000108e+01,2.892267809000000156e+01,1.620370370000000060e+00,8.996666666999999507e+01,3.104166666999999880e+00,2.814166667000000075e+02,2.790274666999999820e+00,3.760389830999999816e+01,1.000000000000000000e+00
1.649569264000000146e+01,4.235148170000000434e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.990277778000000053e+00,9.956666667000000359e+01,-1.923611111000000040e+00,3.455000000000000000e+02,0.000000000000000000e+00,1.727849699500000114e+01,0.000000000000000000e+00
2.143817483999999851e+01,4.950129287000000033e+01,1.987619941000000168e+01,3.576020007999999848e+02,4.196759258999999354e+00,9.272499999999999432e+01,5.281018517999999773e+00,9.166666666999999791e+01,0.000000000000000000e+00,4.840252314829999847e+01,1.000000000000000000e+00
2.304479674999999972e+01,2.795209751999999881e+01,1.175728089000000125e+02,1.669851574000000127e+01,-3.745833333000000209e+00,7.365000000000000568e+01,4.111111110000000290e-01,4.508333333000000209e+01,4.470400000000000068e-02,4.191250291749999946e+01,1.000000000000000000e+00
2.145181330999999858e+01,2.341069282000000129e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.925925926000000121e+00,6.969166667000000359e+01,2.027314814999999992e+00,2.830000000000000000e+02,5.699760000000000382e-01,3.585082588419999894e+01,1.000000000000000000e+00
2.133727298000000161e+01,2.979602953999999926e+01,1.748815099000000117e+01,1.829826899999999895e-02,1.173657406999999964e+01,9.776666667000000643e+01,1.206435184999999954e+01,2.215833333000000209e+02,5.289973329999999585e-01,2.927013808829999775e+01,4.166666667000000213e-01
2.083105875000000040e+01,1.731547606000000172e+01,2.468165584999999851e+02,3.747308594999999798e+01,-1.027685184999999990e+01,5.369166666999999649e+01,-2.151851852000000065e+00,2.938333332999999925e+02,1.780709333000000116e+00,3.494485939670000363e+01,1.000000000000000000e+00
