# # iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,intMass,mullSurfaceArea
2.189610488580429859e+01,2.398715540801149970e+01,1.112250299000000098e+02,8.060305791000000681e+02,5.504166666999999791e+01,2.446759259000000242e+00,3.691788389829999772e+01,1.000000000000000000e+00,1.376537666660290933e-03,8.962139597157832895e+02,1.399201321489152106e+00
2.381252012116739891e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.530833332999999641e+01,1.556064815000000046e+01,2.460112825919999935e+01,0.000000000000000000e+00,2.239642398418945426e-03,4.306281306567643696e+02,1.466384068335875090e+00
1.928616200734460051e+01,2.223984922107170092e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.068333333000000351e+01,-4.880092593000000534e+00,3.281338473249999765e+01,1.000000000000000000e+00,4.835620806263301458e-03,3.328984368682673676e+02,1.238340919717491717e+00
1.952333471034269863e+01,6.408219911382899703e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.199166667000000075e+01,-2.494444443999999983e+00,2.415412078749999836e+01,1.000000000000000000e+00,3.476891578008076480e-03,3.504444953116412762e+02,1.213779008054978847e+00
1.822330793020449846e+01,5.925309843487299943e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.848333332999999357e+01,9.205555556000000195e+00,1.957331500920000167e+01,1.000000000000000000e+00,4.886382991609324045e-03,2.442338427015962168e+02,1.693575374971676428e+00
2.320972880140260131e+01,2.972134440230270158e+01,2.377110468000000143e+00,5.056341054999999862e+00,8.889166667000000643e+01,2.836111111000000129e+00,3.906364588079999578e+01,1.000000000000000000e+00,3.505159181073466863e-03,8.605384899204138947e+02,1.680704205348708236e+00
2.215726692907249884e+01,1.911538830524889931e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.920000000000000284e+01,5.071759258999999354e+00,3.111682551920000250e+01,1.000000000000000000e+00,1.476862556024290639e-03,9.195885932692970073e+02,1.717653100509283215e+00
2.585079628676909991e+01,0.000000000000000000e+00,2.843099846000000142e+01,2.325669408999999916e+02,4.435000000000000142e+01,2.398564814999999939e+01,2.539558657329999747e+01,0.000000000000000000e+00,4.443160572410318615e-03,2.720392648943754352e+02,1.298473705607168904e+00
2.353683664138679887e+01,1.781109580656410074e+01,5.140085578000000055e+01,7.325443909999999059e-01,9.730833332999999641e+01,7.297222222000000258e+00,3.521147451920000293e+01,1.000000000000000000e+00,4.385154505133226528e-03,3.471917213250293344e+02,1.479622074050003899e+00
2.202393573758289946e+01,1.365218924849789950e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.990000000000000568e+01,6.407407407000000887e+00,2.968593724999999850e+01,1.000000000000000000e+00,3.573991216547814289e-03,9.536419673091216964e+02,1.708003011201696397e+00
2.048092093475430175e+01,5.538171269365039784e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.599166667000000075e+01,8.669444444999999888e+00,2.916035479670000186e+01,1.000000000000000000e+00,3.419834369867685159e-03,9.960996952190073443e+02,1.191649221039187578e+00
1.960240849158849841e+01,4.096246207659150151e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.394166666999999649e+01,3.208333333000000120e+00,2.428288973500000125e+01,1.000000000000000000e+00,3.782118074502092975e-03,2.296883770074401241e+02,1.245627664961086234e+00
2.087869338200030001e+01,1.753508457450849889e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,4.828703703999999597e+00,3.404587432499999977e+01,1.000000000000000000e+00,4.900272834760988419e-03,2.493807912712836696e+02,1.620320053753861345e+00
2.043340176458229962e+01,2.075137789067300176e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.640833332999999783e+01,7.570833332999999499e+00,3.578494153670000344e+01,1.000000000000000000e+00,1.078466896631738187e-03,4.102076842696246786e+02,1.301413238664324679e+00
2.128908497628370000e+01,7.503186744052349866e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.209999999999999432e+01,7.271759258999999531e+00,2.079646712999999991e+01,1.000000000000000000e+00,1.288432299563611275e-03,4.516016271971358265e+02,1.634719832448143784e+00
2.332095134744820086e+01,2.273103617636720031e-01,8.958625213000000542e+01,8.300976960000000417e+02,2.825000000000000000e+01,1.376805556000000053e+01,2.236049192750000003e+01,1.000000000000000000e+00,4.149434484064597889e-03,8.693115801188215528e+02,1.451968266345358138e+00
2.137096770193520001e+01,7.497048539148759794e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.052500000000000568e+01,4.231944443999999805e+00,3.177564213499999823e+01,1.000000000000000000e+00,3.933103681605508439e-03,2.205258736264837012e+02,1.265904262823563275e+00
2.041916181299859900e+01,7.970396324031669621e+01,4.157387511999999674e+00,1.118649396999999990e+00,7.109999999999999432e+01,-5.680555560000000170e-01,6.263164763830000226e+01,1.000000000000000000e+00,1.195941610239166335e-03,5.357811119060502278e+02,1.419012238895606792e+00
2.114413223600950076e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.927500000000000568e+01,1.145092593000000036e+01,2.568054818579999932e+01,0.000000000000000000e+00,3.369379588423715606e-03,4.209020038979646756e+02,1.189592704361825293e+00
2.060775462918909895e+01,1.564917151980040089e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840833333000000493e+01,-1.526388889000000137e+00,4.119023694420000226e+01,1.000000000000000000e+00,3.908861491466197186e-03,9.979377182271136917e+02,1.277192807617466119e+00
2.161527244351649912e+01,1.866252478442099871e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.475000000000000000e+01,3.951851851999999887e+00,3.935593679999999495e+01,1.000000000000000000e+00,3.273017072719731739e-03,7.128430960958590958e+02,1.299352761217367425e+00
2.228107290738039836e+01,1.717460456855209827e+01,9.549688378000000455e+01,6.876622523000000342e+01,5.670000000000000284e+01,1.891666666999999968e+00,3.758308055079999832e+01,1.000000000000000000e+00,3.040839010581259001e-03,3.636571328959160496e+02,1.319133399488835678e+00
2.205996004194410176e+01,1.144233906828539915e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.276666666999999933e+01,6.106481482000000405e+00,3.363208562079999808e+01,1.000000000000000000e+00,4.341515614726502124e-03,8.726822957085345251e+02,1.389459261684068414e+00
2.022738898835450172e+01,6.791961262078380024e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.169166667000000359e+01,7.768518517999999595e+00,3.412091876080000219e+01,1.000000000000000000e+00,3.454703474673735588e-03,8.477169473337715999e+02,1.149131939313182693e+00
2.144941835663929908e+01,1.048607440674430080e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.118333332999999641e+01,3.947222221999999725e+00,3.355666763499999661e+01,1.000000000000000000e+00,4.765457007073345234e-03,4.168097776687697547e+02,1.350042796832348735e+00
2.235222569481840083e+01,1.706832437201810038e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.355833332999999641e+01,8.952314814999999371e+00,2.704380840829999855e+01,1.000000000000000000e+00,1.476862556024290639e-03,9.195885932692970073e+02,1.717653100509283215e+00
2.247823016175809840e+01,3.994417762000330185e+01,6.647146564000000524e+01,9.555038649999999523e-01,8.188333332999999925e+01,1.835648148000000202e+00,5.291286499920000352e+01,1.000000000000000000e+00,3.226096611441297245e-03,7.806543279882041588e+02,1.426172817388929870e+00
2.178213172162540090e+01,1.407445166156550087e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.364999999999999858e+01,5.245369260000000144e-01,3.016356141670000213e+01,1.000000000000000000e+00,1.738324604510979761e-03,7.758028137834876361e+02,1.409195199586480873e+00
2.121708897072949895e+01,2.270925252571320030e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.668333332999999641e+01,2.548148148000000113e+00,4.746817199170000379e+01,1.000000000000000000e+00,4.397520004383441775e-03,8.217863931715179433e+02,1.155460598355732449e+00
2.297373209054509857e+01,2.453223569004450155e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.429999999999999716e+01,4.604166667000000324e+00,3.958413923919999888e+01,1.000000000000000000e+00,3.812344423019213037e-03,4.872582130794578461e+02,1.569511593023965146e+00
2.267297897085209968e+01,2.751772939152110098e+01,6.100516651000000223e+01,9.908751529999999530e-01,9.855833332999999641e+01,8.000000000000000000e+00,3.982166111669999964e+01,1.000000000000000000e+00,4.011262463622973160e-03,5.475820875329512774e+02,1.550564841044687503e+00
2.080975995598459960e+01,8.712138586712349309e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.549166667000000075e+01,1.029398147999999935e+01,2.728506778830000101e+01,1.000000000000000000e+00,1.633837082113818312e-03,3.406953100981203306e+02,1.455590191752436979e+00
2.250565220744149997e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,9.883333333999999581e+00,2.315176064829999802e+01,0.000000000000000000e+00,3.305187405624265308e-03,5.958215653069219115e+02,1.452484426114364346e+00
2.330452420150509951e+01,1.876531041980430103e+01,1.232138361000000089e+02,6.586641150000000380e+02,6.335833333000000067e+01,2.848148147999999935e+00,3.639497012830000244e+01,1.000000000000000000e+00,2.796122861770969532e-03,5.840762509734695413e+02,1.486950904060672096e+00
1.852990812127499964e+01,2.063768443115050033e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.068333333000000351e+01,-4.880092593000000534e+00,3.281338473249999765e+01,1.000000000000000000e+00,1.454394327502214496e-03,5.811584510184106875e+02,1.132123187129655317e+00
2.300919326716149982e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.526666667000000643e+01,1.408194443999999912e+01,2.425920509330000030e+01,0.000000000000000000e+00,3.181833028628766255e-03,2.601305819553969627e+02,1.322267822010922300e+00
2.299824686979030020e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.079166666999999791e+01,1.394675926000000032e+01,2.489371992919999954e+01,0.000000000000000000e+00,3.887629580672644601e-03,7.470531451197290380e+02,1.186161581464260983e+00
2.331409809461219851e+01,2.235977282619710138e+01,9.291489704999999333e+01,2.317834863999999939e+01,8.350833332999999925e+01,4.533333332999999854e+00,3.630097074169999871e+01,1.000000000000000000e+00,3.203341588206821966e-03,7.439207613291799817e+02,1.710743078791228111e+00
2.177862505609310162e+01,1.897008603615410038e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.865833333000000493e+01,-3.333333299999999971e-02,3.649856967080000203e+01,1.000000000000000000e+00,3.945316321809508656e-03,7.530390381654306111e+02,1.473907293623868409e+00
2.285548257665989880e+01,2.163244595482339960e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.304166666999999791e+01,4.802777778000000275e+00,3.695047866670000047e+01,1.000000000000000000e+00,3.096965495274105716e-03,9.757062774438614952e+02,1.539727875265318735e+00
1.880803333933760157e+01,3.928994011390339836e+01,1.234044513999999992e+02,2.744321276000000154e+01,8.508333333000000209e+01,-7.645833332999999676e+00,5.976176463000000183e+01,1.000000000000000000e+00,4.179620708464085350e-03,7.844667240213268542e+02,1.252096314821288026e+00
2.017963944477180149e+01,3.680582377765470170e+01,1.210656770000000080e+02,4.333324600999999916e+02,5.734166667000000217e+01,-3.338888888999999693e+00,6.020328624999999789e+01,1.000000000000000000e+00,4.226471811704234083e-03,3.129646158185116747e+02,1.555113805582919451e+00
2.175923073225850146e+01,3.359178105872879883e+01,2.780346288999999693e+00,6.561285409999999274e+01,4.921666667000000217e+01,1.323148148000000024e+00,4.066092430420000170e+01,1.000000000000000000e+00,2.132514819663017432e-03,4.737759828970771423e+02,1.594728721662770798e+00
2.152070765951960141e+01,9.305011863272179440e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.515000000000000568e+01,1.237731482000000049e+01,3.162973305419999903e+01,1.000000000000000000e+00,2.431853599958168095e-03,9.568743971592737125e+02,1.332615571477285821e+00
2.258573578707899898e+01,1.142740984142380078e+01,1.537942654000000005e+02,1.444203766999999914e+02,7.230833332999999641e+01,7.740740739999999676e+00,3.398292368170000088e+01,1.000000000000000000e+00,4.560328131437231536e-03,6.326639149694990465e+02,1.373976360024162124e+00
2.322733653597629910e+01,0.000000000000000000e+00,1.771444401999999627e+02,1.078399442999999902e+00,6.561666667000000075e+01,1.067222222000000009e+01,2.112020344920000170e+01,0.000000000000000000e+00,3.710917932117214352e-03,3.006195260650690670e+02,1.254655454713203611e+00
2.131462686904249892e+01,1.576563797668019973e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.367499999999999716e+01,3.994444445000000066e+00,3.744798595500000005e+01,1.000000000000000000e+00,3.040839010581259001e-03,3.636571328959160496e+02,1.319133399488835678e+00
2.421910828384530134e+01,0.000000000000000000e+00,8.787488596999999402e+01,3.204690674999999942e+02,3.620000000000000284e+01,1.919259259000000029e+01,2.476652436079999831e+01,1.000000000000000000e+00,1.960166178210964380e-03,2.562152197575966852e+02,1.500205853844600368e+00
1.857606026002800093e+01,1.556878934820979943e+01,4.837121917999999710e+01,3.205031888000000322e+02,5.208333333000000209e+01,-1.924074073999999968e+00,4.134172366669999832e+01,1.000000000000000000e+00,1.221851690142548722e-03,9.100097910920017057e+02,1.306782305084460916e+00
2.099212919726170057e+01,7.372958971604599565e-01,1.248317752000000098e+02,9.128496873999999934e+02,2.645833332999999854e+01,7.385648147999999580e+00,2.145472092079999982e+01,1.000000000000000000e+00,2.152001034550381393e-03,9.761270200814450391e+02,1.201245144633906747e+00
1.605693265493080091e+01,4.148843211659090002e+01,2.810293703000000143e+00,6.937090609000000185e+00,6.283333333000000209e+01,-5.956481482000000049e+00,5.602611402830000031e+01,1.000000000000000000e+00,3.450615567307747846e-03,2.285690446642136635e+02,1.367161517380967029e+00
2.127208035902999939e+01,1.524280461615609994e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.230833332999999641e+01,1.093518519000000078e+00,3.968659113830000251e+01,1.000000000000000000e+00,4.035403111164523673e-03,9.449450227757895391e+02,1.232954553878988557e+00
2.366384110830329845e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.122500000000000142e+01,1.905000000000000071e+01,2.532126805500000089e+01,0.000000000000000000e+00,4.909706005115319419e-03,5.835556891233379702e+02,1.541761373061722340e+00
2.165348821005390079e+01,0.000000000000000000e+00,4.716314606000000254e+01,8.450130095000000097e+01,6.881666667000000359e+01,1.745324073999999825e+01,2.416708039330000091e+01,0.000000000000000000e+00,1.580163400962148780e-03,8.007042208993009353e+02,1.225048359971201872e+00
2.279811486815950161e+01,0.000000000000000000e+00,1.859643794999999784e+02,3.944478371999999808e+02,7.109166666999999507e+01,1.766712963000000158e+01,2.612704450000000023e+01,0.000000000000000000e+00,3.390547143818911473e-03,9.401917604816986795e+02,1.626989994295993558e+00
2.177631126024359887e+01,6.010427541821230335e+01,1.228593470999999937e+02,4.171193028000000140e+02,5.549166667000000075e+01,-8.361111110999999596e+00,5.989674300920000150e+01,1.000000000000000000e+00,1.567285699228212949e-03,6.015545780611234932e+02,1.446428962894209302e+00
2.240151169566090061e+01,2.600493324932159922e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.356666667000000359e+01,9.270370370000000193e+00,4.360372611500000062e+01,1.000000000000000000e+00,3.677223716595977299e-03,9.818076353639962690e+02,1.401634390632366278e+00
2.179178268452229972e+01,1.199605929204619947e+00,1.087720331999999956e+02,8.370744300000000067e+02,5.042499999999999716e+01,8.143055555000000112e+00,2.253575252829999798e+01,1.000000000000000000e+00,1.793874198435093216e-03,6.779810248109004078e+02,1.256827135279039664e+00
2.211758235668180106e+01,5.818452731498699571e+00,1.064754544000000038e+02,8.436474478000000090e+02,5.342499999999999716e+01,6.391666667000000857e+00,2.613745640750000021e+01,1.000000000000000000e+00,3.273017072719731739e-03,7.128430960958590958e+02,1.299352761217367425e+00
2.204284305571770020e+01,1.333707162379299938e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.046666666999999507e+01,3.549999999999999822e+00,3.781142017670000399e+01,1.000000000000000000e+00,3.531738956761595275e-03,6.444642757883545983e+02,1.296108751529592817e+00
2.194598292954919927e+01,4.463223007512279850e+01,9.911801135999999701e+01,2.540014665999999863e+02,8.251666667000000643e+01,-1.054166667000000057e+00,6.509089999920000480e+01,1.000000000000000000e+00,4.783307651914193298e-03,5.322504204699995398e+02,1.294668379856303231e+00
2.051425966462209871e+01,0.000000000000000000e+00,3.593136988999999915e+01,4.154035466000000270e+02,2.789166666999999933e+01,8.194444444000000161e+00,2.061090879580000035e+01,1.000000000000000000e+00,2.098314729567837128e-03,5.991815108319680121e+02,1.631869282795824105e+00
1.762177572607869891e+01,3.057934851800200082e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.848333332999999357e+01,9.205555556000000195e+00,1.957331500920000167e+01,1.000000000000000000e+00,4.704840401142247955e-03,5.223264146478286420e+02,1.281003806856355176e+00
2.366346153761750060e+01,5.354185653919530274e+00,7.168425451999999609e+01,1.502591776999999951e+01,8.789166667000000643e+01,1.379583333000000067e+01,2.541265021750000130e+01,1.000000000000000000e+00,3.626854570785204793e-03,7.056542028549665702e+02,1.656238374494611643e+00
1.971966832386319979e+01,1.847961901736260160e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.652500000000000568e+01,-1.312962962999999927e+00,4.041409833419999842e+01,1.000000000000000000e+00,3.692910695747885289e-03,5.008682373641397021e+02,1.336512359000131545e+00
2.003185228582070110e+01,2.169822990216439962e+01,1.468581351999999924e+02,2.027776211000000117e+01,5.517499999999999716e+01,4.944444450000000102e-01,4.097784171420000376e+01,1.000000000000000000e+00,2.317829704690787043e-03,2.174135635402479068e+02,1.260408568530122508e+00
2.257160141366150086e+01,2.426266119684920142e+01,1.522617998000000057e+02,1.864544519000000093e+02,5.679999999999999716e+01,-2.911574073999999790e+00,4.298600148170000068e+01,1.000000000000000000e+00,3.623154308066773438e-03,5.119376857313213236e+02,1.375707654096950616e+00
2.125551662583740153e+01,3.518229382426369956e+00,1.037930349000000030e+00,2.969486808999999727e+00,5.014999999999999858e+01,6.999074074000000145e+00,2.207774380249999879e+01,1.000000000000000000e+00,1.702125327372088718e-03,4.120044707584809203e+02,1.165548891586128288e+00
2.093011840324690098e+01,1.509432176961779959e+01,6.641082312999999715e+01,1.638555919000000083e+00,7.241666666999999791e+01,3.411111111000000307e+00,3.855806263920000276e+01,1.000000000000000000e+00,1.815557168281077636e-03,9.708375236242478650e+02,1.153888587956608758e+00
2.292438853869089854e+01,3.032161561439160025e+01,1.716199600000000203e+02,2.675134063000000140e+01,6.440833333000000493e+01,5.282407410000000691e-01,4.442994833329999693e+01,1.000000000000000000e+00,2.253506857997715149e-03,5.271708348210383974e+02,1.435298378256498086e+00
2.086486712242160024e+01,1.615123386551029938e+01,1.175728089000000125e+02,1.669851574000000127e+01,7.365000000000000568e+01,4.111111110000000290e-01,4.191250291749999946e+01,1.000000000000000000e+00,4.121189688177285919e-03,4.416578051573048924e+02,1.145667148091782384e+00
1.882045232308280092e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.910833332999999357e+01,-8.009259259999998992e-01,1.827562818420000212e+01,0.000000000000000000e+00,2.108638392720687919e-03,9.493781389981883194e+02,1.256638667243117125e+00
2.113182780005039874e+01,1.240801765493280051e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.165833333000000493e+01,1.024907407000000070e+01,2.992727571749999882e+01,1.000000000000000000e+00,2.667803834544672792e-03,9.008788073576224633e+02,1.494960707296813407e+00
2.028692278758390088e+01,3.724136804673540269e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.096666667000000217e+01,-5.838425926000000210e+00,4.154008467579999575e+01,1.000000000000000000e+00,1.108162300406241542e-03,2.147505387979392424e+02,1.438379253147594072e+00
2.090963997834809973e+01,3.260876575103399944e+01,1.648755569000000207e+02,1.850834944000000064e+02,7.851666667000000643e+01,-2.924074073999999968e+00,4.977377861080000088e+01,1.000000000000000000e+00,2.108638392720687919e-03,9.493781389981883194e+02,1.256638667243117125e+00
2.002647570332930016e+01,6.150794170465119670e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.489166667000000643e+01,8.972222220000000137e-01,2.338280992170000161e+01,1.000000000000000000e+00,1.666930899240154189e-03,8.297049332480183921e+02,1.561933061076365981e+00
2.130734748956430025e+01,6.470777383108179848e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.065000000000000568e+01,9.784722222999999275e+00,2.803002267079999754e+01,1.000000000000000000e+00,3.531738956761595275e-03,6.444642757883545983e+02,1.296108751529592817e+00
1.800479501152850048e+01,1.678804985115730020e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.984999999999999432e+01,-5.594444443999999628e+00,3.358205279250000075e+01,1.000000000000000000e+00,2.742615218891954372e-03,9.840021728488951567e+02,1.343319074424702553e+00
1.789508073265999855e+01,1.503694378734070014e+01,2.468165584999999851e+02,3.747308594999999798e+01,5.369166666999999649e+01,-2.151851852000000065e+00,3.494485939670000363e+01,1.000000000000000000e+00,3.239433653862683945e-03,2.229393052462047820e+02,1.247188226938644950e+00
2.156163078723249882e+01,1.518225247333699990e+01,4.661091236000000038e+01,7.006527493000000106e+01,9.679999999999999716e+01,9.943055553999998963e+00,3.277606505749999855e+01,1.000000000000000000e+00,4.341515614726502124e-03,8.726822957085345251e+02,1.389459261684068414e+00
1.823383251360380086e+01,1.004843955997360005e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.159999999999999432e+01,-8.236111109999999513e-01,3.998217884249999798e+01,1.000000000000000000e+00,4.121189688177285919e-03,4.416578051573048924e+02,1.145667148091782384e+00
2.190957327587279835e+01,1.451768206038150044e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.669500000000000028e+01,1.317962963000000087e+01,2.247875439919999963e+01,1.000000000000000000e+00,3.710917932117214352e-03,3.006195260650690670e+02,1.254655454713203611e+00
2.434627257491219865e+01,0.000000000000000000e+00,7.081006080000000225e+01,1.802786465999999876e+01,4.895833333000000209e+01,1.869074073999999897e+01,2.361221089420000041e+01,0.000000000000000000e+00,3.062870993003629499e-03,3.923102495552407163e+02,1.250325318155250276e+00
2.162572348117560139e+01,2.191533929538499947e+01,2.454896862000000013e+01,6.023649201000000630e+02,4.210000000000000142e+01,5.407407410000000247e-01,3.505717237000000353e+01,1.000000000000000000e+00,3.745839086939295112e-03,6.804629195334800897e+02,1.696915455916919058e+00
1.862921461286209990e+01,1.257763990326269976e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.790833333000000493e+01,-2.151851852000000065e+00,4.184597657420000161e+01,1.000000000000000000e+00,4.602793770771248898e-03,4.924284185880149494e+02,1.193103632668114811e+00
2.210630572593580112e+01,5.211561369892280027e+01,1.856623551999999790e+02,1.688862514999999860e+02,6.104999999999999716e+01,-4.675925926000000565e+00,5.172069930669999849e+01,1.000000000000000000e+00,1.904598578452526515e-03,8.915313820886420899e+02,1.430779351720190995e+00
2.434714480037469997e+01,2.392972193088600008e+01,2.181893386999999862e+01,4.336664853999999991e+01,9.149166667000000075e+01,5.605555556000000550e+00,3.826173486999999795e+01,1.000000000000000000e+00,4.886382991609324045e-03,2.442338427015962168e+02,1.693575374971676428e+00
2.082702665686289834e+01,2.356592932925790151e+01,2.785615808999999672e+02,1.545305050000000051e+02,6.174166667000000075e+01,-1.779166666999999924e+00,4.109307064749999938e+01,1.000000000000000000e+00,3.226096611441297245e-03,7.806543279882041588e+02,1.426172817388929870e+00
1.958048569645960058e+01,1.471558640069179980e+01,1.506469819999999848e-01,6.989841099999999363e-02,8.341666666999999791e+01,9.496296296000000581e+00,3.427188472329999769e+01,1.000000000000000000e+00,1.702125327372088718e-03,4.120044707584809203e+02,1.165548891586128288e+00
2.108707624116280144e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.510833333000000067e+01,8.630555556000000905e+00,2.253178121750000074e+01,0.000000000000000000e+00,1.260321381444684877e-03,2.064861073368287236e+02,1.605995179971976716e+00
1.979925398823030136e+01,2.019702021564580008e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.499166667000000075e+01,-4.217592593000000001e+00,3.089972855829999787e+01,1.000000000000000000e+00,3.040839010581259001e-03,3.636571328959160496e+02,1.319133399488835678e+00
2.460803570611519930e+01,0.000000000000000000e+00,1.704050680999999940e+02,2.639123587999999927e+02,6.453333333000000493e+01,1.896111111000000093e+01,2.372824556500000170e+01,0.000000000000000000e+00,3.661348719697158239e-03,2.007194578862345793e+02,1.677204289860241948e+00
2.031874673447759960e+01,1.084556602302719952e+01,8.330441761999999528e+01,4.642123370000000193e+00,7.047499999999999432e+01,4.025462962999999839e+00,3.692416265749999837e+01,1.000000000000000000e+00,4.331904037274719906e-03,8.503536485800256060e+02,1.125216302541091951e+00
2.198722841534069872e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.803333333000000493e+01,1.290046296000000048e+01,2.299957564329999826e+01,0.000000000000000000e+00,1.768297744725728839e-03,2.256485381283634126e+02,1.140429346216620399e+00
1.930754663009879835e+01,1.138149771998659965e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.604166666999999791e+01,-1.341203703999999997e+00,4.094830337999999870e+01,1.000000000000000000e+00,2.480751048129236930e-03,7.555436036594011284e+02,1.141296077856081226e+00
2.112471430211779833e+01,2.352258993625899919e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.842499999999999716e+01,2.368055555000000201e+00,3.607994280580000179e+01,1.000000000000000000e+00,1.034565920248698518e-03,8.103378832081340306e+02,1.441174911472680176e+00
1.915122766500860152e+01,1.902811116488280163e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.067499999999999716e+01,1.278703703999999997e+00,4.736445402670000249e+01,1.000000000000000000e+00,1.533406079491022884e-03,5.760339059384623397e+02,1.182928701233807001e+00
2.117484478904979994e+01,9.632288776735329350e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.375833332999999925e+01,4.805555555999999839e+00,3.184970819420000154e+01,1.000000000000000000e+00,3.077345023309922996e-03,8.192828759718336187e+02,1.310680392296441177e+00
2.189932571039020104e+01,0.000000000000000000e+00,5.120537328999999716e+01,4.975992931999999591e+00,7.976666667000000643e+01,7.906018517999999773e+00,2.232837084670000038e+01,0.000000000000000000e+00,4.944144957036428548e-03,8.076117184463965941e+02,1.466683183709637461e+00
2.057246484091750105e+01,0.000000000000000000e+00,7.915507798000000150e+01,7.487498467999998866e+02,4.236666667000000075e+01,1.515324073999999932e+01,2.310938611170000101e+01,0.000000000000000000e+00,1.327663804944186152e-03,5.499076516943778188e+02,1.318625035845997218e+00
2.375297755177799885e+01,2.318246199336390134e+01,4.119960054999999954e+00,7.552038119999999743e-01,9.901666667000000643e+01,8.457407406999999822e+00,3.443598222250000163e+01,1.000000000000000000e+00,2.501477181317327252e-03,2.351491962964648792e+02,1.646420240953242242e+00
2.280785692461689962e+01,3.746687433067189943e+01,1.788928413000000148e+02,1.631403544000000068e+02,6.110833333000000067e+01,-2.177777778000000275e+00,4.718658131419999791e+01,1.000000000000000000e+00,4.254241744774830969e-03,3.817085179986898993e+02,1.571338289240985731e+00
2.286514740239239885e+01,5.306959887502969764e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.483333333000000209e+01,1.176481481000000073e+01,2.693273679670000220e+01,1.000000000000000000e+00,2.460575587770498507e-03,6.524535328981905877e+02,1.232387122073753449e+00
1.762402821409170173e+01,1.469077482414929925e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.727499999999999858e+01,-3.313888888999999782e+00,2.730047995829999863e+01,1.000000000000000000e+00,1.518824699526316862e-03,6.241053441127057795e+02,1.315056341940830986e+00
2.051651382313779948e+01,6.571801346405499622e+00,9.535974186999999347e+01,2.786481059999999843e+00,8.257500000000000284e+01,5.970370370000000371e+00,2.058782379169999999e+01,1.000000000000000000e+00,1.960166178210964380e-03,2.562152197575966852e+02,1.500205853844600368e+00
