# iw north average temp C,iw heating energy kWh,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.266217242999999826e+01,2.862705838000000114e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.435833332999999357e+01,1.077777777999999920e+01,2.171691464419999917e+01,1.000000000000000000e+00
2.279375684000000035e+01,2.654096980000000272e+01,3.714700544000000093e+01,1.071645994000000002e+02,6.165833332999999783e+01,1.527314814999999992e+00,3.851223300830000085e+01,1.000000000000000000e+00
2.106812094000000002e+01,2.578374287000000109e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.845833333000000209e+01,2.585185184999999830e+00,3.801227913920000390e+01,1.000000000000000000e+00
2.282639911000000055e+01,2.220330123000000100e+01,1.089050375999999964e+01,1.272647054999999972e+00,8.920000000000000284e+01,3.910185185000000008e+00,5.050659393419999788e+01,1.000000000000000000e+00
1.848468467000000004e+01,2.603386942999999931e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.950833332999999925e+01,-6.179166667000000501e+00,3.369507897249999928e+01,1.000000000000000000e+00
2.301778994000000012e+01,1.834404102999999964e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.247499999999999432e+01,5.254629630000000162e+00,3.357339343579999991e+01,1.000000000000000000e+00
2.349161343000000102e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.964999999999999858e+01,1.420972221999999974e+01,2.400319868920000133e+01,0.000000000000000000e+00
2.219808283000000060e+01,1.509556803999999985e+01,7.661604382000000157e+01,3.840026478000000054e+01,8.727500000000000568e+01,6.764814815000000259e+00,3.247315624920000232e+01,1.000000000000000000e+00
1.851616239000000164e+01,2.111946170999999950e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.722500000000000142e+01,-6.999999999999999556e-01,3.199145043920000120e+01,1.000000000000000000e+00
2.665235467000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.710833332999999357e+01,1.876296295999999941e+01,2.483313550500000133e+01,0.000000000000000000e+00
1.830773024000000149e+01,2.761768049000000147e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.640000000000000568e+01,-6.417592592999999290e+00,3.487280624920000349e+01,1.000000000000000000e+00
2.311337600999999964e+01,7.087039997999999841e+00,9.374983915999999340e+01,6.294872663999999673e+01,7.425000000000000000e+01,6.462037203999999591e+00,3.714014786079999908e+01,1.000000000000000000e+00
