# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityLow,elecEquipDensityHigh,infilRate
20.3069427678,8.3079107898,0,0,78.23333333,-0.833333333,40.3296752783,1,0.0872834776,330.9088617369,493.7660982279,1.4010025827,14.7320568801,32.7761757208,0.1898535745
20.7777564789,5.4404086147,0,0,89.73333333,6.099537037,30.5943921817,1,0.0245845129,137.0772387548,258.4652346457,1.2010966646,5.3375553398,38.7536905178,0.148179159
27.0477043326,7.8767348273,0,0,54.4,9.880555556,27.0964124725,1,0.0427753735,205.7378854317,595.8271128056,1.7115579498,20.6821587207,43.4531412913,0.0901920758
20.7082514677,10.740083815,0,0,78.40833333,-1.120833333,38.8762792142,1,0.071149802,332.5622662696,680.3627729176,1.5657916656,11.4577806189,49.06851566,0.1786759214
17.5276846565,4.4061192645,0,0,79.34166667,3.474074074,28.14855118,1,0.0819229688,167.1672626582,696.7680857334,1.1421423241,17.2391013263,39.3992863748,0.143588799
20.7440663906,10.5263235781,76.43943823,85.6381894,61.61666667,13.35972222,22.5745032083,1,0.0446919007,379.6407063209,961.9907558939,1.2224338987,20.139234486,20.5408159925,0.0431569209
24.193009927,3.9254387124,5.539760271,88.86846144,21.95,9.30462963,22.3567958333,1,0.0493068015,257.827802216,933.3352398617,1.2372795325,13.7118735873,43.3608495882,0.1213276922
20.90861086,11.1168042597,0,0,68.81666667,-1.189814815,39.8460687967,1,0.0715494606,116.5848794434,341.7010205023,1.6079493932,17.6218052046,20.1107548203,0.1896249968
21.1488348543,8.7848953807,0,0,67.51805583,9.308410537,19.7181446575,1,0.043821818,90.4599324995,211.4053017679,1.4363859724,6.9595838537,42.9279815224,0.117584101
18.4790760391,15.5270918131,0,0,70.925,0.061574074,34.1451598992,1,0.0021412152,96.4816246717,398.3594930377,1.250311073,5.0116779894,32.2748798592,0.292871464
21.5809654157,16.9849082357,2.029579907,1.020780597,90.79166667,1.778240741,58.255881295,1,0.0996943605,275.0300862298,873.4799092252,1.6690978944,20.6334646414,30.6261166015,0.0625060912
20.5963031033,12.9991206549,1.75742376,108.1847582,49.125,-3.573148148,52.8966060633,1,0.0754704613,106.2361433274,556.1484135106,1.4685105501,21.7362264628,42.1875144525,0.1528677554
22.6641066223,10.5832065081,0,0,69.96666667,-0.225462963,35.9806858758,1,0.0898244295,68.4887034152,887.7251770147,1.6970514967,20.3218238103,37.4746989826,0.1809241444
