# # cmbedY,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityLow,elecEquipDensityHigh,infilRate
2.269838057479190141e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.492499999999999716e+01,7.657407409999998915e-01,3.141670436500000108e+01,1.000000000000000000e+00,8.528472395138043949e-02,3.921294247905232737e+02,6.052374687839762828e+02,1.705798686625678462e+00,1.675278111509339851e+01,3.460563374494590505e+01,6.484801961034269979e-02
1.528559389616349939e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.595000000000000284e+01,-7.550925926000000565e+00,4.183455643579999617e+01,1.000000000000000000e+00,1.698034321460375681e-02,9.115185549334677262e+01,8.566179653259230236e+02,1.596845965964268643e+00,2.315418300489805858e+01,4.162117760078329098e+01,1.690983739561866261e-01
2.726842409903930076e+01,1.575225438999999881e+02,6.049659993999999870e+02,4.614166666999999933e+01,2.462129630000000091e+01,2.491669856329999888e+01,0.000000000000000000e+00,6.374927324646503801e-02,1.620203871600079992e+02,8.516626307891201577e+02,1.639965602264902955e+00,1.899310456147470916e+01,4.367477907723502994e+01,2.698949783799288737e-01
2.264818243723420110e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.652499999999999858e+01,3.133333332999999943e+00,4.260709416579999953e+01,1.000000000000000000e+00,6.651687498978307335e-03,3.520579968878641921e+02,7.174890640565022295e+02,1.415263432555708079e+00,2.089253156213464990e+01,4.289536535298051945e+01,2.105537753619306507e-01
9.879678842483940571e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.910833332999999357e+01,-1.246250000000000036e+01,5.058428532420000323e+01,1.000000000000000000e+00,6.436092800532726421e-02,2.429527758715620109e+02,6.586710994539923831e+02,1.370577848482620098e+00,2.076048777946499158e+01,4.641110130806723078e+01,4.455815319794258905e-02
6.739036696515950275e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.736666667000000075e+01,7.539351852000000243e+00,2.120402723079999774e+01,1.000000000000000000e+00,9.740738126684986287e-02,1.941494719930158226e+02,9.908692782480441110e+02,1.290703279243320178e+00,9.239839785353801460e+00,2.290473466403800984e+01,2.816832402640643274e-01
1.292502143168930040e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.379166666999999791e+01,1.874074074000000145e+00,3.040469793079999761e+01,1.000000000000000000e+00,5.835430906298012116e-02,3.545981615251221797e+02,6.319595382242516735e+02,1.665017612534508196e+00,1.336360225030619020e+01,2.943815839507985999e+01,2.040146482313452414e-01
0.000000000000000000e+00,8.465077986999999382e+01,4.701369799999999960e-02,9.456666667000000359e+01,1.460648147999999935e+01,2.380940797250000074e+01,0.000000000000000000e+00,3.344964496151538874e-02,7.897906814480154480e+01,2.973202538294194710e+02,1.609972498181007516e+00,1.192099017629918301e+01,3.196550988638108493e+01,1.864963942056125923e-01
1.970657469874689838e+01,5.297201528000000437e+00,5.377235077999999113e+00,6.378333332999999783e+01,-3.966666666999999702e+00,5.507690953670000056e+01,1.000000000000000000e+00,6.478346810403323719e-02,1.415880747416311181e+02,8.487371595843677596e+02,1.471503480326543878e+00,1.543506796388042623e+01,3.082278985442807695e+01,2.879171140276294838e-01
2.335175239499659838e+01,1.671654290000000174e+02,2.038136393999999996e+02,5.630833333000000351e+01,-2.205092593000000267e+00,4.090544745829999584e+01,1.000000000000000000e+00,4.323895856983837882e-02,3.295370959668460955e+02,6.280065153034831837e+02,1.695385485257955738e+00,1.344226879684704024e+01,2.088265426470961472e+01,4.953809386581869284e-02
1.975882410174019910e+01,2.779973310999999825e+01,4.669545999999999419e-01,8.715000000000000568e+01,-1.872222221999999991e+00,5.751061305420000025e+01,1.000000000000000000e+00,9.731180666249047984e-03,2.559048036225369174e+02,6.433553123345164977e+02,1.360725822458916934e+00,5.206703382511999045e+00,3.241333161346253178e+01,9.245502092481729106e-02
1.812470143957499857e+01,2.207708241999999998e+01,3.865683478999999867e+00,8.470833333000000209e+01,-1.300925925999999899e+00,6.273618916579999905e+01,1.000000000000000000e+00,3.179535896832209885e-02,2.729078847100632856e+02,7.108946441314967615e+02,1.405943210354726691e+00,6.763513735514429470e+00,3.687898432365746260e+01,2.569130633972229738e-01
9.805786130162710279e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.474166667000000075e+01,1.175000000000000044e+00,1.874705165170000143e+01,1.000000000000000000e+00,3.568310137789714592e-02,3.203047218764584727e+02,6.780264954866573817e+02,1.586020694913456097e+00,1.237085042665605883e+01,4.533359672087657088e+01,1.989817313634089646e-01
1.902597305089859958e+01,2.591853601000000040e+01,1.976367204000000015e+02,6.362500000000000000e+01,-8.793518517999999062e+00,6.240083328669999929e+01,1.000000000000000000e+00,5.240656336893938921e-02,1.983295072857043806e+02,6.223427312051578610e+02,1.499976037706032272e+00,1.405395028858429285e+01,2.685251420003422851e+01,2.054491263027885539e-01
9.388954077609630744e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.247499999999999432e+01,1.295879629999999949e+01,2.976206224999999961e+01,1.000000000000000000e+00,8.982442952264640956e-02,6.848870341521039506e+01,8.877251770147018988e+02,1.697051496706718510e+00,2.032182381027593721e+01,3.747469898262311716e+01,1.809241444222802198e-01
2.167816365663939848e+01,4.752263383999999746e+01,3.419596143999999782e+00,9.674166667000000075e+01,3.660648147999999935e+00,3.985200077750000247e+01,1.000000000000000000e+00,5.740746741131076691e-02,7.990532059894454164e+01,6.859711993118171449e+02,1.268311553373042688e+00,1.205808165653521158e+01,3.863211009979039545e+01,1.035485165804592989e-01
1.744692139197260161e+01,9.443543741000000580e+01,6.141026922999999442e+02,4.435833333000000067e+01,-2.363425926000000121e+00,4.722027990750000015e+01,1.000000000000000000e+00,7.638537544085402531e-02,3.077870132068716771e+02,2.990654051340287651e+02,1.478419970168513009e+00,8.993936568634609330e+00,2.774857516685906589e+01,1.058748030341582769e-01
1.839439618465999970e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.498333332999999357e+01,-2.743518518999999767e+00,3.763283594499999651e+01,1.000000000000000000e+00,1.608280777613585108e-02,1.327807128678161348e+02,9.453297552868217508e+02,1.136024875076841800e+00,1.451501720836241205e+01,3.312007712859018937e+01,2.277650521819266360e-01
2.472717217442449922e+01,2.249597551999999610e+02,3.035771638000000507e+02,6.987500000000000000e+01,9.480092593000000178e+00,2.207000416670000220e+01,0.000000000000000000e+00,7.893450259775428024e-02,2.903037229105121924e+02,7.777082199619300127e+02,1.618795287939728711e+00,1.432712896155032745e+01,4.751318971014832471e+01,2.910451005110918365e-01
1.871969775594470065e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.747500000000000142e+01,7.336111111000000129e+00,3.057234543170000052e+01,1.000000000000000000e+00,2.228468418887512292e-02,2.259524077828708926e+02,2.661823740944209931e+02,1.228833151453647465e+00,1.129738524079263584e+01,4.650976427765033350e+01,1.155229963715512786e-01
3.187684478543749922e+00,1.259486375000000038e+02,8.039362277000000176e+02,3.041666667000000146e+01,1.051296295999999941e+01,2.577441319000000064e+01,1.000000000000000000e+00,3.371139351472229873e-02,1.750647760951953558e+02,2.591056856406843281e+02,1.298126865642007521e+00,2.135856888337368886e+01,4.121744340910990445e+01,2.146055457289031965e-01
1.349530076855869964e+01,9.217847673999999358e+01,8.639388064999999415e+02,5.325833332999999925e+01,4.247222221999999547e+00,2.340666687579999916e+01,1.000000000000000000e+00,7.893450259775428024e-02,2.903037229105121924e+02,7.777082199619300127e+02,1.618795287939728711e+00,1.432712896155032745e+01,4.751318971014832471e+01,2.910451005110918365e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.988333332999999925e+01,1.394999999999999929e+01,2.431431944420000235e+01,0.000000000000000000e+00,9.816336398521668949e-02,3.996484664468477490e+02,2.834350130554318525e+02,1.309206565683605605e+00,2.098426071671847737e+01,4.562562822399168283e+01,2.790398054763766345e-01
1.975398620104380143e+01,8.330441761999999528e+01,4.642123370000000193e+00,7.047499999999999432e+01,4.025462962999999839e+00,3.692416265749999837e+01,1.000000000000000000e+00,4.540941931056208421e-03,1.027981978708608608e+02,6.827697898538217487e+02,1.431487852505162417e+00,2.119870811591265536e+01,3.739490559070848974e+01,2.478850774609699381e-01
2.249971179068840144e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.874166667000000075e+01,-3.454629629999999896e+00,4.811199337829999934e+01,1.000000000000000000e+00,4.120832188866416224e-02,3.985108043635049171e+02,8.639388340665032047e+02,1.599710351221578897e+00,1.498679011652584592e+01,3.691228381490340382e+01,6.561840460404962105e-02
1.268267497829300083e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.566666666999999791e+01,-6.325925926000000032e+00,3.478990665749999778e+01,1.000000000000000000e+00,6.016714072206096053e-02,1.816087067628992884e+02,4.932823646732251746e+02,1.631986348112889784e+00,5.289488814216374735e+00,3.147144681641890429e+01,6.947204517392534251e-02
7.603283108120919564e+00,2.582491502999999966e+01,1.407462183000000033e+00,9.864166667000000643e+01,8.395370370000000193e+00,3.392750592080000160e+01,1.000000000000000000e+00,4.197409626710572883e-02,1.734351514115040231e+02,4.592157395285970551e+02,1.122625653660805689e+00,2.494075097332560631e+01,2.559155386845284141e+01,1.133470635452364927e-01
8.166824285536430139e+00,3.293390057999999954e+01,2.820561442999999713e+02,6.879999999999999716e+01,-5.056944443999999983e+00,3.414174807919999921e+01,1.000000000000000000e+00,7.593515906723322106e-02,2.655221764621942953e+02,7.561307894664087144e+02,1.402928502067647187e+00,1.147569994354099521e+01,4.841819217497747729e+01,5.576171663861967387e-02
2.334849745758129913e+01,6.728658182000000210e+00,6.662623260000000158e-01,9.752500000000000568e+01,9.919444443999999805e+00,4.736765772999999768e+01,1.000000000000000000e+00,4.558197123914576460e-02,8.307055842474065344e+01,5.360025486973858051e+02,1.698284844340672617e+00,1.464513051830133783e+01,4.913050555827722121e+01,5.481697526922257174e-02
2.464242097328959957e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.876333293000000424e+01,1.170740741000000007e+01,2.211422196579999877e+01,1.000000000000000000e+00,6.861077645644925171e-02,2.041236404800462765e+02,3.265808032971328885e+02,1.446513965234317300e+00,1.888445807458300152e+01,2.026756364365604313e+01,1.799996829725309666e-01
1.877710143744990035e+01,1.553739650999999924e+02,4.003082607000000053e+02,6.634999999999999432e+01,2.260648148000000024e+00,3.148761526830000079e+01,1.000000000000000000e+00,5.862629427833444123e-02,1.085196702418116388e+02,3.549103319442536986e+02,1.219558072297278528e+00,7.765737299293452800e+00,2.527341717824804590e+01,2.340054586405251602e-01
7.405954603610280351e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.635833333000000067e+01,-4.567592593000000534e+00,3.151571414749999889e+01,1.000000000000000000e+00,7.796460961463377859e-02,8.512189601331228062e+01,5.807060948993437250e+02,1.277118889944649727e+00,9.270768917368947371e+00,4.593969260995954329e+01,2.177270429336810309e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.938333332999999925e+01,1.684675925999999890e+01,2.728516062079999926e+01,0.000000000000000000e+00,8.456002453992750301e-02,3.274361802232195373e+02,5.281181202138994877e+02,1.495303260077851304e+00,7.220775429623627950e+00,2.803492536422340464e+01,2.987358349944906344e-01
1.826319818552349972e+01,2.657111959999999939e+01,9.618246240000000169e-01,7.634166666999999507e+01,2.425462963000000194e+00,4.673757611079999919e+01,1.000000000000000000e+00,1.211216354478188498e-02,8.082696586838022768e+01,8.252451479586935648e+02,1.654821162141023372e+00,9.667256943548771631e+00,4.671242017398682123e+01,8.838284086476977386e-02
2.227045282971320006e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.634999999999999432e+01,3.653703703999999775e+00,3.563238423669999833e+01,1.000000000000000000e+00,8.565276309705101287e-02,2.335312014644108274e+02,7.012832937426879880e+02,1.700124815582256810e+00,1.211805597189414740e+01,3.541267354885082597e+01,1.609824469409764369e-01
5.230407095824269881e+00,1.897205991999999810e+02,5.024588536000000545e+02,5.671666667000000217e+01,1.654629630000000073e+00,2.684960355079999772e+01,1.000000000000000000e+00,2.476735483770871327e-02,2.400584360897500176e+02,6.120454155087544450e+02,1.213571845478975453e+00,1.608887863327913337e+01,3.301932438251019875e+01,8.809717465968625039e-02
1.147637266069740036e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.008333333000000209e+01,2.041203703999999952e+00,3.625382755249999889e+01,1.000000000000000000e+00,4.613499403466998772e-02,3.122081342013871676e+02,3.199617533688100366e+02,1.625736590131426684e+00,9.423649510778126626e+00,4.833380871354331987e+01,7.477011117456455747e-02
2.788238547548510127e+01,2.240238949000000162e+02,6.191227248999999802e+02,5.849166667000000075e+01,1.964629630000000304e+01,2.402715529079999968e+01,0.000000000000000000e+00,4.900628968469340763e-02,3.808463281048763065e+02,8.759422226025366172e+02,1.675874242542691128e+00,2.354286410565318377e+01,2.373085252464284167e+01,6.394075260407534878e-02
1.449203415104140014e+01,1.737078464000000224e+02,2.672695213000000081e+02,4.982500000000000284e+01,-3.878703703999999863e+00,4.786721060250000193e+01,1.000000000000000000e+00,1.640626800148998685e-02,2.869598107176282156e+02,3.656108793773610159e+02,1.208582510168979995e+00,1.658579561761641230e+01,4.508847000539728356e+01,2.626643258490859445e-01
1.841345136838999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.969166667000000359e+01,2.027314814999999992e+00,3.585082588419999894e+01,1.000000000000000000e+00,9.731180666249047984e-03,2.559048036225369174e+02,6.433553123345164977e+02,1.360725822458916934e+00,5.206703382511999045e+00,3.241333161346253178e+01,9.245502092481729106e-02
1.779468353560460159e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.874166667000000075e+01,6.827777777999999742e+00,3.176738845330000061e+01,1.000000000000000000e+00,1.640626800148998685e-02,2.869598107176282156e+02,3.656108793773610159e+02,1.208582510168979995e+00,1.658579561761641230e+01,4.508847000539728356e+01,2.626643258490859445e-01
2.437951834489239999e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.121666666999999507e+01,8.006481480999999789e+00,2.171032731500000068e+01,0.000000000000000000e+00,2.117697662584153498e-02,8.450623796073793415e+01,5.073611087779057129e+02,1.168100711984172868e+00,1.096678843626166966e+01,3.556153554107746828e+01,5.170828431667783692e-02
2.253015002194570116e+01,2.242545959000000266e+02,5.016725526999999829e+01,5.808333333000000209e+01,-1.651388889000000137e+00,4.383625629670000023e+01,1.000000000000000000e+00,6.546290081508228387e-02,3.308425039007466353e+02,7.898769077519232269e+02,1.187006010685023760e+00,1.457708870103141230e+01,4.234453328922719351e+01,3.018101880199627191e-02
2.412124374928599835e+01,7.661604382000000157e+01,3.840026478000000054e+01,8.727500000000000568e+01,6.764814815000000259e+00,3.247315624920000232e+01,1.000000000000000000e+00,7.955417451696319975e-02,2.329371153245772064e+02,4.541296442223768395e+02,1.617433042085624217e+00,8.578070625145088002e+00,3.186834026377048801e+01,2.083243397737017388e-01
1.290334042449859986e+01,8.561925002999998924e+00,3.251061556999999880e+01,8.054999999999999716e+01,3.114351851999999976e+00,5.588791939829999933e+01,1.000000000000000000e+00,3.162513861274181270e-02,1.471526763220607563e+02,9.218621949475923429e+02,1.635625000548523333e+00,2.423005447312907989e+01,3.230782000448684954e+01,1.332945377015418986e-01
1.871581883572219951e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.537500000000000000e+01,2.836574073999999612e+00,3.539674861579999998e+01,1.000000000000000000e+00,3.761544415384576474e-03,2.645822238014907271e+02,5.764868984508266294e+02,1.550530725301392909e+00,1.502378702450717540e+01,4.721906774860252654e+01,2.727618036189318751e-01
3.917035893411899838e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.095000000000000284e+01,-1.190277778000000009e+00,3.648936254499999876e+01,1.000000000000000000e+00,4.197409626710572883e-02,1.734351514115040231e+02,4.592157395285970551e+02,1.122625653660805689e+00,2.494075097332560631e+01,2.559155386845284141e+01,1.133470635452364927e-01
2.101210760534980082e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.763333332999999925e+01,3.743055556000000283e+00,2.848695233750000000e+01,1.000000000000000000e+00,3.473156920558572586e-02,2.144108683815236986e+02,9.387004964841949004e+02,1.636595712858716301e+00,1.287508235011511815e+01,4.542076307725538697e+01,3.558117406054124576e-02
2.584311831627629985e+01,5.890606808999999799e+01,6.447711533000000372e+02,3.850833332999999925e+01,1.829907408000000046e+01,2.385325053669999917e+01,0.000000000000000000e+00,4.507442467545306336e-02,3.690752656763559116e+02,3.400105167995592410e+02,1.490635132868509016e+00,1.709985169357182144e+01,2.346560219840347372e+01,2.218050821355731506e-01
1.465659237473160026e+01,5.872682866000000246e+01,6.875104833999999698e+01,5.892499999999999716e+01,-3.150925926000000210e+00,4.779581199079999720e+01,1.000000000000000000e+00,6.956456256058013432e-02,1.879921121768794308e+02,4.999248367261654380e+02,1.563711899874980160e+00,1.575784593997588345e+01,4.087859692866684469e+01,2.505825044422571590e-01
2.192050505040059960e+01,4.752263383999999746e+01,3.419596143999999782e+00,9.674166667000000075e+01,3.660648147999999935e+00,3.985200077750000247e+01,1.000000000000000000e+00,3.264222299964471968e-02,2.073080151884086035e+02,3.385710150087184047e+02,1.178107615277526055e+00,1.245037435201320442e+01,4.496884582014786957e+01,9.939962886267250664e-02
2.291199463818950122e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925833332999999925e+01,4.278703703999999775e+00,3.002860065750000018e+01,1.000000000000000000e+00,7.250446671449557734e-02,1.250751227007190920e+02,4.569772465323529218e+02,1.382308827498436754e+00,2.224596392769077724e+01,3.075935547428018779e+01,1.235123725991270627e-01
2.214178456579200116e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.503333333000000493e+01,1.399768519000000033e+01,2.360670141670000177e+01,0.000000000000000000e+00,6.016714072206096053e-02,1.816087067628992884e+02,4.932823646732251746e+02,1.631986348112889784e+00,5.289488814216374735e+00,3.147144681641890429e+01,6.947204517392534251e-02
8.737067021405680478e+00,4.711155289999999773e+00,1.147741753999999901e+02,3.305833333000000351e+01,1.129629629999999940e+00,3.607859860330000146e+01,1.000000000000000000e+00,8.173038512616821738e-02,1.910436777102315205e+02,9.003476356442672568e+02,1.279166935296440988e+00,2.103574679591655894e+01,2.133043687897682616e+01,1.814860730845168912e-01
1.931658097169189858e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.586666667000000075e+01,4.851851852000000243e+00,3.516726525420000371e+01,1.000000000000000000e+00,3.761544415384576474e-03,2.645822238014907271e+02,5.764868984508266294e+02,1.550530725301392909e+00,1.502378702450717540e+01,4.721906774860252654e+01,2.727618036189318751e-01
1.088449413711810010e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.614166667000000643e+01,8.564814820000000717e-01,3.593577679669999725e+01,1.000000000000000000e+00,8.565276309705101287e-02,2.335312014644108274e+02,7.012832937426879880e+02,1.700124815582256810e+00,1.211805597189414740e+01,3.541267354885082597e+01,1.609824469409764369e-01
1.648211429355280089e+01,9.359331392999999366e+01,5.454481504000000314e+01,7.970000000000000284e+01,-1.069814814999999975e+01,6.536372504579999543e+01,1.000000000000000000e+00,6.716321743252512411e-02,3.180170027150358578e+02,8.588676217526200389e+02,1.474817387956622872e+00,1.845684406104994935e+01,2.351458151536932917e+01,8.486448839286130086e-02
1.415726307014210050e+01,6.629698319000000062e+00,8.192741119999999988e-01,9.654166666999999791e+01,7.508333332999999499e+00,4.582936963080000226e+01,1.000000000000000000e+00,6.632150801011021946e-02,3.263148356888061699e+02,7.086343857730736318e+02,1.496733789472789011e+00,1.850691774619664542e+01,2.193330383611522905e+01,2.407537592947565641e-01
4.179892135777979689e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.509999999999999432e+01,4.075462963000000549e+00,3.254210413919999922e+01,1.000000000000000000e+00,9.782019459630800218e-02,2.961327163617350493e+02,7.532246714546059820e+02,1.211435482398408592e+00,1.771339991359799626e+01,4.887308423362344456e+01,3.688472563145582528e-02
2.130892435743820101e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.967499999999999716e+01,3.940277778000000009e+00,3.209895649500000303e+01,1.000000000000000000e+00,5.957226284372214159e-02,2.457829599565227738e+02,2.710743976636790080e+02,1.299036366051530500e+00,7.472306902372327642e+00,4.579232528904136501e+01,4.621232135102339156e-02
1.240020911722930030e+01,8.186030678999999566e+01,2.795701391999999785e+00,9.824166667000000075e+01,8.282407407000000887e+00,3.423975887000000284e+01,1.000000000000000000e+00,5.379056380203518783e-02,1.289880323936128832e+02,5.667597966663879561e+02,1.504020811332740903e+00,1.197926076797019590e+01,3.518295788917938438e+01,2.208605430535223457e-01
2.230593575709340115e+01,1.972588647999999978e+02,2.219514669000000140e+02,5.014166666999999933e+01,-3.014814814999999815e+00,3.135825114170000205e+01,1.000000000000000000e+00,8.025598797527686012e-02,3.639679451978231555e+02,9.181341785912217119e+02,1.292798835603157448e+00,2.265271435425206192e+01,4.780792312148017231e+01,1.262779992525332462e-01
2.133958293449289911e+01,7.172049789999999803e+01,4.335065300000000121e+00,7.604999999999999716e+01,-5.293055556000000550e+00,5.413803874999999977e+01,1.000000000000000000e+00,1.532432140963527548e-02,2.802827265597154565e+02,8.351592573947365281e+02,1.430194581135291854e+00,1.215366797289096468e+01,3.815276542464249587e+01,8.235548901833276980e-02
9.117855210999600502e+00,1.232012412999999924e+02,6.917135542999999664e+00,9.152500000000000568e+01,4.268055555000000112e+00,3.732632373170000051e+01,1.000000000000000000e+00,9.355852875526503298e-02,1.151447985184610303e+02,3.581543876774632054e+02,1.234971884853279800e+00,1.326585074299813805e+01,2.870505751237810443e+01,5.331074098309445536e-02
6.448958562467519862e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.382500000000000284e+01,-2.379629630000000162e+00,3.668106068920000240e+01,1.000000000000000000e+00,2.562478002595952598e-02,3.050177360140512519e+02,4.624689783136487335e+02,1.245466493510534844e+00,5.732743150498189166e+00,2.967491119553209700e+01,1.640322109159169928e-01
2.286875626525290173e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.909999999999999432e+01,7.942129629000000079e+00,3.095471521249999824e+01,1.000000000000000000e+00,7.320090738922928504e-03,3.241692295225774387e+02,4.641767335197033049e+02,1.614581329519539254e+00,2.011682100025759823e+01,4.636177690142817198e+01,1.770428573717295617e-01
0.000000000000000000e+00,5.628304325000000219e+00,6.729633276000000386e+00,5.926666666999999933e+01,2.105740740999999971e+01,2.521727472170000084e+01,0.000000000000000000e+00,6.355217275443642531e-03,1.890853231427965966e+02,4.390714941594611105e+02,1.426083527956552022e+00,2.243633262806528705e+01,3.785679778616579938e+01,2.181829825249650412e-01
4.325743132026239834e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.954999999999999716e+01,1.964351851999999843e+00,3.082628976750000049e+01,1.000000000000000000e+00,4.197409626710572883e-02,1.734351514115040231e+02,4.592157395285970551e+02,1.122625653660805689e+00,2.494075097332560631e+01,2.559155386845284141e+01,1.133470635452364927e-01
6.956682754196619634e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.359523828999999751e+01,-2.482208976999999983e+00,3.675156758420000358e+01,1.000000000000000000e+00,6.436092800532726421e-02,2.429527758715620109e+02,6.586710994539923831e+02,1.370577848482620098e+00,2.076048777946499158e+01,4.641110130806723078e+01,4.455815319794258905e-02
1.701612516098910177e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.090833332999999783e+01,-6.094907407000000887e+00,3.197341137420000123e+01,1.000000000000000000e+00,6.651687498978307335e-03,3.520579968878641921e+02,7.174890640565022295e+02,1.415263432555708079e+00,2.089253156213464990e+01,4.289536535298051945e+01,2.105537753619306507e-01
3.931949565443579875e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.614166667000000643e+01,8.564814820000000717e-01,3.593577679669999725e+01,1.000000000000000000e+00,2.158109506141996786e-02,1.120525592762895712e+02,8.337588496447737043e+02,1.127816515698218058e+00,1.786631810005299315e+01,3.719235514671992604e+01,2.475210418935817197e-02
2.389789213830849945e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.539999999999999858e+01,9.012962962999999661e+00,1.955999790579999953e+01,1.000000000000000000e+00,8.908530968848183546e-03,1.959899982711842767e+02,5.824826287330052992e+02,1.191593372618952262e+00,2.180151907656615862e+01,3.106797965395551842e+01,1.984338715939735487e-01
1.976919822654109993e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.646666667000000217e+01,-1.216203703999999997e+00,4.004066310169999809e+01,1.000000000000000000e+00,5.482045715855375645e-02,6.275730188494067363e+01,7.612559911788421232e+02,1.395545433526971468e+00,9.572762626763942961e+00,2.267196817351464588e+01,2.556056301462843461e-01
1.622637908683740093e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.770833333000000209e+01,4.249999999999999889e-01,5.811946166579999584e+01,1.000000000000000000e+00,8.456002453992750301e-02,3.274361802232195373e+02,5.281181202138994877e+02,1.495303260077851304e+00,7.220775429623627950e+00,2.803492536422340464e+01,2.987358349944906344e-01
2.755256485342649952e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.419166666999999649e+01,1.992546296000000083e+01,2.500192453749999899e+01,0.000000000000000000e+00,6.436092800532726421e-02,2.429527758715620109e+02,6.586710994539923831e+02,1.370577848482620098e+00,2.076048777946499158e+01,4.641110130806723078e+01,4.455815319794258905e-02
2.496649710000309952e+01,2.177837896999999998e+02,1.438999343000000124e+02,5.238333332999999925e+01,2.325833332999999925e+01,2.504338613420000215e+01,0.000000000000000000e+00,7.055333510557050547e-02,2.975548955157206024e+02,8.448348472687828234e+02,1.459644217049035797e+00,5.858753232739862149e+00,2.169137177113026027e+01,2.239103548118536458e-01
1.357802148361749950e+01,3.738876986999999730e+01,1.880504073000000176e+02,5.724166667000000075e+01,1.827314815000000037e+00,3.826076758749999840e+01,1.000000000000000000e+00,8.982442952264640956e-02,6.848870341521039506e+01,8.877251770147018988e+02,1.697051496706718510e+00,2.032182381027593721e+01,3.747469898262311716e+01,1.809241444222802198e-01
1.541291042305340042e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.925833332999999925e+01,1.079722222000000009e+01,3.309043685329999818e+01,1.000000000000000000e+00,2.141215239607975086e-03,9.648162467168606327e+01,3.983594930376944490e+02,1.250311073013536056e+00,5.011677989385276533e+00,3.227487985918570246e+01,2.928714640016944482e-01
1.583716288923939963e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.400833332999999925e+01,4.641203703999999597e+00,2.801121413750000144e+01,1.000000000000000000e+00,7.963962250338241233e-03,3.974730838476453982e+02,4.122551576738845824e+02,1.680397123784464375e+00,1.862501494270851765e+01,2.855669294434585836e+01,1.043022509535137948e-01
2.210217573004090053e+00,2.209223289999999906e+02,8.370128214000000355e+01,8.600833332999999925e+01,1.408981482000000085e+01,3.199742076000000068e+01,5.833333333000000342e-01,9.427266406301609836e-02,3.282924411803535349e+02,2.692560312488003547e+02,1.232104437214460946e+00,1.481238648871572572e+01,4.203127625386819943e+01,2.427399084512688043e-01
1.136462511701600064e+01,2.674644143000000085e+01,8.733994659999999577e-01,6.983333333000000209e+01,-3.564814799999999756e-02,6.446624902749999819e+01,1.000000000000000000e+00,2.685101301510114252e-02,3.620999578083413439e+02,5.107083987916140018e+02,1.137045547107102594e+00,1.285237886023140952e+01,2.361222498856693974e+01,2.616075258343137921e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.409999999999999432e+01,1.264583333999999937e+01,2.122791362919999969e+01,0.000000000000000000e+00,9.724144158941266936e-02,2.024695459683985064e+02,4.498321014121538610e+02,1.364612620840896628e+00,1.561968815358761731e+01,4.935177705999544173e+01,9.848074911060254732e-02
