# # iwNorthAvgTemp,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,pitchedRoofInsuThickness,mullSurfaceMetalThickness,extWinU,extWinSHGC,intMass,infilRate
2.027116009859999934e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.962500000000000000e+01,1.301018518999999962e+01,2.382049535169999999e+01,0.000000000000000000e+00,9.757110730000000121e-02,7.232858699999999801e-03,2.223746884500000132e+00,4.168914236999999856e-01,8.672878218939999329e+01,2.838228200999999840e-01
2.789045054600000029e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.167833333000000096e+01,9.812685185999999504e+00,2.020181596830000004e+01,1.000000000000000000e+00,2.295122119999999932e-01,4.615304800000000034e-03,2.240865781900000187e+00,5.781805933000000453e-01,4.782739837569999963e+01,1.933725907999999938e-01
2.115201157459999948e+01,9.767744577000000561e+01,4.069445107000000235e+02,7.095000000000000284e+01,3.268518518000000039e+00,3.729117004670000313e+01,1.000000000000000000e+00,1.433776760999999900e-01,7.413911599999999796e-03,1.970308943500000076e+00,4.689136604999999958e-01,4.922942134920000257e+01,2.477084581000000008e-01
1.769127935099999860e+01,1.968250363999999877e+02,2.342197000000000173e+01,8.197499999999999432e+01,3.520370370000000193e+00,3.103997823919999988e+01,1.000000000000000000e+00,6.805392020000000652e-02,1.503237699999999955e-03,2.778456157299999951e+00,6.266922243000000448e-01,7.628736769549999508e+01,1.673451000000000105e-02
2.983553951749999911e+01,6.435634142000000679e+01,8.097504618000000391e+02,4.548333333000000067e+01,2.769907406999999822e+00,3.837648876250000285e+01,1.000000000000000000e+00,1.182375648999999945e-01,9.340488699999999894e-03,1.703506979599999971e+00,6.304939790000000377e-01,8.619464358060000109e+01,1.321193693000000113e-01
2.574370835750000097e+01,2.369166845000000023e+02,4.838105325999999877e+02,7.034999999999999432e+01,1.021620369999999944e+01,2.610942386829999862e+01,1.000000000000000000e+00,1.599863679999999899e-01,7.786588300000000205e-03,2.532630948400000026e+00,4.236465905999999837e-01,8.462931225410000025e+01,1.091605872000000060e-01
2.475168088939999933e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.695833333000000209e+01,-1.465277777999999920e+00,3.778346655080000005e+01,1.000000000000000000e+00,2.353645855000000009e-01,7.656309000000000031e-03,1.924027139699999944e+00,2.741194558000000225e-01,5.347608815840000318e+01,1.392691802000000090e-01
1.725506200230000076e+01,1.582912106999999935e+02,4.113463545000000110e+00,7.576666667000000643e+01,4.708333332999999676e+00,2.687458058329999844e+01,1.000000000000000000e+00,5.798825269999999948e-02,2.332586099999999808e-03,2.155402569600000096e+00,5.442393252999999653e-01,6.526617384979999770e+01,1.294524633999999952e-01
2.206245752839999952e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840000000000000568e+01,-8.888888899999999871e-02,3.833788023080000329e+01,1.000000000000000000e+00,2.959120117999999855e-01,5.842293800000000412e-03,1.514506900099999998e+00,4.416100481999999938e-01,3.697513799960000114e+01,2.054353036999999882e-01
2.169007054380000099e+01,2.840815270000000003e-01,1.494244979999999889e-01,8.996666666999999507e+01,3.750462962999999927e+00,5.777087092669999890e+01,1.000000000000000000e+00,1.334217333000000116e-01,1.512479200000000018e-03,2.184811541499999787e+00,5.391402002999999832e-01,9.405078826230000288e+01,2.451513124999999960e-01
2.781990492219999922e+01,2.443851512999999898e+01,1.713097045999999901e+00,6.615833333000000493e+01,1.764675925999999961e+01,2.203347864250000043e+01,0.000000000000000000e+00,1.972840690999999869e-01,2.171403100000000169e-03,1.959828276200000108e+00,6.401930394999999496e-01,4.046027052680000224e+01,2.944857088999999761e-01
2.427934700409999991e+01,2.705187660000000216e-01,1.413767089999999893e-01,8.129166666999999791e+01,1.018287036999999984e+01,3.188519909249999884e+01,1.000000000000000000e+00,1.153226029999999958e-01,1.181881700000000099e-03,2.724218632899999992e+00,3.242337024999999984e-01,5.141701487739999976e+01,1.154516686000000014e-01
2.470980730420000171e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.407500000000000284e+01,-2.544444443999999805e+00,4.859219842499999942e+01,1.000000000000000000e+00,1.655277071000000044e-01,2.908547500000000213e-03,2.069471357599999894e+00,3.215965450000000114e-01,5.094438647020000133e+01,5.841895500000000158e-02
2.629820419169999823e+01,1.127590948999999938e+02,2.550908616000000109e+02,5.739999999999999858e+01,-2.905555554999999845e+00,5.118311398080000174e+01,1.000000000000000000e+00,2.188307505000000042e-01,6.923319600000000032e-03,2.549661113199999996e+00,3.994302981000000252e-01,5.008605509779999920e+01,2.260925232000000062e-01
1.920476407969999855e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.006666667000000359e+01,-1.398148150000000089e-01,3.478543402750000268e+01,1.000000000000000000e+00,1.818618241000000135e-01,5.987817399999999582e-03,2.458734354400000210e+00,3.308524563999999946e-01,6.206152390719999801e+01,2.380817085999999971e-01
1.890410596810000143e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.562500000000000000e+01,-1.216203703999999997e+00,3.658702016250000355e+01,1.000000000000000000e+00,5.451223510000000050e-02,4.895777199999999663e-03,2.105360446999999802e+00,4.369693123000000234e-01,3.639099214240000180e+01,4.946249369999999868e-02
2.303281359540000039e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.956666667000000359e+01,-7.023148147999999757e+00,3.505619377419999694e+01,1.000000000000000000e+00,1.870387409000000001e-01,6.278726200000000167e-03,2.451296190799999941e+00,6.488566704999999546e-01,4.604657372909999680e+01,2.625752404000000206e-01
2.217786543149999900e+01,9.767744577000000561e+01,4.069445107000000235e+02,7.095000000000000284e+01,3.268518518000000039e+00,3.729117004670000313e+01,1.000000000000000000e+00,1.705878084999999933e-01,5.417480100000000159e-03,1.869865817600000035e+00,4.788713333999999877e-01,9.420366852479999409e+01,1.707924164999999883e-01
2.534643333460000036e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.352499999999999858e+01,-1.946296296000000092e+00,5.326398236080000004e+01,1.000000000000000000e+00,1.735303052000000124e-01,3.007718800000000210e-03,1.828927897800000091e+00,3.530625264999999735e-01,4.262485550400000278e+01,5.708258089999999896e-02
1.852713771239999829e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.763333332999999925e+01,3.743055555999999839e+00,2.848695233750000000e+01,1.000000000000000000e+00,1.715152739999999953e-01,7.433854000000000156e-03,2.858118202500000038e+00,4.797080778999999739e-01,5.785086346349999786e+01,3.147814740000000333e-02
2.306483954469999986e+01,5.525479201999999646e+01,7.529172111000000314e+02,4.314166666999999933e+01,4.500925925999999855e+00,2.704237787670000159e+01,1.000000000000000000e+00,1.072514209000000052e-01,1.782235399999999989e-03,1.677539646300000076e+00,5.122631632999999907e-01,5.746393872859999874e+01,2.531862749000000079e-01
2.737929644580000144e+01,4.147899457999999839e+01,2.408827145000000058e+00,8.350000000000000000e+01,4.747222222000000436e+00,3.679023710749999765e+01,1.000000000000000000e+00,1.369531133999999928e-01,3.186682599999999914e-03,2.120027930000000005e+00,6.463986151999999707e-01,5.886375001569999910e+01,3.746652899999999842e-02
2.460362010580000103e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.778333332999999783e+01,1.907407409999999914e-01,3.282405578750000075e+01,1.000000000000000000e+00,2.995732802000000139e-01,5.677991400000000424e-03,2.907052226399999828e+00,4.335522305000000243e-01,4.501075439499999931e+01,8.760204039999999748e-02
2.361450027589999934e+01,1.370017157999999995e+02,7.434612687000000051e+02,2.434166666999999862e+01,7.523611111000000129e+00,2.014427866500000164e+01,1.000000000000000000e+00,2.521314105999999944e-01,9.314055499999999641e-03,2.659350308600000101e+00,5.306791162999999756e-01,3.793914302579999998e+01,1.788402870999999950e-01
2.711042325420000054e+01,5.282723125999999780e+01,7.340880360000000548e-01,9.805833332999999641e+01,1.017592593000000001e+01,3.303908538499999992e+01,1.000000000000000000e+00,1.667796266999999888e-01,4.401560900000000415e-03,2.284453984799999837e+00,5.060895358000000455e-01,6.147160356500000233e+01,8.396954310000000199e-02
2.800895239720000163e+01,9.108642584000000397e+01,2.101974071999999971e+00,8.579999999999999716e+01,4.862962963000000194e+00,3.585941075830000102e+01,1.000000000000000000e+00,2.959120117999999855e-01,5.842293800000000412e-03,1.514506900099999998e+00,4.416100481999999938e-01,3.697513799960000114e+01,2.054353036999999882e-01
1.883967680590000171e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.624166667000000075e+01,4.849537037000000161e+00,2.513340559579999933e+01,1.000000000000000000e+00,8.259652550000000371e-02,5.321887200000000040e-03,2.312592505800000087e+00,3.710671528000000219e-01,4.009139419329999754e+01,2.447961452999999898e-01
2.762766986829999993e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.418333332999999641e+01,-4.287037037000000161e+00,5.262784791749999869e+01,1.000000000000000000e+00,2.539487947999999884e-01,5.733106299999999635e-03,2.462123403200000116e+00,6.219012943999999710e-01,6.257879265870000296e+01,4.865988830000000237e-02
2.598165138030000065e+01,3.754461277999999957e+00,4.968840969999999579e+00,6.126666666999999933e+01,-3.112037036999999895e+00,5.574848259329999678e+01,1.000000000000000000e+00,6.210057089999999891e-02,8.468056300000000383e-03,1.734056094999999909e+00,2.914986133999999951e-01,8.278685642290000146e+01,4.056415000000000021e-02
2.174914145629999851e+01,1.258582705000000033e+02,7.230894184999999652e+02,4.328333332999999783e+01,-5.583333339999999589e-01,4.066790759250000065e+01,1.000000000000000000e+00,2.269533762000000010e-01,3.351146599999999930e-03,2.767176614399999846e+00,3.206296222000000196e-01,4.478089031740000081e+01,2.015730374999999963e-01
2.030277653779999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.163333332999999925e+01,4.193518518000000306e+00,2.807631641749999929e+01,1.000000000000000000e+00,2.836613574999999887e-01,7.891133499999999565e-03,2.588434535299999784e+00,4.535171438000000221e-01,8.579175754400000642e+01,2.580067342999999846e-01
2.847786319229999918e+01,1.398000198000000012e+02,4.823529907999999864e+02,8.585833332999999357e+01,1.481666667000000004e+01,2.282101435250000065e+01,0.000000000000000000e+00,1.891585802000000094e-01,1.371013199999999987e-03,1.712448737999999970e+00,2.806593314999999977e-01,3.557172573860000142e+01,1.502066548000000057e-01
2.658131370499999946e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.953833355999999810e+01,1.045120359999999948e+01,2.069635351830000047e+01,1.000000000000000000e+00,1.948614979999999941e-01,5.472897299999999673e-03,2.931815892599999973e+00,5.971247163999999774e-01,9.911343783099999882e+01,1.995692830999999945e-01
2.122061924730000015e+01,8.093886005000000239e+01,8.255743330000000242e+02,4.575833332999999925e+01,4.242129629999999985e+00,2.786867714330000112e+01,1.000000000000000000e+00,1.041653230000000041e-01,9.486971500000000029e-03,2.239956655599999902e+00,2.532627709999999976e-01,3.015235974530000007e+01,5.183530430000000272e-02
2.348852568450000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.861666667000000075e+01,1.135324074000000039e+01,2.873143005829999908e+01,0.000000000000000000e+00,1.027904302000000047e-01,8.645535200000000267e-03,2.618576270700000208e+00,4.713635890000000273e-01,3.963801156689999772e+01,1.423903723999999926e-01
2.142564242219999926e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.652500000000000568e+01,-1.312962962999999927e+00,4.041409833419999842e+01,1.000000000000000000e+00,2.906876085000000276e-01,8.312055000000000485e-03,2.299844448800000052e+00,6.388035479000000461e-01,4.149453151280000185e+01,3.419625400000000232e-02
2.417736507740000107e+01,3.425027224000000103e+01,1.050650528999999977e+01,7.769166667000000359e+01,4.924999999999999822e+00,3.471652306419999690e+01,0.000000000000000000e+00,2.895858217000000234e-01,4.538814000000000390e-03,2.881256897900000169e+00,3.582427676000000116e-01,4.817691001680000085e+01,2.679453735999999808e-01
2.431756336870000013e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.867499999999999716e+01,1.957083332999999925e+01,2.531734463000000090e+01,0.000000000000000000e+00,8.590976470000000198e-02,1.551142300000000031e-03,2.104488335900000173e+00,2.638864399999999999e-01,4.769168759629999954e+01,9.720695479999999500e-02
2.377751192870000096e+01,1.349668417000000034e+02,1.031452156000000002e+02,4.212500000000000000e+01,-4.865740740000000231e-01,4.074380643420000325e+01,1.000000000000000000e+00,2.280380560999999973e-01,6.725945100000000135e-03,2.529736783899999786e+00,4.964919428999999829e-01,6.576481328990000463e+01,1.586156606999999941e-01
2.276563543780000032e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.537500000000000000e+01,2.836574074000000056e+00,3.539674861579999998e+01,1.000000000000000000e+00,1.799665666999999969e-01,9.413366399999999537e-03,1.652760473599999891e+00,4.012653044999999752e-01,6.396974009870000089e+01,1.384573638999999912e-01
2.223966338390000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.419166667000000359e+01,1.070833333000000032e+01,2.974434869579999940e+01,1.000000000000000000e+00,2.145095156000000058e-01,9.669844599999999693e-03,1.769214605699999998e+00,4.733099445999999766e-01,8.240077952439999365e+01,2.513216884999999734e-01
2.552122132730000104e+01,5.966131349999999856e+01,6.015050519999999779e+02,5.454166666999999791e+01,-8.486111110999999596e+00,5.956598972249999946e+01,1.000000000000000000e+00,1.911332588000000110e-01,8.171437000000000145e-03,1.531683893899999926e+00,2.972106342999999984e-01,7.897227122210000516e+01,1.715247618999999890e-01
2.632826243099999886e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.880833333000000351e+01,-9.568055555000000822e+00,6.539601412170000572e+01,1.000000000000000000e+00,2.670061636000000127e-01,2.632701800000000151e-03,1.831185590800000096e+00,4.495696767999999843e-01,8.409682635170000253e+01,1.466211403000000080e-01
2.531349441180000071e+01,1.128802081000000079e+01,1.110309275000000095e+00,9.164166667000000643e+01,1.306620370000000086e+01,2.349422754329999918e+01,1.000000000000000000e+00,8.223793840000000188e-02,4.808689900000000413e-03,1.620695768200000053e+00,3.674590616999999781e-01,8.221484931370000027e+01,5.376921879999999737e-02
1.998018048500000177e+01,5.152981823999999733e+01,1.761905007000000012e+01,8.494166667000000359e+01,2.231018519000000033e+00,5.542934495419999763e+01,1.000000000000000000e+00,2.072147857999999954e-01,2.382791600000000194e-03,2.149924475300000193e+00,4.221478841999999898e-01,5.438278589280000119e+01,1.564871171999999977e-01
2.295348304090000013e+01,8.518761136000000533e+01,2.435091858999999914e+01,9.407500000000000284e+01,1.090787036999999948e+01,3.144119659829999947e+01,1.000000000000000000e+00,2.313248360000000059e-01,8.571502400000000077e-03,1.813214970900000056e+00,3.601538470999999797e-01,9.232859346370000253e+01,7.750746990000000058e-02
2.503029940300000078e+01,1.737078463999999940e+02,2.672695213000000081e+02,4.982500000000000284e+01,-3.878703703999999863e+00,4.786721060250000193e+01,1.000000000000000000e+00,2.578062508000000252e-01,3.638801599999999872e-03,1.570685974799999940e+00,3.468712024999999755e-01,8.355696278739999627e+01,2.107215816999999936e-01
2.179461303240000092e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.059166667000000217e+01,6.063425925999999855e+00,3.698759438500000130e+01,1.000000000000000000e+00,2.941149017999999948e-01,3.296723899999999974e-03,2.613846653900000039e+00,3.666770496000000268e-01,5.522567225350000086e+01,3.520738350000000155e-02
2.067646312109999940e+01,1.764380457000000035e+02,2.154398084000000040e+02,6.563333332999999925e+01,1.751851851999999932e+00,3.596621828669999843e+01,1.000000000000000000e+00,7.877555099999999921e-02,6.233078300000000072e-03,2.556441770100000177e+00,3.692655402999999725e-01,7.589975758789999816e+01,1.283681191000000110e-01
2.419035530460000061e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.974166667000000075e+01,1.025648147999999971e+01,2.378843424000000084e+01,0.000000000000000000e+00,2.807149447999999770e-01,6.735597700000000090e-03,2.621038560300000153e+00,3.963551934999999804e-01,5.593114958459999997e+01,9.585770940000000462e-02
2.628160563409999995e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.861666667000000075e+01,1.192083333999999972e+01,2.889225834750000033e+01,1.000000000000000000e+00,2.707903191000000098e-01,4.083093399999999581e-03,2.087972070599999785e+00,6.280983123000000168e-01,7.955377808410000284e+01,8.920638379999999701e-02
2.400178934019999843e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.067499999999999716e+01,1.278703703999999997e+00,4.736445402670000249e+01,1.000000000000000000e+00,2.864896102999999750e-01,8.542898700000000831e-03,2.255151304099999976e+00,5.128854558000000008e-01,7.781384780390000344e+01,1.540478300000000002e-02
2.575817267889999940e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.207500000000000284e+01,1.306898147999999971e+01,2.347345478669999963e+01,1.000000000000000000e+00,2.121065511000000126e-01,3.545621899999999976e-03,2.082864561400000092e+00,2.904467404000000141e-01,8.811664789740000003e+01,1.158362100000000054e-02
2.634526919760000041e+01,2.339461126999999863e+01,1.407236309999999879e-01,9.564166667000000643e+01,5.620370369999999838e+00,3.899758870330000349e+01,1.000000000000000000e+00,1.524547367000000098e-01,1.942580099999999992e-03,1.599012198799999895e+00,3.931427813999999743e-01,9.009346589400000482e+01,2.485059948999999990e-01
2.177903213929999993e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.545000000000000284e+01,1.305509258999999922e+01,2.353680250580000077e+01,0.000000000000000000e+00,8.573968390000000217e-02,2.078177899999999936e-03,2.727701689599999924e+00,4.281998349000000204e-01,3.109975872720000112e+01,2.272287457000000122e-01
2.442388614249999890e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.877499999999999858e+01,-9.725462963000000016e+00,4.150666996249999841e+01,1.000000000000000000e+00,2.114388104999999907e-01,3.756686700000000205e-03,1.671160018199999930e+00,4.157668641000000220e-01,3.032874716899999967e+01,2.658629793000000241e-01
2.408155564329999976e+01,1.714212147000000073e+02,2.900053897000000234e+02,5.804166666999999791e+01,1.016249999999999964e+01,3.409607806079999648e+01,1.000000000000000000e+00,2.399736890999999983e-01,5.960265200000000249e-03,1.954028334400000011e+00,3.378764048999999825e-01,7.399763608489999456e+01,2.879190166000000217e-01
2.188910570159999835e+01,1.210722154999999987e+02,1.518177359000000060e+01,9.567499999999999716e+01,1.285555556000000088e+01,2.492932360669999881e+01,1.000000000000000000e+00,1.569656883999999974e-01,4.586055700000000145e-03,2.786634680000000142e+00,5.599292828999999916e-01,7.825590795659999799e+01,4.580934610000000212e-02
1.794971037959999904e+01,6.502499459000000570e+01,2.704279592999999871e+00,7.977500000000000568e+01,5.552777778000000275e+00,2.536570813499999844e+01,1.000000000000000000e+00,7.156336879999999900e-02,7.953454999999999900e-03,1.625920215799999902e+00,3.277839553999999933e-01,4.339690132199999795e+01,1.601251427000000005e-01
2.147213288549999888e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.498333332999999357e+01,-2.743518519000000211e+00,3.763283594499999651e+01,1.000000000000000000e+00,2.154234908999999865e-01,8.097433200000000303e-03,2.846133102100000034e+00,5.993245226000000203e-01,9.579359949060000190e+01,1.170447374000000013e-01
2.096705777820000094e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925833332999999925e+01,4.278703703999999775e+00,3.002860065750000018e+01,1.000000000000000000e+00,6.852649869999999366e-02,2.494061899999999981e-03,2.986408313900000167e+00,3.002420424999999726e-01,6.444087731330000679e+01,1.454377250999999982e-01
2.890949811369999978e+01,2.534168259999999862e+02,4.479538534999999797e+02,5.509583332999999783e+01,2.328703704000000041e+00,2.787048520669999974e+01,1.000000000000000000e+00,2.227493647999999882e-01,6.575431399999999774e-03,1.805929437799999926e+00,3.524361527000000049e-01,5.276232313919999939e+01,1.001073480000000057e-02
2.532436488009999920e+01,7.643943822999999327e+01,8.563818940000000168e+01,6.161666667000000075e+01,1.335972222000000009e+01,2.257450320830000123e+01,1.000000000000000000e+00,2.313248360000000059e-01,8.571502400000000077e-03,1.813214970900000056e+00,3.601538470999999797e-01,9.232859346370000253e+01,7.750746990000000058e-02
2.210734061770000025e+01,1.279480532999999980e+02,8.573297806000000492e+02,2.684166666999999862e+01,5.481018519000000033e+00,2.046273637419999858e+01,1.000000000000000000e+00,2.261480197999999886e-01,1.607066699999999898e-03,2.511284020500000214e+00,5.958117095999999613e-01,9.608256981300000632e+01,2.907600984000000000e-01
1.954780488269999950e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.697499999999999432e+01,-1.578703704000000041e+00,3.842050277669999758e+01,1.000000000000000000e+00,1.302104434999999949e-01,2.443881399999999881e-03,2.263023074099999921e+00,3.871096653000000165e-01,8.028346956449999539e+01,1.498892235000000017e-01
2.591212934829999881e+01,1.598072022000000061e+02,2.464394164999999859e+00,9.335833452999999338e+01,1.289027766000000064e+01,3.345838267079999895e+01,1.000000000000000000e+00,2.325094998999999996e-01,8.275500499999999607e-03,2.021372336699999828e+00,2.762610039000000239e-01,5.996986368150000146e+01,2.761918286000000222e-01
2.138476738350000161e+01,2.417595195000000086e+00,6.942421170000000474e-01,7.765000000000000568e+01,9.584722221999999903e+00,2.124630607419999961e+01,1.000000000000000000e+00,1.354614752999999949e-01,4.000369499999999884e-03,1.887318904200000036e+00,3.611577686999999925e-01,8.172072778839999785e+01,9.828601750000000303e-02
2.580587955589999893e+01,4.407121348999999810e+01,2.241218887999999936e+02,7.720833333000000209e+01,-4.722222200000000120e-02,6.263785685330000064e+01,1.000000000000000000e+00,2.589615583000000054e-01,7.821501300000000337e-03,1.860076512400000048e+00,5.805675767000000320e-01,9.858642559460000143e+01,7.198554579999999481e-02
2.662933962429999823e+01,7.143956805999999915e+01,8.033023666999999932e+02,5.254999999999999716e+01,4.426388889000000049e+00,3.479398417000000165e+01,1.000000000000000000e+00,1.818618241000000135e-01,5.987817399999999582e-03,2.458734354400000210e+00,3.308524563999999946e-01,6.206152390719999801e+01,2.380817085999999971e-01
2.393100502689999942e+01,3.425027224000000103e+01,1.050650528999999977e+01,7.769166667000000359e+01,4.924999999999999822e+00,3.471652306419999690e+01,0.000000000000000000e+00,1.541008238999999891e-01,2.880255300000000070e-03,2.828161478200000190e+00,6.316955593999999952e-01,8.335243747980000251e+01,2.782435121999999872e-01
2.075336340140000146e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,-8.316203703999999419e+00,4.559065259169999962e+01,1.000000000000000000e+00,2.415569646000000070e-01,4.310122700000000237e-03,1.983144564300000079e+00,4.073032402999999801e-01,9.543304786109999327e+01,1.513397217000000128e-01
2.184505204570000103e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.773333333000000067e+01,6.262500000000000178e+00,2.743490344079999943e+01,1.000000000000000000e+00,2.379187339999999928e-01,8.416625599999999832e-03,2.211634948199999950e+00,6.373699838999999923e-01,9.957746696190000080e+01,2.327869640999999934e-01
2.716660022820000009e+01,2.204422856000000053e+01,1.602420079000000044e+02,4.754999999999999716e+01,1.099444444000000054e+01,2.263315217079999897e+01,1.000000000000000000e+00,2.493209952999999868e-01,6.415948099999999911e-03,2.877195795900000075e+00,4.565840122000000001e-01,7.455892974859999356e+01,2.667459837000000222e-01
3.048793243980000156e+01,1.352397277000000031e+02,5.214076826000000437e+02,4.420000000000000284e+01,2.489629629999999949e+01,2.528756763919999884e+01,0.000000000000000000e+00,1.475006024999999943e-01,9.971579799999999785e-03,2.947238984300000197e+00,5.204528161000000486e-01,8.449058143749999772e+01,7.163086790000000592e-02
2.535150553980000154e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.849166667000000075e+01,-1.116203703999999908e+00,4.777046416670000184e+01,1.000000000000000000e+00,1.948614979999999941e-01,5.472897299999999673e-03,2.931815892599999973e+00,5.971247163999999774e-01,9.911343783099999882e+01,1.995692830999999945e-01
3.012431874809999854e+01,6.414017563999999538e+01,5.458881704000000354e+02,4.662500000000000000e+01,9.511111110999999951e+00,2.201284298579999898e+01,1.000000000000000000e+00,2.690409027999999814e-01,8.211231399999999528e-03,2.425706897400000006e+00,5.047786344000000369e-01,7.978018877009999699e+01,1.130064568000000019e-01
1.845568296300000100e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.089999999999999858e+01,-7.038888888999999871e+00,3.567534024670000292e+01,1.000000000000000000e+00,2.521314105999999944e-01,9.314055499999999641e-03,2.659350308600000101e+00,5.306791162999999756e-01,3.793914302579999998e+01,1.788402870999999950e-01
2.484439993069999986e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.021666666999999507e+01,-6.502777777999999564e+00,5.517323875000000299e+01,1.000000000000000000e+00,1.904803124999999986e-01,1.000987899999999931e-03,2.939521157100000170e+00,5.486730467000000555e-01,8.653024705289999474e+01,1.367995080999999946e-01
2.427229152640000009e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.770000000000000284e+01,4.599999999999999645e+00,3.317294548080000283e+01,1.000000000000000000e+00,2.289078196000000065e-01,2.293016699999999956e-03,2.141072553499999920e+00,3.131290298000000139e-01,8.707133617309999352e+01,8.030110120000000240e-02
2.782755036889999900e+01,1.138396429000000012e+02,8.073455512000000454e+02,4.320833333000000209e+01,1.735648147999999891e+00,2.993043190579999902e+01,1.000000000000000000e+00,2.042888522999999901e-01,9.100549499999999181e-03,2.355671312700000186e+00,2.627186011000000043e-01,6.733211826560000191e+01,1.848078709999999986e-02
3.479221758159999922e+01,2.176554230000000132e+02,5.549586212000000387e+02,4.937500000000000000e+01,2.276620370999999921e+01,1.693915109750000170e+01,0.000000000000000000e+00,1.676410551999999998e-01,7.308409499999999823e-03,2.033266608599999969e+00,6.063644325000000501e-01,9.518830735250000430e+01,2.346072410000000011e-02
2.177221338509999882e+01,1.903660176999999898e+00,6.124184999999999768e-01,9.804166666999999791e+01,2.325000000000000178e+00,3.096899185079999839e+01,1.000000000000000000e+00,2.795240907000000052e-01,7.208911900000000011e-03,1.537096932499999902e+00,5.516610991000000519e-01,6.493281202410000219e+01,2.134085720999999991e-01
1.964518698050000012e+01,1.663290196000000094e+02,3.466395304999999780e+02,7.053333333000000493e+01,1.160879629999999985e+01,3.145926251330000056e+01,1.000000000000000000e+00,7.271818600000000410e-02,1.772383499999999942e-03,2.134565256500000174e+00,2.605549070000000023e-01,4.456542166789999726e+01,2.708637020000000117e-02
2.208028237770000146e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.721666666999999507e+01,7.486111109999999957e-01,2.898609001919999884e+01,1.000000000000000000e+00,5.451223510000000050e-02,4.895777199999999663e-03,2.105360446999999802e+00,4.369693123000000234e-01,3.639099214240000180e+01,4.946249369999999868e-02
3.244928338599999762e+01,1.065495073000000019e+02,1.225643852000000038e+02,4.444166666999999649e+01,2.439768519000000069e+01,2.540573491669999839e+01,0.000000000000000000e+00,1.705878084999999933e-01,5.417480100000000159e-03,1.869865817600000035e+00,4.788713333999999877e-01,9.420366852479999409e+01,1.707924164999999883e-01
2.630641322520000003e+01,1.228593470999999937e+02,4.171193028000000140e+02,5.549166667000000075e+01,-8.361111110999999596e+00,5.989674300920000150e+01,1.000000000000000000e+00,2.171916854000000008e-01,1.669156100000000016e-03,1.745363488900000037e+00,3.347436446000000010e-01,3.738023153910000218e+01,5.617092239999999653e-02
3.039571414139999916e+01,7.986276567000000171e+01,7.076384021000000075e+02,4.791666666999999791e+01,1.318657407000000070e+01,2.287502848669999977e+01,1.000000000000000000e+00,1.972840690999999869e-01,2.171403100000000169e-03,1.959828276200000108e+00,6.401930394999999496e-01,4.046027052680000224e+01,2.944857088999999761e-01
2.334899038220000023e+01,8.181614776000000688e+01,1.149811683999999889e+00,9.055833332999999641e+01,9.347685184999999564e+00,3.458479483829999879e+01,1.000000000000000000e+00,9.757110730000000121e-02,7.232858699999999801e-03,2.223746884500000132e+00,4.168914236999999856e-01,8.672878218939999329e+01,2.838228200999999840e-01
