# # iw north average temp C,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
2.123112614000000065e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.703333333000000493e+01,5.835648147999999757e+00,3.740388560169999721e+01,1.000000000000000000e+00
2.229134913000000040e+01,1.267945158999999933e+02,4.257114850999999867e+00,7.182500000000000284e+01,-2.131018518999999944e+00,4.358350708329999890e+01,1.000000000000000000e+00
2.274093009999999992e+01,8.874936010000000408e+01,2.868686432000000064e+00,6.816666666999999791e+01,5.240740739999999454e-01,5.051747157500000185e+01,1.000000000000000000e+00
2.069301439999999914e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.440833333000000493e+01,-8.166666670000000128e-01,3.272894676079999954e+01,1.000000000000000000e+00
2.207848451999999995e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.147499999999999432e+01,2.831018518000000039e+00,3.261194231080000350e+01,1.000000000000000000e+00
2.118953558000000115e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.956666667000000359e+01,-7.023148147999999757e+00,3.505619377419999694e+01,1.000000000000000000e+00
2.050745417999999987e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.075000000000000000e+01,-2.998611111000000218e+00,4.111676694420000189e+01,1.000000000000000000e+00
2.211253430000000009e+01,1.888726109000000122e+02,6.034455576000000292e+02,5.036666667000000075e+01,1.490277778000000053e+00,3.994113463000000053e+01,1.000000000000000000e+00
2.681617917000000162e+01,2.177837896999999998e+02,1.438999343000000124e+02,5.238333332999999925e+01,2.325833332999999925e+01,2.504338613419999859e+01,0.000000000000000000e+00
1.898630288000000021e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.773333332999999357e+01,1.811574073999999923e+00,3.055695113999999890e+01,1.000000000000000000e+00
1.757144399999999962e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.288333332999999925e+01,-4.018981482000000049e+00,3.642407571830000279e+01,1.000000000000000000e+00
2.219542996999999929e+01,1.311637020000000042e+01,8.591388153000000472e+00,7.051666667000000643e+01,-1.842129630000000073e+00,4.382502449079999707e+01,1.000000000000000000e+00
2.119668357999999841e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.689166667000000643e+01,3.075925926000000032e+00,3.773189273669999722e+01,1.000000000000000000e+00
2.031164599999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.326666667000000643e+01,1.222222222000000080e+00,1.923892942919999882e+01,1.000000000000000000e+00
2.273659955000000110e+01,1.972949086999999935e+01,8.528281644999999571e+02,5.493333333000000351e+01,-8.954166667000000857e+00,6.121300453580000323e+01,1.000000000000000000e+00
1.989386015999999913e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.771666666999999507e+01,-2.379166666999999791e+00,3.748843759329999870e+01,1.000000000000000000e+00
1.911851715999999968e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.384999999999999432e+01,-1.643981482000000049e+00,2.992396306419999874e+01,1.000000000000000000e+00
2.251527597000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.661666667000000075e+01,2.739814814999999903e+00,4.449020856420000314e+01,1.000000000000000000e+00
2.191568606999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.340000000000000568e+01,6.409259258999999709e+00,3.331905111580000067e+01,1.000000000000000000e+00
2.126854106000000044e+01,1.207876902000000001e+02,2.440893344999999925e+01,6.757500000000000284e+01,-8.130092592000000451e+00,6.553308319500000323e+01,1.000000000000000000e+00
2.060052495000000050e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.955833332999999641e+01,2.733796295999999959e+00,2.367958546830000088e+01,0.000000000000000000e+00
1.938291553999999905e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.563333332999999925e+01,8.620370370000000060e-01,2.935994355920000132e+01,1.000000000000000000e+00
2.299494934000000157e+01,1.547113371000000086e+02,4.825948410999999716e+00,7.364166667000000643e+01,9.147685185000000274e+00,2.152516342670000071e+01,1.000000000000000000e+00
2.339451432999999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.156666547000000378e+01,1.302638913999999914e+01,2.397191574169999839e+01,0.000000000000000000e+00
1.880086839999999881e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.090833332999999783e+01,-6.094907406999999999e+00,3.197341137420000123e+01,1.000000000000000000e+00
2.284002149000000159e+01,1.112250298999999956e+02,8.060305790999999545e+02,5.504166666999999791e+01,2.446759258999999798e+00,3.691788389829999772e+01,1.000000000000000000e+00
1.979059927000000130e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.248333332999999357e+01,-9.763425924999999950e+00,4.443388763829999988e+01,1.000000000000000000e+00
2.199437604999999962e+01,6.101307795999999684e+01,1.899726993000000030e+00,7.063333332999999925e+01,-1.606481479999999906e-01,6.404917092579999860e+01,1.000000000000000000e+00
2.157202486999999991e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.020000000000000284e+01,1.001249999999999929e+01,3.612156514330000334e+01,1.000000000000000000e+00
1.936143685000000048e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.367976249999999538e+01,2.015145106999999935e+00,2.863282703750000024e+01,1.000000000000000000e+00
2.287144740000000098e+01,1.738796945999999934e+02,2.116983343000000062e+01,8.540833333000000493e+01,2.682870369999999838e+00,3.947292837919999897e+01,1.000000000000000000e+00
2.289110941999999937e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.963333332999999925e+01,8.640740741000000114e+00,3.352237308170000318e+01,1.000000000000000000e+00
2.212029955999999942e+01,1.027258470999999957e+02,8.071015618999999788e+02,4.760000000000000142e+01,2.241666667000000057e+00,3.905553671250000036e+01,1.000000000000000000e+00
1.839404357000000090e+01,4.064652287999999913e+01,7.814342900000000036e-02,8.092499999999999716e+01,-3.821296296999999953e+00,6.735499041580000323e+01,1.000000000000000000e+00
2.088084175999999914e+01,1.134141462999999987e+02,8.331819768000000295e+02,3.491666666999999791e+01,1.147685185000000052e+00,2.553380464250000159e+01,1.000000000000000000e+00
2.326047027999999983e+01,2.962481999999999971e+01,7.899312472000000298e+02,4.010833333000000067e+01,6.773148150000000145e-01,3.881636814830000048e+01,1.000000000000000000e+00
2.157828689000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.009999999999999432e+01,3.785185185000000008e+00,3.500168894829999999e+01,1.000000000000000000e+00
1.937988856999999854e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.657500000000000284e+01,-4.761111110999999951e+00,2.602780517080000067e+01,1.000000000000000000e+00
2.197692641000000080e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.389166667000000643e+01,5.849537037000000161e+00,3.282215319000000164e+01,1.000000000000000000e+00
2.233255130999999949e+01,2.726135294000000044e+02,1.696375410999999929e+02,5.416666666999999791e+01,8.355092592000000096e+00,2.937814632919999980e+01,1.000000000000000000e+00
2.282639911000000055e+01,1.089050375999999964e+01,1.272647054999999972e+00,8.920000000000000284e+01,3.910185185000000008e+00,5.050659393419999788e+01,1.000000000000000000e+00
2.147827287000000140e+01,6.585200269999999989e+01,4.178960980000000092e+01,6.051666666999999933e+01,7.643518518999999678e+00,5.953053962999999982e+01,1.000000000000000000e+00
2.291331830000000025e+01,3.157881950000000160e+01,3.777040835000000243e+02,7.567499999999999716e+01,1.568611111000000058e+01,2.423683425919999834e+01,0.000000000000000000e+00
2.508985082999999960e+01,9.186259794999999428e+01,1.944748692000000005e+02,4.043333333000000351e+01,1.619212963000000016e+01,2.442113454169999898e+01,1.000000000000000000e+00
2.208471100999999948e+01,1.305271858999999957e+01,2.805827112999999873e+00,8.568333332999999641e+01,6.252314815000000081e+00,3.219933249420000010e+01,1.000000000000000000e+00
2.081994857999999837e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.791666666999999791e+01,-1.501388889000000004e+00,3.972125013920000214e+01,1.000000000000000000e+00
2.075904036000000019e+01,9.567705675999999926e+01,9.017307190000000139e-01,8.314166667000000643e+01,5.823148147999999580e+00,2.130249465580000034e+01,1.000000000000000000e+00
1.865926529000000045e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.629166666999999791e+01,-5.143055556000000195e+00,3.295607402750000148e+01,1.000000000000000000e+00
2.276826044999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.279999999999999716e+01,1.034722222000000080e+01,4.029869295830000198e+01,1.000000000000000000e+00
2.274735881999999876e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.664166667000000643e+01,1.221111110999999916e+01,3.749045211920000042e+01,1.000000000000000000e+00
2.095177088999999881e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.037500000000000000e+01,-1.175925925999999899e+00,3.889043217500000083e+01,1.000000000000000000e+00
2.161330500000000043e+01,2.001932174000000089e+02,1.807502794000000108e+02,5.327499999999999858e+01,-3.203703704000000041e+00,4.743962495329999740e+01,1.000000000000000000e+00
2.258930428000000035e+01,3.859347420999999656e+01,1.327087848999999986e+00,8.759999999999999432e+01,7.878240739999999853e+00,3.761907180000000039e+01,1.000000000000000000e+00
2.042883430999999916e+01,2.744201707999999940e+01,3.533253390000000160e-01,9.825833332999999925e+01,1.240046296000000048e+01,2.086673541669999921e+01,1.000000000000000000e+00
2.363337141999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.492499999999999716e+01,1.509259259000000064e+01,2.416317685250000125e+01,0.000000000000000000e+00
2.422443477999999928e+01,1.017857706000000064e+02,1.006951536999999952e+00,9.525000000000000000e+01,1.457731481999999978e+01,2.382769444419999871e+01,0.000000000000000000e+00
2.064002598000000077e+01,9.535974186999999347e+01,2.786481059999999843e+00,8.257500000000000284e+01,5.970370370000000371e+00,2.058782379169999999e+01,1.000000000000000000e+00
1.927594377999999864e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.754999999999999716e+01,-3.625462962999999927e+00,2.979380668579999991e+01,1.000000000000000000e+00
2.072782687000000124e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.945000000000000284e+01,-6.970370370000000371e+00,3.975213935330000226e+01,1.000000000000000000e+00
2.199397451999999831e+01,7.087437420999999915e+01,1.197425991999999972e+01,4.363333332999999925e+01,5.030555556000000372e+00,4.653134629670000066e+01,1.000000000000000000e+00
2.302005438999999853e+01,1.359628454999999860e+02,8.936793148000000429e+02,5.070833333000000209e+01,1.459398148000000006e+01,2.212031692249999892e+01,0.000000000000000000e+00
2.262955059000000091e+01,3.869117690000000165e-01,1.750374369999999902e-01,9.110833332999999357e+01,4.559259259000000064e+00,3.835678055999999714e+01,1.000000000000000000e+00
2.252534580000000020e+01,5.402907236000000069e+01,4.904990738000000192e+02,7.737500000000000000e+01,1.006018518999999944e+00,6.105444518419999866e+01,1.000000000000000000e+00
2.271694111000000049e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.498333333000000067e+01,-1.760185185000000097e+00,5.812468273079999648e+01,1.000000000000000000e+00
2.492359847999999900e+01,1.028252188000000018e+02,5.977206370000000106e+02,3.570000000000000284e+01,1.976203703999999917e+01,2.464116133499999961e+01,1.000000000000000000e+00
2.175900985000000176e+01,6.971554514999999697e+01,7.401927779000000100e+02,6.444166667000000359e+01,-5.755555556000000017e+00,6.618247013830000469e+01,1.000000000000000000e+00
2.041801644999999965e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.909999999999999432e+01,-2.888888888999999960e+00,4.234946212919999908e+01,1.000000000000000000e+00
1.903635197999999917e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.063928543999999476e+01,6.180557039999999835e-01,2.956906853670000146e+01,1.000000000000000000e+00
2.222117065000000125e+01,1.244731215999999918e+01,2.641727944000000150e+01,6.446666666999999507e+01,-2.781481481000000144e+00,5.170607009169999913e+01,1.000000000000000000e+00
1.983827614999999867e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.546666666999999507e+01,5.008333333999999581e+00,1.872454398580000046e+01,1.000000000000000000e+00
2.279609526000000130e+01,2.515645241000000087e+00,1.486795743999999919e+00,7.784999999999999432e+01,4.486111110999999596e+00,4.995980722329999679e+01,1.000000000000000000e+00
2.345538618999999869e+01,1.327166144999999915e+02,8.868785927000000129e+02,4.664999999999999858e+01,1.530787036999999984e+01,2.225705487500000146e+01,0.000000000000000000e+00
2.157274682999999982e+01,4.760800116000000060e+01,3.565494449999999915e+01,7.688333332999999925e+01,-6.034722222000000080e+00,5.269743078669999647e+01,1.000000000000000000e+00
2.277793769999999896e+01,6.703989151000000390e+01,9.000874720000000551e-01,9.815000000000000568e+01,7.945833333000000387e+00,3.416957431000000156e+01,1.000000000000000000e+00
2.064877918999999906e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.833333333000000209e+01,-2.431018519000000211e+00,4.087412101919999685e+01,1.000000000000000000e+00
2.211797500999999855e+01,2.471091634999999940e+02,2.060655087000000094e+02,6.387500000000000000e+01,3.222222220000000026e-01,3.719658305080000105e+01,1.000000000000000000e+00
2.121245164999999844e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.597499999999999432e+01,5.445370370000000015e+00,3.746833059669999955e+01,1.000000000000000000e+00
2.315867367999999971e+01,7.286745451999999545e+01,8.779836966999999959e+02,4.108333333000000209e+01,1.372685184999999919e+00,3.797772545330000327e+01,1.000000000000000000e+00
2.213550803000000045e+01,1.156726926999999989e+02,7.563038875000000161e+00,4.258333333000000209e+01,5.980555555999999662e+00,3.354101577250000332e+01,1.000000000000000000e+00
2.318861065000000110e+01,1.106207604999999994e+01,3.085153489000000082e+00,9.251666667000000643e+01,1.359398148000000006e+01,2.380801273579999844e+01,0.000000000000000000e+00
2.004977433000000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.155833333000000351e+01,-2.827314814999999815e+00,1.857415706080000106e+01,1.000000000000000000e+00
2.107064661000000072e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.015833333000000493e+01,-3.562962962999999927e+00,3.538043983749999910e+01,1.000000000000000000e+00
2.157274682999999982e+01,4.760800116000000060e+01,3.565494449999999915e+01,7.688333332999999925e+01,-6.034722222000000080e+00,5.269743078669999647e+01,1.000000000000000000e+00
1.901784941000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.426666666999999933e+01,-1.145833332999999898e+00,3.040585295829999879e+01,1.000000000000000000e+00
1.894023487999999844e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.865000000000000568e+01,1.982870370000000104e+00,3.072060503249999996e+01,1.000000000000000000e+00
2.269822418000000042e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.527499999999999858e+01,-6.736111110000000401e-01,5.633839124920000074e+01,1.000000000000000000e+00
2.493680407000000088e+01,1.338901946000000009e+02,4.800349921999999765e+02,3.843333333000000351e+01,1.712777777999999884e+01,2.422011669580000159e+01,1.000000000000000000e+00
2.004977433000000175e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.155833333000000351e+01,-2.827314814999999815e+00,1.857415706080000106e+01,1.000000000000000000e+00
2.228243463000000091e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.247499999999999432e+01,1.295879629999999949e+01,2.976206224999999961e+01,1.000000000000000000e+00
1.964598413999999948e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.435000000000000142e+01,4.124074074000000145e+00,2.843476573170000066e+01,1.000000000000000000e+00
2.289381922000000102e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.135833332999999357e+01,1.343425925999999926e+01,2.308987800499999921e+01,0.000000000000000000e+00
2.333445913999999988e+01,1.647034385000000043e+02,1.026075890999999984e+02,8.686666667000000075e+01,1.289907406999999928e+01,2.895650856920000038e+01,1.000000000000000000e+00
1.916870563000000161e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.236666667000000075e+01,-1.086018518000000022e+01,6.449508189920000234e+01,1.000000000000000000e+00
2.141943678000000162e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.669166666999999649e+01,2.758796295999999870e+00,3.071717772670000102e+01,1.000000000000000000e+00
2.241089295000000092e+01,1.374364946999999972e+02,2.386693665000000131e+00,8.039166667000000643e+01,1.054953704000000059e+01,3.284654925750000132e+01,1.000000000000000000e+00
1.903697195000000164e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.895833333000000209e+01,-3.749074074000000145e+00,3.124042521830000041e+01,1.000000000000000000e+00
