# # cmbedY,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode
0.000000000000000000e+00,6.961176097999999257e+00,1.443381491999999877e+00,8.175000000000000000e+01,7.810185184999999919e+00,2.253618610999999916e+01,0.000000000000000000e+00
2.392919977000000031e+01,8.115568582000000220e+01,6.005697423000000157e+01,6.883333333000000209e+01,1.748425926000000175e+01,2.383142895829999830e+01,0.000000000000000000e+00
3.731635853000000225e+00,2.744959801000000539e+02,4.407494246000000544e+02,4.497500000000000142e+01,3.786574073999999790e+00,2.819983686579999826e+01,1.000000000000000000e+00
2.357487826999999925e+01,3.225974255999999940e+01,2.000738308000000032e+01,8.579999999999999716e+01,1.397037036999999948e+01,2.424407731499999841e+01,8.333333330000000649e-02
2.256160642000000038e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.609999999999999432e+01,4.516666666999999968e+00,4.656088833420000128e+01,1.000000000000000000e+00
2.230226203000000140e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.505833332999999641e+01,-1.064351851999999932e+00,3.361211361670000031e+01,1.000000000000000000e+00
6.955377812999999243e+00,8.093886005000000239e+01,8.255743330000000242e+02,4.575833332999999925e+01,4.242129629999999985e+00,2.786867714329999757e+01,1.000000000000000000e+00
2.037910627000000119e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.951666667000000643e+01,-3.182870369999999838e+00,4.160953055579999926e+01,1.000000000000000000e+00
2.161040630999999834e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.798333332999999357e+01,1.222175926000000068e+01,2.139580715329999805e+01,0.000000000000000000e+00
2.165071713000000031e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.984999999999999432e+01,8.907407407999999194e+00,3.556300476330000038e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.901666667000000643e+01,7.831481480999999967e+00,2.294308426419999947e+01,0.000000000000000000e+00
1.626104544000000018e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.681666667000000359e+01,4.684722221999999547e+00,2.311503245500000148e+01,1.000000000000000000e+00
1.913263475000000113e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.806666667000000359e+01,-4.997685184999999919e+00,2.996584205499999953e+01,1.000000000000000000e+00
2.430129189999999895e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.846666666999999507e+01,1.806111110999999880e+01,2.337990775500000140e+01,0.000000000000000000e+00
1.891881808000000120e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.087500000000000000e+01,4.412499999999999645e+00,3.316231131079999983e+01,1.000000000000000000e+00
2.741239128000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.638333332999999925e+01,-4.147222221999999903e+00,3.559566999580000157e+01,1.000000000000000000e+00
2.424997692999999899e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.008333333000000209e+01,2.041203703999999952e+00,3.625382755249999889e+01,1.000000000000000000e+00
2.208210032999999939e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.599166667000000075e+01,8.669444444999999888e+00,2.916035479670000186e+01,1.000000000000000000e+00
1.718029712999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.918333332999999641e+01,7.122685184999999919e+00,3.244973451829999789e+01,1.000000000000000000e+00
1.798250712000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.409166666999999507e+01,1.858796295999999959e+00,3.019388472250000177e+01,1.000000000000000000e+00
4.572042027999999902e+01,8.080075818999999626e+01,1.355945236999999963e+02,6.271666667000000217e+01,-8.081481481000000855e+00,5.773247944500000273e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.531666666999999649e+01,1.078611111000000022e+01,2.273624490750000149e+01,0.000000000000000000e+00
1.943761688000000021e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.994166667000000359e+01,1.946759259000000020e+00,1.986183821750000078e+01,1.000000000000000000e+00
2.186035938999999928e+01,1.232012412999999924e+02,6.917135542999999664e+00,9.152500000000000568e+01,4.268055555000000112e+00,3.732632373170000051e+01,1.000000000000000000e+00
2.110400197999999961e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.807500000000000284e+01,1.286574074000000012e+00,3.736491166580000112e+01,1.000000000000000000e+00
2.272921854000000152e+01,5.547476188000000263e+01,1.306722870999999842e+00,7.144166667000000359e+01,2.664814815000000170e+00,3.913448842580000075e+01,1.000000000000000000e+00
2.613063031999999897e+00,1.167517310000000066e+02,5.810471211000000267e+02,4.300833332999999925e+01,1.184722222000000080e+01,2.247192386580000090e+01,1.000000000000000000e+00
2.072179754000000074e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.704999999999999716e+01,1.088749999999999929e+01,2.008544670000000210e+01,1.000000000000000000e+00
6.472638424999999529e+01,1.624948569000000020e+01,1.085687437000000033e+00,8.638333332999999925e+01,-5.898148149999999923e-01,6.103168694330000221e+01,1.000000000000000000e+00
2.214089953999999949e+01,1.642985749999999996e+02,1.131563139000000007e+01,4.781666666999999649e+01,7.821759258999999354e+00,3.132565414329999953e+01,1.000000000000000000e+00
2.134366400000000041e+01,4.139266548999999884e+01,4.311691890000000082e-01,9.316666666999999791e+01,1.291111111000000022e+01,2.229842197670000203e+01,0.000000000000000000e+00
2.045980103999999855e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.778333333000000493e+01,-2.825000000000000178e+00,3.755812127250000287e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.503333333000000493e+01,1.399768519000000033e+01,2.360670141670000177e+01,0.000000000000000000e+00
2.797838803000000318e+00,1.744280995999999959e+02,4.968783020000000050e+01,8.118333332999999641e+01,1.379675925999999997e+01,2.509965375330000015e+01,1.000000000000000000e+00
2.196695894000000138e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.651666667000000643e+01,8.621296296000000581e+00,3.068442250500000057e+01,1.000000000000000000e+00
2.598340809000000107e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.114166667000000643e+01,2.722222222000000080e+00,3.803748666170000092e+01,1.000000000000000000e+00
2.923232115000000064e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.364166667000000643e+01,-1.699537036999999806e+00,3.940735587999999723e+01,1.000000000000000000e+00
2.208433636999999905e+01,1.671695178000000226e+00,7.724118659999998915e-01,5.681666666999999649e+01,1.067129629999999985e+01,2.148101759249999887e+01,0.000000000000000000e+00
2.213705381000000116e+01,6.435634142000000679e+01,8.097504617999999255e+02,4.548333333000000067e+01,2.769907406999999822e+00,3.837648876250000285e+01,1.000000000000000000e+00
2.301869883999999900e+01,3.738876986999999730e+01,1.880504073000000176e+02,5.724166667000000075e+01,1.827314815000000037e+00,3.826076758749999840e+01,1.000000000000000000e+00
2.875524907999999868e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.563333332999999925e+01,8.620370370000000060e-01,2.935994355920000132e+01,1.000000000000000000e+00
2.062768378000000169e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.359523828999999751e+01,-2.482208976999999983e+00,3.675156758420000358e+01,1.000000000000000000e+00
2.289182923999999986e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.734166666999999507e+01,9.210185185000000274e+00,2.078592757830000082e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.636666667000000075e+01,1.719814815000000152e+01,2.270767600419999965e+01,0.000000000000000000e+00
2.274297818000000149e+01,5.966131349999999856e+01,6.015050519999999779e+02,5.454166666999999791e+01,-8.486111110999999596e+00,5.956598972249999946e+01,1.000000000000000000e+00
2.269104628999999917e+01,5.487417178999999834e+01,1.850997034000000152e+00,9.834999999999999432e+01,8.425462962999999306e+00,3.414334393420000424e+01,1.000000000000000000e+00
2.229024422999999899e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.389166667000000643e+01,6.910185184999999564e+00,3.653051086579999662e+01,1.000000000000000000e+00
2.411821533999999900e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.975833332999999925e+01,1.753657407000000035e+01,2.378675092579999983e+01,0.000000000000000000e+00
3.137021207000000089e+01,5.961226680000000222e-01,2.238346739999999835e-01,8.069166667000000359e+01,-1.996759259000000064e+00,4.127794953749999962e+01,1.000000000000000000e+00
1.928301499000000163e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.791666666999999791e+01,3.462962960000000034e-01,3.026166161920000164e+01,1.000000000000000000e+00
1.178671003000000006e+01,1.104837815999999862e+02,1.181313959999999996e+00,8.363333332999999925e+01,5.333333332999999676e+00,2.219063543829999929e+01,1.000000000000000000e+00
2.073518583999999976e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.945833333000000209e+01,-1.630092593000000090e+00,3.955070439749999878e+01,1.000000000000000000e+00
3.251123273000000324e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.965833332999999783e+01,-9.851388888999998983e+00,3.924144101920000338e+01,1.000000000000000000e+00
2.855929730000000166e+00,1.547113371000000086e+02,4.825948411000000604e+00,7.364166667000000643e+01,9.147685185000000274e+00,2.152516342670000071e+01,1.000000000000000000e+00
2.460489789999999743e+01,6.485858021999999323e+01,1.558944710999999756e+02,4.481666666999999649e+01,1.396759259000000064e+01,2.299569462919999907e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.711294151999999968e+01,1.371865651000000019e+00,5.526666666999999933e+01,1.118657407999999975e+01,2.159441507000000016e+01,0.000000000000000000e+00
1.943042042000000080e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.379999999999999716e+01,-1.329629629999999896e+00,2.817194606079999986e+01,1.000000000000000000e+00
7.912220553000000223e+01,2.810293703000000143e+00,6.937090609000000185e+00,6.283333333000000209e+01,-5.956481482000000049e+00,5.602611402830000031e+01,1.000000000000000000e+00
3.172539692999999872e+01,1.217879087999999967e+02,4.042167560000000037e+01,7.318333332999999641e+01,-2.118981481999999694e+00,4.309878736079999584e+01,1.000000000000000000e+00
7.966439501000000689e+01,4.484736568999999662e+01,5.766962329000000409e+02,6.779166666999999791e+01,-7.438425925999999855e+00,6.233992874919999849e+01,1.000000000000000000e+00
