# iwNorthAvgTemp,heatEnergy,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityAll,infilRate
2.380632942222320025e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.528333333000000493e+01,1.229537037000000055e+01,2.170527944000000176e+01,0.000000000000000000e+00,4.112004082676132266e-03,2.903343010288812138e+02,7.817624174738058400e+02,1.553181025704002627e+00,3.944960177736006557e+01,2.967019307512973603e-01
2.253571061641089912e+01,3.238037522228089671e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.829166666999999791e+01,-8.365740740000000564e-01,5.151982976920000112e+01,1.000000000000000000e+00,2.088785651274046966e-03,2.461047639779740450e+02,2.197290597633499942e+02,1.223916533669978435e+00,1.022465980294211008e+01,8.354243933201474515e-02
1.805247722668540078e+01,1.283563540721350016e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.735833332999999357e+01,1.483796295999999959e+00,3.042361088499999866e+01,1.000000000000000000e+00,2.978988977722060554e-03,1.613986877933968174e+02,5.705359424306673191e+02,1.356989171448339748e+00,2.275924799480503680e+01,2.364101779333578068e-01
2.314660443203800000e+01,1.533803402155160001e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.588333332999999925e+01,-1.945370370000000015e+00,4.215786439749999914e+01,1.000000000000000000e+00,4.009826066959038329e-03,1.980250870863443993e+02,5.952590697297074485e+02,1.280354867113250528e+00,4.702460348689086089e+01,1.472899726754824112e-01
2.347839036944819924e+01,3.594801579987589690e+01,5.061655927999999705e+01,2.613150562999999948e+01,7.292499999999999716e+01,3.494444445000000066e+00,3.841468236170000239e+01,1.000000000000000000e+00,2.888676382540296059e-03,1.648478025332721586e+02,8.154398571807070084e+02,1.574751009946308677e+00,1.833498145741327789e+01,1.985774970448344334e-01
2.010759783070719919e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.249166667000000075e+01,1.352314815000000081e+01,2.246103287000000037e+01,0.000000000000000000e+00,4.675822760085586102e-03,8.456525584961391928e+01,7.014761529278114267e+02,1.475932571721718878e+00,9.587621012684643063e+00,2.008154379941252676e-01
2.235066190102410033e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.829999999999999716e+01,1.525462963000000016e+01,2.426340367250000085e+01,0.000000000000000000e+00,2.380913822252194844e-03,2.409175342082513680e+02,8.770206603539451180e+02,1.264392464341783651e+00,1.121028044499492538e+01,2.648375482080660426e-01
2.347720563080629930e+01,0.000000000000000000e+00,9.737270349000000635e+01,5.630763201000000606e+00,4.781666666999999649e+01,1.874444443999999876e+01,2.356190833420000175e+01,0.000000000000000000e+00,1.475015337410671111e-03,2.600191692491558797e+02,9.278925314289972448e+02,1.377402448896297482e+00,1.148410223736674673e+01,2.458722918976578159e-02
2.026976162595499886e+01,7.236350132423139314e+01,6.594234310000000221e+01,1.764527304000000019e+00,6.405833332999999641e+01,-4.253240740999999936e+00,6.545208865669999909e+01,1.000000000000000000e+00,1.828680244605810062e-03,1.896613640601509587e+02,3.200605431666486993e+02,1.376355839710132756e+00,8.787311319488715355e+00,2.266350163183518396e-01
2.465783482250009939e+01,4.639267141473649936e+00,2.209223289999999906e+02,8.370128214000000355e+01,8.600833332999999925e+01,1.408981482000000085e+01,3.199742076000000068e+01,5.833333333000000342e-01,4.986967650115023583e-03,3.574600010234216825e+02,2.480369313994251002e+02,1.326024819956507006e+00,2.262260457260801871e+01,1.650461487578761266e-01
2.397490634013929878e+01,1.504301160322060049e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.160833333000000067e+01,-2.823148148000000024e+00,3.623580438829999650e+01,1.000000000000000000e+00,4.199169915726861518e-03,1.300191698053632763e+02,4.841632425300594491e+02,1.359041617801848512e+00,4.936077300993248684e+01,3.679653081064301889e-02
2.656207308667350020e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.235000000000000142e+01,2.015416666999999862e+01,2.518210830499999986e+01,0.000000000000000000e+00,4.100286768089923123e-03,3.908687758549635305e+02,4.003007074684602458e+02,1.126372559935681306e+00,1.957547857208612285e+01,4.112963562045286736e-02
2.260833441994330073e+01,0.000000000000000000e+00,1.106207604999999994e+01,3.085153488999999638e+00,9.251666667000000643e+01,1.359398148000000006e+01,2.380801273579999844e+01,0.000000000000000000e+00,4.523422808311413496e-03,1.205921923891295648e+02,5.776471814296367029e+02,1.367360051260867460e+00,1.655162140386090641e+01,2.005600943232687533e-02
1.938056564465309961e+01,3.129325314284670156e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.391666666999999791e+01,-3.111574073999999968e+00,5.485354199079999660e+01,1.000000000000000000e+00,1.844752707661755434e-03,1.251844488761843337e+02,3.953152406449962086e+02,1.165493271133820619e+00,5.629647841493810034e+00,1.269192660613167878e-01
2.419157398576410145e+01,1.334556813179210089e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.109166667000000217e+01,2.143518519999999816e-01,2.269581831920000070e+01,1.000000000000000000e+00,3.320925789564223643e-03,2.769462905274693298e+02,5.616805697095890082e+02,1.669026499279397946e+00,4.267543006131149497e+01,1.189268603006191430e-02
1.932755064856999994e+01,1.261673356041879934e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.857500000000000284e+01,-2.343518518999999856e+00,3.365068977250000160e+01,1.000000000000000000e+00,1.907393469719062106e-03,3.806470300822282411e+02,8.040898939873529798e+02,1.170597435940315956e+00,8.026338660699130045e+00,1.091891114492213183e-01
2.331373541517610093e+01,1.073895360993000025e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.636666667000000075e+01,4.544444444999999888e+00,3.217949610170000341e+01,1.000000000000000000e+00,3.450962150349398423e-03,3.071474004057951674e+02,8.904541647926170072e+02,1.439489811959333565e+00,3.553515484910391820e+01,1.825706015596452736e-01
2.382441760256919849e+01,0.000000000000000000e+00,1.331406542000000002e+02,5.102884227000000124e+02,5.626666666999999933e+01,1.983333332999999854e+01,2.334384201079999954e+01,0.000000000000000000e+00,3.382791350100884491e-03,1.745925444529504489e+02,7.330175241822489625e+02,1.246054525609138874e+00,1.360184769718382292e+01,9.031651284265969359e-02
1.856513541637789899e+01,1.969671506973860176e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.183333333000000209e+01,-5.290277778000000097e+00,4.220852846999999741e+01,1.000000000000000000e+00,3.604127778515170671e-03,6.624477890550848258e+01,8.689091739653326840e+02,1.214576419108610805e+00,7.306133435555157263e+00,5.357322008672082275e-02
2.374562907366210140e+01,2.701457487756540132e+01,1.075024291999999981e+01,1.981486399999999870e-01,9.677500000000000568e+01,5.101851852000000243e+00,4.130300773249999935e+01,1.000000000000000000e+00,1.414983392149595865e-03,2.582269524070748616e+02,7.056434749852917321e+02,1.305512625385655712e+00,2.450820172070361735e+01,1.397277971207858960e-01
1.990549133570209861e+01,1.176955811584149991e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.414166667000000643e+01,3.957870370000000193e+00,3.221221620330000235e+01,1.000000000000000000e+00,2.617598942600912314e-03,1.341961612950167364e+02,3.560104160770576982e+02,1.339031023402669662e+00,1.777552226837778448e+01,1.971299616097430263e-01
2.634535759505950026e+01,6.584585608321380334e+01,1.207876902000000001e+02,2.440893344999999925e+01,6.757500000000000284e+01,-8.130092592000000451e+00,6.553308319500000323e+01,1.000000000000000000e+00,1.301924354330412327e-03,6.756420762554566295e+01,3.470596812176551111e+02,1.544381766461613514e+00,4.541922293664007526e+01,7.127720470762845262e-02
2.280048789399859999e+01,6.015536421426589619e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.488333332999999925e+01,-4.021759258999999531e+00,3.036224738329999795e+01,1.000000000000000000e+00,4.152656118179704967e-03,2.317592855822681486e+02,4.608960108067341253e+02,1.197652387304252386e+00,4.259817848127693196e+01,1.797792775043067226e-01
3.140642140424520079e+01,0.000000000000000000e+00,1.889206010000000049e+02,6.155879578999999922e+02,5.129999999999999716e+01,2.332685185000000061e+01,2.404727292579999798e+01,0.000000000000000000e+00,2.276236548513548008e-03,2.111328713444480343e+02,2.080636890246571227e+02,1.128385211869955773e+00,4.445549213636988384e+01,1.306839554722814996e-02
2.041516956972689911e+01,1.285935601578809973e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.480833332999999641e+01,8.289351852000001131e+00,3.056202963079999790e+01,1.000000000000000000e+00,3.195938486228119563e-03,7.743256536757387209e+01,9.868963921724576949e+02,1.518118310436190166e+00,7.931016410894072166e+00,5.859569096805614108e-02
2.560155363061380029e+01,0.000000000000000000e+00,2.548371501999999964e+02,1.040481336999999940e+01,5.627499999999999858e+01,2.148842592999999823e+01,2.388300146250000111e+01,0.000000000000000000e+00,2.362093007872034193e-03,9.419342025621321568e+01,4.935310209485064661e+02,1.152580896869020100e+00,2.729812423146262290e+01,1.683415929784823628e-01
2.160997223629739850e+01,1.883045690710670073e+01,8.970717274000000430e+01,5.959822402000000920e+02,4.841666666999999791e+01,-2.489351851999999976e+00,3.407449152579999918e+01,1.000000000000000000e+00,4.343856177575143931e-03,2.331860605868434391e+02,4.483154123053179774e+02,1.294269510747706464e+00,1.725251289739627936e+01,1.217133699319646739e-01
2.063465310809800002e+01,2.063902152877130192e+00,1.596769361000000060e+02,1.162519104000000070e+01,7.041666666999999791e+01,9.281944445000000599e+00,2.135108851500000071e+01,1.000000000000000000e+00,3.294046623888729000e-03,1.093663052658253036e+02,4.786172509284692183e+02,1.240693346316795509e+00,6.474049044039809075e+00,2.631777195313877993e-01
2.108636451102639953e+01,2.442370329368700155e+01,1.824446877999999970e+02,2.594688188000000082e+02,6.865000000000000568e+01,-2.637962963000000105e+00,4.083604726920000161e+01,1.000000000000000000e+00,3.494786813793555273e-03,3.391055219077894094e+02,5.213343118484451679e+02,1.446309588762249909e+00,5.919276730061021397e+00,2.087159660596909216e-01
1.938281555239329990e+01,1.243878453627569947e+01,1.582912106999999935e+02,4.113463545000000110e+00,7.576666667000000643e+01,4.708333332999999676e+00,2.687458058329999844e+01,1.000000000000000000e+00,1.511276784341685549e-03,1.723100257928173562e+02,5.144426983743460369e+02,1.512431933003986817e+00,3.654439235425797960e+01,2.388157443094908461e-01
2.164182011079619983e+01,2.277046987539590006e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.165833333000000493e+01,1.570370370000000015e+00,3.856921597670000068e+01,1.000000000000000000e+00,2.093536984169267791e-03,3.977237482696522193e+02,2.670360550083884164e+02,1.450178460533134928e+00,1.626999660019734151e+01,2.524137561333010815e-01
2.042111089839309912e+01,3.354573482988310218e+01,8.388936069000000373e+01,1.085843507999999957e+01,9.334999999999999432e+01,2.085185184999999830e+00,4.780009550999999846e+01,1.000000000000000000e+00,1.434036878386146015e-03,1.808028559579404373e+02,6.747201182351464013e+02,1.286188588120809273e+00,1.163307348709086497e+01,2.406376802042268226e-01
2.070180232428310063e+01,1.120958524360319952e+00,1.211796030000000002e+02,1.747472843000000164e+00,6.445000000000000284e+01,1.419814814999999975e+01,2.205387360170000122e+01,1.000000000000000000e+00,4.795923332255896954e-03,3.708901419960583326e+02,6.380406760011042024e+02,1.149187297655071438e+00,8.294648462090268737e+00,2.547283918801210301e-01
2.256898673004910094e+01,2.509860884739590148e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.715833333000000493e+01,2.906944443999999628e+00,3.614031637499999761e+01,1.000000000000000000e+00,1.805893235819361255e-03,3.727586294478001037e+02,5.309539870247384670e+02,1.593784399097627258e+00,1.279523343314985873e+01,1.490531638121754265e-01
2.235278262560149898e+01,1.517372364261919948e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.693333332999999641e+01,1.030370369999999980e+01,2.827779980500000079e+01,1.000000000000000000e+00,2.049517893208022135e-03,2.161546560852953291e+02,2.256779808740666340e+02,1.657513501710598636e+00,2.482878073248706485e+01,7.051077166671021468e-02
2.320280999947430089e+01,1.463540450380859959e+01,1.623678469999999834e+02,8.600095061000000385e+01,8.810833332999999357e+01,8.751851851999999710e+00,3.247923041579999648e+01,1.000000000000000000e+00,2.668893958826969517e-03,6.008467557858712382e+01,3.086903681562346264e+02,1.421220915698258480e+00,3.626722523793604580e+01,2.925084715555847370e-01
2.281086897523340085e+01,2.583902099616449988e+01,1.096413059000000061e+02,7.591077728999999863e+02,5.695000000000000284e+01,2.700462963000000105e+00,3.418274267670000199e+01,1.000000000000000000e+00,1.124871825549989858e-03,1.840109828168360764e+02,6.965564310992132278e+02,1.658827970060677170e+00,2.031654811874730626e+01,1.506377994548613597e-01
2.565600378120220171e+01,9.483298423259869381e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.995000000000000284e+01,6.367129629999999985e+00,2.838679444579999966e+01,1.000000000000000000e+00,2.866692811829806183e-03,1.122225811209323041e+02,3.940110765775624486e+02,1.623601714380267014e+00,4.802493719329778088e+01,1.228549153525412690e-01
2.172400559092540107e+01,6.811932387351599516e+01,2.228795900999999802e+00,2.144761233000000100e+00,8.491666666999999791e+01,-3.253240741000000380e+00,6.249990995329999777e+01,1.000000000000000000e+00,4.350380366354912598e-03,3.670650251015160279e+02,4.646434705969660399e+02,1.533647308666801878e+00,4.034702776262556512e+01,1.778145393058523926e-01
2.708039166876849890e+01,9.593344640851480420e+00,1.748815099000000117e+01,1.829826899999999895e-02,9.776666667000000643e+01,1.206435184999999954e+01,2.927013808829999775e+01,4.166666667000000213e-01,4.886562963357326747e-03,3.346073801362610993e+02,3.652681516992344086e+02,1.634019932262642527e+00,4.598523469687538778e+01,5.984173475346621363e-02
2.129684888388650066e+01,2.385777071607639854e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.863333332999999925e+01,-6.287037039999999744e-01,3.774880207420000033e+01,1.000000000000000000e+00,3.209335730863519670e-03,2.945966225973743917e+02,8.725141760880121637e+02,1.540556328463431157e+00,1.142248648127212007e+01,2.922575134544377895e-01
2.131685439516409986e+01,6.713163186666990079e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.861666667000000075e+01,1.192083333999999972e+01,2.889225834750000033e+01,1.000000000000000000e+00,3.278819025238099028e-03,1.925517370446541463e+02,7.985784773505038174e+02,1.208378906013088061e+00,2.245016323013469517e+01,1.599781304952660188e-01
2.260483146293909940e+01,3.228146282694709868e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.865833333000000493e+01,-3.333333299999999971e-02,3.649856967080000203e+01,1.000000000000000000e+00,1.342082936762343994e-03,1.159510036867405631e+02,8.921086646854521405e+02,1.618302847360520103e+00,3.780150664245109482e+01,1.006736530325460788e-01
2.346245894095959983e+01,4.591988155141140027e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.768333333000000351e+01,-2.710648148000000202e+00,5.711793481499999814e+01,1.000000000000000000e+00,3.851468991882149584e-03,1.418988358663517033e+02,2.152688120511188572e+02,1.422982062673728842e+00,1.879280734435810274e+01,2.655870881392305427e-01
1.916592229794130020e+01,5.594054053337490506e-01,1.269127533000000057e+02,3.863302934000000164e+02,5.895000000000000284e+01,1.385787037000000055e+01,2.263579768500000000e+01,1.000000000000000000e+00,3.604127778515170671e-03,6.624477890550848258e+01,8.689091739653326840e+02,1.214576419108610805e+00,7.306133435555157263e+00,5.357322008672082275e-02
2.506216261813050039e+01,0.000000000000000000e+00,2.233478321999999707e+02,8.494460100999999952e+01,6.102499999999999858e+01,1.585925925999999997e+01,2.265663173579999778e+01,0.000000000000000000e+00,1.663619922799967378e-03,1.399755536781139540e+02,2.899917024742358080e+02,1.652572587567856743e+00,2.615756186271092432e+01,2.784449653343072373e-01
2.515684857989459999e+01,2.751577985543470106e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.726666666999999933e+01,-3.622685184999999919e+00,4.609964735999999874e+01,1.000000000000000000e+00,4.910894691618668435e-03,2.139021338134693053e+02,6.311496698057580943e+02,1.642035051699113346e+00,3.666667558319045384e+01,2.150201639916197310e-02
2.338275965433340176e+01,9.020739145888660104e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.471666667000000217e+01,3.653703703999999775e+00,3.523155813500000022e+01,1.000000000000000000e+00,4.832756895337814856e-03,2.665577604783236438e+02,5.433297153862376945e+02,1.269097389920863739e+00,4.491740284691584861e+01,1.140793373452369114e-01
2.435069559104350034e+01,2.569136236233909898e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.167499999999999716e+01,-4.524537036999999984e+00,3.453346308329999914e+01,1.000000000000000000e+00,1.289448423992952189e-03,3.951154929015928019e+02,6.676590970564759573e+02,1.713798827196832519e+00,3.284832560114084288e+01,2.143749994537535453e-01
2.436810603939920128e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.260000000000000142e+01,1.855879630000000091e+01,2.470998817579999951e+01,0.000000000000000000e+00,3.966094747129526518e-03,1.016163232634191615e+02,2.661603926336647419e+02,1.232870929868201015e+00,1.200001436586251202e+01,2.672364773317831288e-01
2.450007206550180072e+01,1.884873183831189891e+01,1.574966512999999964e+02,2.518578378999999856e+01,7.043333332999999641e+01,2.265277778000000186e+00,4.006905851670000374e+01,1.000000000000000000e+00,1.866608268071400000e-03,1.689649689059437492e+02,6.594357334057822300e+02,1.276252594851649880e+00,3.314199698990859133e+01,9.142509117254489504e-02
2.359682222193629997e+01,1.475859867597189989e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.992499999999999716e+01,9.016203704000000485e+00,3.343758662329999964e+01,1.000000000000000000e+00,3.691271429480739909e-03,3.659560578231645991e+02,5.995654102419734954e+02,1.614072423406202716e+00,4.581248620543513539e+01,1.807121029384002320e-01
2.309764644941390088e+01,2.039758160717169844e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.004166666999999791e+01,8.055555554999999757e+00,3.441991644920000226e+01,1.000000000000000000e+00,3.819926662933000559e-03,3.520616504584044151e+02,9.513184371839546429e+02,1.547804512047507464e+00,3.087689178002401391e+01,5.226361274660052542e-02
2.150124105079479975e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.257500000000000284e+01,1.292268518999999927e+01,2.288099446749999899e+01,0.000000000000000000e+00,3.700023993497415179e-03,2.234299384050674746e+02,4.297037068002537694e+02,1.134096282204311468e+00,1.697510866838112165e+01,4.224529818693539829e-02
2.192685903159890159e+01,6.510769148748320134e+00,1.875649233000000038e+02,4.070443142000000236e+00,6.179999999999999716e+01,1.193194444000000054e+01,2.772627815170000076e+01,1.000000000000000000e+00,1.798526888881376868e-03,3.844988530557677677e+02,8.947664931186683361e+02,1.430665811470179349e+00,2.925415387346771112e+01,2.936388728670241699e-01
2.466421757198289910e+01,1.714673719819990083e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.187500000000000000e+01,5.716666667000000146e+00,3.302907341249999718e+01,1.000000000000000000e+00,1.888181856860437265e-03,7.950667939481145652e+01,2.163148706564732606e+02,1.551634042568908800e+00,4.181269483162942890e+01,1.390343461762539312e-01
2.245660114919969885e+01,0.000000000000000000e+00,1.294669924000000094e+02,8.279818605000000389e+02,4.718333333000000351e+01,1.539074074000000003e+01,2.335620048579999875e+01,0.000000000000000000e+00,3.045963891885638750e-03,3.443891900964683259e+02,7.910683602110804031e+02,1.176947110772784910e+00,1.848356210884116990e+01,1.555315284418539237e-02
2.387440143624409927e+01,1.758606389365920109e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.236666667000000075e+01,-2.184722221999999991e+00,4.454102555499999738e+01,1.000000000000000000e+00,1.573997601243300962e-03,1.628455563241914490e+02,2.909861758592584238e+02,1.130110830822913748e+00,3.871191818459356426e+01,4.926294115430002174e-02
2.036487063744780102e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.531666666999999649e+01,1.078611111000000022e+01,2.273624490750000149e+01,0.000000000000000000e+00,3.103215433771063219e-03,3.337036463983204726e+02,9.085123166765688438e+02,1.615350082314369828e+00,1.098826597404784700e+01,1.528236034824205503e-01
2.131364469829459907e+01,0.000000000000000000e+00,5.543259729999999763e+01,1.889901374000000134e+00,6.790000000000000568e+01,1.783703703999999846e+01,2.175194240249999922e+01,0.000000000000000000e+00,3.829071542067548697e-03,2.440729209622949725e+02,7.182894694176626444e+02,1.705567211503147274e+00,6.808479182201456759e+00,2.472482334525017977e-01
2.272471467274549894e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.361666667000000075e+01,1.504259258999999993e+01,2.503831663920000139e+01,0.000000000000000000e+00,1.114737066985121636e-03,3.428813193649222058e+02,2.307269573368230056e+02,1.539524068832057058e+00,1.103771247347160767e+01,6.184595488018241466e-02
2.493457733716540048e+01,6.029192104632549842e+00,3.467439427000000052e+01,3.250760042000000016e+00,6.335833333000000067e+01,1.207175926000000032e+01,2.585862316580000098e+01,1.000000000000000000e+00,3.598784762460672561e-03,2.079923735990474256e+02,3.583747997685472910e+02,1.452687260167613292e+00,2.230587372683722336e+01,1.397553343235263465e-02
2.264157569151489824e+01,3.310213340508789770e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.970833333000000209e+01,-7.437500000000000000e+00,4.254355675749999932e+01,1.000000000000000000e+00,3.241626329041033192e-03,2.498935506754752396e+02,9.181322021001250278e+02,1.639935426959431730e+00,3.112601497182609123e+01,1.018793116221695938e-01
2.129983225254569845e+01,1.524636534793710041e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.559999999999999432e+01,-1.389351851999999887e+00,3.642806799499999926e+01,1.000000000000000000e+00,3.948192358533024991e-03,3.026203526786280236e+02,2.046863732064060741e+02,1.427911726022262906e+00,5.300756078253394676e+00,1.615052249005769214e-01
2.453615238853659974e+01,2.587598976001849849e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.326666667000000643e+01,1.222222222000000080e+00,1.923892942920000237e+01,1.000000000000000000e+00,3.812572967654525267e-03,1.271670347642237715e+02,3.751914263280486352e+02,1.528055123331458987e+00,2.757295670120280562e+01,4.343016185611462548e-02
2.350682358636399982e+01,6.308475877663050113e+01,7.854529546999999923e+01,3.396435873000000356e+02,7.465000000000000568e+01,-1.069537036999999913e+01,6.662767296170000009e+01,1.000000000000000000e+00,3.988182645675903207e-03,1.392660293462792822e+02,7.092514382645490514e+02,1.682013812230234162e+00,3.814973736505741186e+01,1.864761322773287322e-01
2.318859339873529990e+01,1.394339086875529965e+01,1.543519981999999935e+01,1.394737095999999781e+02,6.347500000000000142e+01,8.788425926000000388e+00,3.322053284670000295e+01,1.000000000000000000e+00,3.819926662933000559e-03,3.520616504584044151e+02,9.513184371839546429e+02,1.547804512047507464e+00,3.087689178002401391e+01,5.226361274660052542e-02
2.127141700741359998e+01,2.379806375536909968e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.541666666999999791e+01,1.316203704000000085e+00,2.880161786080000041e+01,1.000000000000000000e+00,1.900957025497989781e-03,1.181511813984954813e+02,3.777675926913134958e+02,1.649482551004019637e+00,2.102899810827003790e+01,1.624195090958216112e-02
2.266922220506100061e+01,1.817624083194500173e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.495000000000000284e+01,1.053749999999999964e+01,3.042129445329999982e+01,1.000000000000000000e+00,1.663619922799967378e-03,1.399755536781139540e+02,2.899917024742358080e+02,1.652572587567856743e+00,2.615756186271092432e+01,2.784449653343072373e-01
1.907262777273000154e+01,1.255443262073920074e+01,4.837121917999999710e+01,3.205031888000000322e+02,5.208333333000000209e+01,-1.924074073999999968e+00,4.134172366669999832e+01,1.000000000000000000e+00,4.084656865889373101e-03,1.457205740340635316e+02,2.963513621710319512e+02,1.281919950417324428e+00,2.825441592563410609e+01,2.038726443731086746e-01
2.439430853312660119e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.483333333000000209e+01,1.464074074000000003e+01,2.249077150079999754e+01,0.000000000000000000e+00,1.325367032725046018e-03,3.938255770953278443e+02,9.370375587410983371e+02,1.469476793240319212e+00,4.299267173579092116e+01,2.413488482944112501e-01
1.970326378180470073e+01,1.285040456904710027e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.775833332999999925e+01,3.910648147999999935e+00,1.945596928249999991e+01,1.000000000000000000e+00,3.691271429480739909e-03,3.659560578231645991e+02,5.995654102419734954e+02,1.614072423406202716e+00,4.581248620543513539e+01,1.807121029384002320e-01
2.436253678993579896e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.974166667000000075e+01,1.025648147999999971e+01,2.378843424000000084e+01,0.000000000000000000e+00,4.633347772270412016e-03,1.606079800260424690e+02,4.201682165272542306e+02,1.121784792847453804e+00,3.993968360712926113e+01,2.230163753067932741e-01
1.883621777610940029e+01,1.170656131855539961e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.155833333000000351e+01,-2.341203704000000219e+00,3.923160893420000406e+01,1.000000000000000000e+00,4.760715281803131610e-03,3.065213802834289254e+02,7.507085118013800411e+02,1.229602813227683944e+00,1.335126003789098093e+01,2.860788398558651302e-01
2.283430224135319975e+01,3.287956645508609999e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.994166667000000359e+01,1.946759259000000020e+00,1.986183821750000078e+01,1.000000000000000000e+00,2.088785651274046966e-03,2.461047639779740450e+02,2.197290597633499942e+02,1.223916533669978435e+00,1.022465980294211008e+01,8.354243933201474515e-02
2.043545399093530079e+01,1.779497582528660082e+00,1.814300793000000169e+02,7.211147837999999410e+02,3.688333332999999925e+01,1.186944444999999959e+01,2.269889307249999888e+01,1.000000000000000000e+00,3.774485552575196270e-03,9.300520712248192012e+01,9.805437216133780112e+02,1.321000790888084531e+00,1.373837246454611005e+01,2.841480570188824051e-01
2.149347680107490177e+01,2.578184791698259914e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840000000000000568e+01,-8.888888899999999871e-02,3.833788023079999618e+01,1.000000000000000000e+00,3.598784762460672561e-03,2.079923735990474256e+02,3.583747997685472910e+02,1.452687260167613292e+00,2.230587372683722336e+01,1.397553343235263465e-02
2.118607362066610023e+01,5.526003089632809839e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.815833333000000493e+01,7.226388888999999871e+00,2.822120387920000084e+01,1.000000000000000000e+00,4.662094341519534314e-03,2.041540224397301984e+02,4.541943436250741115e+02,1.249032386541484740e+00,1.349859259054812455e+01,1.560532997131291455e-01
1.939380879664529900e+01,2.263965475546289952e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.895833333000000209e+01,-3.749074073999999701e+00,3.124042521830000041e+01,1.000000000000000000e+00,2.732291664522577997e-03,3.884844723638805135e+02,6.321578044654133919e+02,1.645484136130256125e+00,1.004795044750069621e+01,1.863098995679945274e-02
2.429185840475510005e+01,5.889309431166410036e+01,5.281393831999999833e+01,9.105839944999999602e+00,7.439166667000000643e+01,-3.259259258999999798e+00,6.586411676000000170e+01,1.000000000000000000e+00,4.598909108323614818e-03,3.782880289617885410e+02,3.027836243979503479e+02,1.467987048814734408e+00,3.685754824716503464e+01,1.071751017543555312e-01
2.401493967405550123e+01,0.000000000000000000e+00,8.132915884999999889e+01,6.456659667000000269e+00,8.099166667000000075e+01,1.687962963000000016e+01,2.154001413419999977e+01,0.000000000000000000e+00,3.887915174331547929e-03,1.758806093521608602e+02,7.472020764477089187e+02,1.478135441542840711e+00,2.672940999773497595e+01,6.447210082831640598e-02
2.304999701923059874e+01,2.836542368095079869e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.406666666999999649e+01,1.088564814999999975e+01,2.269752851499999835e+01,1.000000000000000000e+00,2.209256767751325342e-03,2.273781391176098339e+02,6.086587505351237724e+02,1.388523137362147386e+00,1.654162094881344558e+01,2.306703368021936762e-01
