2.366034286436699929e+01,2.697628605877410024e+01,0.000000000000000000e+00,0.000000000000000000e+00,-4.140740741000000114e+00,7.829166666999999791e+01,-8.365740740000000564e-01,2.561666667000000075e+02,1.616794666999999963e+00,9.484096910234922351e-02,2.073256666068516718e-02,1.476778963462085370e-01,1.705970508952789677e+00,4.593689544560726201e-01,6.283377333760582495e+00,4.558954456846646686e-01,1.634983982882000364e-02,1.536651165480726767e-03,1.764052237329884321e+01,7.056335482333224718e+00,2.124665913913708337e+01
1.990554552780150033e+01,3.495629821823469996e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.682777778000000168e+01,6.713333332999999925e+01,-1.196342592999999965e+01,1.663333333000000209e+02,4.470400000000000068e-02,8.580091293758598803e-02,3.948684301922773116e-02,1.737808368400206582e-01,2.278637244538453288e+00,3.672727748523721414e-01,7.462763915635874490e+00,2.417730126105896993e-01,6.213579068059045529e-02,6.345249892330406469e-03,1.558821097305608738e+01,1.071195758681368559e+01,2.453742865492241521e+01
2.432282953833820116e+01,1.471550116609959957e+01,0.000000000000000000e+00,0.000000000000000000e+00,-9.218055555999999484e+00,5.426666666999999933e+01,-1.145833332999999898e+00,3.044166667000000075e+02,6.705599999999999061e-02,1.021979751231428257e-01,3.338490996674368244e-02,2.643259554971714165e-01,2.916257084749788397e+00,3.208691347185974041e-01,3.909326317119491279e+01,1.779759392531977680e-01,4.822735445431348966e-02,1.766841430756492005e-03,1.947135559741715127e+01,1.423959917354587112e+01,2.656941957790031950e+01
2.473457439066639907e+01,0.000000000000000000e+00,1.331019831000000124e+02,8.921533933000000616e+02,4.338888888999999693e+00,5.516666666999999791e+01,1.312592592999999930e+01,1.863333333000000209e+02,9.872133329999999152e-01,8.807475168205031180e-02,4.027005111260332365e-02,5.063196911127973432e-02,2.229476725246151148e+00,5.329709177320960389e-01,7.635606532645816458e+01,3.547031411395556999e-01,2.963448089711588629e-02,8.856405772060971932e-03,1.963433261429042886e+01,1.023298514818522875e+01,1.678532318848475313e+01
1.981672962575260044e+01,1.158542535590079936e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.181805555999999946e+01,7.480833332999999641e+01,-8.133333332999999499e+00,2.795000000000000000e+02,1.888743999999999978e+00,6.126197261736629485e-02,2.958750559939834351e-02,1.175088921890424659e-01,1.580415398542994065e+00,2.758501021974367196e-01,4.922334272430092739e+01,3.054921477525313067e-01,7.967424874723089134e-02,3.419236039696674310e-03,1.567198124699190487e+01,1.085426366945406151e+01,1.785992315763293803e+01
2.586616216593180084e+01,2.332752900641510152e+01,4.205115373000000289e+01,1.540524118000000087e+01,1.960185185000000052e+00,8.777500000000000568e+01,3.802777778000000275e+00,2.544166666999999791e+02,1.113874666999999929e+00,9.672130583387861247e-02,3.611698509757253067e-02,1.701657927569390494e-01,2.189653306614456341e+00,4.974817505401470386e-01,3.517419831433852551e+01,1.782600360027136177e-01,5.542774857967266294e-02,3.795062205633433113e-03,9.762689693059321883e+00,7.572397505626241809e+00,1.801732394754077049e+01
2.338158431439550000e+01,6.600549012219300238e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.106342592999999930e+01,4.990833332999999783e+01,-2.010648148000000024e+00,8.191666666999999791e+01,2.831253330000000346e-01,9.672130583387861247e-02,3.611698509757253067e-02,1.701657927569390494e-01,2.189653306614456341e+00,4.974817505401470386e-01,3.517419831433852551e+01,1.782600360027136177e-01,5.542774857967266294e-02,3.795062205633433113e-03,9.762689693059321883e+00,7.572397505626241809e+00,1.801732394754077049e+01
2.167035669447589896e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.083333333000000032e+01,7.674166667000000075e+01,1.486435185000000025e+01,6.175000000000000000e+01,8.940800000000000136e-02,6.606068063547462788e-02,3.806862148089969894e-02,1.426302877189871143e-01,1.539369169944591942e+00,3.947519202668327565e-01,8.058608931651396290e+01,2.920830284112439501e-01,6.002233367564144967e-02,2.728269022900428695e-03,1.896789611745253623e+01,1.278723699964624316e+01,1.888501236914821391e+01
2.128123097197909885e+01,1.367962524783730061e+01,0.000000000000000000e+00,0.000000000000000000e+00,-3.274537036999999984e+00,8.652500000000000568e+01,-1.312962962999999927e+00,2.751666667000000075e+02,6.333066670000000453e-01,9.190100812988803713e-02,2.933794453583680323e-02,2.849807330934130412e-01,2.571838309542327394e+00,4.281769870009934364e-01,3.491625523693337385e+01,2.564347685519285935e-01,4.800541638993514881e-02,3.194250015995423343e-03,1.305592604807479162e+01,8.573486244474048945e+00,1.726040416886188211e+01
2.352999733868779941e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.206111111000000058e+01,7.940833333000000493e+01,1.559444444000000018e+01,2.284166666999999791e+02,1.341119999999999812e-01,7.406204417554246300e-02,3.642695395913866235e-02,1.910421168434209838e-01,2.676886795656026941e+00,3.913116438680321885e-01,8.496914724978861955e+01,4.859016373201581196e-01,3.051400054862589070e-02,4.049122671566680355e-03,5.023308505134698621e+00,6.476208847861879114e+00,2.099163770976874233e+01
