2.230849175999999900e+01,1.652742203000000032e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.443981481999999872e+00,8.920000000000000284e+01,5.071759259000000242e+00,3.014166667000000075e+02,6.966373329999999697e-01
2.163200901000000087e+01,2.263035796999999860e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.185185189999999888e-01,7.054166666999999791e+01,4.256018518000000306e+00,2.659166667000000075e+02,1.952074666999999986e+00
2.219620014999999924e+01,8.860505303000000055e+00,2.245174636000000135e+02,2.731709164000000101e+02,-6.582407406999999822e+00,5.239999999999999858e+01,2.161574073999999790e+00,1.808333332999999925e+02,8.903546669999999885e-01
2.213401556000000170e+01,2.924046828999999903e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.382407407000000532e+00,3.349166667000000075e+01,6.537499999999999645e+00,8.641666666999999791e+01,0.000000000000000000e+00
2.168286859000000177e+01,2.956181737000000087e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.256481480999999789e+00,3.080833332999999996e+01,6.775000000000000355e+00,1.057500000000000000e+02,2.756746669999999844e-01
2.296474526000000083e+01,1.767962268999999864e+01,8.283368319999999585e+01,8.299269514999999728e+02,-1.093611111000000058e+01,5.888333332999999925e+01,-4.084722221999999903e+00,2.790000000000000000e+02,1.199557333000000003e+00
2.366672880999999862e+01,2.618128914999999779e+00,1.300649458000000038e+02,9.606795497000000239e+01,5.033796296000000225e+00,6.225833332999999925e+01,1.201527777999999991e+01,1.854166667000000075e+02,3.390053330000000198e-01
2.022487257999999954e+01,3.294662088999999838e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.180972221999999938e+01,6.127499999999999858e+01,-5.537037037000000161e+00,2.730000000000000000e+02,2.596557332999999801e+00
2.160910767000000021e+01,2.054738479999999967e+01,0.000000000000000000e+00,0.000000000000000000e+00,-7.143055556000000195e+00,5.778333332999999783e+01,1.907407409999999914e-01,1.935833332999999925e+02,4.470400000000000068e-02
2.611448705999999831e+01,0.000000000000000000e+00,3.321380565000000047e+02,2.043379281999999932e+02,1.276365741000000043e+01,5.352499999999999858e+01,2.266736111000000164e+01,2.936666667000000075e+02,1.695026667000000042e+00
2.079318209999999922e+01,6.595344486000000117e+00,1.469163197999999966e+02,6.235003281000000008e+00,4.943981481999999872e+00,9.734999999999999432e+01,5.329166666999999968e+00,1.616666667000000075e+02,2.756746669999999844e-01
