# # cmbedY,diffuse solar w/m2,direct solar w/m2,OAH %,OAT C,Mull SWT C,Heat Mode,mullInsulationThickness,mullMetalConductivity,intMass,mullSurfaceArea,elecEquipDensityAll,infilRate
2.536453878564730147e+01,1.207876902000000001e+02,2.440893344999999925e+01,6.757500000000000284e+01,-8.130092592000000451e+00,6.553308319500000323e+01,1.000000000000000000e+00,1.900957025497989781e-03,1.181511813984954813e+02,3.777675926913134958e+02,1.649482551004019637e+00,2.102899810827003790e+01,1.624195090958216112e-02
2.502221514097280064e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.925833332999999925e+01,4.278703703999999775e+00,3.002860065750000018e+01,1.000000000000000000e+00,2.474017890267090312e-03,1.286897919862685740e+02,4.817664991970670485e+02,1.616978494453988890e+00,4.242912008340424990e+01,3.548774884553963782e-02
3.090471813063560091e+01,1.216597881999999942e+02,5.543768903000000137e+01,8.515833333000000493e+01,1.431342592999999930e+01,1.360434055579999857e+01,0.000000000000000000e+00,4.199169915726861518e-03,1.300191698053632763e+02,4.841632425300594491e+02,1.359041617801848512e+00,4.936077300993248684e+01,3.679653081064301889e-02
0.000000000000000000e+00,1.611622126000000037e+02,7.542524720999999772e+02,5.553333332999999783e+01,2.053935184999999919e+01,2.424087989419999900e+01,0.000000000000000000e+00,3.146513360037239693e-03,1.506236308868141123e+02,3.907701885507648285e+02,1.167298923251585352e+00,2.221102034180806228e+01,2.166748949618570730e-01
2.302120866037279967e+01,6.147882204999999800e+01,5.944142610000000548e-01,8.603333333000000493e+01,4.689814815000000081e+00,3.633611759170000255e+01,1.000000000000000000e+00,2.929777831341329707e-03,3.699432693033248825e+02,6.109930101483707858e+02,1.566485898505099339e+00,1.061410329466108138e+01,3.944895017248090108e-02
3.068146482215369897e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.475833332999999925e+01,1.248148147999999935e+01,1.955492546329999826e+01,1.000000000000000000e+00,4.364034753414923473e-03,1.742623404237608611e+02,7.711286017204525933e+02,1.679371308052693523e+00,5.288391426425869568e+00,2.431192726010780042e-02
2.231992272808869870e+01,1.665400336999999809e+02,4.052608676999999915e+01,6.267499999999999716e+01,-7.028703703999999775e+00,6.548593958329999509e+01,1.000000000000000000e+00,4.756687092051296167e-03,2.922907203745170364e+02,2.831846317816422811e+02,1.247873762848288104e+00,2.431696403175907761e+01,1.582253701431774184e-01
1.680203947596369929e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.900000000000000000e+01,-7.321759258999999354e+00,3.351611367079999582e+01,1.000000000000000000e+00,3.413181625559653064e-03,3.302035384345828675e+02,5.904616674832329863e+02,1.418514303057685444e+00,2.647334862710205527e+01,1.542990342537312876e-01
1.607144749898660052e+01,5.828790629999999595e+01,1.113083325000000023e+01,6.026666666999999933e+01,1.330416667000000075e+01,3.111155624079999882e+01,1.000000000000000000e+00,1.319493244097313901e-03,9.676444219137479763e+01,9.714399617068226007e+02,1.666496382468272808e+00,6.212089155973570698e+00,1.531023581499773578e-01
2.645435019063980064e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.316666666999999791e+01,1.064074074000000003e+01,2.226044951329999932e+01,1.000000000000000000e+00,3.691271429480739909e-03,3.659560578231645991e+02,5.995654102419734954e+02,1.614072423406202716e+00,4.581248620543513539e+01,1.807121029384002320e-01
1.834871564110779829e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.154166666999999791e+01,3.716203703999999775e+00,3.412195020920000132e+01,1.000000000000000000e+00,1.844752707661755434e-03,1.251844488761843337e+02,3.953152406449962086e+02,1.165493271133820619e+00,5.629647841493810034e+00,1.269192660613167878e-01
2.153459512084440064e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.933333333000000209e+01,-1.462499999999999911e+00,3.886023212919999992e+01,1.000000000000000000e+00,2.093536984169267791e-03,3.977237482696522193e+02,2.670360550083884164e+02,1.450178460533134928e+00,1.626999660019734151e+01,2.524137561333010815e-01
1.195883644579289928e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.427500000000000568e+01,5.150462962999999839e+00,3.272438797670000099e+01,1.000000000000000000e+00,3.450962150349398423e-03,3.071474004057951674e+02,8.904541647926170072e+02,1.439489811959333565e+00,3.553515484910391820e+01,1.825706015596452736e-01
2.350026612520980152e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.678333333000000493e+01,1.382916666999999933e+01,2.237877916749999940e+01,0.000000000000000000e+00,4.112004082676132266e-03,2.903343010288812138e+02,7.817624174738058400e+02,1.553181025704002627e+00,3.944960177736006557e+01,2.967019307512973603e-01
5.101234720270240075e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.456666667000000359e+01,-9.151388888999999693e+00,5.734525365750000248e+01,1.000000000000000000e+00,4.602906557964571606e-03,2.478303226585928769e+02,4.724680938446300615e+02,1.583000438093307150e+00,2.479580979822440767e+01,1.252596544331922301e-01
2.068846503776079970e+01,1.234044513999999992e+02,2.744321276000000154e+01,8.508333333000000209e+01,-7.645833332999999676e+00,5.976176463000000183e+01,1.000000000000000000e+00,3.559488159507634506e-03,2.931306286325846031e+02,3.357800953838505507e+02,1.626431629430543424e+00,1.432612245589277578e+01,2.073190367275764279e-01
1.395919146732870075e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.921666666999999507e+01,-4.113888889000000049e+00,3.199925043500000044e+01,1.000000000000000000e+00,2.561884993724123771e-03,9.564383403472808709e+01,2.130227792079804487e+02,1.301746665626114297e+00,2.520933404545021261e+01,9.877399037773576529e-02
2.279933120572210115e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.754166666999999791e+01,2.658796295999999781e+00,3.633423093079999688e+01,1.000000000000000000e+00,3.767430587488343995e-03,1.715768992243073967e+02,4.168487884552837954e+02,1.515568301239903715e+00,4.922695304038526842e+01,2.508893507414614032e-01
2.301119690135340079e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.840833333000000493e+01,-1.526388889000000137e+00,4.119023694420000226e+01,1.000000000000000000e+00,1.259010466977224978e-03,3.991270291509387107e+02,3.417277581783523601e+02,1.386505645422040134e+00,3.594074211191330193e+01,8.457114416431017745e-02
6.905230931651240134e+00,1.512730885000000001e+02,3.158574791000000346e+02,5.932500000000000284e+01,1.968981481999999783e+00,3.257009768500000035e+01,1.000000000000000000e+00,4.450388065796409554e-03,2.248057305428388588e+02,5.485826712697486300e+02,1.219433485533862660e+00,3.063135176961150208e+01,2.016018997262339074e-01
2.256739708398439959e+01,1.158655700999999851e+02,5.064806575000000421e+00,6.699166667000000075e+01,2.193055556000000017e+00,3.981819546330000037e+01,1.000000000000000000e+00,3.045963891885638750e-03,3.443891900964683259e+02,7.910683602110804031e+02,1.176947110772784910e+00,1.848356210884116990e+01,1.555315284418539237e-02
1.899826806759130093e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.184166666999999507e+01,-1.054398147999999935e+01,3.996573449169999748e+01,1.000000000000000000e+00,1.907393469719062106e-03,3.806470300822282411e+02,8.040898939873529798e+02,1.170597435940315956e+00,8.026338660699130045e+00,1.091891114492213183e-01
2.471944542873750095e+01,1.223222243000000020e+02,7.904099670999999994e+00,7.945833333000000209e+01,1.428981482000000014e+01,2.420875833330000049e+01,8.333333330000000649e-02,4.613954320923469195e-03,3.357295763488946818e+02,3.494662789277604134e+02,1.312404410279859768e+00,4.839497019574899639e+01,1.209159149577073433e-01
2.388709331682670012e+01,2.256916151999999727e+02,3.268843588999999952e+02,5.917499999999999716e+01,1.271111110999999916e+01,2.321235022169999951e+01,1.000000000000000000e+00,3.175139061680441570e-03,2.488130696394830181e+02,3.540371325236395705e+02,1.660961460785047139e+00,2.608961324359010803e+01,2.105259348351036786e-01
2.146662174925910094e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.669500000000000028e+01,1.317962963000000087e+01,2.247875439919999963e+01,1.000000000000000000e+00,1.134300690718077547e-03,1.786423756743024001e+02,4.252756686624351801e+02,1.414201816702623349e+00,1.043674841355322158e+01,1.847447833518126303e-01
2.428466232637759958e+01,9.737270349000000635e+01,5.630763201000000606e+00,4.781666666999999649e+01,1.874444443999999876e+01,2.356190833420000175e+01,0.000000000000000000e+00,3.913746338848710440e-03,3.503415579117340712e+02,7.685263664118983797e+02,1.290010632634985832e+00,1.811467019595536243e+01,1.886204844609996878e-01
2.714453529741220095e+01,1.003557546000000045e+01,1.033323219999999987e+00,9.045000000000000284e+01,4.536111111000000307e+00,3.659879029079999668e+01,1.000000000000000000e+00,3.829071542067548697e-03,2.440729209622949725e+02,7.182894694176626444e+02,1.705567211503147274e+00,6.808479182201456759e+00,2.472482334525017977e-01
2.245230053247760083e+01,1.136090710000000001e+02,2.120651303000000265e+00,5.976666666999999933e+01,3.528240741000000291e+00,3.809080166580000082e+01,1.000000000000000000e+00,1.982970199021753203e-03,3.856450167045089188e+02,5.497033301550590068e+02,1.374461211755275913e+00,3.264986395088166660e+01,2.731011188580416693e-01
2.285733023329450120e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.977500000000000568e+01,-4.343981482000000227e+00,2.314244446329999860e+01,1.000000000000000000e+00,4.112004082676132266e-03,2.903343010288812138e+02,7.817624174738058400e+02,1.553181025704002627e+00,3.944960177736006557e+01,2.967019307512973603e-01
1.578599247357609947e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.114166667000000643e+01,-2.735185185000000185e+00,4.382129444579999955e+01,1.000000000000000000e+00,1.907393469719062106e-03,3.806470300822282411e+02,8.040898939873529798e+02,1.170597435940315956e+00,8.026338660699130045e+00,1.091891114492213183e-01
5.207234702442620211e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.912500000000000000e+01,1.285787037000000055e+01,2.541393949999999791e+01,1.000000000000000000e+00,2.791686170390166206e-03,1.666094217036198302e+02,6.951573034884686422e+02,1.572144913355831175e+00,4.748954416904500420e+01,6.266082911402058586e-02
8.196020355472130037e-01,1.202350017999999920e+02,8.349713665000000447e+02,4.373333333000000067e+01,1.127777777999999920e+01,2.219492731000000063e+01,1.000000000000000000e+00,2.032620427811617034e-03,2.821236426550708529e+02,5.072734986345911921e+02,1.369223006273418530e+00,2.133485556458339616e+01,1.729598814617338831e-01
1.080142777875549953e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.635833333000000067e+01,-4.567592593000000534e+00,3.151571414749999889e+01,1.000000000000000000e+00,1.844752707661755434e-03,1.251844488761843337e+02,3.953152406449962086e+02,1.165493271133820619e+00,5.629647841493810034e+00,1.269192660613167878e-01
1.827291886356709938e+01,1.232138361000000089e+02,6.586641150000000380e+02,6.335833333000000067e+01,2.848148147999999935e+00,3.639497012830000244e+01,1.000000000000000000e+00,1.475015337410671111e-03,2.600191692491558797e+02,9.278925314289972448e+02,1.377402448896297482e+00,1.148410223736674673e+01,2.458722918976578159e-02
5.018070798602060023e+01,1.228593470999999937e+02,4.171193028000000140e+02,5.549166667000000075e+01,-8.361111110999999596e+00,5.989674300920000150e+01,1.000000000000000000e+00,1.729190606605158272e-03,3.256941680706922284e+02,9.160895588642272287e+02,1.315481046863212766e+00,2.956027899614473142e+01,1.468677194023890464e-01
2.585753767379609869e+01,8.897921911999999622e+01,3.152116653999999585e+02,9.558333333000000209e+01,1.372546295999999977e+01,2.291187011579999933e+01,0.000000000000000000e+00,3.510230742826925005e-03,2.021780916447262655e+02,6.481160247604173037e+02,1.347235571528083931e+00,3.718119563419708129e+01,1.789537093888762531e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.255833333000000351e+01,1.871666666999999862e+01,2.520204994830000089e+01,0.000000000000000000e+00,4.744696765690371854e-03,2.591213294409304808e+02,7.527371751380846945e+02,1.519599826431419665e+00,2.072033867980364619e+01,2.757823032767212079e-02
2.265082545358099964e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.807500000000000284e+01,1.286574074000000012e+00,3.736491166580000112e+01,1.000000000000000000e+00,3.719205464734023133e-03,2.257603114838007343e+02,6.697939750070684113e+02,1.702193952507295105e+00,2.395967453860731311e+01,6.335019584963166861e-02
3.506379915248100332e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.910833332999999357e+01,-1.246250000000000036e+01,5.058428532420000323e+01,1.000000000000000000e+00,2.649880053342787943e-03,2.537293069742512728e+02,5.576362240101757379e+02,1.395966275856906469e+00,4.519725860097072001e+01,1.849968832311702227e-01
2.334660378013600024e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.812500000000000000e+01,2.414351851999999798e+00,3.593381615670000429e+01,1.000000000000000000e+00,3.009133592041034026e-03,2.375262797888246382e+02,3.868448020091569788e+02,1.529662264804668936e+00,4.684978816387489786e+01,1.555901424318807125e-01
1.813752377665720061e+01,9.651590143999999327e+01,7.863819288999999380e+00,8.553333333000000493e+01,5.163888888999999871e+00,3.501343170000000526e+01,1.000000000000000000e+00,3.431372200744419593e-03,1.595875227248322403e+02,2.064363558191189441e+02,1.559825546105250371e+00,1.883509415412826371e+01,2.529257597448621997e-01
1.867797535160670108e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.379166666999999791e+01,1.874074074000000145e+00,3.040469793079999761e+01,1.000000000000000000e+00,4.472465037059774641e-03,2.280819299854333622e+02,9.751415359906191043e+02,1.637870033066380460e+00,1.499605112540594831e+01,1.902235975506019194e-01
2.956166241251359850e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.025000000000000000e+01,-5.659259258999999709e+00,3.028769994329999804e+01,1.000000000000000000e+00,2.349409432193620955e-03,3.640872747338921727e+02,7.842598106116676036e+02,1.511787316200538855e+00,3.933513439620904251e+01,1.596494104538693781e-01
2.554742162353020163e+01,2.359502254000000221e+02,2.482546705000000031e+02,5.596666667000000217e+01,1.046481481000000002e+01,2.150159742749999836e+01,1.000000000000000000e+00,2.664177782246127460e-03,8.727218941029536836e+01,2.604158456231636478e+02,1.718848512471425449e+00,3.756974304607766868e+01,1.369798255245330276e-01
3.986199141132230039e+01,1.739575310000000030e+01,6.231539050000000302e+00,5.576666666999999933e+01,7.679629628999999902e+00,5.473965004669999956e+01,1.000000000000000000e+00,2.595023168261493835e-03,6.946909030534878582e+01,9.582238787042674630e+02,1.225927279381966883e+00,3.743125242661206187e+01,7.983188168816575392e-02
2.777344360980449878e+01,9.443543741000000580e+01,6.141026922999999442e+02,4.435833333000000067e+01,-2.363425926000000121e+00,4.722027990750000015e+01,1.000000000000000000e+00,2.866692811829806183e-03,1.122225811209323041e+02,3.940110765775624486e+02,1.623601714380267014e+00,4.802493719329778088e+01,1.228549153525412690e-01
2.128510778163920136e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.202500000000000568e+01,-3.814814815000000081e+00,3.339344120919999881e+01,1.000000000000000000e+00,4.401517683719139221e-03,3.419451642358214940e+02,8.447858237940555455e+02,1.447432455824233077e+00,3.561320033111525873e+01,2.062431047967796804e-01
2.168743963368480010e+01,2.962481999999999971e+01,7.899312472000000298e+02,4.010833333000000067e+01,6.773148150000000145e-01,3.881636814830000048e+01,1.000000000000000000e+00,2.088785651274046966e-03,2.461047639779740450e+02,2.197290597633499942e+02,1.223916533669978435e+00,1.022465980294211008e+01,8.354243933201474515e-02
3.134152314386390081e+00,5.539760271000000458e+00,8.886846144000000436e+01,2.194999999999999929e+01,9.304629630000000873e+00,2.235679583329999787e+01,1.000000000000000000e+00,1.057812014964424436e-03,1.830195767776705509e+02,9.095157221350837062e+02,1.405513114689132870e+00,3.233402357303720009e+01,2.051765462279774022e-01
1.918017595458539892e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.393333333000000351e+01,1.204907406999999964e+01,2.674258749999999907e+01,1.000000000000000000e+00,4.186047079207034192e-03,3.869382172918867582e+02,2.276677075327272632e+02,1.135451952239066253e+00,4.689749814860273602e+01,1.246709984273525057e-01
7.855548697045009909e+00,9.810363775000000430e+01,6.708012940999999785e+01,7.970833333000000209e+01,6.031481481000000144e+00,2.721227963079999768e+01,1.000000000000000000e+00,3.534704941466422674e-03,2.310996819988541802e+02,5.669679504757100403e+02,1.714315808207854674e+00,2.747673794818886961e+01,2.450888032555400275e-01
2.278024806401749913e+01,4.551181591000000282e+01,6.249466152999999622e+02,1.877499999999999858e+01,1.048287037000000055e+01,2.240245812999999941e+01,1.000000000000000000e+00,1.680268948463384607e-03,3.894334933356741999e+02,9.387722519767980884e+02,1.192133750622381694e+00,1.615836341904861939e+01,1.337907539363647480e-01
2.362310654914359986e+01,1.389986503000000084e+02,4.683440748000000298e+01,6.029999999999999716e+01,1.816203704000000085e+00,3.518021087920000411e+01,1.000000000000000000e+00,3.644310838771024422e-03,1.314181275973641334e+02,3.615589778895927111e+02,1.671595262637485479e+00,2.308368725774190722e+01,2.246282841298892219e-01
1.905046227122739921e+01,5.135200528000000020e+01,1.091902658000000059e+01,8.558333333000000209e+01,2.849074073999999790e+00,3.813549288080000110e+01,1.000000000000000000e+00,1.020995763574461057e-03,2.749009044555758692e+02,9.656936212373045691e+02,1.265949630471502330e+00,4.623736990078694475e+01,2.576750008235487721e-01
1.567050329495470073e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.078333333000000493e+01,-3.384259258999999798e+00,3.774318037079999755e+01,1.000000000000000000e+00,3.510230742826925005e-03,2.021780916447262655e+02,6.481160247604173037e+02,1.347235571528083931e+00,3.718119563419708129e+01,1.789537093888762531e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.867499999999999716e+01,1.957083332999999925e+01,2.531734463000000090e+01,0.000000000000000000e+00,1.511276784341685549e-03,1.723100257928173562e+02,5.144426983743460369e+02,1.512431933003986817e+00,3.654439235425797960e+01,2.388157443094908461e-01
2.186559175177659853e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.965833333000000493e+01,-2.943055554999999934e+00,4.035808546330000013e+01,1.000000000000000000e+00,2.701492730770574911e-03,1.768326777623440194e+02,9.556957718404948992e+02,1.486744402604403437e+00,3.704151815159322325e+01,1.708772666436381149e-01
2.395991558990959902e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.599166667000000075e+01,8.669444444999999888e+00,2.916035479670000186e+01,1.000000000000000000e+00,3.925547297942644231e-03,1.221053498151114951e+02,8.209965286399277602e+02,1.252215587726752233e+00,4.963595475511029065e+01,2.635559107305777138e-01
2.307172084390170141e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.384999999999999432e+01,-1.643981481999999827e+00,2.992396306420000229e+01,1.000000000000000000e+00,2.414759631700918400e-03,3.790977779630890723e+02,4.560350947451259458e+02,1.204960342152399777e+00,4.439497950785965941e+01,7.557460102515593803e-02
2.445261678908499903e+01,2.582491502999999966e+01,1.407462183000000033e+00,9.864166667000000643e+01,8.395370370000000193e+00,3.392750592080000160e+01,1.000000000000000000e+00,3.175139061680441570e-03,2.488130696394830181e+02,3.540371325236395705e+02,1.660961460785047139e+00,2.608961324359010803e+01,2.105259348351036786e-01
2.391646468945809900e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.235000000000000142e+01,2.015416666999999862e+01,2.518210830499999986e+01,0.000000000000000000e+00,3.029619258033161133e-03,2.034977745385193089e+02,2.871918847413335811e+02,1.274303606977726488e+00,9.058667913783013503e+00,2.696009342168160794e-01
2.878834667944200021e+01,6.903467967999999644e+01,2.962912201000000412e+00,7.682500000000000284e+01,1.651388889000000137e+00,5.195154930420000028e+01,1.000000000000000000e+00,3.045963891885638750e-03,3.443891900964683259e+02,7.910683602110804031e+02,1.176947110772784910e+00,1.848356210884116990e+01,1.555315284418539237e-02
2.354040673217869895e+01,1.300418753000000152e+02,1.027296798999999972e+01,9.015000000000000568e+01,4.370833333000000209e+00,3.662357653669999991e+01,1.000000000000000000e+00,4.364034753414923473e-03,1.742623404237608611e+02,7.711286017204525933e+02,1.679371308052693523e+00,5.288391426425869568e+00,2.431192726010780042e-02
9.457651812342650288e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.139166667000000643e+01,5.371759259000000064e+00,3.117653208750000005e+01,1.000000000000000000e+00,4.029292792209212583e-03,2.637847659679818548e+02,9.817498618613736880e+02,1.437413148981092181e+00,2.199962370535084588e+01,2.303590867314960766e-01
2.051366497704379910e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.735833332999999357e+01,1.483796295999999959e+00,3.042361088499999866e+01,1.000000000000000000e+00,3.311101855754676644e-03,1.083874289167217171e+02,7.448746248978784479e+02,1.388950743952012790e+00,3.447501573777068273e+01,1.238916765654990010e-01
