Date/Time,EMS:IW North Zone Average Temperature [C](TimeStep),EMS:IW Calculated Heating Demand [KW](TimeStep) 
 01/22  02:00:00,21.2905937169451,0.0 
 01/22  03:00:00,21.1884912705102,0.0 
 01/22  04:00:00,21.0780500335369,0.0 
 01/22  05:00:00,20.9589595238654,0.0 
 01/22  06:00:00,20.8301960911457,0.0 
 01/22  07:00:00,20.7053694956505,0.0 
 01/22  08:00:00,20.5817696874361,21.451347428932 
 01/22  09:00:00,20.6764753196746,19.0433056420067 
 01/22  10:00:00,20.695665048564,36.4007350006488 
 01/22  11:00:00,20.9345449570144,48.4051580512837 
 01/22  12:00:00,21.5862198699438,0.0 
 01/22  13:00:00,21.5806026838095,0.0 
 01/22  14:00:00,21.3884696014764,0.0 
 01/22  15:00:00,21.2996107269156,0.0 
 01/22  16:00:00,21.2663683969458,0.0 
 01/22  17:00:00,21.2570808319122,0.0 
 01/22  18:00:00,21.2929049656083,0.0 
 01/22  19:00:00,21.2567194708596,0.0 
 01/22  20:00:00,21.1880653469632,0.0 
 01/22  21:00:00,21.1206197743194,0.0 
 01/22  22:00:00,21.0645574762321,0.0 
 01/22  23:00:00,20.9934290887801,0.0 
 01/22  24:00:00,20.8690292381199,0.0 
 01/23  01:00:00,20.6855772393501,0.0 
 01/23  02:00:00,20.5129605636661,0.0 
 01/23  03:00:00,20.345611760926,0.0 
 01/23  04:00:00,20.1847635651827,0.0 
 01/23  05:00:00,20.076753013793,0.0 
 01/23  06:00:00,20.0054371610491,0.0 
 01/23  07:00:00,19.9287933967516,0.0 
 01/23  08:00:00,19.849617086346,0.0 
 01/23  09:00:00,19.7864076814344,57.3686008564239 
 01/23  10:00:00,21.1873573807768,50.4561942754045 
 01/23  11:00:00,23.1374532219528,45.1379613946788 
 01/23  12:00:00,24.1820440191662,41.4813980308014 
 01/23  13:00:00,24.5512646738744,38.6693634547115 
 01/23  14:00:00,24.5427178738145,30.8054164528087 
 01/23  15:00:00,24.4738226854637,35.5499539169079 
 01/23  16:00:00,24.6658924879446,27.6328653880584 
 01/23  17:00:00,24.7282038794066,31.2895856331961 
 01/23  18:00:00,24.6474562678213,29.1574564488447 
 01/23  19:00:00,24.442862645645,28.4328221503316 
 01/23  20:00:00,23.9680753599178,27.1177747521668 
 01/23  21:00:00,23.3755411654878,21.4943460417329 
 01/23  22:00:00,22.9689700402508,20.3891930914202 
 01/23  23:00:00,22.644261374238,19.7613143239518 
 01/23  24:00:00,22.3259866747333,18.2593557291949 
 01/24  01:00:00,22.0394611535698,14.2971203402032 
 01/24  02:00:00,21.8458124399755,14.4196541458092 
 01/24  03:00:00,21.7021442577547,13.5482032997347 
 01/24  04:00:00,21.5596738493446,13.3007928372231 
 01/24  05:00:00,21.4127625193887,12.6753843192659 
 01/24  06:00:00,21.264086844414,12.4616314635862 
 01/24  07:00:00,21.1133200215539,11.6329316524056 
 01/24  08:00:00,20.9662231494046,15.1905478125838 
 01/24  09:00:00,20.8306768507495,38.3989435546775 
 01/24  10:00:00,21.016053368873,49.6623375923009 
 01/24  11:00:00,21.9105220945243,42.6663587989785 
 01/24  12:00:00,22.9029894575963,36.5987768371734 
 01/24  13:00:00,23.3674859687263,34.2100323361051 
 01/24  14:00:00,23.4410467525808,32.5789942398877 
 01/24  15:00:00,23.4986906409261,30.530020222724 
 01/24  16:00:00,23.6902184857622,24.9173297983984 
 01/24  17:00:00,23.7686843038007,27.8623736944415 
 01/24  18:00:00,23.7221788760915,26.3338040371441 
 01/24  19:00:00,23.581522351632,24.6101297480305 
 01/24  20:00:00,23.2215964381416,23.0568241285418 
 01/24  21:00:00,22.8513429055903,17.8431433572781 
 01/24  22:00:00,22.5510085495121,14.2989722262214 
 01/24  23:00:00,22.3132929418882,17.6320745948471 
 01/24  24:00:00,22.1106814962874,16.5191569717924 
 01/25  01:00:00,21.8464339206317,13.3492356426159 
 01/25  02:00:00,21.6670564715853,13.001172513803 
 01/25  03:00:00,21.5326817630072,13.031362717312 
 01/25  04:00:00,21.3966844590718,12.2894705047004 
 01/25  05:00:00,21.2555106697294,11.7160107749123 
 01/25  06:00:00,21.1121600592679,11.5110586795006 
 01/25  07:00:00,20.9630899980692,10.5306601540143 
 01/25  08:00:00,20.8132168096915,12.4149114335207 
 01/25  09:00:00,20.6739896734941,36.0869585007292 
 01/25  10:00:00,20.8454018281115,48.0139070177013 
 01/25  11:00:00,21.7469213595157,41.0955785307018 
 01/25  12:00:00,22.8905715365337,34.9885212084144 
 01/25  13:00:00,23.5990828099285,30.2910985165667 
 01/25  14:00:00,23.9606317721038,28.585155988983 
 01/25  15:00:00,24.362976623836,0.0 
 01/25  16:00:00,24.4265442331942,0.0 
 01/25  17:00:00,24.2792512430429,0.0 
 01/25  18:00:00,23.9623276668405,0.0 
 01/25  19:00:00,23.5491766647339,0.0 
 01/25  20:00:00,22.9525057860589,0.0 
 01/25  21:00:00,22.4961377594756,0.0 
 01/25  22:00:00,22.1546589010001,0.0 
 01/25  23:00:00,21.837000348993,0.0 
 01/25  24:00:00,21.5180381768665,0.0 
 01/26  01:00:00,21.251010753415,0.0 
 01/26  02:00:00,21.1086047557588,0.0 
 01/26  03:00:00,21.0091254578337,30.6831676801545 
 01/26  04:00:00,21.3607163716282,23.549830708431 
 01/26  05:00:00,21.6515413873262,18.1792313694885 
 01/26  06:00:00,21.7307367817548,22.0418611910579 
 01/26  07:00:00,21.7469720233789,21.0575532524292 
 01/26  08:00:00,21.7123920431967,20.3926470915491 
 01/26  09:00:00,21.6276046382411,38.6110797949913 
 01/26  10:00:00,21.7753769988346,42.5394923185898 
 01/26  11:00:00,22.3991194727075,39.4976799393763 
 01/26  12:00:00,23.0377887713712,35.7577842891319 
 01/26  13:00:00,23.3952009294619,32.8922720681771 
 01/26  14:00:00,23.3787148620377,26.7685456600061 
 01/26  15:00:00,23.316396462676,30.1529415541835 
 01/26  16:00:00,23.5153921784138,23.9938278692787 
 01/26  17:00:00,23.5976096406309,26.1115404014918 
 01/26  18:00:00,23.5444929967628,25.1557296417998 
 01/26  19:00:00,23.3580203825168,24.2286396001831 
 01/26  20:00:00,22.9414874496967,23.2691719940444 
 01/26  21:00:00,22.4285334168888,18.4002646975465 
 01/26  22:00:00,22.0621019213957,17.2524534494804 
 01/26  23:00:00,21.7483595251154,16.601443217986 
 01/26  24:00:00,21.40112907222,16.398675161828 
 01/27  01:00:00,21.0755906964481,15.3837783866959 
 01/27  02:00:00,20.8091504676024,14.9602434811553 
 01/27  03:00:00,20.5413143195964,12.019156653114 
 01/27  04:00:00,20.3214235398487,11.7224072469483 
 01/27  05:00:00,20.1537834984331,19.8857461635256 
 01/27  06:00:00,20.0803727080805,40.9729978646278 
 01/27  07:00:00,20.324456699498,42.0591409184535 
 01/27  08:00:00,20.6986080088792,52.3359165043631 
 01/27  09:00:00,21.0907063469185,52.1864269310441 
 01/27  10:00:00,21.6549732281029,51.4134843466055 
 01/27  11:00:00,22.4598347621234,46.5776756175029 
 01/27  12:00:00,23.1920427079992,42.536682624345 
 01/27  13:00:00,23.5341698944587,40.1855462050074 
 01/27  14:00:00,23.5023140085496,36.6687928201813 
 01/27  15:00:00,23.5743900419948,34.5061114462366 
 01/27  16:00:00,23.7823363139212,28.6667194889425 
 01/27  17:00:00,23.8106793770317,32.2267293344456 
 01/27  18:00:00,23.7260170507638,29.8330377602385 
 01/27  19:00:00,23.5289778145569,28.3632154386383 
 01/27  20:00:00,23.1073542944244,26.7954011338004 
 01/27  21:00:00,22.5768235411124,20.7929549391262 
 01/27  22:00:00,22.1947614307173,19.3733709090315 
 01/27  23:00:00,21.8783786960363,19.4624770242268 
 01/27  24:00:00,21.539979687189,18.7818779931204 
 01/28  01:00:00,21.2156365907654,18.3252344705167 
 01/28  02:00:00,20.9321772927845,18.2040907640884 
 01/28  03:00:00,20.6477503058853,17.794547410126 
 01/28  04:00:00,20.3679237838412,14.6426892838508 
 01/28  05:00:00,20.1450830763473,23.0820887325372 
 01/28  06:00:00,20.0722887738787,42.0689779741477 
 01/28  07:00:00,20.2931753980855,43.9318042148109 
 01/28  08:00:00,20.6131827372068,40.2119965015196 
 01/28  09:00:00,20.8848337496302,36.8620272469033 
 01/28  10:00:00,20.9007023977829,42.2822636267589 
 01/28  11:00:00,20.8870868255266,46.217743531644 
 01/28  12:00:00,20.9191602254049,54.6244085300719 
 01/28  13:00:00,21.1471589740988,53.5512405589091 
 01/28  14:00:00,21.5184640325865,52.9892697724713 
 01/28  15:00:00,22.0418421443163,48.86401334946 
 01/28  16:00:00,22.4170074865183,44.7866566851221 
 01/28  17:00:00,22.5096705630543,42.4487675199139 
 01/28  18:00:00,22.5242662304096,41.5927482494497 
 01/28  19:00:00,22.4852066512554,41.6655685316865 
 01/28  20:00:00,22.4321799316871,30.3178975937544 
 01/28  21:00:00,22.3296526426464,27.453254671842 
 01/28  22:00:00,22.2379927719066,25.413569992229 
 01/28  23:00:00,22.1321604664264,24.7477955046715 
 01/28  24:00:00,22.0035889834582,28.8172181325449 
 01/29  01:00:00,21.8643347767584,27.3777341603703 
 01/29  02:00:00,21.6256950920691,25.7563518680637 
 01/29  03:00:00,21.3682917053321,24.9953248306933 
 01/29  04:00:00,21.1045719268874,23.7579122395471 
 01/29  05:00:00,20.8438012547686,22.2753025974783 
 01/29  06:00:00,20.587438987281,20.9703104543705 
 01/29  07:00:00,20.3298593185663,32.3296058427992 
 01/29  08:00:00,20.2028266359929,34.4681142657611 
 01/29  09:00:00,20.2304852799494,46.0919114342896 
 01/29  10:00:00,20.2907803831428,47.6775661377571 
 01/29  11:00:00,20.3710375194928,54.4144105874079 
 01/29  12:00:00,20.7446673405037,53.0183638989277 
 01/29  13:00:00,21.2671959733045,52.1245322996781 
 01/29  14:00:00,21.7556471616151,47.1695577734752 
 01/29  15:00:00,22.261593472748,43.3358336802465 
 01/29  16:00:00,22.4730379972786,41.2140661733512 
 01/29  17:00:00,22.4949796060765,41.3983670098762 
 01/29  18:00:00,22.4534502132437,41.1640631597626 
 01/29  19:00:00,22.395037137144,35.5483994170276 
 01/29  20:00:00,22.2745930786664,28.9391027336508 
 01/29  21:00:00,22.1839074325806,27.1628996006864 
 01/29  22:00:00,22.0802041766674,26.0269187171693 
 01/29  23:00:00,21.9582615488239,23.8323049881248 
 01/29  24:00:00,21.8234591638091,22.9009078480072 
 01/30  01:00:00,21.6759023998168,22.0886051184285 
 01/30  02:00:00,21.5452041785285,20.9868748970606 
 01/30  03:00:00,21.3982585964734,20.2846886794296 
 01/30  04:00:00,21.2400114588133,19.6505132455343 
 01/30  05:00:00,21.0670503471801,19.0648962993201 
 01/30  06:00:00,20.8812496510898,19.0574290366162 
 01/30  07:00:00,20.6910874168073,18.2138727107887 
 01/30  08:00:00,20.4966960243274,21.6710064834108 
 01/30  09:00:00,20.317100488539,41.4780170832419 
 01/30  10:00:00,20.4161533092741,49.9191007318846 
 01/30  11:00:00,21.0209487088034,51.2690287312498 
 01/30  12:00:00,21.8447892154156,47.3520535169763 
 01/30  13:00:00,22.3997253144819,43.947310298528 
 01/30  14:00:00,22.6131190049316,41.5378133772086 
 01/30  15:00:00,22.9490211077423,39.2126921802032 
 01/30  16:00:00,23.3623617208393,37.0880763705829 
 01/30  17:00:00,23.5495910896514,35.122980407878 
 01/30  18:00:00,23.5326378947409,34.5500245127611 
 01/30  19:00:00,23.2464758851377,32.707409069831 
 01/30  20:00:00,22.7278565982716,30.8182446147047 
 01/30  21:00:00,22.1978986266967,24.4077443324032 
 01/30  22:00:00,21.798983293068,23.254325528757 
 01/30  23:00:00,21.4487308486283,22.6915960403887 
 01/30  24:00:00,21.0622577386511,21.6715664620821 
 01/31  01:00:00,20.7051819385998,20.548831869354 
 01/31  02:00:00,20.4279664299707,32.1693022623844 
 01/31  03:00:00,20.2798679308828,34.927010346101 
 01/31  04:00:00,20.3053791215667,38.2695505636919 
 01/31  05:00:00,20.3783702666995,39.4495601047098 
 01/31  06:00:00,20.4604218063547,40.9207625778919 
 01/31  07:00:00,20.5450601503924,42.7611451912187 
 01/31  08:00:00,20.6601627978193,45.8869970911762 
 01/31  09:00:00,20.7849169142187,53.33443645295 
 01/31  10:00:00,21.2558073559953,53.7176738702676 
 01/31  11:00:00,22.1154623680951,48.9401977475867 
 01/31  12:00:00,22.9303689959576,44.2691813014837 
 01/31  13:00:00,23.455615229759,41.4078946418958 
 01/31  14:00:00,23.5463749769648,38.7119517576243 
 01/31  15:00:00,23.5450880348237,36.5631037384575 
 01/31  16:00:00,23.6995160905068,29.4967720268688 
 01/31  17:00:00,23.744941149318,32.3480984912607 
 01/31  18:00:00,23.6959717358343,28.9111080249365 
 01/31  19:00:00,23.5711294363071,28.4128575661768 
 01/31  20:00:00,23.2213023004417,27.6528932255877 
 01/31  21:00:00,22.7768774618847,21.6949072787242 
 01/31  22:00:00,22.4666803189611,20.5476432495099 
 01/31  23:00:00,22.2004601439779,19.5689031947827 
 01/31  24:00:00,21.9245911575811,18.4890592951728 
 02/01  01:00:00,21.6627876600724,14.6972744963547 
 02/01  02:00:00,21.4827640362198,16.833493479341 
 02/01  03:00:00,21.3261637814222,15.7474106802419 
 02/01  04:00:00,21.1044165614784,14.8167237257301 
 02/01  05:00:00,20.8752244135444,13.6413092348493 
 02/01  06:00:00,20.6102512414659,13.0434173564891 
 02/01  07:00:00,20.3477814620977,27.0762083524208 
 02/01  08:00:00,20.2619858881189,47.6843254626157 
 02/01  09:00:00,20.5701199038735,50.4594467934993 
 02/01  10:00:00,21.2781064368552,50.6984846790163 
 02/01  11:00:00,22.1976445629571,45.343083396281 
 02/01  12:00:00,22.8392478981466,41.2729836635356 
 02/01  13:00:00,23.2091522918253,38.1451404414508 
 02/01  14:00:00,23.2972657450141,35.6143592183868 
 02/01  15:00:00,23.3881613771785,33.9331953932678 
 02/01  16:00:00,23.5602390149212,26.4257881786522 
 02/01  17:00:00,23.6198081566479,29.8979282200646 
 02/01  18:00:00,23.6031919054622,27.3496229274185 
 02/01  19:00:00,23.52668025196,27.3051559942967 
 02/01  20:00:00,23.1701218962884,26.1360718567448 
 02/01  21:00:00,22.7116769792592,20.1826035010664 
 02/01  22:00:00,22.378575937818,19.6649294902862 
 02/01  23:00:00,22.0840134333587,19.5145406320523 
 02/01  24:00:00,21.7741708817567,18.3010502277916 
 02/02  01:00:00,21.4881653905895,17.7406993096721 
 02/02  02:00:00,21.2640175905202,14.0265089673789 
 02/02  03:00:00,21.0672308300282,16.5162602334185 
 02/02  04:00:00,20.8917923453603,13.394115959799 
 02/02  05:00:00,20.6797323954128,13.4669947574742 
 02/02  06:00:00,20.5110748839628,12.8530756118247 
 02/02  07:00:00,20.3430237938231,12.2432221226011 
 02/02  08:00:00,20.1653159939582,25.6603907554419 
 02/02  09:00:00,20.0929205108409,50.4255030252321 
 02/02  10:00:00,20.6062033446364,48.8747389087461 
 02/02  11:00:00,21.7032447826019,43.4423947924129 
 02/02  12:00:00,22.5703852211892,39.7696146759689 
 02/02  13:00:00,23.2457545786627,38.674263783612 
 02/02  14:00:00,23.3474061896534,35.4249195357083 
 02/02  15:00:00,23.3556988107936,32.323299609338 
 02/02  16:00:00,23.8397512374477,29.361021742471 
 02/02  17:00:00,24.1496355374975,27.141886297154 
 02/02  18:00:00,24.1912162869098,26.417838715858 
 02/02  19:00:00,24.0490713514969,27.1720772907878 
 02/02  20:00:00,23.499275171835,25.9425755453451 
 02/02  21:00:00,22.94708477979,20.8480206657178 
 02/02  22:00:00,22.5513091374213,20.3469253750407 
 02/02  23:00:00,22.1995627125849,19.3718949698554 
 02/02  24:00:00,21.8110453961864,19.2340833189186 
 02/03  01:00:00,21.4286189229512,19.5237106541697 
 02/03  02:00:00,21.1086607899923,18.6633017609205 
 02/03  03:00:00,20.7947327281741,17.4639746374289 
 02/03  04:00:00,20.4813310546753,30.0754671355338 
 02/03  05:00:00,20.3171529054704,42.0177332877411 
 02/03  06:00:00,20.5094584912334,37.3784657058493 
 02/03  07:00:00,20.7356310480428,27.3601106395193 
 02/03  08:00:00,20.7192150827092,33.8736839378278 
 02/03  09:00:00,20.646542207035,48.7449658642729 
 02/03  10:00:00,20.8636478032329,52.31152199004 
 02/03  11:00:00,21.5047594101717,51.1807442858044 
 02/03  12:00:00,22.3907050483792,45.7908008899433 
 02/03  13:00:00,23.2506599145995,40.6900665446078 
 02/03  14:00:00,23.5532056526676,39.4406077036692 
 02/03  15:00:00,23.6313833394526,39.6061396940332 
 02/03  16:00:00,23.7951393454987,31.2825109666387 
 02/03  17:00:00,23.8433656717062,36.6159406614628 
 02/03  18:00:00,23.7513732189167,33.8512165471595 
 02/03  19:00:00,23.5615021286944,33.4739517767405 
 02/03  20:00:00,23.0711963696929,31.4402966795642 
 02/03  21:00:00,22.4618058487067,24.5672372138989 
 02/03  22:00:00,22.0191697023921,24.015038278146 
 02/03  23:00:00,21.6342569806984,22.7256004403787 
 02/03  24:00:00,21.2237370874691,21.8886098293733 
 02/04  01:00:00,20.8267864265806,21.1299815175919 
 02/04  02:00:00,20.4610230893442,33.3106209866798 
 02/04  03:00:00,20.2349633608324,35.2139605741273 
 02/04  04:00:00,20.2104285273317,47.2674702030082 
 02/04  05:00:00,20.3780931964524,46.0571743038337 
 02/04  06:00:00,20.5794563480556,39.4089892950032 
 02/04  07:00:00,20.6126746820889,35.9365934208998 
 02/04  08:00:00,20.5754091792375,33.0365102250417 
 02/04  09:00:00,20.4973612727838,40.4468867615087 
 02/04  10:00:00,20.3899620651572,50.8853439987248 
 02/04  11:00:00,20.5438524236459,52.3867505976921 
 02/04  12:00:00,21.1420067185046,51.6029161726745 
 02/04  13:00:00,21.8482396192964,45.1191558056324 
 02/04  14:00:00,22.318301875217,41.8904373671872 
 02/04  15:00:00,22.5313178858045,39.3482569946166 
 02/04  16:00:00,22.6789303179223,39.8177558245191 
 02/04  17:00:00,22.7844838475317,37.3258440472899 
 02/04  18:00:00,22.8626278850314,33.2789286396105 
 02/04  19:00:00,22.8687305089147,32.9958467222399 
 02/04  20:00:00,22.7224459576242,26.3647729948187 
 02/04  21:00:00,22.5236879186712,24.1874161091391 
 02/04  22:00:00,22.3165578592824,22.9943348392541 
 02/04  23:00:00,22.0862149380625,22.0369019443898 
 02/04  24:00:00,21.8379427011198,21.1711212053804 
 02/05  01:00:00,21.5724868447705,20.8633083875245 
 02/05  02:00:00,21.2884118809618,20.5482487605611 
 02/05  03:00:00,20.9785804955814,20.2364481724051 
 02/05  04:00:00,20.6746980074959,19.1786168344684 
 02/05  05:00:00,20.399137105568,14.6309093734687 
 02/05  06:00:00,20.1853444947473,22.5408871651737 
 02/05  07:00:00,20.1185551917238,41.495938879558 
 02/05  08:00:00,20.3503524426555,42.6814263508167 
 02/05  09:00:00,20.7030214290919,49.8865993898281 
 02/05  10:00:00,21.0844667883582,49.6321438772902 
 02/05  11:00:00,21.4481180165879,51.0892697390331 
 02/05  12:00:00,21.7882488782014,47.2013947629749 
 02/05  13:00:00,22.0879082619764,42.9857240788261 
 02/05  14:00:00,22.2561902319664,39.7746987733816 
 02/05  15:00:00,22.6528161148008,36.2373512464508 
 02/05  16:00:00,22.9845726463519,33.6194623147413 
 02/05  17:00:00,23.1033311447641,33.7118048137167 
 02/05  18:00:00,23.1330962770779,27.0483056474531 
 02/05  19:00:00,23.0810059589472,25.7304227463179 
 02/05  20:00:00,23.0105751132699,19.7346716007366 
 02/05  21:00:00,22.9305328626883,19.1263663400707 
 02/05  22:00:00,22.8385727717285,18.0917361691906 
 02/05  23:00:00,22.732179771793,17.5310379521741 
 02/05  24:00:00,22.6088856726316,20.5873057804797 
 02/06  01:00:00,22.4461870462999,19.4816966682437 
 02/06  02:00:00,22.2264823704214,14.7718042443961 
 02/06  03:00:00,22.026631356294,13.7494758246038 
 02/06  04:00:00,21.8748863593238,18.1472869498553 
 02/06  05:00:00,21.6782397597786,14.397892565848 
 02/06  06:00:00,21.4453164793925,14.7370679470294 
 02/06  07:00:00,21.2645575890453,14.9506507417749 
 02/06  08:00:00,21.0786932944091,18.3470117380926 
 02/06  09:00:00,20.9022226606136,39.4012199123815 
 02/06  10:00:00,21.035458722747,46.9672301729334 
 02/06  11:00:00,21.984845050257,38.8448890957383 
 02/06  12:00:00,23.7909312111,33.2538710352469 
 02/06  13:00:00,24.8033398440158,30.5514656213562 
 02/06  14:00:00,24.9583624289787,28.2675313940828 
 02/06  15:00:00,25.1359893093395,25.4244835305942 
 02/06  16:00:00,25.6807577962524,0.0 
 02/06  17:00:00,25.7532406246732,0.0 
 02/06  18:00:00,25.5238141654383,0.0 
 02/06  19:00:00,25.2564510227333,0.0 
 02/06  20:00:00,24.6524498071706,0.0 
 02/06  21:00:00,24.0811168705118,0.0 
 02/06  22:00:00,23.6800623862249,28.1964816097004 
 02/06  23:00:00,23.7836041244244,21.707004798494 
 02/06  24:00:00,23.8687812494538,20.8279034418089 
 02/07  01:00:00,23.8701486454242,20.014079679242 
 02/07  02:00:00,23.8409374258832,19.7429690296998 
 02/07  03:00:00,23.7630532454587,15.3603455722802 
 02/07  04:00:00,23.6598521203382,15.3952949802613 
 02/07  05:00:00,23.5779111133469,14.276703515415 
 02/07  06:00:00,23.5016024421237,13.9938236036527 
 02/07  07:00:00,23.4396021302631,0.0 
 02/07  08:00:00,23.1795019357681,0.0 
 02/07  09:00:00,22.8850437490082,0.0 
 02/07  10:00:00,22.7440632126285,0.0 
 02/07  11:00:00,22.8007924532127,0.0 
 02/07  12:00:00,22.9344580495493,0.0 
 02/07  13:00:00,23.0378465529197,0.0 
 02/07  14:00:00,22.9404283718565,0.0 
 02/07  15:00:00,22.9592636595507,0.0 
 02/07  16:00:00,23.3127572700315,0.0 
 02/07  17:00:00,23.6256617883712,0.0 
 02/07  18:00:00,23.7007503688107,0.0 
 02/07  19:00:00,23.64152935663,0.0 
 02/07  20:00:00,23.361562428694,0.0 
 02/07  21:00:00,23.0225121987576,0.0 
 02/07  22:00:00,22.7781082918145,0.0 
 02/07  23:00:00,22.6295917294668,0.0 
 02/07  24:00:00,22.4410335046285,0.0 
 02/08  01:00:00,22.1807685766076,0.0 
 02/08  02:00:00,22.0241886124768,0.0 
 02/08  03:00:00,21.9251967435603,0.0 
 02/08  04:00:00,21.8343390785638,0.0 
 02/08  05:00:00,21.7365786253085,0.0 
 02/08  06:00:00,21.5747905173814,0.0 
 02/08  07:00:00,21.3606285465709,0.0 
 02/08  08:00:00,21.1948761807733,0.0 
 02/08  09:00:00,21.0478118367487,24.3737902086765 
 02/08  10:00:00,21.3393782203414,21.2145261331035 
 02/08  11:00:00,21.769795146096,28.2252799466438 
 02/08  12:00:00,22.1849630145149,25.7653035549663 
 02/08  13:00:00,22.5926383362896,22.9498994443562 
 02/08  14:00:00,22.6302557103432,18.7014416535284 
 02/08  15:00:00,22.6268104792049,21.804526643608 
 02/08  16:00:00,22.8505324773283,17.305212870346 
 02/08  17:00:00,22.9934433519399,19.1849855301574 
 02/08  18:00:00,22.9507054728937,17.5256455731899 
 02/08  19:00:00,22.8063807024992,17.0156721611918 
 02/08  20:00:00,22.3881214738344,16.980174263576 
 02/08  21:00:00,21.8341843926382,13.5771184533876 
 02/08  22:00:00,21.4103411293123,13.207584354284 
 02/08  23:00:00,21.0518929511256,12.9877825099038 
 02/08  24:00:00,20.6535848611565,12.6751760974214 
 02/09  01:00:00,20.2704021899203,12.3196018637369 
 02/09  02:00:00,19.9691438378484,11.9692220462631 
 02/09  03:00:00,19.6814553397841,27.2965036026197 
 02/09  04:00:00,19.5498315231969,41.9636706269001 
 02/09  05:00:00,19.8192058690734,36.9490526474326 
 02/09  06:00:00,20.1341097750161,32.8592801211936 
 02/09  07:00:00,20.2522158383974,25.5227080838543 
 02/09  08:00:00,20.2104252158879,46.085271504372 
 02/09  09:00:00,20.264913449688,52.5656384335003 
 02/09  10:00:00,20.6917381936234,54.7713581713374 
 02/09  11:00:00,21.4231891982962,52.7294129726622 
 02/09  12:00:00,21.9864760152692,49.6217437668583 
 02/09  13:00:00,22.3241308804283,45.2761727387537 
 02/09  14:00:00,22.3480351014906,41.037039104536 
 02/09  15:00:00,22.3248876383072,38.740670708076 
 02/09  16:00:00,22.4545421647629,31.8654562503142 
 02/09  17:00:00,22.4725082699224,36.0602407001766 
 02/09  18:00:00,22.317769754871,32.8040790029629 
 02/09  19:00:00,22.0460533641619,31.3922494014173 
 02/09  20:00:00,21.5285434755837,34.3117615431436 
 02/09  21:00:00,20.9055433461028,28.5305351690068 
 02/09  22:00:00,20.6002501327756,25.7051700843484 
 02/09  23:00:00,20.2839343150601,24.5966633698821 
 02/09  24:00:00,19.9256250991511,23.4596315167305 
 02/10  01:00:00,19.5813551309555,35.1448163574541 
 02/10  02:00:00,19.4363668183157,36.7063324765958 
 02/10  03:00:00,19.4648993995767,39.8829776868264 
 02/10  04:00:00,19.5304982419299,41.6700501605129 
 02/10  05:00:00,19.5951248079084,42.6490098305768 
 02/10  06:00:00,19.650110171697,44.1251208362419 
 02/10  07:00:00,19.7225046021097,47.9745722917937 
 02/10  08:00:00,19.9289295642813,55.3077659171787 
 02/10  09:00:00,20.0943018638935,54.8003358655613 
 02/10  10:00:00,20.4892992902592,53.3680836240011 
 02/10  11:00:00,21.3398765538914,50.4620700191063 
 02/10  12:00:00,22.5317618640583,44.2740171715786 
 02/10  13:00:00,23.3554547904027,41.6750903709672 
 02/10  14:00:00,23.3060349863812,39.6031609171185 
 02/10  15:00:00,23.2104773229776,37.5342215010453 
 02/10  16:00:00,23.3593181666003,37.3353032745741 
 02/10  17:00:00,23.3910271729586,34.6248379110205 
 02/10  18:00:00,23.2115518613073,30.2191523667564 
 02/10  19:00:00,23.0043550320418,30.6528885792782 
 02/10  20:00:00,22.5447038916104,28.9453132174663 
 02/10  21:00:00,21.9997169364297,22.7771250567351 
 02/10  22:00:00,21.6146679043534,22.0832539186123 
 02/10  23:00:00,21.3032313823386,20.7310568170221 
 02/10  24:00:00,21.0257924977707,19.535589921613 
 02/11  01:00:00,20.7899187158083,14.8964124796573 
 02/11  02:00:00,20.6205759573352,13.8013027401911 
 02/11  03:00:00,20.5116940739651,14.4519046940333 
 02/11  04:00:00,20.3996487457771,13.0443311112042 
 02/11  05:00:00,20.2938938128717,21.0996895898998 
 02/11  06:00:00,20.2777887988273,40.0082646105055 
 02/11  07:00:00,20.6003250331672,34.9896011222339 
 02/11  08:00:00,21.0068435357182,31.1073312266725 
 02/11  09:00:00,21.2363037695836,30.2737649262311 
 02/11  10:00:00,21.2860961527462,44.1512381372034 
 02/11  11:00:00,21.4919317117026,48.3235630036642 
 02/11  12:00:00,21.9809990358658,40.2225506184197 
 02/11  13:00:00,22.981101603224,0.0 
 02/11  14:00:00,22.8170504140179,0.0 
 02/11  15:00:00,22.1543893072561,0.0 
 02/11  16:00:00,21.7876112795035,0.0 
 02/11  17:00:00,21.6464236271603,0.0 
 02/11  18:00:00,21.5794424560119,0.0 
 02/11  19:00:00,21.4891755435343,0.0 
 02/11  20:00:00,21.2458140911214,0.0 
 02/11  21:00:00,21.0282187526404,0.0 
 02/11  22:00:00,20.8701712199746,0.0 
 02/11  23:00:00,20.6816725130972,0.0 
 02/11  24:00:00,20.4752496009959,46.7948240195269 
 02/12  01:00:00,21.2194893711392,36.5908758949355 
 02/12  02:00:00,22.2189018237954,32.8982652912645 
 02/12  03:00:00,22.6535028120489,25.3608329569482 
 02/12  04:00:00,22.7440800210053,24.4709455965094 
 02/12  05:00:00,22.7509528609055,23.5579298836435 
 02/12  06:00:00,22.7394697756148,22.6397530146521 
 02/12  07:00:00,22.7216743621568,22.0344558274136 
 02/12  08:00:00,22.6963751076818,21.2767520648082 
 02/12  09:00:00,22.676113523268,24.4782481268535 
